gene_id	TCGA-E9-A1ND-01A-11R-A144-07	gene_id	TCGA-E9-A1ND-11A-43R-A144-07
SLC12A9|56996	1589.6972	SLC12A9|56996	1031.7211
lowly_expressed	lowly_expressed	SLC13A2|9058	462.6291
SLC13A3|64849	80.4594	SLC13A3|64849	78.3953
SLC13A4|26266	7.4962	SLC13A4|26266	6.7749
SLC13A5|284111	6.4967	lowly_expressed	lowly_expressed
SLC14A1|6563	7.996	SLC14A1|6563	97.7522
SLC14A2|8170	5.4972	SLC14A2|8170	64.3616
SLC15A1|6564	255.37099999999998	lowly_expressed	lowly_expressed
SLC15A2|6565	462.7663	SLC15A2|6565	138.8855
SLC15A3|51296	1166.411	SLC15A3|51296	2740.4486
SLC15A4|121260	596.1989	SLC15A4|121260	684.2653
SLC16A10|117247	97.9505	SLC16A10|117247	131.6267
SLC16A11|162515	5.997000000000001	SLC16A11|162515	42.5851
lowly_expressed	lowly_expressed	SLC16A12|387700	20.3247
SLC16A13|201232	205.3963	SLC16A13|201232	52.7475
SLC16A14|151473	252.3726	SLC16A14|151473	122.4322
SLC16A1|6566	534.2302	SLC16A1|6566	587.9649
SLC16A2|6567	218.3897	SLC16A2|6567	825.0865
SLC16A3|9123	2363.3065	SLC16A3|9123	717.172
SLC16A4|9122	58.4705	SLC16A4|9122	261.3177
SLC16A5|9121	85.4568	SLC16A5|9121	221.1522
SLC16A6|9120	29.4851	SLC16A6|9120	17.9051
SLC16A7|9194	34.9823	SLC16A7|9194	38.2298
lowly_expressed	lowly_expressed	SLC16A8|23539	15.4855
SLC16A9|220963	15.9919	SLC16A9|220963	47.9082
SLC17A5|26503	614.1898	SLC17A5|26503	770.4033
lowly_expressed	lowly_expressed	SLC17A7|57030	268.0926
SLC17A9|63910	118.4402	SLC17A9|63910	159.6942
lowly_expressed	lowly_expressed	SLC18A2|6571	5.8071
SLC19A1|6573	267.365	SLC19A1|6573	488.7609
SLC19A2|10560	596.1989	SLC19A2|10560	294.7083
SLC19A3|80704	91.9536	SLC19A3|80704	2929.6620000000003
SLC1A1|6505	306.3453	SLC1A1|6505	136.4659
SLC1A2|6506	135.4316	SLC1A2|6506	56.1349
SLC1A3|6507	779.1066	SLC1A3|6507	1354.0129
SLC1A4|6509	519.2378	SLC1A4|6509	1203.5133
SLC1A5|6510	2380.7977	SLC1A5|6510	4244.4772
SLC1A6|6511	736.1283	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC1A7|6512	164.5334
SLC20A1|6574	1348.8188	SLC20A1|6574	705.5578
SLC20A2|6575	791.6002	SLC20A2|6575	712.8167
lowly_expressed	lowly_expressed	SLC22A12|116085	33.8745
SLC22A15|55356	37.4811	SLC22A15|55356	55.1671
lowly_expressed	lowly_expressed	SLC22A16|85413	30.0031
SLC22A17|51310	235.3811	SLC22A17|51310	745.7233
SLC22A18AS|5003	13.9929	SLC22A18AS|5003	15.9694
SLC22A18|5002	284.3564	SLC22A18|5002	367.2966
lowly_expressed	lowly_expressed	SLC22A1|6580	7.2588
lowly_expressed	lowly_expressed	SLC22A20|440044	5.3231
SLC22A23|63027	586.6587	SLC22A23|63027	715.7105
lowly_expressed	lowly_expressed	SLC22A3|6581	173.7279
SLC22A4|6583	87.9556	SLC22A4|6583	45.9726
SLC22A5|6584	312.3423	SLC22A5|6584	315.5169
SLC23A1|9963	98.95	lowly_expressed	lowly_expressed
SLC23A2|9962	1530.2272	SLC23A2|9962	839.6042
lowly_expressed	lowly_expressed	SLC23A3|151295	20.7118
SLC24A1|9187	121.9384	SLC24A1|9187	364.664
SLC24A3|57419	1935.0228	SLC24A3|57419	405.5264
SLC24A4|123041	6.4967	SLC24A4|123041	36.778
SLC24A5|283652	5.5122	SLC24A5|283652	8.0089
SLC24A6|80024	1079.4549	SLC24A6|80024	1477.4129999999998
SLC25A10|1468	1206.8905	SLC25A10|1468	857.5093
SLC25A11|8402	994.9975	lowly_expressed	lowly_expressed
SLC25A12|8604	560.7168	SLC25A12|8604	478.5986
SLC25A13|10165	1340.8229	SLC25A13|10165	388.1052
SLC25A14|9016	117.9404	SLC25A14|9016	115.6573
SLC25A15|10166	390.7027	SLC25A15|10166	122.316
SLC25A16|8034	172.4129	SLC25A16|8034	259.382
SLC25A17|10478	460.7673	SLC25A17|10478	451.9829
lowly_expressed	lowly_expressed	SLC25A18|83733	90.9773
SLC25A19|60386	480.7572	SLC25A19|60386	319.3883
SLC25A1|6576	1106.4412	SLC25A1|6576	1797.7691
SLC25A20|788	243.8768	SLC25A20|788	895.7391
SLC25A22|79751	589.7022	SLC25A22|79751	381.8142
SLC25A23|79085	2049.465	SLC25A23|79085	1390.307
SLC25A24|29957	1070.4594	SLC25A24|29957	635.3892
SLC25A25|114789	325.3357	SLC25A25|114789	743.3037
SLC25A26|115286	319.1238	SLC25A26|115286	483.191
SLC25A27|9481	74.4624	SLC25A27|9481	238.5734
SLC25A28|81894	745.6235	SLC25A28|81894	877.834
SLC25A29|123096	513.7406	SLC25A29|123096	966.8756
SLC25A30|253512	416.7895	SLC25A30|253512	424.3993
SLC25A32|81034	415.1903	SLC25A32|81034	338.1693
SLC25A33|84275	133.9324	SLC25A33|84275	209.5381
lowly_expressed	lowly_expressed	SLC25A34|284723	60.4902
SLC25A35|399512	109.7996	SLC25A35|399512	219.1488
SLC25A36|55186	1111.9385	SLC25A36|55186	894.2873
SLC25A37|51312	2127.9254	SLC25A37|51312	481.5021
SLC25A38|54977	678.6573	SLC25A38|54977	666.8441
SLC25A39|51629	2426.2747	SLC25A39|51629	2302.0155
SLC25A3|5250	4961.4944	SLC25A3|5250	7924.2179
SLC25A40|55972	144.9268	SLC25A40|55972	67.2651
SLC25A41|284427	7.4962	lowly_expressed	lowly_expressed
SLC25A42|284439	295.3508	SLC25A42|284439	402.1389
SLC25A43|203427	681.6558	SLC25A43|203427	474.7272
SLC25A44|9673	1435.7749	SLC25A44|9673	703.1382
SLC25A45|283130	82.4584	SLC25A45|283130	231.7985
SLC25A46|91137	327.3347	SLC25A46|91137	370.684
SLC25A4|291	578.7078	SLC25A4|291	709.9131
SLC25A5|292	7891.5148	SLC25A5|292	4667.9087
SLC25A6|293	10754.5689	SLC25A6|293	14267.4635
lowly_expressed	lowly_expressed	SLC26A10|65012	30.0951
SLC26A11|284129	311.3428	SLC26A11|284129	967.8434
SLC26A1|10861	28.5306	SLC26A1|10861	23.7122
SLC26A2|1836	477.259	SLC26A2|1836	827.99
lowly_expressed	lowly_expressed	SLC26A3|1811	8.2267
SLC26A4|5172	432.1817	SLC26A4|5172	22.7443
SLC26A6|65010	194.5667	SLC26A6|65010	237.1216
lowly_expressed	lowly_expressed	SLC26A7|115111	22.7443
lowly_expressed	lowly_expressed	SLC26A8|116369	7.2588
SLC26A9|115019	41.9788	lowly_expressed	lowly_expressed
SLC27A1|376497	645.1742	SLC27A1|376497	2029.5676
SLC27A2|11001	66.4664	SLC27A2|11001	36.2941
SLC27A3|11000	194.9016	SLC27A3|11000	1635.6554
SLC27A4|10999	752.6199	SLC27A4|10999	850.2504
SLC27A5|10998	37.8509	SLC27A5|10998	126.7536
lowly_expressed	lowly_expressed	SLC27A6|28965	131.1428
SLC28A1|9154	25.4871	SLC28A1|9154	20.3247
SLC28A3|64078	247.8748	SLC28A3|64078	30.0031
SLC29A1|2030	486.2544	SLC29A1|2030	3890.7305
SLC29A2|3177	347.7444	SLC29A2|3177	215.2193
SLC29A3|55315	320.3382	SLC29A3|55315	1023.4944
SLC29A4|222962	275.3609	SLC29A4|222962	802.8261
SLC2A10|81031	548.7229	SLC2A10|81031	451.9829
SLC2A11|66035	152.423	SLC2A11|66035	129.2071
SLC2A12|154091	195.4013	SLC2A12|154091	83.7185
SLC2A13|114134	144.4271	SLC2A13|114134	95.3326
SLC2A14|144195	52.9732	SLC2A14|144195	11.1302
SLC2A1|6513	5543.2007	SLC2A1|6513	478.1146
SLC2A3|6515	697.6477	SLC2A3|6515	492.6323
SLC2A4RG|56731	1651.1662	SLC2A4RG|56731	1619.6859
SLC2A4|6517	15.4922	SLC2A4|6517	328.5828
SLC2A5|6518	738.1272	SLC2A5|6518	213.8934
SLC2A6|11182	312.3423	SLC2A6|11182	65.8134
SLC2A8|29988	448.7734	SLC2A8|29988	638.7766
SLC2A9|56606	117.4407	SLC2A9|56606	134.0463
SLC30A1|7779	167.4155	SLC30A1|7779	157.7585
SLC30A2|7780	9.4952	SLC30A2|7780	9.1945
SLC30A3|7781	19.9899	lowly_expressed	lowly_expressed
SLC30A4|7782	16.4917	SLC30A4|7782	29.0353
SLC30A5|64924	1051.469	SLC30A5|64924	761.6928
SLC30A6|55676	341.3276	SLC30A6|55676	96.7843
SLC30A7|148867	1284.8512	SLC30A7|148867	484.4056
SLC30A9|10463	1146.4211	SLC30A9|10463	935.4206
SLC31A1|1317	3645.6589	SLC31A1|1317	1060.2724
SLC31A2|1318	1310.838	SLC31A2|1318	1094.6309
SLC33A1|9197	597.6982	SLC33A1|9197	349.8754
SLC34A2|10568	19629.0873	SLC34A2|10568	999.7822
SLC34A3|142680	6.4967	lowly_expressed	lowly_expressed
SLC35A1|10559	414.7705	SLC35A1|10559	567.1562
SLC35A2|7355	1525.2298	SLC35A2|7355	502.7946
SLC35A3|23443	439.7779	SLC35A3|23443	141.3051
SLC35A4|113829	2325.3257	SLC35A4|113829	2422.996
SLC35A5|55032	960.5149	SLC35A5|55032	548.2833
SLC35B1|10237	1200.3938	SLC35B1|10237	721.5273
SLC35B2|347734	1549.2176	SLC35B2|347734	1329.8168
SLC35B3|51000	414.2908	SLC35B3|51000	463.597
SLC35B4|84912	659.1671	SLC35B4|84912	402.6229
SLC35C1|55343	2133.4226	SLC35C1|55343	1217.547
SLC35C2|51006	989.5003	SLC35C2|51006	1244.6466
SLC35D1|23169	747.1227	SLC35D1|23169	251.1554
SLC35D2|11046	346.8249	SLC35D2|11046	539.5727
SLC35E1|79939	2671.6508	SLC35E1|79939	1417.8906
SLC35E2|728661	1456.9792	SLC35E2|728661	2411.8125
SLC35E2|9906	24.7725	SLC35E2|9906	35.3795
SLC35E3|55508	162.9177	SLC35E3|55508	170.3404
SLC35E4|339665	90.4543	SLC35E4|339665	156.8003
lowly_expressed	lowly_expressed	SLC35F1|222553	17.4212
SLC35F2|54733	1140.4241	SLC35F2|54733	187.7616
SLC35F3|148641	5.997000000000001	SLC35F3|148641	87.5898
SLC35F5|80255	1051.469	SLC35F5|80255	395.848
SLC36A1|206358	658.1676	SLC36A1|206358	586.5131
SLC36A4|120103	243.8768	SLC36A4|120103	107.9145
SLC37A1|54020	488.7532	SLC37A1|54020	269.0605
SLC37A2|219855	478.7582	SLC37A2|219855	1287.2317
SLC37A3|84255	698.6472	SLC37A3|84255	685.7171
SLC37A4|2542	400.7976	SLC37A4|2542	609.2574
SLC38A10|124565	1994.4928	SLC38A10|124565	4109.4631
SLC38A1|81539	1576.7038	SLC38A1|81539	1249.4858
SLC38A2|54407	2158.9098	SLC38A2|54407	2473.8077
SLC38A3|10991	276.8602	SLC38A3|10991	89.5255
SLC38A4|55089	9.4952	SLC38A4|55089	12.097999999999999
SLC38A5|92745	166.9157	SLC38A5|92745	57.1028
SLC38A6|145389	153.4225	SLC38A6|145389	476.6629
SLC38A7|55238	450.2726	SLC38A7|55238	215.8291
SLC38A9|153129	233.8819	SLC38A9|153129	189.6973
SLC39A10|57181	455.2701	SLC39A10|57181	441.8205
SLC39A11|201266	1235.8759	SLC39A11|201266	992.0395
SLC39A12|221074	7.4163	lowly_expressed	lowly_expressed
SLC39A13|91252	756.1182	SLC39A13|91252	1427.569
SLC39A14|23516	1750.6159	SLC39A14|23516	942.6795
SLC39A1|27173	4219.869000000001	SLC39A1|27173	3153.2338
SLC39A2|29986	180.9086	SLC39A2|29986	11.6141
SLC39A3|29985	816.5876	SLC39A3|29985	594.7398
SLC39A4|55630	244.8763	SLC39A4|55630	212.4416
SLC39A6|25800	1641.671	SLC39A6|25800	2693.9921
SLC39A7|7922	6767.0826	SLC39A7|7922	3472.1382
SLC39A8|64116	2052.4635	SLC39A8|64116	733.6253
SLC39A9|55334	1745.6185	SLC39A9|55334	1460.9596
lowly_expressed	lowly_expressed	SLC3A1|6519	10.0752
SLC3A2|6520	4474.2405	SLC3A2|6520	3508.4323
SLC40A1|30061	396.7996	SLC40A1|30061	6405.1876
SLC41A1|254428	395.3004	SLC41A1|254428	671.1994
SLC41A2|84102	463.7658	SLC41A2|84102	165.5012
SLC41A3|54946	425.785	SLC41A3|54946	1234.0003
SLC43A1|8501	67.9657	SLC43A1|8501	467.4684
SLC43A2|124935	1819.0814	SLC43A2|124935	1379.1768
SLC43A3|29015	1316.3053	SLC43A3|29015	2904.5368
SLC44A1|23446	2870.5504	SLC44A1|23446	1371.918
SLC44A2|57153	4124.4172	SLC44A2|57153	4752.595
SLC44A3|126969	408.7936	SLC44A3|126969	176.1475
SLC44A4|80736	15.4922	SLC44A4|80736	130.1749
SLC44A5|204962	171.4134	SLC44A5|204962	46.4565
SLC45A1|50651	14.4927	SLC45A1|50651	80.331
SLC45A3|85414	68.4654	SLC45A3|85414	210.5059
SLC45A4|57210	286.8551	SLC45A4|57210	433.5938
SLC46A1|113235	456.0847	SLC46A1|113235	1206.6588
SLC46A2|57864	20.9894	SLC46A2|57864	20.8086
SLC46A3|283537	720.6361	SLC46A3|283537	670.7155
SLC47A1|55244	29.4851	SLC47A1|55244	141.3051
lowly_expressed	lowly_expressed	SLC47A2|146802	5.8071
SLC48A1|55652	606.1939	SLC48A1|55652	1433.86
SLC4A11|83959	769.1116	SLC4A11|83959	179.535
SLC4A1AP|22950	722.3902	SLC4A1AP|22950	597.6433
SLC4A2|6522	1677.6228	SLC4A2|6522	2115.1153
SLC4A3|6508	79.4599	SLC4A3|6508	288.4173
SLC4A4|8671	16.4917	SLC4A4|8671	139.8534
SLC4A5|57835	145.5065	SLC4A5|57835	103.6173
SLC4A7|9497	568.2131	SLC4A7|9497	321.8079
SLC4A8|9498	37.9808	SLC4A8|9498	92.913
SLC5A1|6523	349.3236	SLC5A1|6523	524.5711
SLC5A3|6526	662.8103	SLC5A3|6526	898.2893
lowly_expressed	lowly_expressed	SLC5A4|6527	9.6784
SLC5A6|8884	5673.3749	SLC5A6|8884	1932.28
lowly_expressed	lowly_expressed	SLC5A9|200010	7.2588
lowly_expressed	lowly_expressed	SLC6A10P|386757	36.2941
SLC6A11|6538	43.478	lowly_expressed	lowly_expressed
SLC6A12|6539	59.9697	SLC6A12|6539	112.7538
SLC6A14|11254	3313.8265	SLC6A14|11254	203.731
lowly_expressed	lowly_expressed	SLC6A15|55117	7.2588
lowly_expressed	lowly_expressed	SLC6A16|28968	31.9388
SLC6A17|388662	233.3821	SLC6A17|388662	15.4855
SLC6A1|6529	8.4957	SLC6A1|6529	9.6784
SLC6A20|54716	5.4972	SLC6A20|54716	13.5498
SLC6A2|6530	81.4589	SLC6A2|6530	12.582
SLC6A4|6532	9.995	SLC6A4|6532	10.6463
SLC6A6|6533	976.0071	SLC6A6|6533	1021.5587
lowly_expressed	lowly_expressed	SLC6A7|6534	8.2267
SLC6A8|6535	443.2761	SLC6A8|6535	866.2198
SLC6A9|6536	823.1093	SLC6A9|6536	150.9836
lowly_expressed	lowly_expressed	SLC7A10|56301	663.6696
SLC7A11|23657	135.9314	SLC7A11|23657	19.8408
SLC7A1|6541	1439.2732	SLC7A1|6541	631.0339
SLC7A2|6542	39.9798	SLC7A2|6542	567.6402
lowly_expressed	lowly_expressed	SLC7A3|84889	23.2282
lowly_expressed	lowly_expressed	SLC7A4|6545	90.4934
SLC7A5|8140	9355.2756	SLC7A5|8140	454.8864
SLC7A6OS|84138	177.1755	SLC7A6OS|84138	218.2487
SLC7A6|9057	580.4419	SLC7A6|9057	1208.8364
SLC7A7|9056	1180.9036	SLC7A7|9056	1316.267
SLC7A8|23428	834.0788	SLC7A8|23428	1678.7244
SLC7A9|11136	6.4967	SLC7A9|11136	5.8071
SLC8A1|6546	362.31699999999995	SLC8A1|6546	317.4526
SLC8A2|6543	11.9939	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC8A3|6547	12.097999999999999
SLC9A1|6548	1084.4524	SLC9A1|6548	1453.7008
SLC9A2|6549	40.4796	SLC9A2|6549	11.6141
SLC9A3R1|9368	5664.1396	SLC9A3R1|9368	1853.4201
SLC9A3R2|9351	598.6977	SLC9A3R2|9351	3371.4825
SLC9A5|6553	5.4972	SLC9A5|6553	23.7122
SLC9A6|10479	603.6951	SLC9A6|10479	417.1405
SLC9A7|84679	156.9208	SLC9A7|84679	54.6832
SLC9A8|23315	456.2696	SLC9A8|23315	596.1915
SLC9A9|285195	152.423	SLC9A9|285195	540.5405
lowly_expressed	lowly_expressed	SLCO1A2|6579	27.0996
lowly_expressed	lowly_expressed	SLCO1C1|53919	8.7106
SLCO2A1|6578	303.3468	SLCO2A1|6578	451.015
SLCO2B1|11309	2497.7386	SLCO2B1|11309	3066.6118
SLCO3A1|28232	141.4286	SLCO3A1|28232	731.6896
SLCO4A1|28231	73.19800000000001	SLCO4A1|28231	93.3243
SLCO4C1|353189	43.9778	SLCO4C1|353189	6.291
SLCO5A1|81796	19.4902	lowly_expressed	lowly_expressed
SLFN11|91607	836.0778	SLFN11|91607	1078.6615
SLFN12L|342615	41.4791	SLFN12L|342615	9.1945
SLFN12|55106	94.95200000000001	SLFN12|55106	160.1781
SLFN13|146857	232.8824	SLFN13|146857	338.2613
SLFN5|162394	1909.5357	SLFN5|162394	317.4526
SLFNL1|200172	5.997000000000001	SLFNL1|200172	6.291
SLIT1|6585	5.997000000000001	SLIT1|6585	28.5514
SLIT2|9353	155.9213	SLIT2|9353	396.8158
SLIT3|6586	215.3912	SLIT3|6586	5188.1246
lowly_expressed	lowly_expressed	SLITRK2|84631	17.9051
lowly_expressed	lowly_expressed	SLITRK3|22865	7.7427
SLITRK4|139065	13.4932	SLITRK4|139065	54.6832
SLITRK5|26050	6.9965	SLITRK5|26050	19.3569
lowly_expressed	lowly_expressed	SLITRK6|84189	51.7796
SLK|9748	1471.7568	SLK|9748	1047.6905
SLMAP|7871	1149.4195	SLMAP|7871	911.2246
SLMO1|10650	41.9788	SLMO1|10650	50.3279
SLMO2|51012	1207.3903	SLMO2|51012	834.7649
SLN|6588	8.9955	lowly_expressed	lowly_expressed
SLPI|6590	27073.8277	SLPI|6590	3386.0001
SLTM|79811	1782.5998	SLTM|79811	1595.9738
SLU7|10569	706.6431	SLU7|10569	1111.0842
SLURP1|57152	33.9828	lowly_expressed	lowly_expressed
SMAD1|4086	457.2691	SMAD1|4086	518.2801
SMAD2|4087	1601.1914	SMAD2|4087	1647.2695
SMAD3|4088	501.2469	SMAD3|4088	1436.7635
SMAD4|4089	1080.2495	SMAD4|4089	1436.7635
lowly_expressed	lowly_expressed	SMAD5OS|9597	6.291
SMAD5|4090	842.0748	SMAD5|4090	906.3853
SMAD6|4091	53.9727	SMAD6|4091	208.5703
SMAD7|4092	521.7365	SMAD7|4092	745.2394
SMAD9|4093	17.9909	SMAD9|4093	15.0016
SMAGP|57228	635.679	SMAGP|57228	227.4432
SMAP1|60682	1002.3438	SMAP1|60682	784.7032
SMAP2|64744	1380.8027	SMAP2|64744	1606.1361
SMARCA1|6594	1703.1399	SMARCA1|6594	1032.6889
SMARCA2|6595	2414.2808	SMARCA2|6595	3429.0692
SMARCA4|6597	3488.7382	SMARCA4|6597	2159.2586
SMARCA5|8467	2557.7084	SMARCA5|8467	1325.9455
SMARCAD1|56916	559.2176	SMARCAD1|56916	472.7915
SMARCAL1|50485	418.7885	SMARCAL1|50485	773.7908
SMARCB1|6598	1474.2555	SMARCB1|6598	1519.9981
SMARCC1|6599	3787.0875	SMARCC1|6599	1621.1377
SMARCC2|6601	1870.5554	SMARCC2|6601	2662.0533
SMARCD1|6602	1305.3408	SMARCD1|6602	1375.7894
SMARCD2|6603	2889.5408	SMARCD2|6603	3510.368
SMARCD3|6604	1118.9349	SMARCD3|6604	933.9689
SMARCE1|6605	2242.8674	SMARCE1|6605	2436.5458
SMC1A|8243	3413.776	SMC1A|8243	1404.3408
SMC1B|27127	8.9955	lowly_expressed	lowly_expressed
SMC2|10592	1217.885	SMC2|10592	355.1985
SMC3|9126	1175.9062	SMC3|9126	1031.7211
SMC4|10051	1953.5135	SMC4|10051	452.4668
SMC5|23137	982.0041	SMC5|23137	581.6739
SMC6|79677	781.6053	SMC6|79677	439.8848
SMCHD1|23347	1300.3433	SMCHD1|23347	686.6849
SMCR7L|54471	1061.9637	SMCR7L|54471	1029.3015
SMCR7|125170	248.8743	SMCR7|125170	349.3915
SMCR8|140775	787.3174	SMCR8|140775	728.8151
SMEK1|55671	2167.4055	SMEK1|55671	1204.965
SMEK2|57223	2007.4862	SMEK2|57223	1272.2302
SMG1|23049	2658.1576	SMG1|23049	1386.9196
SMG5|23381	4449.7529	SMG5|23381	2182.9708
SMG6|23293	921.0349	SMG6|23293	1636.6232
SMG7|9887	2921.0249	SMG7|9887	1376.7572
SMN2|6607	826.9474	SMN2|6607	689.4045
SMNDC1|10285	680.1565	SMNDC1|10285	518.7641
SMOC1|64093	15.9919	SMOC1|64093	265.1891
SMOC2|64094	187.4054	SMOC2|64094	4238.1863
SMOX|54498	307.3448	SMOX|54498	191.1491
SMO|6608	551.7214	SMO|6608	568.1241
SMPD1|6609	754.1192	SMPD1|6609	1422.2459
SMPD2|6610	249.8738	SMPD2|6610	211.4738
SMPD3|55512	29.9849	SMPD3|55512	93.3969
SMPD4|55627	1734.1243	SMPD4|55627	1685.4993
SMPDL3A|10924	547.7234	SMPDL3A|10924	389.07300000000004
SMPDL3B|27293	407.7941	SMPDL3B|27293	153.8871
SMPX|23676	9.995	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SMR3B|10879	6.7749
SMS|6611	2666.6533	SMS|6611	1566.4545
SMTNL1|219537	12.9934	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SMTNL2|342527	16.4533
SMTN|6525	381.3074	SMTN|6525	2316.5332
SMU1|55234	1844.0687	SMU1|55234	1399.0176
SMUG1|23583	500.7471	SMUG1|23583	537.1531
SMURF1|57154	1418.0539	SMURF1|57154	741.5858
SMURF2|64750	605.6941	SMURF2|64750	406.4942
lowly_expressed	lowly_expressed	SMYD1|150572	621.3555
SMYD2|56950	621.686	SMYD2|56950	668.7798
SMYD3|64754	161.4185	SMYD3|64754	156.3067
SMYD4|114826	193.4023	SMYD4|114826	427.3029
SMYD5|10322	710.1414	SMYD5|10322	721.5273
SNAI1|6615	278.3594	SNAI1|6615	130.1749
SNAI2|6591	430.7825	SNAI2|6591	824.1187
SNAI3|333929	28.9854	SNAI3|333929	76.9436
SNAP23|8773	1083.4529	SNAP23|8773	1299.8137
SNAP25|6616	6.9965	SNAP25|6616	14.5177
SNAP29|9342	739.6265	SNAP29|9342	1013.816
SNAP47|116841	590.5668	SNAP47|116841	703.4963
lowly_expressed	lowly_expressed	SNAP91|9892	5.3231
SNAPC1|6617	204.3968	SNAPC1|6617	143.7247
SNAPC2|6618	410.7925	SNAPC2|6618	594.7398
SNAPC3|6619	553.7204	SNAPC3|6619	326.1632
SNAPC4|6621	560.2171	SNAPC4|6621	453.9186
SNAPC5|10302	62.6684	SNAPC5|10302	105.4369
SNAPIN|23557	704.1444	SNAPIN|23557	787.8245
SNCAIP|9627	852.5695	SNCAIP|9627	184.3742
SNCA|6622	18.4907	SNCA|6622	252.1232
SNCG|6623	67.4659	SNCG|6623	4265.7698
SND1|27044	5475.235	SND1|27044	4127.3682
SNED1|25992	160.41899999999998	SNED1|25992	1243.1949
SNF8|11267	957.0167	SNF8|11267	1279.489
SNHG10|283596	90.9541	SNHG10|283596	68.233
SNHG11|128439	115.7615	SNHG11|128439	196.6125
SNHG12|85028	222.8874	SNHG12|85028	369.7162
SNHG1|23642	490.2524	SNHG1|23642	537.637
SNHG3-RCC1|751867	91.7037	SNHG3-RCC1|751867	170.1904
SNHG3|8420	51.9738	SNHG3|8420	46.4565
SNHG4|724102	8.7656	SNHG4|724102	7.7427
SNHG5|387066	872.0596	SNHG5|387066	2641.2446
SNHG6|641638	341.3276	SNHG6|641638	1007.525
SNHG7|84973	645.7189	SNHG7|84973	1309.4679
SNHG8|100093630	277.8597	SNHG8|100093630	1005.5893
SNHG9|735301	20.4897	SNHG9|735301	38.7137
SNIP1|79753	239.3791	SNIP1|79753	251.6393
SNN|8303	792.5997	SNN|8303	1926.9762
lowly_expressed	lowly_expressed	SNORA39|677821	7.1185
lowly_expressed	lowly_expressed	SNORA7B|677797	8.6525
SNORA8|654320	378.5438	SNORA8|654320	200.8759
lowly_expressed	lowly_expressed	SNORD116-4|100033416	9.0784
SNORD1C|677850	21.9239	SNORD1C|677850	7.9702
SNPH|9751	402.2968	SNPH|9751	195.5044
SNRK|54861	808.5917	SNRK|54861	1091.2434
SNRNP200|23020	5601.6712	SNRNP200|23020	4335.9384
SNRNP25|79622	353.8213	SNRNP25|79622	553.1225
SNRNP27|11017	481.7567	SNRNP27|11017	406.9782
SNRNP35|11066	318.1044	SNRNP35|11066	533.4269
SNRNP40|9410	803.5942	SNRNP40|9410	748.143
SNRNP48|154007	226.8854	SNRNP48|154007	321.8079
SNRNP70|6625	2199.8891	SNRNP70|6625	3322.6064
SNRPA1|6627	413.2913	SNRPA1|6627	332.9381
SNRPA|6626	1159.4145	SNRPA|6626	1372.4019
SNRPB2|6629	1889.046	SNRPB2|6629	903.4818
SNRPB|6628	3308.829	SNRPB|6628	2166.0335
SNRPC|6631	1807.5872	SNRPC|6631	1172.5423
SNRPD1|6632	836.0778	SNRPD1|6632	596.6755
SNRPD2|6633	2651.6609	SNRPD2|6633	2696.4117
SNRPD3|6634	1444.2706	SNRPD3|6634	1335.5561
SNRPE|6635	564.2151	SNRPE|6635	745.7233
SNRPF|6636	765.1136	SNRPF|6636	610.2253
SNRPG|6637	778.6068	SNRPG|6637	478.5986
SNRPN|6638	346.4051	SNRPN|6638	1647.434
SNTA1|6640	678.6573	SNTA1|6640	1241.7431
SNTB1|6641	732.63	SNTB1|6641	407.94599999999997
SNTB2|6645	485.7547	SNTB2|6645	1011.8803
lowly_expressed	lowly_expressed	SNTG2|54221	13.5498
SNUPN|10073	245.8758	SNUPN|10073	664.4245
lowly_expressed	lowly_expressed	SNURF|8926	64.1971
SNW1|22938	1857.0622	SNW1|22938	1424.6655
SNX10|29887	1093.4478	SNX10|29887	667.328
SNX11|29916	644.1747	SNX11|29916	749.1108
SNX12|29934	315.8405	SNX12|29934	150.4996
SNX13|23161	1048.4705	SNX13|23161	560.8653
SNX14|57231	984.5028	SNX14|57231	1067.0474
SNX15|29907	375.3105	SNX15|29907	707.4935
SNX16|64089	224.3867	SNX16|64089	220.1844
SNX17|9784	2673.1501	SNX17|9784	3582.4724
SNX18|112574	673.1601	SNX18|112574	992.0395
SNX19|399979	2625.1743	SNX19|399979	1732.4397
SNX1|6642	2019.9799	SNX1|6642	3823.4654
SNX20|124460	198.9695	SNX20|124460	65.5666
SNX21|90203	312.797	SNX21|90203	1549.6334
SNX22|79856	189.5143	SNX22|79856	192.296
SNX24|28966	259.369	SNX24|28966	210.5059
SNX25|83891	200.8985	SNX25|83891	195.0204
SNX27|81609	1430.3027	SNX27|81609	913.5861
SNX29|92017	490.7522	SNX29|92017	1093.663
SNX2|6643	1683.6498	SNX2|6643	2213.4579
SNX30|401548	551.7214	SNX30|401548	505.2143
lowly_expressed	lowly_expressed	SNX31|169166	6.291
lowly_expressed	lowly_expressed	SNX32|254122	15.9694
SNX33|257364	524.2353	SNX33|257364	1659.8514
SNX3|8724	3172.8977	SNX3|8724	3870.8897
SNX4|8723	849.0712	SNX4|8723	648.939
