gene_id	TCGA-BH-A0AU-01A-11R-A12P-07	gene_id	TCGA-BH-A0AU-11A-11R-A12P-07
SETDB1|9869	1137.6354	SETDB1|9869	1399.7373
SETDB2|83852	251.3538	SETDB2|83852	787.9584
SETMAR|6419	245.0361	SETMAR|6419	756.0360000000001
SETX|23064	2171.9314	SETX|23064	2818.0624
SET|6418	5532.491	SET|6418	5877.7654
SEZ6L2|26470	1361.0108	SEZ6L2|26470	823.1134
SEZ6L|23544	5.8664	SEZ6L|23544	5.6571
SF1|7536	4996.3899	SF1|7536	5258.713000000001
SF3A1|10291	4704.8014	SF3A1|10291	4349.0696
SF3A2|8175	328.5199	SF3A2|8175	1575.1086
SF3A3|10946	1257.2202	SF3A3|10946	2059.6020000000003
SF3B14|51639	859.2058	SF3B14|51639	946.3582
SF3B1|23451	6772.1119	SF3B1|23451	9273.664
SF3B2|10992	7321.2996	SF3B2|10992	4474.3914
SF3B3|23450	3830.7762	SF3B3|23450	3672.2901
SF3B4|10262	1793.7726	SF3B4|10262	1364.5823
SF3B5|83443	720.2166	SF3B5|83443	1080.1091
SF4|57794	450.361	SF4|57794	602.8892
SFI1|9814	253.1588	SFI1|9814	665.5218
SFMBT1|51460	245.0361	SFMBT1|51460	510.3546
SFMBT2|57713	84.3863	SFMBT2|57713	230.7304
SFN|2810	373.6101	SFN|2810	603.2124
SFPQ|6421	4647.3421	SFPQ|6421	3583.6307
SFRP1|6422	699.0072	SFRP1|6422	38956.2582
SFRP2|6423	15775.2708	SFRP2|6423	1858.3695
SFRP4|6424	1902.5271	SFRP4|6424	1127.3866
SFRS11|9295	2078.5199	SFRS11|9295	4069.502
SFRS12IP1|285672	513.0866	SFRS12IP1|285672	607.3341
SFRS12|140890	1167.87	SFRS12|140890	1925.8511
SFRS13A|10772	1918.3213	SFRS13A|10772	1742.8023
SFRS13B|135295	6.3177	SFRS13B|135295	31.1143
SFRS14|10147	1842.9603	SFRS14|10147	1885.0389
SFRS15|57466	690.8845	SFRS15|57466	1058.2887
SFRS16|11129	247.7437	SFRS16|11129	685.3217
SFRS17A|8227	893.5018	SFRS17A|8227	1110.8193
SFRS18|25957	900.722	SFRS18|25957	3772.9064
SFRS1|6426	4949.4585	SFRS1|6426	3966.0572
SFRS2B|10929	422.3827	SFRS2B|10929	1774.7247
SFRS2IP|9169	3618.2309999999998	SFRS2IP|9169	3765.2288
SFRS2|6427	2313.2581	SFRS2|6427	2312.1164
SFRS3|6428	3273.4657	SFRS3|6428	4948.7827
SFRS4|6429	1308.6643	SFRS4|6429	1778.3615
SFRS5|6430	1333.4838	SFRS5|6430	6841.0951
SFRS6|6431	4381.769	SFRS6|6431	4983.1296
SFRS7|6432	1610.1083	SFRS7|6432	1950.5001
SFRS8|6433	1026.6245	SFRS8|6433	1236.8926
SFRS9|8683	2837.5451	SFRS9|8683	1423.5781
SFT2D1|113402	268.9531	SFT2D1|113402	436.0036
SFT2D2|375035	65.8845	SFT2D2|375035	101.8002
SFT2D3|84826	143.9531	SFT2D3|84826	358.42
lowly_expressed	lowly_expressed	SFTA2|389376	8.0816
SFTPA2|729238	73.1047	lowly_expressed	lowly_expressed
SFTPD|6441	19.4043	SFTPD|6441	30.3061
SFXN1|94081	1926.8953	SFXN1|94081	374.5833
SFXN2|118980	902.5271	SFXN2|118980	265.8854
SFXN3|81855	1221.1191	SFXN3|81855	816.2441
SFXN4|119559	580.3249	SFXN4|119559	330.5384
SFXN5|94097	881.7689999999999	SFXN5|94097	238.0038
SGCB|6443	1015.3430000000001	SGCB|6443	1047.3785
SGCD|6444	629.0614	SGCD|6444	401.6567
SGCE|8910	578.5199	SGCE|8910	857.4603
lowly_expressed	lowly_expressed	SGCG|6445	15.3551
SGEF|26084	1686.3718	SGEF|26084	393.171
SGIP1|84251	73.1047	SGIP1|84251	61.4203
SGK196|84197	32.9422	SGK196|84197	44.0449
SGK1|6446	565.4332	SGK1|6446	804.9298
SGK223|157285	1129.9639	SGK223|157285	1369.4313
SGK269|79834	1150.722	SGK269|79834	1426.8108
SGK2|10110	64.5307	SGK2|10110	78.816
SGK3|23678	3603.7229	SGK3|23678	1983.3397
SGK494|124923	25.5641	SGK494|124923	61.3234
SGMS1|259230	488.2671	SGMS1|259230	483.6852
SGMS2|166929	761.2816	SGMS2|166929	382.2608
SGOL1|151648	155.2347	SGOL1|151648	6.0612
SGOL2|151246	268.5018	SGOL2|151246	151.5305
SGPL1|8879	2495.4874	SGPL1|8879	2141.6305
SGPP1|81537	447.2022	SGPP1|81537	315.9915
SGPP2|130367	18.0505	SGPP2|130367	44.0449
SGSH|6448	941.7869999999999	SGSH|6448	1033.2357
SGSM1|129049	24.3682	SGSM1|129049	235.9834
SGSM2|9905	871.3899	SGSM2|9905	2614.8096
SGSM3|27352	864.1697	SGSM3|27352	1680.1697
SGTA|6449	1205.3249	SGTA|6449	1460.7536
SGTB|54557	156.2365	SGTB|54557	165.2894
SH2B1|25970	961.1913	SH2B1|25970	1594.1004
SH2B2|10603	17.5993	SH2B2|10603	16.5673
SH2B3|10019	617.3285	SH2B3|10019	664.3095
SH2D1A|4068	75.8123	SH2D1A|4068	38.7918
lowly_expressed	lowly_expressed	SH2D1B|117157	7.6775
SH2D2A|9047	53.2491	SH2D2A|9047	43.6408
SH2D3A|10045	114.1697	SH2D3A|10045	438.8322
SH2D3C|10044	206.6787	SH2D3C|10044	429.9424
SH2D4A|63898	687.2744	SH2D4A|63898	301.8487
SH2D4B|387694	9.4765	lowly_expressed	lowly_expressed
SH3BGRL2|83699	337.9964	SH3BGRL2|83699	1670.4718
SH3BGRL3|83442	3056.4079	SH3BGRL3|83442	1077.6846
SH3BGRL|6451	13644.3863	SH3BGRL|6451	3544.5843
SH3BGR|6450	97.4729	SH3BGR|6450	198.4039
SH3BP1|23616	292.8881	SH3BP1|23616	220.1515
SH3BP2|6452	740.9747	SH3BP2|6452	1773.1084
SH3BP4|23677	2795.1264	SH3BP4|23677	2498.0301
SH3BP5L|80851	1148.0144	SH3BP5L|80851	1021.9214
SH3BP5|9467	1623.8989	SH3BP5|9467	1783.566
SH3D19|152503	2238.7184	SH3D19|152503	2363.067
lowly_expressed	lowly_expressed	SH3D20|201175	6.8694
SH3GL1|6455	1162.0036	SH3GL1|6455	1151.2274
SH3GL2|6456	7.2202	lowly_expressed	lowly_expressed
SH3GLB1|51100	1847.4729	SH3GLB1|51100	3234.6702
SH3GLB2|56904	785.1986	SH3GLB2|56904	1640.9738
SH3KBP1|30011	650.722	SH3KBP1|30011	583.0892
SH3PXD2A|9644	2824.0072	SH3PXD2A|9644	2215.5773
SH3PXD2B|285590	2907.491	SH3PXD2B|285590	1512.8801
SH3RF1|57630	1115.9747	SH3RF1|57630	1113.6478
SH3RF2|153769	29.3321	SH3RF2|153769	376.1996
SH3RF3|344558	133.57399999999998	SH3RF3|344558	219.8202
SH3TC1|54436	241.8773	SH3TC1|54436	183.0488
SH3TC2|79628	19.4043	SH3TC2|79628	182.6447
SH3YL1|26751	423.2852	SH3YL1|26751	1240.5293
SHANK1|50944	21.2094	SHANK1|50944	7.6775
SHANK2|22941	1225.1805	SHANK2|22941	1919.3858
SHANK3|85358	259.9278	SHANK3|85358	1013.4357
SHARPIN|81858	2642.1479999999997	SHARPIN|81858	648.9544
SHB|6461	416.065	SHB|6461	493.3832
SHC1|6464	6245.9386	SHC1|6464	2607.132
SHC2|25759	258.574	SHC2|25759	461.0567
SHC3|53358	11.2816	SHC3|53358	36.3673
SHC4|399694	9.0253	SHC4|399694	265.4814
SHCBP1|79801	469.3141	SHCBP1|79801	19.3959
SHE|126669	153.4296	SHE|126669	435.5996
SHFM1|7979	1120.9386	SHFM1|7979	768.9666
SHF|90525	66.78699999999999	SHF|90525	157.5917
SHISA2|387914	385.8303	SHISA2|387914	127.6897
lowly_expressed	lowly_expressed	SHISA3|152573	5.6571
SHISA4|149345	575.8123	SHISA4|149345	203.2529
SHISA5|51246	3109.657	SHISA5|51246	2077.7856
SHISA6|388336	20.7581	SHISA6|388336	17.3755
SHISA9|729993	67.6895	SHISA9|729993	24.649
SHKBP1|92799	1422.8339	SHKBP1|92799	546.3178
SHMT1|6470	1198.3529	SHMT1|6470	1072.8356
SHMT2|6472	1860.5596	SHMT2|6472	1315.6885
SHOC2|8036	7997.7437	SHOC2|8036	1266.7946
SHOX2|6474	83.935	SHOX2|6474	68.6938
SHPK|23729	328.5199	SHPK|23729	488.8171
SHPRH|257218	310.8935	SHPRH|257218	917.2199
SHQ1|55164	818.1408	SHQ1|55164	472.775
SHROOM1|134549	238.2671	SHROOM1|134549	184.6651
SHROOM2|357	868.6823	SHROOM2|357	333.7711
SHROOM3|57619	6371.8412	SHROOM3|57619	5284.5742
SHROOM4|57477	271.2094	SHROOM4|57477	485.3015
SIAE|54414	779.3321	SIAE|54414	939.0848
SIAH1|6477	501.2049	SIAH1|6477	668.9605
SIAH2|6478	4951.2635	SIAH2|6478	1176.6845
SIDT1|54847	794.6751	SIDT1|54847	382.6649
SIDT2|51092	880.0045	SIDT2|51092	1842.0325
SIGIRR|59307	532.491	SIGIRR|59307	536.2158
SIGLEC10|89790	120.9386	SIGLEC10|89790	118.7999
SIGLEC14|100049587	47.3827	SIGLEC14|100049587	12.9306
lowly_expressed	lowly_expressed	SIGLEC15|284266	8.4857
lowly_expressed	lowly_expressed	SIGLEC16|400709	6.0612
SIGLEC1|6614	338.8989	SIGLEC1|6614	78.3918
SIGLEC5|8778	37.9061	SIGLEC5|8778	19.3959
SIGLEC6|946	17.5993	lowly_expressed	lowly_expressed
SIGLEC7|27036	31.1372	SIGLEC7|27036	12.5265
SIGLEC8|27181	62.7256	SIGLEC8|27181	45.2571
SIGLEC9|27180	39.2599	SIGLEC9|27180	11.3143
SIGLECP3|284367	12.1841	SIGLECP3|284367	20.2041
SIGMAR1|10280	944.0433	SIGMAR1|10280	907.5664
SIK1|150094	401.1733	SIK1|150094	615.0116
SIK2|23235	406.5884	SIK2|23235	1684.6146
SIK3|23387	772.5632	SIK3|23387	1649.8636
SIKE1|80143	717.9603	SIKE1|80143	804.5257
SIL1|64374	464.3502	SIL1|64374	559.6525
SILV|6490	115.9747	SILV|6490	300.2323
SIM1|6492	7.2202	SIM1|6492	18.1837
SIM2|6493	26.6245	SIM2|6493	42.0244
SIN3A|25942	2882.2202	SIN3A|25942	2608.7484
SIN3B|23309	1603.7906	SIN3B|23309	1617.9412
SIP1|8487	79.4224	SIP1|8487	129.306
SIPA1L1|26037	901.1733	SIPA1L1|26037	1431.6598
SIPA1L2|57568	491.426	SIPA1L2|57568	851.8032
SIPA1L3|23094	2405.2347	SIPA1L3|23094	1743.6105
SIPA1|6494	564.5307	SIPA1|6494	556.8239
SIRPA|140885	763.9892	SIRPA|140885	3199.111
SIRPB1|10326	83.935	SIRPB1|10326	151.9345
SIRPB2|284759	50.9928	SIRPB2|284759	23.8408
SIRPG|55423	46.0289	SIRPG|55423	18.1837
SIRT1|23411	450.361	SIRT1|23411	1061.5214
SIRT2|22933	1250.0	SIRT2|22933	1071.2193
SIRT3|23410	795.8619	SIRT3|23410	787.2027
SIRT4|23409	18.9531	SIRT4|23409	48.8938
SIRT5|23408	261.7329	SIRT5|23408	452.975
SIRT6|51548	95.6679	SIRT6|51548	174.5631
SIRT7|51547	345.6679	SIRT7|51547	303.8691
SIT1|27240	34.296	SIT1|27240	42.8326
SIVA1|10572	330.3249	SIVA1|10572	696.6360000000001
SIX1|6495	677.3466	SIX1|6495	52.1265
lowly_expressed	lowly_expressed	SIX2|10736	10.9102
lowly_expressed	lowly_expressed	SIX3|6496	15.7592
SIX4|51804	425.5415	SIX4|51804	176.1794
SIX5|147912	337.9964	SIX5|147912	706.334
SKA1|220134	176.8953	SKA1|220134	12.1224
SKA2|348235	897.5632	SKA2|348235	346.2976
SKA3|221150	225.6363	SKA3|221150	22.2245
SKAP1|8631	273.91700000000003	SKAP1|8631	269.1181
SKAP2|8935	797.8339	SKAP2|8935	952.0154
SKIL|6498	1261.2816	SKIL|6498	521.6689
SKIV2L2|23517	952.4684	SKIV2L2|23517	1679.5313
SKIV2L|6499	1016.2455	SKIV2L|6499	1034.4479
SKI|6497	1508.1227	SKI|6497	2820.8909999999996
SKP1|6500	4819.4946	SKP1|6500	5465.6026
SKP2|6502	215.704	SKP2|6502	166.4815
SLA2|84174	54.6029	SLA2|84174	55.3591
SLAIN1|122060	146.2094	SLAIN1|122060	204.06099999999998
SLAIN2|57606	1998.6462	SLAIN2|57606	1331.0435
SLAMF1|6504	40.1625	SLAMF1|6504	32.7306
SLAMF6|114836	111.0108	SLAMF6|114836	76.7754
SLAMF7|57823	376.8051	SLAMF7|57823	279.6242
SLAMF8|56833	375.8529	SLAMF8|56833	103.1013
SLA|6503	288.3574	SLA|6503	149.106
SLBP|7884	1104.2419	SLBP|7884	698.2523
SLC10A3|8273	591.6065	SLC10A3|8273	502.67699999999996
SLC10A4|201780	7.2202	lowly_expressed	lowly_expressed
SLC10A5|347051	29.3321	SLC10A5|347051	10.102
lowly_expressed	lowly_expressed	SLC10A6|345274	13.7388
SLC10A7|84068	261.7329	SLC10A7|84068	259.0161
SLC11A1|6556	26.1733	SLC11A1|6556	13.3347
SLC11A2|4891	1636.7329	SLC11A2|4891	2374.7853
SLC12A1|6557	118.23100000000001	SLC12A1|6557	11.3143
SLC12A2|6558	812.2744	SLC12A2|6558	4157.9958
SLC12A3|6559	5.4152	lowly_expressed	lowly_expressed
SLC12A4|6560	849.7292	SLC12A4|6560	1143.6226
SLC12A5|57468	38.3574	lowly_expressed	lowly_expressed
SLC12A6|9990	461.6516	SLC12A6|9990	972.7084
SLC12A7|10723	2433.2129999999997	SLC12A7|10723	1673.7044
SLC12A8|84561	740.5235	SLC12A8|84561	299.0201
SLC12A9|56996	895.7581	SLC12A9|56996	860.2889
SLC13A2|9058	15.343	SLC13A2|9058	939.4888
SLC13A3|64849	68.5921	SLC13A3|64849	92.5346
SLC13A4|26266	6.3177	SLC13A4|26266	20.2041
lowly_expressed	lowly_expressed	SLC13A5|284111	13.3347
SLC14A1|6563	18.0505	SLC14A1|6563	48.8938
lowly_expressed	lowly_expressed	SLC14A2|8170	16.5673
SLC15A1|6564	11.2816	SLC15A1|6564	6.0612
SLC15A2|6565	23.916999999999998	SLC15A2|6565	178.1998
SLC15A3|51296	669.6751	SLC15A3|51296	252.1467
SLC15A4|121260	446.2996	SLC15A4|121260	664.7136
lowly_expressed	lowly_expressed	SLC16A10|117247	18.9918
lowly_expressed	lowly_expressed	SLC16A11|162515	106.6774
lowly_expressed	lowly_expressed	SLC16A12|387700	35.5591
SLC16A13|201232	79.8736	SLC16A13|201232	90.5142
SLC16A14|151473	240.9747	SLC16A14|151473	189.11
SLC16A1|6566	368.6823	SLC16A1|6566	358.42
SLC16A2|6567	602.4368	SLC16A2|6567	553.9954
SLC16A3|9123	947.2022	SLC16A3|9123	111.5264
SLC16A4|9122	649.3682	SLC16A4|9122	423.4771
SLC16A5|9121	284.7473	SLC16A5|9121	294.5752
SLC16A6|9120	346.1191	SLC16A6|9120	94.1509
SLC16A7|9194	22.1119	SLC16A7|9194	74.755
lowly_expressed	lowly_expressed	SLC16A8|23539	16.1632
SLC16A9|220963	41.065	SLC16A9|220963	88.4938
SLC17A5|26503	319.4946	SLC17A5|26503	802.5053
SLC17A7|57030	15.343	SLC17A7|57030	56.1673
SLC17A9|63910	46.0289	SLC17A9|63910	53.7428
SLC18A2|6571	43.3213	lowly_expressed	lowly_expressed
SLC19A1|6573	137.6354	SLC19A1|6573	156.3794
SLC19A2|10560	2862.8159	SLC19A2|10560	625.1136
SLC19A3|80704	111.4621	SLC19A3|80704	594.4035
SLC1A1|6505	33.8448	SLC1A1|6505	252.9548
SLC1A2|6506	303.2491	SLC1A2|6506	381.0486
SLC1A3|6507	249.0975	SLC1A3|6507	151.9345
SLC1A4|6509	966.1552	SLC1A4|6509	2993.4337
SLC1A5|6510	6313.1769	SLC1A5|6510	3312.6578
SLC1A6|6511	98.3755	lowly_expressed	lowly_expressed
SLC1A7|6512	10.8303	SLC1A7|6512	11.7184
SLC20A1|6574	1983.7545	SLC20A1|6574	561.6729
SLC20A2|6575	997.7437	SLC20A2|6575	1114.0519
lowly_expressed	lowly_expressed	SLC22A11|55867	6.0612
SLC22A15|55356	119.5848	SLC22A15|55356	92.1305
SLC22A17|51310	144.4043	SLC22A17|51310	975.048
SLC22A18AS|5003	46.4801	SLC22A18AS|5003	6.4653
SLC22A18|5002	265.343	SLC22A18|5002	244.0651
SLC22A20|440044	5.8664	SLC22A20|440044	8.4857
SLC22A23|63027	958.3032	SLC22A23|63027	1218.0463
SLC22A3|6581	19.4043	SLC22A3|6581	163.6529
SLC22A4|6583	27.9783	SLC22A4|6583	78.5291
SLC22A5|6584	600.6318	SLC22A5|6584	513.1831
SLC23A1|9963	41.9675	SLC23A1|9963	10.102
SLC23A2|9962	560.0181	SLC23A2|9962	1414.6884
SLC23A3|151295	9.7608	SLC23A3|151295	16.8542
SLC24A1|9187	642.6986	SLC24A1|9187	660.7092
SLC24A2|25769	58.213	lowly_expressed	lowly_expressed
SLC24A3|57419	2003.1588	SLC24A3|57419	535.4076
SLC24A5|283652	6.9134	SLC24A5|283652	6.239
SLC24A6|80024	639.4404	SLC24A6|80024	700.6768
SLC25A10|1468	1477.4368	SLC25A10|1468	433.9832
SLC25A11|8402	699.9097	SLC25A11|8402	804.1216
SLC25A12|8604	459.3863	SLC25A12|8604	795.2318
SLC25A13|10165	672.3827	SLC25A13|10165	524.9015
SLC25A14|9016	146.2094	SLC25A14|9016	124.45700000000001
SLC25A15|10166	342.2247	SLC25A15|10166	324.5661
SLC25A16|8034	225.1805	SLC25A16|8034	225.8814
SLC25A17|10478	662.0036	SLC25A17|10478	565.7137
SLC25A18|83733	23.0144	SLC25A18|83733	15.3551
SLC25A19|60386	195.8484	SLC25A19|60386	118.7999
SLC25A1|6576	6067.2383	SLC25A1|6576	894.2317
SLC25A20|788	463.8989	SLC25A20|788	460.2485
lowly_expressed	lowly_expressed	SLC25A21|89874	16.2602
SLC25A22|79751	848.3755	SLC25A22|79751	301.0405
SLC25A23|79085	1137.6354	SLC25A23|79085	1223.962
SLC25A24|29957	1072.2022	SLC25A24|29957	983.1296
SLC25A25|114789	479.6931	SLC25A25|114789	450.1465
SLC25A26|115286	356.4982	SLC25A26|115286	502.3619
SLC25A27|9481	38.8087	SLC25A27|9481	609.3545
SLC25A28|81894	556.4079	SLC25A28|81894	610.1626
SLC25A29|123096	278.4296	SLC25A29|123096	1123.7499
SLC25A30|253512	464.8014	SLC25A30|253512	527.7301
SLC25A32|81034	796.3538	SLC25A32|81034	334.7773
SLC25A33|84275	183.6643	SLC25A33|84275	133.3468
SLC25A34|284723	6.3177	SLC25A34|284723	50.9142
SLC25A35|399512	87.1525	SLC25A35|399512	182.8952
SLC25A36|55186	1342.0578	SLC25A36|55186	2228.5079
SLC25A37|51312	535.1986	SLC25A37|51312	939.4888
SLC25A38|54977	693.5921	SLC25A38|54977	801.6971
SLC25A39|51629	3924.1877	SLC25A39|51629	1481.7658
SLC25A3|5250	5655.6859	SLC25A3|5250	6159.005999999999
SLC25A40|55972	239.1697	SLC25A40|55972	265.0773
SLC25A42|284439	274.8195	SLC25A42|284439	394.3833
SLC25A43|203427	790.1625	SLC25A43|203427	362.4609
SLC25A44|9673	1523.0144	SLC25A44|9673	669.5626
SLC25A45|283130	123.1949	SLC25A45|283130	233.1549
SLC25A46|91137	642.148	SLC25A46|91137	602.081
SLC25A4|291	582.5812	SLC25A4|291	556.4198
SLC25A5|292	4156.1372	SLC25A5|292	3193.4539
SLC25A6|293	5970.6679	SLC25A6|293	10424.8914
SLC26A10|65012	12.6038	SLC26A10|65012	46.4613
SLC26A11|284129	586.1913	SLC26A11|284129	414.9914
SLC26A1|10861	52.4007	SLC26A1|10861	82.0285
SLC26A2|1836	587.5451	SLC26A2|1836	941.9133
lowly_expressed	lowly_expressed	SLC26A3|1811	23.4367
SLC26A4|5172	35.1986	SLC26A4|5172	54.955
lowly_expressed	lowly_expressed	SLC26A5|375611	10.102
SLC26A6|65010	95.6679	SLC26A6|65010	151.9345
SLC26A7|115111	23.916999999999998	SLC26A7|115111	30.3061
lowly_expressed	lowly_expressed	SLC26A8|116369	7.6775
SLC27A1|376497	798.7365	SLC27A1|376497	1784.8268
SLC27A2|11001	120.4874	SLC27A2|11001	42.4285
SLC27A3|11000	307.3105	SLC27A3|11000	374.1792
SLC27A4|10999	1058.6643	SLC27A4|10999	406.9098
SLC27A5|10998	209.4991	SLC27A5|10998	107.9018
SLC27A6|28965	17.148	SLC27A6|28965	323.6691
lowly_expressed	lowly_expressed	SLC28A3|64078	98.9999
SLC29A1|2030	985.5596	SLC29A1|2030	2490.7566
SLC29A2|3177	359.0704	SLC29A2|3177	314.7389
SLC29A3|55315	1223.3755	SLC29A3|55315	233.5589
SLC29A4|222962	70.3971	SLC29A4|222962	149.5101
SLC2A10|81031	2661.1011	SLC2A10|81031	914.4358
SLC2A11|66035	301.8953	SLC2A11|66035	293.767
SLC2A12|154091	43.3213	SLC2A12|154091	339.8323
SLC2A13|114134	167.4188	SLC2A13|114134	122.0325
SLC2A14|144195	51.443999999999996	lowly_expressed	lowly_expressed
SLC2A1|6513	4068.5921	SLC2A1|6513	820.2849
SLC2A3|6515	513.5379	SLC2A3|6515	231.1345
SLC2A4RG|56731	741.8773	SLC2A4RG|56731	752.3992
SLC2A4|6517	9.9278	SLC2A4|6517	106.2734
SLC2A5|6518	50.9928	SLC2A5|6518	24.649
SLC2A6|11182	84.8375	SLC2A6|11182	18.1837
SLC2A8|29988	156.1372	SLC2A8|29988	210.9304
SLC2A9|56606	32.491	SLC2A9|56606	184.261
SLC30A1|7779	793.7726	SLC30A1|7779	342.6609
SLC30A2|7780	51.443999999999996	lowly_expressed	lowly_expressed
SLC30A4|7782	98.3755	SLC30A4|7782	104.65700000000001
SLC30A5|64924	1175.0903	SLC30A5|64924	1328.215
SLC30A6|55676	513.5379	SLC30A6|55676	347.5098
SLC30A7|148867	1363.2671	SLC30A7|148867	704.3136
SLC30A9|10463	2559.1155	SLC30A9|10463	1528.2352
SLC31A1|1317	1116.8773	SLC31A1|1317	1285.7864
SLC31A2|1318	305.0542	SLC31A2|1318	532.5790000000001
SLC33A1|9197	1585.2888	SLC33A1|9197	692.1911
SLC34A2|10568	46.9314	SLC34A2|10568	1794.5247
lowly_expressed	lowly_expressed	SLC34A3|142680	6.4653
SLC35A1|10559	725.1669999999999	SLC35A1|10559	889.6777
SLC35A2|7355	1633.5739999999998	SLC35A2|7355	515.6076
SLC35A3|23443	526.6245	SLC35A3|23443	457.0159
SLC35A4|113829	1293.3213	SLC35A4|113829	2192.9488
SLC35A5|55032	759.4765	SLC35A5|55032	742.2972
SLC35B1|10237	866.426	SLC35B1|10237	510.3546
SLC35B2|347734	1049.1877	SLC35B2|347734	1172.2396
SLC35B3|51000	446.7509	SLC35B3|51000	496.2117
SLC35B4|84912	356.0469	SLC35B4|84912	338.216
SLC35C1|55343	854.6931	SLC35C1|55343	474.7954
SLC35C2|51006	1733.3032	SLC35C2|51006	1031.6194
SLC35D1|23169	852.4368	SLC35D1|23169	553.9954
SLC35D2|11046	223.3755	SLC35D2|11046	488.9383
SLC35D3|340146	11.7329	lowly_expressed	lowly_expressed
SLC35E1|79939	4258.5740000000005	SLC35E1|79939	2190.5243
SLC35E2|728661	2375.88	SLC35E2|728661	3006.0855
SLC35E2|9906	94.7879	SLC35E2|9906	116.6542
SLC35E3|55508	385.3791	SLC35E3|55508	292.1507
SLC35E4|339665	97.9377	SLC35E4|339665	61.8244
lowly_expressed	lowly_expressed	SLC35F1|222553	9.6979
SLC35F2|54733	203.5199	SLC35F2|54733	306.6976
SLC35F3|148641	31.5884	SLC35F3|148641	234.3671
SLC35F5|80255	1035.1986	SLC35F5|80255	813.4155
SLC36A1|206358	511.7329	SLC36A1|206358	253.3589
SLC36A4|120103	143.0505	SLC36A4|120103	96.9795
SLC37A1|54020	376.3538	SLC37A1|54020	421.8608
SLC37A2|219855	271.2094	SLC37A2|219855	119.60799999999999
SLC37A3|84255	828.9711	SLC37A3|84255	863.9256
SLC37A4|2542	387.1841	SLC37A4|2542	529.7505
SLC38A10|124565	2097.9242	SLC38A10|124565	2193.3529
SLC38A1|81539	22824.4585	SLC38A1|81539	6934.4378
SLC38A2|54407	6132.2202	SLC38A2|54407	5214.2641
SLC38A3|10991	5.4152	SLC38A3|10991	41.2163
SLC38A4|55089	41.9675	lowly_expressed	lowly_expressed
SLC38A5|92745	155.6859	SLC38A5|92745	25.8612
SLC38A6|145389	135.8303	SLC38A6|145389	130.9223
SLC38A7|55238	388.0866	SLC38A7|55238	209.7182
SLC38A9|153129	130.4152	SLC38A9|153129	201.6365
SLC39A10|57181	872.7437	SLC39A10|57181	690.5748
SLC39A11|201266	3895.7581	SLC39A11|201266	868.7746
lowly_expressed	lowly_expressed	SLC39A12|221074	5.2531
SLC39A13|91252	959.3863	SLC39A13|91252	718.4564
SLC39A14|23516	2639.4404	SLC39A14|23516	1052.6316
SLC39A1|27173	3970.2166	SLC39A1|27173	2432.973
SLC39A2|29986	9.4765	SLC39A2|29986	11.7184
SLC39A3|29985	361.9134	SLC39A3|29985	283.665
SLC39A4|55630	689.0794	SLC39A4|55630	185.0692
SLC39A6|25800	14393.0505	SLC39A6|25800	20457.0159
SLC39A7|7922	3162.4549	SLC39A7|7922	2628.9524
SLC39A8|64116	667.4188	SLC39A8|64116	1055.4601
SLC39A9|55334	2596.5704	SLC39A9|55334	2632.1851
SLC3A1|6519	10.8303	SLC3A1|6519	5.0914
SLC3A2|6520	2979.2419	SLC3A2|6520	2519.8505
SLC40A1|30061	10760.8303	SLC40A1|30061	4105.8693
SLC41A1|254428	1032.491	SLC41A1|254428	688.9585
SLC41A2|84102	396.6606	SLC41A2|84102	215.7794
SLC41A3|54946	787.4549	SLC41A3|54946	1466.0067
SLC43A1|8501	165.6137	SLC43A1|8501	202.8488
SLC43A2|124935	585.2888	SLC43A2|124935	662.6932
SLC43A3|29015	558.0731	SLC43A3|29015	1265.1783
SLC44A1|23446	2618.231	SLC44A1|23446	2778.0584
SLC44A2|57153	8508.1227	SLC44A2|57153	4791.9992
SLC44A3|126969	147.5632	SLC44A3|126969	381.0486
SLC44A4|80736	1108.7545	SLC44A4|80736	544.7015
SLC44A5|204962	7.6715	SLC44A5|204962	26.2653
SLC45A1|50651	154.3321	SLC45A1|50651	28.6898
SLC45A3|85414	97.9242	SLC45A3|85414	86.4734
SLC45A4|57210	324.0072	SLC45A4|57210	629.9626
SLC46A1|113235	1241.6381	SLC46A1|113235	1393.5549
lowly_expressed	lowly_expressed	SLC46A2|57864	12.9306
SLC46A3|283537	648.4657	SLC46A3|283537	407.3139
SLC47A1|55244	83.4838	SLC47A1|55244	83.6448
lowly_expressed	lowly_expressed	SLC47A2|146802	8.8898
SLC48A1|55652	872.2924	SLC48A1|55652	903.5256
lowly_expressed	lowly_expressed	SLC4A10|57282	5.6571
SLC4A11|83959	87.5451	SLC4A11|83959	191.1304
SLC4A1AP|22950	897.5632	SLC4A1AP|22950	680.8769
SLC4A2|6522	3329.0614	SLC4A2|6522	1483.3094
SLC4A3|6508	235.1083	SLC4A3|6508	346.2976
SLC4A4|8671	9.0253	SLC4A4|8671	42.4285
SLC4A5|57835	105.6634	SLC4A5|57835	179.2262
SLC4A7|9497	1083.4838	SLC4A7|9497	2417.2139
SLC4A8|9498	1019.8556	SLC4A8|9498	245.6814
SLC5A1|6523	6.769	SLC5A1|6523	967.7745
SLC5A3|6526	823.2807	SLC5A3|6526	1104.552
