gene_id	TCGA-BH-A1F6-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F6-11B-94R-A13Q-07
SLC6A11|6538	136.2565	SLC6A11|6538	9.0856
SLC6A12|6539	20.7449	SLC6A12|6539	18.1712
SLC6A14|11254	2798.6799	SLC6A14|11254	794.2556
SLC6A15|55117	990.5705	SLC6A15|55117	19.9297
SLC6A16|28968	15.0872	SLC6A16|28968	57.1512
SLC6A17|388662	42.4328	SLC6A17|388662	52.1688
SLC6A1|6529	8.0151	SLC6A1|6529	16.4127
SLC6A20|54716	9.901	SLC6A20|54716	22.2743
SLC6A2|6530	304.5733	SLC6A2|6530	46.8933
lowly_expressed	lowly_expressed	SLC6A4|6532	9.3787
SLC6A6|6533	746.3461	SLC6A6|6533	830.5979
SLC6A8|6535	1872.7016	SLC6A8|6535	819.4607
SLC6A9|6536	1341.9991	SLC6A9|6536	124.2673
lowly_expressed	lowly_expressed	SLC7A10|56301	330.7855
SLC7A11|23657	123.0552	SLC7A11|23657	153.5756
SLC7A1|6541	2292.7864	SLC7A1|6541	1082.9426
SLC7A2|6542	128.7129	SLC7A2|6542	2357.5615
lowly_expressed	lowly_expressed	SLC7A3|84889	64.7714
lowly_expressed	lowly_expressed	SLC7A4|6545	80.3048
SLC7A5|8140	6127.2984	SLC7A5|8140	421.1606
SLC7A6OS|84138	199.5615	SLC7A6OS|84138	84.5985
SLC7A6|9057	1584.9741	SLC7A6|9057	1900.1612
SLC7A7|9056	544.0830000000001	SLC7A7|9056	442.5557
SLC7A8|23428	662.8949	SLC7A8|23428	1120.7503
SLC8A1|6546	222.5365	SLC8A1|6546	811.8406
SLC8A2|6543	25.4597	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC8A3|6547	27.2567
SLC9A1|6548	1421.0278	SLC9A1|6548	1220.1055
SLC9A2|6549	23.1023	SLC9A2|6549	50.4103
SLC9A3R1|9368	1390.8534	SLC9A3R1|9368	1621.9226
SLC9A3R2|9351	630.8345	SLC9A3R2|9351	456.6237
SLC9A5|6553	6.1292	SLC9A5|6553	21.3951
SLC9A6|10479	672.3244	SLC9A6|10479	636.2837
SLC9A7|84679	93.8237	SLC9A7|84679	193.1419
SLC9A8|23315	814.2386	SLC9A8|23315	648.8863
SLC9A9|285195	125.4125	SLC9A9|285195	601.993
lowly_expressed	lowly_expressed	SLCO1A2|6579	146.5416
lowly_expressed	lowly_expressed	SLCO1C1|53919	19.0504
SLCO2A1|6578	321.075	SLCO2A1|6578	591.1489
SLCO2B1|11309	1099.4814	SLCO2B1|11309	1424.3845
SLCO3A1|28232	290.42900000000003	SLCO3A1|28232	848.4760000000001
SLCO4A1|28231	149.6134	SLCO4A1|28231	73.1624
SLCO4C1|353189	44.7902	SLCO4C1|353189	31.0668
SLCO5A1|81796	17.4446	lowly_expressed	lowly_expressed
SLFN11|91607	560.1132	SLFN11|91607	1865.7679
SLFN12L|342615	25.9312	SLFN12L|342615	41.3247
SLFN12|55106	66.0066	SLFN12|55106	269.9297
SLFN13|146857	70.2499	SLFN13|146857	593.7866
SLFN5|162394	1126.827	SLFN5|162394	2196.0727
SLFNL1|200172	10.3725	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLIT1|6585	11.4302
SLIT2|9353	108.9109	SLIT2|9353	1366.0610000000001
SLIT3|6586	441.3013	SLIT3|6586	4893.9039
lowly_expressed	lowly_expressed	SLITRK1|114798	20.8089
SLITRK2|84631	16.9731	SLITRK2|84631	73.2708
lowly_expressed	lowly_expressed	SLITRK3|22865	15.5334
SLITRK4|139065	24.5167	SLITRK4|139065	99.0621
SLITRK5|26050	54.6912	SLITRK5|26050	30.4807
SLITRK6|84189	5.1862	SLITRK6|84189	182.5909
SLK|9748	1404.5262	SLK|9748	3309.789
SLMAP|7871	1324.8468	SLMAP|7871	2564.1852
SLMO1|10650	110.3253	SLMO1|10650	17.585
SLMO2|51012	3314.0028	SLMO2|51012	1544.2556
SLN|6588	62.2348	SLN|6588	24.3259
SLPI|6590	3478.5479	SLPI|6590	1447.5381
SLTM|79811	1215.4644	SLTM|79811	1994.4314
SLU7|10569	912.7769999999999	SLU7|10569	1406.7995
SLURP1|57152	22.6308	lowly_expressed	lowly_expressed
SMAD1|4086	685.9972	SMAD1|4086	1061.2544
SMAD2|4087	1799.6228	SMAD2|4087	2868.4056
SMAD3|4088	944.8373	SMAD3|4088	1923.2122
SMAD4|4089	1375.2004	SMAD4|4089	2498.4437
SMAD5|4090	860.4432	SMAD5|4090	2936.6940000000004
SMAD6|4091	99.4814	SMAD6|4091	120.7503
SMAD7|4092	344.1773	SMAD7|4092	710.4338
SMAD9|4093	9.4295	SMAD9|4093	119.2849
SMAGP|57228	515.323	SMAGP|57228	179.0739
SMAP1|60682	1166.7893	SMAP1|60682	937.1542
SMAP2|64744	933.5219	SMAP2|64744	1211.313
SMARCA1|6594	466.2895	SMARCA1|6594	2026.0844
SMARCA2|6595	3617.1617	SMARCA2|6595	4445.1934
SMARCA4|6597	4772.2772	SMARCA4|6597	993.5522
SMARCA5|8467	1742.4847	SMARCA5|8467	2787.8077
SMARCAD1|56916	634.6063	SMARCAD1|56916	1305.9789
SMARCAL1|50485	514.38	SMARCAL1|50485	540.7386
SMARCB1|6598	1456.86	SMARCB1|6598	681.7116
SMARCC1|6599	4842.9986	SMARCC1|6599	2143.6108
SMARCC2|6601	1591.7020000000002	SMARCC2|6601	2625.7327
SMARCD1|6602	1041.4899	SMARCD1|6602	1430.5393
SMARCD2|6603	2306.4592	SMARCD2|6603	1386.5768
SMARCD3|6604	389.4389	SMARCD3|6604	381.5944
SMARCE1|6605	1768.9769	SMARCE1|6605	2666.7644
SMC1A|8243	2710.9854	SMC1A|8243	1992.9660000000001
SMC1B|27127	103.2532	lowly_expressed	lowly_expressed
SMC2|10592	725.6011	SMC2|10592	771.6882
SMC3|9126	1625.1768	SMC3|9126	1500.5862
SMC4|10051	2537.0108	SMC4|10051	971.2778
SMC5|23137	1302.2159	SMC5|23137	1540.1524
SMC6|79677	1059.8774	SMC6|79677	817.9953
SMCHD1|23347	1693.0693	SMCHD1|23347	2169.109
SMCR7L|54471	1428.1	SMCR7L|54471	1257.9132
SMCR7|125170	260.2546	SMCR7|125170	177.0223
SMCR8|140775	1090.6459	SMCR8|140775	1057.6583
SMEK1|55671	1229.1372	lowly_expressed	lowly_expressed
SMEK2|57223	2681.2824	SMEK2|57223	2491.7937
SMG1|23049	2959.9246	SMG1|23049	4618.1125
SMG5|23381	3070.2499	SMG5|23381	1229.7773
SMG6|23293	876.9448	SMG6|23293	1218.347
SMG7|9887	2769.9198	SMG7|9887	2010.2579
lowly_expressed	lowly_expressed	SMN1|6606	5.6770000000000005
SMN2|6607	1265.9972	SMN2|6607	1347.4883
SMNDC1|10285	773.6917	SMNDC1|10285	747.0692
SMOC1|64093	202.2631	SMOC1|64093	374.2673
SMOC2|64094	594.5309	SMOC2|64094	4121.9226
SMOX|54498	553.984	SMOX|54498	65.3576
SMO|6608	313.0599	SMO|6608	401.524
SMPD1|6609	789.2504	SMPD1|6609	652.6964
SMPD2|6610	324.8468	SMPD2|6610	123.095
SMPD3|55512	62.7063	SMPD3|55512	35.7562
SMPD4|55627	1874.116	SMPD4|55627	1192.8488
SMPDL3A|10924	156.5299	SMPDL3A|10924	428.4877
SMPDL3B|27293	559.1702	SMPDL3B|27293	92.0281
lowly_expressed	lowly_expressed	SMR3B|10879	329.4256
SMS|6611	7718.529	SMS|6611	939.6249
SMTNL1|219537	5.1862	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SMTNL2|342527	13.7749
SMTN|6525	2038.661	SMTN|6525	689.0387
SMU1|55234	3332.3904	SMU1|55234	2047.7726
SMUG1|23583	256.4828	SMUG1|23583	287.2216
SMURF1|57154	2014.4319	SMURF1|57154	963.857
SMURF2|64750	819.4248	SMURF2|64750	908.2649
lowly_expressed	lowly_expressed	SMYD1|150572	1223.6225
SMYD2|56950	1105.6106	SMYD2|56950	761.4302
SMYD3|64754	247.0533	SMYD3|64754	165.8851
SMYD4|114826	152.2867	SMYD4|114826	393.9039
SMYD5|10322	1322.4894	SMYD5|10322	476.2603
SNAI1|6615	133.8991	SNAI1|6615	286.0492
SNAI2|6591	250.8251	SNAI2|6591	686.9871
SNAI3|333929	19.802	SNAI3|333929	8.2063
SNAP23|8773	958.0387	SNAP23|8773	1695.1934
SNAP25|6616	12.2584	SNAP25|6616	18.1712
SNAP29|9342	1098.0669	SNAP29|9342	1214.2438
SNAP47|116841	677.487	SNAP47|116841	350.0645
SNAP91|9892	25.9312	SNAP91|9892	21.6882
SNAPC1|6617	172.0886	SNAPC1|6617	279.3083
SNAPC2|6618	430.9288	SNAPC2|6618	160.6096
SNAPC3|6619	1067.8925	SNAPC3|6619	610.4924
SNAPC4|6621	535.1249	SNAPC4|6621	117.8195
SNAPC5|10302	128.6139	SNAPC5|10302	69.3552
SNAPIN|23557	509.6653	SNAPIN|23557	660.0234
SNCAIP|9627	12.7298	SNCAIP|9627	299.5311
SNCA|6622	24.5167	SNCA|6622	233.0012
SNCG|6623	14.1443	SNCG|6623	422.0399
SND1|27044	6301.7445	SND1|27044	2436.694
SNED1|25992	201.3201	SNED1|25992	1274.619
SNF8|11267	557.7558	SNF8|11267	332.6495
SNHG10|283596	28.76	SNHG10|283596	42.7902
SNHG11|128439	261.702	SNHG11|128439	91.5651
SNHG12|85028	248.9392	SNHG12|85028	141.9402
SNHG1|23642	596.4168	SNHG1|23642	444.9004
SNHG3-RCC1|751867	56.3838	SNHG3-RCC1|751867	179.9209
SNHG3|8420	68.8355	SNHG3|8420	21.9812
SNHG4|724102	6.4734	SNHG4|724102	12.8576
SNHG5|387066	2421.0278	SNHG5|387066	1449.8828
SNHG6|641638	1686.9401	SNHG6|641638	583.5287
SNHG7|84973	611.6219	SNHG7|84973	316.7351
SNHG8|100093630	480.4338	SNHG8|100093630	523.4467
SNHG9|735301	52.3338	SNHG9|735301	23.1536
SNIP1|79753	419.6134	SNIP1|79753	373.6811
SNN|8303	853.3711	SNN|8303	1733.8804
SNORA39|677821	7.0391	lowly_expressed	lowly_expressed
SNORA7B|677797	8.7647	SNORA7B|677797	7.9484
SNORA8|654320	386.0066	SNORA8|654320	354.194
lowly_expressed	lowly_expressed	SNORD116-20|100033431	17.8781
lowly_expressed	lowly_expressed	SNORD116-28|100033820	91.01700000000001
lowly_expressed	lowly_expressed	SNORD116-4|100033416	41.7145
lowly_expressed	lowly_expressed	SNORD17|692086	6.7409
SNORD1C|677850	30.6742	SNORD1C|677850	16.9285
SNPH|9751	40.0754	SNPH|9751	112.2509
SNRK|54861	778.8779	SNRK|54861	2672.0399
SNRNP200|23020	3580.8581	SNRNP200|23020	5167.6436
SNRNP25|79622	618.1047	SNRNP25|79622	180.2462
SNRNP27|11017	577.5578	SNRNP27|11017	621.9226
SNRNP35|11066	157.1099	SNRNP35|11066	146.3746
SNRNP40|9410	1216.8788	SNRNP40|9410	674.6776
SNRNP48|154007	400.7544	SNRNP48|154007	436.4009
SNRNP70|6625	1523.338	SNRNP70|6625	1106.0961
SNRPA1|6627	773.6917	SNRPA1|6627	206.6237
SNRPA|6626	1237.6238	SNRPA|6626	723.3294
SNRPB2|6629	1383.7812	SNRPB2|6629	907.6788
SNRPB|6628	4339.4625	SNRPB|6628	815.9437
SNRPC|6631	1429.5144	SNRPC|6631	688.4525
SNRPD1|6632	1062.2348	SNRPD1|6632	455.4513
SNRPD2|6633	2425.7426	SNRPD2|6633	1133.0598
SNRPD3|6634	2168.2273	SNRPD3|6634	1009.8154
SNRPE|6635	1168.3168	SNRPE|6635	540.4455
SNRPF|6636	775.1061	SNRPF|6636	419.4021
SNRPG|6637	1137.6709	SNRPG|6637	461.8992
SNRPN|6638	292.8194	SNRPN|6638	1276.1723
SNTA1|6640	316.3602	SNTA1|6640	380.7151
SNTB1|6641	1225.8369	SNTB1|6641	516.1196
SNTB2|6645	546.9118	SNTB2|6645	2552.1688
lowly_expressed	lowly_expressed	SNTG2|54221	6.7409
SNUPN|10073	512.0226	SNUPN|10073	389.2145
SNW1|22938	1248.4677	SNW1|22938	1266.9988
SNX10|29887	540.3112	SNX10|29887	703.6928
SNX11|29916	501.1787	SNX11|29916	623.095
SNX12|29934	384.2527	SNX12|29934	172.9191
SNX13|23161	1173.0316	SNX13|23161	1818.2884
SNX14|57231	1495.0495	SNX14|57231	1361.9578
SNX15|29907	473.8331	SNX15|29907	351.4068
SNX16|64089	256.0113	SNX16|64089	461.31300000000005
SNX17|9784	2083.9227	SNX17|9784	1713.0715
SNX18|112574	1261.1975	SNX18|112574	1588.2181
SNX19|399979	375.2947	SNX19|399979	2789.2732
SNX1|6642	1577.0863	SNX1|6642	4606.0961
SNX20|124460	84.8185	SNX20|124460	27.2069
SNX21|90203	388.8873	SNX21|90203	611.1577
SNX22|79856	242.7298	SNX22|79856	58.0715
SNX24|28966	270.6271	SNX24|28966	244.4314
SNX25|83891	286.1858	SNX25|83891	385.9906
SNX27|81609	882.3574	SNX27|81609	1318.9654
SNX29|92017	477.6049	SNX29|92017	1243.8453
SNX2|6643	1202.2631	SNX2|6643	2376.905
SNX30|401548	632.2489	SNX30|401548	957.5029
SNX32|254122	39.1325	lowly_expressed	lowly_expressed
SNX33|257364	701.5559	SNX33|257364	964.2438
SNX3|8724	3972.6544	SNX3|8724	4193.1419
SNX4|8723	947.1947	SNX4|8723	891.8523
SNX5|27131	1859.0288	SNX5|27131	2799.5311
SNX6|58533	1317.7746	SNX6|58533	2100.5275
SNX7|51375	363.0363	SNX7|51375	565.0645
SNX8|29886	578.5007	SNX8|29886	200.1758
SNX9|51429	1906.1763	SNX9|51429	2786.0492
SOAT1|6646	660.066	SOAT1|6646	865.7679
SOBP|55084	36.7751	SOBP|55084	345.8382
SOCS1|8651	86.2801	SOCS1|8651	25.7913
SOCS2|8835	227.2513	SOCS2|8835	1007.3271
SOCS3|9021	1057.0486	SOCS3|9021	2801.5826
SOCS4|122809	385.6671	SOCS4|122809	1092.9074
SOCS5|9655	1062.2348	SOCS5|9655	1752.3447
SOCS6|9306	819.8963	SOCS6|9306	1331.7702
SOCS7|30837	55.6341	SOCS7|30837	87.0457
SOD1|6647	2970.7685	SOD1|6647	2155.3341
SOD2|6648	10649.6935	SOD2|6648	6173.5053
SOD3|6649	1568.1282	SOD3|6649	2109.027
SOHLH2|54937	10.3725	lowly_expressed	lowly_expressed
SOLH|6650	1003.7718	SOLH|6650	199.0035
SON|6651	4886.3744	SON|6651	9880.421999999999
SORBS1|10580	326.2612	SORBS1|10580	21395.3693
SORBS2|8470	885.4314	SORBS2|8470	2774.619
SORBS3|10174	2429.5144	SORBS3|10174	1815.0645
lowly_expressed	lowly_expressed	SORCS1|114815	126.905
SORCS2|57537	85.8086	SORCS2|57537	158.8511
SORD|6652	1213.107	SORD|6652	238.2767
SORL1|6653	837.8124	SORL1|6653	2588.5111
SORT1|6272	1247.0533	SORT1|6272	5264.3611
SOS1|6654	1945.7803	SOS1|6654	3548.0657
SOS2|6655	803.3946	SOS2|6655	2089.6835
SOSTDC1|25928	224.4224	SOSTDC1|25928	1068.2884
SOX10|6663	3140.4998	SOX10|6663	824.4431
SOX11|6664	250.3536	SOX11|6664	42.4971
SOX12|6666	1288.5431	SOX12|6666	206.0375
SOX13|9580	623.2909	SOX13|9580	800.1172
lowly_expressed	lowly_expressed	SOX15|6665	15.8265
SOX17|64321	24.0453	SOX17|64321	272.2743
SOX18|54345	96.6525	SOX18|54345	449.0035
SOX21|11166	15.0872	lowly_expressed	lowly_expressed
SOX30|11063	6.1292	lowly_expressed	lowly_expressed
SOX4|6659	5048.562	SOX4|6659	1775.2052
lowly_expressed	lowly_expressed	SOX5|6660	174.9707
SOX6|55553	446.959	SOX6|55553	221.864
SOX7|83595	169.8114	SOX7|83595	1327.6143
SOX8|30812	709.571	SOX8|30812	41.9109
SOX9|6662	2029.2315	SOX9|6662	2609.9062
SP100|6672	1396.0396	SP100|6672	1897.1278
SP110|3431	566.2423	SP110|3431	477.1395
SP140L|93349	146.1575	SP140L|93349	285.17
SP140|11262	136.72799999999998	SP140|11262	15.8265
SP1|6667	2065.0636	SP1|6667	4586.4596
SP2|6668	415.8416	SP2|6668	676.143
SP3|6670	1564.3564	SP3|6670	2903.2825
SP4|6671	215.9359	SP4|6671	371.0434
SP6|80320	115.98299999999999	SP6|80320	46.0141
SPA17|53340	67.8925	SPA17|53340	87.6319
SPAG16|79582	95.7096	SPAG16|79582	373.38800000000003
lowly_expressed	lowly_expressed	SPAG17|200162	65.6506
SPAG1|6674	153.7011	SPAG1|6674	199.0035
SPAG4|6676	71.1928	SPAG4|6676	13.4818
SPAG5|10615	643.5644	SPAG5|10615	84.40799999999999
lowly_expressed	lowly_expressed	SPAG6|9576	26.9637
SPAG7|9552	407.355	SPAG7|9552	306.5651
SPAG8|26206	9.4295	SPAG8|26206	20.5158
SPAG9|9043	2015.0872	SPAG9|9043	3557.7374
SPARCL1|8404	1983.0269	SPARCL1|8404	23963.9508
SPARC|6678	27636.9637	SPARC|6678	66370.1641
SPAST|6683	761.9048	SPAST|6683	745.0176
SPATA12|353324	7.0721	lowly_expressed	lowly_expressed
SPATA13|221178	405.7756	SPATA13|221178	456.1723
SPATA17|128153	21.6879	SPATA17|128153	13.4818
SPATA18|132671	88.166	SPATA18|132671	1116.9402
lowly_expressed	lowly_expressed	SPATA1|64173	5.8792
SPATA20|64847	147.1664	SPATA20|64847	511.4302
lowly_expressed	lowly_expressed	SPATA22|84690	28.388
SPATA24|202051	13.2013	SPATA24|202051	16.9988
SPATA2L|124044	269.6841	SPATA2L|124044	56.8581
SPATA2|9825	440.3583	SPATA2|9825	383.3529
SPATA5L1|79029	355.0212	SPATA5L1|79029	151.2309
SPATA5|166378	229.6087	SPATA5|166378	303.3411
SPATA6|54558	63.1777	SPATA6|54558	224.7948
SPATA7|55812	104.1961	SPATA7|55812	282.2392
lowly_expressed	lowly_expressed	SPATA9|83890	33.4115
SPATS2L|26010	1305.0448	SPATS2L|26010	1750.5862
SPATS2|65244	533.7105	SPATS2|65244	460.4338
SPC24|147841	24.0453	lowly_expressed	lowly_expressed
SPC25|57405	139.5568	SPC25|57405	11.1372
SPCS1|28972	2274.8043	SPCS1|28972	1723.0188
SPCS2|9789	693.5408	SPCS2|9789	588.5111
SPCS3|60559	2029.703	SPCS3|60559	3409.1442
SPDEF|25803	253.6539	SPDEF|25803	355.2169
SPDYA|245711	9.5097	SPDYA|245711	12.3242
SPDYC|387778	9.4295	lowly_expressed	lowly_expressed
SPDYE1|285955	5.6577	SPDYE1|285955	19.9297
SPDYE3|441272	71.3673	SPDYE3|441272	104.9824
SPDYE5|442590	6.6007	SPDYE5|442590	13.7749
SPDYE6|729597	22.1594	SPDYE6|729597	24.619
lowly_expressed	lowly_expressed	SPDYE7P|441251	7.034
SPDYE8P|389517	11.7869	SPDYE8P|389517	19.6366
SPEF2|79925	40.0754	SPEF2|79925	240.6213
SPEG|10290	242.3385	SPEG|10290	307.4443
SPEN|23013	1738.3310000000001	SPEN|23013	2930.5393
SPESP1|246777	206.9731	SPESP1|246777	45.7181
SPG11|80208	904.2904	SPG11|80208	2499.1208
SPG20|23111	580.8581	SPG20|23111	2399.7655
SPG21|51324	4074.0217	SPG21|51324	2200.4689
SPG7|6687	1195.1909	SPG7|6687	643.6108
SPHAR|10638	152.546	SPHAR|10638	231.8171
SPHK1|8877	545.4503	SPHK1|8877	128.1184
SPHK2|56848	201.3343	SPHK2|56848	103.2503
lowly_expressed	lowly_expressed	SPHKAP|80309	58.3236
SPI1|6688	731.7303	SPI1|6688	258.7925
SPIB|6689	18.859	lowly_expressed	lowly_expressed
SPIN1|10927	2078.265	SPIN1|10927	3783.4115
lowly_expressed	lowly_expressed	SPIN2A|54466	6.4478
SPIN2B|474343	78.36399999999999	SPIN2B|474343	87.5352
SPIN3|169981	119.7548	SPIN3|169981	357.2685
SPIN4|139886	216.8788	SPIN4|139886	239.1559
lowly_expressed	lowly_expressed	SPINK1|6690	75.3224
SPINK5|11005	8.0151	SPINK5|11005	30.1876
lowly_expressed	lowly_expressed	SPINK8|646424	15.5334
lowly_expressed	lowly_expressed	SPINLW1|57119	10.2579
SPINT1|6692	7473.8331	SPINT1|6692	1571.8054
SPINT2|10653	23466.761000000002	SPINT2|10653	2000.2931
SPIRE1|56907	733.1447	SPIRE1|56907	1123.095
SPIRE2|84501	153.2296	SPIRE2|84501	27.5498
SPNS1|83985	1402.3479	SPNS1|83985	355.2227
SPNS2|124976	406.89300000000003	SPNS2|124976	537.5703
SPNS3|201305	5.6577	lowly_expressed	lowly_expressed
SPN|6693	194.7195	SPN|6693	172.0399
SPOCD1|90853	95.2381	SPOCD1|90853	19.3435
SPOCK1|6695	385.1957	SPOCK1|6695	754.3962
SPOCK2|9806	470.0613	SPOCK2|9806	164.7128
lowly_expressed	lowly_expressed	SPOCK3|50859	23.7397
SPON1|10418	695.8982	SPON1|10418	1933.4701
SPON2|10417	693.0693	SPON2|10417	551.8757
SPOPL|339745	524.7525	SPOPL|339745	1548.0657
SPOP|8405	721.3579	SPOP|8405	1347.8898
SPP1|6696	23271.0985	SPP1|6696	1156.2134
SPPL2A|84888	562.4705	SPPL2A|84888	962.1923
SPPL2B|56928	1127.7699	SPPL2B|56928	334.408
SPPL3|121665	1355.9642	SPPL3|121665	1825.6155
SPRED1|161742	920.7921	SPRED1|161742	2313.8921
SPRED2|200734	585.1014	SPRED2|200734	1583.5287
SPRN|503542	49.505	SPRN|503542	33.4115
SPRR1B|6699	36.3036	lowly_expressed	lowly_expressed
SPRR2A|6700	8.0151	lowly_expressed	lowly_expressed
SPRR2E|6704	14.1443	lowly_expressed	lowly_expressed
SPRY1|10252	493.1636	SPRY1|10252	3110.4924
SPRY2|10253	284.7713	SPRY2|10253	1206.6237
SPRY3|10251	160.3017	SPRY3|10251	174.3845
SPRY4|81848	468.6469	SPRY4|81848	1386.5768
SPRYD3|84926	1001.8859	SPRYD3|84926	1250.0
SPRYD4|283377	151.8152	SPRYD4|283377	254.6893
SPR|6697	1233.8519999999999	SPR|6697	334.408
SPSB1|80176	635.5493	SPSB1|80176	690.5041
SPSB2|84727	132.0132	SPSB2|84727	48.0657
SPSB3|90864	1129.6558	SPSB3|90864	265.5334
SPSB4|92369	26.4026	SPSB4|92369	27.8429
SPTA1|6708	8.958	SPTA1|6708	7.034
SPTAN1|6709	6378.1235	SPTAN1|6709	7578.5463
SPTBN1|6711	5263.5549	SPTBN1|6711	25688.7485
SPTBN2|6712	2665.2522	SPTBN2|6712	191.0903
SPTBN4|57731	19.3305	SPTBN4|57731	22.5674
SPTBN5|51332	11.0938	SPTBN5|51332	45.5041
SPTB|6710	52.3338	SPTB|6710	63.8921
SPTLC1|10558	2055.1627	SPTLC1|10558	2077.9601
SPTLC2|9517	1287.1287	SPTLC2|9517	2693.728
SPTLC3|55304	413.9557	SPTLC3|55304	453.6928
SPTY2D1|144108	1432.8807	SPTY2D1|144108	1283.7603
SQLE|6713	3560.5846	SQLE|6713	413.8335
SQRDL|58472	2502.5931	SQRDL|58472	1194.9004
SQSTM1|8878	7625.9217	SQSTM1|8878	5283.6811
SR140|23350	1646.3932	SR140|23350	3007.6202
SRA1|10011	474.776	SRA1|10011	415.8851
SRBD1|55133	408.298	SRBD1|55133	575.6155
SRCAP|10847	4065.5351	SRCAP|10847	3393.6108
SRCIN1|80725	93.8237	SRCIN1|80725	126.3189
SRCRB4D|136853	70.2499	SRCRB4D|136853	48.0657
SRC|6714	1595.4738	SRC|6714	426.14300000000003
SRD5A1|6715	647.3362	SRD5A1|6715	138.3353
SRD5A3|79644	459.2032	SRD5A3|79644	667.925
SREBF1|6720	2004.2433	SREBF1|6720	1593.4936
SREBF2|6721	3036.3036	SREBF2|6721	1683.4701
SRFBP1|153443	169.7313	SRFBP1|153443	392.7315
SRF|6722	1586.5158	SRF|6722	1650.9379
SRGAP1|57522	158.8873	SRGAP1|57522	659.7304
SRGAP2|23380	674.2103	SRGAP2|23380	1065.9437
SRGAP3|9901	130.5988	SRGAP3|9901	262.0164
SRGN|5552	2337.1051	SRGN|5552	2490.9144
SRI|6717	1667.1381	SRI|6717	1763.1887
SRL|6345	5.6577	SRL|6345	79.7186
SRM|6723	2406.4121	SRM|6723	710.4338
SRP14|6727	2527.1099	SRP14|6727	3706.6237
SRP19|6728	553.8095	SRP19|6728	691.1254
SRP54|6729	1154.644	SRP54|6729	1169.9883
SRP68|6730	1502.5931	SRP68|6730	1705.1583
SRP72|6731	2538.8967	SRP72|6731	2711.6061
SRP9|6726	4152.2867	SRP9|6726	3802.4619
SRPK1|6732	2231.0231	SRPK1|6732	980.0703
SRPK2|6733	1198.0198	SRPK2|6733	1264.3611
SRPK3|26576	15.9076	SRPK3|26576	6.2163
SRPRB|58477	2143.3286	SRPRB|58477	969.2263
SRPR|6734	4266.8553	SRPR|6734	3334.7011
SRPX2|27286	454.9741	SRPX2|27286	867.5264
SRPX|8406	239.9811	SRPX|8406	2199.0035
SRRD|402055	273.9274	SRRD|402055	300.4103
SRRM1|10250	2307.8736	SRRM1|10250	2715.4162
SRRM2|23524	10594.0594	SRRM2|23524	16873.388
SRRM3|222183	14.1443	SRRM3|222183	21.3951
SRRM5|100170229	7.9679	SRRM5|100170229	12.3242
SRRT|51593	1476.1905	SRRT|51593	548.0657
SRR|63826	132.7534	SRR|63826	405.0469
SRXN1|140809	1155.1155	SRXN1|140809	662.075
SS18L1|26039	560.5846	SS18L1|26039	423.5053
SS18L2|51188	274.8703	SS18L2|51188	233.0012
SS18|6760	1679.3965	SS18|6760	2305.3927
SSBP1|6742	2009.901	SSBP1|6742	838.5111
SSBP2|23635	307.8736	SSBP2|23635	742.0868
SSBP3|23648	248.4677	SSBP3|23648	809.789
SSBP4|170463	625.6483	SSBP4|170463	249.1208
SSB|6741	2253.3475	SSB|6741	2493.0979
SSC5D|284297	339.4625	SSC5D|284297	1463.0715
SSFA2|6744	1223.4795	SSFA2|6744	4177.6084
SSH1|54434	867.5153	SSH1|54434	1850.8206
SSH2|85464	335.6907	SSH2|85464	934.0563
SSH3|54961	578.0292	SSH3|54961	531.9461
SSNA1|8636	878.8307	SSNA1|8636	160.0234
SSPN|8082	260.7261	SSPN|8082	3138.9215
SSPO|23145	19.802	SSPO|23145	14.9472
SSR1|6745	5298.4441	SSR1|6745	4860.7855
SSR2|6746	6339.934	SSR2|6746	4271.6882
SSR3|6747	4177.2749	SSR3|6747	5086.4596
SSR4|6748	4512.0226	SSR4|6748	1431.1254
SSRP1|6749	4143.3286	SSRP1|6749	1747.6553
SSSCA1|10534	468.6469	SSSCA1|10534	155.041
lowly_expressed	lowly_expressed	SSTR1|6751	46.6002
SSTR2|6752	42.9043	SSTR2|6752	60.9613
SSU72|29101	3302.2159	SSU72|29101	1931.4185
SSX2IP|117178	640.264	SSX2IP|117178	337.925
ST13|6767	5896.2753	ST13|6767	5395.9555
ST14|6768	5325.7897	ST14|6768	614.3025
ST18|9705	7.0721	lowly_expressed	lowly_expressed
ST20|400410	77.1429	ST20|400410	34.874
ST3GAL1|6482	1502.5931	ST3GAL1|6482	1339.0973
ST3GAL2|6483	303.6304	ST3GAL2|6483	380.129
ST3GAL3|6487	506.3649	ST3GAL3|6487	247.0692
ST3GAL4|6484	495.0495	ST3GAL4|6484	283.4115
ST3GAL5|8869	253.1825	ST3GAL5|8869	535.4631
ST3GAL6|10402	634.6063	ST3GAL6|10402	271.6882
ST5|6764	1125.884	ST5|6764	1611.0785
ST6GAL1|6480	1462.0462	ST6GAL1|6480	2216.8816
ST6GAL2|84620	56.5771	ST6GAL2|84620	129.8359
