gene_id	TCGA-BH-A1EU-01A-11R-A137-07	gene_id	TCGA-BH-A1EU-11A-23R-A137-07
SLC9A3R1|9368	971.6114	SLC9A3R1|9368	1618.0812
SLC9A3R2|9351	684.4224	SLC9A3R2|9351	502.46
SLC9A5|6553	12.8007	SLC9A5|6553	38.1304
SLC9A6|10479	378.6518	SLC9A6|10479	515.9902
SLC9A7|84679	220.5017	SLC9A7|84679	240.4674
SLC9A8|23315	816.5583	SLC9A8|23315	623.0012
SLC9A9|285195	343.9661	SLC9A9|285195	281.0578
SLCO1C1|53919	14.4524	lowly_expressed	lowly_expressed
SLCO2A1|6578	661.0922	SLCO2A1|6578	586.1009
SLCO2B1|11309	2637.5555	SLCO2B1|11309	1547.9705
SLCO3A1|28232	348.5083	SLCO3A1|28232	663.5916
SLCO4A1|28231	29.1112	SLCO4A1|28231	61.2362
SLCO4C1|353189	15.6911	SLCO4C1|353189	65.8057
SLCO5A1|81796	16.9299	lowly_expressed	lowly_expressed
SLFN11|91607	1032.5178	SLFN11|91607	1001.845
SLFN12L|342615	55.5384	SLFN12L|342615	25.2153
SLFN12|55106	279.3434	SLFN12|55106	192.4969
SLFN13|146857	380.51	SLFN13|146857	831.4883
SLFN14|342618	5.9874	lowly_expressed	lowly_expressed
SLFN5|162394	1479.3022	SLFN5|162394	1301.968
lowly_expressed	lowly_expressed	SLFNL1|200172	6.7651
lowly_expressed	lowly_expressed	SLIT1|6585	6.7651
SLIT2|9353	938.9904	SLIT2|9353	801.3530000000001
SLIT3|6586	2204.3976	SLIT3|6586	4183.2718
SLITRK4|139065	31.7952	SLITRK4|139065	35.0554
SLITRK5|26050	11.3554	SLITRK5|26050	61.5006
SLITRK6|84189	153.8144	SLITRK6|84189	326.5683
SLK|9748	2565.5002	SLK|9748	3208.4871
SLMAP|7871	2036.7503	SLMAP|7871	2560.2706
SLMO1|10650	32.0017	SLMO1|10650	24.6002
SLMO2|51012	1701.662	SLMO2|51012	1490.1599
SLPI|6590	699.7006	SLPI|6590	971.7097
SLTM|79811	2508.1036	SLTM|79811	2246.6175
SLU7|10569	1370.0836	SLU7|10569	1553.5055
SMAD1|4086	809.3321	SMAD1|4086	1030.1353
SMAD2|4087	1939.5066	SMAD2|4087	2603.321
SMAD3|4088	2098.4825	SMAD3|4088	2255.8426
SMAD4|4089	2720.8258	SMAD4|4089	2976.9004
lowly_expressed	lowly_expressed	SMAD5OS|9597	5.5351
SMAD5|4090	3199.5458	SMAD5|4090	2763.8376
SMAD6|4091	92.0822	SMAD6|4091	89.7909
SMAD7|4092	783.9372	SMAD7|4092	570.1107
SMAD9|4093	63.1775	SMAD9|4093	93.4809
SMAGP|57228	264.0652	SMAGP|57228	230.6273
SMAP1|60682	702.9111	SMAP1|60682	765.4982
SMAP2|64744	1905.6467	SMAP2|64744	899.1389999999999
SMARCA1|6594	2638.3813	SMARCA1|6594	1847.4785
SMARCA2|6595	5197.2747	SMARCA2|6595	5135.9164
SMARCA4|6597	1278.4144	SMARCA4|6597	1374.5387
SMARCA5|8467	2725.7149	SMARCA5|8467	2772.4477
SMARCAD1|56916	1144.4204	SMARCAD1|56916	1198.032
SMARCAL1|50485	626.2001	SMARCAL1|50485	570.1107
SMARCB1|6598	701.5588	SMARCB1|6598	787.2079
SMARCC1|6599	3365.5414	SMARCC1|6599	3033.2103
SMARCC2|6601	3168.7829	SMARCC2|6601	3363.4686
SMARCD1|6602	1315.1647	SMARCD1|6602	1348.7085
SMARCD2|6603	1463.8175	SMARCD2|6603	1984.6248
SMARCD3|6604	237.4316	SMARCD3|6604	564.5756
SMARCE1|6605	2430.0609	SMARCE1|6605	2610.7011
SMC1A|8243	3112.8316	SMC1A|8243	2749.0775
SMC2|10592	1133.6843	SMC2|10592	777.9828
SMC3|9126	1857.3346	SMC3|9126	1949.5695
SMC4|10051	1656.0339	SMC4|10051	701.722
SMC5|23137	1988.0252	SMC5|23137	1886.2239
SMC6|79677	905.337	SMC6|79677	677.7368
SMCHD1|23347	2915.8666	SMCHD1|23347	2186.9619
SMCR7L|54471	1073.6038	SMCR7L|54471	1261.9926
SMCR7|125170	195.7262	SMCR7|125170	263.2226
SMCR8|140775	1718.1749	SMCR8|140775	1433.0935
SMEK1|55671	2339.011	SMEK1|55671	2233.0873
SMEK2|57223	2851.4504	SMEK2|57223	2653.1365
SMG1|23049	6269.2268	SMG1|23049	5330.2583
SMG5|23381	2093.1145	SMG5|23381	1748.4625
SMG6|23293	1141.9428	SMG6|23293	1469.8647
SMG7|9887	3591.2047	SMG7|9887	2121.7712
lowly_expressed	lowly_expressed	SMN1|6606	5.6089
SMN2|6607	718.2905	SMN2|6607	747.1587
SMNDC1|10285	631.3616	SMNDC1|10285	777.9828
SMOC1|64093	34.4792	SMOC1|64093	110.7011
SMOC2|64094	2889.2329999999997	SMOC2|64094	2295.8179999999998
SMOX|54498	74.12	SMOX|54498	86.1009
SMO|6608	417.6732	SMO|6608	365.9287
SMPD1|6609	697.8425	SMPD1|6609	588.5609
SMPD2|6610	190.5647	SMPD2|6610	127.9213
SMPD3|55512	268.4009	SMPD3|55512	90.4059
SMPD4|55627	1641.1686	SMPD4|55627	1386.2239
SMPDL3A|10924	321.8747	SMPDL3A|10924	282.9028
SMPDL3B|27293	81.3461	SMPDL3B|27293	126.6913
SMR3B|10879	30.9693	SMR3B|10879	52.2755
SMS|6611	1973.5728	SMS|6611	1228.7823
SMTNL1|219537	6.1939	SMTNL1|219537	5.5351
SMTNL2|342527	7.6391	SMTNL2|342527	13.5301
SMTN|6525	318.9842	SMTN|6525	939.1144
SMU1|55234	1980.5925	SMU1|55234	1774.9077
SMUG1|23583	746.5676	SMUG1|23583	369.0037
SMURF1|57154	1176.9774	SMURF1|57154	1231.556
SMURF2|64750	654.0725	SMURF2|64750	916.3592
SMYD1|150572	7.2262	SMYD1|150572	114.3911
SMYD2|56950	691.8551	SMYD2|56950	724.4772
SMYD3|64754	462.0626	SMYD3|64754	215.8672
SMYD4|114826	352.6376	SMYD4|114826	391.7589
SMYD5|10322	510.7877	SMYD5|10322	664.2066
SNAI1|6615	94.7662	SNAI1|6615	111.9311
SNAI2|6591	633.6327	SNAI2|6591	1055.3506
SNAI3|333929	31.5887	SNAI3|333929	9.2251
SNAP23|8773	2083.6172	SNAP23|8773	1589.1759
SNAP25|6616	20.8527	SNAP25|6616	13.5301
SNAP29|9342	1188.6033	SNAP29|9342	1134.6863
SNAP47|116841	633.1289	SNAP47|116841	538.0197
lowly_expressed	lowly_expressed	SNAP91|9892	5.5351
SNAPC1|6617	218.6435	SNAPC1|6617	269.3727
SNAPC2|6618	274.5948	SNAPC2|6618	244.1574
SNAPC3|6619	825.4362	SNAPC3|6619	571.3407
SNAPC4|6621	237.0187	SNAPC4|6621	202.33700000000002
SNAPC5|10302	88.9047	SNAPC5|10302	64.262
SNAPIN|23557	625.7871	SNAPIN|23557	499.385
SNCAIP|9627	117.2685	SNCAIP|9627	132.2263
SNCA|6622	77.4234	SNCA|6622	274.9077
SNCG|6623	92.4951	SNCG|6623	374.5387
SND1|27044	2819.4487	SND1|27044	2835.7934
SNED1|25992	950.3458	SNED1|25992	810.5781
SNF8|11267	465.7789	SNF8|11267	423.1242
SNHG10|283596	70.1972	SNHG10|283596	89.1759
SNHG11|128439	165.4114	SNHG11|128439	108.8315
SNHG12|85028	145.0542	SNHG12|85028	239.8524
SNHG1|23642	680.2312	SNHG1|23642	793.9729
SNHG3-RCC1|751867	191.2398	SNHG3-RCC1|751867	223.7331
SNHG3|8420	27.4595	SNHG3|8420	59.6556
SNHG4|724102	9.2247	SNHG4|724102	8.6101
SNHG5|387066	1289.1504	SNHG5|387066	2011.0701
SNHG6|641638	674.0993	SNHG6|641638	775.5228
SNHG7|84973	280.5616	SNHG7|84973	469.9139
SNHG8|100093630	432.332	SNHG8|100093630	715.8672
SNHG9|735301	14.4524	SNHG9|735301	23.3702
SNIP1|79753	361.7219	SNIP1|79753	457.5646
SNN|8303	796.5314	SNN|8303	947.1095
SNORA39|677821	15.2431	SNORA39|677821	8.0197
SNORA7B|677797	8.7829	SNORA7B|677797	5.5658
SNORA8|654320	363.6337	SNORA8|654320	511.968
SNORD116-20|100033431	21.6785	SNORD116-20|100033431	30.7503
SNORD116-28|100033820	144.5669	SNORD116-28|100033820	112.1402
SNORD116-4|100033416	84.3564	SNORD116-4|100033416	111.8819
SNORD1C|677850	29.7388	SNORD1C|677850	39.8893
SNPH|9751	124.9097	SNPH|9751	183.2718
SNRK|54861	2104.6764	SNRK|54861	1599.631
SNRNP200|23020	6554.9706	SNRNP200|23020	7265.6827
SNRNP25|79622	359.2443	SNRNP25|79622	200.49200000000002
SNRNP27|11017	492.8254	SNRNP27|11017	519.0652
SNRNP35|11066	183.324	SNRNP35|11066	165.5781
SNRNP40|9410	738.3091	SNRNP40|9410	733.7023
SNRNP48|154007	467.4306	SNRNP48|154007	571.3407
SNRNP70|6625	1750.8	SNRNP70|6625	2308.1181
SNRPA1|6627	267.1622	SNRPA1|6627	238.6224
SNRPA|6626	576.4427	SNRPA|6626	748.4625
SNRPB2|6629	895.8398	SNRPB2|6629	780.4428
SNRPB|6628	1463.611	SNRPB|6628	1192.4969
SNRPC|6631	587.5916	SNRPC|6631	673.4317
SNRPD1|6632	486.6316	SNRPD1|6632	529.5203
SNRPD2|6633	1489.6253	SNRPD2|6633	1461.2546
SNRPD3|6634	1102.9029	SNRPD3|6634	1179.5141
SNRPE|6635	749.2516	SNRPE|6635	630.3813
SNRPF|6636	576.4427	SNRPF|6636	418.8192
SNRPG|6637	477.5472	SNRPG|6637	435.4244
SNRPN|6638	1656.5748	SNRPN|6638	1524.674
SNTA1|6640	328.0685	SNTA1|6640	343.1734
SNTB1|6641	245.8966	SNTB1|6641	282.9028
SNTB2|6645	1393.8268	SNTB2|6645	1598.401
lowly_expressed	lowly_expressed	SNTG2|54221	9.2251
SNUPN|10073	403.2208	SNUPN|10073	420.6642
SNURF|8926	108.979	SNURF|8926	61.1501
SNW1|22938	1550.3252	SNW1|22938	1462.4846
SNX10|29887	536.8019	SNX10|29887	287.2079
SNX11|29916	579.7461	SNX11|29916	579.9508
SNX12|29934	243.419	SNX12|29934	280.4428
SNX13|23161	1920.925	SNX13|23161	1646.9865
SNX14|57231	1319.5004	SNX14|57231	1450.7995
SNX15|29907	260.7618	SNX15|29907	475.3998
SNX16|64089	584.0818	SNX16|64089	579.9508
SNX17|9784	1597.8115	SNX17|9784	1832.7183
SNX18|112574	1354.1860000000001	SNX18|112574	1111.9311
SNX19|399979	2466.1918	SNX19|399979	2556.5806
SNX1|6642	4068.3390000000004	SNX1|6642	4805.6581
SNX20|124460	145.6158	SNX20|124460	17.0787
SNX21|90203	368.9605	SNX21|90203	499.7724
SNX22|79856	143.0618	SNX22|79856	59.4465
SNX24|28966	295.8604	SNX24|28966	158.0566
SNX25|83891	442.8616	SNX25|83891	405.9041
SNX27|81609	1833.1351	SNX27|81609	1232.9643
SNX29|92017	1209.0430000000001	SNX29|92017	1038.7454
SNX2|6643	2293.1764	SNX2|6643	1616.2362
SNX30|401548	1787.7568	SNX30|401548	964.9446
SNX33|257364	800.0413	SNX33|257364	1134.0713
SNX3|8724	2293.1764	SNX3|8724	2795.8179999999998
SNX4|8723	1001.5485	SNX4|8723	990.7749
SNX5|27131	2407.1436	SNX5|27131	2003.69
SNX6|58533	1659.5437	SNX6|58533	1587.9459
SNX7|51375	413.131	SNX7|51375	518.4502
SNX8|29886	246.3095	SNX8|29886	223.2472
SNX9|51429	2160.4212	SNX9|51429	3035.0554
SOAT1|6646	1075.6684	SOAT1|6646	588.5609
SOBP|55084	102.4053	SOBP|55084	223.8622
SOCS1|8651	34.2727	SOCS1|8651	21.5252
SOCS2|8835	581.8107	SOCS2|8835	606.3961
SOCS3|9021	2055.5384	SOCS3|9021	737.3924
SOCS4|122809	1019.9236	SOCS4|122809	924.3542
SOCS5|9655	1258.8005	SOCS5|9655	2131.6113
SOCS6|9306	2339.6304	SOCS6|9306	1399.139
SOCS7|30837	86.5077	SOCS7|30837	125.4613
SOD1|6647	2160.8341	SOD1|6647	2642.6814
SOD2|6648	4868.9997	SOD2|6648	10880.0738
SOD3|6649	353.0505	SOD3|6649	1012.9151
SOLH|6650	308.2482	SOLH|6650	250.9225
SON|6651	11408.6921	SON|6651	9552.2755
SORBS1|10580	3489.2123	SORBS1|10580	9801.968
SORBS2|8470	1189.4291	SORBS2|8470	2301.968
SORBS3|10174	1697.9457	SORBS3|10174	2158.6716
SORCS1|114815	14.4524	SORCS1|114815	37.5154
SORCS2|57537	275.2142	SORCS2|57537	68.2657
SORD|6652	1214.6175	SORD|6652	244.7724
SORL1|6653	5150.2013	SORL1|6653	3260.7626
SORT1|6272	5540.0021	SORT1|6272	3217.0972
SOS1|6654	2110.2509	SOS1|6654	2555.3506
SOS2|6655	1698.5651	SOS2|6655	2172.2017
SOSTDC1|25928	42.9442	SOSTDC1|25928	1349.3235
SOX10|6663	124.9097	SOX10|6663	2679.5818
SOX11|6664	16.1041	SOX11|6664	27.6753
SOX12|6666	635.4909	SOX12|6666	281.0578
SOX13|9580	1222.6696	SOX13|9580	937.2694
SOX15|6665	5.367999999999999	SOX15|6665	62.7306
SOX17|64321	100.3407	SOX17|64321	102.09100000000001
SOX18|54345	192.2164	SOX18|54345	236.1624
SOX2OT|347689	9.2908	lowly_expressed	lowly_expressed
SOX4|6659	2224.6309	SOX4|6659	2824.1082
SOX5|6660	44.8023	SOX5|6660	74.4157
SOX6|55553	32.8275	SOX6|55553	84.2558
SOX7|83595	230.8971	SOX7|83595	347.9766
SOX8|30812	12.5942	SOX8|30812	38.7454
SOX9|6662	1663.8794	SOX9|6662	3645.1415
SP100|6672	2666.2537	SP100|6672	1702.3370000000002
SP110|3431	750.6968	SP110|3431	393.6039
SP140L|93349	473.0051	SP140L|93349	345.0185
SP140|11262	286.9826	SP140|11262	15.3752
SP1|6667	6444.5133	SP1|6667	5059.6556
SP2|6668	495.7159	SP2|6668	811.1931
SP3|6670	3972.1276	SP3|6670	3218.9422
SP4|6671	398.2657	SP4|6671	495.695
SP5|389058	47.8992	SP5|389058	11.0701
SP6|80320	109.0121	SP6|80320	106.3961
SPA17|53340	121.3998	SPA17|53340	89.1759
SPAG16|79582	1084.3398	SPAG16|79582	404.67400000000004
SPAG17|200162	197.1715	SPAG17|200162	59.6556
SPAG1|6674	454.0105	SPAG1|6674	159.2866
SPAG4|6676	18.1687	SPAG4|6676	7.9951
SPAG5|10615	213.5481	SPAG5|10615	59.0406
SPAG6|9576	182.9256	SPAG6|9576	11.0701
SPAG7|9552	476.9278	SPAG7|9552	551.6605
SPAG8|26206	17.7558	SPAG8|26206	22.7552
SPAG9|9043	2362.9607	SPAG9|9043	3237.3924
SPARCL1|8404	10570.4552	SPARCL1|8404	12492.6199
SPARC|6678	72967.0693	SPARC|6678	26803.197999999997
SPAST|6683	726.5407	SPAST|6683	639.6064
SPATA13|221178	820.3613	SPATA13|221178	681.4022
SPATA17|128153	60.6999	SPATA17|128153	21.5252
SPATA18|132671	675.3381	SPATA18|132671	444.6494
SPATA20|64847	460.4109	SPATA20|64847	453.8745
lowly_expressed	lowly_expressed	SPATA22|84690	5.5351
SPATA24|202051	41.7054	SPATA24|202051	21.5252
SPATA2L|124044	64.0033	SPATA2L|124044	65.1907
SPATA2|9825	524.8271	SPATA2|9825	453.8745
SPATA5L1|79029	252.9163	SPATA5L1|79029	179.5818
SPATA5|166378	578.3008	SPATA5|166378	331.4883
SPATA6|54558	173.2218	SPATA6|54558	206.0271
SPATA7|55812	217.1983	SPATA7|55812	215.2522
SPATA9|83890	11.149000000000001	SPATA9|83890	7.9951
SPATC1|375686	6.1939	lowly_expressed	lowly_expressed
SPATS2L|26010	1959.5334	SPATS2L|26010	1208.4871
SPATS2|65244	821.5134	SPATS2|65244	443.4194
SPC25|57405	66.2744	lowly_expressed	lowly_expressed
SPCS1|28972	1936.6161	SPCS1|28972	1510.4551
SPCS2|9789	690.4098	SPCS2|9789	646.9865
SPCS3|60559	3019.0978	SPCS3|60559	3029.5203
SPDEF|25803	1095.9017	SPDEF|25803	706.0271
SPDYA|245711	20.96	SPDYA|245711	12.171
SPDYE1|285955	18.8252	SPDYE1|285955	8.2103
SPDYE3|441272	75.2307	SPDYE3|441272	64.9815
SPDYE5|442590	15.6911	SPDYE5|442590	14.7601
SPDYE6|729597	41.4989	SPDYE6|729597	12.9151
SPDYE7P|441251	7.0197	SPDYE7P|441251	9.8401
SPDYE8P|389517	34.8921	SPDYE8P|389517	14.7601
SPEF1|25876	15.0717	SPEF1|25876	7.3801
SPEF2|79925	705.688	SPEF2|79925	282.2878
SPEG|10290	178.5899	SPEG|10290	810.5781
SPEN|23013	2866.5221	SPEN|23013	4206.0271
SPESP1|246777	128.5475	SPESP1|246777	60.2706
SPG11|80208	3102.3021	SPG11|80208	2312.4231
SPG20|23111	1553.4221	SPG20|23111	1883.1488
SPG21|51324	1912.2535	SPG21|51324	1536.9004
SPG7|6687	592.5467	SPG7|6687	827.7983
SPHAR|10638	160.9394	SPHAR|10638	165.5966
SPHK1|8877	126.5428	SPHK1|8877	221.4391
SPHK2|56848	129.7079	SPHK2|56848	88.6101
SPHKAP|80309	9.7037	SPHKAP|80309	66.4207
SPI1|6688	429.2351	SPI1|6688	185.1169
SPIB|6689	89.1917	SPIB|6689	12.3001
SPIC|121599	5.9874	lowly_expressed	lowly_expressed
SPIN1|10927	4733.7669	SPIN1|10927	3851.1685
lowly_expressed	lowly_expressed	SPIN2A|54466	7.9951
SPIN2B|474343	64.1396	SPIN2B|474343	69.0221
SPIN3|169981	681.5319999999999	SPIN3|169981	605.1661
SPIN4|139886	394.3429	SPIN4|139886	369.6187
SPINK1|6690	14.2459	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SPINK5|11005	20.2952
SPINK8|646424	7.8456	SPINK8|646424	25.2153
SPINT1|6692	2299.9897	SPINT1|6692	2693.7269
SPINT2|10653	4026.6336	SPINT2|10653	4094.0959
SPIRE1|56907	1125.8388	SPIRE1|56907	1030.7503
SPIRE2|84501	134.4069	SPIRE2|84501	51.0455
SPNS1|83985	426.4788	SPNS1|83985	400.5843
SPNS2|124976	301.8912	SPNS2|124976	378.9852
SPNS3|201305	14.6588	SPNS3|201305	7.9951
SPN|6693	649.9432	SPN|6693	178.9668
SPOCD1|90853	64.6227	SPOCD1|90853	9.2251
SPOCK1|6695	740.7866	SPOCK1|6695	699.877
SPOCK2|9806	1198.307	SPOCK2|9806	246.6175
lowly_expressed	lowly_expressed	SPOCK3|50859	52.8905
SPON1|10418	1659.9566	SPON1|10418	988.9299
SPON2|10417	541.9635	SPON2|10417	428.6593
SPOPL|339745	2040.2601	SPOPL|339745	1958.1796
SPOP|8405	1364.9221	SPOP|8405	1398.524
SPP1|6696	4562.8161	SPP1|6696	600.861
SPPL2A|84888	1081.0364	SPPL2A|84888	809.3481
SPPL2B|56928	458.3462	SPPL2B|56928	466.7897
SPPL3|121665	1637.4523	SPPL3|121665	1488.9299
SPRED1|161742	2362.7542	SPRED1|161742	2320.4182
SPRED2|200734	1316.4034	SPRED2|200734	1645.7565
SPRN|503542	31.1758	SPRN|503542	36.2854
SPRY1|10252	1250.129	SPRY1|10252	1966.7897
SPRY2|10253	404.2531	SPRY2|10253	1231.8573
SPRY3|10251	117.477	SPRY3|10251	110.0861
SPRY4|81848	648.0851	SPRY4|81848	912.6691
SPRYD3|84926	1477.8569	SPRYD3|84926	1357.3186
SPRYD4|283377	228.3473	SPRYD4|283377	269.3727
SPR|6697	600.8052	SPR|6697	449.5695
SPSB1|80176	433.5708	SPSB1|80176	369.0037
SPSB2|84727	54.7125	SPSB2|84727	33.8253
SPSB3|90864	385.87800000000004	SPSB3|90864	458.1796
lowly_expressed	lowly_expressed	SPSB4|92369	13.5301
SPTA1|6708	13.6265	lowly_expressed	lowly_expressed
SPTAN1|6709	8186.229	SPTAN1|6709	8723.8622
SPTBN1|6711	9748.3225	SPTBN1|6711	17871.4637
SPTBN2|6712	340.2498	SPTBN2|6712	534.4403
SPTBN4|57731	65.8615	SPTBN4|57731	31.9803
SPTBN5|51332	58.7612	SPTBN5|51332	85.0923
SPTB|6710	115.6189	SPTB|6710	200.49200000000002
SPTLC1|10558	2357.3862	SPTLC1|10558	2067.6507
SPTLC2|9517	3772.2721	SPTLC2|9517	2442.1894
SPTLC3|55304	512.0264	SPTLC3|55304	335.7934
SPTY2D1|144108	1440.256	SPTY2D1|144108	1140.3936
SQLE|6713	976.773	SQLE|6713	276.7528
SQRDL|58472	1952.5137	SQRDL|58472	1287.8229
SQSTM1|8878	6030.1332	SQSTM1|8878	5611.6974
SR140|23350	2914.8343	SR140|23350	3039.9754
SRA1|10011	539.6924	SRA1|10011	387.4539
SRBD1|55133	521.3172	SRBD1|55133	436.0394
SRCAP|10847	4882.6262	SRCAP|10847	4151.9065
SRCIN1|80725	171.9831	SRCIN1|80725	187.5769
SRCRB4D|136853	16.2445	SRCRB4D|136853	21.5252
SRC|6714	494.4771	SRC|6714	680.8118
SRD5A1|6715	115.8253	SRD5A1|6715	160.5166
SRD5A3|79644	363.324	SRD5A3|79644	526.9926
SREBF1|6720	2687.7258	SREBF1|6720	2271.8327
SREBF2|6721	1964.9014	SREBF2|6721	2424.9692
SRFBP1|153443	493.2384	SRFBP1|153443	383.1488
SRF|6722	772.3753	SRF|6722	1592.2509
SRGAP1|57522	742.4383	SRGAP1|57522	883.1488
SRGAP2|23380	812.429	SRGAP2|23380	773.6777
SRGAP3|9901	312.171	SRGAP3|9901	242.3124
SRGN|5552	2772.1689	SRGN|5552	987.0849
SRI|6717	2071.0229999999997	SRI|6717	1653.1365
SRL|6345	36.3374	SRL|6345	28.2903
SRMS|6725	35.9244	SRMS|6725	9.8401
SRM|6723	406.7307	SRM|6723	594.0959
SRP14|6727	3632.9101	SRP14|6727	3535.6704
SRP19|6728	692.2288	SRP19|6728	529.0959
SRP54|6729	1589.7595	SRP54|6729	1148.2165
SRP68|6730	1262.3103	SRP68|6730	1667.2817
SRP72|6731	2790.7505	SRP72|6731	2638.3764
SRP9|6726	6013.6265	SRP9|6726	4091.0209
SRPK1|6732	869.6191	SRPK1|6732	1043.0504
SRPK2|6733	1543.7184	SRPK2|6733	1130.3813
lowly_expressed	lowly_expressed	SRPK3|26576	12.8659
SRPRB|58477	1358.1088	SRPRB|58477	944.6494
SRPR|6734	3021.3688	SRPR|6734	3265.0677
SRPX2|27286	386.7038	SRPX2|27286	674.6617
SRPX|8406	830.1848	SRPX|8406	1842.5584
SRRD|402055	277.0724	SRRD|402055	303.198
SRRM1|10250	1986.58	SRRM1|10250	2758.3026
SRRM2|23524	15670.2798	SRRM2|23524	16969.2497
SRRM3|222183	33.8598	SRRM3|222183	68.8807
SRRM5|100170229	33.7174	SRRM5|100170229	22.4354
SRRT|51593	949.7264	SRRT|51593	1044.2804
SRR|63826	336.965	SRR|63826	339.3542
SRXN1|140809	1006.9165	SRXN1|140809	575.0308
SS18L1|26039	393.3106	SS18L1|26039	488.3149
SS18L2|51188	338.3917	SS18L2|51188	235.5474
SS18|6760	2374.729	SS18|6760	2656.2116
SSBP1|6742	1158.4598	SSBP1|6742	766.9127
SSBP2|23635	901.0013	SSBP2|23635	964.3296
SSBP3|23648	339.2175	SSBP3|23648	686.9619
SSBP4|170463	231.8571	SSBP4|170463	263.8376
SSB|6741	2089.84	SSB|6741	1965.9041
SSC5D|284297	423.86699999999996	SSC5D|284297	616.8512
SSFA2|6744	2604.3151	SSFA2|6744	4018.4502
SSH1|54434	1431.4029	SSH1|54434	1391.7589
SSH2|85464	1214.6175	SSH2|85464	800.123
SSH3|54961	946.0101	SSH3|54961	888.0689
SSNA1|8636	356.7668	SSNA1|8636	275.5228
SSPN|8082	1125.0129	SSPN|8082	3414.5141
SSPO|23145	119.7481	SSPO|23145	17.2202
SSR1|6745	3963.8691	SSR1|6745	4161.1316
SSR2|6746	4459.3785	SSR2|6746	3664.2066
SSR3|6747	4319.1907	SSR3|6747	4063.3456
SSR4|6748	1857.1281	SSR4|6748	1145.7565
SSRP1|6749	2497.7805	SSRP1|6749	2669.7417
SSSCA1|10534	157.7372	SSSCA1|10534	175.8918
SSTR1|6751	14.0394	SSTR1|6751	45.5105
SSTR2|6752	48.9316	SSTR2|6752	23.9852
SSU72|29101	1453.2879	SSU72|29101	1884.9938
SSX2IP|117178	677.1962	SSX2IP|117178	391.7589
ST13|6767	4309.8999	ST13|6767	6501.845
ST14|6768	1088.882	ST14|6768	1427.4293
ST18|9705	26.0142	lowly_expressed	lowly_expressed
ST20|400410	34.9437	ST20|400410	27.0049
ST3GAL1|6482	1978.5279	ST3GAL1|6482	1606.3961
ST3GAL2|6483	433.9837	ST3GAL2|6483	272.4477
ST3GAL3|6487	127.5937	ST3GAL3|6487	220.1722
ST3GAL4|6484	330.5461	ST3GAL4|6484	259.5326
ST3GAL5|8869	378.6518	ST3GAL5|8869	345.6335
ST3GAL6|10402	202.7459	ST3GAL6|10402	189.4219
ST5|6764	1101.2697	ST5|6764	2525.2153
ST6GAL1|6480	3606.07	ST6GAL1|6480	2226.9373
ST6GAL2|84620	289.0472	ST6GAL2|84620	181.4268
ST6GALNAC1|55808	27.8724	ST6GALNAC1|55808	51.0455
ST6GALNAC2|10610	749.6645	ST6GALNAC2|10610	869.0037
ST6GALNAC3|256435	137.7103	ST6GALNAC3|256435	166.0517
ST6GALNAC4|27090	297.0992	ST6GALNAC4|27090	163.5916
ST6GALNAC5|81849	1153.0918	ST6GALNAC5|81849	577.4908
ST6GALNAC6|30815	1066.1712	ST6GALNAC6|30815	1249.0775
ST7L|54879	502.3227	ST7L|54879	445.8795
ST7OT1|93653	20.0661	ST7OT1|93653	52.3862
ST7|7982	666.5944	ST7|7982	588.4133
ST8SIA1|6489	140.3943	ST8SIA1|6489	459.4096
ST8SIA2|8128	10.1167	ST8SIA2|8128	27.6753
ST8SIA4|7903	732.9411	ST8SIA4|7903	233.0873
ST8SIA6|338596	243.8319	ST8SIA6|338596	162.9766
STAB1|23166	1590.4016	STAB1|23166	1392.4231
STAB2|55576	20.8527	STAB2|55576	46.7405
STAC2|342667	354.4957	STAC2|342667	8582.4108
STAC3|246329	92.1833	STAC3|246329	17.8352
STAC|6769	44.3894	STAC|6769	153.7515
STAG1|10274	1258.9429	STAG1|10274	1529.8401
STAG2|10735	4819.4487	STAG2|10735	3977.2448
STAG3L1|54441	163.93099999999998	STAG3L1|54441	164.2066
STAG3L2|442582	89.8111	STAG3L2|442582	76.2608
STAG3L3|442578	172.8172	STAG3L3|442578	226.0886
STAG3L4|64940	217.8177	STAG3L4|64940	166.0517
STAG3|10734	44.7858	STAG3|10734	24.4957
STAM2|10254	1691.3389	STAM2|10254	1477.8598
STAMBPL1|57559	161.8664	STAMBPL1|57559	138.3764
STAMBP|10617	563.8485	STAMBP|10617	584.2558
STAM|8027	592.1338	STAM|8027	579.9508
STAP1|26228	71.6424	STAP1|26228	6.7651
STAP2|55620	262.0006	STAP2|55620	381.3038
STARD10|10809	1435.9451	STARD10|10809	785.9779
STARD13|90627	1187.7774	STARD13|90627	795.818
STARD3NL|83930	577.475	STARD3NL|83930	518.4502
STARD3|10948	487.4574	STARD3|10948	580.5658
STARD4|134429	71.4359	STARD4|134429	47.3555
STARD5|80765	189.9453	STARD5|80765	60.8856
STARD7|56910	3091.0499	STARD7|56910	3323.2042
STARD8|9754	330.3396	STARD8|9754	372.0787
STAR|6770	9.0843	STAR|6770	8.6101
STAT1|6772	10240.5285	STAT1|6772	2793.9729
STAT2|6773	2587.5916	STAT2|6773	1809.3481
STAT3|6774	6254.3615	STAT3|6774	8798.893
