gene_id	TCGA-E9-A1NA-01A-11R-A144-07	gene_id	TCGA-E9-A1NA-11A-33R-A144-07
SLC9A7|84679	233.1478	SLC9A7|84679	143.8573
SLC9A8|23315	493.8157	SLC9A8|23315	744.6054
SLC9A9|285195	86.2709	SLC9A9|285195	548.1922
lowly_expressed	lowly_expressed	SLCO1A2|6579	11.125
lowly_expressed	lowly_expressed	SLCO1C1|53919	5.7543
SLCO2A1|6578	299.3197	SLCO2A1|6578	1030.7855
SLCO2B1|11309	1615.6463	SLCO2B1|11309	3383.5235
SLCO3A1|28232	508.3488	SLCO3A1|28232	786.8035
SLCO4A1|28231	217.3377	SLCO4A1|28231	228.9441
SLCO4C1|353189	17.6252	SLCO4C1|353189	13.8103
SLFN11|91607	510.8225	SLFN11|91607	977.846
SLFN12L|342615	7.1119	SLFN12L|342615	16.8793
SLFN12|55106	70.8101	SLFN12|55106	163.0383
SLFN13|146857	48.5467	SLFN13|146857	360.6023
SLFN5|162394	389.9196	SLFN5|162394	1379.4955
SLFNL1|200172	5.2566	lowly_expressed	lowly_expressed
SLIT1|6585	29.6846	SLIT1|6585	21.0991
SLIT2|9353	142.2387	SLIT2|9353	654.8384
SLIT3|6586	1393.0118	SLIT3|6586	5840.6061
lowly_expressed	lowly_expressed	SLITRK2|84631	45.6507
lowly_expressed	lowly_expressed	SLITRK3|22865	9.9741
SLITRK4|139065	31.2307	SLITRK4|139065	49.8705
SLITRK5|26050	166.0482	SLITRK5|26050	35.6766
SLITRK6|84189	535.5597	SLITRK6|84189	89.76700000000001
SLK|9748	1631.1070000000002	SLK|9748	2245.7083
SLMAP|7871	1154.6073	SLMAP|7871	1403.6636
SLMO1|10650	154.9165	SLMO1|10650	37.9783
SLMO2|51012	1232.8386	SLMO2|51012	1011.9881
SLPI|6590	116.5739	SLPI|6590	2116.0449
SLTM|79811	2419.6042	SLTM|79811	1820.2743
SLU7|10569	960.7297	SLU7|10569	1224.8969
SLURP1|57152	25.3556	lowly_expressed	lowly_expressed
SMAD1|4086	1002.1645	SMAD1|4086	841.2775
SMAD2|4087	1896.4131	SMAD2|4087	2180.8766
SMAD3|4088	1631.1070000000002	SMAD3|4088	1527.1889999999999
SMAD4|4089	1166.5213	SMAD4|4089	1958.408
SMAD5|4090	1429.4991	SMAD5|4090	1675.6498
SMAD6|4091	55.6586	SMAD6|4091	234.3915
SMAD7|4092	559.3692	SMAD7|4092	669.0323
SMAD9|4093	12.6778	SMAD9|4093	111.6333
SMAGP|57228	160.7916	SMAGP|57228	222.1157
SMAP1|60682	491.6265	SMAP1|60682	803.2109
SMAP2|64744	574.2115	SMAP2|64744	929.8935
SMARCA1|6594	357.4521	SMARCA1|6594	1393.6895
SMARCA2|6595	1310.4515	SMARCA2|6595	4866.2127
SMARCA4|6597	6012.986999999999	SMARCA4|6597	2538.7935
SMARCA5|8467	3226.2369	SMARCA5|8467	1963.7479999999998
SMARCAD1|56916	1026.5925	SMARCAD1|56916	828.2344
SMARCAL1|50485	736.5492	SMARCAL1|50485	599.2136
SMARCB1|6598	1247.0625	SMARCB1|6598	1177.3281
SMARCC1|6599	1865.1824	SMARCC1|6599	2518.8453
SMARCC2|6601	2783.5498	lowly_expressed	lowly_expressed
SMARCD1|6602	1380.9524	SMARCD1|6602	1377.5774
SMARCD2|6603	9351.577	SMARCD2|6603	2483.9359
SMARCD3|6604	128.9425	SMARCD3|6604	1123.2377
SMARCE1|6605	1729.128	SMARCE1|6605	2593.2675
SMC1A|8243	3610.3896	SMC1A|8243	2762.8273
SMC2|10592	537.415	SMC2|10592	543.5888
SMC3|9126	1804.8856	SMC3|9126	1471.1806
SMC4|10051	2104.8237	SMC4|10051	541.6707
SMC5|23137	459.1837	SMC5|23137	974.0098
SMC6|79677	988.8683	SMC6|79677	542.8215
SMCHD1|23347	1261.5955	SMCHD1|23347	1341.9008
SMCR7L|54471	1006.1843	SMCR7L|54471	1320.4181
SMCR7|125170	307.9777	SMCR7|125170	285.0293
SMCR8|140775	775.0278	SMCR8|140775	1246.4180000000001
SMEK1|55671	2440.3216	SMEK1|55671	1406.3489
SMEK2|57223	3489.7959	SMEK2|57223	2229.5962
SMG1|23049	2989.7959	SMG1|23049	3690.8027
SMG5|23381	3022.8819	SMG5|23381	2432.9145
SMG6|23293	843.2282	SMG6|23293	1627.6973
SMG7|9887	3516.0792	SMG7|9887	1798.7916
SMN2|6607	992.1614	SMN2|6607	662.4034
SMNDC1|10285	753.556	SMNDC1|10285	543.5888
lowly_expressed	lowly_expressed	SMOC1|64093	455.3563
SMOC2|64094	2043.9085	SMOC2|64094	3051.3091
SMOX|54498	117.1923	SMOX|54498	141.5556
SMO|6608	232.2202	SMO|6608	508.2958
SMPD1|6609	524.428	SMPD1|6609	805.2172
SMPD2|6610	599.5671	SMPD2|6610	224.801
SMPD3|55512	64.3166	SMPD3|55512	176.4649
SMPD4|55627	3269.6351	SMPD4|55627	1480.0038
SMPDL3A|10924	144.4032	SMPDL3A|10924	197.9476
SMPDL3B|27293	209.9567	SMPDL3B|27293	150.3788
lowly_expressed	lowly_expressed	SMR3B|10879	210.9907
SMS|6611	1752.3191	SMS|6611	967.4883
SMTNL2|342527	15.1515	SMTNL2|342527	9.2069
SMTN|6525	568.9549	SMTN|6525	1240.2417
SMU1|55234	1062.7706	SMU1|55234	1482.6892
SMUG1|23583	505.5659	SMUG1|23583	400.1151
SMURF1|57154	1046.8522	SMURF1|57154	1149.4389999999999
SMURF2|64750	819.4187	SMURF2|64750	617.2437
lowly_expressed	lowly_expressed	SMYD1|150572	57.5429
SMYD2|56950	1226.0359	SMYD2|56950	541.2869999999999
SMYD3|64754	393.0118	SMYD3|64754	133.8832
SMYD4|114826	216.7594	SMYD4|114826	403.184
SMYD5|10322	950.5257	SMYD5|10322	680.9245
SNAI1|6615	100.804	SNAI1|6615	148.8443
SNAI2|6591	569.8825	SNAI2|6591	622.998
SNAI3|333929	31.5399	SNAI3|333929	23.4008
SNAP23|8773	784.4774	SNAP23|8773	1305.0734
SNAP29|9342	827.4583	SNAP29|9342	1033.4708
SNAP47|116841	1101.4719	SNAP47|116841	608.6583
SNAPC1|6617	256.6481	SNAPC1|6617	201.4002
SNAPC2|6618	738.0952	SNAPC2|6618	382.4686
SNAPC3|6619	291.5894	SNAPC3|6619	472.2355
SNAPC4|6621	405.9988	SNAPC4|6621	337.2015
SNAPC5|10302	104.428	SNAPC5|10302	91.382
SNAPIN|23557	1338.59	SNAPIN|23557	591.9248
SNCAIP|9627	17.316	SNCAIP|9627	210.6071
SNCA|6622	121.5213	SNCA|6622	191.8097
SNCG|6623	5.2566	SNCG|6623	3386.2089
SND1|27044	5737.4768	SND1|27044	4515.5845
SNED1|25992	423.624	SNED1|25992	1370.2887
SNF8|11267	1389.3012	SNF8|11267	832.0706
SNHG10|283596	41.1255	SNHG10|283596	49.8705
SNHG11|128439	98.1169	SNHG11|128439	110.3712
SNHG12|85028	679.7434	SNHG12|85028	206.7709
SNHG1|23642	1234.496	SNHG1|23642	435.7917
SNHG3-RCC1|751867	282.384	SNHG3-RCC1|751867	210.8526
SNHG3|8420	130.4886	SNHG3|8420	34.9094
SNHG4|724102	9.9753	SNHG4|724102	9.6902
SNHG5|387066	2281.0761	SNHG5|387066	1808.3821
SNHG6|641638	1248.6085	SNHG6|641638	628.3687
SNHG7|84973	1656.1596	SNHG7|84973	779.6567
SNHG8|100093630	2440.3216	SNHG8|100093630	572.7438
SNHG9|735301	41.744	SNHG9|735301	23.4008
SNIP1|79753	342.3006	SNIP1|79753	362.904
SNN|8303	847.8664	SNN|8303	1958.3773
SNORA8|654320	143.5467	SNORA8|654320	185.1501
lowly_expressed	lowly_expressed	SNORD116-20|100033431	14.1939
SNORD116-28|100033820	7.6005	SNORD116-28|100033820	28.572
SNORD116-4|100033416	9.6506	SNORD116-4|100033416	58.3715
SNORD1C|677850	50.3432	SNORD1C|677850	9.3373
SNPH|9751	47.3098	SNPH|9751	204.0855
SNRK|54861	528.4477	SNRK|54861	1516.4477
SNRNP200|23020	5800.5566	SNRNP200|23020	6800.422
SNRNP25|79622	782.6221	SNRNP25|79622	348.3265
SNRNP27|11017	440.0124	SNRNP27|11017	450.7529
SNRNP35|11066	285.0093	SNRNP35|11066	305.3189
SNRNP40|9410	724.4898	SNRNP40|9410	670.1832
SNRNP48|154007	244.898	SNRNP48|154007	347.5592
SNRNP70|6625	2316.945	SNRNP70|6625	2630.8622
SNRPA1|6627	429.8083	SNRPA1|6627	257.4087
SNRPA|6626	1035.8689	SNRPA|6626	940.2513
SNRPB2|6629	1289.1156	SNRPB2|6629	635.6574
SNRPB|6628	2699.1342	SNRPB|6628	1379.1119
SNRPC|6631	767.4706	SNRPC|6631	714.683
SNRPD1|6632	931.6636	SNRPD1|6632	479.5243
SNRPD2|6633	1504.6382	SNRPD2|6633	1589.719
SNRPD3|6634	1229.9938	SNRPD3|6634	1053.8487
SNRPE|6635	2079.4682	SNRPE|6635	521.3388
SNRPF|6636	719.8516	SNRPF|6636	429.6538
SNRPG|6637	792.5169999999999	SNRPG|6637	436.5589
SNRPN|6638	1424.8547	SNRPN|6638	1186.5004
SNTA1|6640	315.7081	SNTA1|6640	907.6436
SNTB1|6641	271.7996	SNTB1|6641	271.6026
SNTB2|6645	484.8485	SNTB2|6645	1357.2456
SNTG2|54221	8.0396	SNTG2|54221	21.4827
SNUPN|10073	444.6506	SNUPN|10073	477.6062
SNURF|8926	107.3036	SNURF|8926	76.7316
SNW1|22938	1650.5875	SNW1|22938	1259.8063
SNX10|29887	1537.7242	SNX10|29887	604.2006
SNX11|29916	951.1441	SNX11|29916	596.9119
SNX12|29934	314.16200000000003	SNX12|29934	275.8224
SNX13|23161	1041.744	SNX13|23161	1151.242
SNX14|57231	649.3506	SNX14|57231	1037.307
SNX15|29907	479.9876	SNX15|29907	648.7005
SNX16|64089	155.5349	SNX16|64089	324.5421
SNX17|9784	3274.8918	SNX17|9784	2728.6851
SNX18|112574	1062.7706	SNX18|112574	1016.9752
SNX19|399979	1423.3148	SNX19|399979	2629.7113
SNX1|6642	2410.9462	SNX1|6642	5112.4964
SNX20|124460	42.6716	SNX20|124460	44.2735
SNX21|90203	317.7551	SNX21|90203	967.2389
SNX22|79856	139.2301	SNX22|79856	124.3733
SNX24|28966	393.6302	SNX24|28966	151.9133
SNX25|83891	357.4521	lowly_expressed	lowly_expressed
SNX27|81609	3744.8701	SNX27|81609	1049.0151
SNX29|92017	816.3265	SNX29|92017	1276.3019
SNX2|6643	1887.1367	SNX2|6643	1852.4983
SNX30|401548	463.8219	SNX30|401548	708.5451
SNX33|257364	675.9431	SNX33|257364	1665.6756
SNX3|8724	2298.7013	SNX3|8724	3561.1393
SNX4|8723	867.9654	SNX4|8723	703.9417
SNX5|27131	1959.1837	SNX5|27131	1997.8901
SNX6|58533	1712.1212	SNX6|58533	1490.3616
SNX7|51375	471.5523	SNX7|51375	428.1193
SNX8|29886	1162.3377	SNX8|29886	426.9684
SNX9|51429	1172.851	SNX9|51429	2725.6162
SOAT1|6646	938.4663	SOAT1|6646	560.8516
SOBP|55084	71.7378	SOBP|55084	164.9564
SOCS1|8651	56.2771	SOCS1|8651	34.1421
SOCS2|8835	52.8757	SOCS2|8835	461.8778
SOCS3|9021	825.6030000000001	SOCS3|9021	1768.4857
SOCS4|122809	816.0173	SOCS4|122809	609.1877
SOCS5|9655	634.5083	SOCS5|9655	1294.7156
SOCS6|9306	990.4143	SOCS6|9306	842.8119
SOCS7|30837	102.35	SOCS7|30837	131.9651
SOD1|6647	4460.4205	SOD1|6647	3059.3651
SOD2|6648	2597.7118	SOD2|6648	13251.7503
SOD3|6649	64.0074	SOD3|6649	2535.7246
SOHLH2|54937	28.7199	SOHLH2|54937	39.7123
SOLH|6650	797.4644	SOLH|6650	657.1401
SON|6651	5189.5485	SON|6651	7312.9376
SORBS1|10580	606.9882	SORBS1|10580	25397.142000000003
SORBS2|8470	68.9549	SORBS2|8470	1900.4508
SORBS3|10174	2424.2424	SORBS3|10174	2908.219
lowly_expressed	lowly_expressed	SORCS1|114815	123.5255
SORCS2|57537	271.1812	SORCS2|57537	163.0383
SORD|6652	330.8596	SORD|6652	239.3785
SORL1|6653	2174.0878	SORL1|6653	2471.6601
SORT1|6272	3146.5677	SORT1|6272	4200.633
SOS1|6654	1248.2993	SOS1|6654	2773.9522
SOS2|6655	1108.8435	SOS2|6655	1458.5211
lowly_expressed	lowly_expressed	SOSTDC1|25928	571.9766
lowly_expressed	lowly_expressed	SOX10|6663	2010.5495
SOX11|6664	217.9963	SOX11|6664	51.7886
SOX12|6666	1252.0099	SOX12|6666	309.1973
SOX13|9580	1180.5813	SOX13|9580	1232.9529
lowly_expressed	lowly_expressed	SOX15|6665	28.3878
SOX17|64321	25.3556	SOX17|64321	233.6242
SOX18|54345	69.2641	SOX18|54345	465.714
SOX3|6658	6.4935	lowly_expressed	lowly_expressed
SOX4|6659	3253.8652	SOX4|6659	2622.0389
SOX5|6660	9.5857	SOX5|6660	118.1548
lowly_expressed	lowly_expressed	SOX6|55553	114.7022
SOX7|83595	31.5399	SOX7|83595	351.0118
SOX8|30812	8.9672	SOX8|30812	65.9825
SOX9|6662	389.3012	SOX9|6662	2177.0404
SP100|6672	1337.3531	SP100|6672	1700.9686
SP110|3431	605.4422	SP110|3431	426.9684
SP140L|93349	235.6215	SP140L|93349	336.8179
SP140|11262	110.6988	SP140|11262	36.4438
SP1|6667	3179.0353	SP1|6667	3448.7389
SP2|6668	777.6747	SP2|6668	788.7216
SP3|6670	2246.7532	SP3|6670	1840.6061
SP4|6671	328.3859	SP4|6671	194.1114
SP5|389058	20.4082	SP5|389058	12.6594
SP6|80320	238.4045	SP6|80320	173.7796
SPA17|53340	90.9091	SPA17|53340	75.1894
SPAG16|79582	49.1651	SPAG16|79582	299.6068
SPAG17|200162	19.4805	SPAG17|200162	22.2499
SPAG1|6674	231.6017	SPAG1|6674	82.4782
SPAG4|6676	13.9147	SPAG4|6676	18.0301
SPAG5|10615	1155.1484	SPAG5|10615	73.0181
lowly_expressed	lowly_expressed	SPAG6|9576	7.6724
SPAG7|9552	814.7805	SPAG7|9552	791.7905
SPAG8|26206	9.5857	SPAG8|26206	16.112000000000002
SPAG9|9043	3802.7211	SPAG9|9043	2586.3623
SPARCL1|8404	4274.5826	SPARCL1|8404	15236.2137
SPARC|6678	111538.961	SPARC|6678	61676.8006
SPAST|6683	750.4638	SPAST|6683	409.7056
SPATA12|353324	18.5529	lowly_expressed	lowly_expressed
SPATA13|221178	590.7452	SPATA13|221178	655.6056
SPATA17|128153	145.6401	SPATA17|128153	21.4827
SPATA18|132671	655.8442	SPATA18|132671	342.5722
SPATA20|64847	6675.7297	SPATA20|64847	1143.9532
lowly_expressed	lowly_expressed	SPATA22|84690	6.8821
SPATA24|202051	20.0989	SPATA24|202051	24.168000000000003
SPATA2L|124044	504.6382	SPATA2L|124044	141.9392
SPATA2|9825	298.3921	SPATA2|9825	419.6797
SPATA5L1|79029	125.5411	SPATA5L1|79029	133.1159
SPATA5|166378	273.6549	SPATA5|166378	209.8398
SPATA6|54558	70.1917	SPATA6|54558	140.4047
SPATA7|55812	234.6939	SPATA7|55812	168.4089
SPATA9|83890	19.7897	SPATA9|83890	32.6077
SPATS2L|26010	1604.5145	SPATS2L|26010	1345.737
SPATS2|65244	682.7458	SPATS2|65244	318.4041
SPC24|147841	74.2115	lowly_expressed	lowly_expressed
SPC25|57405	107.2975	lowly_expressed	lowly_expressed
SPCS1|28972	1292.718	SPCS1|28972	1252.1339
SPCS2|9789	888.6827	SPCS2|9789	461.1106
SPCS3|60559	3008.0396	SPCS3|60559	2517.3108
SPDEF|25803	342.6098	SPDEF|25803	493.7182
SPDYE1|285955	5.5659	lowly_expressed	lowly_expressed
SPDYE3|441272	55.2845	SPDYE3|441272	62.6988
SPDYE6|729597	16.0792	SPDYE6|729597	6.1379
SPDYE8P|389517	8.9672	SPDYE8P|389517	9.9741
SPEF1|25876	30.303	SPEF1|25876	8.4396
SPEF2|79925	220.7792	SPEF2|79925	149.6116
SPEG|10290	113.791	SPEG|10290	745.3726
SPEN|23013	2405.0711	SPEN|23013	3643.2339
SPESP1|246777	194.9474	SPESP1|246777	65.3803
SPG11|80208	1038.6518	SPG11|80208	1832.5501
SPG20|23111	1193.8776	SPG20|23111	1714.7789
SPG21|51324	2161.41	SPG21|51324	1615.0379
SPG7|6687	885.5906	SPG7|6687	1039.6087
SPHAR|10638	110.2134	SPHAR|10638	100.9303
SPHK1|8877	609.0631	SPHK1|8877	470.5131
SPHK2|56848	490.1546	SPHK2|56848	272.0591
lowly_expressed	lowly_expressed	SPHKAP|80309	57.1593
SPI1|6688	745.2072	SPI1|6688	680.1573
lowly_expressed	lowly_expressed	SPIB|6689	8.056000000000001
SPIN1|10927	2419.295	SPIN1|10927	2430.2292
SPIN2A|54466	5.5659	SPIN2A|54466	6.9052
SPIN2B|474343	92.6376	SPIN2B|474343	95.5596
SPIN3|169981	286.0235	SPIN3|169981	328.7619
SPIN4|139886	203.7724	SPIN4|139886	142.3228
lowly_expressed	lowly_expressed	SPINK5|11005	19.9482
lowly_expressed	lowly_expressed	SPINK8|646424	18.0301
lowly_expressed	lowly_expressed	SPINLW1|57119	5.3707
SPINT1|6692	2376.6234	SPINT1|6692	2141.3638
SPINT2|10653	7004.9474	SPINT2|10653	3426.1053
SPIRE1|56907	981.1379	SPIRE1|56907	947.9237
SPIRE2|84501	158.3179	SPIRE2|84501	65.9825
SPNS1|83985	961.3203	SPNS1|83985	641.1547
SPNS2|124976	84.9814	SPNS2|124976	1025.9288
lowly_expressed	lowly_expressed	SPNS3|201305	16.8793
SPN|6693	177.18	SPN|6693	259.3267
SPOCD1|90853	116.8831	SPOCD1|90853	17.6465
SPOCK1|6695	1291.8986	SPOCK1|6695	621.4635
SPOCK2|9806	264.3785	SPOCK2|9806	360.2187
lowly_expressed	lowly_expressed	SPOCK3|50859	12.2758
SPON1|10418	1716.141	SPON1|10418	2113.7432
SPON2|10417	772.4181	SPON2|10417	739.6183
SPOPL|339745	1405.6895	SPOPL|339745	903.4238
SPOP|8405	532.7767	SPOP|8405	1117.8671
SPP1|6696	9267.7798	SPP1|6696	440.3951
SPPL2A|84888	574.8299	SPPL2A|84888	739.2347
SPPL2B|56928	724.799	SPPL2B|56928	832.4542
SPPL3|121665	904.7619	SPPL3|121665	1124.3886
SPRED1|161742	538.0334	SPRED1|161742	1237.1727
SPRED2|200734	1005.8751	SPRED2|200734	1053.4189999999999
SPRN|503542	67.718	SPRN|503542	70.2024
SPRR1A|6698	39.8887	lowly_expressed	lowly_expressed
SPRR3|6707	27.8293	lowly_expressed	lowly_expressed
SPRY1|10252	228.5096	SPRY1|10252	1446.2453
SPRY2|10253	113.791	SPRY2|10253	1042.6777
SPRY3|10251	17.9344	SPRY3|10251	93.2195
SPRY4|81848	343.2282	SPRY4|81848	548.1922
SPRYD3|84926	1991.6512	SPRYD3|84926	1808.7657
SPRYD4|283377	416.2028	SPRYD4|283377	254.7233
SPR|6697	2006.4935	SPR|6697	665.5797
SPSB1|80176	1103.8961	SPSB1|80176	818.2603
SPSB2|84727	153.3704	SPSB2|84727	130.4306
SPSB3|90864	724.4898	SPSB3|90864	741.92
SPSB4|92369	91.8367	SPSB4|92369	12.6594
SPTAN1|6709	5576.376	SPTAN1|6709	11246.1878
SPTBN1|6711	7590.9091	SPTBN1|6711	35279.9463
SPTBN2|6712	700.9895	SPTBN2|6712	931.0444
SPTBN4|57731	98.3302	SPTBN4|57731	82.4782
SPTBN5|51332	96.7842	SPTBN5|51332	121.7455
SPTB|6710	17.0068	SPTB|6710	277.7405
SPTLC1|10558	1199.7526	SPTLC1|10558	1458.1375
SPTLC2|9517	1965.0588	SPTLC2|9517	2051.9804
SPTLC3|55304	82.8695	SPTLC3|55304	255.1069
SPTY2D1|144108	724.9412	SPTY2D1|144108	844.4193
SQLE|6713	3147.4954	SQLE|6713	270.0681
SQRDL|58472	1179.3445	SQRDL|58472	1391.7714
SQSTM1|8878	12099.5918	SQSTM1|8878	10443.2147
SR140|23350	1794.3723	SR140|23350	1709.4083
SRA1|10011	704.7001	SRA1|10011	517.5026
SRBD1|55133	384.9722	SRBD1|55133	425.0504
SRCAP|10847	4402.5974	SRCAP|10847	4463.4123
SRCIN1|80725	76.0668	SRCIN1|80725	131.9651
SRCRB4D|136853	38.4818	SRCRB4D|136853	54.543
SRC|6714	975.572	SRC|6714	735.0149
SRD5A1|6715	354.9784	SRD5A1|6715	102.81
SRD5A3|79644	2033.2684	SRD5A3|79644	471.4261
SREBF1|6720	4056.8955	SREBF1|6720	2638.151
SREBF2|6721	1790.9709	SREBF2|6721	2655.0302
SRFBP1|153443	298.3921	SRFBP1|153443	242.0639
SRF|6722	845.7019	SRF|6722	1636.1370000000002
SRGAP1|57522	1034.3228	SRGAP1|57522	520.9552
SRGAP2|23380	986.0853	SRGAP2|23380	798.3121
SRGAP3|9901	152.752	SRGAP3|9901	218.6631
SRGN|5552	996.2894	SRGN|5552	2210.7989
SRI|6717	1229.4372	SRI|6717	1457.7539
SRL|6345	12.0594	SRL|6345	65.2153
SRMS|6725	40.5071	SRMS|6725	6.1379
SRM|6723	1281.6945	SRM|6723	1318.1164
SRP14|6727	2611.3173	SRP14|6727	3508.1999
SRP19|6728	937.0996	SRP19|6728	548.9326
SRP54|6729	1630.4886	SRP54|6729	890.7644
SRP68|6730	4078.2313	SRP68|6730	1940.3472
SRP72|6731	4194.1868	SRP72|6731	2222.6911
SRP9|6726	5450.2165	SRP9|6726	2673.4439
SRPK1|6732	752.9375	SRPK1|6732	791.7905
SRPK2|6733	1596.7842	SRPK2|6733	825.1654
SRPK3|26576	36.7378	SRPK3|26576	6.3796
SRPRB|58477	2075.1391	SRPRB|58477	1096.768
SRPR|6734	12155.5349	SRPR|6734	3902.5607
SRPX2|27286	551.3296	SRPX2|27286	1582.8138
SRPX|8406	341.0637	SRPX|8406	3279.5627
SRRD|402055	299.0105	SRRD|402055	235.926
SRRM1|10250	1176.5615	SRRM1|10250	1894.3128
SRRM2|23524	12940.3185	SRRM2|23524	13962.9807
SRRM3|222183	568.0272	SRRM3|222183	77.1075
SRRM5|100170229	17.384	SRRM5|100170229	11.5009
SRRT|51593	1569.8825	SRRT|51593	1728.9729
SRR|63826	130.3309	SRR|63826	334.3781
SRXN1|140809	1732.5294	SRXN1|140809	751.5105
SS18L1|26039	264.0693	SS18L1|26039	326.8438
SS18L2|51188	155.2257	SS18L2|51188	201.7838
SS18|6760	2878.4787	SS18|6760	1796.8735
SSBP1|6742	1318.1818	SSBP1|6742	752.2777
SSBP2|23635	397.9592	SSBP2|23635	626.0669
SSBP3|23648	932.9004	SSBP3|23648	717.3684
SSBP4|170463	1272.4181	SSBP4|170463	557.7827
SSB|6741	2272.9375	SSB|6741	2498.5749
SSC5D|284297	441.2492	SSC5D|284297	659.8255
SSFA2|6744	4527.8293	SSFA2|6744	3373.5494
SSH1|54434	1293.1354	SSH1|54434	1532.1761
SSH2|85464	572.3562	SSH2|85464	950.2254
SSH3|54961	1715.8318	SSH3|54961	1021.9622
SSNA1|8636	1110.6988	SSNA1|8636	659.0582
SSPN|8082	1006.1843	SSPN|8082	1838.6879999999999
SSPO|23145	32.4675	SSPO|23145	36.8275
SSR1|6745	2680.5813	SSR1|6745	3547.7127
SSR2|6746	9038.0334	SSR2|6746	3751.031
SSR3|6747	5334.5702	SSR3|6747	3305.6488
SSR4|6748	2904.4527	SSR4|6748	1851.3475
SSRP1|6749	3870.4391	lowly_expressed	lowly_expressed
SSSCA1|10534	502.4737	SSSCA1|10534	281.5767
lowly_expressed	lowly_expressed	SSTR1|6751	53.7067
SSTR2|6752	73.2839	SSTR2|6752	44.4999
SSU72|29101	3163.2653	SSU72|29101	2398.7724
SSX2IP|117178	598.9487	SSX2IP|117178	215.2105
ST13|6767	2896.4131	ST13|6767	5845.9768
ST14|6768	2474.3352	ST14|6768	2338.5442
ST20|400410	52.3779	ST20|400410	38.3965
ST3GAL1|6482	561.8429	ST3GAL1|6482	1983.6962
ST3GAL2|6483	453.3086	ST3GAL2|6483	625.6833
ST3GAL3|6487	166.3575	ST3GAL3|6487	443.4641
ST3GAL4|6484	1836.1163	ST3GAL4|6484	413.9254
ST3GAL5|8869	252.6283	ST3GAL5|8869	298.4559
ST3GAL6|10402	146.5677	ST3GAL6|10402	128.1289
ST5|6764	972.7891	ST5|6764	1832.5501
ST6GAL1|6480	683.9827	ST6GAL1|6480	2548.0004
ST6GAL2|84620	499.3816	ST6GAL2|84620	52.9395
lowly_expressed	lowly_expressed	ST6GALNAC1|55808	97.823
ST6GALNAC2|10610	490.7236	ST6GALNAC2|10610	365.2057
ST6GALNAC3|256435	15.1515	ST6GALNAC3|256435	158.8185
ST6GALNAC4|27090	271.4904	ST6GALNAC4|27090	418.5288
ST6GALNAC5|81849	106.0606	ST6GALNAC5|81849	170.327
ST6GALNAC6|30815	794.6815	ST6GALNAC6|30815	3490.5534
ST7L|54879	282.0037	ST7L|54879	223.2665
ST7OT1|93653	23.3488	ST7OT1|93653	36.3441
ST7|7982	700.4947	ST7|7982	540.1899
ST8SIA1|6489	39.8887	ST8SIA1|6489	330.2963
ST8SIA2|8128	46.073	ST8SIA2|8128	17.2629
ST8SIA4|7903	306.1224	ST8SIA4|7903	238.2277
lowly_expressed	lowly_expressed	ST8SIA6|338596	52.1722
STAB1|23166	681.4564	STAB1|23166	5366.4525
lowly_expressed	lowly_expressed	STAB2|55576	74.8058
lowly_expressed	lowly_expressed	STAC2|342667	10925.4819
STAC3|246329	230.705	STAC3|246329	32.9913
STAC|6769	144.094	STAC|6769	81.7109
STAG1|10274	1215.0495	STAG1|10274	1205.7198
STAG2|10735	2961.6574	STAG2|10735	2552.6038
STAG3L1|54441	38.3426	STAG3L1|54441	68.6679
STAG3L2|442582	37.415	STAG3L2|442582	144.6245
STAG3L3|442578	107.9159	STAG3L3|442578	181.2755
STAG3L4|64940	70.5009	STAG3L4|64940	107.4134
STAG3|10734	33.2313	STAG3|10734	12.4408
STAM2|10254	988.2498	STAM2|10254	860.842
STAMBPL1|57559	125.2319	STAMBPL1|57559	86.3144
STAMBP|10617	671.9233	STAMBP|10617	532.4638
STAM|8027	704.0816	STAM|8027	410.8564
STAP1|26228	6.8027	lowly_expressed	lowly_expressed
STAP2|55620	616.5739	STAP2|55620	358.6842
STARD10|10809	3159.2455	STARD10|10809	497.93800000000005
STARD13|90627	254.4836	STARD13|90627	1016.2079
STARD3NL|83930	606.0606	STARD3NL|83930	545.5069
STARD3|10948	620.2845	STARD3|10948	743.4545
STARD4|134429	45.1453	STARD4|134429	42.5818
STARD5|80765	68.6456	STARD5|80765	67.9006
STARD7|56910	3312.7087	STARD7|56910	3400.5984
STARD8|9754	239.0229	STARD8|9754	616.8601
STAT1|6772	6466.6048	STAT1|6772	3647.0701
STAT2|6773	2635.7452	STAT2|6773	2105.6872
STAT3|6774	3372.2944	STAT3|6774	10236.885
STAT4|6775	35.2505	STAT4|6775	56.7757
STAT5A|6776	832.0965	STAT5A|6776	4366.3566
STAT5B|6777	952.6902	STAT5B|6777	4430.420999999999
STAT6|6778	2047.0006	STAT6|6778	5351.4913
STAU1|6780	2394.5578	STAU1|6780	2729.0688
STAU2|27067	663.8837	STAU2|27067	741.1528
STBD1|8987	1752.9623	STBD1|8987	2084.1699
STC1|6781	1974.6444	STC1|6781	418.1452
STC2|8614	756.0297	STC2|8614	3731.4664
STEAP1|26872	150.8967	STEAP1|26872	848.1826
STEAP2|261729	124.3043	STEAP2|261729	1077.2034
STEAP3|55240	1809.2146	STEAP3|55240	2225.3764
