gene_id	TCGA-BH-A0C3-01A-21R-A12P-07	gene_id	TCGA-BH-A0C3-11A-23R-A12P-07
RWDD1|51389	764.3824	RWDD1|51389	907.8043
RWDD2A|112611	107.445	RWDD2A|112611	120.5014
RWDD2B|10069	273.2657	RWDD2B|10069	404.3672
RWDD3|25950	158.2064	RWDD3|25950	302.0623
RWDD4A|201965	348.9848	RWDD4A|201965	548.7262
RXRA|6256	2166.6667	RXRA|6256	1659.5228
RXRB|6257	733.9255	RXRB|6257	1234.9373
RXRG|6258	23.2657	RXRG|6258	8.4917
RYBP|23429	1167.5127	RYBP|23429	1275.7784
RYK|6259	1129.0186	RYK|6259	1877.8811
RYR1|6261	31.7259	RYR1|6261	257.1775
RYR2|6262	19.8816	RYR2|6262	12.9397
RYR3|6263	31.3029	RYR3|6263	276.1828
S100A10|6281	10432.7411	S100A10|6281	1737.5657
S100A11|6282	11193.7394	S100A11|6282	3625.9604
S100A13|6284	2701.7766	S100A13|6284	1071.9774
S100A14|57402	8921.3198	S100A14|57402	808.33
S100A16|140576	6651.8613	S100A16|140576	2154.4683
S100A1|6271	655.2453	S100A1|6271	670.8451
S100A2|6273	11.8443	S100A2|6273	48.1197
S100A3|6274	9.7293	S100A3|6274	5.6611
S100A4|6275	1487.3096	S100A4|6275	1401.941
S100A6|6277	4438.2403	S100A6|6277	6774.3631
S100A8|6279	26.6497	S100A8|6279	57.0158
S100A9|6280	117.5973	S100A9|6280	217.5495
S100B|6285	574.4501	S100B|6285	731.9046
S100PBP|64766	569.3739	S100PBP|64766	612.2119
S100P|6286	173.8579	lowly_expressed	lowly_expressed
S1PR1|1901	1475.4653	S1PR1|1901	752.5273
S1PR2|9294	277.9188	S1PR2|9294	310.9584
S1PR3|1903	1032.4577	S1PR3|1903	536.9794
S1PR4|8698	44.4162	S1PR4|8698	26.2839
S1PR5|53637	37.225	S1PR5|53637	28.3057
SAA1|6288	369.7124	SAA1|6288	1304.4885
SAA2|6289	76.5651	SAA2|6289	881.1161
lowly_expressed	lowly_expressed	SAA4|6291	48.1197
SAAL1|113174	99.8308	SAAL1|113174	194.0962
SAC3D1|29901	134.5178	SAC3D1|29901	56.207
SACM1L|22908	1072.758	SACM1L|22908	1083.2996
SACS|26278	554.9915	SACS|26278	1406.7934
SAE1|10055	2397.2081	SAE1|10055	1198.1399
SAFB2|9667	1029.1878	SAFB2|9667	865.7501
SAFB|6294	1397.2081	SAFB|6294	1112.4141
SALL1|6299	36.802	SALL1|6299	34.7756
SALL2|6297	381.9797	SALL2|6297	822.0784
SALL4|57167	24.1117	lowly_expressed	lowly_expressed
SAMD10|140700	84.6024	SAMD10|140700	215.5277
SAMD11|148398	151.489	lowly_expressed	lowly_expressed
SAMD12|401474	426.3959	SAMD12|401474	398.70599999999996
SAMD13|148418	16.4975	SAMD13|148418	42.8629
SAMD14|201191	21.9966	lowly_expressed	lowly_expressed
SAMD1|90378	224.6193	SAMD1|90378	151.2333
SAMD3|154075	49.9154	SAMD3|154075	25.8795
SAMD4A|23034	449.6616	SAMD4A|23034	457.7436
SAMD4B|55095	1516.0745	SAMD4B|55095	1936.11
SAMD5|389432	60.9137	SAMD5|389432	1628.7909
SAMD8|142891	279.1878	SAMD8|142891	141.9329
SAMD9L|219285	1069.3739	SAMD9L|219285	695.1072
SAMD9|54809	1909.8985	SAMD9|54809	397.8973
SAMHD1|25939	1850.0846	SAMHD1|25939	671.1322
SAMM50|25813	1041.4213	SAMM50|25813	1191.67
SAMSN1|64092	272.4196	SAMSN1|64092	78.8516
SAP130|79595	794.4162	SAP130|79595	837.04
SAP18|10284	2175.5499	SAP18|10284	2215.5277
SAP30BP|29115	952.6227	SAP30BP|29115	957.9458
SAP30L|79685	931.8951	SAP30L|79685	1848.3623
SAP30|8819	126.4805	SAP30|8819	80.8734
SAPS1|22870	2032.9949	SAPS1|22870	1181.1565
SAPS2|9701	845.1777	SAPS2|9701	1211.8884
SAPS3|55291	6019.4585	SAPS3|55291	2365.1436
SAR1A|56681	3010.9983	SAR1A|56681	2358.6737
SAR1B|51128	1135.3638	SAR1B|51128	325.5156
SARDH|1757	26.6497	SARDH|1757	68.7424
SARM1|23098	180.1988	SARM1|23098	669.7978
SARNP|84324	630.9264	SARNP|84324	607.4201
SARS2|54938	286.379	SARS2|54938	386.3364
SARS|6301	2500.0	SARS|6301	2964.4157
SART1|9092	784.2639999999999	SART1|9092	640.1132
SART3|9733	1178.511	SART3|9733	1246.664
SASH1|23328	1408.2064	SASH1|23328	2598.4634
SASH3|54440	497.8849	SASH3|54440	308.5321
SASS6|163786	178.511	SASS6|163786	134.2499
SAT1|6303	2861.6751	SAT1|6303	2038.0105
SAT2|112483	505.4992	SAT2|112483	697.9377
SATB1|6304	552.4535	SATB1|6304	1276.1828
SATB2|23314	114.6362	SATB2|23314	55.3983
SATL1|340562	21.5736	SATL1|340562	37.2018
SAV1|60485	1046.5313	SAV1|60485	2167.408
SBDSP1|155370	409.0525	SBDSP1|155370	429.0336
SBDS|51119	1610.4061	SBDS|51119	1866.5588
SBF1|6305	1329.9492	SBF1|6305	1577.8407
SBF2|81846	1065.7741	SBF2|81846	1691.9854
SBK1|388228	998.308	SBK1|388228	214.71900000000002
SBNO1|55206	1060.4907	SBNO1|55206	757.7841
SBNO2|22904	901.4382	SBNO2|22904	1104.3267
SC4MOL|6307	796.5313	SC4MOL|6307	974.5249
SC5DL|6309	1862.0981	SC5DL|6309	1780.4286
SC65|10609	1016.9205	SC65|10609	252.3251
SCAF1|58506	1258.8832	SCAF1|58506	854.8322
SCAI|286205	227.5804	SCAI|286205	425.3943
SCAMP1|9522	1548.6464	SCAMP1|9522	1420.5419
SCAMP2|10066	2448.3926	SCAMP2|10066	2446.0170000000003
SCAMP3|10067	2436.1252	SCAMP3|10067	1053.7808
SCAMP4|113178	1083.3333	SCAMP4|113178	1803.8819
SCAMP5|192683	128.5956	SCAMP5|192683	374.8484
SCAND1|51282	289.7631	SCAND1|51282	238.981
SCAND2|54581	264.8054	SCAND2|54581	329.5592
SCAND3|114821	140.4399	SCAND3|114821	150.4246
SCAPER|49855	300.3384	SCAPER|49855	557.6223
SCAP|22937	1912.335	SCAP|22937	2293.0732
SCARA3|51435	1220.3892	SCARA3|51435	1627.5778
SCARA5|286133	360.8291	SCARA5|286133	1389.8099
SCARB1|949	1689.5093	SCARB1|949	2186.0089
SCARB2|950	6060.4907	SCARB2|950	7052.5677
SCARF1|8578	339.2555	SCARF1|8578	160.5338
SCARF2|91179	288.9171	SCARF2|91179	168.6211
lowly_expressed	lowly_expressed	SCARNA9|619383	6.8742
SCCPDH|51097	929.78	SCCPDH|51097	907.8043
SCD5|79966	132.4027	SCD5|79966	385.3619
SCD|6319	98855.75300000001	SCD|6319	22173.8779
SCFD1|23256	869.7124	SCFD1|23256	1168.2167
SCFD2|152579	443.7394	SCFD2|152579	395.4711
SCG2|7857	48.2234	SCG2|7857	53.7808
SCG3|29106	9.7293	SCG3|29106	27.9013
SCG5|6447	75.2961	SCG5|6447	160.9381
lowly_expressed	lowly_expressed	SCGB1D2|10647	3134.6543
SCGB2A1|4246	19.0355	SCGB2A1|4246	110.7966
SCGB2A2|4250	7.6142	SCGB2A2|4250	13116.0534
SCGB3A1|92304	11.8443	SCGB3A1|92304	2591.1848
SCHIP1|29970	144.247	SCHIP1|29970	221.9976
SCIN|85477	30.0338	SCIN|85477	27.9013
SCLT1|132320	153.5533	SCLT1|132320	168.2167
SCLY|51540	201.7766	SCLY|51540	181.1565
SCMH1|22955	830.3723	SCMH1|22955	1410.8370000000002
SCML1|6322	165.8206	SCML1|6322	217.5495
SCML2|10389	85.4484	SCML2|10389	50.5459
SCML4|256380	71.066	SCML4|256380	67.1249
SCN11A|11280	25.8037	SCN11A|11280	23.8577
SCN1B|6324	191.2014	SCN1B|6324	93.4088
SCN2A|6326	10.9983	SCN2A|6326	315.8108
SCN2B|6327	45.2623	SCN2B|6327	226.85
SCN3A|6328	55.8376	SCN3A|6328	138.2936
SCN3B|55800	80.7953	SCN3B|55800	121.3101
SCN4A|6329	274.9577	SCN4A|6329	94.2175
SCN4B|6330	394.24699999999996	SCN4B|6330	1004.0437
SCN5A|6331	5.4992	SCN5A|6331	66.7206
SCN7A|6332	255.9222	SCN7A|6332	78.4472
SCN8A|6334	31.7259	SCN8A|6334	76.021
SCN9A|6335	42.7242	SCN9A|6335	29.0174
SCNM1|79005	945.4315	SCNM1|79005	368.7829
SCNN1A|6337	2239.0017	SCNN1A|6337	3065.9118
SCNN1B|6338	226.7343	SCNN1B|6338	263.243
SCNN1D|6339	61.3367	SCNN1D|6339	124.5451
SCNN1G|6340	66.4129	SCNN1G|6340	139.1023
SCO1|6341	427.24199999999996	SCO1|6341	372.8265
SCO2|9997	263.1134	SCO2|9997	239.7897
SCOC|60592	1660.7445	SCOC|60592	1371.6134
SCP2|6342	4334.1794	SCP2|6342	2672.867
SCPEP1|59342	2424.2809	SCPEP1|59342	3792.5596
lowly_expressed	lowly_expressed	SCRG1|11341	57.4201
SCRIB|23513	947.9695	SCRIB|23513	930.0445
SCRN1|9805	1324.0271	SCRN1|9805	1721.391
SCRN2|90507	948.8156	SCRN2|90507	541.4476
SCRN3|79634	350.6768	SCRN3|79634	297.2099
SCUBE1|80274	45.2623	SCUBE1|80274	78.0429
SCUBE2|57758	410.3215	SCUBE2|57758	3680.9543
SCUBE3|222663	10.1523	SCUBE3|222663	8.8961
SCYL1|57410	1572.28	SCYL1|57410	1347.9943
SCYL2|55681	1551.6074	SCYL2|55681	1108.3704
SCYL3|57147	526.4425	SCYL3|57147	585.7703
SDAD1|55153	1078.2572	SDAD1|55153	1271.3304
SDC1|6382	2300.3384	SDC1|6382	2355.4387
SDC2|6383	1861.2521	SDC2|6383	1873.8374
SDC3|9672	2077.8342	SDC3|9672	2879.903
SDC4|6385	2971.2352	SDC4|6385	4837.04
SDCBP2|27111	56.1971	SDCBP2|27111	49.074
SDCBP|6386	4018.6125	SDCBP|6386	2474.3227
SDCCAG1|9147	1074.0271	SDCCAG1|9147	992.7214
SDCCAG3|10807	494.9239	SDCCAG3|10807	541.0433
SDCCAG8|10806	528.7648	SDCCAG8|10806	520.8249
SDF2L1|23753	221.2352	SDF2L1|23753	113.6272
SDF2|6388	764.8054	SDF2|6388	593.611
SDF4|51150	2804.5685	SDF4|51150	1473.1096
SDHAF1|644096	201.3536	SDHAF1|644096	148.8071
SDHAF2|54949	365.0592	SDHAF2|54949	484.4319
SDHAP1|255812	156.9374	SDHAP1|255812	232.1068
SDHAP2|727956	170.8968	SDHAP2|727956	198.5443
SDHAP3|728609	76.5651	SDHAP3|728609	145.9765
SDHA|6389	1872.2504	SDHA|6389	1632.8346
SDHB|6390	1347.2927	SDHB|6390	1162.96
SDHC|6391	2453.8917	SDHC|6391	1296.4011
SDHD|6392	1263.9594	SDHD|6392	1738.7788
SDK1|221935	261.8443	SDK1|221935	568.5402
SDK2|54549	219.1201	SDK2|54549	763.4452
SDPR|8436	1292.7242	SDPR|8436	1300.4448
SDR16C5|195814	553.7225	SDR16C5|195814	130.6106
SDR39U1|56948	510.4146	SDR39U1|56948	716.2879
SDR42E1|93517	103.6379	SDR42E1|93517	330.7723
SDSL|113675	229.2724	SDSL|113675	58.2289
SDS|10993	255.0761	SDS|10993	22.2402
SEC11A|23478	2015.6514	SEC11A|23478	2088.9608
SEC11C|90701	783.8409	SEC11C|90701	967.6506
SEC13|6396	2084.6024	SEC13|6396	1320.6632
SEC14L1|6397	2504.2301	SEC14L1|6397	2159.3207
SEC14L2|23541	2272.7834	SEC14L2|23541	1777.4929
lowly_expressed	lowly_expressed	SEC14L4|284904	8.8961
SEC14L5|9717	7.6142	SEC14L5|9717	20.6227
SEC16A|9919	4896.3621	SEC16A|9919	3914.2742
SEC16B|89866	224.1794	SEC16B|89866	383.4776
lowly_expressed	lowly_expressed	SEC1|653677	12.5354
SEC22A|26984	295.6853	SEC22A|26984	348.5645
SEC22B|9554	2115.9052	SEC22B|9554	1156.4901
SEC22C|9117	843.4856	SEC22C|9117	807.9256
SEC23A|10484	2260.5753	SEC23A|10484	978.9729
SEC23B|10483	2359.9831	SEC23B|10483	1955.1152
SEC23IP|11196	2023.6887	SEC23IP|11196	1219.5714
SEC24A|10802	1471.2352	SEC24A|10802	783.6636
SEC24B|10427	1464.89	SEC24B|10427	1635.6652
SEC24C|9632	3698.8156	SEC24C|9632	3363.1217
SEC24D|9871	3407.3604	SEC24D|9871	1196.9268
SEC31A|22872	5910.6599	SEC31A|22872	4539.7978
SEC31B|25956	86.1083	SEC31B|25956	370.5823
SEC61A1|29927	9734.8139	SEC61A1|29927	6687.222
SEC61A2|55176	171.7936	SEC61A2|55176	136.1342
SEC61B|10952	794.4162	SEC61B|10952	1016.9834
SEC61G|23480	663.2826	SEC61G|23480	477.1533
SEC62|7095	3643.824	SEC62|7095	3078.8516
SEC63|11231	2337.1404	SEC63|11231	3110.7966
SECISBP2L|9728	1769.4585	SECISBP2L|9728	1880.7117
SECISBP2|79048	773.6887	SECISBP2|79048	1408.8152
SECTM1|6398	1087.9865	SECTM1|6398	258.795
SEH1L|81929	759.7293	SEH1L|81929	832.9964
SEL1L2|80343	5.9222	lowly_expressed	lowly_expressed
SEL1L3|23231	606.599	SEL1L3|23231	894.0558
SEL1L|6400	6469.5431	SEL1L|6400	3423.7768
SELENBP1|8991	4914.1286	SELENBP1|8991	2562.0704
SELE|6401	349.8308	SELE|6401	27.9013
SELK|58515	467.8511	SELK|58515	382.5313
SELL|6402	425.1269	SELL|6402	71.9774
SELM|140606	497.4619	SELM|140606	848.3623
SELO|83642	181.0491	SELO|83642	256.7732
SELPLG|6404	624.7885	SELPLG|6404	340.4772
SELP|6403	557.9526	SELP|6403	282.6526
SELS|55829	1077.8342	SELS|55829	670.0364
SELT|51714	2537.225	SELT|51714	1294.3793
SEMA3A|10371	125.6345	SEMA3A|10371	86.5346
SEMA3B|7869	544.4162	SEMA3B|7869	273.7566
SEMA3C|10512	4799.0694	SEMA3C|10512	6884.351
SEMA3D|223117	197.1235	SEMA3D|223117	701.1727
SEMA3E|9723	213.19799999999998	SEMA3E|9723	1056.6114
SEMA3F|6405	2625.6345	SEMA3F|6405	1031.5406
SEMA3G|56920	1406.0914	SEMA3G|56920	769.5107
SEMA4A|64218	618.0203	SEMA4A|64218	1165.7905
SEMA4B|10509	1027.0728	SEMA4B|10509	2577.8407
SEMA4C|54910	871.8274	SEMA4C|54910	964.8201
SEMA4D|10507	540.6091	SEMA4D|10507	840.6793
SEMA4F|10505	296.5313	SEMA4F|10505	276.1828
SEMA4G|57715	38.0118	SEMA4G|57715	275.1193
SEMA5A|9037	1065.5668	SEMA5A|9037	4186.0089
SEMA5B|54437	90.9475	SEMA5B|54437	23.0489
SEMA6A|57556	400.5922	SEMA6A|57556	1898.9082
SEMA6B|10501	382.8257	SEMA6B|10501	94.6219
SEMA6C|10500	261.4213	SEMA6C|10500	352.6082
SEMA6D|80031	232.6565	SEMA6D|80031	864.1326
SEMA7A|8482	193.7394	SEMA7A|8482	51.75899999999999
SENP1|29843	601.5228	SENP1|29843	574.6057
SENP2|59343	789.3401	SENP2|59343	918.3178
SENP3|26168	670.1734	SENP3|26168	913.1217
SENP5|205564	942.4704	SENP5|205564	921.5528
SENP6|26054	1137.9019	SENP6|26054	2330.7723
SENP7|57337	468.2741	SENP7|57337	702.7901
SENP8|123228	33.4179	SENP8|123228	63.4856
SEP15|9403	3698.3926	SEP15|9403	2958.3502
SEPHS1|22929	888.3249	SEPHS1|22929	1189.2438
SEPHS2|22928	4555.4146	SEPHS2|22928	1247.8771
SEPN1|57190	4642.1320000000005	SEPN1|57190	3615.8512
SEPP1|6414	12659.6701	SEPP1|6414	16828.8556
SEPSECS|51091	345.1777	SEPSECS|51091	577.8407
SEPT10|151011	1310.4907	SEPT10|151011	2234.9373
SEPT11|55752	4653.1303	SEPT11|55752	1700.7683
SEPT12|124404	34.264	lowly_expressed	lowly_expressed
SEPT1|1731	169.2047	SEPT1|1731	128.9931
SEPT2|4735	9258.4602	SEPT2|4735	8085.3215
SEPT3|55964	72.758	SEPT3|55964	272.9478
SEPT4|5414	306.6836	SEPT4|5414	828.9527
SEPT5|5413	261.4213	SEPT5|5413	822.4828
SEPT6|23157	832.9103	SEPT6|23157	991.9127
SEPT7P2|641977	90.1015	SEPT7P2|641977	268.4998
SEPT7|989	3281.3029	SEPT7|989	2860.4933
SEPT8|23176	1553.8959	SEPT8|23176	1464.0962
SEPT9|10801	7758.8832	SEPT9|10801	5362.313
SEPW1|6415	2294.4162	SEPW1|6415	2035.5843
SEPX1|51734	1124.7885	SEPX1|51734	317.4282
SERAC1|84947	139.1709	SERAC1|84947	220.7845
SERBP1|26135	4936.9712	SERBP1|26135	5843.1055
SERF1A|8293	372.2504	SERF1A|8293	558.4311
SERF2|10169	7462.2589	SERF2|10169	4928.6049
SERGEF|26297	148.0541	SERGEF|26297	302.0623
SERHL2|253190	64.6489	SERHL2|253190	388.7141
SERHL|94009	119.7124	SERHL|94009	355.0344
SERINC1|57515	5985.6176	SERINC1|57515	7472.7052
SERINC2|347735	2494.9239	SERINC2|347735	1959.9677
SERINC3|10955	3582.0643	SERINC3|10955	3140.7198
SERINC4|619189	8.9763	SERINC4|619189	12.9236
SERINC5|256987	366.3283	SERINC5|256987	359.8868
SERP1|27230	7422.5296	SERP1|27230	3848.3623
SERP2|387923	15.2284	SERP2|387923	64.6987
SERPINA11|256394	23.2657	SERPINA11|256394	211.0797
lowly_expressed	lowly_expressed	SERPINA12|145264	6.4699
SERPINA1|5265	401.8613	SERPINA1|5265	6146.3809
SERPINA3|12	10357.868	SERPINA3|12	5640.5176
SERPINA5|5104	472.0812	SERPINA5|5104	535.3821
SERPINA6|866	28.7648	SERPINA6|866	203.8011
lowly_expressed	lowly_expressed	SERPINB13|5275	5.2568
SERPINB1|1992	846.8697	SERPINB1|1992	963.2026
SERPINB5|5268	13.9594	SERPINB5|5268	1270.5216
SERPINB6|5269	2271.9966	SERPINB6|5269	1803.0732
SERPINB8|5271	256.3452	SERPINB8|5271	222.8063
SERPINB9|5272	454.7377	SERPINB9|5272	354.2256
SERPINC1|462	7.6142	lowly_expressed	lowly_expressed
SERPIND1|3053	5.0761	lowly_expressed	lowly_expressed
SERPINE1|5054	915.8206	SERPINE1|5054	102.7093
SERPINE2|5270	697.1235	SERPINE2|5270	807.5212
SERPINF1|5176	5217.0051	SERPINF1|5176	3338.8597
SERPINF2|5345	52.4535	SERPINF2|5345	117.6708
SERPING1|710	9435.7022	SERPING1|710	11481.6013
SERPINH1|871	4103.2149	SERPINH1|871	1848.7667
SERPINI1|5274	8546.1083	SERPINI1|5274	346.94699999999995
SERTAD1|29950	380.2876	SERTAD1|29950	198.5443
SERTAD2|9792	1137.0558	SERTAD2|9792	1537.8083
SERTAD3|29946	538.4941	SERTAD3|29946	452.4869
SERTAD4|56256	269.8816	SERTAD4|56256	328.3461
SESN1|27244	615.9052	SESN1|27244	1000.8087
SESN2|83667	435.7022	SESN2|83667	256.7732
SESN3|143686	231.3875	SESN3|143686	421.755
SESTD1|91404	2147.6311	SESTD1|91404	1529.721
SETBP1|26040	599.8308	SETBP1|26040	1243.4289999999999
SETD1A|9739	1114.2132	SETD1A|9739	994.3389
SETD1B|23067	1352.3689	SETD1B|23067	1446.4214
SETD2|29072	2710.2369	SETD2|29072	2945.4104
SETD3|84193	1502.1151	SETD3|84193	1555.1961
SETD4|54093	238.5787	SETD4|54093	449.2519
SETD5|55209	2764.3824	SETD5|55209	3503.0328
SETD6|79918	193.1514	SETD6|79918	505.366
SETD7|80854	5064.2978	SETD7|80854	3128.9931
SETD8|387893	634.0948	SETD8|387893	750.5055
SETDB1|9869	2403.9763	SETDB1|9869	1260.0081
SETDB2|83852	619.7124	SETDB2|83852	694.2984
SETMAR|6419	367.5973	SETMAR|6419	691.8722
SETX|23064	2569.797	SETX|23064	2719.7736
SET|6418	3726.3113	SET|6418	6346.946999999999
SEZ6L2|26470	112.0981	SEZ6L2|26470	641.3263
SEZ6L|23544	14.3824	SEZ6L|23544	5.2568
SF1|7536	3019.4585	SF1|7536	5268.4998
SF3A1|10291	2799.8858	SF3A1|10291	4230.0687
SF3A2|8175	782.9949	SF3A2|8175	1621.9167
SF3A3|10946	1513.9594	SF3A3|10946	1893.6514
SF3B14|51639	876.9036	SF3B14|51639	1085.3215
SF3B1|23451	6996.6159	SF3B1|23451	10254.7513
SF3B2|10992	3930.203	SF3B2|10992	4226.4456
SF3B3|23450	2764.3824	SF3B3|23450	3879.903
SF3B4|10262	1181.4721	SF3B4|10262	1645.37
SF3B5|83443	788.4941	SF3B5|83443	1265.6692
SF4|57794	435.7022	SF4|57794	397.4929
SFI1|9814	269.4585	SFI1|9814	487.2624
SFMBT1|51460	435.7022	SFMBT1|51460	402.3453
SFMBT2|57713	118.4433	SFMBT2|57713	253.9426
SFN|2810	561.5821	SFN|2810	568.9446
SFPQ|6421	4005.8206	SFPQ|6421	2658.0914
SFRP1|6422	1828.6802	SFRP1|6422	33715.7299
SFRP2|6423	17832.4873	SFRP2|6423	4257.1775
SFRP4|6424	7293.1472	SFRP4|6424	853.2147
lowly_expressed	lowly_expressed	SFRP5|6425	6.4699
SFRS11|9295	2634.5178	SFRS11|9295	4238.1723
SFRS12IP1|285672	641.7090000000001	SFRS12IP1|285672	630.8128
SFRS12|140890	1509.3063	SFRS12|140890	1634.8564
SFRS13A|10772	1417.9357	SFRS13A|10772	1619.8949
SFRS13B|135295	13.1134	SFRS13B|135295	35.5843
SFRS14|10147	1585.4484	SFRS14|10147	1943.3886
SFRS15|57466	1077.8342	SFRS15|57466	1012.9397
SFRS16|11129	274.9577	SFRS16|11129	484.8362
SFRS17A|8227	785.956	SFRS17A|8227	886.7772
SFRS18|25957	1154.3993	SFRS18|25957	3625.5559999999996
SFRS1|6426	4996.1929	SFRS1|6426	4311.3627
SFRS2B|10929	784.2639999999999	SFRS2B|10929	1661.1403
SFRS2IP|9169	3153.1303	SFRS2IP|9169	3377.6789
SFRS2|6427	2649.7758	SFRS2|6427	3135.281
SFRS3|6428	3471.6582	SFRS3|6428	4165.7905
SFRS4|6429	1784.264	SFRS4|6429	1371.2091
SFRS5|6430	2195.0085	SFRS5|6430	7112.4141
SFRS6|6431	2018.1895	SFRS6|6431	4312.1715
SFRS7|6432	1379.0186	SFRS7|6432	1915.4873
SFRS8|6433	682.7411	SFRS8|6433	1071.9774
SFRS9|8683	1746.6159	SFRS9|8683	1278.2046
SFT2D1|113402	310.0677	SFT2D1|113402	507.4808
SFT2D2|375035	121.7851	SFT2D2|375035	93.3967
SFT2D3|84826	307.9526	SFT2D3|84826	412.8589
SFTA1P|207107	7.6142	lowly_expressed	lowly_expressed
SFTPA2|729238	11.4213	SFTPA2|729238	36.393
lowly_expressed	lowly_expressed	SFTPD|6441	8.8961
SFXN1|94081	883.2487	SFXN1|94081	384.1488
SFXN2|118980	517.3435	SFXN2|118980	369.1872
SFXN3|81855	1138.3249	SFXN3|81855	909.0174
SFXN4|119559	439.5093	SFXN4|119559	425.3943
SFXN5|94097	347.2927	SFXN5|94097	195.7137
SGCA|6442	23.6887	SGCA|6442	18.1965
SGCB|6443	987.7327	SGCB|6443	1255.56
SGCD|6444	1006.7682	SGCD|6444	830.5702
SGCE|8910	739.4247	SGCE|8910	1521.2293
SGCG|6445	43.9932	SGCG|6445	8.8961
lowly_expressed	lowly_expressed	SGCZ|137868	7.683
SGEF|26084	642.9780000000001	SGEF|26084	383.7444
SGIP1|84251	41.4552	SGIP1|84251	105.5398
SGK196|84197	70.22	SGK196|84197	47.7153
SGK1|6446	1002.5381	SGK1|6446	2707.2382
SGK223|157285	723.3503	SGK223|157285	1156.4901
SGK269|79834	2041.0321	SGK269|79834	1709.26
SGK2|10110	82.0643	SGK2|10110	53.7808
SGK3|23678	2758.7225	SGK3|23678	1442.499
SGK494|124923	24.1117	SGK494|124923	59.3045
SGMS1|259230	716.5821	SGMS1|259230	533.7647
SGMS2|166929	295.2623	SGMS2|166929	374.444
SGOL1|151648	86.7174	SGOL1|151648	6.4699
SGOL2|151246	260.9983	SGOL2|151246	126.9713
SGPL1|8879	2683.1641	SGPL1|8879	1823.2915
SGPP1|81537	993.6548	SGPP1|81537	249.8989
SGPP2|130367	12.2673	SGPP2|130367	65.1031
SGSH|6448	1112.5212	SGSH|6448	1238.1723
SGSM1|129049	38.0711	SGSM1|129049	298.423
SGSM2|9905	669.6277	SGSM2|9905	2434.2903
SGSM3|27352	636.6328	SGSM3|27352	1471.0877
SGTA|6449	1403.5533	SGTA|6449	1367.5698
SGTB|54557	267.2166	SGTB|54557	207.9377
SH2B1|25970	1035.11	SH2B1|25970	1357.8649
SH2B2|10603	16.9205	SH2B2|10603	19.814
SH2B3|10019	1286.379	SH2B3|10019	760.6146
SH2D1A|4068	71.48899999999999	SH2D1A|4068	37.6061
SH2D2A|9047	57.9526	SH2D2A|9047	55.8027
SH2D3A|10045	159.0525	SH2D3A|10045	433.4816
SH2D3C|10044	593.0626	SH2D3C|10044	338.8597
SH2D4A|63898	472.9272	SH2D4A|63898	135.463
SH3BGRL2|83699	475.0423	SH3BGRL2|83699	1498.5847
SH3BGRL3|83442	2878.5956	SH3BGRL3|83442	1619.8949
SH3BGRL|6451	1663.7056	SH3BGRL|6451	3155.2608
SH3BGR|6450	93.0626	SH3BGR|6450	219.5714
SH3BP1|23616	312.1574	SH3BP1|23616	296.6801
SH3BP2|6452	1037.6481	SH3BP2|6452	2410.4327
SH3BP4|23677	1859.1371	SH3BP4|23677	2338.4553
SH3BP5L|80851	815.9898	SH3BP5L|80851	771.9369
SH3BP5|9467	2684.4797	SH3BP5|9467	1469.7614
SH3D19|152503	3244.0778	SH3D19|152503	2881.1161
lowly_expressed	lowly_expressed	SH3D20|201175	7.683
SH3GL1|6455	1272.4196	SH3GL1|6455	1072.3817
SH3GLB1|51100	3283.4179	SH3GLB1|51100	3262.4343
SH3GLB2|56904	640.0169	SH3GLB2|56904	1655.8835
SH3KBP1|30011	1227.1574	SH3KBP1|30011	897.6951
SH3PXD2A|9644	3301.1844	SH3PXD2A|9644	2740.3963
SH3PXD2B|285590	2861.2521	SH3PXD2B|285590	2306.5103
SH3RF1|57630	598.1387	SH3RF1|57630	1051.759
SH3RF2|153769	107.022	SH3RF2|153769	801.8601
SH3RF3|344558	235.6176	SH3RF3|344558	149.2115
SH3TC1|54436	209.8139	SH3TC1|54436	154.4683
SH3TC2|79628	46.9543	SH3TC2|79628	229.6805
SH3YL1|26751	1003.8071	SH3YL1|26751	1879.4986
SHANK1|50944	7.6142	SHANK1|50944	13.7485
SHANK2|22941	908.2064	SHANK2|22941	1937.7275
SHANK3|85358	895.9391	SHANK3|85358	583.5018
SHARPIN|81858	948.8156	SHARPIN|81858	712.0906
SHB|6461	262.2673	SHB|6461	382.12699999999995
SHC1|6464	8755.0761	SHC1|6464	2896.0776
SHC2|25759	190.7783	SHC2|25759	262.0299
SHC3|53358	8.8832	SHC3|53358	13.3441
lowly_expressed	lowly_expressed	SHC4|399694	304.0841
SHCBP1|79801	178.93400000000003	SHCBP1|79801	26.2839
SHE|126669	576.1421	SHE|126669	370.4003
SHFM1|7979	1128.5956	SHFM1|7979	767.8932
SHF|90525	71.48899999999999	SHF|90525	156.8945
SHISA2|387914	47.3773	SHISA2|387914	245.0465
SHISA3|152573	9.7293	lowly_expressed	lowly_expressed
SHISA4|149345	351.9459	SHISA4|149345	185.2002
SHISA5|51246	4153.1303	SHISA5|51246	2340.0728
SHISA6|388336	20.7276	SHISA6|388336	15.7703
SHISA9|729993	305.8376	SHISA9|729993	18.1965
