gene_id	TCGA-BH-A1F8-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F8-11B-21R-A13Q-07
CCDC101|112869	187.5	CCDC101|112869	217.4412
CCDC102A|92922	36.4583	CCDC102A|92922	135.9725
CCDC102B|79839	20.2546	CCDC102B|79839	60.8147
CCDC103|388389	70.6019	CCDC103|388389	72.2892
CCDC104|112942	1006.9444	CCDC104|112942	859.4378
CCDC106|29903	88.831	CCDC106|29903	159.4951
CCDC107|203260	33.7211	CCDC107|203260	327.29200000000003
CCDC109A|90550	517.9398	CCDC109A|90550	442.9145
CCDC109B|55013	344.9074	CCDC109B|55013	294.8939
CCDC110|256309	97.5116	CCDC110|256309	57.3723
CCDC111|201973	200.8189	CCDC111|201973	287.9002
CCDC112|153733	488.1366	CCDC112|153733	220.8835
CCDC113|29070	563.0787	CCDC113|29070	265.634
CCDC114|93233	12.1528	CCDC114|93233	9.1796
CCDC115|84317	1078.4144	CCDC115|84317	978.1985
lowly_expressed	lowly_expressed	CCDC116|164592	5.1635
CCDC117|150275	1437.7894	CCDC117|150275	851.9793
lowly_expressed	lowly_expressed	CCDC11|220136	15.4905
CCDC120|90060	637.4421	CCDC120|90060	452.0941
CCDC121|79635	131.3657	CCDC121|79635	160.0688
CCDC122|160857	54.1088	CCDC122|160857	119.3345
CCDC123|84902	316.2616	CCDC123|84902	467.0109
CCDC124|115098	135.1273	CCDC124|115098	375.7889
CCDC125|202243	1213.5417	CCDC125|202243	413.6546
CCDC126|90693	266.7824	CCDC126|90693	300.6311
CCDC127|133957	465.2778	CCDC127|133957	322.4326
lowly_expressed	lowly_expressed	CCDC129|223075	15.4905
CCDC12|151903	102.4306	CCDC12|151903	348.8239
CCDC130|81576	59.6065	CCDC130|81576	271.3712
CCDC132|55610	1045.4282	CCDC132|55610	598.3936
CCDC134|79879	28.9352	CCDC134|79879	39.0132
CCDC136|64753	13.3102	CCDC136|64753	58.5198
CCDC137|339230	133.1019	CCDC137|339230	204.2456
CCDC138|165055	164.0625	CCDC138|165055	53.3563
lowly_expressed	lowly_expressed	CCDC13|152206	9.7533
lowly_expressed	lowly_expressed	CCDC141|285025	29.2599
CCDC142|84865	110.5324	CCDC142|84865	83.7636
CCDC144A|9720	35.5035	CCDC144A|9720	22.1572
CCDC144B|284047	31.169	CCDC144B|284047	25.0832
CCDC146|57639	117.4769	CCDC146|57639	168.101
lowly_expressed	lowly_expressed	CCDC147|159686	6.311
CCDC148|130940	30.6713	CCDC148|130940	26.965
CCDC149|91050	338.2523	CCDC149|91050	477.9116
CCDC14|64770	1074.9421	CCDC14|64770	969.0189
CCDC150|284992	31.5394	CCDC150|284992	8.6059
CCDC152|100129792	82.3698	CCDC152|100129792	144.4636
lowly_expressed	lowly_expressed	CCDC153|283152	5.7372
CCDC157|550631	10.1302	CCDC157|550631	17.2748
CCDC158|339965	32.4074	CCDC158|339965	41.3081
CCDC159|126075	84.7801	CCDC159|126075	150.8893
CCDC15|80071	129.91899999999998	CCDC15|80071	76.8789
CCDC160|347475	18.5185	CCDC160|347475	38.4395
CCDC163P|126661	8.9699	CCDC163P|126661	23.5227
CCDC17|149483	7.8125	CCDC17|149483	8.0321
CCDC18|343099	74.6586	CCDC18|343099	49.9254
CCDC19|25790	13.5995	CCDC19|25790	5.1635
CCDC21|64793	477.7199	CCDC21|64793	222.03099999999998
CCDC22|28952	324.4329	CCDC22|28952	318.2501
CCDC23|374969	120.9491	CCDC23|374969	297.1888
CCDC24|149473	150.7523	CCDC24|149473	119.0534
CCDC25|55246	1147.5694	CCDC25|55246	1278.8296
CCDC28A|25901	441.8403	CCDC28A|25901	399.8853
CCDC28B|79140	6.6551	CCDC28B|79140	45.8979
CCDC30|728621	69.7338	CCDC30|728621	96.9593
CCDC34|91057	478.588	CCDC34|91057	480.2065
lowly_expressed	lowly_expressed	CCDC36|339834	23.5227
CCDC39|339829	26.0417	CCDC39|339829	13.9415
CCDC3|83643	140.625	CCDC3|83643	1939.759
CCDC40|55036	63.3681	CCDC40|55036	63.1096
CCDC41|51134	330.7292	CCDC41|51134	205.9667
CCDC43|124808	1177.3727	CCDC43|124808	443.4882
CCDC45|90799	412.6157	CCDC45|90799	593.8038
CCDC46|201134	138.3102	CCDC46|201134	456.1102
CCDC47|57003	4765.3356	CCDC47|57003	3137.1199
CCDC48|79825	339.4097	CCDC48|79825	84.9111
CCDC50|152137	1168.4028	CCDC50|152137	3387.8371
CCDC51|79714	121.5278	CCDC51|79714	198.5083
CCDC52|152185	681.1343	CCDC52|152185	362.0195
CCDC53|51019	623.5532	CCDC53|51019	445.7831
CCDC55|84081	758.1019	CCDC55|84081	843.3735
CCDC56|28958	1985.2459	CCDC56|28958	790.677
CCDC57|284001	182.581	CCDC57|284001	296.0413
CCDC58|131076	348.0903	CCDC58|131076	148.5944
CCDC59|29080	479.45599999999996	CCDC59|29080	520.9409
CCDC61|729440	38.4838	CCDC61|729440	134.2513
lowly_expressed	lowly_expressed	CCDC62|84660	10.327
CCDC64B|146439	102.1412	CCDC64B|146439	227.7682
CCDC64|92558	248.2639	CCDC64|92558	36.7183
lowly_expressed	lowly_expressed	CCDC65|85478	5.1635
CCDC66|285331	300.2488	CCDC66|285331	333.8038
CCDC68|80323	60.1852	CCDC68|80323	141.7097
CCDC69|26112	145.2546	CCDC69|26112	1594.9512
CCDC6|8030	6428.2407	CCDC6|8030	3047.0453
CCDC71|64925	182.581	CCDC71|64925	492.8285
CCDC72|51372	581.5972	CCDC72|51372	1105.5651
CCDC73|493860	97.7112	CCDC73|493860	71.5433
CCDC74A|90557	521.1227	CCDC74A|90557	100.4016
CCDC74B|91409	57.581	CCDC74B|91409	55.6512
CCDC75|253635	124.1319	CCDC75|253635	80.3213
CCDC76|54482	218.64	CCDC76|54482	313.6776
CCDC77|84318	180.2662	CCDC77|84318	110.7286
CCDC7|221016	74.9421	CCDC7|221016	30.4073
CCDC80|151887	2001.7361	CCDC80|151887	13542.7424
CCDC82|79780	114.5833	CCDC82|79780	584.6242
CCDC84|338657	57.581	CCDC84|338657	91.22200000000001
CCDC85A|114800	14.7569	CCDC85A|114800	370.9237
CCDC85B|11007	15.625	CCDC85B|11007	206.5404
CCDC85C|317762	211.1429	CCDC85C|317762	676.9593
CCDC86|79080	262.7141	CCDC86|79080	446.3282
CCDC87|55231	45.4282	CCDC87|55231	14.9168
CCDC88A|55704	289.0625	CCDC88A|55704	753.2989
CCDC88B|283234	9.2593	CCDC88B|283234	87.206
CCDC88C|440193	531.5394	CCDC88C|440193	714.2857
CCDC89|220388	19.3866	CCDC89|220388	39.0132
CCDC8|83987	50.3472	CCDC8|83987	1109.5812
CCDC90A|63933	911.4583	CCDC90A|63933	314.9742
CCDC90B|60492	475.4051	CCDC90B|60492	778.4854
CCDC91|55297	759.5486	CCDC91|55297	549.6271
CCDC92|80212	539.0625	CCDC92|80212	822.1457
CCDC93|54520	334.4907	CCDC93|54520	842.7998
CCDC94|55702	100.9838	CCDC94|55702	298.9099
CCDC96|257236	37.3264	CCDC96|257236	63.6833
CCDC97|90324	803.2407	CCDC97|90324	774.5267
CCDC99|54908	458.912	CCDC99|54908	206.5404
CCDC9|26093	76.6782	CCDC9|26093	169.8221
CCHCR1|54535	164.9306	CCHCR1|54535	278.8296
CCIN|881	6.3657	CCIN|881	11.4745
CCL11|6356	13.8889	lowly_expressed	lowly_expressed
CCL13|6357	6.3657	CCL13|6357	113.5972
CCL14|6358	75.8796	CCL14|6358	3761.7097
CCL15|6359	94.4126	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CCL18|6362	18.3592
CCL19|6363	15.0463	CCL19|6363	119.3345
CCL20|6364	20.544	CCL20|6364	9.7533
CCL21|6366	15.0463	CCL21|6366	1261.0442
CCL22|6367	250.5787	CCL22|6367	54.5037
lowly_expressed	lowly_expressed	CCL23|6368	7.4584
CCL28|56477	27.7778	CCL28|56477	2094.6644
CCL2|6347	152.4884	CCL2|6347	909.3517
lowly_expressed	lowly_expressed	CCL3L1|6349	5.1635
CCL3|6348	17.3611	CCL3|6348	108.4337
CCL4L2|388372	24.8843	CCL4L2|388372	25.8176
CCL4|6351	49.1898	CCL4|6351	109.0075
CCL5|6352	807.0023	CCL5|6352	402.1801
CCL8|6355	27.7778	CCL8|6355	85.4848
CCM2|83605	287.6157	CCM2|83605	653.471
CCNA1|8900	8.9699	CCNA1|8900	12.6219
CCNA2|890	469.6644	CCNA2|890	122.7883
CCNB1IP1|57820	243.6343	CCNB1IP1|57820	1043.603
CCNB1|891	1581.8866	CCNB1|891	253.5858
CCNB2|9133	539.6412	CCNB2|9133	88.3534
CCNB3|85417	55.5556	CCNB3|85417	15.4905
CCNC|892	3843.75	CCNC|892	1340.7917
CCND1|595	10162.5868	CCND1|595	5306.3683
CCND2|894	438.0787	CCND2|894	1478.4854
CCND3|896	1475.4051	CCND3|896	1711.9908
CCNDBP1|23582	1018.8079	CCNDBP1|23582	1279.4033
CCNE1|898	220.7755	CCNE1|898	22.3752
CCNE2|9134	767.3872	CCNE2|9134	64.3373
CCNF|899	291.95599999999996	CCNF|899	129.6615
CCNG1|900	3162.6157	CCNG1|900	3472.1744
CCNG2|901	2054.1088	CCNG2|901	2101.5491
CCNH|902	1111.9184	CCNH|902	581.4687
CCNI2|645121	13.1192	CCNI2|645121	11.1417
CCNI|10983	5019.3866	CCNI|10983	6000.0
CCNJL|79616	18.2292	CCNJL|79616	114.171
CCNJ|54619	224.537	CCNJ|54619	195.06599999999997
CCNK|8812	1219.1233	CCNK|8812	840.5393
CCNL1|57018	1000.0	CCNL1|57018	1922.5473
CCNL2|81669	522.8588	CCNL2|81669	1456.1102
CCNO|10309	5.4977	CCNO|10309	39.5869
CCNT1|904	324.6528	CCNT1|904	200.8032
CCNT2|905	1574.3634	CCNT2|905	817.5559
CCNYL1|151195	821.4699	CCNYL1|151195	525.5307
CCNY|219771	2472.8009	CCNY|219771	2227.7682
CCPG1|9236	3591.5972	CCPG1|9236	2247.5387
lowly_expressed	lowly_expressed	CCR10|2826	16.0643
CCR1|1230	281.8287	CCR1|1230	245.5536
CCR2|729230	67.7083	CCR2|729230	44.1767
CCR3|1232	43.6921	lowly_expressed	lowly_expressed
CCR4|1233	23.4375	lowly_expressed	lowly_expressed
CCR5|1234	127.0255	CCR5|1234	107.86
CCR6|1235	36.4323	CCR6|1235	31.899
CCR7|1236	21.412	CCR7|1236	9.1796
CCR8|1237	15.3356	lowly_expressed	lowly_expressed
CCRL1|51554	95.7755	CCRL1|51554	455.5364
CCRL2|9034	125.2894	CCRL2|9034	57.9461
CCRN4L|25819	164.0625	CCRN4L|25819	122.2031
CCS|9973	85.0694	CCS|9973	253.5858
CCT2|10576	7507.2338	CCT2|10576	2892.14
CCT3|7203	8014.7569	CCT3|7203	4323.0063
CCT4|10575	7652.7778	CCT4|10575	3951.8072
CCT5|22948	8036.169	CCT5|22948	3363.167
CCT6A|908	4100.9838	CCT6A|908	3400.4590000000003
CCT6B|10693	87.3843	CCT6B|10693	104.9914
CCT6P1|643253	90.2778	CCT6P1|643253	87.7797
CCT7|10574	6326.3889	CCT7|10574	3720.0229
CCT8|10694	9638.3102	CCT8|10694	2911.0729
CD101|9398	25.1736	CD101|9398	20.654
CD109|135228	1694.4444	CD109|135228	1418.2444
CD14|929	320.8912	CD14|929	1877.2232
CD151|977	3308.1597	CD151|977	6103.2702
CD160|11126	6.9444	CD160|11126	24.6701
CD163L1|283316	591.1458	CD163L1|283316	110.7286
CD163|9332	405.0926	CD163|9332	503.1555
lowly_expressed	lowly_expressed	CD164L2|388611	69.9943
CD164|8763	27141.7824	CD164|8763	11928.8583
CD177|57126	5.787000000000001	lowly_expressed	lowly_expressed
CD180|4064	76.3889	CD180|4064	170.9696
CD1C|911	6.6551	CD1C|911	17.2117
CD1D|912	10.4167	CD1D|912	28.1124
CD1E|913	7.5231	CD1E|913	8.0321
CD200R1|131450	17.3611	CD200R1|131450	43.0293
CD200|4345	172.1644	CD200|4345	867.4699
CD207|50489	8.6806	lowly_expressed	lowly_expressed
CD209|30835	35.8796	CD209|30835	437.1773
CD226|10666	10.9954	CD226|10666	21.8015
CD22|933	46.2963	CD22|933	13.1956
lowly_expressed	lowly_expressed	CD244|51744	21.8015
CD247|919	19.9653	CD247|919	111.8761
CD248|57124	341.7245	CD248|57124	2716.0069
CD24|100133941	128809.8958	CD24|100133941	16698.7952
CD274|29126	14.4676	CD274|29126	20.0803
CD276|80381	2829.2824	CD276|80381	1818.7034
CD27|939	30.7552	CD27|939	41.9162
CD28|940	18.2292	CD28|940	32.7022
CD2AP|23607	5816.8403	CD2AP|23607	1833.6202
CD2BP2|10421	862.2685	CD2BP2|10421	1008.0321
CD2|914	107.3495	CD2|914	94.6644
CD300A|11314	38.1944	CD300A|11314	228.9157
CD300C|10871	12.4421	CD300C|10871	20.654
CD300LF|146722	15.0463	CD300LF|146722	13.7694
lowly_expressed	lowly_expressed	CD300LG|146894	1652.3236
CD302|9936	554.9769	CD302|9936	2197.5273
CD320|51293	156.8287	CD320|51293	561.1015
CD33|945	23.7269	CD33|945	75.1578
CD34|947	711.2269	CD34|947	5895.5823
CD36|948	382.2338	CD36|948	15516.3511
CD37|951	133.1019	CD37|951	142.2834
CD38|952	35.8796	CD38|952	26.3913
CD3D|915	27.4884	CD3D|915	44.7504
CD3EAP|10849	373.2639	CD3EAP|10849	387.2633
CD3E|916	114.294	CD3E|916	117.0396
CD3G|917	25.1736	CD3G|917	21.2278
CD40|958	54.3981	CD40|958	335.6282
CD44|960	21626.7361	CD44|960	9177.2806
CD46|4179	13748.2639	CD46|4179	5429.7189
CD47|961	4079.5718	CD47|961	3520.3672
CD48|962	147.5694	CD48|962	110.1549
CD4|920	478.588	CD4|920	904.7619
CD52|1043	94.6181	CD52|1043	136.5462
CD53|963	413.7731	CD53|963	491.681
CD55|1604	1993.9236	CD55|1604	2266.7814
CD58|965	189.5255	CD58|965	281.6982
CD59|966	16681.1343	CD59|966	25092.3695
CD5|921	20.544	CD5|921	29.2599
CD63|967	6317.7083	CD63|967	10738.3821
CD68|968	1235.8218	CD68|968	1437.751
CD69|969	49.4792	CD69|969	113.5972
CD6|923	20.2546	CD6|923	44.7504
lowly_expressed	lowly_expressed	CD70|970	29.2599
CD72|971	18.5185	CD72|971	13.1956
CD74|972	12483.5069	CD74|972	27340.7917
CD79A|973	33.5648	CD79A|973	46.4716
CD79B|974	9.5486	CD79B|974	123.9243
CD7|924	9.5486	CD7|924	57.9461
CD80|941	24.8843	lowly_expressed	lowly_expressed
CD81|975	13546.5856	CD81|975	14512.9088
CD82|3732	94.6181	CD82|3732	1532.4154
CD83|9308	153.9352	CD83|9308	187.6076
CD84|8832	107.9282	CD84|8832	41.3081
CD86|942	145.8333	CD86|942	107.86
CD8A|925	176.794	CD8A|925	182.4441
CD8B|926	25.463	CD8B|926	60.24100000000001
CD93|22918	1021.4119999999999	CD93|22918	4730.35
CD96|10225	56.713	CD96|10225	86.0585
CD97|976	196.1806	CD97|976	738.9558
CD99L2|83692	461.5162	CD99L2|83692	1433.7349
CD99|4267	2201.3889	CD99|4267	2527.8256
CD9|928	23684.0278	CD9|928	4930.0057
CDADC1|81602	193.287	CDADC1|81602	208.2616
CDAN1|146059	317.9977	CDAN1|146059	289.1566
CDA|978	20.544	CDA|978	33.275999999999996
CDC123|8872	1811.1545	CDC123|8872	988.1124
CDC14A|8556	89.4097	CDC14A|8556	375.7889
CDC14B|8555	131.6551	CDC14B|8555	839.9312
lowly_expressed	lowly_expressed	CDC14C|168448	6.8847
CDC16|8881	1557.8704	CDC16|8881	1569.1337
CDC20|991	121.5278	CDC20|991	92.3695
CDC23|8697	1895.2546	CDC23|8697	868.6173
CDC25A|993	88.831	CDC25A|993	40.7344
CDC25B|994	1870.0810000000001	CDC25B|994	888.6976
CDC25C|995	191.5509	CDC25C|995	11.4745
CDC26|246184	47.3322	CDC26|246184	70.7286
CDC27|996	4088.2523	CDC27|996	1708.5485
CDC34|997	179.9769	CDC34|997	335.6282
CDC37L1|55664	265.625	CDC37L1|55664	497.4182
CDC37|11140	510.4167	CDC37|11140	2082.6162
CDC40|51362	1694.4444	CDC40|51362	859.4378
CDC42BPA|8476	1832.1759	CDC42BPA|8476	2113.5972
CDC42BPB|9578	1787.6157	CDC42BPB|9578	3165.8061
CDC42BPG|55561	87.6736	CDC42BPG|55561	653.471
CDC42EP1|11135	181.4236	CDC42EP1|11135	1454.9627
CDC42EP2|10435	77.8356	CDC42EP2|10435	515.2037
CDC42EP3|10602	266.7824	CDC42EP3|10602	1293.1727
CDC42EP4|23580	1586.2269	CDC42EP4|23580	2586.9191
CDC42EP5|148170	5.787000000000001	CDC42EP5|148170	120.4819
CDC42SE1|56882	4128.2784	CDC42SE1|56882	2622.7022
CDC42SE2|56990	1571.4699	CDC42SE2|56990	1804.3603
CDC42|998	7934.3171	CDC42|998	6021.2278
CDC45|8318	177.0833	CDC45|8318	45.8979
CDC5L|988	1472.5116	CDC5L|988	1224.8996
CDC6|990	991.0301	CDC6|990	111.3024
CDC73|79577	1976.2731	CDC73|79577	1152.0367
CDC7|8317	385.70599999999996	CDC7|8317	114.7447
CDCA2|157313	220.4861	CDCA2|157313	21.8015
CDCA3|83461	184.9769	CDCA3|83461	47.619
CDCA4|55038	157.9861	CDCA4|55038	230.6368
CDCA5|113130	347.8009	CDCA5|113130	123.9243
CDCA7L|55536	338.235	CDCA7L|55536	856.9994
CDCA7|83879	115.4514	CDCA7|83879	121.6294
CDCA8|55143	306.1343	CDCA8|55143	98.1067
CDCP1|64866	2024.8843	CDCP1|64866	713.1383
lowly_expressed	lowly_expressed	CDH10|1008	13.7694
CDH11|1009	2638.8889	CDH11|1009	967.2978
CDH12|1010	15.625	lowly_expressed	lowly_expressed
CDH13|1012	230.6134	CDH13|1012	1202.5244
lowly_expressed	lowly_expressed	CDH19|28513	12.0482
CDH1|999	22482.3495	CDH1|999	8518.0723
lowly_expressed	lowly_expressed	CDH20|28316	11.4745
lowly_expressed	lowly_expressed	CDH22|64405	6.8847
CDH23|64072	29.5139	CDH23|64072	183.5915
CDH24|64403	46.0069	CDH24|64403	123.3505
CDH26|60437	17.9398	CDH26|60437	18.9329
CDH2|1000	62.5	CDH2|1000	223.7522
CDH3|1001	549.4792	CDH3|1001	2241.5376
lowly_expressed	lowly_expressed	CDH4|1002	51.0614
CDH5|1003	417.2454	CDH5|1003	3602.4096
CDH6|1004	29.5139	CDH6|1004	92.3695
CDH8|1006	82.1759	CDH8|1006	112.4498
lowly_expressed	lowly_expressed	CDHR1|92211	7.4584
CDHR3|222256	24.0943	CDHR3|222256	31.1704
CDIPT|10423	2021.7014	CDIPT|10423	1915.6627
CDK10|8558	88.2523	CDK10|8558	514.0562
CDK11A|728642	41.684	CDK11A|728642	192.6506
CDK11B|984	222.7836	CDK11B|984	553.7636
CDK12|51755	2772.8588	CDK12|51755	1179.5754
CDK13|8621	912.9051	CDK13|8621	978.7722
CDK14|5218	326.9676	CDK14|5218	934.5955
CDK16|5127	3632.8125	CDK16|5127	1389.5582
CDK17|5128	1462.6736	CDK17|5128	977.0511
CDK18|5129	577.5463	CDK18|5129	384.3947
CDK19|23097	1512.2656	CDK19|23097	768.3764
CDK1|983	1946.1806	CDK1|983	185.8864
CDK20|23552	105.0347	CDK20|23552	160.6426
CDK2AP1|8099	3476.5625	CDK2AP1|8099	2921.3999
CDK2AP2|10263	375.2894	CDK2AP2|10263	527.2519
CDK2|1017	1487.8472	CDK2|1017	663.798
CDK3|1018	26.4005	CDK3|1018	80.1492
CDK4|1019	2442.419	CDK4|1019	1987.3781
CDK5R1|8851	72.6273	CDK5R1|8851	52.7826
CDK5RAP1|51654	587.9630000000001	CDK5RAP1|51654	452.0941
CDK5RAP2|55755	638.3102	CDK5RAP2|55755	1269.0763
CDK5RAP3|80279	875.2894	CDK5RAP3|80279	1328.7435
CDK5|1020	468.75	CDK5|1020	143.4309
CDK6|1021	218.1713	CDK6|1021	1162.9375
CDK7|1022	933.1597	CDK7|1022	464.1423
CDK8|1024	209.7801	CDK8|1024	123.9243
CDK9|1025	533.5648	CDK9|1025	1051.6351
CDKAL1|54901	445.8912	CDKAL1|54901	423.9816
CDKL1|8814	12.1528	CDKL1|8814	39.5869
CDKL2|8999	96.3542	CDKL2|8999	42.4555
CDKL3|51265	72.5231	lowly_expressed	lowly_expressed
CDKL5|6792	43.9815	CDKL5|6792	48.1928
CDKN1A|1026	4927.9514	CDKN1A|1026	2344.8078
CDKN1B|1027	2117.4769	CDKN1B|1027	1492.2547
CDKN1C|1028	45.1389	CDKN1C|1028	744.1193
CDKN2AIPNL|91368	664.3519	CDKN2AIPNL|91368	290.8778
CDKN2AIP|55602	292.5347	CDKN2AIP|55602	639.7017
CDKN2A|1029	106.4815	CDKN2A|1029	45.8979
CDKN2BAS|100048912	13.0208	lowly_expressed	lowly_expressed
CDKN2B|1030	492.4769	CDKN2B|1030	364.3144
CDKN2C|1031	107.3495	CDKN2C|1031	659.7819999999999
CDKN2D|1032	31.5394	CDKN2D|1032	80.3213
CDKN3|1033	131.0764	CDKN3|1033	44.1767
CDNF|441549	32.6968	CDNF|441549	55.6512
CDO1|1036	21.1227	CDO1|1036	506.5978
CDON|50937	609.9537	CDON|50937	699.3689
CDR1|1038	16.3802	CDR1|1038	50.9237
CDR2L|30850	253.1829	CDR2L|30850	464.1423
CDR2|1039	638.3102	CDR2|1039	546.7585
CDRT1|374286	7.4711	lowly_expressed	lowly_expressed
CDRT4|284040	113.1337	CDRT4|284040	219.6615
CDS1|1040	1306.4236	CDS1|1040	722.8916
CDS2|8760	2163.7731	CDS2|8760	818.1297
CDSN|1041	461.2269	CDSN|1041	170.9696
CDT1|81620	75.2315	CDT1|81620	99.8279
CDV3|55573	18986.4005	CDV3|55573	4369.4779
CDYL2|124359	145.2546	CDYL2|124359	56.7986
CDYL|9425	1577.5463	CDYL|9425	647.1601
CEACAM19|56971	63.6574	CEACAM19|56971	65.9782
CEACAM1|634	561.6319	CEACAM1|634	784.28
CEACAM21|90273	6.6551	CEACAM21|90273	14.3431
CEACAM5|1048	730.3241	CEACAM5|1048	9.1796
CEACAM6|4680	2299.1898	CEACAM6|4680	163.5112
CEACAM7|1087	43.9815	lowly_expressed	lowly_expressed
CEBPA|1050	73.4954	CEBPA|1050	1209.4091
CEBPB|1051	733.2176	CEBPB|1051	1054.5037
CEBPD|1052	96.9329	CEBPD|1052	1014.9168
CEBPG|1054	1544.5602	CEBPG|1054	1149.1681
CEBPZ|10153	3091.1458	CEBPZ|10153	1620.7688
CECR1|51816	555.2662	CECR1|51816	330.4647
CECR2|27443	143.8079	CECR2|27443	8.6059
CECR5|27440	235.8218	CECR5|27440	498.5657
CECR6|27439	16.7824	CECR6|27439	40.7344
CECR7|100130418	7.2338	CECR7|100130418	126.7929
CELF1|10658	2456.3079	CELF1|10658	1497.4182
CELF2|10659	364.29400000000004	CELF2|10659	1845.0947
CELF3|11189	25.7523	lowly_expressed	lowly_expressed
CELF4|56853	13.5995	CELF4|56853	6.8847
CELF5|60680	27.4884	CELF5|60680	40.7344
CELF6|60677	12.7604	CELF6|60677	56.7986
CELSR1|9620	1799.4792	CELSR1|9620	1296.615
CELSR2|1952	1001.4468	CELSR2|1952	1396.4429
CELSR3|1951	51.2153	CELSR3|1951	39.0132
CEL|1056	48.0324	CEL|1056	25.8176
CEMP1|752014	51.4178	CEMP1|752014	96.3855
CENPA|1058	160.5903	CENPA|1058	20.0803
CENPBD1|92806	161.4583	CENPBD1|92806	251.8646
CENPB|1059	1783.8542	CENPB|1059	1822.1457
CENPC1|1060	324.0741	CENPC1|1060	534.1365
CENPE|1062	541.3773	CENPE|1062	78.0264
CENPF|1063	1583.0439999999999	CENPF|1063	444.06199999999995
CENPH|64946	260.4167	CENPH|64946	125.0717
CENPI|2491	211.8056	CENPI|2491	15.4905
CENPJ|55835	170.7176	CENPJ|55835	218.0149
CENPK|64105	282.9861	CENPK|64105	55.6512
CENPL|91687	179.3981	CENPL|91687	91.22200000000001
CENPM|79019	72.6273	CENPM|79019	44.7504
CENPN|55839	358.125	CENPN|55839	205.2266
CENPO|79172	182.5694	CENPO|79172	86.9535
CENPP|401541	94.5804	CENPP|401541	65.5422
CENPQ|55166	350.4051	CENPQ|55166	144.0046
CENPT|80152	94.3287	CENPT|80152	379.8049
CENPV|201161	10.706	CENPV|201161	156.0528
CENPW|387103	229.456	CENPW|387103	150.3155
CEP110|11064	222.5116	CEP110|11064	608.1469
CEP120|153241	1019.3866	CEP120|153241	679.8623
CEP135|9662	289.0625	CEP135|9662	244.4062
CEP152|22995	191.2616	CEP152|22995	136.5462
CEP164|22897	172.4537	CEP164|22897	471.6007
CEP170|9859	817.419	CEP170|9859	936.8904
CEP192|55125	671.2963	CEP192|55125	802.6391
CEP250|11190	318.28700000000003	CEP250|11190	366.0356
CEP290|80184	1234.6962	CEP290|80184	582.249
CEP350|9857	1237.5579	CEP350|9857	1258.1756
CEP55|55165	811.9213	CEP55|55165	77.4527
CEP57|9702	596.9329	CEP57|9702	1039.5869
CEP63|80254	863.2755	CEP63|80254	657.5731
CEP68|23177	864.0046	CEP68|23177	1603.58
CEP70|80321	1272.8588	CEP70|80321	281.1245
CEP72|55722	50.3472	CEP72|55722	42.4555
CEP76|79959	134.838	CEP76|79959	119.9082
CEP78|84131	344.6181	CEP78|84131	266.2077
CEP97|79598	511.8634	CEP97|79598	144.0046
CEPT1|10390	484.0856	CEPT1|10390	780.8376
CERCAM|51148	1458.3333	CERCAM|51148	1107.2863
CERKL|375298	63.4983	CERKL|375298	24.8078
CERK|64781	169.2708	CERK|64781	850.8319
CES1|1066	58.4491	CES1|1066	773.953
CES2|8824	527.1991	CES2|8824	1258.7493
CES3|23491	130.787	CES3|23491	81.4687
lowly_expressed	lowly_expressed	CES4|51716	5.7372
lowly_expressed	lowly_expressed	CES8|283848	65.4045
CETN2|1069	2965.5671	CETN2|1069	1164.6586
CETN3|1070	414.3519	CETN3|1070	390.13199999999995
CETN4P|729338	6.0764	lowly_expressed	lowly_expressed
CETP|1071	7.8125	CETP|1071	40.7344
CFB|629	5167.1354	CFB|629	2022.5186
CFDP1|10428	248.5532	CFDP1|10428	804.3603
CFD|1675	44.8495	CFD|1675	2594.9512
CFH|3075	1159.1435	CFH|3075	3142.8571
CFI|3426	235.5324	CFI|3426	1243.2587
CFL1|1072	10104.7454	CFL1|1072	10881.813
CFL2|1073	273.1481	CFL2|1073	1292.599
CFLAR|8837	824.9421	CFLAR|8837	991.3827
lowly_expressed	lowly_expressed	CFP|5199	37.292
lowly_expressed	lowly_expressed	CFTR|1080	9.1796
CG030|116828	19.3866	CG030|116828	36.7183
CGA|1081	21.7014	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CGB7|94027	6.0528
CGGBP1|8545	4022.8617	CGGBP1|8545	2540.459
CGNL1|84952	948.206	CGNL1|84952	1320.7114
CGN|57530	1823.2060000000001	CGN|57530	998.2788
CGREF1|10669	14.8206	CGREF1|10669	195.15200000000002
CGRRF1|10668	243.6343	CGRRF1|10668	294.3201
CH25H|9023	17.3611	CH25H|9023	68.8468
CHAC1|79094	31.8287	CHAC1|79094	13.7694
CHAC2|494143	110.2431	CHAC2|494143	32.7022
lowly_expressed	lowly_expressed	CHADL|150356	125.0717
CHAD|1101	10.1273	CHAD|1101	45.8979
CHAF1A|10036	130.4977	lowly_expressed	lowly_expressed
CHAF1B|8208	500.5787	CHAF1B|8208	231.2106
CHCHD10|400916	202.2569	CHCHD10|400916	631.0958
CHCHD1|118487	1780.3819	CHCHD1|118487	398.7378
CHCHD2|51142	2902.1991	CHCHD2|51142	3325.3012
