gene_id	TCGA-BH-A1F2-01A-31R-A13Q-07	gene_id	TCGA-BH-A1F2-11A-32R-A13Q-07
SLC37A3|84255	1392.2444	SLC37A3|84255	810.8225
SLC37A4|2542	421.8922	SLC37A4|2542	485.2782
SLC38A10|124565	834.0015	SLC38A10|124565	2099.6889
SLC38A11|151258	7.9487	SLC38A11|151258	8.3918
SLC38A1|81539	10183.8059	SLC38A1|81539	3342.8344
SLC38A2|54407	6655.8085	SLC38A2|54407	5093.2504
SLC38A3|10991	19.2603	SLC38A3|10991	122.4047
SLC38A4|55089	7.643	SLC38A4|55089	13.0218
SLC38A5|92745	182.2085	SLC38A5|92745	34.146
SLC38A6|145389	382.4545	SLC38A6|145389	130.7965
SLC38A7|55238	182.5142	SLC38A7|55238	227.7364
SLC38A9|153129	248.2438	SLC38A9|153129	189.2498
SLC39A10|57181	2011.0196	SLC39A10|57181	749.4755
SLC39A11|201266	4579.9765	SLC39A11|201266	430.5867
lowly_expressed	lowly_expressed	SLC39A12|221074	7.8131
SLC39A13|91252	361.3599	SLC39A13|91252	630.2539
SLC39A14|23516	1620.3107	SLC39A14|23516	1244.303
SLC39A1|27173	2243.6718	SLC39A1|27173	1978.1524
SLC39A3|29985	258.6383	SLC39A3|29985	270.5636
SLC39A4|55630	279.7329	SLC39A4|55630	84.4969
SLC39A6|25800	34472.263999999996	SLC39A6|25800	4842.0748
SLC39A7|7922	1741.9869	SLC39A7|7922	1964.2625
SLC39A8|64116	2366.2651	SLC39A8|64116	620.4152
SLC39A9|55334	4975.2712	SLC39A9|55334	2064.3854
SLC3A2|6520	4795.2027	SLC3A2|6520	2444.9107
SLC40A1|30061	9934.6449	SLC40A1|30061	4193.3009999999995
SLC41A1|254428	1503.2204	SLC41A1|254428	1491.4273
SLC41A2|84102	528.2824	SLC41A2|84102	313.6801
SLC41A3|54946	653.6272	SLC41A3|54946	815.7419
SLC43A1|8501	283.0958	SLC43A1|8501	531.2884
SLC43A2|124935	291.9617	SLC43A2|124935	540.8377
SLC43A3|29015	1414.6627	SLC43A3|29015	1726.5311
SLC44A1|23446	7936.4655	SLC44A1|23446	2253.3459
SLC44A2|57153	7483.0842	SLC44A2|57153	4299.2115
SLC44A3|126969	785.0864	SLC44A3|126969	158.2869
SLC44A4|80736	4587.3137	SLC44A4|80736	221.3702
SLC44A5|204962	1295.3314	SLC44A5|204962	95.2036
SLC45A1|50651	15.286	SLC45A1|50651	61.0577
SLC45A3|85414	93.2443	SLC45A3|85414	125.2984
SLC45A4|57210	174.2598	SLC45A4|57210	314.8376
SLC46A1|113235	465.7751	SLC46A1|113235	946.2895
SLC46A2|57864	13.7574	SLC46A2|57864	7.5237
SLC46A3|283537	708.0452	SLC46A3|283537	602.4741
SLC47A1|55244	25.069000000000003	SLC47A1|55244	88.8374
lowly_expressed	lowly_expressed	SLC47A2|146802	5.2087
SLC48A1|55652	272.7014	SLC48A1|55652	950.8789999999999
SLC4A10|57282	91.7157	lowly_expressed	lowly_expressed
SLC4A11|83959	204.8317	lowly_expressed	lowly_expressed
SLC4A1AP|22950	745.9544	SLC4A1AP|22950	660.6381
lowly_expressed	lowly_expressed	SLC4A1|6521	5.2087
SLC4A2|6522	990.5112	SLC4A2|6522	1258.3752
SLC4A3|6508	14.3688	SLC4A3|6508	239.89
SLC4A4|8671	73.6783	SLC4A4|8671	831.368
SLC4A5|57835	177.8276	SLC4A5|57835	137.8688
SLC4A7|9497	2023.5541	SLC4A7|9497	1335.1660000000002
SLC4A8|9498	468.973	SLC4A8|9498	120.0897
SLC5A1|6523	15.286	SLC5A1|6523	352.1667
SLC5A3|6526	1441.511	SLC5A3|6526	1466.2837
lowly_expressed	lowly_expressed	SLC5A4|6527	31.2523
lowly_expressed	lowly_expressed	SLC5A5|6528	11.5749
SLC5A6|8884	3051.8584	SLC5A6|8884	1474.3196
lowly_expressed	lowly_expressed	SLC5A8|160728	8.9706
lowly_expressed	lowly_expressed	SLC5A9|200010	26.0436
lowly_expressed	lowly_expressed	SLC6A10P|386757	6.6556
SLC6A12|6539	7.643	SLC6A12|6539	13.6005
SLC6A14|11254	114.9503	SLC6A14|11254	142.6608
lowly_expressed	lowly_expressed	SLC6A15|55117	9.5493
lowly_expressed	lowly_expressed	SLC6A16|28968	51.7977
SLC6A17|388662	6.4201	SLC6A17|388662	11.8643
SLC6A1|6529	45.8579	SLC6A1|6529	16.4942
SLC6A20|54716	13.1459	SLC6A20|54716	6.9449
lowly_expressed	lowly_expressed	SLC6A2|6530	35.8822
SLC6A4|6532	9.4773	SLC6A4|6532	14.4686
SLC6A6|6533	1723.3381	SLC6A6|6533	762.4973
SLC6A8|6535	214.0033	SLC6A8|6535	1216.8126
SLC6A9|6536	197.5189	SLC6A9|6536	105.6616
SLC7A10|56301	102.7766	SLC7A10|56301	854.0982
SLC7A11|23657	161.7254	SLC7A11|23657	25.4648
SLC7A13|157724	13.4516	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC7A14|57709	9.8387
SLC7A1|6541	1211.2587	SLC7A1|6541	699.7034
SLC7A2|6542	1905.8523	SLC7A2|6542	1661.2892
lowly_expressed	lowly_expressed	SLC7A3|84889	76.6838
lowly_expressed	lowly_expressed	SLC7A4|6545	49.1934
SLC7A5|8140	900.9539	SLC7A5|8140	248.5712
SLC7A6OS|84138	48.912	SLC7A6OS|84138	217.0933
SLC7A6|9057	1138.8064	SLC7A6|9057	1898.8005
SLC7A7|9056	449.1012	SLC7A7|9056	241.9156
SLC7A8|23428	1916.2467	SLC7A8|23428	1554.8
SLC7A9|11136	8.2544	lowly_expressed	lowly_expressed
SLC8A1|6546	256.4982	SLC8A1|6546	197.3522
SLC8A2|6543	8.8659	lowly_expressed	lowly_expressed
SLC8A3|6547	6.4201	SLC8A3|6547	26.9117
SLC9A1|6548	1163.5665	SLC9A1|6548	1304.2031
SLC9A2|6549	6.4201	SLC9A2|6549	21.1242
SLC9A3R1|9368	8712.686	SLC9A3R1|9368	1173.9854
SLC9A3R2|9351	776.2206	SLC9A3R2|9351	1964.2625
lowly_expressed	lowly_expressed	SLC9A4|389015	22.2817
SLC9A5|6553	14.9802	SLC9A5|6553	39.0653
SLC9A6|10479	303.2733	SLC9A6|10479	491.355
SLC9A7|84679	303.2733	SLC9A7|84679	142.082
SLC9A8|23315	743.5086	SLC9A8|23315	658.0337
SLC9A9|285195	167.8397	SLC9A9|285195	408.8837
lowly_expressed	lowly_expressed	SLCO1A2|6579	27.201
SLCO1C1|53919	8.2544	SLCO1C1|53919	72.3432
SLCO2A1|6578	796.398	SLCO2A1|6578	708.6739
SLCO2B1|11309	749.0116	SLCO2B1|11309	875.3527
SLCO3A1|28232	267.8099	SLCO3A1|28232	603.9209999999999
SLCO4A1|28231	12.8402	SLCO4A1|28231	83.458
SLCO4C1|353189	23.2346	SLCO4C1|353189	136.0052
SLFN11|91607	800.3724	SLFN11|91607	1374.8101
lowly_expressed	lowly_expressed	SLFN12L|342615	35.5929
SLFN12|55106	191.9915	SLFN12|55106	136.584
SLFN13|146857	552.74	SLFN13|146857	465.3114
SLFN5|162394	1512.3919	SLFN5|162394	2273.3126
lowly_expressed	lowly_expressed	SLIT1|6585	17.3624
SLIT2|9353	343.0167	SLIT2|9353	678.2898
SLIT3|6586	679.3076	SLIT3|6586	4895.3194
SLITRK2|84631	9.783	SLITRK2|84631	7.8131
SLITRK4|139065	93.2443	SLITRK4|139065	76.105
lowly_expressed	lowly_expressed	SLITRK5|26050	42.2484
SLITRK6|84189	6.1144	SLITRK6|84189	221.3702
SLK|9748	2045.5659	SLK|9748	2958.5473
SLMAP|7871	2447.2807	SLMAP|7871	1660.9998
SLMO1|10650	25.3747	SLMO1|10650	28.0692
SLMO2|51012	4156.2499	SLMO2|51012	1099.6166
SLN|6588	17.1203	lowly_expressed	lowly_expressed
SLPI|6590	276.6757	SLPI|6590	457.209
SLTM|79811	1768.8902	SLTM|79811	2464.0093
SLU7|10569	981.0523	SLU7|10569	1497.2148
SMAD1|4086	1155.3121	SMAD1|4086	1051.8701
SMAD2|4087	2016.5226	SMAD2|4087	2326.5572
SMAD3|4088	911.0426	SMAD3|4088	1843.594
SMAD4|4089	1791.5898	SMAD4|4089	2271.7182
lowly_expressed	lowly_expressed	SMAD5OS|9597	8.9706
SMAD5|4090	1807.7165	SMAD5|4090	2556.3192
SMAD6|4091	155.611	SMAD6|4091	168.9937
SMAD7|4092	965.7663	SMAD7|4092	950.3002
SMAD9|4093	28.1261	SMAD9|4093	113.7235
SMAGP|57228	334.4566	SMAGP|57228	194.1691
SMAP1|60682	819.3055	SMAP1|60682	753.3907
SMAP2|64744	1523.7035	SMAP2|64744	1034.7971
SMARCA1|6594	1130.2432	SMARCA1|6594	1594.444
SMARCA2|6595	2420.6831	SMARCA2|6595	6406.1347
SMARCA4|6597	1756.05	SMARCA4|6597	1619.9088
SMARCA5|8467	3714.4646	SMARCA5|8467	2344.4983
SMARCAD1|56916	1471.7313	SMARCAD1|56916	978.6588
SMARCAL1|50485	660.3531	SMARCAL1|50485	617.8109
SMARCB1|6598	732.8085	SMARCB1|6598	899.9494
SMARCC1|6599	4555.8247	SMARCC1|6599	2477.8992
SMARCC2|6601	1872.8346	SMARCC2|6601	4068.8707
SMARCD1|6602	1498.0231	SMARCD1|6602	1232.1493
SMARCD2|6603	2405.3972	SMARCD2|6603	2160.1678
SMARCD3|6604	91.41	SMARCD3|6604	487.5931
SMARCE1|6605	2494.6671	SMARCE1|6605	2832.6702
SMC1A|8243	3148.6001	SMC1A|8243	2516.6751
SMC1B|27127	94.7729	SMC1B|27127	5.7875
SMC2|10592	1435.045	SMC2|10592	563.1194
SMC3|9126	1290.4399	SMC3|9126	1719.7425
SMC4|10051	3004.9121	SMC4|10051	699.9928
SMC5|23137	1567.4214	SMC5|23137	1259.9291
SMC6|79677	1303.8916	SMC6|79677	592.9248
SMCHD1|23347	1954.1559	SMCHD1|23347	1704.4057
SMCR7L|54471	895.1453	SMCR7L|54471	1371.6270000000002
SMCR7|125170	133.2935	SMCR7|125170	324.9656
SMCR8|140775	737.2139	SMCR8|140775	1360.7437
SMEK1|55671	2210.9599	SMEK1|55671	1713.6656
SMEK2|57223	3738.3320000000003	SMEK2|57223	2312.3779
SMG1|23049	3227.4756	SMG1|23049	4154.8144
SMG5|23381	752.3745	SMG5|23381	1645.9524
SMG6|23293	678.0848	SMG6|23293	1605.1508
SMG7|9887	2806.8062	SMG7|9887	1957.3175
SMN1|6606	7.2364	lowly_expressed	lowly_expressed
SMN2|6607	726.1835	SMN2|6607	724.3637
SMNDC1|10285	974.3265	SMNDC1|10285	670.1874
SMOC1|64093	107.0017	SMOC1|64093	362.5841
SMOC2|64094	2250.7033	SMOC2|64094	2121.1025
SMOX|54498	150.108	SMOX|54498	125.009
SMO|6608	192.2973	SMO|6608	447.08099999999996
SMPD1|6609	792.7294	SMPD1|6609	613.4703
SMPD2|6610	92.0214	SMPD2|6610	113.1448
SMPD3|55512	79.4869	SMPD3|55512	75.2369
SMPD4|55627	1926.9469	SMPD4|55627	1368.1545
SMPDL3A|10924	348.8254	SMPDL3A|10924	246.2562
SMPDL3B|27293	47.3864	SMPDL3B|27293	74.9476
SMS|6611	2454.6179	SMS|6611	805.6138
lowly_expressed	lowly_expressed	SMTNL1|219537	5.7875
lowly_expressed	lowly_expressed	SMTNL2|342527	18.8092
SMTN|6525	426.1723	SMTN|6525	1638.4287
SMU1|55234	1646.9083	SMU1|55234	1601.0996
SMUG1|23583	416.3893	SMUG1|23583	338.8555
SMURF1|57154	732.7015	SMURF1|57154	1190.7603
SMURF2|64750	831.5557	SMURF2|64750	586.8480000000001
lowly_expressed	lowly_expressed	SMYD1|150572	146.1333
SMYD2|56950	1081.9396	SMYD2|56950	619.8365
SMYD3|64754	921.1314	SMYD3|64754	164.6531
SMYD4|114826	223.7863	SMYD4|114826	534.7609
SMYD5|10322	446.6555	SMYD5|10322	531.5778
SNAI1|6615	271.4785	SNAI1|6615	176.22799999999998
SNAI2|6591	812.2954	SNAI2|6591	651.9569
lowly_expressed	lowly_expressed	SNAI3|333929	8.9706
SNAP23|8773	2071.552	SNAP23|8773	1453.8089
SNAP25|6616	5.5029	SNAP25|6616	18.5199
SNAP29|9342	863.9619	SNAP29|9342	880.8508
SNAP47|116841	571.6089	SNAP47|116841	628.998
SNAPC1|6617	361.0541	SNAPC1|6617	263.6186
SNAPC2|6618	218.2834	SNAPC2|6618	235.8388
SNAPC3|6619	482.7303	SNAPC3|6619	523.4754
SNAPC4|6621	100.5816	SNAPC4|6621	279.8235
SNAPC5|10302	42.1434	SNAPC5|10302	95.5856
SNAPIN|23557	1021.7129	SNAPIN|23557	583.3755
SNCAIP|9627	68.1753	SNCAIP|9627	214.7146
SNCA|6622	44.0235	SNCA|6622	99.8336
SNCG|6623	35.4634	SNCG|6623	864.9353
SND1|27044	2077.3607	SND1|27044	3276.5679999999998
SNED1|25992	691.2307	SNED1|25992	1512.2622
SNF8|11267	2150.1218	SNF8|11267	673.0811
SNHG10|283596	44.635	SNHG10|283596	38.1972
SNHG11|128439	157.7204	SNHG11|128439	121.4179
SNHG12|85028	44.0235	SNHG12|85028	125.6717
SNHG1|23642	415.4721	SNHG1|23642	383.1296
SNHG3-RCC1|751867	48.6949	SNHG3-RCC1|751867	134.3008
SNHG3|8420	22.9289	SNHG3|8420	14.4686
SNHG5|387066	872.5221	SNHG5|387066	1689.6477
SNHG6|641638	660.3531	SNHG6|641638	599.2909999999999
SNHG7|84973	210.3714	SNHG7|84973	582.4032
SNHG8|100093630	221.3406	SNHG8|100093630	463.5752
SNHG9|735301	73.6783	SNHG9|735301	27.7798
SNIP1|79753	365.3342	SNIP1|79753	388.6276
SNN|8303	539.2883	SNN|8303	2442.885
SNORA39|677821	6.145	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SNORA53|677832	5.2087
lowly_expressed	lowly_expressed	SNORA7B|677797	10.4956
SNORA8|654320	160.2273	SNORA8|654320	197.1931
lowly_expressed	lowly_expressed	SNORD116-20|100033431	18.5199
lowly_expressed	lowly_expressed	SNORD116-28|100033820	54.2314
lowly_expressed	lowly_expressed	SNORD116-4|100033416	125.3245
SNORD17|692086	5.8087	SNORD17|692086	8.9706
SNORD1C|677850	5.7873	SNORD1C|677850	6.9652
SNPH|9751	43.1064	SNPH|9751	145.2651
SNRK|54861	1389.4929	SNRK|54861	2350.8645
SNRNP200|23020	6434.468000000001	SNRNP200|23020	6916.2989
SNRNP25|79622	467.7501	SNRNP25|79622	346.958
SNRNP27|11017	584.5347	SNRNP27|11017	673.0811
SNRNP35|11066	172.8872	SNRNP35|11066	320.2894
SNRNP40|9410	734.3371	SNRNP40|9410	517.9773
SNRNP48|154007	778.0549	SNRNP48|154007	470.2308
SNRNP70|6625	767.9662	SNRNP70|6625	2029.082
SNRPA1|6627	366.8628	SNRPA1|6627	202.8503
SNRPA|6626	1031.8017	SNRPA|6626	890.6894
SNRPB2|6629	3498.3426	SNRPB2|6629	729.5088
SNRPB|6628	2107.0154	SNRPB|6628	1094.1185
SNRPC|6631	1471.1199	SNRPC|6631	618.1003
SNRPD1|6632	567.1088	SNRPD1|6632	388.6276
SNRPD2|6633	1324.069	SNRPD2|6633	1528.7564
SNRPD3|6634	1458.7138	SNRPD3|6634	946.7236
SNRPE|6635	1663.7228	SNRPE|6635	395.5726
SNRPF|6636	523.0852	SNRPF|6636	338.2768
SNRPG|6637	844.0902	SNRPG|6637	314.2588
SNRPN|6638	301.1332	SNRPN|6638	1410.2756
SNTA1|6640	302.6618	SNTA1|6640	873.3271
SNTB1|6641	300.2161	SNTB1|6641	327.57
SNTB2|6645	1434.1279	SNTB2|6645	2635.0286
lowly_expressed	lowly_expressed	SNTG2|54221	70.3176
SNUPN|10073	225.9263	SNUPN|10073	452.8684
lowly_expressed	lowly_expressed	SNURF|8926	79.7888
SNW1|22938	1177.3239	SNW1|22938	1396.5131
SNX10|29887	830.9443	SNX10|29887	362.8735
SNX11|29916	5022.0462	SNX11|29916	594.3717
SNX12|29934	150.108	SNX12|29934	216.1615
SNX13|23161	1372.0669	SNX13|23161	1508.5003
SNX14|57231	1883.5348	SNX14|57231	965.637
SNX15|29907	421.5865	SNX15|29907	760.7611
SNX16|64089	317.6421	SNX16|64089	361.1372
SNX17|9784	1820.5567	SNX17|9784	2328.5828
SNX18|112574	903.0939999999999	SNX18|112574	1411.8498
SNX19|399979	2352.5078	SNX19|399979	2534.3268
SNX1|6642	2113.4355	SNX1|6642	5085.1479
SNX20|124460	12.2288	SNX20|124460	20.1664
SNX21|90203	232.1691	SNX21|90203	979.9175
SNX22|79856	33.733000000000004	SNX22|79856	75.2427
SNX24|28966	268.72700000000003	SNX24|28966	92.0205
SNX25|83891	811.0725	SNX25|83891	320.625
SNX27|81609	1707.7647	SNX27|81609	1209.6216
SNX29|92017	938.8631	SNX29|92017	1247.1967
SNX2|6643	1922.0554	SNX2|6643	2050.4956
SNX30|401548	1197.1956	SNX30|401548	746.5818
SNX31|169166	22.0118	lowly_expressed	lowly_expressed
SNX33|257364	679.9191	SNX33|257364	1555.6681
SNX3|8724	3666.4881	SNX3|8724	3729.1471
SNX4|8723	1557.6384	SNX4|8723	825.5806
SNX5|27131	3399.5954	SNX5|27131	2472.4011
SNX6|58533	3454.9305	SNX6|58533	1508.5003
SNX7|51375	463.7757	SNX7|51375	368.9503
SNX8|29886	149.1909	SNX8|29886	463.8646
SNX9|51429	1976.4734	SNX9|51429	2664.8340000000003
SOAT1|6646	1115.8744	SOAT1|6646	587.1374
SOBP|55084	110.3646	SOBP|55084	307.8926
SOCS1|8651	22.9289	SOCS1|8651	61.6364
SOCS2|8835	359.2198	SOCS2|8835	940.1722
SOCS3|9021	2996.3520000000003	SOCS3|9021	20576.1412
SOCS4|122809	1029.9673	SOCS4|122809	635.1733
SOCS5|9655	1183.1326	SOCS5|9655	1303.335
SOCS6|9306	945.2832	SOCS6|9306	864.3565
SOCS7|30837	29.0433	SOCS7|30837	159.7338
SOD1|6647	3867.0397	SOD1|6647	3080.0839
SOD2|6648	3975.57	SOD2|6648	6373.725
SOD3|6649	391.6261	SOD3|6649	1610.9383
SOHLH2|54937	6.4201	SOHLH2|54937	7.5237
SOLH|6650	179.7628	SOLH|6650	371.2653
SON|6651	7656.4269	SON|6651	9208.7101
SORBS1|10580	3178.8663	SORBS1|10580	18575.1284
SORBS2|8470	889.0309	SORBS2|8470	1980.1779999999999
SORBS3|10174	782.3349	SORBS3|10174	2810.3885
lowly_expressed	lowly_expressed	SORCS1|114815	36.461
SORCS2|57537	100.8873	SORCS2|57537	122.4047
SORD|6652	2439.3320000000003	SORD|6652	237.5751
SORL1|6653	2108.544	SORL1|6653	1701.5120000000002
SORT1|6272	2963.3344	SORT1|6272	5566.3749
SOS1|6654	2075.8321	SOS1|6654	3788.4685
SOS2|6655	2124.1357	SOS2|6655	1766.9102
lowly_expressed	lowly_expressed	SOSTDC1|25928	448.5278
SOX10|6663	5.1972	SOX10|6663	1293.7857
SOX11|6664	42.4949	SOX11|6664	72.3432
SOX12|6666	1054.7306	SOX12|6666	265.0655
SOX13|9580	911.9598	SOX13|9580	1355.1327
lowly_expressed	lowly_expressed	SOX15|6665	37.9078
SOX17|64321	103.9445	SOX17|64321	350.7198
SOX18|54345	127.7905	SOX18|54345	351.0092
SOX2|6657	222.8692	lowly_expressed	lowly_expressed
SOX3|6658	6.7258	lowly_expressed	lowly_expressed
SOX4|6659	8902.2318	SOX4|6659	2064.9642
SOX5|6660	24.4575	SOX5|6660	219.0552
SOX6|55553	156.5281	SOX6|55553	290.8196
SOX7|83595	253.1781	SOX7|83595	842.6535
lowly_expressed	lowly_expressed	SOX8|30812	39.3547
SOX9|6662	1874.6689999999999	SOX9|6662	2577.4434
SP100|6672	1552.1354	SP100|6672	1953.845
SP110|3431	711.7139	SP110|3431	510.74300000000005
SP140L|93349	295.3246	SP140L|93349	355.6392
SP140|11262	17.7317	SP140|11262	26.9117
SP1|6667	3950.1953	SP1|6667	4936.4103
SP2|6668	3287.7022	SP2|6668	884.0339
SP3|6670	3736.192	SP3|6670	2509.4408
SP4|6671	215.2262	SP4|6671	412.935
SP5|389058	7.3373	SP5|389058	27.4904
SP6|80320	555.1857	SP6|80320	101.2805
SP7|121340	26.2918	lowly_expressed	lowly_expressed
SPA17|53340	111.2817	SPA17|53340	52.3765
SPAG16|79582	645.6785	SPAG16|79582	373.5803
lowly_expressed	lowly_expressed	SPAG17|200162	30.9629
SPAG1|6674	744.4258	SPAG1|6674	117.7747
SPAG4|6676	33.3234	SPAG4|6676	25.1754
SPAG5|10615	2907.5682	SPAG5|10615	107.936
lowly_expressed	lowly_expressed	SPAG6|9576	11.8643
SPAG7|9552	177.9285	SPAG7|9552	772.0466
SPAG8|26206	5.1972	SPAG8|26206	23.1498
SPAG9|9043	8005.8637	SPAG9|9043	3333.5745
SPARCL1|8404	4292.2949	SPARCL1|8404	20380.2358
SPARC|6678	103572.4031	SPARC|6678	48085.9437
SPAST|6683	980.1351	SPAST|6683	560.5151
SPATA13|221178	200.5517	SPATA13|221178	586.4863
SPATA17|128153	147.3566	SPATA17|128153	7.5237
SPATA18|132671	195.3544	SPATA18|132671	376.7634
SPATA20|64847	2421.906	SPATA20|64847	1139.6976
SPATA22|84690	5.1819	SPATA22|84690	31.7471
lowly_expressed	lowly_expressed	SPATA24|202051	26.0436
SPATA2L|124044	38.2149	SPATA2L|124044	163.2063
SPATA2|9825	622.7496	SPATA2|9825	443.3191
SPATA5L1|79029	158.9739	SPATA5L1|79029	141.2139
SPATA5|166378	297.4646	SPATA5|166378	282.1385
SPATA6|54558	84.9899	SPATA6|54558	211.8209
SPATA7|55812	201.4688	SPATA7|55812	288.79400000000004
SPATA9|83890	10.7002	SPATA9|83890	30.9629
SPATS2L|26010	1184.0497	SPATS2L|26010	1503.5810000000001
SPATS2|65244	861.2104	SPATS2|65244	418.1437
SPC25|57405	342.711	SPC25|57405	6.0768
SPCS1|28972	3635.2772	SPCS1|28972	1177.1685
SPCS2|9789	686.3392	SPCS2|9789	472.2564
SPCS3|60559	3554.5949	SPCS3|60559	2206.1781
SPDEF|25803	1995.7337	SPDEF|25803	490.1975
SPDYA|245711	27.796	SPDYA|245711	13.0276
lowly_expressed	lowly_expressed	SPDYE1|285955	8.6812
SPDYE3|441272	108.0625	SPDYE3|441272	87.0347
SPDYE5|442590	5.1972	lowly_expressed	lowly_expressed
SPDYE6|729597	10.7002	SPDYE6|729597	23.7286
lowly_expressed	lowly_expressed	SPDYE7P|441251	5.4981
SPDYE8P|389517	17.426	SPDYE8P|389517	14.758
SPEF1|25876	9.1716	lowly_expressed	lowly_expressed
SPEF2|79925	31.7948	SPEF2|79925	216.4508
SPEG|10290	20.4832	SPEG|10290	465.6008
SPEN|23013	915.3227	SPEN|23013	3506.9088
SPESP1|246777	14.9802	SPESP1|246777	31.4924
SPG11|80208	1911.0495	SPG11|80208	2087.5353
SPG20|23111	991.7525	SPG20|23111	2453.3025
SPG21|51324	2396.2256	SPG21|51324	1733.0536
SPG7|6687	384.9002	SPG7|6687	1040.2952
SPHAR|10638	165.9749	SPHAR|10638	124.8441
SPHK1|8877	198.482	SPHK1|8877	199.8871
SPHK2|56848	86.5246	SPHK2|56848	302.7621
lowly_expressed	lowly_expressed	SPHKAP|80309	38.775999999999996
SPI1|6688	151.0252	SPI1|6688	167.8362
lowly_expressed	lowly_expressed	SPIB|6689	20.5455
SPIN1|10927	5353.1398	SPIN1|10927	2961.7304
SPIN2B|474343	118.4722	SPIN2B|474343	81.1546
SPIN3|169981	508.105	SPIN3|169981	342.0386
SPIN4|139886	401.4091	SPIN4|139886	164.9425
lowly_expressed	lowly_expressed	SPINK1|6690	16.4942
lowly_expressed	lowly_expressed	SPINK5|11005	19.0986
SPINK8|646424	14.0631	SPINK8|646424	13.0218
lowly_expressed	lowly_expressed	SPINLW1|57119	6.6556
SPINT1|6692	2037.9229	SPINT1|6692	1288.2876
SPINT2|10653	3995.136	SPINT2|10653	2651.8122
SPIRE1|56907	1519.4235	SPIRE1|56907	731.5344
SPIRE2|84501	56.8637	SPIRE2|84501	54.1127
SPNS1|83985	712.6555	SPNS1|83985	559.4994
SPNS2|124976	219.6561	SPNS2|124976	584.044
SPN|6693	83.1556	SPN|6693	155.1038
SPOCD1|90853	124.4276	SPOCD1|90853	10.9962
SPOCK1|6695	6111.323	SPOCK1|6695	1103.9572
SPOCK2|9806	52.8466	SPOCK2|9806	297.7646
SPON1|10418	2398.3656	SPON1|10418	2318.7441
SPON2|10417	323.7564	SPON2|10417	878.8251
SPOPL|339745	2584.5485	SPOPL|339745	1220.285
SPOP|8405	5790.6238	SPOP|8405	1329.9573
SPP1|6696	9978.3627	SPP1|6696	5409.5348
SPPL2A|84888	1324.6805	SPPL2A|84888	668.1618
SPPL2B|56928	348.5197	SPPL2B|56928	634.69
SPPL3|121665	1418.5362	SPPL3|121665	1364.9714
SPRED1|161742	1209.1187	SPRED1|161742	1282.7896
SPRED2|200734	1398.3587	SPRED2|200734	1173.9854
SPRN|503542	15.286	SPRN|503542	50.9296
SPRR3|6707	752.0688	lowly_expressed	lowly_expressed
SPRY1|10252	2990.5433	SPRY1|10252	3519.0624
SPRY2|10253	383.3716	SPRY2|10253	1426.6078
SPRY3|10251	99.3587	SPRY3|10251	102.7273
SPRY4|81848	810.1554	SPRY4|81848	743.3987
SPRYD3|84926	926.6343	SPRYD3|84926	1334.0085
SPRYD4|283377	490.0676	SPRYD4|283377	295.73900000000003
SPR|6697	334.7623	SPR|6697	534.1822
SPSB1|80176	549.0713	SPSB1|80176	1032.4821
SPSB2|84727	63.8953	SPSB2|84727	86.2331
SPSB3|90864	258.3326	SPSB3|90864	682.341
SPSB4|92369	11.3116	lowly_expressed	lowly_expressed
SPTAN1|6709	3292.5937	SPTAN1|6709	8746.003
SPTBN1|6711	6121.7174	SPTBN1|6711	30862.4756
SPTBN2|6712	1002.4526	SPTBN2|6712	381.10400000000004
SPTBN4|57731	6.4201	SPTBN4|57731	113.4341
SPTBN5|51332	25.6284	SPTBN5|51332	104.3276
SPTB|6710	29.349	SPTB|6710	555.5957
SPTLC1|10558	3013.1666	SPTLC1|10558	1808.8693
SPTLC2|9517	5051.7009	SPTLC2|9517	2057.7299
SPTLC3|55304	80.0984	SPTLC3|55304	377.6315
SPTY2D1|144108	1873.9291	SPTY2D1|144108	1136.6968
SQLE|6713	5717.2512	SQLE|6713	207.1909
SQRDL|58472	1433.8222	SQRDL|58472	951.1683
SQSTM1|8878	7998.3827	SQSTM1|8878	7398.6081
SR140|23350	2768.2856	SR140|23350	2472.1117
SRA1|10011	275.7585	SRA1|10011	379.6571
SRBD1|55133	814.7412	SRBD1|55133	462.7071
SRCAP|10847	3105.7994	SRCAP|10847	3787.8897
SRCIN1|80725	73.6783	SRCIN1|80725	149.02700000000002
SRCRB4D|136853	32.5163	SRCRB4D|136853	49.0111
SRC|6714	689.3964	SRC|6714	643.2757
SRD5A1|6715	225.6206	SRD5A1|6715	143.2395
SRD5A3|79644	4000.1926	SRD5A3|79644	456.6158
SREBF1|6720	1859.3829999999998	SREBF1|6720	4367.7928
SREBF2|6721	2571.0969	SREBF2|6721	2286.3344
SRFBP1|153443	262.9183	SRFBP1|153443	270.5636
SRF|6722	988.6953	SRF|6722	2554.2936
SRGAP1|57522	520.9452	SRGAP1|57522	625.624
SRGAP2|23380	1354.9466	SRGAP2|23380	801.2732
SRGAP3|9901	226.2321	SRGAP3|9901	317.7313
SRGN|5552	1637.431	SRGN|5552	1880.055
SRI|6717	2599.223	SRI|6717	1454.3876
SRL|6345	22.3175	SRL|6345	63.662
