gene_id	TCGA-A7-A0D9-01A-31R-A056-07	gene_id	TCGA-A7-A0D9-11A-53R-A089-07
SLC4A5|57835	243.59	SLC4A5|57835	42.5509
SLC4A7|9497	454.0963	SLC4A7|9497	207.2301
SLC4A8|9498	1223.9605	SLC4A8|9498	22.4033
lowly_expressed	lowly_expressed	SLC5A12|159963	5.0916
lowly_expressed	lowly_expressed	SLC5A1|6523	25.4582
SLC5A3|6526	570.317	SLC5A3|6526	2754.0988
lowly_expressed	lowly_expressed	SLC5A4|6527	13.7475
SLC5A6|8884	1615.5331	SLC5A6|8884	1575.1069
SLC5A8|160728	2487.8551	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC5A9|200010	5.0916
SLC6A10P|386757	9.4689	SLC6A10P|386757	7.1283
SLC6A11|6538	9.0572	lowly_expressed	lowly_expressed
SLC6A12|6539	22.6431	SLC6A12|6539	10.6925
SLC6A14|11254	15.6443	SLC6A14|11254	29.0224
lowly_expressed	lowly_expressed	SLC6A15|55117	34.1141
lowly_expressed	lowly_expressed	SLC6A16|28968	46.8432
SLC6A17|388662	81.515	lowly_expressed	lowly_expressed
SLC6A1|6529	24.7015	SLC6A1|6529	11.2016
SLC6A20|54716	6.9988	SLC6A20|54716	10.6925
lowly_expressed	lowly_expressed	SLC6A2|6530	28.0041
SLC6A3|6531	191.4368	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC6A4|6532	7.1283
SLC6A6|6533	813.5035	SLC6A6|6533	1217.4134
SLC6A8|6535	1026.76	SLC6A8|6535	1064.1548
SLC6A9|6536	336.9205	SLC6A9|6536	62.6273
SLC7A10|56301	18.6991	SLC7A10|56301	614.5163
SLC7A11|23657	55.9901	SLC7A11|23657	23.4216
SLC7A1|6541	1430.2182	SLC7A1|6541	334.0122
SLC7A2|6542	5004.9403	SLC7A2|6542	769.8574
SLC7A4|6545	132.5648	SLC7A4|6545	121.6904
SLC7A5|8140	3712.6389	SLC7A5|8140	99.2872
SLC7A6OS|84138	197.6163	SLC7A6OS|84138	265.7688
SLC7A6|9057	1874.0181	SLC7A6|9057	2559.0784
SLC7A7|9056	104.5698	SLC7A7|9056	387.4745
SLC7A8|23428	2029.6418	SLC7A8|23428	854.888
SLC8A1|6546	61.7538	SLC8A1|6546	463.3401
lowly_expressed	lowly_expressed	SLC8A3|6547	21.8941
SLC9A1|6548	1898.7238	SLC9A1|6548	764.7658
SLC9A2|6549	156.0313	SLC9A2|6549	8.1466
SLC9A3R1|9368	4381.2268	SLC9A3R1|9368	473.0143
SLC9A3R2|9351	1236.3112	SLC9A3R2|9351	1702.1385
SLC9A3|6550	5.7719	lowly_expressed	lowly_expressed
SLC9A5|6553	17.7028	SLC9A5|6553	5.6008
SLC9A6|10479	111.1569	SLC9A6|10479	575.8656
SLC9A7|84679	51.0498	SLC9A7|84679	12.7291
SLC9A8|23315	3338.8226	SLC9A8|23315	640.5295
SLC9A9|285195	46.1095	SLC9A9|285195	1181.7719
lowly_expressed	lowly_expressed	SLCO1C1|53919	25.4582
SLCO2A1|6578	565.2532	SLCO2A1|6578	406.8228
SLCO2B1|11309	317.0029	SLCO2B1|11309	1199.5927
SLCO3A1|28232	652.5319	SLCO3A1|28232	771.3849
SLCO4A1|28231	255.6155	SLCO4A1|28231	100.6365
lowly_expressed	lowly_expressed	SLCO4C1|353189	7.1283
SLFN11|91607	275.422	SLFN11|91607	1120.1629
SLFN12L|342615	5.352	SLFN12L|342615	34.6232
SLFN12|55106	25.5249	SLFN12|55106	114.053
SLFN13|146857	28.4068	SLFN13|146857	145.6212
SLFN5|162394	193.4953	SLFN5|162394	1546.3339999999998
SLFNL1|200172	5.7637	lowly_expressed	lowly_expressed
SLIT1|6585	10.2923	SLIT1|6585	7.6375
SLIT2|9353	225.1956	SLIT2|9353	1023.4216
SLIT3|6586	547.5504	SLIT3|6586	6345.2138
SLITRK1|114798	328.94199999999995	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLITRK2|84631	89.1039
SLITRK4|139065	38.2874	SLITRK4|139065	198.0652
SLITRK6|84189	7.4105	SLITRK6|84189	21.8941
SLK|9748	3154.3845	SLK|9748	2704.1752
SLMAP|7871	1694.1128	SLMAP|7871	1040.7332
SLMO1|10650	159.7365	SLMO1|10650	29.0224
SLMO2|51012	9460.2717	SLMO2|51012	928.2077
SLN|6588	28.8184	lowly_expressed	lowly_expressed
SLPI|6590	110.7452	SLPI|6590	258.1466
SLTM|79811	4730.7534	SLTM|79811	1963.3401
SLU7|10569	1321.1198	SLU7|10569	1692.4644
SMAD1|4086	767.3939999999999	SMAD1|4086	794.8065
SMAD2|4087	2565.2532	SMAD2|4087	2726.0692
SMAD3|4088	6370.9345	SMAD3|4088	1862.5255
SMAD4|4089	1504.3722	SMAD4|4089	1791.2271
lowly_expressed	lowly_expressed	SMAD5OS|9597	12.22
SMAD5|4090	1754.6315	SMAD5|4090	1718.9409
SMAD6|4091	294.3598	SMAD6|4091	297.8615
SMAD7|4092	601.0704	SMAD7|4092	970.9776
SMAD9|4093	13.9975	SMAD9|4093	86.0489
SMAGP|57228	184.0263	SMAGP|57228	134.4196
SMAP1|60682	1062.8983	SMAP1|60682	1017.2098
SMAP2|64744	1023.4664	SMAP2|64744	1449.5927
SMARCA1|6594	302.182	SMARCA1|6594	1421.5886
SMARCA2|6595	2084.8086	SMARCA2|6595	5931.2627
SMARCA4|6597	2971.5932	SMARCA4|6597	1091.6497
SMARCA5|8467	3198.3821	SMARCA5|8467	2039.2057
SMARCAD1|56916	1107.8633	SMARCAD1|56916	692.4644
SMARCAL1|50485	447.0976	SMARCAL1|50485	583.5031
SMARCB1|6598	1860.4364	SMARCB1|6598	927.6986
SMARCC1|6599	4960.4776	SMARCC1|6599	1616.0896
SMARCC2|6601	3675.175	SMARCC2|6601	4208.2485
SMARCD1|6602	1158.9131	SMARCD1|6602	1190.4277
SMARCD2|6603	3263.8946	SMARCD2|6603	2801.4257
SMARCD3|6604	1568.9584	SMARCD3|6604	307.5356
SMARCE1|6605	3745.986	SMARCE1|6605	2716.3951
SMC1A|8243	3678.0568	SMC1A|8243	2178.2077
SMC2|10592	341.7044	SMC2|10592	570.2648
SMC3|9126	2408.8102	SMC3|9126	1792.7699
SMC4|10051	1803.6229	SMC4|10051	537.169
SMC5|23137	586.2495	SMC5|23137	648.6762
SMC6|79677	1034.9938	SMC6|79677	487.78
SMCHD1|23347	1398.9296	SMCHD1|23347	1620.6721
SMCR7L|54471	1106.6282	SMCR7L|54471	1222.5051
SMCR7|125170	782.6266	SMCR7|125170	189.4094
SMCR8|140775	2499.3825	SMCR8|140775	923.7627
SMEK1|55671	1722.9312	SMEK1|55671	1173.1161
SMEK2|57223	3082.3384	SMEK2|57223	2849.7963
SMG1|23049	3787.9786	SMG1|23049	2780.0407
SMG5|23381	3952.2437	SMG5|23381	2019.8574
SMG6|23293	1498.5591	SMG6|23293	1432.2811
SMG7|9887	3354.0552	SMG7|9887	1605.3971
lowly_expressed	lowly_expressed	SMN1|6606	8.7678
SMN2|6607	968.9667	SMN2|6607	621.0692
SMNDC1|10285	652.9436	SMNDC1|10285	438.39099999999996
SMOC1|64093	86.4553	SMOC1|64093	238.2892
SMOC2|64094	2815.1503	SMOC2|64094	871.6904
SMOX|54498	186.0848	SMOX|54498	55.498999999999995
SMO|6608	852.6142	SMO|6608	310.0815
SMPD1|6609	490.7369	SMPD1|6609	926.1711
SMPD2|6610	306.2989	SMPD2|6610	107.943
SMPD3|55512	146.1507	SMPD3|55512	27.4949
SMPD4|55627	2109.5101	SMPD4|55627	1099.7963
SMPDL3A|10924	193.4953	SMPDL3A|10924	144.0937
SMPDL3B|27293	405.105	SMPDL3B|27293	6.11
SMS|6611	2006.1754	SMS|6611	890.5295
lowly_expressed	lowly_expressed	SMTNL1|219537	6.11
SMTNL2|342527	15.2326	SMTNL2|342527	5.6008
SMTN|6525	675.5867	SMTN|6525	834.5214
SMU1|55234	2100.8646	SMU1|55234	1939.4094
SMUG1|23583	606.4224	SMUG1|23583	529.5316
SMURF1|57154	1130.5928	SMURF1|57154	1287.4898
SMURF2|64750	456.1548	SMURF2|64750	526.4766
SMYD1|150572	5.7637	SMYD1|150572	5.0916
SMYD2|56950	476.7394	SMYD2|56950	672.6069
SMYD3|64754	337.5875	SMYD3|64754	130.8554
SMYD4|114826	383.2853	SMYD4|114826	546.8432
SMYD5|10322	707.2869	SMYD5|10322	528.0041
SNAI1|6615	104.5698	SNAI1|6615	115.5804
SNAI2|6591	321.5315	SNAI2|6591	495.9267
SNAI3|333929	37.464	SNAI3|333929	14.2566
SNAP23|8773	976.5336	SNAP23|8773	1263.2383
SNAP25|6616	25.9366	lowly_expressed	lowly_expressed
SNAP29|9342	1268.4232	SNAP29|9342	855.9063
SNAP47|116841	582.1449	SNAP47|116841	345.5295
SNAPC1|6617	213.2565	SNAPC1|6617	186.3544
SNAPC2|6618	334.2939	SNAPC2|6618	190.4277
SNAPC3|6619	703.9934	SNAPC3|6619	605.9063
SNAPC4|6621	217.7851	SNAPC4|6621	159.8778
SNAPC5|10302	351.091	SNAPC5|10302	141.3595
SNAPIN|23557	508.8514	SNAPIN|23557	1033.6049
SNCAIP|9627	46.5212	SNCAIP|9627	144.6029
SNCA|6622	13.5858	SNCA|6622	139.002
SNCG|6623	57.6369	SNCG|6623	4750.5092
SND1|27044	7019.3495	SND1|27044	3977.0876
SNED1|25992	1675.9984	SNED1|25992	1477.5967
SNF8|11267	888.8431	SNF8|11267	984.2159
SNHG10|283596	49.8147	SNHG10|283596	25.9674
SNHG11|128439	122.3219	SNHG11|128439	115.8961
SNHG12|85028	237.958	SNHG12|85028	88.0855
SNHG1|23642	615.4796	SNHG1|23642	286.6599
SNHG3-RCC1|751867	173.2483	SNHG3-RCC1|751867	131.9196
SNHG3|8420	52.6966	SNHG3|8420	16.8024
SNHG5|387066	1113.627	SNHG5|387066	1985.2342
SNHG6|641638	409.6336	SNHG6|641638	676.6802
SNHG7|84973	543.0589	SNHG7|84973	552.9073
SNHG8|100093630	423.6311	SNHG8|100093630	376.7821
SNHG9|735301	16.4677	SNHG9|735301	28.5132
SNIP1|79753	426.51300000000003	SNIP1|79753	343.6864
SNN|8303	801.5644	SNN|8303	3269.8574
SNORA39|677821	10.2429	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SNORA53|677832	5.6008
SNORA8|654320	271.1033	SNORA8|654320	188.7678
SNORD116-20|100033431	8.2338	SNORD116-20|100033431	7.6375
SNORD116-28|100033820	70.1853	SNORD116-28|100033820	9.6538
SNORD116-4|100033416	29.3701	SNORD116-4|100033416	18.8035
SNORD1C|677850	18.4109	SNORD1C|677850	6.0794
SNPH|9751	415.809	SNPH|9751	111.5071
SNRK|54861	827.9127	SNRK|54861	2271.3849
SNRNP200|23020	8331.4121	SNRNP200|23020	5387.9837
SNRNP25|79622	525.3191	SNRNP25|79622	369.6538
SNRNP27|11017	452.8613	SNRNP27|11017	620.1629
SNRNP35|11066	452.5895	SNRNP35|11066	560.2953
SNRNP40|9410	776.0395	SNRNP40|9410	537.169
SNRNP48|154007	393.1659	SNRNP48|154007	262.7291
SNRNP70|6625	4133.3882	SNRNP70|6625	1649.1853
SNRPA1|6627	298.4767	SNRPA1|6627	226.5784
SNRPA|6626	877.7275	SNRPA|6626	804.9898
SNRPB2|6629	1121.8608	SNRPB2|6629	872.7088
SNRPB|6628	1593.2483	SNRPB|6628	961.8126
SNRPC|6631	895.0185	SNRPC|6631	673.1161
SNRPD1|6632	655.0021	SNRPD1|6632	435.336
SNRPD2|6633	1812.6801	SNRPD2|6633	1669.0428
SNRPD3|6634	2550.7369	SNRPD3|6634	1012.1079
SNRPE|6635	442.1573	SNRPE|6635	268.3299
SNRPF|6636	662.0008	SNRPF|6636	390.5295
SNRPG|6637	629.4772	SNRPG|6637	418.0244
SNRPN|6638	910.2141	SNRPN|6638	1059.5621
SNTA1|6640	225.6072	SNTA1|6640	1537.6782
SNTB1|6641	277.4804	SNTB1|6641	748.9817
SNTB2|6645	1311.6509	SNTB2|6645	2371.1813
lowly_expressed	lowly_expressed	SNTG2|54221	51.4257
SNUPN|10073	1914.3681	SNUPN|10073	491.3442
SNURF|8926	29.6583	SNURF|8926	36.1609
SNW1|22938	1912.3096	SNW1|22938	1669.0428
SNX10|29887	455.7431	SNX10|29887	1598.7779999999998
SNX11|29916	548.7855	SNX11|29916	756.6191
SNX12|29934	249.8971	SNX12|29934	198.5743
SNX13|23161	2546.3154	SNX13|23161	1435.336
SNX14|57231	2259.7777	SNX14|57231	964.3585
SNX15|29907	750.5146	SNX15|29907	883.4012
SNX16|64089	387.8139	SNX16|64089	453.666
SNX17|9784	1541.7867	SNX17|9784	3011.7108
SNX18|112574	711.8156	SNX18|112574	1201.6293
SNX19|399979	3255.6608	SNX19|399979	3881.8737
SNX1|6642	13851.7909	SNX1|6642	6422.6069
lowly_expressed	lowly_expressed	SNX20|124460	32.5866
SNX21|90203	373.4335	SNX21|90203	1309.4297
SNX22|79856	474.5657	SNX22|79856	67.9532
SNX24|28966	286.9494	SNX24|28966	111.5071
SNX25|83891	639.7695	SNX25|83891	211.8126
SNX27|81609	1038.8555	SNX27|81609	914.5672
SNX29|92017	960.4776	SNX29|92017	1563.6456
SNX2|6643	1678.4685	SNX2|6643	2285.6415
SNX30|401548	505.5578	SNX30|401548	561.0998
SNX31|169166	11.9391	lowly_expressed	lowly_expressed
SNX33|257364	3312.4743	SNX33|257364	2062.6273
SNX3|8724	2282.0091	SNX3|8724	5627.2912
SNX4|8723	1045.2861	SNX4|8723	720.4684
SNX5|27131	1536.8464	SNX5|27131	4004.5825
SNX6|58533	1437.217	SNX6|58533	2021.8941
SNX7|51375	547.1387	SNX7|51375	449.0835
SNX8|29886	365.5825	SNX8|29886	347.7597
SNX9|51429	2025.5249	SNX9|51429	3807.5356
SOAT1|6646	294.7715	SOAT1|6646	540.7332
SOBP|55084	39.1107	SOBP|55084	577.9022
SOCS1|8651	29.2301	SOCS1|8651	83.5031
SOCS2|8835	306.2989	SOCS2|8835	967.9226
SOCS3|9021	309.1807	SOCS3|9021	7203.1568
SOCS4|122809	612.5978	SOCS4|122809	514.2566
SOCS5|9655	676.8217	SOCS5|9655	798.8798
SOCS6|9306	1185.2614	SOCS6|9306	585.0305
SOCS7|30837	76.5747	SOCS7|30837	103.3605
SOD1|6647	3650.8851	SOD1|6647	5571.2831
SOD2|6648	1687.9374	SOD2|6648	7732.1792
SOD3|6649	91.3956	SOD3|6649	4556.5173
lowly_expressed	lowly_expressed	SOHLH2|54937	7.6375
SOLH|6650	650.8851	SOLH|6650	262.7291
SON|6651	8022.2314	SON|6651	6923.6253
SORBS1|10580	1496.0889	SORBS1|10580	56140.0204
SORBS2|8470	92.6307	SORBS2|8470	627.2912
SORBS3|10174	1289.0078	SORBS3|10174	2515.2749
SORCS1|114815	6.1754	SORCS1|114815	13.2383
SORCS2|57537	254.8374	SORCS2|57537	68.7373
SORD|6652	1011.5274	SORD|6652	173.1161
SORL1|6653	1574.3104	SORL1|6653	1159.3686
SORT1|6272	3685.0556	SORT1|6272	9752.5458
SOS1|6654	1746.8094	SOS1|6654	3592.1589
SOS2|6655	1259.7777	SOS2|6655	1732.6884
SOSTDC1|25928	11.5274	SOSTDC1|25928	28.5132
SOST|50964	7.8221	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SOX10|6663	108.9613
SOX11|6664	23.8781	lowly_expressed	lowly_expressed
SOX12|6666	588.7196	SOX12|6666	100.8147
SOX13|9580	1072.0461	SOX13|9580	866.0896
SOX15|6665	17.7028	SOX15|6665	17.3116
SOX17|64321	29.6418	SOX17|64321	434.3177
SOX18|54345	72.0461	SOX18|54345	248.9817
SOX21|11166	8.2338	lowly_expressed	lowly_expressed
SOX2OT|347689	6.1754	lowly_expressed	lowly_expressed
SOX2|6657	37.464	SOX2|6657	22.4033
SOX30|11063	13.1741	lowly_expressed	lowly_expressed
SOX3|6658	41.1692	lowly_expressed	lowly_expressed
SOX4|6659	3218.6085	SOX4|6659	531.0591
SOX5|6660	11.5274	SOX5|6660	232.6884
SOX6|55553	12.3508	SOX6|55553	274.9491
SOX7|83595	56.9905	SOX7|83595	353.3605
SOX8|30812	17.7028	SOX8|30812	12.7291
SOX9|6662	98.8061	SOX9|6662	184.8269
SP100|6672	1069.9876	SP100|6672	2050.4073
SP110|3431	388.6373	SP110|3431	484.2159
SP140L|93349	323.59	SP140L|93349	358.4521
SP140|11262	42.816	SP140|11262	24.9491
SP1|6667	3454.9197	SP1|6667	3689.9185
SP2|6668	857.1429	SP2|6668	633.9104
SP3|6670	3578.0156	SP3|6670	1850.3055
SP4|6671	182.7913	SP4|6671	156.3136
lowly_expressed	lowly_expressed	SP5|389058	20.3666
SP6|80320	231.7826	SP6|80320	24.9491
SPA17|53340	126.3895	SPA17|53340	49.8982
SPAG16|79582	168.7937	SPAG16|79582	334.0122
SPAG17|200162	26.3483	SPAG17|200162	319.7556
SPAG1|6674	354.4669	SPAG1|6674	97.7597
SPAG4|6676	53.9317	SPAG4|6676	9.165
SPAG5|10615	262.0749	SPAG5|10615	109.4705
SPAG7|9552	684.6439	SPAG7|9552	788.1874
SPAG8|26206	17.7028	SPAG8|26206	21.8941
SPAG9|9043	1189.79	SPAG9|9043	3118.6354
SPAM1|6677	5.352	lowly_expressed	lowly_expressed
SPARCL1|8404	5539.7283	SPARCL1|8404	20632.8921
SPARC|6678	44424.8662	SPARC|6678	170124.2363
SPAST|6683	468.5056	SPAST|6683	335.5397
lowly_expressed	lowly_expressed	SPATA12|353324	6.6191
SPATA13|221178	400.1647	SPATA13|221178	255.6008
SPATA17|128153	49.403	lowly_expressed	lowly_expressed
SPATA18|132671	101.6879	SPATA18|132671	280.5499
SPATA20|64847	421.161	SPATA20|64847	577.9022
lowly_expressed	lowly_expressed	SPATA22|84690	24.8523
SPATA24|202051	48.168	SPATA24|202051	17.3116
SPATA2L|124044	228.0774	SPATA2L|124044	79.4297
SPATA2|9825	2074.5163	SPATA2|9825	245.4175
SPATA5L1|79029	171.6756	SPATA5L1|79029	117.1079
SPATA5|166378	372.99300000000005	SPATA5|166378	224.0326
SPATA6|54558	129.683	SPATA6|54558	102.3422
SPATA7|55812	307.534	SPATA7|55812	253.5642
SPATA9|83890	9.0572	SPATA9|83890	35.1324
SPATC1|375686	111.5685	lowly_expressed	lowly_expressed
SPATS2L|26010	1255.2491	SPATS2L|26010	1978.1059
SPATS2|65244	623.7135	SPATS2|65244	222.5051
SPC25|57405	42.4043	lowly_expressed	lowly_expressed
SPCS1|28972	2290.9304	SPCS1|28972	1264.1599
SPCS2|9789	642.6513	SPCS2|9789	340.1222
SPCS3|60559	2824.2075	SPCS3|60559	1703.1568
SPDEF|25803	5081.515	SPDEF|25803	15.7841
SPDYA|245711	10.6875	lowly_expressed	lowly_expressed
SPDYC|387778	122.6842	lowly_expressed	lowly_expressed
SPDYE1|285955	12.3508	SPDYE1|285955	11.2016
SPDYE3|441272	138.1639	SPDYE3|441272	120.0764
SPDYE5|442590	10.704	lowly_expressed	lowly_expressed
SPDYE6|729597	29.2301	SPDYE6|729597	12.7291
SPDYE7P|441251	5.352	lowly_expressed	lowly_expressed
SPDYE8P|389517	27.1717	SPDYE8P|389517	21.3849
SPEF1|25876	5.7637	lowly_expressed	lowly_expressed
SPEF2|79925	349.5266	SPEF2|79925	70.2648
SPEG|10290	179.9094	SPEG|10290	43.278999999999996
SPEN|23013	2629.0655	SPEN|23013	3145.112
SPERT|220082	5.7637	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SPESP1|246777	54.9898
SPG11|80208	1644.7098	SPG11|80208	1898.6762
SPG20|23111	666.1177	SPG20|23111	2554.4807
SPG21|51324	9203.3759	SPG21|51324	1947.556
SPG7|6687	1874.8456	SPG7|6687	1042.2607
SPHAR|10638	56.7435	SPHAR|10638	41.0642
SPHK1|8877	240.5723	SPHK1|8877	88.2026
SPHK2|56848	204.2198	SPHK2|56848	197.05700000000002
SPI1|6688	105.8049	SPI1|6688	505.6008
SPIN1|10927	1880.1976	SPIN1|10927	2476.5784
lowly_expressed	lowly_expressed	SPIN2A|54466	26.4766
SPIN2B|474343	110.7781	SPIN2B|474343	94.0479
SPIN3|169981	401.8114	SPIN3|169981	236.7617
SPIN4|139886	498.1474	SPIN4|139886	38.1874
SPINT1|6692	2593.2483	SPINT1|6692	128.3096
SPINT2|10653	14016.4677	SPINT2|10653	372.7088
SPIRE1|56907	1253.6023	SPIRE1|56907	883.9104
SPIRE2|84501	563.1947	SPIRE2|84501	13.2383
SPNS1|83985	756.8423	SPNS1|83985	520.6415
SPNS2|124976	846.8958	SPNS2|124976	476.2678
lowly_expressed	lowly_expressed	SPNS3|201305	8.6558
SPN|6693	54.3434	SPN|6693	150.7128
SPOCD1|90853	69.9876	SPOCD1|90853	54.9898
SPOCK1|6695	844.3804	SPOCK1|6695	1144.0937
SPOCK2|9806	132.9765	SPOCK2|9806	396.6395
SPON1|10418	734.4586	SPON1|10418	4365.5804
SPON2|10417	834.4998	SPON2|10417	1066.1914
SPOPL|339745	2753.8082	SPOPL|339745	692.9735
SPOP|8405	606.8341	SPOP|8405	1215.3768
SPP1|6696	1380.8152	SPP1|6696	1728.6151
SPPL2A|84888	689.9959	SPPL2A|84888	785.6415
SPPL2B|56928	1015.6443	SPPL2B|56928	377.2912
SPPL3|121665	1358.9955	SPPL3|121665	1215.8859
SPRED1|161742	506.3812	SPRED1|161742	1057.5356
SPRED2|200734	1636.8876	SPRED2|200734	1013.2383
SPRN|503542	233.0177	SPRN|503542	40.7332
SPRR1A|6698	77.8098	SPRR1A|6698	17.8208
SPRR1B|6699	47.7563	SPRR1B|6699	24.9491
SPRR2A|6700	78.6332	SPRR2A|6700	35.1324
SPRR2D|6703	12.7625	SPRR2D|6703	7.6375
SPRR2E|6704	23.0548	SPRR2E|6704	13.2383
lowly_expressed	lowly_expressed	SPRR2F|6705	14.2566
SPRR3|6707	216.9617	SPRR3|6707	85.5397
SPRY1|10252	602.7172	SPRY1|10252	5103.3605
SPRY2|10253	166.3236	SPRY2|10253	1567.7189
SPRY3|10251	48.5797	SPRY3|10251	116.0896
SPRY4|81848	608.4809	SPRY4|81848	1347.7597
SPRYD3|84926	1241.6632	SPRYD3|84926	2686.8635
SPRYD4|283377	212.8448	SPRYD4|283377	244.9084
SPR|6697	1163.0301	SPR|6697	756.6191
SPSB1|80176	855.9078	SPSB1|80176	1537.6782
SPSB2|84727	92.219	SPSB2|84727	42.7699
SPSB3|90864	1144.9156	SPSB3|90864	531.0591
SPSB4|92369	15.2326	SPSB4|92369	18.3299
SPTA1|6708	6.9988	SPTA1|6708	77.9022
SPTAN1|6709	4855.0844	SPTAN1|6709	11859.4705
SPTBN1|6711	7887.6081	SPTBN1|6711	83436.8635
SPTBN2|6712	766.5706	SPTBN2|6712	36.1507
SPTBN4|57731	192.2602	SPTBN4|57731	107.943
SPTBN5|51332	138.3285	SPTBN5|51332	11.2016
SPTB|6710	82.3384	SPTB|6710	163.9511
SPTLC1|10558	1369.6995	SPTLC1|10558	1643.5845
SPTLC2|9517	2279.5389	SPTLC2|9517	1807.0265
SPTLC3|55304	30.4652	SPTLC3|55304	336.0489
SPTY2D1|144108	1428.3779	SPTY2D1|144108	870.3666
SQLE|6713	6475.916	SQLE|6713	148.6762
SQRDL|58472	822.5607	SQRDL|58472	1228.6151
SQSTM1|8878	8403.9358	SQSTM1|8878	13370.611
SR140|23350	3329.7653	SR140|23350	1778.0041
SRA1|10011	346.6447	SRA1|10011	439.4094
SRBD1|55133	471.3874	SRBD1|55133	518.8391
SRCAP|10847	3981.4739	SRCAP|10847	2638.4929
SRCIN1|80725	332.6472	SRCIN1|80725	75.8656
SRCRB4D|136853	23.0836	SRCRB4D|136853	129.3279
SRC|6714	1045.2861	SRC|6714	503.055
SRD5A1|6715	156.8547	SRD5A1|6715	74.8473
SRD5A3|79644	970.317	SRD5A3|79644	429.2108
SREBF1|6720	7139.9753	SREBF1|6720	2414.9695
SREBF2|6721	3944.4216	SREBF2|6721	1744.3992
SRFBP1|153443	304.6521	SRFBP1|153443	207.7393
SRF|6722	935.3643	SRF|6722	1341.6497
SRGAP1|57522	1070.8110000000001	SRGAP1|57522	395.11199999999997
SRGAP2|23380	611.7744	SRGAP2|23380	885.4379
SRGAP3|9901	122.6842	SRGAP3|9901	104.88799999999999
SRGN|5552	268.0115	SRGN|5552	2490.835
SRI|6717	2038.2874	SRI|6717	1316.1914
SRL|6345	11.9391	SRL|6345	83.5031
SRMS|6725	118.5673	lowly_expressed	lowly_expressed
SRM|6723	836.1466	SRM|6723	617.6171
SRP14|6727	2452.0379	SRP14|6727	3544.2974
SRP19|6728	711.5438	SRP19|6728	610.611
SRP54|6729	2162.6184	SRP54|6729	918.0244
SRP68|6730	1067.5175	SRP68|6730	2436.3544
SRP72|6731	3562.3713	SRP72|6731	2174.1344
SRP9|6726	3149.0325	SRP9|6726	2259.165
SRPK1|6732	1482.9148	SRPK1|6732	547.3523
SRPK2|6733	2075.3396	SRPK2|6733	1016.8024
SRPK3|26576	11.3174	SRPK3|26576	21.7872
SRPRB|58477	1327.2952	SRPRB|58477	812.6273
SRPR|6734	4251.5438	SRPR|6734	3605.9063
SRPX2|27286	646.3565	SRPX2|27286	2201.1202
SRPX|8406	226.8423	SRPX|8406	3234.2159
SRRD|402055	221.4903	SRRD|402055	262.7291
SRRM1|10250	2917.2499	SRRM1|10250	1389.5112
SRRM2|23524	19317.8263	SRRM2|23524	11246.9348
SRRM3|222183	91.3956	SRRM3|222183	68.2281
lowly_expressed	lowly_expressed	SRRM4|84530	5.0916
SRRM5|100170229	29.6089	SRRM5|100170229	10.7434
SRRT|51593	1853.4376	SRRT|51593	876.7821
SRR|63826	528.1186	SRR|63826	393.7729
SRXN1|140809	1811.0333	SRXN1|140809	802.444
SS18L1|26039	2077.8098	SS18L1|26039	171.5886
SS18L2|51188	196.3771	SS18L2|51188	173.1161
SS18|6760	2423.6311	SS18|6760	1453.1568
SSBP1|6742	1641.8279	SSBP1|6742	833.5031
SSBP2|23635	671.058	SSBP2|23635	549.389
SSBP3|23648	682.9971	SSBP3|23648	648.1669999999999
SSBP4|170463	486.62	SSBP4|170463	306.0081
SSB|6741	3145.7143	SSB|6741	3107.2149
SSC5D|284297	414.1622	SSC5D|284297	1299.389
SSFA2|6744	2104.1581	SSFA2|6744	3006.11
SSH1|54434	1520.3788	SSH1|54434	1620.1629
SSH2|85464	434.7468	SSH2|85464	1547.8615
SSH3|54961	760.8069	SSH3|54961	552.9532
SSNA1|8636	300.1235	SSNA1|8636	431.2627
SSPN|8082	624.9485	SSPN|8082	2683.8086
SSPO|23145	260.6011	SSPO|23145	8.1466
SSR1|6745	5371.7579	SSR1|6745	3388.4929
SSR2|6746	4383.697	SSR2|6746	3478.6151
SSR3|6747	3077.3981	SSR3|6747	3598.778
SSR4|6748	1365.9942	SSR4|6748	1236.7617
SSRP1|6749	3498.1474	SSRP1|6749	2401.222
SSSCA1|10534	227.25400000000002	SSSCA1|10534	229.1242
lowly_expressed	lowly_expressed	SSTR1|6751	58.553999999999995
SSTR2|6752	12.7625	SSTR2|6752	25.4582
SSTR5|6755	9.4689	lowly_expressed	lowly_expressed
SSU72|29101	2421.5727	SSU72|29101	2734.7251
SSX2IP|117178	407.1634	SSX2IP|117178	56.0081
ST13|6767	7624.9485	ST13|6767	8076.8839
ST14|6768	2884.7262	ST14|6768	312.6273
ST20|400410	67.1305	ST20|400410	23.5489
ST3GAL1|6482	2970.3582	ST3GAL1|6482	1965.8859
ST3GAL2|6483	440.9222	ST3GAL2|6483	723.0143
