gene_id	TCGA-E9-A1RB-01A-11R-A157-07	gene_id	TCGA-E9-A1RB-11A-33R-A157-07
SLPI|6590	593.3923	SLPI|6590	829.5463
SLTM|79811	2006.5036	SLTM|79811	2125.0878
SLU7|10569	877.4714	SLU7|10569	1709.3777
SMAD1|4086	686.0042	SMAD1|4086	720.2311
SMAD2|4087	2058.5328	SMAD2|4087	2661.9817
SMAD3|4088	1174.5578	SMAD3|4088	2119.1536
SMAD4|4089	1490.7154	SMAD4|4089	2436.4426
lowly_expressed	lowly_expressed	SMAD5OS|9597	9.3699
SMAD5|4090	1223.9854	SMAD5|4090	2697.2749
SMAD6|4091	60.0937	SMAD6|4091	149.2934
SMAD7|4092	709.4173	SMAD7|4092	483.7979
SMAD9|4093	12.2268	SMAD9|4093	99.633
SMAGP|57228	397.5026	SMAGP|57228	170.2194
SMAP1|60682	678.8684	SMAP1|60682	809.4167
SMAP2|64744	1104.8387	SMAP2|64744	1195.5962
SMARCA1|6594	3662.8512	lowly_expressed	lowly_expressed
SMARCA2|6595	1887.0968	SMARCA2|6595	5990.7863
SMARCA4|6597	4326.4828	SMARCA4|6597	1530.1007
SMARCA5|8467	2983.0905	SMARCA5|8467	2508.3158
SMARCAD1|56916	734.3913	SMARCAD1|56916	1023.8151
SMARCAL1|50485	434.7034	SMARCAL1|50485	556.5706
SMARCB1|6598	1009.1051	SMARCB1|6598	778.012
SMARCC1|6599	6654.7867	SMARCC1|6599	3403.7636
SMARCC2|6601	3179.2404	SMARCC2|6601	3623.9556
SMARCD1|6602	1565.5567	SMARCD1|6602	1098.7741
SMARCD2|6603	4127.4714	SMARCD2|6603	2339.3457
SMARCD3|6604	937.0447	SMARCD3|6604	331.6936
SMARCE1|6605	2057.7523	SMARCE1|6605	2970.2506
SMC1A|8243	3738.8137	SMC1A|8243	3132.3495
SMC2|10592	999.2196	SMC2|10592	696.4941
SMC3|9126	2889.9584	SMC3|9126	2322.1676
SMC4|10051	4544.2248	SMC4|10051	1116.5769
SMC5|23137	745.5775	SMC5|23137	1078.1604
SMC6|79677	1660.5099	SMC6|79677	802.9984
SMCHD1|23347	1747.3985	SMCHD1|23347	2606.3871
SMCR7L|54471	818.1582	SMCR7L|54471	1381.432
SMCR7|125170	170.9157	SMCR7|125170	225.1893
SMCR8|140775	892.5754	SMCR8|140775	1447.0586
SMEK1|55671	1473.9854	SMEK1|55671	1649.0981
SMEK2|57223	1979.4485	SMEK2|57223	3125.1659
SMG1|23049	4479.1883	SMG1|23049	4920.7465
SMG5|23381	4287.7211	SMG5|23381	1834.3094
SMG6|23293	697.9709	SMG6|23293	1671.5859
SMG7|9887	3816.3371	SMG7|9887	2317.4826
SMN2|6607	1236.2981	SMN2|6607	745.8983
SMNDC1|10285	909.2092	SMNDC1|10285	691.1845
SMOC1|64093	5.7232	SMOC1|64093	242.3675
SMOC2|64094	209.6774	SMOC2|64094	5736.5503
SMOX|54498	93.1322	SMOX|54498	109.6275
SMO|6608	353.538	SMO|6608	470.3678
SMPD1|6609	509.1051	SMPD1|6609	520.6528
SMPD2|6610	162.0708	SMPD2|6610	115.2495
SMPD3|55512	99.3757	SMPD3|55512	60.2795
SMPD4|55627	1752.0812	SMPD4|55627	1085.0316
SMPDL3A|10924	84.0271	SMPDL3A|10924	328.25800000000004
SMPDL3B|27293	254.9428	SMPDL3B|27293	111.5015
SMPX|23676	6.7638	lowly_expressed	lowly_expressed
SMS|6611	3186.0042	SMS|6611	1174.3578
SMTNL1|219537	18.9906	SMTNL1|219537	5.9343
lowly_expressed	lowly_expressed	SMTNL2|342527	5.3096
SMTN|6525	354.3184	SMTN|6525	555.946
SMU1|55234	1311.3944	SMU1|55234	1720.3092
SMUG1|23583	786.4204	SMUG1|23583	414.7732
SMURF1|57154	1270.692	SMURF1|57154	1150.146
SMURF2|64750	527.3153	SMURF2|64750	1037.8699
lowly_expressed	lowly_expressed	SMYD1|150572	215.8195
SMYD2|56950	1340.7908	SMYD2|56950	545.9514
SMYD3|64754	412.0708	SMYD3|64754	158.9756
SMYD4|114826	189.9063	SMYD4|114826	442.2581
SMYD5|10322	774.1935	SMYD5|10322	482.2363
SNAI1|6615	212.2789	SNAI1|6615	90.2631
SNAI2|6591	263.2674	SNAI2|6591	706.1763
lowly_expressed	lowly_expressed	SNAI3|333929	12.8055
SNAP23|8773	1459.9376	SNAP23|8773	1757.4764
SNAP25|6616	5.9834	SNAP25|6616	11.5562
SNAP29|9342	1526.0146	SNAP29|9342	1114.0782
SNAP47|116841	851.6675	SNAP47|116841	508.3657
SNAPC1|6617	190.6868	SNAPC1|6617	238.3072
SNAPC2|6618	485.9521	SNAPC2|6618	224.2524
SNAPC3|6619	395.9417	SNAPC3|6619	555.6336
SNAPC4|6621	474.5057	SNAPC4|6621	209.2606
SNAPC5|10302	103.9178	SNAPC5|10302	94.3109
SNAPIN|23557	989.5942	SNAPIN|23557	664.6365
SNCAIP|9627	110.0416	SNCAIP|9627	176.46599999999998
SNCA|6622	14.0479	SNCA|6622	123.6824
SNCG|6623	705.5151	SNCG|6623	503.787
SND1|27044	6050.7284	SND1|27044	3820.0984
SNED1|25992	373.8293	SNED1|25992	1138.7522
SNF8|11267	511.1863	SNF8|11267	629.6557
SNHG10|283596	73.6212	SNHG10|283596	47.7864
SNHG11|128439	141.821	SNHG11|128439	82.6111
SNHG12|85028	710.4579	SNHG12|85028	121.8084
SNHG1|23642	1797.6613	SNHG1|23642	553.0101
SNHG3-RCC1|751867	513.0021	SNHG3-RCC1|751867	341.5788
SNHG3|8420	161.8106	SNHG3|8420	27.1726
SNHG4|724102	19.4511	SNHG4|724102	10.9128
SNHG5|387066	535.9001	SNHG5|387066	1857.7341
SNHG6|641638	2530.9573	SNHG6|641638	939.1739
SNHG7|84973	772.4662	SNHG7|84973	728.2424
SNHG8|100093630	417.5338	SNHG8|100093630	788.0066
SNHG9|735301	125.3902	SNHG9|735301	27.7973
SNIP1|79753	401.4048	SNIP1|79753	380.417
SNN|8303	871.2279	SNN|8303	1774.9668
SNORA39|677821	8.0229	SNORA39|677821	5.7781
SNORA8|654320	550.8065	SNORA8|654320	259.3988
lowly_expressed	lowly_expressed	SNORD116-20|100033431	14.0548
lowly_expressed	lowly_expressed	SNORD116-28|100033820	48.6297
SNORD116-4|100033416	11.9355	SNORD116-4|100033416	55.832
SNORD17|692086	8.5848	lowly_expressed	lowly_expressed
SNORD1C|677850	30.3746	SNORD1C|677850	13.1834
SNPH|9751	28.8762	SNPH|9751	97.1344
SNRK|54861	814.2560000000001	SNRK|54861	2253.7675
SNRNP200|23020	6839.7503	SNRNP200|23020	6641.6803
SNRNP25|79622	1590.0104	SNRNP25|79622	416.6471
SNRNP27|11017	371.2279	SNRNP27|11017	599.3597
SNRNP35|11066	208.4131	SNRNP35|11066	258.1151
SNRNP40|9410	1854.8387	SNRNP40|9410	690.8722
SNRNP48|154007	268.9906	SNRNP48|154007	406.3403
SNRNP70|6625	1749.2196	SNRNP70|6625	1367.0649
SNRPA1|6627	843.9126	SNRPA1|6627	233.9346
SNRPA|6626	1310.6139	SNRPA|6626	858.9053
SNRPB2|6629	1740.8949	SNRPB2|6629	884.8286
SNRPB|6628	4049.4277	SNRPB|6628	1176.2317
SNRPC|6631	1089.23	SNRPC|6631	658.7023
SNRPD1|6632	1684.7034	SNRPD1|6632	489.1075
SNRPD2|6633	3318.1582	SNRPD2|6633	2007.3397
SNRPD3|6634	1733.7071	SNRPD3|6634	1147.4818
SNRPE|6635	2411.8106	SNRPE|6635	706.801
SNRPF|6636	2023.4131	SNRPF|6636	473.4911
SNRPG|6637	1631.6337	SNRPG|6637	451.0034
SNRPN|6638	680.3746	SNRPN|6638	1433.7222
SNTA1|6640	208.3767	SNTA1|6640	748.3408
SNTB1|6641	600.1561	SNTB1|6641	855.7819999999999
SNTB2|6645	671.9563	SNTB2|6645	2023.2685
lowly_expressed	lowly_expressed	SNTG2|54221	23.1124
SNUPN|10073	578.564	SNUPN|10073	435.6992
SNURF|8926	50.8949	SNURF|8926	77.1016
SNW1|22938	1389.6982	SNW1|22938	1596.3145
SNX10|29887	1069.4589	SNX10|29887	624.6584
SNX11|29916	449.0114	SNX11|29916	608.1049
SNX12|29934	288.2414	SNX12|29934	228.3126
SNX13|23161	753.9022	SNX13|23161	1719.3722
SNX14|57231	1034.8595	SNX14|57231	1080.0344
SNX15|29907	500.0	SNX15|29907	671.8201
SNX16|64089	517.4298	SNX16|64089	551.261
SNX17|9784	2431.0614	SNX17|9784	2389.006
SNX18|112574	500.7804	SNX18|112574	1465.7609
SNX19|399979	2605.6191	SNX19|399979	2424.9239
SNX1|6642	2527.5754	SNX1|6642	5548.8405
SNX20|124460	25.3902	SNX20|124460	44.8286
SNX21|90203	241.6519	SNX21|90203	865.1144
SNX22|79856	290.8871	SNX22|79856	121.8896
SNX24|28966	302.5494	SNX24|28966	142.1098
SNX25|83891	262.487	SNX25|83891	325.447
SNX27|81609	2539.9922	SNX27|81609	1292.7868
SNX29|92017	660.77	SNX29|92017	1433.2787
SNX2|6643	1267.6899	SNX2|6643	2326.8525
SNX30|401548	766.6493	SNX30|401548	844.2258
SNX32|254122	8.0645	lowly_expressed	lowly_expressed
SNX33|257364	533.0385	SNX33|257364	1725.3065
SNX3|8724	2367.5858	SNX3|8724	4762.0832
SNX4|8723	1011.1863	SNX4|8723	844.8505
SNX5|27131	3770.2914	SNX5|27131	2998.6726
SNX6|58533	989.8543	SNX6|58533	1911.4547
SNX7|51375	942.2477	SNX7|51375	532.2089
SNX8|29886	288.2414	SNX8|29886	267.3538
SNX9|51429	1065.5567	SNX9|51429	3065.1987
SOAT1|6646	1080.9053	SOAT1|6646	722.1051
SOAT2|8435	16.129	lowly_expressed	lowly_expressed
SOBP|55084	30.1769	SOBP|55084	349.4964
SOCS1|8651	16.9095	SOCS1|8651	37.7918
SOCS2|8835	42.1436	SOCS2|8835	410.4006
SOCS3|9021	696.1498	SOCS3|9021	863.2779
SOCS4|122809	629.2924	SOCS4|122809	683.6886
SOCS5|9655	648.0229	SOCS5|9655	1165.6126
SOCS6|9306	828.3039	SOCS6|9306	910.4396
SOCS7|30837	65.2966	SOCS7|30837	136.4879
SOD1|6647	3791.8835	SOD1|6647	3772.9367
SOD2|6648	4557.232	SOD2|6648	7578.6679
SOD3|6649	79.8647	SOD3|6649	1655.6571
SOHLH2|54937	12.5676	SOHLH2|54937	15.6165
SOLH|6650	992.9761	SOLH|6650	309.8306
SON|6651	4950.5723	SON|6651	8037.7918
SORBS1|10580	537.461	SORBS1|10580	17261.8099
SORBS2|8470	1042.1436	SORBS2|8470	1670.6489
SORBS3|10174	1032.5182	SORBS3|10174	1913.9533
SORCS1|114815	15.6087	SORCS1|114815	44.9754
SORCS2|57537	44.4849	SORCS2|57537	89.3261
SORCS3|22986	389.6982	SORCS3|22986	66.5261
SORD|6652	2402.9657	SORD|6652	704.3023
SORL1|6653	2186.0042	SORL1|6653	3533.3802
SORT1|6272	3126.1707	SORT1|6272	6023.5809
SOS1|6654	1443.8085	SOS1|6654	2427.1102
SOS2|6655	574.922	SOS2|6655	1683.4544
SOSTDC1|25928	16.129	SOSTDC1|25928	218.0058
SOX10|6663	7.0239	SOX10|6663	1136.5659
SOX11|6664	32.5182	SOX11|6664	11.2439
SOX12|6666	1816.3371	SOX12|6666	356.6799
SOX13|9580	684.7034	SOX13|9580	1011.3219
SOX15|6665	5.9834	SOX15|6665	25.611
SOX17|64321	18.9906	SOX17|64321	175.2167
SOX18|54345	71.8002	SOX18|54345	264.8552
SOX2|6657	21.8522	SOX2|6657	5.6219
SOX4|6659	2062.1748	SOX4|6659	2410.8691
SOX5|6660	129.5525	SOX5|6660	332.3183
SOX6|55553	31.4776	SOX6|55553	186.7729
SOX7|83595	38.8163	SOX7|83595	263.7464
lowly_expressed	lowly_expressed	SOX8|30812	61.2165
SOX9|6662	2364.2039999999997	SOX9|6662	1348.6375
SP100|6672	813.9958	SP100|6672	1809.3229999999999
SP110|3431	369.1467	SP110|3431	530.6473
SP140L|93349	189.1259	SP140L|93349	295.1511
SP140|11262	29.9168	SP140|11262	73.085
SP1|6667	4599.8959	SP1|6667	4978.5274
SP2|6668	491.6753	SP2|6668	622.1598
SP3|6670	1680.8012	SP3|6670	2752.2449
SP4|6671	214.36	SP4|6671	396.3457
SP5|389058	20.2914	SP5|389058	19.9891
SP6|80320	222.1644	SP6|80320	91.5125
SPA17|53340	126.6909	SPA17|53340	70.5864
SPAG16|79582	303.59	SPAG16|79582	282.3456
SPAG17|200162	20.5515	SPAG17|200162	42.4768
SPAG1|6674	263.7877	SPAG1|6674	101.507
SPAG4|6676	81.6857	SPAG4|6676	38.4165
SPAG5|10615	908.4287	SPAG5|10615	126.4933
SPAG7|9552	386.8366	SPAG7|9552	550.6364
SPAG8|26206	6.7638	SPAG8|26206	15.935
SPAG9|9043	1752.0812	SPAG9|9043	3592.0981
SPARCL1|8404	2238.5536	SPARCL1|8404	28591.2392
SPARC|6678	38619.9272	SPARC|6678	39863.8245
SPAST|6683	537.2008	SPAST|6683	556.2583
SPATA12|353324	5.7232	lowly_expressed	lowly_expressed
SPATA13|221178	231.7196	SPATA13|221178	770.5099
SPATA17|128153	86.3684	SPATA17|128153	18.7398
SPATA18|132671	168.8345	SPATA18|132671	568.7515
SPATA20|64847	236.4724	SPATA20|64847	387.2882
lowly_expressed	lowly_expressed	SPATA22|84690	8.1955
SPATA24|202051	11.4464	SPATA24|202051	27.7973
SPATA2L|124044	120.1873	SPATA2L|124044	74.959
SPATA2|9825	484.6514	SPATA2|9825	371.3594
SPATA5L1|79029	342.3517	SPATA5L1|79029	143.3591
SPATA5|166378	204.2144	SPATA5|166378	270.1648
SPATA6|54558	110.5619	SPATA6|54558	221.1291
SPATA7|55812	120.9677	SPATA7|55812	213.6332
lowly_expressed	lowly_expressed	SPATA9|83890	14.3953
SPATS2L|26010	1760.9261	SPATS2L|26010	1526.0404
SPATS2|65244	1309.0531	SPATS2|65244	456.31300000000005
SPC24|147841	41.6233	lowly_expressed	lowly_expressed
SPC25|57405	175.5983	SPC25|57405	26.548000000000002
SPCS1|28972	2922.9709	SPCS1|28972	1499.4675
SPCS2|9789	943.2882	SPCS2|9789	580.3076
SPCS3|60559	2070.4995	SPCS3|60559	2557.0391
SPDEF|25803	718.7825	SPDEF|25803	622.7844
SPDYA|245711	12.0317	SPDYA|245711	15.6352
SPDYE1|285955	13.5276	SPDYE1|285955	9.6822
SPDYE3|441272	94.1467	SPDYE3|441272	70.0867
SPDYE5|442590	8.845	SPDYE5|442590	9.3699
SPDYE6|729597	20.8117	SPDYE6|729597	27.1726
SPDYE7P|441251	6.5036	lowly_expressed	lowly_expressed
SPDYE8P|389517	18.9906	SPDYE8P|389517	19.6767
SPEF2|79925	377.2112	SPEF2|79925	296.0881
SPEG|10290	65.5567	SPEG|10290	121.4961
SPEN|23013	2847.8148	SPEN|23013	3733.2709
SPESP1|246777	335.3122	SPESP1|246777	74.2813
SPG11|80208	1616.8054	SPG11|80208	2506.4418
SPG20|23111	1304.1103	SPG20|23111	2552.0419
SPG21|51324	3348.8554	SPG21|51324	1830.5614
SPG7|6687	761.4464	SPG7|6687	745.8421
SPHAR|10638	103.3403	SPHAR|10638	123.4138
SPHK1|8877	216.4256	SPHK1|8877	131.8779
SPHK2|56848	173.8111	SPHK2|56848	155.8929
lowly_expressed	lowly_expressed	SPHKAP|80309	276.4113
SPI1|6688	314.7763	SPI1|6688	371.3594
lowly_expressed	lowly_expressed	SPIB|6689	19.3644
SPIN1|10927	2120.1873	SPIN1|10927	3217.303
lowly_expressed	lowly_expressed	SPIN2A|54466	10.6192
SPIN2B|474343	78.4209	SPIN2B|474343	85.8499
SPIN3|169981	352.4974	SPIN3|169981	391.3485
SPIN4|139886	299.4277	SPIN4|139886	212.3839
SPINK4|27290	6.5036	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SPINK5|11005	45.6001
SPINK8|646424	11.4464	lowly_expressed	lowly_expressed
SPINLW1|57119	24.974	lowly_expressed	lowly_expressed
SPINT1|6692	3644.1207	SPINT1|6692	1391.7389
SPINT2|10653	10319.1988	SPINT2|10653	2924.0259
SPIRE1|56907	1426.1186	SPIRE1|56907	1036.3083
SPIRE2|84501	113.6837	SPIRE2|84501	40.9151
SPNS1|83985	1299.5734	SPNS1|83985	550.5083
SPNS2|124976	48.1842	SPNS2|124976	432.4104
SPN|6693	63.4755	SPN|6693	283.5949
SPOCD1|90853	121.488	SPOCD1|90853	9.0575
SPOCK1|6695	710.7180000000001	SPOCK1|6695	1226.8291
SPOCK2|9806	186.0042	SPOCK2|9806	659.9516
lowly_expressed	lowly_expressed	SPOCK3|50859	9.3699
SPON1|10418	430.0208	SPON1|10418	1610.994
SPON2|10417	396.7222	SPON2|10417	659.6393
SPOPL|339745	827.7836	SPOPL|339745	1295.5415
SPOP|8405	833.7669	SPOP|8405	1664.7146
SPP1|6696	10254.4225	SPP1|6696	1480.4404
SPPL2A|84888	926.6389	SPPL2A|84888	878.8944
SPPL2B|56928	331.4256	SPPL2B|56928	361.0525
SPPL3|121665	1435.744	SPPL3|121665	1325.8374
SPRED1|161742	706.0354	SPRED1|161742	1679.0818
SPRED2|200734	980.7492	SPRED2|200734	1349.5745
SPRN|503542	57.7523	SPRN|503542	54.3453
lowly_expressed	lowly_expressed	SPRR2F|6705	8.7452
SPRY1|10252	278.0957	SPRY1|10252	1858.9834
SPRY2|10253	54.1103	SPRY2|10253	1728.7421
SPRY3|10251	97.5546	SPRY3|10251	120.5591
SPRY4|81848	490.6348	SPRY4|81848	624.3461
SPRYD3|84926	1502.6015	SPRYD3|84926	1540.0953
SPRYD4|283377	307.232	SPRYD4|283377	270.4771
SPR|6697	1349.6358	SPR|6697	618.7241
SPSB1|80176	992.7159	SPSB1|80176	778.949
SPSB2|84727	123.3091	SPSB2|84727	74.959
SPSB3|90864	612.3829	SPSB3|90864	561.5679
SPSB4|92369	10.9261	SPSB4|92369	69.6494
SPTAN1|6709	12538.5016	SPTAN1|6709	9402.6704
SPTBN1|6711	3700.8325	SPTBN1|6711	36654.642
SPTBN2|6712	760.4058	SPTBN2|6712	467.8691
lowly_expressed	lowly_expressed	SPTBN4|57731	47.474
SPTBN5|51332	44.7451	SPTBN5|51332	29.9836
SPTB|6710	10.4058	SPTB|6710	180.2139
SPTLC1|10558	1361.6025	SPTLC1|10558	1995.4712
SPTLC2|9517	3546.3059	SPTLC2|9517	3127.9769
SPTLC3|55304	251.3007	SPTLC3|55304	454.1266
SPTY2D1|144108	1210.6504	SPTY2D1|144108	1280.4029
SQLE|6713	1617.0656	SQLE|6713	471.3048
SQRDL|58472	1731.7898	SQRDL|58472	1226.2044
SQSTM1|8878	6219.9766	SQSTM1|8878	9242.2238
SR140|23350	2532.2581	SR140|23350	2404.6225
SRA1|10011	394.3809	SRA1|10011	350.7457
SRBD1|55133	354.3184	SRBD1|55133	577.1844
SRCAP|10847	9505.7232	SRCAP|10847	4133.9892
SRCIN1|80725	58.7929	SRCIN1|80725	115.2495
SRCRB4D|136853	29.6696	SRCRB4D|136853	28.8124
SRC|6714	965.9209	SRC|6714	529.7103
SRD5A1|6715	1075.9625	SRD5A1|6715	259.5456
SRD5A3|79644	855.8377	SRD5A3|79644	431.6171
SREBF1|6720	4783.0385	SREBF1|6720	1630.6707
SREBF2|6721	1840.5307	SREBF2|6721	2134.1454
SRFBP1|153443	202.6535	SRFBP1|153443	288.5922
SRF|6722	1182.3621	SRF|6722	1127.8207
SRGAP1|57522	439.3861	SRGAP1|57522	468.8061
SRGAP2|23380	1072.5806	SRGAP2|23380	1044.1165
SRGAP3|9901	95.2133	SRGAP3|9901	170.5317
SRGN|5552	603.538	SRGN|5552	2124.1509
SRI|6717	2430.281	SRI|6717	1595.3775
SRL|6345	6.5036	SRL|6345	81.2056
SRMS|6725	19.7711	lowly_expressed	lowly_expressed
SRM|6723	2221.1238	SRM|6723	718.6695
SRP14|6727	4560.3538	SRP14|6727	4154.2906
SRP19|6728	653.3429	SRP19|6728	464.2492
SRP54|6729	1228.9282	SRP54|6729	959.163
SRP68|6730	1828.5639999999999	SRP68|6730	2114.4686
SRP72|6731	3895.9417	SRP72|6731	2760.6778
SRP9|6726	9993.2362	SRP9|6726	3825.0957
SRPK1|6732	2322.0604	SRPK1|6732	992.5822
SRPK2|6733	1558.2726	SRPK2|6733	1376.7471
SRPK3|26576	62.5832	SRPK3|26576	19.7205
SRPRB|58477	2741.155	SRPRB|58477	1108.4563
SRPR|6734	7023.6733	SRPR|6734	3671.742
SRPX2|27286	302.5494	SRPX2|27286	923.5574
SRPX|8406	226.847	SRPX|8406	2817.5217
SRRD|402055	234.3913	SRRD|402055	252.0497
SRRM1|10250	2654.5265	SRRM1|10250	1656.9064
SRRM2|23524	15717.4818	SRRM2|23524	13062.5439
SRRM3|222183	20.5515	SRRM3|222183	42.1644
SRRM5|100170229	40.8819	SRRM5|100170229	17.4498
SRRT|51593	2037.461	SRRT|51593	842.0395
SRR|63826	189.7451	SRR|63826	225.4298
SRXN1|140809	1834.5473	SRXN1|140809	708.9873
SS18L1|26039	512.2268	SS18L1|26039	381.6663
SS18L2|51188	784.0791	SS18L2|51188	241.1181
SS18|6760	2293.1842	SS18|6760	1782.775
SSBP1|6742	1836.8887	SSBP1|6742	846.4121
SSBP2|23635	437.3049	SSBP2|23635	766.1435
SSBP3|23648	943.2882	SSBP3|23648	832.982
SSBP4|170463	597.2945	SSBP4|170463	254.8606
SSB|6741	2218.5068	SSB|6741	2562.5986
SSC5D|284297	135.0156	SSC5D|284297	609.3543
SSFA2|6744	1241.155	SSFA2|6744	3329.4292
SSH1|54434	1543.9646	SSH1|54434	1441.0869
SSH2|85464	608.4807	SSH2|85464	1381.432
SSH3|54961	1145.4214	SSH3|54961	609.3543
SSNA1|8636	978.9282	SSNA1|8636	464.1212
SSPN|8082	1303.0697	SSPN|8082	2525.1815
lowly_expressed	lowly_expressed	SSPO|23145	14.9918
SSR1|6745	4517.6899	SSR1|6745	4064.6521
SSR2|6746	10369.667	SSR2|6746	4805.497
SSR3|6747	10120.1873	SSR3|6747	5384.8677
SSR4|6748	2887.3569	SSR4|6748	1868.3532
SSRP1|6749	6230.7492	SSRP1|6749	3113.6097
SSSCA1|10534	357.9605	SSSCA1|10534	188.9592
lowly_expressed	lowly_expressed	SSTR1|6751	62.7782
SSTR2|6752	477.3673	SSTR2|6752	111.8139
SSU72|29101	4236.4724	SSU72|29101	2343.0936
SSX2IP|117178	1023.4131	SSX2IP|117178	263.6058
ST13|6767	3469.563	ST13|6767	8479.4253
ST14|6768	4060.3538	ST14|6768	1085.344
ST20|400410	142.6275	ST20|400410	55.0262
ST3GAL1|6482	1971.384	ST3GAL1|6482	2051.3782
ST3GAL2|6483	194.8491	ST3GAL2|6483	485.6719
ST3GAL3|6487	157.9084	ST3GAL3|6487	343.8744
ST3GAL4|6484	474.2456	ST3GAL4|6484	293.5894
ST3GAL5|8869	246.6181	ST3GAL5|8869	817.9902
ST3GAL6|10402	86.8887	ST3GAL6|10402	238.6195
ST5|6764	2011.1863	ST5|6764	1412.9773
ST6GAL1|6480	6219.0427	ST6GAL1|6480	2040.759
ST6GAL2|84620	142.0395	ST6GAL2|84620	122.1207
lowly_expressed	lowly_expressed	ST6GALNAC1|55808	59.0302
ST6GALNAC2|10610	177.9396	ST6GALNAC2|10610	439.1348
ST6GALNAC3|256435	82.206	ST6GALNAC3|256435	178.9646
ST6GALNAC4|27090	1374.3496	ST6GALNAC4|27090	305.7703
ST6GALNAC5|81849	1021.0718	ST6GALNAC5|81849	111.8139
ST6GALNAC6|30815	1236.7326	ST6GALNAC6|30815	3312.8758
ST7L|54879	117.3257	ST7L|54879	229.2496
ST7OT1|93653	6.7586	ST7OT1|93653	19.861
ST7|7982	1437.5468	ST7|7982	904.9114
ST8SIA1|6489	328.0437	ST8SIA1|6489	316.7018
ST8SIA2|8128	23.4131	ST8SIA2|8128	121.1837
ST8SIA4|7903	139.1779	ST8SIA4|7903	334.1922
ST8SIA6|338596	182.6223	ST8SIA6|338596	54.3453
STAB1|23166	714.6332	STAB1|23166	1901.8443
lowly_expressed	lowly_expressed	STAB2|55576	74.02199999999999
STAC2|342667	78.564	STAC2|342667	492.2308
STAC3|246329	42.6067	STAC3|246329	35.2713
lowly_expressed	lowly_expressed	STAC|6769	193.6441
STAG1|10274	1228.5848	STAG1|10274	1803.5324
STAG2|10735	2856.1394	STAG2|10735	4771.7654
STAG3L1|54441	30.436999999999998	STAG3L1|54441	37.4795
STAG3L2|442582	48.6472	STAG3L2|442582	127.4303
STAG3L3|442578	112.5598	STAG3L3|442578	121.0807
STAG3L4|64940	89.23	STAG3L4|64940	132.4276
STAG3|10734	22.3101	STAG3|10734	16.7971
STAM2|10254	410.2497	STAM2|10254	1080.6589999999999
STAMBPL1|57559	130.1665	STAMBPL1|57559	195.2057
STAMBP|10617	775.7544	STAMBP|10617	732.0996
STAM|8027	685.7439999999999	STAM|8027	644.3351
lowly_expressed	lowly_expressed	STAP1|26228	10.9315
STAP2|55620	191.9875	STAP2|55620	199.8907
STARD10|10809	1686.0042	STARD10|10809	648.7077
STARD13|90627	798.127	STARD13|90627	1343.9525
STARD3NL|83930	959.4173	STARD3NL|83930	600.609
STARD3|10948	442.2477	STARD3|10948	487.5459
STARD4|134429	30.436999999999998	STARD4|134429	32.7946
STARD5|80765	37.2008	STARD5|80765	73.3974
STARD7|56910	5567.141	STARD7|56910	3512.3511
STARD8|9754	83.2466	STARD8|9754	431.3266
STAR|6770	16.6493	STAR|6770	6.2466
STAT1|6772	3372.2685	STAT1|6772	3182.0098
STAT2|6773	2030.1769	STAT2|6773	1835.2463
STAT3|6774	5351.4568	STAT3|6774	6247.8332
STAT4|6775	17.6899	STAT4|6775	95.2604
STAT5A|6776	608.7409	STAT5A|6776	3691.1064
STAT5B|6777	1017.1696	STAT5B|6777	5173.7331
STAT6|6778	2964.6202	STAT6|6778	4429.4526
STAU1|6780	4540.3226	STAU1|6780	3007.4178
STAU2|27067	1463.5796	STAU2|27067	947.2944
STBD1|8987	887.2086	STBD1|8987	4068.7593
STC1|6781	3464.6202	STC1|6781	447.5677
STC2|8614	881.3736	STC2|8614	2208.7921
STEAP1|26872	555.411	STEAP1|26872	503.1623
STEAP2|261729	1209.6774	STEAP2|261729	988.5219
STEAP3|55240	1060.0937	STEAP3|55240	948.8561
STEAP4|79689	341.051	STEAP4|79689	3115.4837
STIL|6491	802.5494	STIL|6491	130.2413
STIM1|6786	1442.2477	STIM1|6786	1670.9612
STIM2|57620	402.9657	STIM2|57620	624.9707
STIP1|10963	7821.2799	STIP1|10963	2493.6363
STK10|6793	415.7128	STK10|6793	904.193
STK11IP|114790	212.7992	STK11IP|114790	198.0167
STK11|6794	711.4984	STK11|6794	595.2994
STK16|8576	382.154	STK16|8576	433.8253
STK17A|9263	543.7045	STK17A|9263	570.3131
STK17B|9262	497.6587	STK17B|9262	1357.695
STK19|8859	307.9032	STK19|8859	238.9412
STK24|8428	2892.5598	STK24|8428	3428.1252
STK25|10494	853.538	STK25|10494	1168.4235
lowly_expressed	lowly_expressed	STK32A|202374	19.0521
STK32B|55351	36.1602	STK32B|55351	208.6359
STK32C|282974	199.563	STK32C|282974	59.3425
STK33|65975	8.0645	STK33|65975	5.6219
STK35|140901	2844.6929999999998	STK35|140901	978.215
STK36|27148	505.4631	STK36|27148	345.1238
STK38L|23012	2104.8387	STK38L|23012	1392.6759
STK38|11329	1135.796	STK38|11329	1796.5175
STK39|27347	876.4308	STK39|27347	639.9625
STK3|6788	635.7959999999999	STK3|6788	601.5459999999999
STK40|83931	1426.1186	STK40|83931	1596.6268
