gene_id	TCGA-BH-A1FG-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FG-11B-12R-A13Q-07
SEPW1|6415	3897.6693	SEPW1|6415	4806.0327
SEPX1|51734	1225.0546	SEPX1|51734	254.2941
SERAC1|84947	297.1595	SERAC1|84947	391.7051
SERBP1|26135	5224.3263	SERBP1|26135	10441.5584
SERF1A|8293	317.5528	SERF1A|8293	651.4453
SERF2|10169	10803.3321	SERF2|10169	6715.5425
SERGEF|26297	217.7713	SERGEF|26297	298.2824
SERHL2|253190	106.22	SERHL2|253190	74.5371
SERHL|94009	129.6431	SERHL|94009	89.6523
SERINC1|57515	10093.5907	SERINC1|57515	11946.7951
SERINC2|347735	5107.0648	SERINC2|347735	1078.3410000000001
SERINC3|10955	3297.5237	SERINC3|10955	4326.3511
SERINC5|256987	167.8806	SERINC5|256987	29.3255
SERP1|27230	11844.3263	SERP1|27230	9419.4596
SERP2|387923	96.1398	SERP2|387923	83.3682
SERPINA11|256394	204.2972	SERPINA11|256394	108.5044
SERPINA1|5265	21361.9811	SERPINA1|5265	4230.4147
SERPINA3|12	26459.2134	SERPINA3|12	9317.1345
SERPINA5|5104	794.9745	SERPINA5|5104	400.9217
SERPINA6|866	4860.1602	SERPINA6|866	238.7935
SERPINB1|1992	1296.7953	SERPINB1|1992	1027.6498
SERPINB5|5268	41.1508	SERPINB5|5268	1948.4709
SERPINB6|5269	1677.713	SERPINB6|5269	1638.0394
SERPINB7|8710	5.8267	lowly_expressed	lowly_expressed
SERPINB8|5271	155.4989	SERPINB8|5271	509.845
SERPINB9|5272	131.8281	SERPINB9|5272	475.9112
lowly_expressed	lowly_expressed	SERPIND1|3053	21.7847
SERPINE1|5054	411.8718	SERPINE1|5054	169.2501
SERPINE2|5270	240.7138	SERPINE2|5270	512.3586
SERPINF1|5176	1511.6533	SERPINF1|5176	3330.5404
SERPINF2|5345	22.9425	SERPINF2|5345	98.8689
SERPING1|710	2748.3613	SERPING1|710	12752.4089
SERPINH1|871	1950.4734	SERPINH1|871	922.9158
SERPINI1|5274	1044.0641	SERPINI1|5274	431.504
SERTAD1|29950	462.4909	SERTAD1|29950	204.8597
SERTAD2|9792	660.9614	SERTAD2|9792	2386.6778
SERTAD3|29946	1336.8536	SERTAD3|29946	895.2660000000001
SERTAD4|56256	411.5076	SERTAD4|56256	417.2602
SESN1|27244	478.8784	SESN1|27244	1474.6544
SESN2|83667	472.3234	SESN2|83667	230.8337
SESN3|143686	81.209	SESN3|143686	102.6393
SESTD1|91404	2115.4406	SESTD1|91404	2116.0452
SETBP1|26040	575.7465	SETBP1|26040	993.716
SETD1A|9739	1067.0066	SETD1A|9739	298.2824
SETD1B|23067	833.2119	SETD1B|23067	728.1106
SETD2|29072	1684.9964	SETD2|29072	1354.8387
SETD3|84193	1681.7189	SETD3|84193	1794.3025
SETD4|54093	242.1704	SETD4|54093	218.2656
SETD5|55209	1356.8827	SETD5|55209	1735.6514
SETD6|79918	189.4501	SETD6|79918	322.765
SETD7|80854	2708.6672	SETD7|80854	3403.8542
SETD8|387893	675.1639	SETD8|387893	619.1873
SETDB1|9869	929.716	SETDB1|9869	476.7491
SETDB2|83852	691.9155	SETDB2|83852	865.1026
SETMAR|6419	454.8434	SETMAR|6419	1314.6209
SETX|23064	1567.7349	SETX|23064	1980.7289
SET|6418	7070.284000000001	SET|6418	9028.4876
SEZ6L2|26470	3091.4057	SEZ6L2|26470	129.0323
SF1|7536	4846.6861	SF1|7536	4368.2447
SF3A1|10291	3430.0036	SF3A1|10291	2692.92
SF3A2|8175	1283.6854	SF3A2|8175	888.982
SF3A3|10946	1797.1595	SF3A3|10946	1583.9966
SF3B14|51639	1808.0845	SF3B14|51639	2284.8764
SF3B1|23451	6722.1413	SF3B1|23451	7788.0184
SF3B2|10992	4254.1879	SF3B2|10992	1431.504
SF3B3|23450	1780.0437	SF3B3|23450	2531.6297
SF3B4|10262	2442.4618	SF3B4|10262	2161.7093
SF3B5|83443	1907.866	SF3B5|83443	945.9573
SF4|57794	388.5652	SF4|57794	125.6808
SFI1|9814	453.7509	SFI1|9814	73.3138
SFMBT1|51460	441.7334	SFMBT1|51460	156.68200000000002
SFMBT2|57713	71.0124	SFMBT2|57713	53.2049
SFN|2810	805.5353	SFN|2810	601.592
SFPQ|6421	4699.3882	SFPQ|6421	2834.3109
SFRP1|6422	379.461	SFRP1|6422	25994.5538
SFRP2|6423	5256.0087	SFRP2|6423	4057.8132
SFRP4|6424	1639.4756	SFRP4|6424	1080.8546
SFRS11|9295	1877.276	SFRS11|9295	3856.305
SFRS12IP1|285672	395.4843	SFRS12IP1|285672	1174.6963
SFRS12|140890	803.3503	SFRS12|140890	1649.7696
SFRS13A|10772	1992.7167	SFRS13A|10772	2639.2962
lowly_expressed	lowly_expressed	SFRS13B|135295	88.8144
SFRS14|10147	859.0677	SFRS14|10147	589.0239
SFRS15|57466	795.7028	SFRS15|57466	743.1923
SFRS16|11129	155.8631	SFRS16|11129	66.1919
SFRS17A|8227	529.4975	SFRS17A|8227	586.5103
SFRS18|25957	837.9461	SFRS18|25957	2105.9908
SFRS1|6426	6023.6708	SFRS1|6426	4703.8123
SFRS2B|10929	1128.1865	SFRS2B|10929	2246.3343
SFRS2IP|9169	2590.3132	SFRS2IP|9169	3860.4943
SFRS2|6427	3315.3423	SFRS2|6427	5516.3301
SFRS3|6428	4583.0299	SFRS3|6428	13020.9468
SFRS4|6429	1181.7189	SFRS4|6429	1912.8613
SFRS5|6430	3398.7618	SFRS5|6430	5139.0867
SFRS6|6431	3589.5849	SFRS6|6431	7580.6452
SFRS7|6432	1647.1231	SFRS7|6432	3537.0758
SFRS8|6433	557.5382	SFRS8|6433	454.1265
SFRS9|8683	2578.6599	SFRS9|8683	2082.1114
SFT2D1|113402	700.6555	SFT2D1|113402	1000.0
SFT2D2|375035	43.3358	SFT2D2|375035	83.7872
SFT2D3|84826	379.461	SFT2D3|84826	671.5543
SFTPA2|729238	13.8383	lowly_expressed	lowly_expressed
SFTPD|6441	7.6475	lowly_expressed	lowly_expressed
SFXN1|94081	874.7269	SFXN1|94081	390.8672
SFXN2|118980	1741.8063	SFXN2|118980	248.8479
SFXN3|81855	822.6511	SFXN3|81855	936.3217
SFXN4|119559	562.6366	SFXN4|119559	350.6494
SFXN5|94097	780.4079	SFXN5|94097	43.1504
lowly_expressed	lowly_expressed	SGCA|6442	7.9598
SGCB|6443	548.0699	SGCB|6443	1764.1391
SGCD|6444	120.9031	SGCD|6444	361.5417
SGCE|8910	110.3423	SGCE|8910	2092.1659
lowly_expressed	lowly_expressed	SGCG|6445	74.9895
SGEF|26084	474.1442	SGEF|26084	605.3624
SGIP1|84251	19.665	SGIP1|84251	76.6653
SGK196|84197	59.3591	SGK196|84197	18.4332
SGK1|6446	522.2141	SGK1|6446	6122.3293
SGK223|157285	556.0816	SGK223|157285	435.6933
SGK269|79834	337.2178	SGK269|79834	980.7289
lowly_expressed	lowly_expressed	SGK2|10110	28.0687
SGK3|23678	2225.346	SGK3|23678	1747.3817
SGK494|124923	15.6591	SGK494|124923	20.1089
SGMS1|259230	918.791	SGMS1|259230	1192.2916
SGMS2|166929	1036.0524	SGMS2|166929	728.9485
SGOL1|151648	35.3241	lowly_expressed	lowly_expressed
SGOL2|151246	196.2855	SGOL2|151246	119.8157
SGPL1|8879	4010.1966	SGPL1|8879	1354.4198
SGPP1|81537	115.0765	SGPP1|81537	930.8756
lowly_expressed	lowly_expressed	SGPP2|130367	20.1089
SGSH|6448	900.5827	SGSH|6448	276.0788
SGSM1|129049	67.0066	SGSM1|129049	147.8844
SGSM2|9905	547.7058	SGSM2|9905	612.4843
SGSM3|27352	1107.7932	SGSM3|27352	217.8467
SGTA|6449	1969.0459	SGTA|6449	551.3196
SGTB|54557	72.4982	SGTB|54557	405.0063
SH2B1|25970	1079.3882	SH2B1|25970	281.5249
SH2B2|10603	44.4283	SH2B2|10603	7.1219
SH2B3|10019	532.7749	SH2B3|10019	1034.7717
SH2D1A|4068	22.5783	SH2D1A|4068	26.8119
SH2D2A|9047	17.48	SH2D2A|9047	13.8249
SH2D3A|10045	259.2862	SH2D3A|10045	124.42399999999999
SH2D3C|10044	146.3948	SH2D3C|10044	300.377
SH2D4A|63898	226.8755	SH2D4A|63898	100.9636
SH3BGRL2|83699	96.50399999999999	SH3BGRL2|83699	1534.9811
SH3BGRL3|83442	2735.2513	SH3BGRL3|83442	4466.6946
SH3BGRL|6451	24684.2644	SH3BGRL|6451	13027.2308
SH3BGR|6450	193.3722	SH3BGR|6450	420.6116
SH3BP1|23616	191.8208	SH3BP1|23616	67.8676
SH3BP2|6452	556.4457	SH3BP2|6452	1736.0704
SH3BP4|23677	1982.8842	SH3BP4|23677	2072.8948
SH3BP5L|80851	611.4348	SH3BP5L|80851	300.796
SH3BP5|9467	489.4865	SH3BP5|9467	1700.796
SH3D19|152503	754.9162	SH3D19|152503	4588.6049
SH3GL1|6455	1283.6854	SH3GL1|6455	611.6464
lowly_expressed	lowly_expressed	SH3GL2|6456	6.284
SH3GLB1|51100	2557.5382	SH3GLB1|51100	5394.6376
SH3GLB2|56904	1664.6031	SH3GLB2|56904	593.6322
SH3KBP1|30011	282.5929	SH3KBP1|30011	1023.4604
SH3PXD2A|9644	462.1267	SH3PXD2A|9644	966.9041
SH3PXD2B|285590	817.9169999999999	SH3PXD2B|285590	1246.7532
SH3RF1|57630	809.5412	SH3RF1|57630	778.8018
SH3RF2|153769	438.0918	SH3RF2|153769	332.6351
SH3RF3|344558	39.6941	SH3RF3|344558	117.721
SH3TC1|54436	143.1173	SH3TC1|54436	40.6368
SH3TC2|79628	14.2025	SH3TC2|79628	211.9816
SH3YL1|26751	2004.0058	SH3YL1|26751	3601.173
SHANK2|22941	1095.4115	SHANK2|22941	1265.6054
SHANK3|85358	177.713	SHANK3|85358	339.3381
SHARPIN|81858	2899.8543	SHARPIN|81858	413.9087
SHB|6461	560.4516	SHB|6461	176.372
SHC1|6464	2779.3154	SHC1|6464	2203.1839
SHC2|25759	178.0772	SHC2|25759	116.4642
SHC4|399694	10.5608	SHC4|399694	47.3398
SHCBP1|79801	323.0153	SHCBP1|79801	16.7574
SHE|126669	111.0706	SHE|126669	559.6984
SHFM1|7979	1255.6446	SHFM1|7979	712.191
SHF|90525	34.2316	SHF|90525	74.1517
SHISA2|387914	853.9694	SHISA2|387914	851.2778
lowly_expressed	lowly_expressed	SHISA3|152573	62.0025
SHISA4|149345	237.4363	SHISA4|149345	186.4265
SHISA5|51246	4587.764	SHISA5|51246	1808.1274
SHISA9|729993	1146.7589	SHISA9|729993	74.5706
SHKBP1|92799	797.1595	SHKBP1|92799	320.486
SHMT1|6470	507.9898	SHMT1|6470	799.5894
SHMT2|6472	970.8667	SHMT2|6472	580.2262
SHOC2|8036	2787.327	SHOC2|8036	2241.726
SHOX2|6474	26.22	SHOX2|6474	180.5614
lowly_expressed	lowly_expressed	SHOX|6473	6.284
SHPK|23729	313.9111	SHPK|23729	149.1412
SHPRH|257218	266.4457	SHPRH|257218	203.3054
SHQ1|55164	739.2571	SHQ1|55164	645.9992
SHROOM1|134549	13.11	SHROOM1|134549	77.0842
SHROOM2|357	691.9155	SHROOM2|357	157.101
SHROOM3|57619	2575.0182	SHROOM3|57619	3444.9099
SHROOM4|57477	146.3948	SHROOM4|57477	362.3796
SIAE|54414	2721.7771	SIAE|54414	939.6732
SIAH1|6477	1485.6264	SIAH1|6477	1209.7151
SIAH2|6478	5831.3911	SIAH2|6478	1131.5459
lowly_expressed	lowly_expressed	SIAH3|283514	10.0545
SIDT1|54847	1633.6489	SIDT1|54847	377.8802
SIDT2|51092	1158.2593	SIDT2|51092	1030.9342
SIGIRR|59307	1852.1486	SIGIRR|59307	113.5316
SIGLEC10|89790	55.7174	SIGLEC10|89790	90.4902
lowly_expressed	lowly_expressed	SIGLEC12|89858	7.5408
SIGLEC14|100049587	32.4108	SIGLEC14|100049587	32.677
lowly_expressed	lowly_expressed	SIGLEC15|284266	6.284
SIGLEC1|6614	242.1704	SIGLEC1|6614	45.663999999999994
SIGLEC5|8778	16.0233	lowly_expressed	lowly_expressed
SIGLEC6|946	18.5725	SIGLEC6|946	7.9598
SIGLEC7|27036	24.3991	SIGLEC7|27036	7.9598
SIGLEC8|27181	32.0466	SIGLEC8|27181	87.5576
SIGLEC9|27180	21.1216	SIGLEC9|27180	12.1491
SIGLECP3|284367	20.3933	SIGLECP3|284367	20.5279
SIGMAR1|10280	1042.6074	SIGMAR1|10280	907.8341
SIK1|150094	241.8063	SIK1|150094	3277.3356
SIK2|23235	80.1165	SIK2|23235	1253.8752
SIK3|23387	1832.4836	SIK3|23387	1759.5308
SIKE1|80143	780.7719999999999	SIKE1|80143	953.4981
SIL1|64374	1285.8704	SIL1|64374	196.8999
SILV|6490	187.1814	SILV|6490	152.4927
SIM2|6493	38.9658	SIM2|6493	74.1517
SIN3A|25942	2579.024	SIN3A|25942	2004.6083
SIN3B|23309	680.2622	SIN3B|23309	393.3808
SIP1|8487	204.6613	SIP1|8487	304.5664
SIPA1L1|26037	638.7473	SIPA1L1|26037	793.0457
SIPA1L2|57568	395.1202	SIPA1L2|57568	261.416
SIPA1L3|23094	1170.4297	SIPA1L3|23094	433.5987
SIPA1|6494	485.0692	SIPA1|6494	171.3448
SIRPA|140885	573.5615	SIRPA|140885	1722.2455
SIRPB1|10326	19.3008	SIRPB1|10326	12.987
SIRPB2|284759	26.9483	SIRPB2|284759	8.7977
lowly_expressed	lowly_expressed	SIRPG|55423	9.2166
SIRT1|23411	871.8135	SIRT1|23411	1471.3029
SIRT2|22933	927.1668	SIRT2|22933	968.9987
SIRT3|23410	903.8347	SIRT3|23410	1088.4164
SIRT4|23409	11.6533	SIRT4|23409	23.0415
SIRT5|23408	565.5499	SIRT5|23408	394.6376
SIRT6|51548	257.8296	SIRT6|51548	45.663999999999994
SIRT7|51547	409.6868	SIRT7|51547	62.0025
SIT1|27240	8.74	SIT1|27240	19.69
SIVA1|10572	619.0823	SIVA1|10572	203.1839
SIX1|6495	592.134	SIX1|6495	134.0595
SIX2|10736	553.8966	SIX2|10736	33.0959
SIX3|6496	22.2141	lowly_expressed	lowly_expressed
SIX4|51804	379.8252	SIX4|51804	174.6963
SIX5|147912	508.0117	SIX5|147912	273.9841
SKA1|220134	82.6657	SKA1|220134	15.9196
SKA2|348235	650.0364	SKA2|348235	717.6372
SKA3|221150	97.9789	SKA3|221150	28.5128
SKAP1|8631	484.705	SKAP1|8631	134.4784
SKAP2|8935	334.3044	SKAP2|8935	1983.6615
SKIL|6498	860.1602	SKIL|6498	442.8152
SKIV2L2|23517	1443.0408	SKIV2L2|23517	1639.9916
SKIV2L|6499	858.5033	SKIV2L|6499	130.708
SKI|6497	1010.1966	SKI|6497	2721.8266
SKP1|6500	13605.243999999999	SKP1|6500	13452.4508
SKP2|6502	64.8216	SKP2|6502	175.5341
SLA2|84174	13.4741	SLA2|84174	19.69
SLAIN1|122060	10.5608	SLAIN1|122060	485.9656
SLAIN2|57606	1477.0575	SLAIN2|57606	2360.7038
SLAMF1|6504	6.1908	SLAMF1|6504	7.5408
SLAMF6|114836	22.9425	SLAMF6|114836	73.3138
SLAMF7|57823	121.6315	SLAMF7|57823	75.8274
SLAMF8|56833	123.6307	SLAMF8|56833	62.0947
SLAMF9|89886	9.1042	lowly_expressed	lowly_expressed
SLA|6503	161.3256	SLA|6503	113.1127
SLBP|7884	1360.5244	SLBP|7884	1390.0293
SLC10A3|8273	423.161	SLC10A3|8273	492.2497
lowly_expressed	lowly_expressed	SLC10A4|201780	5.0272
SLC10A5|347051	8.3758	SLC10A5|347051	22.2036
SLC10A7|84068	205.0255	SLC10A7|84068	378.2991
SLC11A1|6556	61.1799	SLC11A1|6556	6.702999999999999
SLC11A2|4891	2442.8259	SLC11A2|4891	2427.7336
SLC12A2|6558	714.1296	SLC12A2|6558	3794.3025
SLC12A4|6560	320.8303	SLC12A4|6560	369.9204
SLC12A6|9990	236.0051	SLC12A6|9990	617.7419
SLC12A7|10723	1388.9294	SLC12A7|10723	351.4872
SLC12A8|84561	504.37	SLC12A8|84561	120.6535
SLC12A9|56996	490.5317	SLC12A9|56996	181.8182
SLC13A2|9058	12.7458	SLC13A2|9058	234.1852
SLC13A3|64849	16.3875	SLC13A3|64849	43.1504
SLC14A1|6563	14.2025	SLC14A1|6563	61.5836
SLC14A2|8170	13.4741	SLC14A2|8170	28.0687
SLC15A2|6565	11.6533	SLC15A2|6565	121.4914
SLC15A3|51296	553.8966	SLC15A3|51296	247.1722
SLC15A4|121260	744.3554	SLC15A4|121260	1148.3033
lowly_expressed	lowly_expressed	SLC16A10|117247	10.8923
lowly_expressed	lowly_expressed	SLC16A11|162515	33.0959
lowly_expressed	lowly_expressed	SLC16A12|387700	112.2748
SLC16A13|201232	28.0408	SLC16A13|201232	50.6912
SLC16A14|151473	228.6963	SLC16A14|151473	392.9619
SLC16A1|6566	131.0998	SLC16A1|6566	857.5618
SLC16A2|6567	113.984	SLC16A2|6567	943.0247
SLC16A3|9123	705.7538	SLC16A3|9123	18.0142
SLC16A4|9122	513.8383	SLC16A4|9122	563.0499
SLC16A5|9121	519.3008	SLC16A5|9121	100.1257
SLC16A6|9120	589.5849	SLC16A6|9120	116.4642
lowly_expressed	lowly_expressed	SLC16A7|9194	58.651
SLC16A9|220963	359.7961	SLC16A9|220963	300.377
SLC17A5|26503	780.4079	SLC17A5|26503	1242.5639
lowly_expressed	lowly_expressed	SLC17A7|57030	134.4784
lowly_expressed	lowly_expressed	SLC17A8|246213	9.6355
SLC17A9|63910	240.3496	SLC17A9|63910	11.7302
SLC18A2|6571	41.5149	SLC18A2|6571	7.5408
SLC19A1|6573	481.4275	SLC19A1|6573	62.8404
SLC19A2|10560	1510.1966	SLC19A2|10560	871.8056
SLC19A3|80704	7.6475	SLC19A3|80704	1418.098
SLC1A1|6505	21.4858	SLC1A1|6505	137.8299
SLC1A2|6506	737.8004	SLC1A2|6506	111.01799999999999
SLC1A3|6507	149.6723	SLC1A3|6507	710.0964
SLC1A4|6509	2314.2753	SLC1A4|6509	1784.6669
SLC1A5|6510	5727.6038	SLC1A5|6510	1515.7101
lowly_expressed	lowly_expressed	SLC1A7|6512	7.1219
SLC20A1|6574	1523.3066	SLC20A1|6574	737.7461
SLC20A2|6575	2551.3474	SLC20A2|6575	1041.8936
SLC22A10|387775	17.48	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC22A11|55867	6.702999999999999
SLC22A15|55356	181.3547	SLC22A15|55356	82.5304
SLC22A17|51310	508.74	SLC22A17|51310	303.7285
SLC22A18AS|5003	8.74	lowly_expressed	lowly_expressed
SLC22A18|5002	804.4428	SLC22A18|5002	93.0038
SLC22A23|63027	496.2163	SLC22A23|63027	762.4633
SLC22A3|6581	5.0983	SLC22A3|6581	327.6079
SLC22A4|6583	47.6548	SLC22A4|6583	75.4085
SLC22A5|6584	832.1194	SLC22A5|6584	437.3691
SLC23A1|9963	126.3656	lowly_expressed	lowly_expressed
SLC23A2|9962	137.6548	SLC23A2|9962	948.4709
lowly_expressed	lowly_expressed	SLC23A3|151295	14.2438
SLC24A1|9187	529.4975	SLC24A1|9187	327.1889
SLC24A3|57419	374.3627	SLC24A3|57419	647.256
lowly_expressed	lowly_expressed	SLC24A4|123041	6.702999999999999
SLC24A5|283652	11.7225	SLC24A5|283652	31.7386
SLC24A6|80024	394.756	SLC24A6|80024	255.9698
SLC25A10|1468	1236.3438	SLC25A10|1468	283.3557
SLC25A11|8402	789.8762	SLC25A11|8402	835.3582
SLC25A12|8604	358.3394	SLC25A12|8604	930.0377
SLC25A13|10165	546.9774	SLC25A13|10165	646.4181
SLC25A14|9016	115.0765	SLC25A14|9016	182.6561
SLC25A15|10166	745.9578	SLC25A15|10166	262.5765
SLC25A16|8034	325.2003	SLC25A16|8034	434.0176
SLC25A17|10478	1293.5178	SLC25A17|10478	1095.5174
SLC25A18|83733	12.7458	SLC25A18|83733	35.6096
SLC25A19|60386	242.8988	SLC25A19|60386	71.2191
SLC25A1|6576	1380.9177	SLC25A1|6576	595.3079
SLC25A20|788	848.8711	SLC25A20|788	419.3548
lowly_expressed	lowly_expressed	SLC25A21|89874	17.1764
SLC25A22|79751	705.7538	SLC25A22|79751	136.1542
SLC25A23|79085	1491.6242	SLC25A23|79085	1222.036
SLC25A24|29957	2477.7859	SLC25A24|29957	1988.2698
SLC25A25|114789	152.9497	SLC25A25|114789	328.0268
SLC25A26|115286	348.5506	SLC25A26|115286	355.9573
lowly_expressed	lowly_expressed	SLC25A27|9481	191.8726
SLC25A28|81894	682.8114	SLC25A28|81894	706.7449
SLC25A29|123096	249.4538	SLC25A29|123096	252.1994
SLC25A30|253512	342.6803	SLC25A30|253512	851.6967
SLC25A32|81034	1227.5455	SLC25A32|81034	988.1651
SLC25A33|84275	319.0095	SLC25A33|84275	428.9904
lowly_expressed	lowly_expressed	SLC25A34|284723	9.6355
SLC25A35|399512	455.4224	SLC25A35|399512	189.9497
SLC25A36|55186	861.2527	SLC25A36|55186	3570.1718
SLC25A37|51312	116.8973	SLC25A37|51312	778.3829
SLC25A38|54977	1226.1471	SLC25A38|54977	617.5115
SLC25A39|51629	3836.1253	SLC25A39|51629	1070.8002
SLC25A3|5250	5494.1733	SLC25A3|5250	9246.3343
SLC25A40|55972	203.1355	SLC25A40|55972	166.3176
SLC25A42|284439	247.6329	SLC25A42|284439	97.1931
SLC25A43|203427	569.1916	SLC25A43|203427	1005.8651
SLC25A44|9673	972.3234	SLC25A44|9673	704.2313
SLC25A45|283130	175.1639	SLC25A45|283130	124.42399999999999
SLC25A46|91137	801.5295	SLC25A46|91137	859.6565
SLC25A4|291	701.0197	SLC25A4|291	746.5438
SLC25A5|292	5040.0583	SLC25A5|292	4268.9568
SLC25A6|293	3452.2942	SLC25A6|293	2177.2099
lowly_expressed	lowly_expressed	SLC26A10|65012	6.5019
SLC26A11|284129	395.8485	SLC26A11|284129	149.1412
SLC26A1|10861	77.6438	SLC26A1|10861	7.9598
SLC26A2|1836	379.8252	SLC26A2|1836	1261.8349
lowly_expressed	lowly_expressed	SLC26A3|1811	124.005
SLC26A4|5172	22.2141	SLC26A4|5172	62.8404
SLC26A6|65010	255.6446	SLC26A6|65010	53.5023
SLC26A7|115111	11.6533	SLC26A7|115111	25.1362
SLC26A8|116369	9.1042	lowly_expressed	lowly_expressed
SLC27A1|376497	892.571	SLC27A1|376497	706.7449
SLC27A2|11001	821.5586	SLC27A2|11001	87.1387
SLC27A3|11000	375.4552	SLC27A3|11000	303.7285
SLC27A4|10999	1002.9133	SLC27A4|10999	182.2371
SLC27A5|10998	140.9432	SLC27A5|10998	43.6322
SLC27A6|28965	6.555	SLC27A6|28965	225.8065
lowly_expressed	lowly_expressed	SLC28A1|9154	9.2166
lowly_expressed	lowly_expressed	SLC28A3|64078	141.1814
SLC29A1|2030	2697.3779999999997	SLC29A1|2030	2201.0892
SLC29A2|3177	256.697	SLC29A2|3177	143.6699
SLC29A3|55315	557.5382	SLC29A3|55315	153.7495
SLC29A4|222962	9.8325	SLC29A4|222962	105.5718
SLC2A10|81031	1192.2797	SLC2A10|81031	616.6736
SLC2A11|66035	177.713	SLC2A11|66035	59.4889
SLC2A12|154091	40.0583	SLC2A12|154091	341.8517
SLC2A13|114134	45.5208	SLC2A13|114134	353.163
SLC2A14|144195	6.9192	SLC2A14|144195	11.3113
SLC2A1|6513	5138.7473	SLC2A1|6513	928.7809
SLC2A3|6515	262.9279	SLC2A3|6515	912.4424
SLC2A4RG|56731	921.3401	SLC2A4RG|56731	317.1345
SLC2A4|6517	11.2891	SLC2A4|6517	191.8726
SLC2A5|6518	39.3299	SLC2A5|6518	95.9363
SLC2A6|11182	134.0131	SLC2A6|11182	16.7574
SLC2A8|29988	399.4902	SLC2A8|29988	155.8442
SLC2A9|56606	22.2141	SLC2A9|56606	106.8287
SLC30A1|7779	663.1464	SLC30A1|7779	332.6351
SLC30A2|7780	64.8216	lowly_expressed	lowly_expressed
SLC30A4|7782	47.7058	SLC30A4|7782	48.5966
SLC30A5|64924	1020.7575	SLC30A5|64924	1880.1843
SLC30A6|55676	470.5025	SLC30A6|55676	240.0503
SLC30A7|148867	1567.3707	SLC30A7|148867	1276.9166
SLC30A8|169026	14.9308	SLC30A8|169026	5.0272
SLC30A9|10463	1942.0976	SLC30A9|10463	2623.7956
SLC31A1|1317	2465.4042	SLC31A1|1317	1085.4629
SLC31A2|1318	689.7305	SLC31A2|1318	1120.2346
SLC33A1|9197	1349.9636	SLC33A1|9197	711.3532
SLC34A2|10568	57.5382	SLC34A2|10568	2771.261
SLC35A1|10559	961.0269	SLC35A1|10559	1389.1915
SLC35A2|7355	2066.6424	SLC35A2|7355	359.8659
SLC35A3|23443	1065.9141	SLC35A3|23443	521.9941
SLC35A4|113829	2520.0291	SLC35A4|113829	1968.1609
SLC35A5|55032	718.1355	SLC35A5|55032	1146.2086
SLC35B1|10237	1338.3103	SLC35B1|10237	981.9858
SLC35B2|347734	1518.5725	SLC35B2|347734	588.6049
SLC35B3|51000	917.6985	SLC35B3|51000	957.2685
SLC35B4|84912	94.6832	SLC35B4|84912	420.6116
SLC35C1|55343	343.7728	SLC35C1|55343	322.9996
SLC35C2|51006	962.1267	SLC35C2|51006	591.1186
SLC35D1|23169	878.0044	SLC35D1|23169	852.5346
SLC35D2|11046	367.4436	SLC35D2|11046	670.2974
SLC35E1|79939	5776.0379	SLC35E1|79939	1470.465
SLC35E2|728661	2801.3001	SLC35E2|728661	2407.3775
SLC35E2|9906	76.7043	SLC35E2|9906	27.0591
SLC35E3|55508	664.9672	SLC35E3|55508	193.9673
SLC35E4|339665	100.2076	SLC35E4|339665	35.1906
lowly_expressed	lowly_expressed	SLC35F1|222553	62.4214
SLC35F2|54733	370.721	SLC35F2|54733	385.0021
lowly_expressed	lowly_expressed	SLC35F3|148641	213.6573
SLC35F5|80255	1235.2513	SLC35F5|80255	1179.7235
SLC36A1|206358	127.094	SLC36A1|206358	103.0582
SLC36A4|120103	103.059	SLC36A4|120103	299.1202
SLC37A1|54020	428.9876	SLC37A1|54020	108.0855
SLC37A2|219855	242.5346	SLC37A2|219855	45.2451
SLC37A3|84255	628.9148	SLC37A3|84255	1099.2878
SLC37A4|2542	642.0248	SLC37A4|2542	379.13699999999994
SLC38A10|124565	2873.6344	SLC38A10|124565	521.9941
lowly_expressed	lowly_expressed	SLC38A11|151258	5.0272
SLC38A1|81539	19483.6125	SLC38A1|81539	7132.3837
SLC38A2|54407	3687.9097	SLC38A2|54407	9217.0088
SLC38A3|10991	26.22	SLC38A3|10991	36.4474
SLC38A4|55089	5.8267	SLC38A4|55089	69.1244
SLC38A5|92745	82.6657	SLC38A5|92745	41.0557
SLC38A6|145389	187.9097	SLC38A6|145389	319.6481
SLC38A7|55238	118.354	SLC38A7|55238	54.4617
SLC38A9|153129	289.8762	SLC38A9|153129	452.4508
SLC39A10|57181	656.5914	SLC39A10|57181	969.4177
SLC39A11|201266	3873.6344	SLC39A11|201266	645.1613
SLC39A13|91252	719.5921	SLC39A13|91252	257.6456
SLC39A14|23516	851.7844	SLC39A14|23516	1775.4504
SLC39A1|27173	3127.4581	SLC39A1|27173	1299.5392
SLC39A2|29986	19.3008	SLC39A2|29986	45.663999999999994
SLC39A3|29985	576.1107	SLC39A3|29985	152.9116
SLC39A4|55630	19.3008	SLC39A4|55630	94.6795
SLC39A6|25800	132525.1275	SLC39A6|25800	12577.2937
SLC39A7|7922	4756.7371	SLC39A7|7922	645.5802
SLC39A8|64116	22171.8864	SLC39A8|64116	2060.3268
SLC39A9|55334	5380.9177	SLC39A9|55334	2834.9393
