gene_id	TCGA-BH-A1FC-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FC-11A-32R-A13Q-07
SLC25A3|5250	7572.4899	SLC25A3|5250	6340.8284
SLC25A40|55972	225.9654	SLC25A40|55972	143.1953
SLC25A42|284439	119.7499	SLC25A42|284439	236.6864
SLC25A43|203427	1623.8323	SLC25A43|203427	418.3432
SLC25A44|9673	1592.6444	SLC25A44|9673	903.5503
SLC25A45|283130	156.8224	SLC25A45|283130	197.0414
SLC25A46|91137	538.139	SLC25A46|91137	610.6509
SLC25A4|291	462.8172	SLC25A4|291	750.8876
SLC25A5|292	9455.5351	SLC25A5|292	3866.8639
SLC25A6|293	4298.0508	SLC25A6|293	6078.6982
SLC26A10|65012	28.4928	SLC26A10|65012	17.8402
SLC26A11|284129	519.3086	SLC26A11|284129	269.2308
SLC26A1|10861	43.5984	SLC26A1|10861	27.8107
SLC26A2|1836	268.6282	SLC26A2|1836	1113.6095
lowly_expressed	lowly_expressed	SLC26A3|1811	157.3964
lowly_expressed	lowly_expressed	SLC26A4|5172	30.7692
lowly_expressed	lowly_expressed	SLC26A5|375611	8.283999999999999
SLC26A6|65010	322.6863	SLC26A6|65010	127.2189
lowly_expressed	lowly_expressed	SLC26A7|115111	14.2012
SLC26A9|115019	5.2961	lowly_expressed	lowly_expressed
SLC27A1|376497	244.7959	SLC27A1|376497	933.1361
SLC27A2|11001	54.4318	SLC27A2|11001	104.7337
SLC27A3|11000	119.1615	SLC27A3|11000	755.0296
SLC27A4|10999	1128.9445	SLC27A4|10999	647.3373
SLC27A5|10998	218.6745	SLC27A5|10998	84.3254
SLC27A6|28965	13.8286	SLC27A6|28965	61.5385
SLC28A1|9154	46.1935	lowly_expressed	lowly_expressed
SLC28A3|64078	82.089	SLC28A3|64078	60.9467
SLC29A1|2030	3361.53	SLC29A1|2030	2900.5917
SLC29A2|3177	834.5245	SLC29A2|3177	153.7219
SLC29A3|55315	219.4925	SLC29A3|55315	171.5976
SLC29A4|222962	86.2082	SLC29A4|222962	805.3254
SLC2A10|81031	127.9882	SLC2A10|81031	649.7041
SLC2A11|66035	101.8021	SLC2A11|66035	141.4201
SLC2A12|154091	110.9231	SLC2A12|154091	88.7574
SLC2A13|114134	171.8279	SLC2A13|114134	278.1065
SLC2A14|144195	20.89	SLC2A14|144195	23.0769
SLC2A1|6513	1481.7212	SLC2A1|6513	668.0473
SLC2A3|6515	839.4263	SLC2A3|6515	1458.5799
SLC2A4RG|56731	652.8871	SLC2A4RG|56731	1164.497
SLC2A4|6517	13.8286	SLC2A4|6517	273.3728
SLC2A5|6518	314.5274	SLC2A5|6518	142.6036
SLC2A6|11182	271.5704	SLC2A6|11182	96.4497
SLC2A8|29988	585.2152	SLC2A8|29988	360.355
SLC2A9|56606	83.2659	SLC2A9|56606	55.0296
SLC30A1|7779	203.6043	SLC30A1|7779	340.8284
SLC30A4|7782	39.7205	SLC30A4|7782	79.8817
SLC30A5|64924	965.6491	SLC30A5|64924	1164.497
SLC30A6|55676	421.6256	SLC30A6|55676	313.0178
SLC30A7|148867	636.1162	SLC30A7|148867	859.7633
lowly_expressed	lowly_expressed	SLC30A8|169026	18.9349
SLC30A9|10463	1523.2071	SLC30A9|10463	1577.5148
SLC31A1|1317	1527.0320000000002	SLC31A1|1317	1462.7219
SLC31A2|1318	439.8676	SLC31A2|1318	939.645
SLC33A1|9197	483.413	SLC33A1|9197	655.0296
SLC34A2|10568	625.8183	SLC34A2|10568	1555.0296
SLC35A1|10559	373.4255	SLC35A1|10559	703.7692
SLC35A2|7355	727.9147	SLC35A2|7355	520.1183
SLC35A3|23443	227.4366	SLC35A3|23443	357.9882
SLC35A4|113829	1890.6951	SLC35A4|113829	2517.7515
SLC35A5|55032	544.0235	SLC35A5|55032	759.1716
SLC35B1|10237	1171.6072	SLC35B1|10237	765.0888
SLC35B2|347734	1388.1574	SLC35B2|347734	894.6746
SLC35B3|51000	475.7631	SLC35B3|51000	469.2308
SLC35B4|84912	334.829	SLC35B4|84912	525.4438
SLC35C1|55343	294.2258	SLC35C1|55343	919.5266
SLC35C2|51006	880.9121	SLC35C2|51006	988.7574
SLC35D1|23169	483.413	SLC35D1|23169	527.2189
SLC35D2|11046	800.0	SLC35D2|11046	428.9941
SLC35E1|79939	1638.2494	SLC35E1|79939	2434.9112
SLC35E2|728661	1434.2891	SLC35E2|728661	2334.2071
SLC35E2|9906	10.9481	SLC35E2|9906	43.3077
SLC35E3|55508	375.7264	SLC35E3|55508	208.8757
SLC35E4|339665	27.6808	SLC35E4|339665	107.7456
SLC35F1|222553	10.0037	SLC35F1|222553	15.3846
SLC35F2|54733	850.3126	SLC35F2|54733	242.6036
SLC35F3|148641	17.3593	SLC35F3|148641	47.3373
SLC35F5|80255	559.0291	SLC35F5|80255	849.7041
SLC36A1|206358	673.4829	SLC36A1|206358	214.2012
lowly_expressed	lowly_expressed	SLC36A2|153201	13.0178
SLC36A4|120103	377.786	SLC36A4|120103	133.7278
SLC37A1|54020	536.0794	SLC37A1|54020	349.7041
SLC37A2|219855	223.6116	SLC37A2|219855	175.7396
SLC37A3|84255	886.2082	SLC37A3|84255	894.0828
SLC37A4|2542	359.5439	SLC37A4|2542	497.6331
SLC38A10|124565	1103.9353	SLC38A10|124565	2018.3432
SLC38A1|81539	9759.1762	SLC38A1|81539	6612.4259999999995
SLC38A2|54407	3486.5759	SLC38A2|54407	4695.858
SLC38A3|10991	95.6234	SLC38A3|10991	36.6864
lowly_expressed	lowly_expressed	SLC38A4|55089	15.3846
SLC38A5|92745	213.9022	SLC38A5|92745	37.2781
SLC38A6|145389	77.3814	SLC38A6|145389	162.7219
SLC38A7|55238	194.18900000000002	SLC38A7|55238	131.9527
SLC38A9|153129	210.6657	SLC38A9|153129	206.5089
SLC39A10|57181	295.1085	SLC39A10|57181	497.0414
SLC39A11|201266	816.7709	SLC39A11|201266	1064.497
SLC39A13|91252	227.4366	SLC39A13|91252	786.9822
SLC39A14|23516	980.9489	SLC39A14|23516	1681.0651
SLC39A1|27173	3226.4803	SLC39A1|27173	2384.6154
lowly_expressed	lowly_expressed	SLC39A2|29986	9.4675
SLC39A3|29985	365.4285	SLC39A3|29985	380.4734
SLC39A4|55630	581.3902	SLC39A4|55630	157.9882
SLC39A6|25800	3458.6245	SLC39A6|25800	6298.2249
SLC39A7|7922	3649.2828	SLC39A7|7922	1974.5562
SLC39A8|64116	1157.7786	SLC39A8|64116	1169.2308
SLC39A9|55334	1609.121	SLC39A9|55334	2249.1124
lowly_expressed	lowly_expressed	SLC3A1|6519	6.5089
SLC3A2|6520	5671.4969	SLC3A2|6520	2548.5207
SLC40A1|30061	394.2626	SLC40A1|30061	12266.8639
SLC41A1|254428	452.2251	SLC41A1|254428	742.0118
SLC41A2|84102	322.4715	SLC41A2|84102	291.1243
SLC41A3|54946	685.2519	SLC41A3|54946	907.6923
SLC43A1|8501	135.3439	SLC43A1|8501	239.0533
SLC43A2|124935	435.4542	SLC43A2|124935	674.5562
SLC43A3|29015	5673.5006	SLC43A3|29015	1910.0592
SLC44A1|23446	3778.7422	SLC44A1|23446	3095.2663
SLC44A2|57153	9483.4866	SLC44A2|57153	5343.786999999999
SLC44A3|126969	134.7554	SLC44A3|126969	395.2663
SLC44A4|80736	5.2961	SLC44A4|80736	908.284
lowly_expressed	lowly_expressed	SLC44A5|204962	197.6331
SLC45A1|50651	17.6535	SLC45A1|50651	53.8462
SLC45A3|85414	45.0166	SLC45A3|85414	162.7219
SLC45A4|57210	1193.0857	SLC45A4|57210	310.6509
SLC46A1|113235	379.9573	SLC46A1|113235	627.6746
lowly_expressed	lowly_expressed	SLC46A2|57864	12.425999999999998
SLC46A3|283537	137.6977	SLC46A3|283537	901.1834
SLC47A1|55244	68.2604	SLC47A1|55244	58.5799
SLC48A1|55652	467.2306	SLC48A1|55652	928.4024
SLC4A11|83959	110.3347	SLC4A11|83959	321.8935
SLC4A1AP|22950	862.3759	SLC4A1AP|22950	518.9349
SLC4A2|6522	1549.8433	SLC4A2|6522	1012.9172
SLC4A3|6508	138.5804	SLC4A3|6508	236.6864
SLC4A4|8671	6.1787	SLC4A4|8671	186.9822
SLC4A5|57835	568.5767	SLC4A5|57835	217.8462
SLC4A7|9497	427.8043	SLC4A7|9497	1395.2663
SLC4A8|9498	100.331	SLC4A8|9498	410.0592
lowly_expressed	lowly_expressed	SLC5A1|6523	171.0059
SLC5A3|6526	562.2391	SLC5A3|6526	708.0414
lowly_expressed	lowly_expressed	SLC5A4|6527	25.4438
SLC5A6|8884	4457.3505	SLC5A6|8884	1489.9408
lowly_expressed	lowly_expressed	SLC5A9|200010	5.3254
SLC6A10P|386757	13.5344	lowly_expressed	lowly_expressed
SLC6A11|6538	203.0158	lowly_expressed	lowly_expressed
SLC6A12|6539	26.4803	SLC6A12|6539	22.4852
lowly_expressed	lowly_expressed	SLC6A14|11254	189.3491
SLC6A15|55117	1301.9492	SLC6A15|55117	6.5089
SLC6A16|28968	36.484	SLC6A16|28968	50.2959
SLC6A17|388662	40.0147	SLC6A17|388662	34.3195
SLC6A1|6529	5.2961	SLC6A1|6529	24.2604
lowly_expressed	lowly_expressed	SLC6A20|54716	15.3846
lowly_expressed	lowly_expressed	SLC6A2|6530	14.7929
lowly_expressed	lowly_expressed	SLC6A4|6532	14.2012
SLC6A6|6533	668.4811	SLC6A6|6533	1259.7633
SLC6A8|6535	2048.9886	SLC6A8|6535	612.4259999999999
SLC6A9|6536	1463.4263	SLC6A9|6536	223.1006
SLC7A10|56301	5.5491	SLC7A10|56301	211.9645
SLC7A11|23657	82.089	SLC7A11|23657	35.503
SLC7A1|6541	2532.6958	SLC7A1|6541	1456.8047
SLC7A2|6542	38.8378	SLC7A2|6542	1563.3136
lowly_expressed	lowly_expressed	SLC7A4|6545	91.71600000000001
SLC7A5|8140	8065.6124	SLC7A5|8140	448.5207
SLC7A6OS|84138	140.4428	SLC7A6OS|84138	149.8817
SLC7A6|9057	540.69	SLC7A6|9057	1154.8521
SLC7A7|9056	752.9239	SLC7A7|9056	276.3314
SLC7A8|23428	297.4623	SLC7A8|23428	2013.0178
SLC8A1|6546	221.8463	SLC8A1|6546	354.4379
SLC9A1|6548	1029.4961	SLC9A1|6548	1540.8284
lowly_expressed	lowly_expressed	SLC9A2|6549	74.5562
SLC9A3R1|9368	2304.6708	SLC9A3R1|9368	2256.2129999999997
SLC9A3R2|9351	1045.0901	SLC9A3R2|9351	2639.0533
SLC9A5|6553	6.7672	SLC9A5|6553	30.7692
SLC9A6|10479	710.2611	SLC9A6|10479	329.5858
SLC9A7|84679	182.7142	SLC9A7|84679	53.8462
SLC9A8|23315	267.157	SLC9A8|23315	553.2544
SLC9A9|285195	119.1615	SLC9A9|285195	345.5621
lowly_expressed	lowly_expressed	SLCO1C1|53919	17.7515
SLCO2A1|6578	243.3248	SLCO2A1|6578	668.6391
SLCO2B1|11309	1046.267	SLCO2B1|11309	1106.5089
SLCO3A1|28232	287.4586	SLCO3A1|28232	742.6036
SLCO4A1|28231	125.9816	SLCO4A1|28231	205.858
SLCO4C1|353189	27.6572	SLCO4C1|353189	11.8343
SLCO5A1|81796	403.3836	lowly_expressed	lowly_expressed
SLFN11|91607	967.1203	SLFN11|91607	1355.6213
SLFN12L|342615	20.89	SLFN12L|342615	20.1183
SLFN12|55106	95.9176	SLFN12|55106	189.3491
SLFN13|146857	117.6903	SLFN13|146857	338.4615
SLFN5|162394	358.9555	SLFN5|162394	847.929
lowly_expressed	lowly_expressed	SLFNL1|200172	5.9172
SLIT1|6585	7.9441	SLIT1|6585	11.2426
SLIT2|9353	102.6848	SLIT2|9353	353.8462
SLIT3|6586	321.0004	SLIT3|6586	3554.4379
lowly_expressed	lowly_expressed	SLITRK1|114798	14.2012
lowly_expressed	lowly_expressed	SLITRK2|84631	8.8757
SLITRK4|139065	77.3814	SLITRK4|139065	40.8284
SLITRK5|26050	140.3457	SLITRK5|26050	49.1124
SLITRK6|84189	8.5325	SLITRK6|84189	624.2604
SLK|9748	1483.4866	SLK|9748	2227.2189
SLMAP|7871	1363.7367	SLMAP|7871	1869.8225
SLMO1|10650	337.1828	SLMO1|10650	34.9112
SLMO2|51012	2175.7999	SLMO2|51012	1330.1775
SLPI|6590	378.0802	SLPI|6590	1164.497
SLTM|79811	1371.3865	SLTM|79811	1962.7219
SLU7|10569	831.1879	SLU7|10569	1118.3432
SLURP1|57152	15.8882	lowly_expressed	lowly_expressed
SMAD1|4086	1084.8106	SMAD1|4086	881.0651
SMAD2|4087	3140.5664	SMAD2|4087	2565.0888
SMAD3|4088	598.7495	SMAD3|4088	1832.5444
SMAD4|4089	2496.2266	SMAD4|4089	1966.0237
SMAD5|4090	1003.6043	SMAD5|4090	1762.7219
SMAD6|4091	14.4171	SMAD6|4091	202.9586
SMAD7|4092	421.9198	SMAD7|4092	678.6982
SMAD9|4093	15.594000000000001	SMAD9|4093	54.4379
SMAGP|57228	748.8047	SMAGP|57228	306.5089
SMAP1|60682	951.0879	SMAP1|60682	764.3905
SMAP2|64744	763.5160000000001	SMAP2|64744	1088.1657
SMARCA1|6594	607.2821	SMARCA1|6594	1823.0769
SMARCA2|6595	4483.7072	SMARCA2|6595	3934.3195
SMARCA4|6597	7265.0239	SMARCA4|6597	1540.8284
SMARCA5|8467	3421.8463	SMARCA5|8467	2335.8639
SMARCAD1|56916	779.4042	lowly_expressed	lowly_expressed
SMARCAL1|50485	811.1806	SMARCAL1|50485	465.6805
SMARCB1|6598	1505.5535	SMARCB1|6598	1041.4201
SMARCC1|6599	8738.2126	SMARCC1|6599	2276.3314
SMARCC2|6601	4205.6638	SMARCC2|6601	2572.7811
SMARCD1|6602	1787.7161	SMARCD1|6602	1402.9586
SMARCD2|6603	2679.2203	SMARCD2|6603	1685.7988
SMARCD3|6604	87.0908	SMARCD3|6604	421.8935
SMARCE1|6605	3042.0007	SMARCE1|6605	2750.8876
SMC1A|8243	2873.7036	SMC1A|8243	1792.3077
SMC1B|27127	190.9526	lowly_expressed	lowly_expressed
SMC2|10592	2638.3229	SMC2|10592	462.1302
SMC3|9126	3255.6087	SMC3|9126	1282.8402
SMC4|10051	4603.7514	SMC4|10051	620.1183
SMC5|23137	2422.3612	SMC5|23137	1040.2367
SMC6|79677	2058.1096	SMC6|79677	580.4734
SMCHD1|23347	4182.7142	SMCHD1|23347	1262.7219
SMCR7L|54471	896.5061	SMCR7L|54471	1246.1538
SMCR7|125170	434.5715	SMCR7|125170	362.7219
SMCR8|140775	731.5925	SMCR8|140775	987.716
SMEK1|55671	1964.5458	SMEK1|55671	1733.1361
SMEK2|57223	2507.6866	SMEK2|57223	1928.9941
SMG1|23049	2856.6385	SMG1|23049	2463.3136
SMG5|23381	5095.9912	SMG5|23381	1545.5621
SMG6|23293	620.5223	SMG6|23293	1123.0769
SMG7|9887	4546.6716	SMG7|9887	1582.2485
lowly_expressed	lowly_expressed	SMN1|6606	19.0296
SMN2|6607	1232.8944	SMN2|6607	759.0769
SMNDC1|10285	999.7793	SMNDC1|10285	702.9586
SMOC1|64093	23.2438	SMOC1|64093	86.3905
SMOC2|64094	251.5631	SMOC2|64094	4184.0237
SMOX|54498	196.5428	SMOX|54498	93.4911
SMO|6608	444.5752	SMO|6608	334.3195
SMPD1|6609	299.5219	SMPD1|6609	872.7811
SMPD2|6610	111.5116	SMPD2|6610	179.2899
SMPD3|55512	31.4822	SMPD3|55512	108.8757
SMPD4|55627	2156.381	SMPD4|55627	1431.3609
SMPDL3A|10924	116.2192	SMPDL3A|10924	372.1893
SMPDL3B|27293	467.2306	SMPDL3B|27293	188.7574
SMS|6611	3096.7267	SMS|6611	1089.9408
SMTNL1|219537	6.7672	SMTNL1|219537	10.6509
lowly_expressed	lowly_expressed	SMTNL2|342527	20.7101
SMTN|6525	432.51199999999994	SMTN|6525	1142.6036
SMU1|55234	2927.5469	SMU1|55234	1846.7456
SMUG1|23583	401.9125	SMUG1|23583	489.3491
SMURF1|57154	1761.0004	SMURF1|57154	989.2249
SMURF2|64750	1804.1927	SMURF2|64750	482.2485
lowly_expressed	lowly_expressed	SMYD1|150572	316.568
SMYD2|56950	550.2023	SMYD2|56950	468.6391
SMYD3|64754	331.004	SMYD3|64754	263.3136
SMYD4|114826	199.7793	SMYD4|114826	347.92900000000003
SMYD5|10322	1448.4737	SMYD5|10322	669.2308
SNAI1|6615	226.5539	SNAI1|6615	244.3787
SNAI2|6591	205.9581	SNAI2|6591	695.8580000000001
SNAI3|333929	28.5399	SNAI3|333929	28.9941
SNAP23|8773	542.5524	SNAP23|8773	1740.2367
lowly_expressed	lowly_expressed	SNAP25|6616	31.3609
SNAP29|9342	644.943	SNAP29|9342	1076.3314
SNAP47|116841	440.9415	SNAP47|116841	565.1479
SNAP91|9892	62.3759	SNAP91|9892	5.9172
SNAPC1|6617	291.872	SNAPC1|6617	266.8639
SNAPC2|6618	426.039	SNAPC2|6618	381.6568
SNAPC3|6619	1565.8698	SNAPC3|6619	372.1893
SNAPC4|6621	771.1659	SNAPC4|6621	226.0355
SNAPC5|10302	52.736999999999995	SNAPC5|10302	88.4734
SNAPIN|23557	882.6775	SNAPIN|23557	743.1953
lowly_expressed	lowly_expressed	SNCAIP|9627	200.0
SNCA|6622	50.0184	SNCA|6622	121.8935
lowly_expressed	lowly_expressed	SNCG|6623	911.2426
SND1|27044	3416.8444	SND1|27044	3001.1834
SNED1|25992	72.0853	SNED1|25992	1003.5503
SNF8|11267	738.5068	SNF8|11267	649.7041
SNHG10|283596	121.8095	SNHG10|283596	76.9231
SNHG11|128439	133.3402	SNHG11|128439	179.071
SNHG12|85028	292.1662	SNHG12|85028	211.7041
SNHG1|23642	1964.74	SNHG1|23642	626.7515
SNHG3-RCC1|751867	233.2858	SNHG3-RCC1|751867	134.7278
SNHG3|8420	39.7205	SNHG3|8420	31.9527
SNHG4|724102	19.9809	lowly_expressed	lowly_expressed
SNHG5|387066	901.5079	SNHG5|387066	840.8284
SNHG6|641638	6195.5131	SNHG6|641638	781.6568
SNHG7|84973	2407.391	SNHG7|84973	628.0769
SNHG8|100093630	624.053	SNHG8|100093630	778.1065
SNHG9|735301	62.0816	SNHG9|735301	40.8284
SNIP1|79753	458.4038	SNIP1|79753	360.355
SNN|8303	643.1776	lowly_expressed	lowly_expressed
SNORA7B|677797	7.5498	SNORA7B|677797	8.8876
SNORA8|654320	323.7308	SNORA8|654320	248.0355
lowly_expressed	lowly_expressed	SNORD116-20|100033431	6.5089
lowly_expressed	lowly_expressed	SNORD116-28|100033820	20.0059
lowly_expressed	lowly_expressed	SNORD116-4|100033416	7.9349
SNORD1C|677850	32.7532	SNORD1C|677850	14.213
SNPH|9751	34.4244	SNPH|9751	119.5266
SNRK|54861	1063.3321	SNRK|54861	1637.2781
SNRNP200|23020	5350.7907	SNRNP200|23020	4584.0237
SNRNP25|79622	490.7687	SNRNP25|79622	264.497
SNRNP27|11017	733.2107	SNRNP27|11017	570.4142
SNRNP35|11066	218.6333	SNRNP35|11066	224.43200000000002
SNRNP40|9410	729.3858	SNRNP40|9410	920.7101
SNRNP48|154007	433.9831	SNRNP48|154007	354.4379
SNRNP70|6625	1577.6388	SNRNP70|6625	1833.7278
SNRPA1|6627	760.2795	SNRPA1|6627	259.1716
SNRPA|6626	2108.4222	SNRPA|6626	902.3669
SNRPB2|6629	727.0319999999999	SNRPB2|6629	971.0059
SNRPB|6628	2853.1078	SNRPB|6628	1669.2308
SNRPC|6631	2837.5138	SNRPC|6631	913.6095
SNRPD1|6632	1514.3803	SNRPD1|6632	707.1006
SNRPD2|6633	9677.3814	SNRPD2|6633	1860.9467
SNRPD3|6634	1506.0449	SNRPD3|6634	1394.1479
SNRPE|6635	784.4060000000001	SNRPE|6635	708.8757
SNRPF|6636	1151.8941	SNRPF|6636	552.6627
SNRPG|6637	1032.1442	SNRPG|6637	548.5207
SNRPN|6638	393.9389	SNRPN|6638	1791.213
SNTA1|6640	156.8224	SNTA1|6640	709.4675
SNTB1|6641	253.6227	SNTB1|6641	275.1479
SNTB2|6645	352.4825	SNTB2|6645	1658.5799
SNTG2|54221	77.0872	SNTG2|54221	34.9112
SNUPN|10073	446.92900000000003	SNUPN|10073	466.8639
SNURF|8926	11.7985	SNURF|8926	71.2426
SNW1|22938	1598.2346	SNW1|22938	1468.0473
SNX10|29887	369.2534	SNX10|29887	466.2722
SNX11|29916	587.8632	SNX11|29916	595.8580000000001
SNX12|29934	462.523	SNX12|29934	237.2781
SNX13|23161	723.7955	SNX13|23161	965.0888
SNX14|57231	722.6186	SNX14|57231	1287.5739999999998
SNX15|29907	614.0493	SNX15|29907	435.50300000000004
SNX16|64089	1022.7289	SNX16|64089	288.7574
SNX17|9784	2060.7576	SNX17|9784	2432.5444
SNX18|112574	2214.3435	SNX18|112574	1205.9172
SNX19|399979	865.9066	SNX19|399979	1954.4379
SNX1|6642	930.342	SNX1|6642	3385.2071
SNX20|124460	128.5178	SNX20|124460	63.9053
SNX21|90203	177.2181	SNX21|90203	820.2308
SNX22|79856	95.4939	SNX22|79856	103.3491
SNX24|28966	192.1295	SNX24|28966	201.7751
SNX25|83891	300.993	SNX25|83891	469.8225
SNX27|81609	1762.7422	SNX27|81609	843.9112
SNX29|92017	359.5439	SNX29|92017	760.9467
SNX2|6643	1216.0353	SNX2|6643	1766.8639
SNX30|401548	1083.9279	SNX30|401548	706.5089
lowly_expressed	lowly_expressed	SNX31|169166	106.5089
SNX32|254122	17.0651	SNX32|254122	9.4675
SNX33|257364	259.2129	SNX33|257364	1010.0592
SNX3|8724	2192.865	SNX3|8724	3322.4852
SNX4|8723	953.2917	SNX4|8723	882.8402
SNX5|27131	1322.5451	SNX5|27131	2124.2604
SNX6|58533	1592.3501	SNX6|58533	1561.5385
SNX7|51375	564.9136	SNX7|51375	505.3254
SNX8|29886	461.3461	SNX8|29886	264.497
SNX9|51429	1394.0419	SNX9|51429	2502.3669
SOAT1|6646	1286.0611	SOAT1|6646	543.1953
lowly_expressed	lowly_expressed	SOAT2|8435	8.8757
SOBP|55084	14.4171	SOBP|55084	202.3669
SOCS1|8651	77.9698	SOCS1|8651	75.7396
SOCS2|8835	175.0644	SOCS2|8835	1813.6095
SOCS3|9021	1217.2122	SOCS3|9021	4913.0178
SOCS4|122809	498.7128	SOCS4|122809	715.9763
SOCS5|9655	801.7654	SOCS5|9655	1188.1657
SOCS6|9306	731.7396	SOCS6|9306	1075.7396
SOCS7|30837	85.3255	SOCS7|30837	44.9704
SOD1|6647	5068.9224	SOD1|6647	3133.1361
SOD2|6648	5100.9929999999995	SOD2|6648	9961.5385
SOD3|6649	100.9195	SOD3|6649	2579.2899
SOHLH2|54937	7.0614	lowly_expressed	lowly_expressed
SOLH|6650	769.4005	SOLH|6650	447.3373
SON|6651	5806.2523	SON|6651	6349.7041
SORBS1|10580	336.8886	SORBS1|10580	8545.5621
SORBS2|8470	4447.5175	SORBS2|8470	1833.1361
SORBS3|10174	1243.3983	SORBS3|10174	3258.5799
lowly_expressed	lowly_expressed	SORCS1|114815	57.9882
SORCS2|57537	8.5325	SORCS2|57537	68.6391
SORD|6652	257.7418	SORD|6652	437.8698
SORL1|6653	385.73	SORL1|6653	2824.8521
SORT1|6272	1419.0511	SORT1|6272	3556.2129999999997
SOS1|6654	2079.5881	SOS1|6654	1742.0118
SOS2|6655	1067.157	SOS2|6655	1179.2899
SOSTDC1|25928	37.6609	SOSTDC1|25928	179.2899
SOX10|6663	1457.8889	SOX10|6663	772.1893
SOX11|6664	2400.0	SOX11|6664	13.6095
SOX12|6666	1206.0316	SOX12|6666	488.7574
SOX13|9580	488.7091	SOX13|9580	1356.8047
lowly_expressed	lowly_expressed	SOX15|6665	33.7278
SOX17|64321	15.0055	SOX17|64321	589.9408
SOX18|54345	42.6627	SOX18|54345	1149.1124
SOX21|11166	52.078	lowly_expressed	lowly_expressed
SOX2|6657	14.7113	lowly_expressed	lowly_expressed
SOX30|11063	5.8845	lowly_expressed	lowly_expressed
SOX4|6659	7104.3766	SOX4|6659	2498.8166
SOX5|6660	10.5921	SOX5|6660	32.5444
SOX6|55553	11.1806	SOX6|55553	105.9172
SOX7|83595	76.2045	SOX7|83595	958.503
SOX8|30812	6.1787	SOX8|30812	82.8402
SOX9|6662	2407.3556	SOX9|6662	3457.9882
SP100|6672	1086.5759	SP100|6672	2041.4201
SP110|3431	360.7209	SP110|3431	526.6272
SP140L|93349	172.4163	SP140L|93349	309.4675
SP140|11262	241.2652	SP140|11262	44.3787
SP1|6667	3385.9507	SP1|6667	2908.8757
SP2|6668	811.4748	SP2|6668	669.8225
SP3|6670	2995.2188	SP3|6670	2128.4024
SP4|6671	211.2541	SP4|6671	230.1775
lowly_expressed	lowly_expressed	SP5|389058	10.0592
SP6|80320	202.4274	SP6|80320	92.3077
SPA17|53340	44.1339	SPA17|53340	123.0769
SPAG16|79582	346.3038	SPAG16|79582	426.6272
lowly_expressed	lowly_expressed	SPAG17|200162	6.5089
SPAG1|6674	346.3038	SPAG1|6674	272.7811
SPAG4|6676	162.7069	SPAG4|6676	26.0355
SPAG5|10615	2154.0508	SPAG5|10615	49.7041
SPAG6|9576	5.0018	SPAG6|9576	30.1775
SPAG7|9552	559.3233	SPAG7|9552	624.8521
SPAG8|26206	7.9441	SPAG8|26206	31.3609
SPAG9|9043	3309.7462	SPAG9|9043	2341.4201
SPARCL1|8404	910.9231	SPARCL1|8404	23543.1953
SPARC|6678	15914.0861	SPARC|6678	40695.858
SPAST|6683	1021.8463	SPAST|6683	484.0237
SPATA12|353324	12.3575	lowly_expressed	lowly_expressed
SPATA13|221178	236.2633	SPATA13|221178	344.3787
SPATA17|128153	25.0092	SPATA17|128153	15.9763
SPATA18|132671	5.2961	SPATA18|132671	252.071
SPATA20|64847	476.9401	SPATA20|64847	1036.6864
lowly_expressed	lowly_expressed	SPATA22|84690	10.9053
SPATA24|202051	23.8323	SPATA24|202051	25.4438
SPATA2L|124044	115.3365	SPATA2L|124044	189.9408
SPATA2|9825	293.6374	SPATA2|9825	416.56800000000004
lowly_expressed	lowly_expressed	SPATA4|132851	6.5089
SPATA5L1|79029	200.3678	SPATA5L1|79029	218.9349
SPATA5|166378	356.8959	SPATA5|166378	223.0769
SPATA6|54558	15.0055	SPATA6|54558	111.8343
SPATA7|55812	103.8617	SPATA7|55812	215.9763
lowly_expressed	lowly_expressed	SPATA9|83890	13.0178
SPATS2L|26010	2064.8768	SPATS2L|26010	1305.3254
SPATS2|65244	823.8323	SPATS2|65244	418.3432
SPC24|147841	99.7426	lowly_expressed	lowly_expressed
SPC25|57405	150.0552	SPC25|57405	30.1775
SPCS1|28972	2101.9492	SPCS1|28972	1996.4201
SPCS2|9789	717.3225	SPCS2|9789	698.8166
SPCS3|60559	3802.5745	SPCS3|60559	3180.4734
SPDEF|25803	27.363000000000003	SPDEF|25803	1920.7101
SPDYA|245711	9.0268	SPDYA|245711	7.8343
SPDYE1|285955	5.0018	SPDYE1|285955	7.3077
SPDYE3|441272	77.6491	SPDYE3|441272	73.0178
SPDYE5|442590	5.2961	SPDYE5|442590	10.0592
SPDYE6|729597	18.8305	SPDYE6|729597	19.5266
SPDYE8P|389517	15.2997	SPDYE8P|389517	15.3846
lowly_expressed	lowly_expressed	SPEF1|25876	17.7515
SPEF2|79925	9.4152	SPEF2|79925	189.3491
SPEG|10290	527.2527	SPEG|10290	349.7041
SPEN|23013	3191.7617	SPEN|23013	2071.0059
lowly_expressed	lowly_expressed	SPESP1|246777	34.3195
SPG11|80208	629.349	SPG11|80208	1528.4024
SPG20|23111	1127.1791	SPG20|23111	2007.6923
SPG21|51324	1357.5579	SPG21|51324	1665.6805
SPG7|6687	545.7889	SPG7|6687	1093.4911
