gene_id	TCGA-E2-A15I-01A-21R-A137-07	gene_id	TCGA-E2-A15I-11A-32R-A137-07
SLC16A7|9194	27.2	SLC16A7|9194	1337.5915
SLC16A8|23539	5.6519	lowly_expressed	lowly_expressed
SLC16A9|220963	225.7247	SLC16A9|220963	66.0013
SLC17A5|26503	900.7792	SLC17A5|26503	849.5010000000001
SLC17A7|57030	7.0649	SLC17A7|57030	167.1324
SLC17A9|63910	30.7325	SLC17A9|63910	17.5649
SLC18A1|6570	5.2987	lowly_expressed	lowly_expressed
SLC18A2|6571	49.1013	SLC18A2|6571	14.9035
SLC19A1|6573	319.6883	SLC19A1|6573	158.0838
SLC19A2|10560	3290.4933	SLC19A2|10560	1845.3759
SLC19A3|80704	6.0052	SLC19A3|80704	17837.9242
SLC1A1|6505	921.6207	SLC1A1|6505	219.2947
SLC1A2|6506	113.3922	SLC1A2|6506	38.3234
SLC1A3|6507	180.1558	SLC1A3|6507	1167.2655
SLC1A4|6509	1118.3792	SLC1A4|6509	388.5562
SLC1A5|6510	1075.9896	SLC1A5|6510	5685.6953
SLC1A7|6512	13.0701	SLC1A7|6512	40.9634
SLC20A1|6574	1508.7168	SLC20A1|6574	422.0892
SLC20A2|6575	2102.8778	SLC20A2|6575	681.3041
SLC22A10|387775	7.7714	lowly_expressed	lowly_expressed
SLC22A15|55356	136.0	SLC22A15|55356	39.3879
SLC22A17|51310	468.7584	SLC22A17|51310	367.7977
SLC22A18|5002	324.987	SLC22A18|5002	89.4212
SLC22A23|63027	1517.283	SLC22A23|63027	897.6128
lowly_expressed	lowly_expressed	SLC22A25|387601	19.1617
SLC22A3|6581	46.6286	SLC22A3|6581	565.8017
SLC22A4|6583	54.9405	SLC22A4|6583	29.147
SLC22A5|6584	699.4285	SLC22A5|6584	242.7146
SLC23A1|9963	62.5247	lowly_expressed	lowly_expressed
SLC23A2|9962	789.1532	SLC23A2|9962	1343.4464
SLC23A3|151295	8.4779	lowly_expressed	lowly_expressed
SLC24A1|9187	581.7868	SLC24A1|9187	485.855
SLC24A2|25769	34.2649	lowly_expressed	lowly_expressed
SLC24A3|57419	811.7610000000001	SLC24A3|57419	401.8629
SLC24A4|123041	7.0649	SLC24A4|123041	15.9681
SLC24A5|283652	17.0053	SLC24A5|283652	6.6906
SLC24A6|80024	624.187	SLC24A6|80024	559.4145
SLC25A10|1468	663.3974	SLC25A10|1468	768.0639
SLC25A11|8402	428.8415	SLC25A11|8402	978.31
SLC25A12|8604	1098.5973	SLC25A12|8604	488.6228
SLC25A13|10165	351.4805	SLC25A13|10165	358.2169
SLC25A14|9016	210.1818	SLC25A14|9016	106.986
SLC25A15|10166	418.4737	SLC25A15|10166	184.479
SLC25A16|8034	922.3272	SLC25A16|8034	1125.2162
SLC25A17|10478	369.4961	SLC25A17|10478	518.9621
lowly_expressed	lowly_expressed	SLC25A18|83733	249.6341
SLC25A19|60386	80.187	SLC25A19|60386	126.68
SLC25A1|6576	280.8312	SLC25A1|6576	2902.4617
SLC25A20|788	242.6805	SLC25A20|788	629.1417
SLC25A21|89874	30.5276	SLC25A21|89874	17.8097
SLC25A22|79751	609.3506	SLC25A22|79751	129.3413
SLC25A23|79085	1274.161	SLC25A23|79085	2153.5595
SLC25A24|29957	1615.0441	SLC25A24|29957	1474.3846
SLC25A25|114789	511.148	SLC25A25|114789	2406.9195
SLC25A26|115286	355.6488	SLC25A26|115286	459.5236
SLC25A27|9481	41.6831	SLC25A27|9481	298.6028
SLC25A28|81894	402.7013	SLC25A28|81894	698.8689
SLC25A29|123096	1476.5714	SLC25A29|123096	231.5369
SLC25A30|253512	458.8675	SLC25A30|253512	622.7545
SLC25A32|81034	454.4519	SLC25A32|81034	694.2222
SLC25A33|84275	213.361	SLC25A33|84275	546.1078
SLC25A34|284723	31.439	SLC25A34|284723	76.1144
SLC25A35|399512	155.4321	SLC25A35|399512	89.3999
SLC25A36|55186	2320.831	SLC25A36|55186	2453.2269
SLC25A37|51312	545.7662	SLC25A37|51312	363.0073
SLC25A38|54977	651.0337	SLC25A38|54977	870.2595
SLC25A39|51629	1415.4597	SLC25A39|51629	954.8902
SLC25A3|5250	3867.6985	SLC25A3|5250	9851.2309
SLC25A40|55972	341.851	SLC25A40|55972	195.2575
SLC25A42|284439	312.6234	SLC25A42|284439	374.7172
SLC25A43|203427	169.9117	SLC25A43|203427	513.6394
SLC25A44|9673	913.4961	SLC25A44|9673	693.0139999999999
SLC25A45|283130	317.9221	SLC25A45|283130	123.4864
SLC25A46|91137	570.8467	SLC25A46|91137	980.9714
SLC25A4|291	249.7454	SLC25A4|291	770.7252
SLC25A5|292	3271.7713	SLC25A5|292	4652.5615
SLC25A6|293	4646.6076	SLC25A6|293	9863.4731
SLC26A10|65012	9.2374	lowly_expressed	lowly_expressed
SLC26A11|284129	345.8286	SLC26A11|284129	209.1816
SLC26A1|10861	102.9962	SLC26A1|10861	14.3819
SLC26A2|1836	622.774	SLC26A2|1836	996.9395
SLC26A3|1811	163.9065	lowly_expressed	lowly_expressed
SLC26A4|5172	20.8416	SLC26A4|5172	147.4385
SLC26A6|65010	153.0583	SLC26A6|65010	81.4371
SLC26A7|115111	7.4182	SLC26A7|115111	110.1796
SLC26A8|116369	6.7117	lowly_expressed	lowly_expressed
SLC27A1|376497	601.5792	SLC27A1|376497	1274.2515
SLC27A2|11001	22.2545	SLC27A2|11001	1724.5509
SLC27A3|11000	312.2701	SLC27A3|11000	553.0273
SLC27A4|10999	414.3584	SLC27A4|10999	254.9568
SLC27A5|10998	80.8193	SLC27A5|10998	52.2209
SLC27A6|28965	32.8519	SLC27A6|28965	92.0825
SLC28A3|64078	22.6078	SLC28A3|64078	44.1783
SLC29A1|2030	2274.5557	SLC29A1|2030	5110.3127
SLC29A2|3177	164.8991	SLC29A2|3177	103.2601
SLC29A3|55315	331.3454	SLC29A3|55315	135.7285
SLC29A4|222962	32.4987	SLC29A4|222962	2159.9468
SLC2A10|81031	555.3039	SLC2A10|81031	549.3014
SLC2A11|66035	127.5221	SLC2A11|66035	144.2448
SLC2A12|154091	81.9532	SLC2A12|154091	208.1171
SLC2A13|114134	1741.8596	SLC2A13|114134	410.3792
SLC2A14|144195	6.7117	SLC2A14|144195	9.0486
SLC2A1|6513	851.6779	SLC2A1|6513	359.2814
SLC2A3|6515	391.0441	SLC2A3|6515	728.1437
SLC2A4RG|56731	1509.7765	SLC2A4RG|56731	1759.6806
SLC2A4|6517	6.7117	SLC2A4|6517	2698.0705
SLC2A5|6518	15.8961	SLC2A5|6518	63.34
SLC2A6|11182	78.774	SLC2A6|11182	24.4844
SLC2A8|29988	285.0701	SLC2A8|29988	323.0872
SLC2A9|56606	61.1117	SLC2A9|56606	25.0166
SLC30A1|7779	469.4649	SLC30A1|7779	278.9088
SLC30A2|7780	10.5974	lowly_expressed	lowly_expressed
SLC30A4|7782	105.6208	SLC30A4|7782	264.5376
SLC30A5|64924	1573.361	SLC30A5|64924	1458.9488
SLC30A6|55676	468.7584	SLC30A6|55676	481.171
SLC30A7|148867	1167.4805	SLC30A7|148867	652.0293
SLC30A8|169026	76.6545	lowly_expressed	lowly_expressed
SLC30A9|10463	2053.7765	SLC30A9|10463	1547.8377
SLC31A1|1317	1414.7532	SLC31A1|1317	828.7425
SLC31A2|1318	349.7143	SLC31A2|1318	779.2415
SLC33A1|9197	693.4233	SLC33A1|9197	592.4152
SLC34A2|10568	79.4805	SLC34A2|10568	303.3932
SLC34A3|142680	8.8312	lowly_expressed	lowly_expressed
SLC35A1|10559	577.4418	SLC35A1|10559	693.5462
SLC35A2|7355	720.6233	lowly_expressed	lowly_expressed
SLC35A3|23443	1372.3636	SLC35A3|23443	437.525
SLC35A4|113829	1934.0259	SLC35A4|113829	2005.0566
SLC35A5|55032	755.5948	SLC35A5|55032	1124.684
SLC35B1|10237	577.5584	SLC35B1|10237	393.3466
SLC35B2|347734	1182.3168	SLC35B2|347734	757.4185
SLC35B3|51000	579.6779	SLC35B3|51000	508.3167
SLC35B4|84912	361.3714	SLC35B4|84912	564.2049
SLC35C1|55343	286.1299	SLC35C1|55343	831.9361
SLC35C2|51006	923.7402	SLC35C2|51006	668.5296
SLC35D1|23169	643.6156	SLC35D1|23169	795.2096
SLC35D2|11046	312.6234	SLC35D2|11046	405.0566
SLC35E1|79939	3036.1557	SLC35E1|79939	1970.9914
SLC35E2|728661	5289.7498	SLC35E2|728661	2978.9115
SLC35E2|9906	152.7227	SLC35E2|9906	40.1171
SLC35E3|55508	266.348	SLC35E3|55508	220.8916
SLC35E4|339665	12.020999999999999	SLC35E4|339665	29.8177
SLC35F1|222553	7.0649	SLC35F1|222553	39.9202
SLC35F2|54733	326.4	SLC35F2|54733	97.4052
SLC35F3|148641	13.7766	SLC35F3|148641	70.2595
SLC35F5|80255	1274.8675	SLC35F5|80255	988.4232
SLC36A1|206358	320.0415	SLC36A1|206358	254.9568
SLC36A4|120103	57.226000000000006	SLC36A4|120103	114.4378
SLC37A1|54020	967.8961	SLC37A1|54020	127.7445
SLC37A2|219855	377.6208	SLC37A2|219855	88.3566
SLC37A3|84255	1054.7948	SLC37A3|84255	753.1603
SLC37A4|2542	416.8311	SLC37A4|2542	411.976
SLC38A10|124565	1495.2934	lowly_expressed	lowly_expressed
SLC38A11|151258	11.3039	SLC38A11|151258	6.9195
SLC38A1|81539	10185.5164	SLC38A1|81539	1257.7512
SLC38A2|54407	2868.3635	SLC38A2|54407	4794.6773
SLC38A3|10991	24.0208	SLC38A3|10991	17.0326
SLC38A4|55089	15.5429	SLC38A4|55089	26.6134
SLC38A5|92745	52.2805	SLC38A5|92745	26.0812
SLC38A6|145389	337.7039	SLC38A6|145389	169.7937
SLC38A7|55238	147.3039	SLC38A7|55238	168.1969
SLC38A9|153129	160.7273	SLC38A9|153129	233.666
SLC39A10|57181	1053.735	SLC39A10|57181	688.2236
SLC39A11|201266	1285.8181	SLC39A11|201266	269.328
SLC39A13|91252	584.9766	SLC39A13|91252	485.9614
SLC39A14|23516	1100.0103	SLC39A14|23516	2098.7359
SLC39A1|27173	1931.5531	SLC39A1|27173	1479.7073
SLC39A2|29986	9.5377	lowly_expressed	lowly_expressed
SLC39A3|29985	253.2779	SLC39A3|29985	230.4724
SLC39A4|55630	141.6519	SLC39A4|55630	59.6141
SLC39A6|25800	23353.1416	SLC39A6|25800	3102.0625
SLC39A7|7922	3657.5167	SLC39A7|7922	1024.6174
SLC39A8|64116	345.4753	SLC39A8|64116	562.6081
SLC39A9|55334	6134.4828	SLC39A9|55334	2212.1091
SLC3A1|6519	5.8356	SLC3A1|6519	8.6653
SLC3A2|6520	1848.8934	SLC3A2|6520	1671.3239999999998
SLC40A1|30061	9689.2047	SLC40A1|30061	5571.7898
SLC41A1|254428	521.7454	SLC41A1|254428	1592.5482
SLC41A2|84102	214.4208	SLC41A2|84102	284.2315
SLC41A3|54946	569.4337	SLC41A3|54946	856.4205
SLC43A1|8501	471.2311	SLC43A1|8501	810.6454
SLC43A2|124935	609.7039	SLC43A2|124935	502.994
SLC43A3|29015	507.9688	SLC43A3|29015	949.5675
SLC44A1|23446	4526.1504	SLC44A1|23446	2207.851
SLC44A2|57153	4259.0959	SLC44A2|57153	3361.2774
SLC44A3|126969	171.6779	SLC44A3|126969	147.4385
SLC44A4|80736	3999.8128	SLC44A4|80736	42.5815
SLC44A5|204962	2265.0181	SLC44A5|204962	17.0326
SLC45A1|50651	52.2805	SLC45A1|50651	44.1783
SLC45A3|85414	132.4675	SLC45A3|85414	67.0659
SLC45A4|57210	427.0753	SLC45A4|57210	270.9248
SLC46A1|113235	1226.7199	SLC46A1|113235	900.0399
SLC46A2|57864	9.5377	lowly_expressed	lowly_expressed
SLC46A3|283537	261.4026	SLC46A3|283537	711.6434
SLC47A1|55244	18.0156	SLC47A1|55244	235.2628
lowly_expressed	lowly_expressed	SLC47A2|146802	5.3227
SLC48A1|55652	559.1896	SLC48A1|55652	953.8257
SLC4A11|83959	29.6727	SLC4A11|83959	45.7751
SLC4A1AP|22950	600.8727	SLC4A1AP|22950	568.4631
SLC4A2|6522	2241.7285	SLC4A2|6522	1112.7984
SLC4A3|6508	121.1636	SLC4A3|6508	60.1464
SLC4A4|8671	89.3714	SLC4A4|8671	1423.819
SLC4A5|57835	147.4452	SLC4A5|57835	85.163
SLC4A7|9497	2417.6207	SLC4A7|9497	697.8044
SLC4A8|9498	1680.7479999999998	SLC4A8|9498	29.8071
SLC5A1|6523	127.5221	SLC5A1|6523	335.3293
SLC5A3|6526	774.2709	SLC5A3|6526	2036.1677
SLC5A4|6527	6.0052	SLC5A4|6527	11.7099
SLC5A6|8884	1425.6402	SLC5A6|8884	1297.2242
SLC5A9|200010	34.6182	SLC5A9|200010	5.855
SLC6A10P|386757	9.1844	SLC6A10P|386757	9.5808
lowly_expressed	lowly_expressed	SLC6A11|6538	5.3227
SLC6A12|6539	15.5429	SLC6A12|6539	5.855
SLC6A14|11254	13.0701	SLC6A14|11254	300.1996
lowly_expressed	lowly_expressed	SLC6A15|55117	8.5163
SLC6A16|28968	17.6623	SLC6A16|28968	61.7432
SLC6A1|6529	15.5429	SLC6A1|6529	5.855
SLC6A20|54716	12.0104	SLC6A20|54716	27.678
lowly_expressed	lowly_expressed	SLC6A2|6530	53.7591
SLC6A4|6532	16.2493	SLC6A4|6532	13.3067
SLC6A6|6533	1307.3662	SLC6A6|6533	852.1623
SLC6A8|6535	964.0103	SLC6A8|6535	1318.9621
SLC6A9|6536	58.9922	SLC6A9|6536	48.9687
lowly_expressed	lowly_expressed	SLC7A10|56301	1902.4085
SLC7A11|23657	53.6935	SLC7A11|23657	66.0013
SLC7A13|157724	20.1351	lowly_expressed	lowly_expressed
SLC7A1|6541	1085.8805	SLC7A1|6541	483.3001
SLC7A2|6542	7803.2204	SLC7A2|6542	1458.9488
SLC7A3|84889	18.7221	SLC7A3|84889	13.3067
lowly_expressed	lowly_expressed	SLC7A4|6545	17.5649
SLC7A5P2|387254	5.8427	lowly_expressed	lowly_expressed
SLC7A5|8140	217.6	SLC7A5|8140	106.4538
SLC7A6OS|84138	106.0835	SLC7A6OS|84138	195.1883
SLC7A6|9057	611.0073	SLC7A6|9057	2055.7764
SLC7A7|9056	272.7065	SLC7A7|9056	159.6806
SLC7A8|23428	4311.7296	SLC7A8|23428	642.9807
SLC7A9|11136	10.2442	lowly_expressed	lowly_expressed
SLC8A1|6546	376.2078	SLC8A1|6546	362.475
SLC8A3|6547	5.2987	SLC8A3|6547	10.6454
SLC9A1|6548	3065.1219	SLC9A1|6548	736.1277
SLC9A2|6549	175.5636	lowly_expressed	lowly_expressed
SLC9A3R1|9368	2931.5947	SLC9A3R1|9368	378.9754
SLC9A3R2|9351	2307.7609	SLC9A3R2|9351	1035.7951
SLC9A5|6553	40.2701	SLC9A5|6553	20.2262
SLC9A6|10479	129.6416	SLC9A6|10479	586.5602
SLC9A7|84679	291.4286	SLC9A7|84679	54.8237
SLC9A8|23315	795.1584	SLC9A8|23315	479.5742
SLC9A9|285195	107.387	SLC9A9|285195	588.6893
lowly_expressed	lowly_expressed	SLCO1A2|6579	42.0492
lowly_expressed	lowly_expressed	SLCO1C1|53919	73.9854
SLCO2A1|6578	339.1169	SLCO2A1|6578	328.4098
SLCO2B1|11309	683.8857	SLCO2B1|11309	487.0259
SLCO3A1|28232	160.7273	SLCO3A1|28232	564.2049
SLCO4A1|28231	5.2987	SLCO4A1|28231	37.2216
SLCO4C1|353189	15.5429	SLCO4C1|353189	5.855
SLCO5A1|81796	6.3584	lowly_expressed	lowly_expressed
SLFN11|91607	500.5506	SLFN11|91607	1299.2681
SLFN12L|342615	20.1351	SLFN12L|342615	33.5329
SLFN12|55106	215.4805	SLFN12|55106	115.5023
SLFN13|146857	157.1948	SLFN13|146857	250.6986
SLFN5|162394	1344.8103	SLFN5|162394	1464.2715
SLFNL1|200172	5.6519	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLIT1|6585	22.8876
SLIT2|9353	309.0909	SLIT2|9353	707.9175
SLIT3|6586	447.9169	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLITRK2|84631	29.8071
lowly_expressed	lowly_expressed	SLITRK3|22865	8.5163
SLITRK4|139065	15.1896	SLITRK4|139065	334.7971
lowly_expressed	lowly_expressed	SLITRK5|26050	5.3227
SLITRK6|84189	1144.8727	SLITRK6|84189	85.6953
SLK|9748	2631.3349	SLK|9748	3127.6114
SLMAP|7871	1843.5947	SLMAP|7871	1326.4138
SLMO1|10650	15.5429	SLMO1|10650	18.0971
SLMO2|51012	1445.1324	SLMO2|51012	1354.6241
SLPI|6590	110.9195	SLPI|6590	391.2176
SLTM|79811	3347.7193	SLTM|79811	2081.1710000000003
SLU7|10569	1133.5688	SLU7|10569	1403.5928
SMAD1|4086	1041.7246	SMAD1|4086	920.825
SMAD2|4087	1935.0856	SMAD2|4087	2904.0585
SMAD3|4088	761.2467	SMAD3|4088	1638.3234
SMAD4|4089	2388.5802	SMAD4|4089	2597.5196
lowly_expressed	lowly_expressed	SMAD5OS|9597	7.984
SMAD5|4090	2143.1479	SMAD5|4090	3007.3187
SMAD6|4091	60.4052	SMAD6|4091	168.1969
SMAD7|4092	814.587	SMAD7|4092	776.5802
SMAD9|4093	14.8364	SMAD9|4093	97.9375
SMAGP|57228	62.8779	SMAGP|57228	185.2295
SMAP1|60682	614.1159	SMAP1|60682	921.0752
SMAP2|64744	1710.7739	SMAP2|64744	801.5968
SMARCA1|6594	383.2727	SMARCA1|6594	1864.5376
SMARCA2|6595	4446.6699	SMARCA2|6595	4720.1597
SMARCA4|6597	2239.2311	SMARCA4|6597	760.6121
SMARCA5|8467	2256.5401	SMARCA5|8467	2279.175
SMARCAD1|56916	1244.4882	SMARCAD1|56916	954.8902
SMARCAL1|50485	596.987	SMARCAL1|50485	576.9794
SMARCB1|6598	643.2623	SMARCB1|6598	576.4471
SMARCC1|6599	3689.3089	SMARCC1|6599	1834.7305
SMARCC2|6601	3186.2855	SMARCC2|6601	4299.6673
SMARCD1|6602	1654.961	SMARCD1|6602	1148.1038
SMARCD2|6603	2122.6596	SMARCD2|6603	1887.9574
SMARCD3|6604	613.2363	SMARCD3|6604	235.2628
SMARCE1|6605	3065.8284	SMARCE1|6605	2452.6946
SMC1A|8243	2322.244	SMC1A|8243	1920.4258
SMC2|10592	563.4285	SMC2|10592	710.0466
SMC3|9126	1608.6856	SMC3|9126	2032.2023
SMC4|10051	1279.1064	SMC4|10051	713.7725
SMC5|23137	1224.7064	SMC5|23137	1025.682
SMC6|79677	783.8545	SMC6|79677	723.8856
SMCHD1|23347	1692.7584	SMCHD1|23347	1967.2655
SMCR7L|54471	740.0519	SMCR7L|54471	1409.4478
SMCR7|125170	162.8467	SMCR7|125170	213.4398
SMCR8|140775	1272.5502	SMCR8|140775	1053.5303
SMEK1|55671	3320.8726	SMEK1|55671	1585.6287
SMEK2|57223	2716.4674	SMEK2|57223	2829.5409
SMG1|23049	8401.9736	SMG1|23049	3870.1264
SMG5|23381	1757.7558	SMG5|23381	1217.2987
SMG6|23293	766.8987	SMG6|23293	1188.024
SMG7|9887	2094.0466	SMG7|9887	2001.8629
SMN1|6606	7.4676	lowly_expressed	lowly_expressed
SMN2|6607	627.67	SMN2|6607	723.8430000000001
SMNDC1|10285	723.0961	SMNDC1|10285	839.9202
SMOC1|64093	7.4182	SMOC1|64093	452.4285
SMOC2|64094	1567.3558	SMOC2|64094	2825.2828
SMOX|54498	151.1896	SMOX|54498	56.9528
SMO|6608	275.8857	SMO|6608	332.1357
SMPD1|6609	764.7792	SMPD1|6609	581.7698
SMPD2|6610	308.7376	SMPD2|6610	104.85700000000001
SMPD3|55512	161.4338	SMPD3|55512	36.1943
SMPD4|55627	2224.0414	SMPD4|55627	1128.9421
SMPDL3A|10924	225.3714	SMPDL3A|10924	269.328
SMPDL3B|27293	98.5558	SMPDL3B|27293	38.8556
SMS|6611	1234.5973	SMS|6611	939.9867
SMTNL1|219537	5.2987	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SMTNL2|342527	6.3872
SMTN|6525	445.0909	SMTN|6525	736.1277
SMU1|55234	1798.7324	SMU1|55234	1784.6973
SMUG1|23583	662.6909	SMUG1|23583	396.00800000000004
SMURF1|57154	1003.581	SMURF1|57154	1232.3513
SMURF2|64750	459.2208	SMURF2|64750	636.0612
SMYD1|150572	9.5377	SMYD1|150572	203.3267
SMYD2|56950	232.7896	SMYD2|56950	516.3007
SMYD3|64754	314.7428	SMYD3|64754	130.9381
SMYD4|114826	228.5506	SMYD4|114826	561.0113
SMYD5|10322	487.4805	SMYD5|10322	521.6234
SNAI1|6615	27.2	SNAI1|6615	83.0339
SNAI2|6591	374.0883	SNAI2|6591	920.2927
SNAI3|333929	21.5481	SNAI3|333929	7.4518
SNAP23|8773	2736.6025	SNAP23|8773	1463.7392
SNAP25|6616	6.7117	SNAP25|6616	8.5163
SNAP29|9342	1084.1142	SNAP29|9342	1230.0732
SNAP47|116841	768.8592	SNAP47|116841	391.4784
SNAPC1|6617	322.161	SNAPC1|6617	282.6347
SNAPC2|6618	423.5428	SNAPC2|6618	126.68
SNAPC3|6619	525.6311	SNAPC3|6619	716.9661
SNAPC4|6621	408.3532	SNAPC4|6621	142.1158
SNAPC5|10302	76.1741	SNAPC5|10302	73.9854
SNAPIN|23557	466.2857	SNAPIN|23557	866.5336
SNCAIP|9627	125.7452	SNCAIP|9627	99.00200000000001
SNCA|6622	45.9221	SNCA|6622	74.5176
SNCG|6623	48.748000000000005	SNCG|6623	282.6347
SND1|27044	5052.488	SND1|27044	3011.5768
SNED1|25992	714.2649	SNED1|25992	1563.2735
SNF8|11267	516.8	SNF8|11267	622.2222
SNHG10|283596	131.0545	SNHG10|283596	31.9361
SNHG11|128439	210.2807	SNHG11|128439	103.7924
SNHG12|85028	127.62100000000001	SNHG12|85028	86.2275
SNHG1|23642	777.8493	SNHG1|23642	600.9315
SNHG3-RCC1|751867	296.215	SNHG3-RCC1|751867	111.2335
SNHG3|8420	30.7325	SNHG3|8420	16.5003
SNHG4|724102	5.2987	SNHG4|724102	8.6228
SNHG5|387066	485.0078	SNHG5|387066	1165.6687
SNHG6|641638	348.6545	SNHG6|641638	1147.5715
SNHG7|84973	605.9594	SNHG7|84973	607.0153
SNHG8|100093630	759.8337	SNHG8|100093630	769.6607
SNHG9|735301	17.3091	SNHG9|735301	36.1943
SNIP1|79753	420.0104	SNIP1|79753	337.9907
SNN|8303	1147.6986	SNN|8303	2435.6620000000003
SNORA39|677821	12.2647	lowly_expressed	lowly_expressed
SNORA7B|677797	17.8036	SNORA7B|677797	7.2708
SNORA8|654320	239.0244	SNORA8|654320	259.9548
SNORD116-20|100033431	17.6623	lowly_expressed	lowly_expressed
SNORD116-28|100033820	584.5598	SNORD116-28|100033820	157.2428
SNORD116-4|100033416	127.2925	SNORD116-4|100033416	24.8836
SNORD1C|677850	15.5252	SNORD1C|677850	7.67
SNPH|9751	83.01299999999999	SNPH|9751	61.7432
SNRK|54861	1301.0077	SNRK|54861	2912.0426
SNRNP200|23020	8041.3087	SNRNP200|23020	5381.2375
SNRNP25|79622	744.9974	SNRNP25|79622	278.9088
SNRNP27|11017	469.1117	SNRNP27|11017	867.5981
SNRNP35|11066	270.7142	SNRNP35|11066	205.7964
SNRNP40|9410	662.6909	SNRNP40|9410	551.4305
SNRNP48|154007	522.8052	SNRNP48|154007	464.6707
SNRNP70|6625	3935.8751	SNRNP70|6625	1064.0053
SNRPA1|6627	261.7558	SNRPA1|6627	175.6487
SNRPA|6626	633.0181	SNRPA|6626	1160.346
SNRPB2|6629	808.5818	SNRPB2|6629	959.1484
SNRPB|6628	1324.3220000000001	SNRPB|6628	710.0466
SNRPC|6631	701.9013	SNRPC|6631	707.3852
SNRPD1|6632	534.8156	SNRPD1|6632	352.3619
SNRPD2|6633	1494.9402	SNRPD2|6633	1502.5948
SNRPD3|6634	730.3341	SNRPD3|6634	894.4298
SNRPE|6635	539.0545	SNRPE|6635	509.3812
SNRPF|6636	453.5688	SNRPF|6636	347.0393
SNRPG|6637	465.5792	SNRPG|6637	336.3939
SNRPN|6638	1958.6931	SNRPN|6638	1080.4045
SNTA1|6640	333.1117	SNTA1|6640	1161.9428
SNTB1|6641	175.9169	SNTB1|6641	927.7445
SNTB2|6645	1117.3194	SNTB2|6645	2249.3679
lowly_expressed	lowly_expressed	SNTG2|54221	40.4524
SNTN|132203	97.4961	lowly_expressed	lowly_expressed
SNUPN|10073	286.4831	SNUPN|10073	405.5888
SNURF|8926	97.1746	SNURF|8926	21.5462
SNW1|22938	2118.7739	SNW1|22938	1330.1397
SNX10|29887	432.374	SNX10|29887	427.4118
SNX11|29916	531.2831	SNX11|29916	577.5116
SNX12|29934	239.5013	SNX12|29934	154.8902
SNX13|23161	1963.6986	SNX13|23161	1817.1657
SNX14|57231	1496.7064	SNX14|57231	1221.0246
SNX15|29907	464.5195	SNX15|29907	920.825
SNX16|64089	801.8701	SNX16|64089	482.2355
SNX17|9784	1987.7194	SNX17|9784	2536.7931
SNX18|112574	673.6415	SNX18|112574	1430.7385
SNX19|399979	2851.7609	SNX19|399979	2515.5023
SNX1|6642	3373.1531	SNX1|6642	4891.5502
SNX20|124460	61.4649	SNX20|124460	10.8955
SNX21|90203	263.681	SNX21|90203	1013.3866
SNX22|79856	157.7918	SNX22|79856	64.8676
SNX24|28966	64.9974	SNX24|28966	87.8244
SNX25|83891	862.6285	SNX25|83891	385.3626
SNX27|81609	1540.3748	SNX27|81609	1217.171
SNX29|92017	976.3739999999999	SNX29|92017	1233.2668
SNX2|6643	1120.1454	SNX2|6643	2252.5615
SNX30|401548	946.7012	SNX30|401548	619.5609
lowly_expressed	lowly_expressed	SNX31|169166	12.2422
SNX33|257364	834.3688	SNX33|257364	1173.1204
SNX3|8724	2311.9999	SNX3|8724	5408.3832
SNX4|8723	815.6467	SNX4|8723	877.7112
SNX5|27131	1552.8726	SNX5|27131	4001.0645
SNX6|58533	1573.7142	SNX6|58533	1933.7325
SNX7|51375	259.9896	SNX7|51375	480.1065
SNX8|29886	278.3584	SNX8|29886	279.4411
SNX9|51429	1863.7298	SNX9|51429	2996.1411
SOAT1|6646	481.1221	SOAT1|6646	716.9661
SOBP|55084	73.1221	SOBP|55084	281.0379
SOCS1|8651	114.0987	SOCS1|8651	94.7438
SOCS2|8835	132.4675	SOCS2|8835	1205.0566
SOCS3|9021	662.6909	SOCS3|9021	5730.4059
SOCS4|122809	1007.1064	SOCS4|122809	586.0279
SOCS5|9655	1214.4623	SOCS5|9655	1032.0692
SOCS6|9306	1014.5246	SOCS6|9306	823.4198
SOCS7|30837	134.2338	SOCS7|30837	116.5669
SOD1|6647	1719.6051	SOD1|6647	3599.7339
SOD2|6648	2356.8622	SOD2|6648	8428.4764
SOD3|6649	259.6364	SOD3|6649	1962.475
SOHLH2|54937	6.3584	SOHLH2|54937	6.9195
SOLH|6650	779.2623	SOLH|6650	221.9561
SON|6651	10183.3969	SON|6651	7968.5961
SORBS1|10580	3278.4829	SORBS1|10580	32536.5269
SORBS2|8470	4015.0024	SORBS2|8470	990.02
SORBS3|10174	1459.2623	SORBS3|10174	2260.0133
SORCS1|114815	190.0467	SORCS1|114815	5.855
SORCS2|57537	251.1584	SORCS2|57537	68.6627
SORD|6652	1236.3636	SORD|6652	155.4225
SORL1|6653	5138.327	SORL1|6653	1321.6234
SORT1|6272	2898.0362	SORT1|6272	8465.7352
SOS1|6654	1428.5298	SOS1|6654	3523.6194
SOS2|6655	2351.2103	SOS2|6655	1960.346
SOSTDC1|25928	44.1558	SOSTDC1|25928	174.5842
SOX10|6663	103.148	SOX10|6663	441.2508
