gene_id	TCGA-AC-A23H-01A-11R-A157-07	gene_id	TCGA-AC-A23H-11A-12R-A157-07
SDR16C5|195814	420.7394	lowly_expressed	lowly_expressed
SDR39U1|56948	415.3835	SDR39U1|56948	403.3778
lowly_expressed	lowly_expressed	SDR42E1|93517	264.7822
SDSL|113675	268.0949	lowly_expressed	lowly_expressed
SDS|10993	206.5015	SDS|10993	10.0188
SEC11A|23478	1760.9165	SEC11A|23478	3834.69
SEC11C|90701	935.5055	SEC11C|90701	809.0169
SEC13|6396	3004.9840000000004	lowly_expressed	lowly_expressed
SEC14L1|6397	1195.5665	SEC14L1|6397	2534.0370000000003
SEC14L2|23541	586.1817	SEC14L2|23541	575.1141
lowly_expressed	lowly_expressed	SEC14L5|9717	108.7754
SEC16A|9919	9414.2676	SEC16A|9919	2547.9918
SEC16B|89866	51.7742	SEC16B|89866	241.8642
lowly_expressed	lowly_expressed	SEC1|653677	15.7438
SEC22A|26984	434.1293	SEC22A|26984	438.3219
SEC22B|9554	2101.6142	SEC22B|9554	1690.3122
SEC22C|9117	440.973	SEC22C|9117	988.2816
SEC23A|10484	1267.5742	SEC23A|10484	1931.4787
SEC23B|10483	4127.055	SEC23B|10483	1634.4932
SEC23IP|11196	1320.5386	SEC23IP|11196	1162.1791
SEC24A|10802	978.9482	lowly_expressed	lowly_expressed
SEC24B|10427	1287.5102	lowly_expressed	lowly_expressed
SEC24C|9632	2226.2888	SEC24C|9632	2377.6724
SEC24D|9871	2312.2815	SEC24D|9871	1801.2345
SEC31A|22872	6153.6294	SEC31A|22872	6881.0269
SEC31B|25956	12.1074	SEC31B|25956	129.6681
SEC61A1|29927	11449.5098	lowly_expressed	lowly_expressed
SEC61A2|55176	336.7165	lowly_expressed	lowly_expressed
SEC61B|10952	1441.3449	SEC61B|10952	1193.3089
SEC61G|23480	1282.4518	SEC61G|23480	805.7966
SEC62|7095	4593.0224	SEC62|7095	5444.1363
SEC63|11231	3364.13	lowly_expressed	lowly_expressed
SECISBP2L|9728	1412.7799	SECISBP2L|9728	2212.3625
SECISBP2|79048	1498.1775	SECISBP2|79048	728.1510000000001
SECTM1|6398	89.5633	SECTM1|6398	266.2134
SEH1L|81929	638.5479	lowly_expressed	lowly_expressed
SEL1L3|23231	1339.8795	lowly_expressed	lowly_expressed
SEL1L|6400	3841.702	SEL1L|6400	4319.8855
SELENBP1|8991	1954.6232	SELENBP1|8991	2007.693
SELE|6401	29.4577	SELE|6401	12.5235
SELK|58515	597.1881	lowly_expressed	lowly_expressed
SELL|6402	135.684	SELL|6402	151.713
SELM|140606	299.6355	SELM|140606	1085.6069
SELO|83642	226.4376	SELO|83642	119.152
SELPLG|6404	293.6844	SELPLG|6404	544.5925
SELS|55829	1101.8374	SELS|55829	711.3338
SELT|51714	3778.9184	SELT|51714	1859.9159
SEMA3A|10371	34.8137	SEMA3A|10371	239.7352
SEMA3B|7869	49.9888	SEMA3B|7869	258.3415
SEMA3C|10512	12761.4372	lowly_expressed	lowly_expressed
SEMA3D|223117	63.3787	SEMA3D|223117	1079.8819
SEMA3E|9723	790.8949	SEMA3E|9723	523.1237
SEMA3F|6405	1625.53	SEMA3F|6405	573.2176
SEMA3G|56920	153.8347	SEMA3G|56920	909.9204
SEMA4A|64218	994.1233	SEMA4A|64218	617.9444
SEMA4B|10509	2393.5134	lowly_expressed	lowly_expressed
SEMA4C|54910	1190.8056	SEMA4C|54910	605.7787
SEMA4D|10507	666.8154	SEMA4D|10507	471.2407
SEMA4F|10505	199.6578	SEMA4F|10505	285.8932
SEMA4G|57715	5.5375	lowly_expressed	lowly_expressed
SEMA5A|9037	859.0344	SEMA5A|9037	3596.7439
SEMA5B|54437	8.629	lowly_expressed	lowly_expressed
SEMA6A|57556	85.1001	SEMA6A|57556	1090.9741
SEMA6B|10501	138.6595	SEMA6B|10501	112.7113
SEMA6C|10500	50.2864	lowly_expressed	lowly_expressed
SEMA6D|80031	72.0077	SEMA6D|80031	660.882
SEMA7A|8482	165.4393	SEMA7A|8482	45.8002
SENP1|29843	487.0937	SENP1|29843	608.6412
SENP2|59343	621.2899	SENP2|59343	791.1262
SENP3|26168	629.2911	SENP3|26168	799.1913
SENP5|205564	850.4054	SENP5|205564	736.3807
SENP6|26054	1738.0049	SENP6|26054	2278.558
SENP7|57337	306.7768	SENP7|57337	537.7941
SENP8|123228	55.3448	SENP8|123228	84.8019
SEP15|9403	3442.6839	SEP15|9403	4185.3475
SEPHS1|22929	1161.0504	lowly_expressed	lowly_expressed
SEPHS2|22928	2215.5769	SEPHS2|22928	1320.3328
SEPN1|57190	3361.7496	SEPN1|57190	3633.2409
SEPP1|6414	1875.2005	SEPP1|6414	21450.4088
SEPSECS|51091	260.6561	SEPSECS|51091	392.1639
SEPT10|151011	848.025	SEPT10|151011	2817.4255
SEPT11|55752	4508.815	SEPT11|55752	3680.4723
SEPT12|124404	5.9511	lowly_expressed	lowly_expressed
SEPT1|1731	18.4483	SEPT1|1731	60.4705
SEPT2|4735	11089.7865	SEPT2|4735	12393.9529
SEPT3|55964	184.4826	lowly_expressed	lowly_expressed
SEPT4|5414	126.1623	SEPT4|5414	469.0938
SEPT5|5413	203.8236	SEPT5|5413	304.1417
SEPT6|23157	324.9275	lowly_expressed	lowly_expressed
SEPT7P2|641977	85.1001	SEPT7P2|641977	174.6131
SEPT7|989	2880.9046	lowly_expressed	lowly_expressed
SEPT8|23176	2278.8633	SEPT8|23176	1799.3058
SEPT9|10801	9085.1744	SEPT9|10801	3369.89
SEPW1|6415	4363.6093	SEPW1|6415	3263.9771
SEPX1|51734	3481.6633	SEPX1|51734	385.7232
SERAC1|84947	196.9798	lowly_expressed	lowly_expressed
SERBP1|26135	6254.5563	SERBP1|26135	7131.585999999999
SERF1A|8293	352.0048	SERF1A|8293	454.0657
SERF2|10169	12991.3918	SERF2|10169	6068.439
SERGEF|26297	276.4264	SERGEF|26297	483.4064
SERHL2|253190	1289.5782	SERHL2|253190	693.0996
SERHL|94009	536.1898	SERHL|94009	317.02299999999997
SERINC1|57515	7153.7603	SERINC1|57515	12028.2673
SERINC2|347735	3972.3276	SERINC2|347735	1353.2516
SERINC3|10955	3283.1957	lowly_expressed	lowly_expressed
SERINC4|619189	6.2546	lowly_expressed	lowly_expressed
SERINC5|256987	236.2568	lowly_expressed	lowly_expressed
SERP1|27230	3975.6721	SERP1|27230	4984.8359
lowly_expressed	lowly_expressed	SERP2|387923	88.38
SERPINA11|256394	24.9944	SERPINA11|256394	41.5064
SERPINA1|5265	405.2667	SERPINA1|5265	1545.3976
SERPINA3|12	3894.9639	SERPINA3|12	11308.346000000001
SERPINA5|5104	72.3053	SERPINA5|5104	688.7915
lowly_expressed	lowly_expressed	SERPINA6|866	5.725
SERPINB1|1992	817.6746	SERPINB1|1992	1048.7521
SERPINB2|5055	8.0339	SERPINB2|5055	15.0282
SERPINB5|5268	22.0189	SERPINB5|5268	1782.986
SERPINB6|5269	1749.0144	SERPINB6|5269	2438.5008
SERPINB7|8710	7.4388	lowly_expressed	lowly_expressed
SERPINB8|5271	252.9197	SERPINB8|5271	246.5337
SERPINB9|5272	90.7536	SERPINB9|5272	418.2843
lowly_expressed	lowly_expressed	SERPIND1|3053	32.5611
SERPINE1|5054	2389.9427	SERPINE1|5054	278.3791
SERPINE2|5270	579.9301	SERPINE2|5270	1111.3695
SERPINF1|5176	2703.5632	SERPINF1|5176	10541.9089
SERPINF2|5345	19.6385	SERPINF2|5345	116.6473
SERPING1|710	2150.1153	SERPING1|710	27801.0556
SERPINH1|871	5263.4085	SERPINH1|871	2334.7348
SERPINI1|5274	82.1245	SERPINI1|5274	382.1451
SERTAD1|29950	357.6583	SERTAD1|29950	168.5303
SERTAD2|9792	1748.7168	SERTAD2|9792	1964.3975
SERTAD3|29946	948.0027	SERTAD3|29946	447.625
SERTAD4|56256	1008.1083	SERTAD4|56256	579.6583
SESN1|27244	628.7287	SESN1|27244	1407.2815
SESN2|83667	471.0258	SESN2|83667	260.8462
SESN3|143686	57.7252	SESN3|143686	533.1425
SESTD1|91404	2259.6147	SESTD1|91404	3114.0531
SETBP1|26040	213.9403	SETBP1|26040	1544.682
SETD1A|9739	591.8322	SETD1A|9739	622.2381
SETD1B|23067	1224.1315	SETD1B|23067	929.9580000000001
SETD2|29072	2892.2116	SETD2|29072	2422.3991
SETD3|84193	1790.6717	SETD3|84193	1580.4634
SETD4|54093	213.0477	SETD4|54093	249.3962
SETD5|55209	4107.7141	SETD5|55209	2729.0455
SETD6|79918	263.3966	SETD6|79918	273.1049
SETD7|80854	5185.4497	SETD7|80854	5575.8118
SETD8|387893	994.4209	lowly_expressed	lowly_expressed
SETDB1|9869	925.3887	lowly_expressed	lowly_expressed
SETDB2|83852	258.8708	lowly_expressed	lowly_expressed
SETMAR|6419	579.6325	SETMAR|6419	787.9059
SETX|23064	3426.6161	SETX|23064	3347.3477
SET|6418	10458.0823	SET|6418	7104.0344
SEZ6L2|26470	68.7347	SEZ6L2|26470	359.9606
SF1|7536	5361.0057	SF1|7536	4645.8538
SF3A1|10291	4194.7958	SF3A1|10291	3598.8765
SF3A2|8175	1022.3908	SF3A2|8175	961.0878
SF3A3|10946	1754.6679	SF3A3|10946	2194.114
SF3B14|51639	1296.1393	SF3B14|51639	1280.9733
SF3B1|23451	10390.5378	lowly_expressed	lowly_expressed
SF3B2|10992	6600.3124	lowly_expressed	lowly_expressed
SF3B3|23450	8684.371	lowly_expressed	lowly_expressed
SF3B4|10262	1961.4669	SF3B4|10262	1530.7273
SF3B5|83443	851.2981	SF3B5|83443	1145.004
SF4|57794	500.7811	SF4|57794	252.6165
SFI1|9814	622.1825	SFI1|9814	200.3757
SFMBT1|51460	809.0456	lowly_expressed	lowly_expressed
SFMBT2|57713	450.7922	lowly_expressed	lowly_expressed
SFN|2810	932.0598	lowly_expressed	lowly_expressed
SFPQ|6421	5579.6474	SFPQ|6421	2871.2729
SFRP1|6422	44.6329	SFRP1|6422	33750.0671
SFRP2|6423	10790.7461	SFRP2|6423	13839.8783
SFRP4|6424	1346.1281	SFRP4|6424	5560.7836
SFRS11|9295	1766.8675	SFRS11|9295	2870.7398
SFRS12IP1|285672	352.5999	SFRS12IP1|285672	796.1356
SFRS12|140890	1494.9044	SFRS12|140890	1318.9015
SFRS13A|10772	2035.26	SFRS13A|10772	1565.793
lowly_expressed	lowly_expressed	SFRS13B|135295	30.0564
SFRS14|10147	1307.4463	SFRS14|10147	909.9204
SFRS15|57466	937.2908	SFRS15|57466	801.5028
SFRS16|11129	197.8725	SFRS16|11129	143.4833
SFRS17A|8227	890.8726	SFRS17A|8227	353.52
SFRS18|25957	1068.1872	SFRS18|25957	2281.7783
SFRS1|6426	5264.0036	SFRS1|6426	3905.895
SFRS2B|10929	833.1474	SFRS2B|10929	1958.6725
SFRS2IP|9169	2183.1436	SFRS2IP|9169	3168.4408
SFRS2|6427	3226.5029999999997	SFRS2|6427	2507.4837
SFRS3|6428	4883.4338	SFRS3|6428	4979.6941
SFRS4|6429	1022.9859	SFRS4|6429	1596.565
SFRS5|6430	2979.9896	SFRS5|6430	4183.5585
SFRS6|6431	5534.7765	SFRS6|6431	3919.4919
SFRS7|6432	2080.488	SFRS7|6432	1832.0064
SFRS8|6433	711.7459	SFRS8|6433	664.4601
SFRS9|8683	2595.254	SFRS9|8683	1367.5642
SFT2D1|113402	384.7356	SFT2D1|113402	460.1485
SFT2D2|375035	118.1076	SFT2D2|375035	119.152
SFT2D3|84826	368.6677	SFT2D3|84826	431.8812
SFTA1P|207107	5.9511	SFTA1P|207107	5.3672
SFTPA2|729238	11.0094	lowly_expressed	lowly_expressed
SFTPD|6441	11.6046	SFTPD|6441	10.3766
SFXN1|94081	1315.1826	SFXN1|94081	417.5687
SFXN2|118980	108.0116	SFXN2|118980	180.6959
SFXN3|81855	918.545	SFXN3|81855	1575.0962
SFXN4|119559	184.4826	SFXN4|119559	417.9265
SFXN5|94097	274.9386	SFXN5|94097	121.6567
lowly_expressed	lowly_expressed	SGCA|6442	6.0828
SGCB|6443	349.6243	SGCB|6443	1852.7596
SGCD|6444	356.4681	lowly_expressed	lowly_expressed
SGCE|8910	415.3835	SGCE|8910	2378.0302
SGEF|26084	316.2984	SGEF|26084	577.8692
SGIP1|84251	169.0099	SGIP1|84251	112.3535
SGK196|84197	51.7742	SGK196|84197	44.7267
SGK1|6446	545.1164	SGK1|6446	2047.0525
SGK223|157285	425.2027	SGK223|157285	686.2868
SGK269|79834	792.9778	SGK269|79834	2691.4751
lowly_expressed	lowly_expressed	SGK2|10110	31.1298
SGK3|23678	188.6841	SGK3|23678	569.2101
SGK494|124923	25.6669	SGK494|124923	15.7438
SGMS1|259230	454.958	SGMS1|259230	909.9204
SGMS2|166929	490.6643	SGMS2|166929	1005.4567
SGOL1|151648	243.6956	lowly_expressed	lowly_expressed
SGOL2|151246	472.8111	SGOL2|151246	91.9581
SGPL1|8879	1750.5021	SGPL1|8879	1723.5889
SGPP1|81537	276.1288	SGPP1|81537	373.1997
SGPP2|130367	18.4483	SGPP2|130367	66.5534
SGSH|6448	451.9824	SGSH|6448	696.6634
SGSM1|129049	72.9004	lowly_expressed	lowly_expressed
SGSM2|9905	1276.5008	SGSM2|9905	1231.9528
SGSM3|27352	2075.132	SGSM3|27352	601.4849
SGTA|6449	1311.3144	SGTA|6449	1023.7052
SGTB|54557	114.5578	SGTB|54557	275.3627
SH2B1|25970	211.2624	lowly_expressed	lowly_expressed
SH2B2|10603	40.1696	SH2B2|10603	7.5141
SH2B3|10019	523.3951	SH2B3|10019	990.0707
lowly_expressed	lowly_expressed	SH2D1A|4068	37.5704
lowly_expressed	lowly_expressed	SH2D1B|117157	15.386
SH2D2A|9047	14.5801	lowly_expressed	lowly_expressed
SH2D3A|10045	173.1756	lowly_expressed	lowly_expressed
SH2D3C|10044	153.2396	lowly_expressed	lowly_expressed
SH2D4A|63898	354.0876	SH2D4A|63898	286.251
SH3BGRL2|83699	122.5917	SH3BGRL2|83699	1491.0099
SH3BGRL3|83442	2752.3618	SH3BGRL3|83442	3603.5424
SH3BGRL|6451	14315.8462	SH3BGRL|6451	5485.2742
SH3BGR|6450	146.6934	SH3BGR|6450	231.8633
SH3BP1|23616	599.2383	SH3BP1|23616	133.1067
SH3BP2|6452	687.3466	SH3BP2|6452	1713.5701
SH3BP4|23677	6232.8349	lowly_expressed	lowly_expressed
SH3BP5L|80851	1146.7678	SH3BP5L|80851	527.7753
SH3BP5|9467	400.5653	SH3BP5|9467	2438.6797
SH3D19|152503	887.3019	SH3D19|152503	5053.0459
SH3D20|201175	5.0584	lowly_expressed	lowly_expressed
SH3GL1|6455	1944.5064	SH3GL1|6455	1095.6257
lowly_expressed	lowly_expressed	SH3GL2|6456	6.7985
SH3GLB1|51100	2549.7285	SH3GLB1|51100	4741.0323
SH3GLB2|56904	2017.4068	SH3GLB2|56904	988.6394
SH3KBP1|30011	531.1314	SH3KBP1|30011	1072.7256
SH3PXD2A|9644	3054.0802	SH3PXD2A|9644	2689.6859999999997
SH3PXD2B|285590	1631.4811	lowly_expressed	lowly_expressed
SH3RF1|57630	1250.0186	SH3RF1|57630	769.2996
SH3RF2|153769	12.4972	SH3RF2|153769	443.3312
SH3RF3|344558	156.2151	SH3RF3|344558	235.7993
SH3TC1|54436	515.3612	SH3TC1|54436	93.7472
SH3TC2|79628	14.8776	SH3TC2|79628	240.093
SH3YL1|26751	678.42	SH3YL1|26751	1379.7299
SHANK1|50944	9.8192	lowly_expressed	lowly_expressed
SHANK2|22941	2305.1402	SHANK2|22941	1186.5104
SHANK3|85358	505.2444	lowly_expressed	lowly_expressed
SHARPIN|81858	801.0117	SHARPIN|81858	494.4986
SHB|6461	1573.4583	SHB|6461	251.9009
SHC1|6464	2384.8843	lowly_expressed	lowly_expressed
SHC2|25759	421.037	SHC2|25759	390.017
SHC3|53358	16.3654	SHC3|53358	62.9752
SHC4|399694	5.0584	lowly_expressed	lowly_expressed
SHCBP1|79801	320.7617	SHCBP1|79801	21.4688
SHE|126669	72.9004	SHE|126669	767.1527
SHFM1|7979	1907.3124	SHFM1|7979	1013.6864
SHF|90525	30.9455	SHF|90525	120.2254
SHISA2|387914	57.1301	SHISA2|387914	403.6139
lowly_expressed	lowly_expressed	SHISA3|152573	17.8907
SHISA4|149345	145.5032	SHISA4|149345	261.204
SHISA5|51246	7165.0673	SHISA5|51246	2608.4623
SHISA6|388336	8.0339	SHISA6|388336	12.1657
SHISA9|729993	226.7351	SHISA9|729993	62.6174
SHKBP1|92799	669.1959	SHKBP1|92799	448.6985
SHMT1|6470	629.8773	SHMT1|6470	981.4581
SHMT2|6472	1904.3368	SHMT2|6472	1044.4584
SHOC2|8036	1005.7279	lowly_expressed	lowly_expressed
SHOX2|6474	50.2864	SHOX2|6474	107.7019
SHPK|23729	1286.8913	SHPK|23729	412.8706
SHPRH|257218	457.3176	lowly_expressed	lowly_expressed
SHQ1|55164	704.9022	lowly_expressed	lowly_expressed
SHROOM1|134549	257.383	SHROOM1|134549	119.5098
SHROOM2|357	857.8442	lowly_expressed	lowly_expressed
SHROOM3|57619	4670.6836	lowly_expressed	lowly_expressed
SHROOM4|57477	204.1211	lowly_expressed	lowly_expressed
SIAE|54414	650.7476	SIAE|54414	1054.835
SIAH1|6477	1454.6604	SIAH1|6477	798.7655
SIAH2|6478	757.2714	SIAH2|6478	567.8504
SIDT1|54847	3504.8724	SIDT1|54847	392.1639
SIDT2|51092	892.6133	lowly_expressed	lowly_expressed
SIGIRR|59307	1127.7245	SIGIRR|59307	212.8992
SIGLEC10|89790	65.7591	SIGLEC10|89790	189.2835
lowly_expressed	lowly_expressed	SIGLEC11|114132	11.0922
SIGLEC15|284266	19.936	SIGLEC15|284266	13.5969
lowly_expressed	lowly_expressed	SIGLEC16|400709	17.1751
SIGLEC1|6614	215.7257	SIGLEC1|6614	471.9563
SIGLEC5|8778	34.5161	SIGLEC5|8778	23.9735
SIGLEC7|27036	23.8042	SIGLEC7|27036	10.0188
SIGLEC8|27181	33.6234	SIGLEC8|27181	115.9317
SIGLEC9|27180	30.0528	SIGLEC9|27180	16.1016
lowly_expressed	lowly_expressed	SIGLECP3|284367	48.3049
SIGMAR1|10280	1327.3823	SIGMAR1|10280	1161.8213
SIK1|150094	356.7656	SIK1|150094	701.6728
SIK2|23235	551.6626	SIK2|23235	1862.7784
SIK3|23387	1218.7756	lowly_expressed	lowly_expressed
SIKE1|80143	837.0155	SIKE1|80143	1053.4037
SIL1|64374	1045.8975	SIL1|64374	454.7813
SILV|6490	80.0417	SILV|6490	47.5892
SIM1|6492	5.9511	lowly_expressed	lowly_expressed
SIM2|6493	27.9699	lowly_expressed	lowly_expressed
SIN3A|25942	2696.1244	SIN3A|25942	2285.7143
SIN3B|23309	607.0074	lowly_expressed	lowly_expressed
SIP1|8487	161.5711	SIP1|8487	145.988
SIPA1L1|26037	1042.6244	SIPA1L1|26037	1263.4404
SIPA1L2|57568	1692.1818	SIPA1L2|57568	704.1775
SIPA1L3|23094	1603.5111	SIPA1L3|23094	555.327
SIPA1|6494	579.335	SIPA1|6494	356.0247
SIRPA|140885	2460.7602	SIRPA|140885	3264.3349
SIRPB1|10326	267.2023	SIRPB1|10326	222.2023
SIRPB2|284759	31.5406	SIRPB2|284759	45.8002
lowly_expressed	lowly_expressed	SIRPG|55423	11.45
SIRT1|23411	523.0975	SIRT1|23411	1089.9007
SIRT2|22933	743.8816	SIRT2|22933	1256.9997
SIRT3|23410	674.4119999999999	SIRT3|23410	863.9342
SIRT4|23409	27.9699	SIRT4|23409	28.2673
SIRT5|23408	254.7051	SIRT5|23408	336.3449
SIRT6|51548	174.0683	SIRT6|51548	100.1879
SIRT7|51547	156.8102	SIRT7|51547	108.0598
SIT1|27240	5.9511	SIT1|27240	15.0282
SIVA1|10572	708.4728	SIVA1|10572	402.8983
SIX1|6495	545.414	SIX1|6495	164.2365
SIX2|10736	302.0159	SIX2|10736	29.3407
SIX3|6496	70.8175	lowly_expressed	lowly_expressed
SIX4|51804	337.7222	SIX4|51804	189.9991
SIX5|147912	370.45300000000003	SIX5|147912	353.8778
SKA1|220134	132.7085	lowly_expressed	lowly_expressed
SKA2|348235	3816.7076	SKA2|348235	563.1989
SKA3|221150	341.6678	SKA3|221150	17.1751
SKAP1|8631	6.5462	SKAP1|8631	91.2425
SKAP2|8935	419.8468	lowly_expressed	lowly_expressed
SKIL|6498	1041.1367	SKIL|6498	403.2561
SKIV2L2|23517	1720.4642	SKIV2L2|23517	1978.753
SKIV2L|6499	722.0323	SKIV2L|6499	432.6541
SKI|6497	1717.4738	SKI|6497	3646.1222
SKP1|6500	6758.908	SKP1|6500	7684.4083
SKP2|6502	62.1885	SKP2|6502	158.5115
SLA2|84174	11.0094	SLA2|84174	25.046999999999997
SLAIN2|57606	1770.7357	SLAIN2|57606	1490.6521
SLAMF6|114836	15.7703	SLAMF6|114836	55.8189
SLAMF7|57823	57.1301	SLAMF7|57823	197.5132
SLAMF8|56833	193.6681	SLAMF8|56833	108.0991
SLAMF9|89886	9.5217	lowly_expressed	lowly_expressed
SLA|6503	176.7463	SLA|6503	226.4961
SLBP|7884	965.8558	SLBP|7884	802.2184
SLC10A3|8273	436.2122	SLC10A3|8273	491.9939
lowly_expressed	lowly_expressed	SLC10A5|347051	8.9453
SLC10A6|345274	7.4388	SLC10A6|345274	16.1016
SLC10A7|84068	124.0794	lowly_expressed	lowly_expressed
SLC11A1|6556	113.3676	SLC11A1|6556	14.3126
SLC11A2|4891	1509.4845	SLC11A2|4891	1932.1943
SLC12A1|6557	30.3504	SLC12A1|6557	6.0828
SLC12A2|6558	9069.9993	SLC12A2|6558	4454.7813
SLC12A4|6560	345.4586	lowly_expressed	lowly_expressed
SLC12A6|9990	431.1835	lowly_expressed	lowly_expressed
SLC12A7|10723	1272.0375	SLC12A7|10723	883.0844
SLC12A8|84561	252.3246	SLC12A8|84561	166.7412
SLC12A9|56996	608.4951	SLC12A9|56996	358.5294
SLC13A2|9058	67.2469	SLC13A2|9058	532.0691
SLC13A3|64849	106.5238	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC13A4|26266	8.9453
lowly_expressed	lowly_expressed	SLC13A5|284111	5.3672
SLC14A1|6563	5.0584	SLC14A1|6563	41.1486
lowly_expressed	lowly_expressed	SLC14A2|8170	10.0188
SLC15A2|6565	87.1829	lowly_expressed	lowly_expressed
SLC15A3|51296	428.4758	SLC15A3|51296	488.4158
SLC15A4|121260	904.8575	lowly_expressed	lowly_expressed
SLC16A10|117247	22.3164	SLC16A10|117247	8.5875
lowly_expressed	lowly_expressed	SLC16A11|162515	31.4876
lowly_expressed	lowly_expressed	SLC16A12|387700	31.8454
SLC16A13|201232	147.5861	SLC16A13|201232	46.158
SLC16A14|151473	1019.1178	SLC16A14|151473	241.1665
SLC16A1|6566	1763.5944	lowly_expressed	lowly_expressed
SLC16A2|6567	1782.6378	SLC16A2|6567	1207.2636
SLC16A3|9123	650.45	SLC16A3|9123	40.7908
SLC16A4|9122	38.6818	SLC16A4|9122	698.4525
SLC16A5|9121	32.1357	SLC16A5|9121	149.2083
SLC16A6|9120	1040.5415	SLC16A6|9120	18.2485
SLC16A7|9194	10.4143	SLC16A7|9194	111.2801
SLC16A9|220963	269.8802	SLC16A9|220963	161.0162
SLC17A5|26503	401.1009	SLC17A5|26503	1040.5224
lowly_expressed	lowly_expressed	SLC17A7|57030	205.0273
SLC17A9|63910	38.3843	SLC17A9|63910	17.5329
SLC18A2|6571	8.629	SLC18A2|6571	70.1315
SLC19A1|6573	190.4337	SLC19A1|6573	101.6191
SLC19A2|10560	435.3195	SLC19A2|10560	605.7787
lowly_expressed	lowly_expressed	SLC19A3|80704	1451.2926
SLC1A1|6505	975.6751	SLC1A1|6505	172.1084
SLC1A2|6506	77.9588	SLC1A2|6506	195.3663
SLC1A3|6507	200.84799999999998	SLC1A3|6507	651.221
SLC1A4|6509	2859.4808	SLC1A4|6509	563.9145
SLC1A5|6510	5417.2432	SLC1A5|6510	2418.1054
lowly_expressed	lowly_expressed	SLC1A7|6512	146.7036
SLC20A1|6574	2302.1647	SLC20A1|6574	673.4055
SLC20A2|6575	2350.0707	SLC20A2|6575	1187.5839
SLC22A15|55356	34.8137	SLC22A15|55356	90.1691
SLC22A17|51310	432.9391	SLC22A17|51310	722.7838
SLC22A18AS|5003	107.4165	lowly_expressed	lowly_expressed
SLC22A18|5002	1006.6205	SLC22A18|5002	140.6208
SLC22A23|63027	717.0304	SLC22A23|63027	936.8029
SLC22A3|6581	62.4861	SLC22A3|6581	237.9461
SLC22A4|6583	211.8515	lowly_expressed	lowly_expressed
SLC22A5|6584	647.7721	SLC22A5|6584	488.05800000000005
lowly_expressed	lowly_expressed	SLC23A1|9963	6.0828
SLC23A2|9962	623.3728	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC23A3|151295	7.1563
SLC24A1|9187	479.9554	lowly_expressed	lowly_expressed
SLC24A2|25769	11.9021	lowly_expressed	lowly_expressed
SLC24A3|57419	201.7407	SLC24A3|57419	509.16900000000004
SLC24A5|283652	24.9825	lowly_expressed	lowly_expressed
SLC24A6|80024	676.0396	SLC24A6|80024	618.3022
SLC25A10|1468	579.335	SLC25A10|1468	324.4118
SLC25A11|8402	884.6239999999999	SLC25A11|8402	809.3747
SLC25A12|8604	231.1984	SLC25A12|8604	741.3901
SLC25A13|10165	1083.3891	SLC25A13|10165	514.1784
SLC25A14|9016	132.7085	SLC25A14|9016	138.4739
SLC25A15|10166	328.7659	SLC25A15|10166	176.4559
SLC25A16|8034	204.4187	SLC25A16|8034	227.2117
SLC25A17|10478	992.6356	SLC25A17|10478	562.841
SLC25A18|83733	291.8991	SLC25A18|83733	28.2673
SLC25A19|60386	300.2306	SLC25A19|60386	93.7472
SLC25A1|6576	2857.993	SLC25A1|6576	729.2244
SLC25A20|788	213.9403	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC25A21|89874	14.0692
SLC25A22|79751	997.3964	SLC25A22|79751	166.0256
SLC25A23|79085	716.5067	SLC25A23|79085	1664.9074
SLC25A24|29957	1066.7262	SLC25A24|29957	1221.2184
SLC25A25|114789	352.8974	SLC25A25|114789	175.3287
SLC25A26|115286	406.0225	SLC25A26|115286	511.5127
SLC25A27|9481	12.7948	SLC25A27|9481	376.7779
SLC25A28|81894	227.6278	SLC25A28|81894	517.7565
SLC25A29|123096	771.2564	SLC25A29|123096	394.6686
SLC25A30|253512	349.0292	SLC25A30|253512	639.771
SLC25A32|81034	539.3856	SLC25A32|81034	549.0402
SLC25A33|84275	210.3697	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC25A34|284723	24.6891
SLC25A35|399512	186.6548	SLC25A35|399512	108.3925
SLC25A36|55186	1803.764	SLC25A36|55186	2404.8663
SLC25A37|51312	200.5505	SLC25A37|51312	1067.3584
SLC25A38|54977	1414.5652	SLC25A38|54977	865.5515
SLC25A39|51629	1410.9946	SLC25A39|51629	1089.9007
SLC25A3|5250	7379.9003	SLC25A3|5250	9274.1748
SLC25A40|55972	245.7785	SLC25A40|55972	201.4491
SLC25A42|284439	71.7102	SLC25A42|284439	192.8616
SLC25A43|203427	297.5526	SLC25A43|203427	593.9708
SLC25A44|9673	1153.6115	SLC25A44|9673	657.3039
SLC25A45|283130	155.9176	SLC25A45|283130	120.2254
SLC25A46|91137	488.5814	SLC25A46|91137	714.5541
SLC25A4|291	900.6918	lowly_expressed	lowly_expressed
SLC25A5|292	5544.0006	SLC25A5|292	4529.2065
SLC25A6|293	5697.2402	SLC25A6|293	5287.7717
SLC26A10|65012	12.9316	SLC26A10|65012	8.5124
