gene_id	TCGA-AC-A6IX-01A-12R-A32P-07	gene_id	TCGA-AC-A6IX-06A-11R-A32P-07
SLC39A8|64116	470.3309	SLC39A8|64116	8515.5275
SLC39A9|55334	3127.8826	SLC39A9|55334	3487.6282
lowly_expressed	lowly_expressed	SLC3A1|6519	475.625
SLC3A2|6520	2473.43	SLC3A2|6520	2175.4285
SLC40A1|30061	8172.8193	SLC40A1|30061	6152.7648
SLC41A1|254428	607.4196	SLC41A1|254428	806.7130000000001
SLC41A2|84102	210.0082	SLC41A2|84102	191.9243
SLC41A3|54946	790.8121	SLC41A3|54946	883.8844
SLC43A1|8501	390.48400000000004	SLC43A1|8501	106.4333
SLC43A2|124935	501.3217	SLC43A2|124935	581.5104
SLC43A3|29015	1066.8125	SLC43A3|29015	726.0991
SLC44A1|23446	2330.8723	SLC44A1|23446	2347.5579
SLC44A2|57153	5051.8640000000005	SLC44A2|57153	7125.2958
SLC44A3|126969	337.6174	SLC44A3|126969	696.8371
SLC44A4|80736	3447.9993	SLC44A4|80736	7944.3448
SLC44A5|204962	96.6184	SLC44A5|204962	436.0611
SLC45A1|50651	35.7306	SLC45A1|50651	15.7785
SLC45A3|85414	104.6395	SLC45A3|85414	161.5147
SLC45A4|57210	217.6648	SLC45A4|57210	210.8585
SLC46A1|113235	640.5761	SLC46A1|113235	786.7346
SLC46A2|57864	5.8336	lowly_expressed	lowly_expressed
SLC46A3|283537	702.9441	SLC46A3|283537	665.2801
SLC47A1|55244	40.4703	SLC47A1|55244	16.9261
SLC48A1|55652	922.0673	SLC48A1|55652	1014.1289999999999
SLC4A10|57282	70.0027	SLC4A10|57282	12.3359
SLC4A11|83959	100.9935	SLC4A11|83959	181.8834
SLC4A1AP|22950	796.2811	SLC4A1AP|22950	771.306
SLC4A2|6522	2498.5762	SLC4A2|6522	1845.118
SLC4A3|6508	342.7217	SLC4A3|6508	326.7589
SLC4A4|8671	32.4492	SLC4A4|8671	61.3928
SLC4A5|57835	237.4588	SLC4A5|57835	298.2113
SLC4A7|9497	525.3851	SLC4A7|9497	852.6142
SLC4A8|9498	3758.2718	SLC4A8|9498	2339.5252
SLC5A11|115584	5.1044	SLC5A11|115584	9.4671
SLC5A1|6523	18.9591	SLC5A1|6523	262.4973
SLC5A3|6526	502.6597	SLC5A3|6526	403.6893
SLC5A4|6527	10.9379	lowly_expressed	lowly_expressed
SLC5A6|8884	2350.6371	SLC5A6|8884	1909.0239
lowly_expressed	lowly_expressed	SLC5A7|60482	41.0242
SLC5A8|160728	440.0693	SLC5A8|160728	809.295
SLC5A9|200010	16.0423	SLC5A9|200010	33.8521
lowly_expressed	lowly_expressed	SLC6A10P|386757	6.3114
SLC6A11|6538	18.5945	SLC6A11|6538	61.1059
SLC6A12|6539	28.074	SLC6A12|6539	23.2375
lowly_expressed	lowly_expressed	SLC6A14|11254	58.8109
SLC6A16|28968	15.6777	SLC6A16|28968	28.1145
SLC6A17|388662	6.9274	lowly_expressed	lowly_expressed
SLC6A1|6529	21.8759	lowly_expressed	lowly_expressed
SLC6A20|54716	24.7926	SLC6A20|54716	26.3932
SLC6A4|6532	21.5113	lowly_expressed	lowly_expressed
SLC6A6|6533	1113.1164	SLC6A6|6533	705.7305
SLC6A8|6535	599.763	SLC6A8|6535	1073.2267
SLC6A9|6536	240.3391	SLC6A9|6536	418.3805
SLC7A10|56301	242.6834	SLC7A10|56301	32.4665
SLC7A11|23657	86.4096	SLC7A11|23657	335.0785
SLC7A13|157724	21.1467	SLC7A13|157724	25.2456
SLC7A1|6541	776.5928	SLC7A1|6541	1219.2498
SLC7A2|6542	5886.0633	SLC7A2|6542	3241.4832
SLC7A3|84889	10.9379	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC7A4|6545	7.7458
SLC7A5|8140	944.6723	SLC7A5|8140	1875.9234
SLC7A6OS|84138	183.2467	SLC7A6OS|84138	167.65400000000002
SLC7A6|9057	951.0163	SLC7A6|9057	983.0309
SLC7A7|9056	298.2408	SLC7A7|9056	388.1518
SLC7A8|23428	3112.5695	SLC7A8|23428	2865.0936
SLC7A9|11136	7.6565	SLC7A9|11136	5.1639
SLC8A1|6546	201.6225	SLC8A1|6546	335.0785
SLC8A2|6543	15.6777	SLC8A2|6543	15.7785
lowly_expressed	lowly_expressed	SLC8A3|6547	8.0327
SLC9A1|6548	1335.8855	SLC9A1|6548	1668.5075
SLC9A2|6549	248.2909	SLC9A2|6549	332.7835
SLC9A3R1|9368	10286.3914	SLC9A3R1|9368	6354.4431
SLC9A3R2|9351	3278.4614	SLC9A3R2|9351	3486.7676
lowly_expressed	lowly_expressed	SLC9A4|389015	6.5983
SLC9A5|6553	22.605	SLC9A5|6553	19.2211
SLC9A6|10479	183.3926	SLC9A6|10479	187.3341
SLC9A7|84679	65.9922	SLC9A7|84679	201.6783
SLC9A8|23315	688.3602	SLC9A8|23315	792.6558
SLC9A9|285195	155.6832	SLC9A9|285195	274.5464
lowly_expressed	lowly_expressed	SLCO1A2|6579	25.5325
SLCO1C1|53919	11.6671	lowly_expressed	lowly_expressed
SLCO2A1|6578	895.087	SLCO2A1|6578	888.1876
SLCO2B1|11309	1373.8037	SLCO2B1|11309	1678.2615
SLCO3A1|28232	357.3056	SLCO3A1|28232	339.9555
SLCO4A1|28231	15.3131	SLCO4A1|28231	16.9261
SLCO4C1|353189	44.1163	SLCO4C1|353189	50.2044
lowly_expressed	lowly_expressed	SLCO5A1|81796	14.0572
SLFN11|91607	759.4567	SLFN11|91607	1045.6860000000001
SLFN12L|342615	14.5839	SLFN12L|342615	54.5076
SLFN12|55106	74.3779	SLFN12|55106	60.5322
SLFN13|146857	203.0808	SLFN13|146857	347.1276
lowly_expressed	lowly_expressed	SLFN14|342618	6.3114
SLFN5|162394	313.5539	SLFN5|162394	797.5328
SLIT1|6585	8.0211	SLIT1|6585	8.8934
SLIT2|9353	508.9782	SLIT2|9353	363.19300000000004
SLIT3|6586	1200.9844	SLIT3|6586	1595.0656
SLITRK1|114798	23.6988	lowly_expressed	lowly_expressed
SLITRK2|84631	7.6565	SLITRK2|84631	362.6192
SLITRK4|139065	35.366	lowly_expressed	lowly_expressed
SLITRK5|26050	250.1139	SLITRK5|26050	717.7795
SLITRK6|84189	725.1846	SLITRK6|84189	1462.2391
SLK|9748	1895.9074	SLK|9748	2134.6912
SLMAP|7871	703.6733	SLMAP|7871	844.0077
SLMO1|10650	32.0846	SLMO1|10650	36.1472
SLMO2|51012	1408.4404	SLMO2|51012	1589.0411
SLPI|6590	141.8285	SLPI|6590	598.4365
SLTM|79811	2861.3618	SLTM|79811	2737.4309999999996
SLU7|10569	1236.715	SLU7|10569	1319.6586
SMAD1|4086	1102.9077	SMAD1|4086	869.8272
SMAD2|4087	1237.8088	SMAD2|4087	1102.7756
SMAD3|4088	1498.1314	SMAD3|4088	1266.8723
SMAD4|4089	1042.2095	SMAD4|4089	938.6043
SMAD5|4090	1410.628	SMAD5|4090	1563.5086
SMAD6|4091	110.4731	SMAD6|4091	101.2695
SMAD7|4092	742.3207	SMAD7|4092	520.4045
SMAD9|4093	18.9591	SMAD9|4093	27.8276
SMAGP|57228	391.9424	SMAGP|57228	724.3778
SMAP1|60682	765.5309	SMAP1|60682	729.9347
SMAP2|64744	1406.9820000000002	SMAP2|64744	1925.2672
SMARCA1|6594	870.2944	SMARCA1|6594	852.0405
SMARCA2|6595	3015.2219	SMARCA2|6595	4076.5976
SMARCA4|6597	2100.4466	SMARCA4|6597	3336.4412
SMARCA5|8467	2315.4097	SMARCA5|8467	2156.4111
SMARCAD1|56916	980.0383	SMARCAD1|56916	966.7934
SMARCAL1|50485	702.5795	SMARCAL1|50485	632.5755
SMARCB1|6598	1912.6789	SMARCB1|6598	2068.9952
SMARCC1|6599	2005.2867	SMARCC1|6599	1805.9241
SMARCC2|6601	2679.063	SMARCC2|6601	2806.2827
SMARCD1|6602	1297.6028	SMARCD1|6602	1107.3657
SMARCD2|6603	2592.2888	SMARCD2|6603	2491.2859
SMARCD3|6604	480.175	SMARCD3|6604	172.7031
SMARCE1|6605	2527.0258	SMARCE1|6605	2334.6482
SMC1A|8243	2107.0094	SMC1A|8243	2845.8725
SMC1B|27127	5.8336	lowly_expressed	lowly_expressed
SMC2|10592	684.3496	SMC2|10592	649.5015
SMC3|9126	1370.8869	SMC3|9126	1374.1662
SMC4|10051	697.1106	SMC4|10051	486.5524
SMC5|23137	805.7606	SMC5|23137	1005.8094
SMC6|79677	632.5768	SMC6|79677	667.5751
SMCHD1|23347	1174.7334	SMCHD1|23347	1108.2264
SMCR7L|54471	794.8227	SMCR7L|54471	1246.2167
SMCR7|125170	304.0744	SMCR7|125170	237.8254
SMCR8|140775	1624.6249	SMCR8|140775	1750.0194
SMEK1|55671	2071.6434	SMEK1|55671	2191.4939
SMEK2|57223	2657.1871	SMEK2|57223	3086.2799
SMG1|23049	2651.3536	SMG1|23049	3304.3104
SMG5|23381	3218.3028	SMG5|23381	2624.6862
SMG6|23293	1431.7747	SMG6|23293	1439.5754
SMG7|9887	3710.5095	SMG7|9887	3656.6019
SMN1|6606	7.6821	SMN1|6606	10.9819
SMN2|6607	1120.7474	SMN2|6607	1041.0156
SMNDC1|10285	720.8094	SMNDC1|10285	619.3789
SMOC1|64093	12.7609	SMOC1|64093	39.5898
SMOC2|64094	2620.7274	SMOC2|64094	2491.8597
SMOX|54498	146.9328	SMOX|54498	130.5314
SMO|6608	558.5635	SMO|6608	564.8713
SMPD1|6609	1115.6686	SMPD1|6609	1703.5071
SMPD2|6610	293.8656	SMPD2|6610	340.2424
SMPD3|55512	86.4096	SMPD3|55512	355.4472
SMPD4|55627	2445.7205	SMPD4|55627	2073.5853
SMPDL3A|10924	375.9001	SMPDL3A|10924	296.6363
SMPDL3B|27293	261.0519	SMPDL3B|27293	212.00599999999997
SMS|6611	1538.6018	SMS|6611	1980.6354
SMTNL1|219537	14.5839	SMTNL1|219537	20.6555
SMTN|6525	1078.4796	SMTN|6525	650.936
SMU1|55234	1737.672	SMU1|55234	1652.1552
SMUG1|23583	810.5004	SMUG1|23583	511.5112
SMURF1|57154	747.6875	SMURF1|57154	827.9165
SMURF2|64750	386.838	SMURF2|64750	467.6182
SMYD2|56950	792.9997	SMYD2|56950	786.9182
SMYD3|64754	227.5089	SMYD3|64754	254.1777
SMYD4|114826	395.95300000000003	SMYD4|114826	382.9879
SMYD5|10322	833.4701	SMYD5|10322	723.2303
SNAI1|6615	79.4823	SNAI1|6615	38.4422
SNAI2|6591	461.5805	SNAI2|6591	146.8837
SNAI3|333929	23.6988	SNAI3|333929	54.5076
SNAP23|8773	1555.0087	SNAP23|8773	1890.2675
SNAP25|6616	16.0423	SNAP25|6616	9.4671
SNAP29|9342	1194.7863	SNAP29|9342	1924.9803
SNAP47|116841	1330.6244	SNAP47|116841	1185.7821
lowly_expressed	lowly_expressed	SNAP91|9892	42.1717
SNAPC1|6617	198.7057	SNAPC1|6617	142.8674
SNAPC2|6618	363.8684	SNAPC2|6618	342.5375
SNAPC3|6619	616.5345	SNAPC3|6619	753.0661
SNAPC4|6621	572.4182	SNAPC4|6621	462.7412
SNAPC5|10302	147.9829	SNAPC5|10302	141.7887
SNAPIN|23557	864.8254	SNAPIN|23557	858.9256
SNCAIP|9627	117.765	SNCAIP|9627	140.5723
SNCA|6622	53.5958	SNCA|6622	44.4668
SNCG|6623	378.8169	SNCG|6623	296.3494
SND1|27044	3464.7708	SND1|27044	3982.7871
SNED1|25992	806.1252	SNED1|25992	788.3526
SNF8|11267	906.025	SNF8|11267	654.0917
SNHG10|283596	73.6487	SNHG10|283596	49.9175
SNHG11|128439	310.9689	SNHG11|128439	189.2132
SNHG12|85028	158.9645	SNHG12|85028	151.4739
SNHG1|23642	390.48400000000004	SNHG1|23642	422.5776
SNHG3-RCC1|751867	175.1126	SNHG3-RCC1|751867	118.8955
SNHG3|8420	36.8244	SNHG3|8420	41.8848
SNHG4|724102	9.341000000000001	SNHG4|724102	7.6483
SNHG5|387066	2503.327	SNHG5|387066	2011.9056
SNHG6|641638	380.2753	SNHG6|641638	526.7159
SNHG7|84973	253.6688	SNHG7|84973	198.8553
SNHG8|100093630	625.6494	SNHG8|100093630	714.9107
SNHG9|735301	20.7821	SNHG9|735301	16.0654
SNIP1|79753	276.7296	SNIP1|79753	220.8994
SNN|8303	1063.5311	SNN|8303	926.6299
SNORA39|677821	6.231	SNORA39|677821	9.8831
SNORA7B|677797	6.3513	SNORA7B|677797	7.1606
SNORA8|654320	153.8201	SNORA8|654320	125.4049
lowly_expressed	lowly_expressed	SNORD116-20|100033431	11.7622
SNORD116-28|100033820	25.0624	SNORD116-28|100033820	29.744
SNORD116-4|100033416	30.0392	SNORD116-4|100033416	40.7975
SNORD1C|677850	24.0598	SNORD1C|677850	10.3851
SNPH|9751	393.7654	SNPH|9751	529.5847
SNRK|54861	1109.1058	SNRK|54861	1042.5303
SNRNP200|23020	6881.05	SNRNP200|23020	6586.244000000001
SNRNP25|79622	536.6876	SNRNP25|79622	804.9918
SNRNP27|11017	691.2769999999999	SNRNP27|11017	665.2801
SNRNP35|11066	440.1531	SNRNP35|11066	339.2355
SNRNP40|9410	548.3548	SNRNP40|9410	516.3882
SNRNP48|154007	392.30699999999996	SNRNP48|154007	439.2168
SNRNP70|6625	3519.0958	SNRNP70|6625	2784.4797
SNRPA1|6627	549.4485	SNRPA1|6627	337.6605
SNRPA|6626	813.4172	SNRPA|6626	849.7454
SNRPB2|6629	927.5362	SNRPB2|6629	900.5236
SNRPB|6628	2627.2901	SNRPB|6628	2870.5444
SNRPC|6631	1237.4442	SNRPC|6631	1041.6697
SNRPD1|6632	690.5478	SNRPD1|6632	559.1336
SNRPD2|6633	1956.4306	SNRPD2|6633	1668.5075
SNRPD3|6634	1940.7091	SNRPD3|6634	2333.8593
SNRPE|6635	1013.5813	SNRPE|6635	849.7454
SNRPF|6636	630.7538	SNRPF|6636	547.9452
SNRPG|6637	675.5993	SNRPG|6637	639.4607
SNRPN|6638	2232.1721	SNRPN|6638	3772.9556
SNTA1|6640	324.8564	SNTA1|6640	305.8165
SNTB1|6641	393.7654	SNTB1|6641	433.1923
SNTB2|6645	703.3087	SNTB2|6645	580.6498
SNTG2|54221	6.1982	lowly_expressed	lowly_expressed
SNTN|132203	6.9274	SNTN|132203	6.5983
SNUPN|10073	478.7166	SNUPN|10073	393.0288
SNURF|8926	133.6761	SNURF|8926	155.3095
SNW1|22938	1556.467	SNW1|22938	1626.3358
SNX10|29887	499.8633	SNX10|29887	411.963
SNX11|29916	588.0959	SNX11|29916	652.3704
SNX12|29934	266.8854	SNX12|29934	337.0867
SNX13|23161	1118.2208	SNX13|23161	1609.9835
SNX14|57231	1502.142	SNX14|57231	1371.5843
SNX15|29907	271.6252	SNX15|29907	235.8173
SNX16|64089	252.6661	SNX16|64089	219.465
SNX17|9784	2161.3344	SNX17|9784	2101.9867
SNX18|112574	914.0461	SNX18|112574	916.0152
SNX19|399979	1639.5953	SNX19|399979	1591.0493
SNX1|6642	2937.9273	SNX1|6642	2575.3425
SNX20|124460	47.2737	SNX20|124460	178.174
SNX21|90203	680.0766	SNX21|90203	613.9597
SNX22|79856	131.8203	SNX22|79856	433.4591
SNX24|28966	211.4666	SNX24|28966	129.3839
SNX25|83891	474.70599999999996	SNX25|83891	448.397
SNX27|81609	2449.6837	SNX27|81609	2044.2803
SNX29|92017	632.5768	SNX29|92017	706.878
SNX2|6643	1562.3006	SNX2|6643	1752.8509
SNX30|401548	549.8131	SNX30|401548	603.3135
SNX33|257364	927.1716	SNX33|257364	808.4343
SNX3|8724	2860.6326	SNX3|8724	3090.87
SNX4|8723	1109.1058	SNX4|8723	1172.2011
SNX5|27131	1639.2307	SNX5|27131	2681.4889
SNX6|58533	1308.5407	SNX6|58533	1323.9618
SNX7|51375	440.4339	SNX7|51375	472.4952
SNX8|29886	320.1167	SNX8|29886	305.8165
SNX9|51429	2061.7993	SNX9|51429	1813.3831
SOAT1|6646	647.5253	SOAT1|6646	1031.9157
lowly_expressed	lowly_expressed	SOAT2|8435	5.1639
SOBP|55084	98.0767	SOBP|55084	56.8027
SOCS1|8651	36.8244	SOCS1|8651	63.9748
SOCS2|8835	267.9792	SOCS2|8835	424.8727
SOCS3|9021	1276.8207	SOCS3|9021	402.7828
SOCS4|122809	589.5543	SOCS4|122809	416.2662
SOCS5|9655	714.9758	SOCS5|9655	643.7639
SOCS6|9306	1052.2286	SOCS6|9306	1151.8325
SOCS7|30837	39.0119	SOCS7|30837	62.2535
SOD1|6647	2615.623	SOD1|6647	3025.7477
SOD2|6648	1837.5718	SOD2|6648	1758.5885
SOD3|6649	438.6109	SOD3|6649	495.7326
SOHLH2|54937	7.6565	SOHLH2|54937	19.2211
SOLH|6650	759.4567	SOLH|6650	712.0419
SON|6651	6885.0606	SON|6651	7611.5614
SORBS1|10580	4289.1259	SORBS1|10580	771.4265
SORBS2|8470	254.4891	SORBS2|8470	688.5175
SORBS3|10174	1705.2229	SORBS3|10174	2174.281
lowly_expressed	lowly_expressed	SORCS1|114815	64.8354
SORCS2|57537	490.0191	SORCS2|57537	145.1624
SORD|6652	1664.7525	SORD|6652	887.6139
SORL1|6653	2897.0923	SORL1|6653	3516.3164
SORT1|6272	2702.7618	SORT1|6272	3525.2098
SOS1|6654	1336.9793	SOS1|6654	1483.7553
SOS2|6655	1121.8667	SOS2|6655	1324.5356
SOSTDC1|25928	7.292000000000001	SOSTDC1|25928	18.3605
SOX10|6663	95.16	lowly_expressed	lowly_expressed
SOX11|6664	43.7517	SOX11|6664	46.7618
SOX12|6666	1051.4994	SOX12|6666	629.9935
SOX13|9580	1344.2713	SOX13|9580	1905.7592
SOX15|6665	33.9076	SOX15|6665	56.8027
SOX17|64321	82.0345	SOX17|64321	25.5325
SOX18|54345	302.616	SOX18|54345	114.1792
lowly_expressed	lowly_expressed	SOX2OT|347689	5.7376
lowly_expressed	lowly_expressed	SOX2|6657	540.1994
SOX4|6659	5766.1107	SOX4|6659	2435.3439
SOX5|6660	20.0529	SOX5|6660	14.0572
SOX6|55553	25.5218	SOX6|55553	61.6797
SOX7|83595	232.9049	SOX7|83595	76.8845
SOX8|30812	15.3131	SOX8|30812	62.5403
SOX9|6662	721.9032	SOX9|6662	3441.1533
SP100|6672	1726.7341	SP100|6672	1935.8818
SP110|3431	890.3473	SP110|3431	825.0735
SP140L|93349	569.1368	SP140L|93349	701.7141
SP140|11262	96.2538	SP140|11262	439.7906
SP1|6667	3003.5548	SP1|6667	3464.6776
SP2|6668	720.8094	SP2|6668	759.9512
SP3|6670	2786.9839	SP3|6670	2294.7716
SP4|6671	160.7875	SP4|6671	193.3587
SP5|389058	8.0211	SP5|389058	12.6228
SP6|80320	129.7967	SP6|80320	197.375
SPA17|53340	91.1494	SPA17|53340	50.4913
SPACA4|171169	15.6777	SPACA4|171169	27.5407
SPAG16|79582	394.4946	SPAG16|79582	352.8652
SPAG17|200162	34.6368	SPAG17|200162	115.6136
SPAG1|6674	514.8118	SPAG1|6674	1356.9533
SPAG4|6676	45.2101	SPAG4|6676	40.7373
SPAG5|10615	286.0705	SPAG5|10615	268.7255
SPAG7|9552	1055.51	SPAG7|9552	958.4738
SPAG8|26206	14.9485	SPAG8|26206	21.2293
SPAG9|9043	1719.4422	SPAG9|9043	1751.1296
SPARCL1|8404	11599.6719	SPARCL1|8404	3115.8287
SPARC|6678	105573.6031	SPARC|6678	24199.3832
SPAST|6683	591.7419	SPAST|6683	538.1912
SPATA13|221178	305.3067	SPATA13|221178	577.6806
SPATA17|128153	22.2405	SPATA17|128153	39.3029
SPATA18|132671	384.6504	SPATA18|132671	1027.3255
SPATA20|64847	1686.8034	SPATA20|64847	1918.2902
SPATA24|202051	69.6381	SPATA24|202051	121.3512
SPATA2L|124044	185.5802	SPATA2L|124044	142.0067
SPATA2|9825	553.0945	SPATA2|9825	639.1738
lowly_expressed	lowly_expressed	SPATA4|132851	5.7376
SPATA5L1|79029	217.6648	SPATA5L1|79029	148.3182
SPATA5|166378	243.9158	SPATA5|166378	148.8919
SPATA6|54558	133.0781	SPATA6|54558	268.5218
SPATA7|55812	205.63299999999998	SPATA7|55812	146.0231
SPATA9|83890	10.5733	SPATA9|83890	5.1639
lowly_expressed	lowly_expressed	SPATC1|375686	10.3278
SPATS2L|26010	1643.6059	SPATS2L|26010	1121.4229
SPATS2|65244	828.0011	SPATS2|65244	1045.6860000000001
SPC24|147841	5.8336	SPC24|147841	14.630999999999998
SPC25|57405	107.1917	SPC25|57405	149.7526
SPCS1|28972	1455.8381	SPCS1|28972	1276.2791
SPCS2|9789	799.5625	SPCS2|9789	865.8108
SPCS3|60559	2193.419	SPCS3|60559	2390.5903
SPDEF|25803	6525.2028	SPDEF|25803	6952.0189
SPDYA|245711	11.8968	SPDYA|245711	7.7085
SPDYE1|285955	9.4795	SPDYE1|285955	12.9097
SPDYE3|441272	94.4964	SPDYE3|441272	84.6475
SPDYE5|442590	12.3963	SPDYE5|442590	9.4671
SPDYE6|729597	26.250999999999998	SPDYE6|729597	34.7128
SPDYE7P|441251	5.8336	SPDYE7P|441251	11.1884
SPDYE8P|389517	22.605	SPDYE8P|389517	24.385
SPEF1|25876	31.72	SPEF1|25876	22.9506
SPEF2|79925	224.2275	SPEF2|79925	261.0629
SPEG|10290	360.587	SPEG|10290	247.2925
SPEN|23013	1355.9384	SPEN|23013	1634.6554
SPERT|220082	20.7821	SPERT|220082	12.9097
SPESP1|246777	10.2087	lowly_expressed	lowly_expressed
SPG11|80208	2246.6503	SPG11|80208	2408.9507
SPG20|23111	998.9974	SPG20|23111	1338.8797
SPG21|51324	2093.5193	SPG21|51324	1822.5633
SPG7|6687	1081.3964	SPG7|6687	968.8015
SPHAR|10638	141.6571	SPHAR|10638	215.1044
SPHK1|8877	372.5312	SPHK1|8877	101.5563
SPHK2|56848	392.7263	SPHK2|56848	357.616
SPI1|6688	463.4035	SPI1|6688	564.0106
SPIB|6689	21.8759	SPIB|6689	359.4635
lowly_expressed	lowly_expressed	SPIC|121599	8.3196
SPIN1|10927	3223.0426	SPIN1|10927	2246.2885
SPIN2B|474343	92.2432	SPIN2B|474343	109.8931
SPIN3|169981	320.4813	SPIN3|169981	254.1777
SPIN4|139886	153.4956	SPIN4|139886	162.0885
lowly_expressed	lowly_expressed	SPINK1|6690	10.3278
lowly_expressed	lowly_expressed	SPINK2|6691	12.6228
SPINK5|11005	5.468999999999999	SPINK5|11005	7.7458
SPINK8|646424	40.4703	SPINK8|646424	32.1308
SPINT1|6692	5677.878000000001	SPINT1|6692	6704.4395
SPINT2|10653	11474.9795	SPINT2|10653	16110.7366
SPIRE1|56907	591.3773	SPIRE1|56907	745.8939999999999
SPIRE2|84501	56.5126	SPIRE2|84501	77.7451
SPNS1|83985	1083.934	SPNS1|83985	724.7995
SPNS2|124976	540.6289	SPNS2|124976	431.8497
SPNS3|201305	10.5733	SPNS3|201305	34.139
SPN|6693	208.9144	SPN|6693	710.8944
SPOCD1|90853	23.3342	lowly_expressed	lowly_expressed
SPOCK1|6695	693.4646	SPOCK1|6695	293.7675
SPOCK2|9806	561.4803	SPOCK2|9806	1870.7595
SPOCK3|50859	6.5628	lowly_expressed	lowly_expressed
SPON1|10418	1860.5414	SPON1|10418	436.9218
SPON2|10417	2167.8972	SPON2|10417	248.1532
SPOPL|339745	2041.3818	SPOPL|339745	2289.8946
SPOP|8405	1312.5513	SPOP|8405	1226.135
SPP1|6696	1167.0768	SPP1|6696	246.145
SPPL2A|84888	811.5942	SPPL2A|84888	916.0152
SPPL2B|56928	833.4701	SPPL2B|56928	949.5804
SPPL3|121665	1439.0666	SPPL3|121665	1207.7745
SPRED1|161742	893.2641	SPRED1|161742	803.8442
SPRED2|200734	1242.9131	SPRED2|200734	1517.8943
SPRN|503542	169.5379	SPRN|503542	95.2449
SPRR3|6707	10.2087	SPRR3|6707	6.3114
SPRY1|10252	1301.6133	SPRY1|10252	595.2808
SPRY2|10253	367.5144	SPRY2|10253	205.1208
SPRY3|10251	84.5866	SPRY3|10251	59.9584
SPRY4|81848	909.3064	SPRY4|81848	389.2993
SPRYD3|84926	1641.0537	SPRYD3|84926	1871.6202
SPRYD4|283377	284.0215	SPRYD4|283377	326.7589
SPR|6697	1009.9353	SPR|6697	862.942
SPSB1|80176	669.4011	SPSB1|80176	502.6178
SPSB2|84727	137.8179	SPSB2|84727	93.5236
SPSB3|90864	1053.3224	SPSB3|90864	877.573
SPSB4|92369	13.1255	lowly_expressed	lowly_expressed
SPTA1|6708	5.468999999999999	SPTA1|6708	5.7376
SPTAN1|6709	6269.6199	SPTAN1|6709	6582.2276
SPTBN1|6711	6945.2192	SPTBN1|6711	7645.1266
SPTBN2|6712	931.1822	SPTBN2|6712	989.4571
SPTBN4|57731	115.94200000000001	SPTBN4|57731	109.8759
SPTBN5|51332	226.7797	SPTBN5|51332	150.6562
SPTB|6710	123.9632	SPTB|6710	128.5233
SPTLC1|10558	1612.2505	SPTLC1|10558	1563.2217
SPTLC2|9517	1708.8688	SPTLC2|9517	2321.4516
SPTLC3|55304	275.6358	SPTLC3|55304	1129.7425
SPTY2D1|144108	1173.5083	SPTY2D1|144108	1159.8709
SQLE|6713	602.6798	SQLE|6713	1817.1125
SQRDL|58472	1279.0083	SQRDL|58472	1817.3994
SQSTM1|8878	8402.286	SQSTM1|8878	7993.9009
SR140|23350	2465.0442	SR140|23350	2276.4111
SRA1|10011	857.8981	SRA1|10011	683.0668
SRBD1|55133	364.233	SRBD1|55133	332.2097
SRCAP|10847	4159.3291	SRCAP|10847	4408.8073
SRCIN1|80725	166.2565	SRCIN1|80725	198.5226
SRCRB4D|136853	59.3966	SRCRB4D|136853	70.9976
SRC|6714	2064.7161	SRC|6714	1479.7389
SRD5A1|6715	192.8721	SRD5A1|6715	542.7813
SRD5A3|79644	896.1298	SRD5A3|79644	1362.9061
SREBF1|6720	3597.1197	SREBF1|6720	2303.0912
SREBF2|6721	1717.6192	SREBF2|6721	5806.210999999999
SRFBP1|153443	253.7599	SRFBP1|153443	268.8087
SRF|6722	1795.2785	SRF|6722	1264.2903
SRGAP1|57522	556.3759	SRGAP1|57522	318.1525
SRGAP2|23380	668.3074	SRGAP2|23380	416.5531
SRGAP3|9901	268.7084	SRGAP3|9901	323.3164
SRGN|5552	1039.1031	SRGN|5552	1288.1016
SRI|6717	1658.1898	SRI|6717	1649.8601
SRL|6345	31.3554	SRL|6345	30.4095
SRMS|6725	94.7954	SRMS|6725	116.4742
SRM|6723	771.4885	SRM|6723	636.305
SRP14|6727	4986.9656	SRP14|6727	5430.1083
SRP19|6728	877.3822	SRP19|6728	803.7955
SRP54|6729	1536.7788	SRP54|6729	1576.1314
SRP68|6730	2007.1097	SRP68|6730	2034.2824
SRP72|6731	2937.5627	SRP72|6731	3229.4341
SRP9|6726	6200.3464	SRP9|6726	6819.7662
SRPK1|6732	889.6181	SRPK1|6732	1016.7109
SRPK2|6733	1094.8865	SRPK2|6733	1107.6526
SRPK3|26576	125.1773	SRPK3|26576	47.0458
SRPRB|58477	1651.6270000000002	SRPRB|58477	1926.7016
SRPR|6734	3284.295	SRPR|6734	3840.2066
SRPX2|27286	578.9809	SRPX2|27286	67.4173
SRPX|8406	521.7391	SRPX|8406	259.0547
SRRD|402055	184.1218	SRRD|402055	257.0465
SRRM1|10250	1420.4722	SRRM1|10250	1609.9835
SRRM2|23524	11733.1146	SRRM2|23524	14027.6841
SRRM3|222183	125.7862	SRRM3|222183	30.6964
SRRM5|100170229	30.7356	SRRM5|100170229	27.8104
SRRT|51593	2119.7703	SRRT|51593	1941.6195
SRR|63826	165.9247	SRR|63826	133.1908
