gene_id	TCGA-E2-A1LS-01A-12R-A157-07	gene_id	TCGA-E2-A1LS-11A-32R-A157-07
SC5DL|6309	696.6967	SC5DL|6309	3110.7438
SC65|10609	266.7668	SC65|10609	126.7422
SCAF1|58506	757.2573	SCAF1|58506	891.2722
SCAI|286205	251.2513	SCAI|286205	694.4882
SCAMP1|9522	1132.1321	SCAMP1|9522	1229.2515
SCAMP2|10066	2769.7698	SCAMP2|10066	1782.5444
SCAMP3|10067	2034.5345	SCAMP3|10067	1089.5386
SCAMP4|113178	1039.039	SCAMP4|113178	690.0411
SCAMP5|192683	564.5646	SCAMP5|192683	66.7064
SCAND1|51282	381.3814	SCAND1|51282	198.637
SCAND2|54581	171.6717	SCAND2|54581	269.7905
SCAND3|114821	234.2342	SCAND3|114821	57.4417
SCAPER|49855	339.3393	SCAPER|49855	512.8984
SCAP|22937	1433.6737	SCAP|22937	1654.6274
SCARA3|51435	950.4505	SCARA3|51435	527.3515
SCARA5|286133	17.017	SCARA5|286133	2245.0424
SCARB1|949	4053.0531	SCARB1|949	2041.9584
SCARB2|950	11517.5175	SCARB2|950	7849.1248
SCARF1|8578	59.0591	SCARF1|8578	442.8567
SCARF2|91179	37.037	SCARF2|91179	90.0537
SCARNA17|677769	6.5065	SCARNA17|677769	7.0412
SCARNA5|677775	5.5055	lowly_expressed	lowly_expressed
SCARNA7|677767	45.045	lowly_expressed	lowly_expressed
SCARNA9L|100158262	5.005	lowly_expressed	lowly_expressed
SCARNA9|619383	49.5495	SCARNA9|619383	10.7471
SCCPDH|51097	114.6146	SCCPDH|51097	1358.2173
SCD5|79966	162.6627	SCD5|79966	106.3597
SCD|6319	233.7337	SCD|6319	93012.8706
lowly_expressed	lowly_expressed	SCEL|8796	5.9295
SCFD1|23256	1091.0911	SCFD1|23256	1316.7111
SCFD2|152579	825.8258	SCFD2|152579	493.9983
SCG2|7857	12.5125	lowly_expressed	lowly_expressed
SCG3|29106	61.5616	SCG3|29106	51.5122
SCG5|6447	123.6236	lowly_expressed	lowly_expressed
SCGB1D2|10647	1323.8238	SCGB1D2|10647	13.3413
SCGB2A1|4246	1313.3133	SCGB2A1|4246	14.0825
SCGB2A2|4250	44531.030999999995	SCGB2A2|4250	236.0667
SCGB3A1|92304	375.8759	SCGB3A1|92304	7.4118
lowly_expressed	lowly_expressed	SCGN|10590	14.8237
SCHIP1|29970	517.0169999999999	SCHIP1|29970	486.5864
SCIN|85477	25.5255	SCIN|85477	137.86
SCLT1|132320	285.2853	SCLT1|132320	146.7542
SCLY|51540	108.7137	SCLY|51540	135.3993
SCMH1|22955	3097.0971	SCMH1|22955	1490.889
SCML1|6322	23.023000000000003	lowly_expressed	lowly_expressed
SCML2|10389	71.5716	SCML2|10389	62.6299
lowly_expressed	lowly_expressed	SCML4|256380	5.9295
SCN11A|11280	15.5155	SCN11A|11280	68.5594
lowly_expressed	lowly_expressed	SCN1A|6323	21.8649
SCN1B|6324	33.5335	SCN1B|6324	73.0065
SCN2A|6326	77.0771	SCN2A|6326	30.0179
lowly_expressed	lowly_expressed	SCN2B|6327	25.5708
SCN3A|6328	8.008	SCN3A|6328	52.9946
SCN3B|55800	12.5125	SCN3B|55800	73.0065
SCN4A|6329	50.5506	SCN4A|6329	983.1789
SCN4B|6330	68.5686	SCN4B|6330	1039.8793
SCN7A|6332	13.5135	SCN7A|6332	111.54799999999999
lowly_expressed	lowly_expressed	SCN8A|6334	5.5589
lowly_expressed	lowly_expressed	SCN9A|6335	73.8737
SCNM1|79005	797.2973	SCNM1|79005	357.2501
SCNN1A|6337	87.5876	SCNN1A|6337	12.2295
SCNN1B|6338	10.5105	SCNN1B|6338	175.2897
lowly_expressed	lowly_expressed	SCNN1D|6339	18.9002
SCO1|6341	242.7427	SCO1|6341	593.3168
SCO2|9997	524.5245	SCO2|9997	247.1844
SCOC|60592	2714.7147	SCOC|60592	1584.6486
SCP2|6342	2915.9159	SCP2|6342	5582.9587
SCPEP1|59342	3904.4044	SCPEP1|59342	2285.4369
SCRG1|11341	10214.7147	SCRG1|11341	154.9072
SCRIB|23513	414.4144	SCRIB|23513	497.3336
SCRN1|9805	221.2212	SCRN1|9805	1945.6046
SCRN2|90507	101.1011	SCRN2|90507	2735.7054
SCRN3|79634	310.8108	SCRN3|79634	606.658
lowly_expressed	lowly_expressed	SCTR|6344	10.7471
lowly_expressed	lowly_expressed	SCUBE1|80274	119.3304
SCUBE2|57758	82.5826	SCUBE2|57758	884.2310000000001
SCUBE3|222663	11.5115	SCUBE3|222663	14.4531
SCYL1|57410	660.3604	SCYL1|57410	1495.1842
SCYL2|55681	1133.1331	SCYL2|55681	1003.5614
SCYL3|57147	1119.8899	SCYL3|57147	350.9241
SDAD1|55153	1194.6947	SDAD1|55153	1016.9027
SDC1|6382	5270.7708	SDC1|6382	122.6657
SDC2|6383	2920.9209	SDC2|6383	6585.7789
SDC3|9672	3205.7057	SDC3|9672	2645.6517
SDC4|6385	25985.986	SDC4|6385	1424.5532
SDCBP2|27111	39.4394	SDCBP2|27111	62.1371
SDCBP|6386	7233.7337	SDCBP|6386	8141.892
SDCCAG1|9147	672.1722	SDCCAG1|9147	1179.2217
SDCCAG3|10807	447.9479	SDCCAG3|10807	482.5099
SDCCAG8|10806	977.4775	SDCCAG8|10806	581.4578
SDF2L1|23753	111.6116	SDF2L1|23753	56.3299
SDF2|6388	718.7187	SDF2|6388	519.9397
SDF4|51150	1562.5626	SDF4|51150	1943.3811
SDHAF1|644096	244.7447	SDHAF1|644096	111.1774
SDHAF2|54949	506.006	SDHAF2|54949	577.0107
SDHAP1|255812	44.044	SDHAP1|255812	130.0776
SDHAP2|727956	69.5696	SDHAP2|727956	103.395
SDHAP3|728609	32.5325	SDHAP3|728609	113.0304
SDHA|6389	512.5125	SDHA|6389	4589.0327
SDHB|6390	1794.7948	SDHB|6390	2396.6143
SDHC|6391	2995.9959999999996	SDHC|6391	2565.6039
SDHD|6392	1487.9879999999998	SDHD|6392	3301.5984
SDK1|221935	13.5135	SDK1|221935	582.5696
SDK2|54549	35.035	SDK2|54549	7.7824
SDPR|8436	76.5766	SDPR|8436	7018.259
lowly_expressed	lowly_expressed	SDR16C5|195814	7.4118
SDR39U1|56948	273.6987	SDR39U1|56948	503.4224
SDR42E1|93517	1032.5325	SDR42E1|93517	25.9414
SDSL|113675	66.5666	SDSL|113675	61.1476
SDS|10993	74.5746	SDS|10993	7.0412
SEC11A|23478	2775.2753	SEC11A|23478	3311.6043
SEC11C|90701	2447.4474	SEC11C|90701	279.7965
SEC13|6396	3884.8849	SEC13|6396	1838.1331
SEC14L1|6397	633.6336	SEC14L1|6397	2938.7894
SEC14L2|23541	192.042	SEC14L2|23541	31.5855
SEC14L4|284904	14.014000000000001	lowly_expressed	lowly_expressed
SEC14L5|9717	7.5075	SEC14L5|9717	20.3825
SEC16A|9919	4935.4354	SEC16A|9919	2520.7624
SEC16B|89866	294.4595	SEC16B|89866	253.0583
SEC1|653677	10.01	SEC1|653677	7.7824
SEC22A|26984	487.4875	SEC22A|26984	429.1448
SEC22B|9554	62335.3353	SEC22B|9554	3346.4399
SEC22C|9117	733.7337	SEC22C|9117	734.1415
SEC23A|10484	487.4875	SEC23A|10484	4047.2282
SEC23B|10483	2442.4424	SEC23B|10483	977.62
SEC23IP|11196	615.1151	SEC23IP|11196	1070.2678
SEC24A|10802	549.5495	SEC24A|10802	1360.0703
SEC24B|10427	1189.6897	SEC24B|10427	1815.1564
SEC24C|9632	1284.2843	SEC24C|9632	2615.2632
SEC24D|9871	2898.3984	SEC24D|9871	708.9413
SEC31A|22872	13382.8829	SEC31A|22872	6010.9436
SEC31B|25956	31.7267	SEC31B|25956	183.313
SEC61A1|29927	10335.5005	SEC61A1|29927	5586.0124
SEC61A2|55176	104.9399	SEC61A2|55176	54.6252
SEC61B|10952	3736.2362	SEC61B|10952	1112.1446
SEC61G|23480	2268.2683	SEC61G|23480	761.1946
SEC62|7095	7106.6066	SEC62|7095	6171.4578
SEC63|11231	6706.7067	SEC63|11231	3646.9895
SECISBP2L|9728	3230.2302	SECISBP2L|9728	3373.8637
SECISBP2|79048	678.6787	SECISBP2|79048	824.1952
SECTM1|6398	64.0641	SECTM1|6398	85.236
SEH1L|81929	1285.2853	SEH1L|81929	655.2055
lowly_expressed	lowly_expressed	SEL1L2|80343	77.083
SEL1L3|23231	475.976	SEL1L3|23231	342.0558
SEL1L|6400	1545.045	SEL1L|6400	4398.5488
SELENBP1|8991	9961.4615	SELENBP1|8991	8621.8078
SELE|6401	44.5445	SELE|6401	1477.1771
SELK|58515	1067.5676	SELK|58515	565.1518
SELL|6402	117.6176	SELL|6402	78.936
SELM|140606	1161.6617	SELM|140606	408.3917
SELO|83642	138.1381	SELO|83642	269.7905
SELPLG|6404	150.1502	SELPLG|6404	104.1362
SELP|6403	26.5265	SELP|6403	211.9783
SELS|55829	1723.2232	SELS|55829	820.8598
SELT|51714	2281.2813	SELT|51714	1678.4082
SEMA3A|10371	14.014000000000001	SEMA3A|10371	480.2864
lowly_expressed	lowly_expressed	SEMA3B|7869	565.5224
SEMA3C|10512	153.6537	SEMA3C|10512	4007.5749
lowly_expressed	lowly_expressed	SEMA3D|223117	347.2441
SEMA3E|9723	5.5055	SEMA3E|9723	58.924
SEMA3F|6405	431.9319	SEMA3F|6405	501.0395
SEMA3G|56920	85.0851	SEMA3G|56920	6481.6428
SEMA4A|64218	2330.3303	SEMA4A|64218	63.3711
SEMA4B|10509	1499.4995	SEMA4B|10509	256.8198
SEMA4C|54910	475.4755	SEMA4C|54910	788.6184
SEMA4D|10507	563.5636	SEMA4D|10507	163.4308
SEMA4F|10505	288.2883	SEMA4F|10505	426.1801
SEMA4G|57715	99.6446	SEMA4G|57715	80.44800000000001
SEMA5A|9037	198.1982	SEMA5A|9037	398.3857
SEMA5B|54437	16.016	SEMA5B|54437	20.7531
SEMA6A|57556	786.7868	SEMA6A|57556	717.4649
SEMA6B|10501	26.026	SEMA6B|10501	275.72
SEMA6C|10500	99.5996	SEMA6C|10500	251.2609
SEMA6D|80031	51.0511	SEMA6D|80031	1009.8614
SEMA7A|8482	29.5295	SEMA7A|8482	24.0884
SENP1|29843	629.1291	SENP1|29843	437.2978
SENP2|59343	693.6937	SENP2|59343	1167.7334
SENP3|26168	457.1622	SENP3|26168	906.8482
SENP5|205564	1074.5746	SENP5|205564	818.2657
SENP6|26054	2653.6537	SENP6|26054	2064.935
SENP7|57337	317.8178	SENP7|57337	492.1453
SENP8|123228	92.5926	SENP8|123228	49.6592
SEP15|9403	3590.0901	SEP15|9403	2869.4888
SEPHS1|22929	1153.6537	SEPHS1|22929	905.7253
SEPHS2|22928	1859.3594	SEPHS2|22928	1093.2445
SEPN1|57190	3846.8468	SEPN1|57190	2955.8366
SEPP1|6414	4834.4845	SEPP1|6414	21658.1665
SEPSECS|51091	192.1922	SEPSECS|51091	427.2918
SEPT10|151011	1551.5516	SEPT10|151011	2183.5242
SEPT11|55752	1083.5836	SEPT11|55752	8561.771999999999
SEPT1|1731	21.021	SEPT1|1731	28.9061
SEPT2|4735	11851.3514	SEPT2|4735	14456.0275
SEPT3|55964	3381.8819	SEPT3|55964	65.9653
SEPT4|5414	235.2352	SEPT4|5414	462.1274
SEPT5|5413	491.4915	SEPT5|5413	213.4606
SEPT6|23157	481.4815	SEPT6|23157	406.9093
SEPT7P2|641977	228.7287	SEPT7P2|641977	139.3423
SEPT7|989	2336.3363	SEPT7|989	4614.2329
SEPT8|23176	505.4805	SEPT8|23176	1019.4264
SEPT9|10801	971.972	SEPT9|10801	2463.3207
SEPW1|6415	5454.4545	SEPW1|6415	2992.5252
SEPX1|51734	723.7237	SEPX1|51734	380.9679
SERAC1|84947	208.7087	SERAC1|84947	206.79
SERBP1|26135	4576.5766	SERBP1|26135	6030.6331
SERF1A|8293	730.2302	SERF1A|8293	360.5854
SERF2|10169	39197.6877	SERF2|10169	6240.6435
SERGEF|26297	517.5175	SERGEF|26297	254.2257
SERHL2|253190	75.0801	SERHL2|253190	51.0008
SERHL|94009	136.1361	SERHL|94009	73.0065
SERINC1|57515	5400.4004	SERINC1|57515	13729.2978
SERINC2|347735	3581.5816	SERINC2|347735	67.8182
SERINC3|10955	3761.7618	SERINC3|10955	4361.4896
lowly_expressed	lowly_expressed	SERINC4|619189	6.0443
SERINC5|256987	26.5265	SERINC5|256987	224.5784
SERP1|27230	10499.3694	SERP1|27230	3413.2724
SERP2|387923	79.5796	SERP2|387923	17.0472
SERPINA11|256394	6.5065	lowly_expressed	lowly_expressed
SERPINA12|145264	18.018	lowly_expressed	lowly_expressed
SERPINA1|5265	203.7037	SERPINA1|5265	132.3011
SERPINA3|12	2648.6486	SERPINA3|12	113.0304
SERPINA5|5104	14.014000000000001	SERPINA5|5104	647.7937
SERPINA6|866	7.5075	lowly_expressed	lowly_expressed
SERPINB10|5273	16.5165	lowly_expressed	lowly_expressed
SERPINB12|89777	9.5095	lowly_expressed	lowly_expressed
SERPINB13|5275	338.8388	lowly_expressed	lowly_expressed
SERPINB1|1992	483.4835	SERPINB1|1992	1039.1382
SERPINB2|5055	374.8749	SERPINB2|5055	5.9295
SERPINB3|6317	21.962	lowly_expressed	lowly_expressed
SERPINB4|6318	263.8238	lowly_expressed	lowly_expressed
SERPINB5|5268	7222.2222	SERPINB5|5268	120.8128
SERPINB6|5269	795.2953	SERPINB6|5269	4325.9129
SERPINB7|8710	148.1481	lowly_expressed	lowly_expressed
SERPINB8|5271	1004.0039999999999	SERPINB8|5271	212.3488
SERPINB9|5272	89.0891	SERPINB9|5272	329.4261
lowly_expressed	lowly_expressed	SERPIND1|3053	11.4883
SERPINE1|5054	845.8458	SERPINE1|5054	341.6852
SERPINE2|5270	11646.6466	lowly_expressed	lowly_expressed
SERPINF1|5176	1019.0189999999999	SERPINF1|5176	17230.2743
SERPINF2|5345	18.018	SERPINF2|5345	28.9061
SERPING1|710	26683.1832	SERPING1|710	17323.2928
SERPINH1|871	6439.4394	SERPINH1|871	5966.1502
SERPINI1|5274	76.0761	SERPINI1|5274	409.5034
SERTAD1|29950	313.8138	SERTAD1|29950	980.2141
SERTAD2|9792	1897.8979	SERTAD2|9792	1361.5526
SERTAD3|29946	973.9739999999999	SERTAD3|29946	951.6786
SERTAD4|56256	1214.2142	SERTAD4|56256	192.3369
SESN1|27244	446.9469	SESN1|27244	693.3764
SESN2|83667	38.5385	SESN2|83667	548.1046
SESN3|143686	100.1001	SESN3|143686	632.2288
SESTD1|91404	3834.3343	SESTD1|91404	6750.6921
SETBP1|26040	434.9349	SETBP1|26040	725.2473
SETD1A|9739	650.1502	SETD1A|9739	670.7703
SETD1B|23067	979.4795	SETD1B|23067	807.5186
SETD2|29072	1977.9779999999998	SETD2|29072	3359.7812
SETD3|84193	1141.1411	SETD3|84193	2415.5144
SETD4|54093	677.6777	SETD4|54093	221.243
SETD5|55209	3290.7908	SETD5|55209	2219.101
SETD6|79918	517.9630000000001	SETD6|79918	214.6132
SETD7|80854	3669.1692	SETD7|80854	8286.4226
SETD8|387893	1739.2392	SETD8|387893	661.5056
SETDB1|9869	1610.1101	SETDB1|9869	846.8012
SETDB2|83852	521.5215	SETDB2|83852	342.0558
SETMAR|6419	837.8378	SETMAR|6419	606.2875
SETX|23064	1332.3323	SETX|23064	2981.778
SET|6418	10490.991000000002	SET|6418	3619.9363
SEZ6L2|26470	2665.6657	SEZ6L2|26470	100.0597
SF1|7536	2753.2533	SF1|7536	4168.7821
SF3A1|10291	2017.017	SF3A1|10291	3321.9772
SF3A2|8175	1364.8649	SF3A2|8175	627.7818
SF3A3|10946	1157.6577	SF3A3|10946	1752.1559
SF3B14|51639	2874.8749	SF3B14|51639	941.6726
SF3B1|23451	8579.5796	SF3B1|23451	6070.6569
SF3B2|10992	1516.016	SF3B2|10992	5603.3413
SF3B3|23450	3917.9179	SF3B3|23450	2610.0749
SF3B4|10262	3225.7257	SF3B4|10262	1037.2852
SF3B5|83443	1410.9109	SF3B5|83443	887.9369
SF4|57794	267.2673	SF4|57794	413.9505
SFI1|9814	241.2412	SFI1|9814	96.3538
SFMBT1|51460	191.1912	SFMBT1|51460	229.7666
SFMBT2|57713	52.0521	SFMBT2|57713	33.3532
SFN|2810	127.6276	SFN|2810	13.3413
SFPQ|6421	3306.5465	SFPQ|6421	3219.6791
SFRP1|6422	95467.96800000001	SFRP1|6422	14974.1142
SFRP2|6423	1400.9009	SFRP2|6423	3713.6959
SFRP4|6424	763.2633	SFRP4|6424	3358.6694
lowly_expressed	lowly_expressed	SFRP5|6425	9.2648
SFRS11|9295	2228.7287	SFRS11|9295	2551.1509
SFRS12IP1|285672	777.2773	SFRS12IP1|285672	791.2125
SFRS12|140890	1127.6276	SFRS12|140890	1344.5054
SFRS13A|10772	2433.4334	SFRS13A|10772	1496.0773
SFRS13B|135295	74.5746	SFRS13B|135295	8.5236
SFRS14|10147	791.2913	SFRS14|10147	858.3044
SFRS15|57466	1441.4414	SFRS15|57466	920.1783
SFRS16|11129	121.6216	SFRS16|11129	273.867
SFRS17A|8227	438.9389	SFRS17A|8227	595.1697
SFRS18|25957	2330.3303	SFRS18|25957	1594.2729
SFRS1|6426	4389.3894	SFRS1|6426	3479.4822
SFRS2B|10929	2480.4805	SFRS2B|10929	990.2201
SFRS2IP|9169	2073.0731	SFRS2IP|9169	3505.053
SFRS2|6427	2459.1441	SFRS2|6427	2536.2753
SFRS3|6428	7191.1912	SFRS3|6428	5453.9929
SFRS4|6429	1792.7928	SFRS4|6429	2679.7461
SFRS5|6430	2267.2673	SFRS5|6430	4019.0632
SFRS6|6431	9130.1301	SFRS6|6431	2633.7927
SFRS7|6432	2488.4885	SFRS7|6432	1917.4397
SFRS8|6433	865.8659	SFRS8|6433	667.0644
SFRS9|8683	2473.974	SFRS9|8683	1287.805
SFT2D1|113402	1267.7678	SFT2D1|113402	512.1572
SFT2D2|375035	181.6667	SFT2D2|375035	54.4769
SFT2D3|84826	645.1451	SFT2D3|84826	278.3141
SFTA1P|207107	7.007000000000001	SFTA1P|207107	14.8237
SFTPD|6441	33.5335	SFTPD|6441	7.7824
SFXN1|94081	240.7407	SFXN1|94081	498.0748
SFXN2|118980	164.6647	SFXN2|118980	143.7894
SFXN3|81855	495.996	SFXN3|81855	1013.1968
SFXN4|119559	279.2793	SFXN4|119559	439.5213
SFXN5|94097	52.5526	SFXN5|94097	110.0656
lowly_expressed	lowly_expressed	SGCA|6442	39.2827
SGCB|6443	2158.1582	SGCB|6443	3209.6917
SGCD|6444	603.1031	SGCD|6444	1245.5575
SGCE|8910	629.1291	SGCE|8910	1474.9536
lowly_expressed	lowly_expressed	SGCG|6445	654.0937
SGEF|26084	144.1441	SGEF|26084	997.2613
SGIP1|84251	28.028000000000002	SGIP1|84251	18.159000000000002
SGK196|84197	18.5185	SGK196|84197	26.6826
SGK1|6446	2943.4434	SGK1|6446	1737.7029
SGK223|157285	197.6977	SGK223|157285	458.4215
SGK269|79834	711.2112	SGK269|79834	2610.8161
SGK2|10110	7.007000000000001	SGK2|10110	1294.105
SGK3|23678	317.2573	SGK3|23678	684.7676
SGK494|124923	17.017	SGK494|124923	20.7531
SGMS1|259230	490.4905	SGMS1|259230	985.0318
SGMS2|166929	299.7998	SGMS2|166929	329.0851
SGOL1|151648	53.5536	lowly_expressed	lowly_expressed
SGOL2|151246	167.1672	SGOL2|151246	73.0065
SGPL1|8879	1103.1031	SGPL1|8879	1288.5461
SGPP1|81537	45.045	SGPP1|81537	549.2164
SGPP2|130367	72.0721	lowly_expressed	lowly_expressed
SGSH|6448	480.981	SGSH|6448	458.7921
SGSM1|129049	12.012	SGSM1|129049	36.318000000000005
SGSM2|9905	159.6597	SGSM2|9905	633.7112
SGSM3|27352	984.985	SGSM3|27352	544.0281
SGTA|6449	1174.1742	SGTA|6449	950.9374
SGTB|54557	135.7407	SGTB|54557	251.2795
SH2B1|25970	565.5656	SH2B1|25970	751.1887
SH2B2|10603	9.009	lowly_expressed	lowly_expressed
SH2B3|10019	479.98	SH2B3|10019	1021.7204
SH2D1A|4068	8.008	SH2D1A|4068	17.7884
SH2D1B|117157	11.5115	SH2D1B|117157	11.1177
SH2D2A|9047	65.5656	SH2D2A|9047	5.9295
SH2D3A|10045	314.3143	SH2D3A|10045	8.152999999999999
SH2D3C|10044	179.6797	SH2D3C|10044	504.0042
SH2D4A|63898	143.1431	SH2D4A|63898	218.6489
SH3BGRL2|83699	349.8498	SH3BGRL2|83699	1399.7235
SH3BGRL3|83442	8457.958	SH3BGRL3|83442	2020.8346
SH3BGRL|6451	11888.8539	SH3BGRL|6451	2513.7211
SH3BGR|6450	930.4304	SH3BGR|6450	159.7249
SH3BP1|23616	93.5936	SH3BP1|23616	35.8399
SH3BP2|6452	463.4635	SH3BP2|6452	914.99
SH3BP4|23677	5280.2803	SH3BP4|23677	1093.2445
SH3BP5L|80851	1300.8008	SH3BP5L|80851	587.7579
SH3BP5|9467	492.9329	SH3BP5|9467	4593.0092
SH3D19|152503	1609.1091	SH3D19|152503	9600.5396
SH3GL1|6455	1849.8498	SH3GL1|6455	1221.4691
SH3GL2|6456	79.0791	SH3GL2|6456	18.159000000000002
SH3GLB1|51100	2682.1822	SH3GLB1|51100	9473.7973
SH3GLB2|56904	488.4885	SH3GLB2|56904	466.5745
SH3KBP1|30011	709.2092	SH3KBP1|30011	3547.3004
SH3PXD2A|9644	660.1602	SH3PXD2A|9644	1809.227
SH3PXD2B|285590	2275.7758	SH3PXD2B|285590	809.3715
SH3RF1|57630	1818.3183	SH3RF1|57630	516.2338
SH3RF2|153769	170.1702	SH3RF2|153769	94.5008
SH3RF3|344558	181.1812	SH3RF3|344558	216.4253
SH3TC1|54436	40.04	SH3TC1|54436	57.4417
SH3TC2|79628	59.0591	SH3TC2|79628	90.0537
SH3YL1|26751	3535.035	SH3YL1|26751	453.2332
SHANK2|22941	8264.2643	SHANK2|22941	230.5078
SHANK3|85358	578.5786	SHANK3|85358	2115.3354
SHARPIN|81858	822.3223	SHARPIN|81858	687.8176
lowly_expressed	lowly_expressed	SHBG|6462	7.4118
SHB|6461	136.1361	SHB|6461	275.72
SHC1|6464	2486.4865	SHC1|6464	3466.1409
SHC2|25759	304.3043	SHC2|25759	353.9147
SHC3|53358	7.007000000000001	SHC3|53358	21.1237
SHC4|399694	2016.016	SHC4|399694	49.6592
SHCBP1|79801	114.1141	SHCBP1|79801	7.4118
SHE|126669	121.1211	SHE|126669	853.8425
SHFM1|7979	5031.5315	SHFM1|7979	1110.2917
SHF|90525	139.1391	SHF|90525	57.8123
SHISA2|387914	467.4675	SHISA2|387914	16.6766
lowly_expressed	lowly_expressed	SHISA3|152573	27.7944
SHISA4|149345	237.7377	SHISA4|149345	137.1188
SHISA5|51246	1823.8238	SHISA5|51246	2210.948
lowly_expressed	lowly_expressed	SHISA6|388336	26.311999999999998
SHKBP1|92799	224.7247	SHKBP1|92799	357.9912
SHMT1|6470	705.1952	SHMT1|6470	4061.659
SHMT2|6472	1814.3143	SHMT2|6472	570.3401
SHOC2|8036	906.4064	SHOC2|8036	1856.6627
SHOX2|6474	68.5686	SHOX2|6474	218.2783
SHPK|23729	139.6396	SHPK|23729	642.976
SHPRH|257218	378.4985	lowly_expressed	lowly_expressed
SHQ1|55164	696.6967	SHQ1|55164	298.32599999999996
SHROOM1|134549	9.5095	SHROOM1|134549	198.637
SHROOM2|357	152.1522	SHROOM2|357	50.4004
SHROOM3|57619	3554.0541	SHROOM3|57619	176.7721
SHROOM4|57477	280.7808	SHROOM4|57477	801.9597
SIAE|54414	929.4294	SIAE|54414	868.2955
SIAH1|6477	1005.2653	SIAH1|6477	786.4097
SIAH2|6478	827.3273	SIAH2|6478	704.4942
SIDT1|54847	19.019000000000002	SIDT1|54847	53.3652
SIDT2|51092	930.2352	SIDT2|51092	3319.6462
SIGIRR|59307	169.1692	SIGIRR|59307	205.3076
SIGLEC10|89790	55.5556	SIGLEC10|89790	13.3413
SIGLEC14|100049587	5.005	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SIGLEC16|400709	6.3001
SIGLEC1|6614	21.021	SIGLEC1|6614	144.16
SIGLEC5|8778	6.5065	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SIGLEC6|946	7.7824
lowly_expressed	lowly_expressed	SIGLEC7|27036	7.4118
SIGLEC8|27181	24.5245	SIGLEC8|27181	6.6706
SIGLEC9|27180	11.5115	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SIGLECP3|284367	8.8942
SIGMAR1|10280	1616.6166	SIGMAR1|10280	977.2494
SIK1|150094	798.2983	SIK1|150094	2100.8824
SIK2|23235	690.6907	SIK2|23235	13045.5568
SIK3|23387	393.3934	SIK3|23387	1059.1501
SIKE1|80143	1037.037	SIKE1|80143	1062.856
SIL1|64374	307.3073	SIL1|64374	837.9069999999999
SILV|6490	13.013	lowly_expressed	lowly_expressed
SIM1|6492	37.037	SIM1|6492	5.1883
SIM2|6493	178.6787	SIM2|6493	26.6826
SIN3A|25942	2024.5245	SIN3A|25942	2037.8818
SIN3B|23309	793.7938	SIN3B|23309	1012.085
SIP1|8487	63.0631	SIP1|8487	173.0662
SIPA1L1|26037	524.024	SIPA1L1|26037	622.9641
SIPA1L2|57568	1094.5946	SIPA1L2|57568	654.0937
SIPA1L3|23094	894.8949	SIPA1L3|23094	271.2729
SIPA1|6494	175.1752	SIPA1|6494	388.7503
SIRPA|140885	4816.8168	SIRPA|140885	2434.4146
SIRPB1|10326	96.0961	SIRPB1|10326	136.007
SIRPB2|284759	15.5155	SIRPB2|284759	6.6706
SIRPG|55423	10.5105	lowly_expressed	lowly_expressed
SIRT1|23411	462.963	SIRT1|23411	1465.3182
SIRT2|22933	990.9910000000001	SIRT2|22933	1721.7674
SIRT3|23410	994.0139999999999	SIRT3|23410	641.9309
SIRT4|23409	26.5265	SIRT4|23409	44.1004
SIRT5|23408	445.9459	SIRT5|23408	432.4801
SIRT6|51548	144.1441	SIRT6|51548	87.089
SIRT7|51547	99.5996	SIRT7|51547	134.8953
lowly_expressed	lowly_expressed	SIT1|27240	5.9295
SIVA1|10572	271.2713	SIVA1|10572	512.1572
lowly_expressed	lowly_expressed	SIX1|6495	676.6998
SIX2|10736	292.2923	SIX2|10736	62.2593
SIX3|6496	891.3914	lowly_expressed	lowly_expressed
SIX4|51804	162.1622	SIX4|51804	100.0597
SIX5|147912	582.5826	SIX5|147912	427.6624
SKA1|220134	155.6557	lowly_expressed	lowly_expressed
SKA2|348235	227.7277	SKA2|348235	744.8886
SKA3|221150	191.2863	SKA3|221150	8.152999999999999
SKAP1|8631	340.3403	SKAP1|8631	18.159000000000002
SKAP2|8935	175.1752	SKAP2|8935	1831.0919
SKIL|6498	707.2072	SKIL|6498	619.2582
SKIV2L2|23517	1272.9479	SKIV2L2|23517	1944.0852
SKIV2L|6499	367.8679	SKIV2L|6499	710.5014
SKI|6497	3743.7437	SKI|6497	4266.9888
SKP1|6500	4497.998	SKP1|6500	5683.389
SKP2|6502	137.1371	SKP2|6502	210.1253
SLA2|84174	8.008	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLAIN1|122060	84.4948
SLAIN2|57606	1366.8669	SLAIN2|57606	2174.6301
SLAMF6|114836	13.5135	SLAMF6|114836	16.6766
SLAMF7|57823	51.0511	SLAMF7|57823	17.0472
SLAMF8|56833	67.2272	SLAMF8|56833	16.9694
SLAMF9|89886	18.5185	lowly_expressed	lowly_expressed
SLA|6503	61.0611	SLA|6503	47.8063
SLBP|7884	743.7437	SLBP|7884	887.9369
SLC10A3|8273	758.2583	SLC10A3|8273	416.5447
SLC10A5|347051	56.0561	lowly_expressed	lowly_expressed
