gene_id	TCGA-E2-A1L7-01A-11R-A144-07	gene_id	TCGA-E2-A1L7-11A-33R-A144-07
SFTPD|6441	31.0567	SFTPD|6441	26.4658
SFXN1|94081	923.9355	SFXN1|94081	388.4365
SFXN2|118980	380.9293	SFXN2|118980	401.0586
SFXN3|81855	1068.0577	SFXN3|81855	990.6352
SFXN4|119559	271.7457	SFXN4|119559	336.3192
SFXN5|94097	1020.5022	SFXN5|94097	486.1564
lowly_expressed	lowly_expressed	SGCA|6442	6.9218
SGCB|6443	2227.8297	SGCB|6443	1101.7915
SGCD|6444	274.172	SGCD|6444	326.9544
SGCE|8910	1050.5884	SGCE|8910	1177.1173
lowly_expressed	lowly_expressed	SGCG|6445	5.7003
SGEF|26084	601.7227	SGEF|26084	719.0554
SGIP1|84251	79.5827	SGIP1|84251	60.6678
SGK196|84197	26.6893	SGK196|84197	23.6156
SGK1|6446	814.7519	lowly_expressed	lowly_expressed
SGK223|157285	670.1444	SGK223|157285	1146.987
SGK269|79834	904.0398	SGK269|79834	1559.8534
SGK2|10110	61.1671	SGK2|10110	47.6384
SGK3|23678	2470.7073	SGK3|23678	1049.9756
SGK494|124923	36.8798	SGK494|124923	31.759
SGMS1|259230	396.4576	SGMS1|259230	665.7166
SGMS2|166929	194.5893	SGMS2|166929	515.0651
SGOL1|151648	243.6006	SGOL1|151648	13.8436
SGOL2|151246	592.5027	SGOL2|151246	124.5928
SGPL1|8879	5153.4635	SGPL1|8879	1721.9055
SGPP1|81537	211.5735	SGPP1|81537	451.9544
SGPP2|130367	46.585	SGPP2|130367	28.9088
SGSH|6448	940.4343	SGSH|6448	1077.7687
SGSM1|129049	151.4012	SGSM1|129049	155.9446
SGSM2|9905	956.9332	SGSM2|9905	2305.7818
SGSM3|27352	607.0605	SGSM3|27352	1503.2573
SGTA|6449	2733.4708	SGTA|6449	1536.2378
SGTB|54557	162.7951	SGTB|54557	215.5578
SH2B1|25970	499.81800000000004	SH2B1|25970	1150.6515
SH2B2|10603	32.9977	SH2B2|10603	23.6156
SH2B3|10019	651.7045	SH2B3|10019	787.0521
SH2D1A|4068	147.0338	SH2D1A|4068	39.9023
SH2D1B|117157	7.2789	SH2D1B|117157	6.9218
SH2D2A|9047	178.0905	SH2D2A|9047	42.7524
SH2D3A|10045	45.6145	SH2D3A|10045	393.3225
SH2D3C|10044	251.3648	SH2D3C|10044	607.4919
SH2D4A|63898	195.5599	SH2D4A|63898	125.0
SH2D4B|387694	8.2494	lowly_expressed	lowly_expressed
SH3BGRL2|83699	347.9316	SH3BGRL2|83699	1454.8046
SH3BGRL3|83442	3413.8057	SH3BGRL3|83442	2070.4397
SH3BGRL|6451	17754.2157	SH3BGRL|6451	4142.101
SH3BGR|6450	106.272	SH3BGR|6450	255.7003
SH3BP1|23616	691.4618	SH3BP1|23616	310.908
SH3BP2|6452	1509.1593	SH3BP2|6452	1518.7296
SH3BP4|23677	1315.0552	SH3BP4|23677	3346.9055
SH3BP5L|80851	591.5322	SH3BP5L|80851	581.4332
SH3BP5|9467	1199.6069	SH3BP5|9467	2066.4862
SH3D19|152503	578.9154	SH3D19|152503	2024.43
lowly_expressed	lowly_expressed	SH3D20|201175	15.4723
SH3GL1|6455	2185.1268	SH3GL1|6455	1508.1433
SH3GL2|6456	107.7278	lowly_expressed	lowly_expressed
SH3GL3|6457	11.6462	lowly_expressed	lowly_expressed
SH3GLB1|51100	1985.1996	SH3GLB1|51100	2964.9837
SH3GLB2|56904	1613.9755	SH3GLB2|56904	1508.1433
SH3KBP1|30011	598.3259	SH3KBP1|30011	749.1857
SH3PXD2A|9644	1327.672	SH3PXD2A|9644	1656.3518
SH3PXD2B|285590	1363.5812	SH3PXD2B|285590	2142.101
SH3RF1|57630	640.0582	SH3RF1|57630	1016.6938
SH3RF2|153769	12.6168	SH3RF2|153769	274.0228
SH3RF3|344558	67.9364	SH3RF3|344558	173.0456
SH3TC1|54436	271.7457	SH3TC1|54436	484.5277
SH3TC2|79628	14.5578	SH3TC2|79628	141.2866
SH3YL1|26751	801.1646	SH3YL1|26751	1125.0
lowly_expressed	lowly_expressed	SHANK1|50944	9.3648
SHANK2|22941	233.4102	SHANK2|22941	1165.3094
SHANK3|85358	319.3012	SHANK3|85358	1188.5179
SHARPIN|81858	1487.8078	SHARPIN|81858	723.9414
SHB|6461	460.9972	SHB|6461	593.241
SHC1|6464	2443.2852	SHC1|6464	3984.1205
SHC2|25759	155.2833	SHC2|25759	282.9805
SHC3|53358	20.3809	SHC3|53358	5.7003
SHC4|399694	9.2199	SHC4|399694	382.329
SHCBP1|79801	189.2515	SHCBP1|79801	48.0456
SHE|126669	124.2266	SHE|126669	526.0586
SHFM1|7979	975.8583	SHFM1|7979	953.5831
SHF|90525	69.8775	SHF|90525	186.4821
SHISA2|387914	1402.8873	SHISA2|387914	260.5863
lowly_expressed	lowly_expressed	SHISA3|152573	19.544
SHISA4|149345	86.3763	SHISA4|149345	234.5277
SHISA5|51246	3647.7011	SHISA5|51246	3373.7785
lowly_expressed	lowly_expressed	SHISA6|388336	33.7948
SHISA9|729993	209.1472	SHISA9|729993	26.0586
SHKBP1|92799	1362.1254	SHKBP1|92799	821.2541
SHMT1|6470	783.8214	SHMT1|6470	846.8322
SHMT2|6472	1869.7076	SHMT2|6472	1105.4560000000001
SHOC2|8036	1029.2369	SHOC2|8036	1320.8469
SHOX2|6474	68.907	SHOX2|6474	54.9674
lowly_expressed	lowly_expressed	SHOX|6473	9.3648
SHPK|23729	230.8334	SHPK|23729	415.3094
SHPRH|257218	290.9911	SHPRH|257218	634.1164
SHQ1|55164	274.6573	SHQ1|55164	461.3192
SHROOM1|134549	532.8157	SHROOM1|134549	212.5407
SHROOM2|357	387.7229	SHROOM2|357	289.0879
SHROOM3|57619	1032.6337	SHROOM3|57619	4882.7362
SHROOM4|57477	149.9454	SHROOM4|57477	767.1010000000001
SIAE|54414	328.5212	SIAE|54414	957.0033
SIAH1|6477	460.0364	SIAH1|6477	551.7997
SIAH2|6478	1451.4133	SIAH2|6478	956.0261
lowly_expressed	lowly_expressed	SIAH3|283514	6.1075
SIDT1|54847	740.0218	SIDT1|54847	682.4104
SIDT2|51092	768.6182	SIDT2|51092	1731.7142
SIGIRR|59307	286.7888	SIGIRR|59307	568.8111
SIGLEC10|89790	298.435	SIGLEC10|89790	379.88599999999997
SIGLEC11|114132	5.3379	SIGLEC11|114132	17.101
SIGLEC14|100049587	79.0974	SIGLEC14|100049587	66.3681
SIGLEC16|400709	12.6168	SIGLEC16|400709	10.5863
SIGLEC1|6614	550.7704	SIGLEC1|6614	853.013
SIGLEC5|8778	53.8639	SIGLEC5|8778	38.6808
SIGLEC7|27036	49.9818	SIGLEC7|27036	46.4169
SIGLEC8|27181	168.3853	SIGLEC8|27181	98.5342
SIGLEC9|27180	58.7165	SIGLEC9|27180	43.5668
lowly_expressed	lowly_expressed	SIGLECP3|284367	8.9577
SIGMAR1|10280	1897.3675	SIGMAR1|10280	1028.0945
SIK1|150094	2099.721	SIK1|150094	3126.6287
SIK2|23235	437.7047	SIK2|23235	1245.9283
SIK3|23387	513.4053	SIK3|23387	1848.9414
SIKE1|80143	915.686	SIKE1|80143	600.57
SIL1|64374	518.2579	SIL1|64374	901.4658
SILV|6490	20.8662	SILV|6490	60.2606
SIM2|6493	120.8298	SIM2|6493	36.645
SIN3A|25942	2952.8084	SIN3A|25942	2234.9349
SIN3B|23309	963.7268	SIN3B|23309	1332.2476
SIP1|8487	142.6665	SIP1|8487	130.2932
SIPA1L1|26037	834.1623	SIPA1L1|26037	1361.5635
SIPA1L2|57568	1876.5013	SIPA1L2|57568	1147.3941
SIPA1L3|23094	3137.6926	SIPA1L3|23094	1580.6189
SIPA1|6494	688.0989999999999	SIPA1|6494	776.0586
SIRPA|140885	1050.1031	SIRPA|140885	2581.4332
SIRPB1|10326	104.8162	SIRPB1|10326	164.9023
SIRPB2|284759	83.4648	SIRPB2|284759	46.4169
SIRPG|55423	119.8593	SIRPG|55423	41.9381
SIRT1|23411	761.3733	SIRT1|23411	749.5928
SIRT2|22933	740.9924	SIRT2|22933	1093.6482
SIRT3|23410	262.8655	SIRT3|23410	838.5546
SIRT4|23409	5.8231	SIRT4|23409	18.3225
SIRT5|23408	148.0044	SIRT5|23408	343.6482
SIRT6|51548	344.0495	SIRT6|51548	232.899
SIRT7|51547	454.2036	SIRT7|51547	296.8241
SIT1|27240	89.2879	SIT1|27240	38.6808
SIVA1|10572	1283.9985	SIVA1|10572	762.215
SIX1|6495	393.546	SIX1|6495	13.4365
SIX2|10736	395.9723	SIX2|10736	10.1792
SIX3|6496	35.424	lowly_expressed	lowly_expressed
SIX4|51804	262.5258	SIX4|51804	96.0912
SIX5|147912	636.1761	SIX5|147912	694.2182
SKA1|220134	680.8201	SKA1|220134	21.5798
SKA2|348235	1935.2178	SKA2|348235	344.8697
SKA3|221150	307.4366	SKA3|221150	31.3925
SKAP1|8631	311.0518	SKAP1|8631	135.9935
SKAP2|8935	378.0177	SKAP2|8935	1157.1661
SKIL|6498	670.1444	SKIL|6498	476.3844
SKIV2L2|23517	916.2732	SKIV2L2|23517	1495.2565
SKIV2L|6499	773.9901	SKIV2L|6499	1033.1922
SKI|6497	1692.1024	SKI|6497	2678.7459
SKP1|6500	8745.845	SKP1|6500	5412.4593
SKP2|6502	413.4417	SKP2|6502	92.4267
SLA2|84174	128.594	SLA2|84174	51.7101
SLAIN1|122060	183.4284	SLAIN1|122060	190.1466
SLAIN2|57606	1073.3956	SLAIN2|57606	1343.6482
SLAMF1|6504	87.8321	SLAMF1|6504	44.3811
SLAMF6|114836	322.2128	SLAMF6|114836	162.8664
SLAMF7|57823	735.1692	SLAMF7|57823	360.342
SLAMF8|56833	1108.9894	SLAMF8|56833	569.3363
lowly_expressed	lowly_expressed	SLAMF9|89886	7.7362
SLA|6503	1204.4159	SLA|6503	818.8111
SLBP|7884	2364.1878	SLBP|7884	743.0782
SLC10A3|8273	787.0921	SLC10A3|8273	583.8762
SLC10A6|345274	13.5873	SLC10A6|345274	33.7948
SLC10A7|84068	176.6347	SLC10A7|84068	254.0717
SLC11A1|6556	58.7165	SLC11A1|6556	28.5016
SLC11A2|4891	949.169	SLC11A2|4891	1622.9642
lowly_expressed	lowly_expressed	SLC12A1|6557	26.873
SLC12A2|6558	860.8516	SLC12A2|6558	2832.6547
SLC12A4|6560	676.8749	SLC12A4|6560	1533.5831
SLC12A5|57468	10.6757	lowly_expressed	lowly_expressed
SLC12A6|9990	436.3072	SLC12A6|9990	551.8078
SLC12A7|10723	3531.7239	SLC12A7|10723	2005.7003
SLC12A8|84561	171.2969	SLC12A8|84561	226.3844
SLC12A9|56996	428.4848	SLC12A9|56996	805.7818
SLC13A2|9058	156.7391	SLC13A2|9058	491.8567
SLC13A3|64849	189.7367	SLC13A3|64849	89.5765
lowly_expressed	lowly_expressed	SLC13A5|284111	6.9218
SLC14A1|6563	11.161	SLC14A1|6563	25.2443
SLC14A2|8170	11.161	lowly_expressed	lowly_expressed
SLC15A2|6565	20.8662	SLC15A2|6565	184.8534
SLC15A3|51296	936.067	SLC15A3|51296	499.5928
SLC15A4|121260	314.9339	SLC15A4|121260	685.2606
SLC16A10|117247	63.5691	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC16A11|162515	48.4528
SLC16A12|387700	6.3084	SLC16A12|387700	25.6515
SLC16A13|201232	45.1292	SLC16A13|201232	69.2182
SLC16A14|151473	472.6435	SLC16A14|151473	211.3192
SLC16A1|6566	1187.4318	SLC16A1|6566	508.5505
SLC16A2|6567	588.6206	SLC16A2|6567	608.3062
SLC16A3|9123	488.1718	SLC16A3|9123	316.3681
SLC16A4|9122	39.7913	SLC16A4|9122	463.7622
SLC16A5|9121	120.3445	SLC16A5|9121	260.1792
SLC16A6|9120	279.9951	SLC16A6|9120	88.355
SLC16A7|9194	20.3809	SLC16A7|9194	52.9316
SLC16A8|23539	8.7347	SLC16A8|23539	5.7003
SLC16A9|220963	68.4217	SLC16A9|220963	147.3941
SLC17A5|26503	287.7593	SLC17A5|26503	629.4788
SLC17A7|57030	8.2494	SLC17A7|57030	44.3811
SLC17A8|246213	5.3379	lowly_expressed	lowly_expressed
SLC17A9|63910	190.7073	SLC17A9|63910	58.2248
SLC19A1|6573	455.6593	SLC19A1|6573	158.3876
SLC19A2|10560	834.1623	SLC19A2|10560	906.7589999999999
SLC19A3|80704	64.5396	SLC19A3|80704	262.215
SLC1A1|6505	2741.7202	SLC1A1|6505	378.2573
SLC1A2|6506	1157.3456	SLC1A2|6506	188.9251
SLC1A3|6507	579.4007	SLC1A3|6507	442.9967
SLC1A4|6509	3266.7718	SLC1A4|6509	1019.9511
SLC1A5|6510	6556.8361	SLC1A5|6510	3975.9772
lowly_expressed	lowly_expressed	SLC1A7|6512	24.0228
SLC20A1|6574	2930.4865	SLC20A1|6574	880.2932
SLC20A2|6575	423.6322	SLC20A2|6575	1292.3453
lowly_expressed	lowly_expressed	SLC22A11|55867	10.1792
SLC22A15|55356	173.2379	SLC22A15|55356	62.2964
SLC22A17|51310	1055.9262	SLC22A17|51310	1315.9609
SLC22A18AS|5003	6.3084	SLC22A18AS|5003	7.7362
SLC22A18|5002	75.7006	SLC22A18|5002	186.4821
SLC22A20|440044	9.7052	lowly_expressed	lowly_expressed
SLC22A23|63027	440.8589	SLC22A23|63027	711.5961
SLC22A3|6581	16.0136	SLC22A3|6581	63.5179
SLC22A4|6583	245.0564	SLC22A4|6583	112.3168
SLC22A5|6584	1063.6904	SLC22A5|6584	512.6221
lowly_expressed	lowly_expressed	SLC23A1|9963	8.5505
SLC23A2|9962	485.7455	SLC23A2|9962	921.8241
SLC23A3|151295	22.6714	SLC23A3|151295	10.5537
SLC24A1|9187	191.6778	SLC24A1|9187	445.0326
SLC24A2|25769	6.3084	lowly_expressed	lowly_expressed
SLC24A3|57419	255.7321	SLC24A3|57419	480.8632
SLC24A4|123041	7.2789	SLC24A4|123041	5.7003
SLC24A5|283652	10.8553	SLC24A5|283652	8.0334
SLC24A6|80024	766.7111	SLC24A6|80024	670.1954
SLC25A10|1468	950.6248	SLC25A10|1468	501.2215
SLC25A11|8402	605.6048	SLC25A11|8402	865.6352
SLC25A12|8604	438.19	SLC25A12|8604	639.658
SLC25A13|10165	349.8726	SLC25A13|10165	510.1792
SLC25A14|9016	208.1766	SLC25A14|9016	154.316
SLC25A15|10166	605.6533	SLC25A15|10166	328.69300000000004
SLC25A16|8034	133.9318	SLC25A16|8034	200.7329
SLC25A17|10478	837.0739	SLC25A17|10478	531.3518
SLC25A18|83733	28.1451	SLC25A18|83733	24.43
SLC25A19|60386	490.5981	SLC25A19|60386	116.8567
SLC25A1|6576	1637.2679999999998	SLC25A1|6576	993.8925
SLC25A20|788	190.222	SLC25A20|788	403.9088
SLC25A21|89874	69.6979	SLC25A21|89874	13.9984
SLC25A22|79751	206.7209	SLC25A22|79751	397.3941
SLC25A23|79085	1016.1349	SLC25A23|79085	901.4658
SLC25A24|29957	1347.0824	SLC25A24|29957	1109.1205
SLC25A25|114789	999.6361	SLC25A25|114789	1672.6384
SLC25A26|115286	122.601	SLC25A26|115286	400.5293
SLC25A27|9481	51.4376	SLC25A27|9481	253.2573
SLC25A28|81894	544.9472	SLC25A28|81894	603.013
SLC25A29|123096	947.2280000000001	SLC25A29|123096	841.2052
SLC25A30|253512	287.2741	SLC25A30|253512	548.4528
SLC25A32|81034	664.0835	SLC25A32|81034	543.408
SLC25A33|84275	174.2084	SLC25A33|84275	263.4365
SLC25A34|284723	12.6168	SLC25A34|284723	14.658
SLC25A35|399512	129.3413	SLC25A35|399512	208.2044
SLC25A36|55186	1566.9053	SLC25A36|55186	1440.9609
SLC25A37|51312	183.9136	SLC25A37|51312	792.7524
SLC25A38|54977	641.0288	SLC25A38|54977	765.0651
SLC25A39|51629	2759.1896	SLC25A39|51629	1558.6319
SLC25A3|5250	4643.4551	SLC25A3|5250	5135.9935
SLC25A40|55972	150.4307	SLC25A40|55972	199.5114
SLC25A42|284439	194.5893	SLC25A42|284439	265.8795
SLC25A43|203427	485.2602	SLC25A43|203427	358.7134
SLC25A44|9673	869.5863	SLC25A44|9673	682.4104
SLC25A45|283130	160.1359	SLC25A45|283130	157.1661
SLC25A46|91137	764.7701	SLC25A46|91137	486.1564
SLC25A4|291	430.4258	SLC25A4|291	674.2671
SLC25A5|292	5365.036999999999	SLC25A5|292	3376.2215
SLC25A6|293	10199.1993	SLC25A6|293	9280.1303
SLC26A10|65012	64.3552	SLC26A10|65012	34.8697
SLC26A11|284129	544.462	SLC26A11|284129	458.4691
SLC26A1|10861	47.1721	SLC26A1|10861	43.6401
SLC26A2|1836	473.1287	SLC26A2|1836	1019.9511
lowly_expressed	lowly_expressed	SLC26A3|1811	46.8241
lowly_expressed	lowly_expressed	SLC26A4|5172	29.7231
SLC26A6|65010	176.0718	SLC26A6|65010	154.9756
SLC26A7|115111	16.0136	SLC26A7|115111	15.0651
SLC26A8|116369	6.3084	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC26A9|115019	5.2932
SLC27A1|376497	359.0926	SLC27A1|376497	1269.5439999999999
SLC27A2|11001	382.8703	SLC27A2|11001	50.0814
SLC27A3|11000	307.1697	SLC27A3|11000	696.6612
SLC27A4|10999	807.9583	SLC27A4|10999	572.4756
SLC27A5|10998	59.653	SLC27A5|10998	120.8184
SLC27A6|28965	12.6168	SLC27A6|28965	658.7948
lowly_expressed	lowly_expressed	SLC28A3|64078	163.2736
SLC29A1|2030	1431.0324	SLC29A1|2030	2509.772
SLC29A2|3177	513.2161	SLC29A2|3177	272.4552
SLC29A3|55315	903.5545	SLC29A3|55315	209.2834
SLC29A4|222962	85.4058	SLC29A4|222962	66.7752
SLC2A10|81031	480.4076	SLC2A10|81031	804.5603
SLC2A11|66035	74.7301	SLC2A11|66035	173.4528
SLC2A12|154091	36.3945	SLC2A12|154091	227.6059
SLC2A13|114134	169.3558	SLC2A13|114134	144.9511
SLC2A14|144195	10.6757	SLC2A14|144195	74.1042
SLC2A1|6513	1622.2249	SLC2A1|6513	1335.5049
SLC2A3|6515	516.3169	SLC2A3|6515	3748.7785
SLC2A4RG|56731	1677.0593	SLC2A4RG|56731	924.2671
SLC2A4|6517	13.5873	SLC2A4|6517	66.3681
SLC2A5|6518	47.0702	SLC2A5|6518	56.5961
SLC2A6|11182	85.8911	SLC2A6|11182	44.3811
SLC2A8|29988	451.7773	SLC2A8|29988	290.3094
SLC2A9|56606	84.9205	SLC2A9|56606	184.8534
SLC30A1|7779	288.2446	SLC30A1|7779	321.6612
SLC30A2|7780	5.8231	SLC30A2|7780	19.544
SLC30A3|7781	6.3084	lowly_expressed	lowly_expressed
SLC30A4|7782	32.5124	SLC30A4|7782	88.355
SLC30A5|64924	859.3959	SLC30A5|64924	1099.7557
SLC30A6|55676	306.6845	SLC30A6|55676	274.43
SLC30A7|148867	1251.0008	SLC30A7|148867	785.8306
SLC30A8|169026	25.7188	lowly_expressed	lowly_expressed
SLC30A9|10463	1758.5829999999999	SLC30A9|10463	1250.4072
SLC31A1|1317	947.2280000000001	SLC31A1|1317	1248.7785
SLC31A2|1318	481.8634	SLC31A2|1318	466.2052
SLC33A1|9197	1034.5748	SLC33A1|9197	666.1238
SLC34A2|10568	9.2199	SLC34A2|10568	2046.4169
SLC35A1|10559	981.6814	SLC35A1|10559	701.9055
SLC35A2|7355	997.695	SLC35A2|7355	567.5896
SLC35A3|23443	735.6545	SLC35A3|23443	393.3225
SLC35A4|113829	2075.458	SLC35A4|113829	2057.0033
SLC35A5|55032	763.3143	SLC35A5|55032	746.7427
SLC35B1|10237	1320.3931	SLC35B1|10237	617.6709999999999
SLC35B2|347734	1248.0893	SLC35B2|347734	1257.329
SLC35B3|51000	267.8636	SLC35B3|51000	472.7199
SLC35B4|84912	219.8229	SLC35B4|84912	349.7557
SLC35C1|55343	770.5932	SLC35C1|55343	439.3322
SLC35C2|51006	928.7881	SLC35C2|51006	1010.5863
SLC35D1|23169	854.5432	SLC35D1|23169	526.4658
SLC35D2|11046	368.3125	SLC35D2|11046	456.8404
SLC35E1|79939	2492.7818	SLC35E1|79939	1873.7785
SLC35E2|728661	3522.5864	SLC35E2|728661	2657.8827
SLC35E2|9906	124.6294	SLC35E2|9906	55.0651
SLC35E3|55508	204.2946	SLC35E3|55508	221.0912
SLC35E4|339665	59.357	SLC35E4|339665	70.0936
SLC35F1|222553	5.8231	SLC35F1|222553	23.6156
SLC35F2|54733	349.3874	SLC35F2|54733	247.9642
SLC35F3|148641	57.2607	SLC35F3|148641	255.7003
SLC35F5|80255	842.8969999999999	SLC35F5|80255	738.1922
SLC36A1|206358	252.3353	SLC36A1|206358	205.6189
SLC36A4|120103	525.5368	SLC36A4|120103	121.3355
SLC37A1|54020	678.8789999999999	SLC37A1|54020	438.1107
SLC37A2|219855	272.231	SLC37A2|219855	173.8599
SLC37A3|84255	463.4235	SLC37A3|84255	824.5114
SLC37A4|2542	391.605	SLC37A4|2542	479.6417
SLC38A10|124565	3209.5111	SLC38A10|124565	3096.9055
SLC38A1|81539	6783.9379	SLC38A1|81539	5228.8274
SLC38A2|54407	6452.5052	SLC38A2|54407	4012.215
SLC38A3|10991	124.7119	SLC38A3|10991	199.1042
SLC38A4|55089	32.5124	SLC38A4|55089	9.3648
SLC38A5|92745	80.5532	SLC38A5|92745	78.9902
SLC38A6|145389	148.9749	SLC38A6|145389	131.1075
SLC38A7|55238	132.476	SLC38A7|55238	205.2117
SLC38A9|153129	111.1246	SLC38A9|153129	179.5603
SLC39A10|57181	763.7996	SLC39A10|57181	742.2638
SLC39A11|201266	2610.7	SLC39A11|201266	763.4365
SLC39A13|91252	664.3212	SLC39A13|91252	933.6319
SLC39A14|23516	766.2259	SLC39A14|23516	2384.3648
SLC39A1|27173	2337.4985	SLC39A1|27173	2870.9283
lowly_expressed	lowly_expressed	SLC39A2|29986	7.7362
SLC39A3|29985	745.3597	SLC39A3|29985	378.2573
SLC39A4|55630	9.2199	SLC39A4|55630	64.7394
SLC39A6|25800	38468.5187	SLC39A6|25800	13839.5765
SLC39A7|7922	2078.8548	SLC39A7|7922	3058.6319
SLC39A8|64116	349.8726	SLC39A8|64116	729.2345
SLC39A9|55334	2043.9160000000002	SLC39A9|55334	2191.7752
lowly_expressed	lowly_expressed	SLC3A1|6519	5.7003
SLC3A2|6520	3489.0209999999997	SLC3A2|6520	3733.7134
SLC40A1|30061	5156.3751	SLC40A1|30061	4096.0912
SLC41A1|254428	1069.9988	SLC41A1|254428	631.1075
SLC41A2|84102	109.6688	SLC41A2|84102	274.43
SLC41A3|54946	700.2305	SLC41A3|54946	1144.9511
SLC43A1|8501	171.2969	SLC43A1|8501	176.3029
SLC43A2|124935	745.845	SLC43A2|124935	831.4332
SLC43A3|29015	2374.3394	SLC43A3|29015	1736.5635
SLC44A1|23446	1442.6786	SLC44A1|23446	2462.1336
SLC44A2|57153	5531.4813	SLC44A2|57153	5771.5798
SLC44A3|126969	88.3174	SLC44A3|126969	243.0782
SLC44A4|80736	306.6845	SLC44A4|80736	742.2638
SLC44A5|204962	68.4217	SLC44A5|204962	31.759
SLC45A1|50651	36.3945	SLC45A1|50651	54.1531
SLC45A2|51151	7.2789	lowly_expressed	lowly_expressed
SLC45A3|85414	71.3333	SLC45A3|85414	119.2997
SLC45A4|57210	769.1374	SLC45A4|57210	372.1498
SLC46A1|113235	664.6124	SLC46A1|113235	1158.7785
lowly_expressed	lowly_expressed	SLC46A2|57864	18.7296
SLC46A3|283537	338.7116	SLC46A3|283537	452.3616
SLC47A1|55244	82.9795	SLC47A1|55244	70.0326
lowly_expressed	lowly_expressed	SLC47A2|146802	7.7362
SLC48A1|55652	665.7769999999999	SLC48A1|55652	776.873
SLC4A10|57282	22.322	SLC4A10|57282	18.7296
SLC4A11|83959	12.6168	SLC4A11|83959	164.9023
SLC4A1AP|22950	774.9606	SLC4A1AP|22950	720.684
SLC4A2|6522	2145.3403	SLC4A2|6522	1735.4316
SLC4A3|6508	481.3781	SLC4A3|6508	360.342
SLC4A4|8671	18.9251	SLC4A4|8671	18.3225
SLC4A5|57835	382.3851	SLC4A5|57835	170.6107
SLC4A7|9497	2138.5418	SLC4A7|9497	2016.6938
SLC4A8|9498	375.5914	SLC4A8|9498	198.2899
SLC5A1|6523	96.5668	SLC5A1|6523	1042.7524
SLC5A3|6526	975.6836	SLC5A3|6526	721.3884
lowly_expressed	lowly_expressed	SLC5A4|6527	7.329
SLC5A6|8884	1120.8735	SLC5A6|8884	1765.5049
SLC5A8|160728	195.5599	lowly_expressed	lowly_expressed
SLC5A9|200010	15.5283	SLC5A9|200010	21.5798
SLC6A11|6538	241.6596	lowly_expressed	lowly_expressed
SLC6A12|6539	66.9659	SLC6A12|6539	11.8078
lowly_expressed	lowly_expressed	SLC6A14|11254	627.0358
lowly_expressed	lowly_expressed	SLC6A15|55117	9.772
lowly_expressed	lowly_expressed	SLC6A16|28968	16.6938
SLC6A17|388662	5.8231	SLC6A17|388662	15.4723
SLC6A1|6529	12.1315	SLC6A1|6529	9.3648
SLC6A20|54716	16.0136	SLC6A20|54716	13.8436
lowly_expressed	lowly_expressed	SLC6A2|6530	13.0293
SLC6A4|6532	28.1451	lowly_expressed	lowly_expressed
SLC6A6|6533	1552.8327	SLC6A6|6533	920.6026
SLC6A8|6535	745.3597	SLC6A8|6535	571.6612
SLC6A9|6536	122.6204	SLC6A9|6536	272.8746
SLC7A10|56301	5.3961	SLC7A10|56301	11.6002
SLC7A11|23657	288.7298	SLC7A11|23657	40.7166
lowly_expressed	lowly_expressed	SLC7A14|57709	7.7362
SLC7A1|6541	2662.6228	SLC7A1|6541	1316.7752
SLC7A2|6542	4206.2356	SLC7A2|6542	3806.5961
lowly_expressed	lowly_expressed	SLC7A3|84889	45.6026
lowly_expressed	lowly_expressed	SLC7A4|6545	28.5016
SLC7A5|8140	1364.5517	SLC7A5|8140	592.8339
SLC7A6OS|84138	154.3855	SLC7A6OS|84138	158.4528
SLC7A6|9057	700.1577	SLC7A6|9057	633.8925
SLC7A7|9056	579.886	SLC7A7|9056	385.9935
SLC7A8|23428	2373.4077	SLC7A8|23428	1597.7199
SLC7A9|11136	10.6757	lowly_expressed	lowly_expressed
SLC8A1|6546	424.1174	SLC8A1|6546	270.3583
SLC8A2|6543	9.7052	lowly_expressed	lowly_expressed
SLC9A1|6548	1139.8763	SLC9A1|6548	1644.9511
SLC9A2|6549	14.0725	SLC9A2|6549	50.8958
SLC9A3R1|9368	6477.7387	SLC9A3R1|9368	3699.5114
SLC9A3R2|9351	665.7769999999999	SLC9A3R2|9351	1521.1726
SLC9A5|6553	22.8072	SLC9A5|6553	22.3941
SLC9A6|10479	269.8047	SLC9A6|10479	354.6417
SLC9A7|84679	122.2856	SLC9A7|84679	171.0098
SLC9A8|23315	529.9042	SLC9A8|23315	734.9349
SLC9A9|285195	107.2425	SLC9A9|285195	222.3127
lowly_expressed	lowly_expressed	SLCO1A2|6579	43.1596
lowly_expressed	lowly_expressed	SLCO1C1|53919	13.8436
SLCO2A1|6578	426.5437	SLCO2A1|6578	806.5961
SLCO2B1|11309	1207.8127	SLCO2B1|11309	2331.8404
SLCO3A1|28232	388.2082	SLCO3A1|28232	705.6189
SLCO4A1|28231	34.4438	SLCO4A1|28231	194.0513
SLCO4C1|353189	99.9636	SLCO4C1|353189	11.4007
SLCO5A1|81796	15.5283	lowly_expressed	lowly_expressed
SLFN11|91607	1726.5559	SLFN11|91607	858.3062
SLFN12L|342615	36.8798	SLFN12L|342615	19.9511
SLFN12|55106	62.1133	SLFN12|55106	150.6515
SLFN13|146857	117.43299999999999	SLFN13|146857	613.5993
