gene_id	TCGA-E9-A1NF-01A-11R-A14D-07	gene_id	TCGA-E9-A1NF-11A-73R-A14D-07
SHFM1|7979	2734.7982	SHFM1|7979	953.6697
SHF|90525	138.0711	SHF|90525	56.422
SHISA2|387914	370.2534	SHISA2|387914	10.5505
removed	removed	SHISA3|152573	65.5963
SHISA4|149345	401.2111	SHISA4|149345	185.7798
SHISA5|51246	4248.627	SHISA5|51246	2716.9725
SHISA6|388336	21.0512	SHISA6|388336	13.7615
SHISA9|729993	43.9599	removed	removed
SHKBP1|92799	751.6516	SHKBP1|92799	761.0092
SHMT1|6470	340.4784	SHMT1|6470	1172.3578
SHMT2|6472	2429.5559	SHMT2|6472	669.7248
SHOC2|8036	1396.1897	SHOC2|8036	1609.1743
SHOX2|6474	193.7948	SHOX2|6474	183.0275
SHPK|23729	383.2185	SHPK|23729	477.8807
SHPRH|257218	297.0448	SHPRH|257218	701.3119
SHQ1|55164	408.6409	SHQ1|55164	291.2844
SHROOM1|134549	256.9484	SHROOM1|134549	219.2661
SHROOM2|357	392.5429	SHROOM2|357	35.3211
SHROOM3|57619	2124.9327	SHROOM3|57619	70.6422
SHROOM4|57477	377.6833	SHROOM4|57477	1003.211
SIAE|54414	798.7072	SIAE|54414	1065.8991
SIAH1|6477	496.9135	SIAH1|6477	618.6743
SIAH2|6478	2612.206	SIAH2|6478	483.945
SIDT1|54847	1105.807	SIDT1|54847	157.3394
SIDT2|51092	1083.889	SIDT2|51092	2966.2339
SIGIRR|59307	406.7834	SIGIRR|59307	322.0183
SIGLEC10|89790	199.9864	SIGLEC10|89790	35.3211
SIGLEC11|114132	11.7639	SIGLEC11|114132	105.5046
SIGLEC12|89858	22.9087	SIGLEC12|89858	13.7615
SIGLEC14|100049587	41.4832	SIGLEC14|100049587	29.3578
SIGLEC15|284266	24.147	removed	removed
SIGLEC16|400709	11.7639	SIGLEC16|400709	49.5413
SIGLEC1|6614	806.7562	SIGLEC1|6614	3499.5413
SIGLEC5|8778	30.3385	SIGLEC5|8778	42.2018
SIGLEC6|946	6.1915	SIGLEC6|946	43.578
SIGLEC7|27036	59.4387	SIGLEC7|27036	59.633
SIGLEC8|27181	70.5834	SIGLEC8|27181	18.3486
SIGLEC9|27180	71.2026	SIGLEC9|27180	182.5688
SIGLECP3|284367	6.1915	SIGLECP3|284367	27.0642
SIGMAR1|10280	1178.8671	SIGMAR1|10280	949.0826
SIK1|150094	971.4509	SIK1|150094	1493.1193
SIK2|23235	346.1065	SIK2|23235	7104.1284
SIK3|23387	764.0346	SIK3|23387	1248.6239
SIKE1|80143	838.3330000000001	SIKE1|80143	814.2202
SIL1|64374	1526.2118	SIL1|64374	785.7798
SILV|6490	71.8217	SILV|6490	6.8807
SIM1|6492	46.4365	SIM1|6492	142.2018
SIM2|6493	351.6788	SIM2|6493	24.3119
SIN3A|25942	1893.3695	SIN3A|25942	1540.8257
SIN3B|23309	1147.2903	SIN3B|23309	1114.6789
SIP1|8487	183.8884	SIP1|8487	99.0826
SIPA1L1|26037	1359.6597	SIPA1L1|26037	785.3211
SIPA1L2|57568	664.9702	SIPA1L2|57568	1115.5963
SIPA1L3|23094	610.4847	SIPA1L3|23094	407.7982
SIPA1|6494	666.8276	SIPA1|6494	706.8807
SIRPA|140885	1367.7087	SIRPA|140885	4563.3028
SIRPB1|10326	141.786	SIRPB1|10326	331.6514
SIRPB2|284759	52.628	SIRPB2|284759	170.6422
SIRPG|55423	27.2427	removed	removed
SIRT1|23411	535.5672	SIRT1|23411	902.7523
SIRT2|22933	905.2015	SIRT2|22933	1513.7615
SIRT3|23410	499.0434	SIRT3|23410	445.1927
SIRT4|23409	14.2405	SIRT4|23409	15.1376
SIRT5|23408	262.5208	SIRT5|23408	349.0826
SIRT6|51548	338.0575	SIRT6|51548	120.6422
SIRT7|51547	294.7168	SIRT7|51547	144.9541
SIT1|27240	23.5278	SIT1|27240	20.1835
SIVA1|10572	1362.7555	SIVA1|10572	622.4771
SIX1|6495	184.5076	SIX1|6495	281.1927
SIX2|10736	85.4431	SIX2|10736	113.3028
SIX3|6496	8.049	SIX3|6496	6.8807
SIX4|51804	171.5053	SIX4|51804	56.422
SIX5|147912	482.9392	SIX5|147912	427.9817
SKA1|220134	79.8707	SKA1|220134	12.844000000000001
SKA2|348235	707.6917	SKA2|348235	496.789
SKA3|221150	172.8984	SKA3|221150	7.343999999999999
SKAP1|8631	146.7392	SKAP1|8631	25.6881
SKAP2|8935	1047.6067	SKAP2|8935	2057.3394
SKIL|6498	1539.214	SKIL|6498	758.7156
SKIV2L2|23517	1334.2744	SKIV2L2|23517	1540.4587
SKIV2L|6499	730.7428	SKIV2L|6499	790.133
SKI|6497	2410.9813	SKI|6497	4014.6789
SKP1|6500	6519.6798	SKP1|6500	4326.1468
SKP2|6502	150.4541	SKP2|6502	158.2569
SLA2|84174	37.7683	SLA2|84174	16.5138
SLAIN1|122060	5.5724	SLAIN1|122060	27.0642
SLAIN2|57606	1287.838	SLAIN2|57606	2177.5229
SLAMF1|6504	22.9087	SLAMF1|6504	10.5505
SLAMF6|114836	47.0556	SLAMF6|114836	65.5963
SLAMF7|57823	117.639	SLAMF7|57823	104.1284
SLAMF8|56833	566.3825	SLAMF8|56833	310.1835
SLAMF9|89886	11.1448	SLAMF9|89886	35.7798
SLA|6503	419.7856	SLA|6503	633.0275
SLBP|7884	890.3418	SLBP|7884	664.6789
SLC10A3|8273	887.2461	SLC10A3|8273	586.2385
SLC10A6|345274	6.1915	SLC10A6|345274	69.7248
SLC10A7|84068	224.1333	SLC10A7|84068	219.7248
SLC11A1|6556	242.7079	SLC11A1|6556	284.4037
SLC11A2|4891	853.8118	SLC11A2|4891	875.6881
SLC12A1|6557	20.432000000000002	removed	removed
SLC12A2|6558	611.1039	SLC12A2|6558	744.0367
SLC12A4|6560	1352.849	SLC12A4|6560	2381.0459
SLC12A6|9990	328.7949	SLC12A6|9990	1308.7706
SLC12A7|10723	996.217	SLC12A7|10723	1240.367
SLC12A8|84561	533.7098	SLC12A8|84561	24.3119
SLC12A9|56996	584.4803	SLC12A9|56996	521.5596
SLC13A2|9058	6.1915	removed	removed
SLC13A3|64849	107.1134	SLC13A3|64849	55.5046
removed	removed	SLC13A4|26266	5.0459
removed	removed	SLC13A5|284111	11.9266
SLC14A1|6563	16.7171	SLC14A1|6563	33.945
removed	removed	SLC14A2|8170	85.3211
SLC15A1|6564	11.7639	removed	removed
SLC15A2|6565	30.3385	SLC15A2|6565	27.0642
SLC15A3|51296	884.1503	SLC15A3|51296	1057.3394
SLC15A4|121260	790.0391	SLC15A4|121260	792.6606
SLC16A10|117247	15.4788	SLC16A10|117247	27.0642
removed	removed	SLC16A11|162515	5.9633
SLC16A12|387700	15.4788	SLC16A12|387700	5.5046
SLC16A13|201232	41.4832	SLC16A13|201232	24.7706
SLC16A14|151473	45.8173	SLC16A14|151473	212.84400000000002
SLC16A1|6566	780.1326	SLC16A1|6566	943.1193
SLC16A2|6567	525.6608	SLC16A2|6567	1203.211
SLC16A3|9123	2260.5271	SLC16A3|9123	239.4495
SLC16A4|9122	343.0107	SLC16A4|9122	124.7706
SLC16A5|9121	219.1801	SLC16A5|9121	145.8716
SLC16A6|9120	173.982	SLC16A6|9120	15.5963
SLC16A7|9194	35.9109	SLC16A7|9194	533.0275
SLC16A8|23539	8.049	SLC16A8|23539	5.0459
SLC16A9|220963	10.5256	SLC16A9|220963	11.4679
SLC17A5|26503	793.7539999999999	SLC17A5|26503	1005.5046
SLC17A7|57030	16.098	SLC17A7|57030	385.3211
SLC17A9|63910	102.7794	SLC17A9|63910	81.6514
SLC18A2|6571	6.1915	SLC18A2|6571	24.3119
SLC19A1|6573	174.6011	SLC19A1|6573	288.9908
SLC19A2|10560	777.0369	SLC19A2|10560	583.945
SLC19A3|80704	8.049	SLC19A3|80704	6482.1101
SLC1A1|6505	1002.4085	SLC1A1|6505	276.1468
SLC1A2|6506	87.3006	SLC1A2|6506	52.7523
SLC1A3|6507	698.4044	SLC1A3|6507	2194.4954
SLC1A4|6509	2879.68	SLC1A4|6509	559.1743
SLC1A5|6510	2531.7161	SLC1A5|6510	2389.9083
SLC1A7|6512	14.8597	SLC1A7|6512	186.6697
SLC20A1|6574	1885.9397	SLC20A1|6574	614.2202
SLC20A2|6575	933.6825	SLC20A2|6575	596.789
removed	removed	SLC22A12|116085	27.9817
SLC22A15|55356	177.0777	SLC22A15|55356	38.0734
SLC22A17|51310	469.3179	SLC22A17|51310	119.7248
SLC22A18AS|5003	27.2427	SLC22A18AS|5003	5.5046
SLC22A18|5002	553.5227	SLC22A18|5002	115.5963
SLC22A23|63027	461.2689	SLC22A23|63027	813.1193
SLC22A3|6581	17.3363	SLC22A3|6581	647.7064
SLC22A4|6583	59.3582	SLC22A4|6583	22.9358
SLC22A5|6584	385.1131	SLC22A5|6584	189.9083
SLC23A2|9962	389.4472	SLC23A2|9962	1225.6881
SLC23A3|151295	10.7423	SLC23A3|151295	5.9633
SLC24A1|9187	410.4984	SLC24A1|9187	324.4587
SLC24A2|25769	63.7727	removed	removed
SLC24A3|57419	503.3713	SLC24A3|57419	683.4862
removed	removed	SLC24A4|123041	77.5229
SLC24A5|283652	21.5775	removed	removed
SLC24A6|80024	658.7787	SLC24A6|80024	884.8624
SLC25A10|1468	1116.9518	SLC25A10|1468	371.5596
SLC25A11|8402	677.3532	SLC25A11|8402	713.3028
SLC25A12|8604	599.9591	SLC25A12|8604	499.5413
SLC25A13|10165	596.2442	SLC25A13|10165	337.156
SLC25A14|9016	166.5521	SLC25A14|9016	83.0275
SLC25A15|10166	361.22	SLC25A15|10166	84.2477
SLC25A16|8034	237.7547	SLC25A16|8034	604.1284
SLC25A17|10478	519.4693	SLC25A17|10478	314.2202
SLC25A18|83733	20.432000000000002	SLC25A18|83733	122.4771
SLC25A19|60386	241.4696	SLC25A19|60386	182.1101
SLC25A1|6576	1660.568	SLC25A1|6576	1512.3853
SLC25A20|788	307.719	SLC25A20|788	924.7706
SLC25A21|89874	7.3184	SLC25A21|89874	9.0275
SLC25A22|79751	412.3558	SLC25A22|79751	114.2202
SLC25A23|79085	1603.6059	SLC25A23|79085	1401.8349
SLC25A24|29957	1118.1901	SLC25A24|29957	1250.9174
SLC25A25|114789	434.0262	SLC25A25|114789	1091.7431
SLC25A26|115286	244.231	SLC25A26|115286	384.656
SLC25A27|9481	22.9087	SLC25A27|9481	130.7339
SLC25A28|81894	601.8166	SLC25A28|81894	566.5138
SLC25A29|123096	450.1241	SLC25A29|123096	171.5596
SLC25A30|253512	390.6855	SLC25A30|253512	693.1193
SLC25A32|81034	838.0234	SLC25A32|81034	561.8945
SLC25A33|84275	309.5764	SLC25A33|84275	278.8991
SLC25A34|284723	14.8597	SLC25A34|284723	40.367
SLC25A35|399512	104.5873	SLC25A35|399512	132.3761
SLC25A36|55186	1838.2649	SLC25A36|55186	1410.0917
SLC25A37|51312	460.0306	SLC25A37|51312	516.055
SLC25A38|54977	695.3087	SLC25A38|54977	376.6055
SLC25A39|51629	2208.5183	SLC25A39|51629	992.2018
SLC25A3|5250	7787.0857	SLC25A3|5250	6063.3028
SLC25A40|55972	137.4519	SLC25A40|55972	125.2294
SLC25A42|284439	251.9952	SLC25A42|284439	272.9358
SLC25A43|203427	673.6383	SLC25A43|203427	810.5505
SLC25A44|9673	663.1127	SLC25A44|9673	733.4862
SLC25A45|283130	289.1444	SLC25A45|283130	169.2661
SLC25A46|91137	541.1396	SLC25A46|91137	1024.3119
SLC25A4|291	297.1934	SLC25A4|291	587.6147
SLC25A5|292	3978.0572	SLC25A5|292	2427.9817
SLC25A6|293	12354.5765	SLC25A6|293	6557.7982
SLC26A10|65012	12.705	SLC26A10|65012	6.6972
SLC26A11|284129	265.6166	SLC26A11|284129	248.1651
SLC26A1|10861	162.2181	SLC26A1|10861	21.1468
SLC26A2|1836	1339.2277	SLC26A2|1836	1023.8532
SLC26A3|1811	24.147	removed	removed
SLC26A4|5172	29.7193	SLC26A4|5172	39.4495
SLC26A5|375611	9.9064	removed	removed
SLC26A6|65010	169.6479	SLC26A6|65010	104.5046
SLC26A7|115111	6.8107	SLC26A7|115111	100.9174
SLC26A8|116369	8.6681	removed	removed
SLC27A1|376497	595.6251	SLC27A1|376497	1135.3211
SLC27A2|11001	326.9127	SLC27A2|11001	60.0917
SLC27A3|11000	424.1197	SLC27A3|11000	960.5505
SLC27A4|10999	727.5046	SLC27A4|10999	555.0459
SLC27A5|10998	79.7283	SLC27A5|10998	46.0413
SLC28A1|9154	8.049	SLC28A1|9154	5.9633
SLC29A1|2030	1676.0468	SLC29A1|2030	5457.7982
SLC29A2|3177	233.1358	SLC29A2|3177	94.945
SLC29A3|55315	403.6877	SLC29A3|55315	354.1284
SLC29A4|222962	52.0088	SLC29A4|222962	1559.1743
SLC2A10|81031	1765.2048	SLC2A10|81031	511.0092
SLC2A11|66035	177.6969	SLC2A11|66035	124.7706
SLC2A12|154091	141.1669	SLC2A12|154091	40.367
SLC2A13|114134	204.9396	SLC2A13|114134	273.3945
SLC2A14|144195	17.9554	SLC2A14|144195	21.1009
SLC2A1|6513	1812.2605	SLC2A1|6513	143.1193
SLC2A3|6515	905.2015	SLC2A3|6515	1207.7982
SLC2A4RG|56731	1580.6973	SLC2A4RG|56731	1026.1468
SLC2A4|6517	6.8107	SLC2A4|6517	543.1193
SLC2A5|6518	130.0221	SLC2A5|6518	24.7706
SLC2A6|11182	81.7282	SLC2A6|11182	55.5046
SLC2A8|29988	272.4273	SLC2A8|29988	272.4771
SLC2A9|56606	40.2449	SLC2A9|56606	77.0642
SLC30A1|7779	286.6678	SLC30A1|7779	435.7798
SLC30A2|7780	6.1915	removed	removed
SLC30A4|7782	148.5967	SLC30A4|7782	266.055
SLC30A5|64924	1192.4884	SLC30A5|64924	1156.8807
SLC30A6|55676	251.9952	SLC30A6|55676	405.5046
SLC30A7|148867	1084.7558	SLC30A7|148867	672.0183
SLC30A8|169026	8.6681	removed	removed
SLC30A9|10463	944.8273	SLC30A9|10463	959.633
SLC31A1|1317	1115.7135	SLC31A1|1317	1116.9725
SLC31A2|1318	646.3956	SLC31A2|1318	1266.9725
SLC33A1|9197	828.4265	SLC33A1|9197	479.3578
SLC34A3|142680	23.5278	removed	removed
SLC35A1|10559	461.2689	SLC35A1|10559	451.2156
SLC35A2|7355	793.7539999999999	SLC35A2|7355	306.422
SLC35A3|23443	414.8324	SLC35A3|23443	325.2294
SLC35A4|113829	2120.5986	SLC35A4|113829	1989.4495
SLC35A5|55032	838.3330000000001	SLC35A5|55032	866.5138
SLC35B1|10237	1099.6155	SLC35B1|10237	436.6972
SLC35B2|347734	1036.4619	SLC35B2|347734	631.1927
SLC35B3|51000	566.5249	SLC35B3|51000	534.8624
SLC35B4|84912	353.5363	SLC35B4|84912	750.9174
SLC35C1|55343	712.0258	SLC35C1|55343	1503.211
SLC35C2|51006	1313.8424	SLC35C2|51006	624.7706
SLC35D1|23169	564.0483	SLC35D1|23169	472.4771
SLC35D2|11046	344.8682	SLC35D2|11046	265.1376
SLC35E1|79939	1897.7036	SLC35E1|79939	1672.4771
SLC35E2|728661	1587.0684	SLC35E2|728661	1785.8028
SLC35E2|9906	22.7291	SLC35E2|9906	51.3532
SLC35E3|55508	222.895	SLC35E3|55508	214.6789
SLC35E4|339665	63.8285	SLC35E4|339665	71.5642
SLC35F1|222553	31.5768	SLC35F1|222553	15.1376
SLC35F2|54733	178.31599999999997	SLC35F2|54733	105.5046
SLC35F3|148641	92.8729	removed	removed
SLC35F5|80255	1203.014	SLC35F5|80255	737.1560000000001
SLC36A1|206358	465.603	SLC36A1|206358	762.8439999999999
SLC36A4|120103	188.2225	SLC36A4|120103	162.3853
SLC37A1|54020	767.7496	SLC37A1|54020	133.0275
SLC37A2|219855	263.7591	SLC37A2|219855	1470.1835
SLC37A3|84255	807.3753	SLC37A3|84255	1385.3211
SLC37A4|2542	433.407	SLC37A4|2542	293.578
SLC38A10|124565	4052.3556	SLC38A10|124565	3025.2294
removed	removed	SLC38A11|151258	5.5046
SLC38A1|81539	8509.6371	SLC38A1|81539	485.3211
SLC38A2|54407	5737.6897	SLC38A2|54407	4697.7064
SLC38A3|10991	108.9709	SLC38A3|10991	14.2202
SLC38A4|55089	175.2203	SLC38A4|55089	9.1743
SLC38A5|92745	845.7628	SLC38A5|92745	44.4954
SLC38A6|145389	347.3448	SLC38A6|145389	264.2202
SLC38A7|55238	290.3827	SLC38A7|55238	341.2844
SLC38A9|153129	221.0376	SLC38A9|153129	225.2294
SLC39A10|57181	1156.5776	SLC39A10|57181	736.6972
SLC39A11|201266	1068.6579	SLC39A11|201266	353.211
SLC39A13|91252	1357.8023	SLC39A13|91252	841.2844
SLC39A14|23516	1614.1315	SLC39A14|23516	2102.7523
SLC39A1|27173	2830.7669	SLC39A1|27173	2724.3119
SLC39A3|29985	572.7164	SLC39A3|29985	351.3761
SLC39A4|55630	533.7098	SLC39A4|55630	42.6606
SLC39A6|25800	4980.4657	SLC39A6|25800	1771.1009
SLC39A7|7922	3655.4786	SLC39A7|7922	2816.5138
SLC39A8|64116	455.0774	SLC39A8|64116	319.2661
SLC39A9|55334	3116.1964	SLC39A9|55334	1828.4404
SLC3A1|6519	5.7705	removed	removed
SLC3A2|6520	3748.9707	SLC3A2|6520	2194.4954
SLC40A1|30061	15574.1714	SLC40A1|30061	5663.7615
SLC41A1|254428	398.7345	SLC41A1|254428	943.1193
SLC41A2|84102	374.5875	SLC41A2|84102	507.3394
SLC41A3|54946	729.3621	SLC41A3|54946	795.8716
SLC43A1|8501	342.3915	SLC43A1|8501	345.4128
SLC43A2|124935	357.2512	SLC43A2|124935	835.7798
SLC43A3|29015	1355.2204	SLC43A3|29015	2376.3257
SLC44A1|23446	4545.8204	SLC44A1|23446	1562.3853
SLC44A2|57153	4249.8653	SLC44A2|57153	3652.2936
SLC44A3|126969	238.3739	SLC44A3|126969	23.3945
SLC44A4|80736	858.1459	SLC44A4|80736	11.0092
removed	removed	SLC44A5|204962	7.7982
SLC45A1|50651	30.3385	SLC45A1|50651	54.1284
SLC45A3|85414	69.3451	SLC45A3|85414	67.4312
SLC45A4|57210	237.7547	SLC45A4|57210	228.8991
SLC46A1|113235	395.5396	SLC46A1|113235	1111.289
SLC46A2|57864	12.3831	SLC46A2|57864	6.8807
SLC46A3|283537	868.6715	SLC46A3|283537	636.6972
SLC47A1|55244	38.3875	SLC47A1|55244	78.8991
SLC48A1|55652	805.5179	SLC48A1|55652	1130.7339
SLC4A11|83959	52.0088	SLC4A11|83959	16.9725
SLC4A1AP|22950	569.0015	SLC4A1AP|22950	605.9633
SLC4A2|6522	1194.6121	SLC4A2|6522	1692.1193
SLC4A3|6508	188.8416	SLC4A3|6508	31.1927
SLC4A4|8671	21.0512	SLC4A4|8671	616.5138
SLC4A5|57835	291.1876	SLC4A5|57835	71.078
SLC4A7|9497	481.7009	SLC4A7|9497	678.8991
SLC4A8|9498	56.9621	SLC4A8|9498	47.2477
SLC5A11|115584	5.5724	removed	removed
SLC5A1|6523	423.5006	removed	removed
SLC5A3|6526	2007.5041	SLC5A3|6526	1805.6835
removed	removed	SLC5A4|6527	34.8624
SLC5A6|8884	965.6742	SLC5A6|8884	823.2936
SLC5A7|60482	15.4788	removed	removed
SLC5A9|200010	5.5724	SLC5A9|200010	8.7156
SLC6A12|6539	26.6236	SLC6A12|6539	55.9633
removed	removed	SLC6A15|55117	19.2661
removed	removed	SLC6A16|28968	55.0459
SLC6A17|388662	183.2693	SLC6A17|388662	13.3028
SLC6A1|6529	142.4052	SLC6A1|6529	24.3119
SLC6A20|54716	51.3897	removed	removed
removed	removed	SLC6A2|6530	57.7982
removed	removed	SLC6A4|6532	11.9266
SLC6A6|6533	2048.7769	SLC6A6|6533	1501.3761
SLC6A8|6535	1090.3282	SLC6A8|6535	768.3486
SLC6A9|6536	191.9374	SLC6A9|6536	54.3073
removed	removed	SLC7A10|56301	785.711
SLC7A11|23657	153.5499	SLC7A11|23657	16.9725
SLC7A13|157724	11.1448	removed	removed
SLC7A1|6541	1000.551	SLC7A1|6541	858.7156
SLC7A2|6542	844.5245	SLC7A2|6542	987.1560000000001
removed	removed	SLC7A4|6545	38.0734
SLC7A5|8140	2412.2196	SLC7A5|8140	73.3945
SLC7A6OS|84138	144.145	SLC7A6OS|84138	232.3303
SLC7A6|9057	762.2948	SLC7A6|9057	1847.0275
SLC7A7|9056	458.7923	SLC7A7|9056	800.4587
SLC7A8|23428	3747.1132	SLC7A8|23428	1286.2385
SLC8A1|6546	175.2203	SLC8A1|6546	537.6147
removed	removed	SLC8A3|6547	16.9725
SLC9A1|6548	1966.4295	SLC9A1|6548	783.4862
SLC9A2|6549	111.4475	removed	removed
SLC9A3R1|9368	6678.8021	SLC9A3R1|9368	518.8073
SLC9A3R2|9351	1992.434	SLC9A3R2|9351	1617.4312
SLC9A5|6553	58.2004	SLC9A5|6553	17.4312
SLC9A6|10479	408.6409	SLC9A6|10479	664.2202
SLC9A7|84679	60.0578	SLC9A7|84679	18.8073
SLC9A8|23315	357.2512	SLC9A8|23315	666.055
SLC9A9|285195	159.1223	SLC9A9|285195	1005.5046
removed	removed	SLCO1C1|53919	29.8165
SLCO2A1|6578	739.2685	removed	removed
SLCO2B1|11309	1068.6579	SLCO2B1|11309	3688.9908
SLCO3A1|28232	372.73	SLCO3A1|28232	836.2385
SLCO4A1|28231	19.1937	SLCO4A1|28231	164.15599999999998
removed	removed	SLCO4C1|353189	7.7982
SLFN11|91607	1053.7982	SLFN11|91607	2066.5138
SLFN12L|342615	9.2873	SLFN12L|342615	25.2294
SLFN12|55106	144.8818	SLFN12|55106	172.9358
SLFN13|146857	168.4096	SLFN13|146857	126.1468
SLFN5|162394	772.7028	SLFN5|162394	1791.2844
SLFNL1|200172	7.4298	removed	removed
SLIT1|6585	7.4298	SLIT1|6585	43.578
SLIT2|9353	719.4556	SLIT2|9353	713.7615
SLIT3|6586	5704.2554	SLIT3|6586	7111.4679
removed	removed	SLITRK2|84631	38.0734
SLITRK4|139065	177.0777	SLITRK4|139065	162.3853
SLITRK6|84189	37.1492	removed	removed
SLK|9748	1700.1938	SLK|9748	3060.5505
SLMAP|7871	928.1102	SLMAP|7871	1230.2752
SLMO1|10650	88.5389	SLMO1|10650	29.8165
SLMO2|51012	1086.6133	SLMO2|51012	1018.8073
removed	removed	SLN|6588	8.2569
SLPI|6590	1256.8803	SLPI|6590	163.7615
SLTM|79811	1916.2781	SLTM|79811	1928.8991
SLU7|10569	1099.6155	SLU7|10569	1359.1743
SLURP1|57152	12.3831	removed	removed
SMAD1|4086	780.1326	SMAD1|4086	715.1376
SMAD2|4087	1985.0041	SMAD2|4087	2489.9083
SMAD3|4088	538.0438	SMAD3|4088	2495.4128
SMAD4|4089	1185.1701	SMAD4|4089	2042.3532
removed	removed	SMAD5OS|9597	9.633
SMAD5|4090	1504.5415	SMAD5|4090	1867.4312
SMAD6|4091	95.9687	SMAD6|4091	242.6606
SMAD7|4092	951.638	SMAD7|4092	1276.6055
SMAD9|4093	29.1002	SMAD9|4093	93.57799999999999
SMAGP|57228	117.0199	SMAGP|57228	91.2844
SMAP1|60682	801.5987	SMAP1|60682	901.9541
SMAP2|64744	1104.5687	SMAP2|64744	1723.3945
SMARCA1|6594	1614.7507	SMARCA1|6594	1320.6422
SMARCA2|6595	2622.7316	SMARCA2|6595	4267.8899
SMARCA4|6597	3142.2008	SMARCA4|6597	1430.2752
SMARCA5|8467	2417.1728	SMARCA5|8467	1945.7752
SMARCAD1|56916	689.1171	SMARCAD1|56916	753.211
SMARCAL1|50485	822.8542	SMARCAL1|50485	524.3119
SMARCB1|6598	2129.2667	SMARCB1|6598	850.0
SMARCC1|6599	2106.3581	SMARCC1|6599	1500.4587
SMARCC2|6601	2451.8454	SMARCC2|6601	3566.5138
SMARCD1|6602	1383.8067	SMARCD1|6602	1192.2018
SMARCD2|6603	2900.1121	SMARCD2|6603	1574.7706
SMARCD3|6604	339.2958	SMARCD3|6604	238.9908
SMARCE1|6605	2320.585	SMARCE1|6605	2763.7615
SMC1A|8243	2446.2729999999997	SMC1A|8243	2794.4954
SMC1B|27127	78.6324	removed	removed
SMC2|10592	499.6564	SMC2|10592	609.1743
SMC3|9126	1515.6862	SMC3|9126	1750.4587
SMC4|10051	1841.9798	SMC4|10051	519.2661
SMC5|23137	512.6586	SMC5|23137	924.7706
SMC6|79677	684.7831	SMC6|79677	661.9266
SMCHD1|23347	1502.684	SMCHD1|23347	1712.844
SMCR7L|54471	625.3444	SMCR7L|54471	1161.4679
SMCR7|125170	295.3359	SMCR7|125170	139.9083
SMCR8|140775	558.5316	SMCR8|140775	1129.0183
SMEK1|55671	1968.9061	SMEK1|55671	1342.6606
SMEK2|57223	2189.3246	SMEK2|57223	2497.7064
SMG1|23049	2683.4086	SMG1|23049	3928.4404
SMG5|23381	1316.9382	SMG5|23381	1840.8257
SMG6|23293	848.8586	SMG6|23293	1577.9817
SMG7|9887	2148.4605	SMG7|9887	1666.9725
SMN1|6606	11.1138	removed	removed
SMN2|6607	1722.5143	SMN2|6607	915.2018
SMNDC1|10285	667.4468	SMNDC1|10285	531.6514
SMOC1|64093	83.5856	SMOC1|64093	148.6239
SMOC2|64094	7801.3262	SMOC2|64094	2362.844
SMOX|54498	185.7459	SMOX|54498	61.4679
SMO|6608	399.3536	SMO|6608	210.0917
SMPD1|6609	1349.7533	SMPD1|6609	801.8349
SMPD2|6610	283.572	SMPD2|6610	107.3394
SMPD3|55512	183.8884	SMPD3|55512	21.1009
SMPD4|55627	1256.2612	SMPD4|55627	1082.1101
SMPDL3A|10924	252.6144	SMPDL3A|10924	303.211
SMPDL3B|27293	121.9731	removed	removed
SMS|6611	1655.6148	SMS|6611	879.3578
SMTN|6525	1376.3768	SMTN|6525	1431.6514
SMU1|55234	1379.4726	SMU1|55234	1541.2844
SMUG1|23583	807.9945	SMUG1|23583	302.7523
SMURF1|57154	887.0356	SMURF1|57154	1224.1009
SMURF2|64750	488.5116	SMURF2|64750	926.1468
SMYD2|56950	528.7566	SMYD2|56950	588.5321
SMYD3|64754	294.7168	SMYD3|64754	83.4862
SMYD4|114826	178.31599999999997	SMYD4|114826	499.0826
SMYD5|10322	775.1794	SMYD5|10322	544.4954
SNAI1|6615	196.2715	SNAI1|6615	157.7982
SNAI2|6591	1782.5411	SNAI2|6591	324.3119
SNAI3|333929	13.0022	SNAI3|333929	10.5505
SNAP23|8773	1799.2583	SNAP23|8773	1494.0367
SNAP25|6616	17.9554	removed	removed
SNAP29|9342	1104.5687	SNAP29|9342	1230.7339
SNAP47|116841	617.9208	SNAP47|116841	340.7661
SNAPC1|6617	346.1065	SNAPC1|6617	194.4954
SNAPC2|6618	936.7783	SNAPC2|6618	268.8073
SNAPC3|6619	426.5963	SNAPC3|6619	476.1468
SNAPC4|6621	309.5764	SNAPC4|6621	234.4037
SNAPC5|10302	95.2505	SNAPC5|10302	84.9312
SNAPIN|23557	516.3735	SNAPIN|23557	627.5229
SNCAIP|9627	47.6748	SNCAIP|9627	273.3945
SNCA|6622	24.147	SNCA|6622	207.7982
SNCG|6623	1046.9875	SNCG|6623	3677.5229
SND1|27044	6062.1258	SND1|27044	3683.4862
SNED1|25992	1057.5131	SNED1|25992	1891.2844
SNF8|11267	946.6847	SNF8|11267	759.633
SNHG10|283596	87.3006	SNHG10|283596	30.7339
SNHG11|128439	214.9637	SNHG11|128439	85.9174
SNHG12|85028	189.4608	SNHG12|85028	106.8807
SNHG1|23642	581.3845	SNHG1|23642	201.8349
SNHG3-RCC1|751867	130.0407	SNHG3-RCC1|751867	137.0321
SNHG3|8420	45.8173	SNHG3|8420	20.1835
