gene_id	TCGA-E9-A1RH-01A-21R-A169-07	gene_id	TCGA-E9-A1RH-11A-34R-A169-07
SLC13A3|64849	252.7952	SLC13A3|64849	49.8325
SLC14A1|6563	5.7093	SLC14A1|6563	153.2663
lowly_expressed	lowly_expressed	SLC14A2|8170	125.6281
SLC15A2|6565	390.1356	SLC15A2|6565	48.995
SLC15A3|51296	286.4166	SLC15A3|51296	462.3116
SLC15A4|121260	799.6194	SLC15A4|121260	694.3049
SLC16A10|117247	45.04	SLC16A10|117247	25.1256
lowly_expressed	lowly_expressed	SLC16A11|162515	10.8878
lowly_expressed	lowly_expressed	SLC16A12|387700	25.9631
SLC16A13|201232	101.4987	SLC16A13|201232	22.1943
SLC16A14|151473	153.5168	SLC16A14|151473	232.8308
SLC16A1|6566	6882.88	SLC16A1|6566	896.5662
SLC16A2|6567	610.8953	SLC16A2|6567	1561.139
SLC16A3|9123	844.6594	SLC16A3|9123	90.87100000000001
SLC16A4|9122	82.1505	SLC16A4|9122	247.9062
SLC16A5|9121	29.1809	SLC16A5|9121	105.5276
SLC16A6|9120	29.1809	SLC16A6|9120	19.262999999999998
SLC16A7|9194	29.4981	SLC16A7|9194	1251.2563
lowly_expressed	lowly_expressed	SLC16A8|23539	5.0251
SLC16A9|220963	120.5297	SLC16A9|220963	62.8141
SLC17A5|26503	667.3539	SLC17A5|26503	792.7136
SLC17A7|57030	32.3527	SLC17A7|57030	198.4925
SLC17A9|63910	48.2119	SLC17A9|63910	21.7755
SLC18A2|6571	13.6389	SLC18A2|6571	38.525999999999996
SLC18A3|6572	5.3921	lowly_expressed	lowly_expressed
SLC19A1|6573	170.0103	SLC19A1|6573	322.0268
SLC19A2|10560	276.9011	SLC19A2|10560	481.1558
lowly_expressed	lowly_expressed	SLC19A3|80704	11064.9079
SLC1A1|6505	62.4851	SLC1A1|6505	149.0787
SLC1A2|6506	6.3437	SLC1A2|6506	72.0268
SLC1A3|6507	740.6233	SLC1A3|6507	2784.3384
SLC1A4|6509	1638.5695	SLC1A4|6509	635.2596
SLC1A5|6510	3180.7152	SLC1A5|6510	4969.4305
SLC1A6|6511	676.8694	lowly_expressed	lowly_expressed
SLC1A7|6512	216.6331	SLC1A7|6512	231.5745
SLC20A1|6574	2471.176	SLC20A1|6574	473.6181
SLC20A2|6575	758.3855	SLC20A2|6575	691.3735
lowly_expressed	lowly_expressed	SLC22A12|116085	10.469000000000001
SLC22A15|55356	105.3049	SLC22A15|55356	39.3635
SLC22A17|51310	261.9935	SLC22A17|51310	404.5226
SLC22A18AS|5003	29.4981	lowly_expressed	lowly_expressed
SLC22A18|5002	78.9787	SLC22A18|5002	171.6918
SLC22A23|63027	684.7546	SLC22A23|63027	637.6633
lowly_expressed	lowly_expressed	SLC22A25|387601	9.2127
SLC22A3|6581	46.9431	SLC22A3|6581	739.9497
SLC22A4|6583	170.9587	SLC22A4|6583	18.8442
SLC22A5|6584	603.9172	SLC22A5|6584	302.7638
SLC23A1|9963	118.3094	lowly_expressed	lowly_expressed
SLC23A2|9962	839.2673	SLC23A2|9962	1229.4807
lowly_expressed	lowly_expressed	SLC23A3|151295	6.4908
SLC24A1|9187	458.9644	SLC24A1|9187	390.3434
SLC24A2|25769	35.5245	lowly_expressed	lowly_expressed
SLC24A3|57419	227.4205	SLC24A3|57419	835.0084
lowly_expressed	lowly_expressed	SLC24A4|123041	18.0067
SLC24A6|80024	362.2235	SLC24A6|80024	782.2446
SLC25A10|1468	1012.681	SLC25A10|1468	989.5310000000001
SLC25A11|8402	798.0335	SLC25A11|8402	882.7471
SLC25A12|8604	454.5238	SLC25A12|8604	572.0268
SLC25A13|10165	770.1213	SLC25A13|10165	345.4774
SLC25A14|9016	110.3798	SLC25A14|9016	98.4087
SLC25A15|10166	447.3047	SLC25A15|10166	141.9682
SLC25A16|8034	837.6814	SLC25A16|8034	980.3183
SLC25A17|10478	1109.1904	SLC25A17|10478	379.8157
SLC25A18|83733	33.9386	SLC25A18|83733	212.3116
SLC25A19|60386	315.9147	SLC25A19|60386	126.0469
SLC25A1|6576	792.9585	SLC25A1|6576	2193.8861
SLC25A20|788	126.5562	SLC25A20|788	1090.4523
lowly_expressed	lowly_expressed	SLC25A21|89874	10.3183
SLC25A22|79751	113.8688	SLC25A22|79751	198.4925
SLC25A23|79085	772.6588	SLC25A23|79085	2201.4238
SLC25A24|29957	1934.1844	SLC25A24|29957	1303.6013
SLC25A25|114789	146.5387	SLC25A25|114789	484.0871
SLC25A26|115286	183.0814	SLC25A26|115286	430.7412
lowly_expressed	lowly_expressed	SLC25A27|9481	229.062
SLC25A28|81894	628.9747	SLC25A28|81894	589.196
SLC25A29|123096	337.8003	SLC25A29|123096	289.3635
SLC25A30|253512	471.6517	SLC25A30|253512	823.7018
SLC25A32|81034	804.0726	SLC25A32|81034	499.3007
SLC25A33|84275	287.6854	SLC25A33|84275	500.4188
lowly_expressed	lowly_expressed	SLC25A34|284723	110.5528
SLC25A35|399512	90.1086	SLC25A35|399512	144.6357
SLC25A36|55186	2245.3414	SLC25A36|55186	2013.8191
SLC25A37|51312	468.4799	SLC25A37|51312	412.8978
SLC25A38|54977	563.3177	SLC25A38|54977	795.2261
SLC25A39|51629	1859.0120000000002	SLC25A39|51629	1144.8911
SLC25A3|5250	6262.4693	SLC25A3|5250	8683.4171
SLC25A40|55972	286.7338	SLC25A40|55972	136.9347
SLC25A42|284439	121.1641	SLC25A42|284439	400.335
SLC25A43|203427	1048.6084	SLC25A43|203427	489.1122
SLC25A44|9673	858.2983	SLC25A44|9673	827.0519
SLC25A45|283130	50.7493	SLC25A45|283130	123.5343
SLC25A46|91137	813.5755	SLC25A46|91137	1020.5193
SLC25A4|291	957.8939	SLC25A4|291	744.1374
SLC25A5|292	6839.4259	SLC25A5|292	3693.8861
SLC25A6|293	4517.9605	SLC25A6|293	8619.3467
SLC26A10|65012	28.7336	SLC26A10|65012	7.6131
SLC26A11|284129	477.9954	SLC26A11|284129	167.0854
SLC26A1|10861	41.2338	SLC26A1|10861	20.9673
SLC26A2|1836	431.0523	SLC26A2|1836	742.0436
lowly_expressed	lowly_expressed	SLC26A4|5172	43.1323
SLC26A6|65010	212.4146	SLC26A6|65010	83.3333
lowly_expressed	lowly_expressed	SLC26A7|115111	41.0385
lowly_expressed	lowly_expressed	SLC26A8|116369	5.0251
SLC27A1|376497	663.5477	SLC27A1|376497	1148.66
SLC27A2|11001	103.0846	SLC27A2|11001	374.3719
SLC27A3|11000	245.1828	SLC27A3|11000	804.8576
SLC27A4|10999	277.8527	SLC27A4|10999	387.3534
SLC27A5|10998	8.307	SLC27A5|10998	58.6013
lowly_expressed	lowly_expressed	SLC27A6|28965	43.5511
SLC28A1|9154	21.5685	SLC28A1|9154	9.6315
SLC28A3|64078	51.0665	SLC28A3|64078	23.0318
SLC29A1|2030	488.1453	SLC29A1|2030	4362.6466
SLC29A2|3177	104.9179	SLC29A2|3177	215.1298
SLC29A3|55315	384.1091	SLC29A3|55315	186.3484
SLC29A4|222962	152.248	SLC29A4|222962	2100.0838
SLC2A10|81031	3582.9038	SLC2A10|81031	747.4874
SLC2A11|66035	155.4199	SLC2A11|66035	182.9983
SLC2A12|154091	15.542	SLC2A12|154091	107.6214
SLC2A13|114134	268.3372	SLC2A13|114134	353.8526
SLC2A14|144195	50.7493	SLC2A14|144195	8.794
SLC2A1|6513	5187.5347	SLC2A1|6513	414.5729
SLC2A3|6515	2675.1249	SLC2A3|6515	409.129
SLC2A4RG|56731	574.102	SLC2A4RG|56731	1571.1893
SLC2A4|6517	11.7358	SLC2A4|6517	2782.2446
SLC2A5|6518	636.9043	SLC2A5|6518	92.9648
SLC2A6|11182	114.5032	SLC2A6|11182	54.0201
SLC2A8|29988	414.8759	SLC2A8|29988	391.1223
SLC2A9|56606	19.3482	SLC2A9|56606	54.0201
SLC30A1|7779	242.6453	SLC30A1|7779	312.3953
SLC30A2|7780	26.3262	lowly_expressed	lowly_expressed
SLC30A3|7781	26.6434	lowly_expressed	lowly_expressed
SLC30A4|7782	143.3669	SLC30A4|7782	205.1926
SLC30A5|64924	1188.1691	SLC30A5|64924	1362.6466
SLC30A6|55676	1591.3092	SLC30A6|55676	375.6281
SLC30A7|148867	2299.8969	SLC30A7|148867	708.1239999999999
SLC30A8|169026	369.5187	lowly_expressed	lowly_expressed
SLC30A9|10463	2397.9066	SLC30A9|10463	1498.7437
SLC31A1|1317	2015.0662	SLC31A1|1317	962.7303
SLC31A2|1318	230.2752	SLC31A2|1318	518.8442
SLC33A1|9197	1488.2246	SLC33A1|9197	516.7504
SLC34A2|10568	26.3262	SLC34A2|10568	294.3886
SLC35A1|10559	900.6899	SLC35A1|10559	626.6499
SLC35A2|7355	1476.1716	SLC35A2|7355	283.5008
SLC35A3|23443	2005.8679	SLC35A3|23443	363.9028
SLC35A4|113829	1224.6452	SLC35A4|113829	1941.7923
SLC35A5|55032	855.1265	SLC35A5|55032	829.5645
SLC35B1|10237	943.3035	SLC35B1|10237	444.7236
SLC35B2|347734	1176.1161	SLC35B2|347734	706.0302
SLC35B3|51000	799.6194	SLC35B3|51000	601.34
SLC35B4|84912	204.5833	SLC35B4|84912	653.2663
SLC35C1|55343	459.9159	SLC35C1|55343	837.9397
SLC35C2|51006	1309.3331	SLC35C2|51006	645.7286
SLC35D1|23169	2394.7348	SLC35D1|23169	499.1625
SLC35D2|11046	121.7984	SLC35D2|11046	341.2898
SLC35E1|79939	5838.6837	SLC35E1|79939	2057.3702
SLC35E2|728661	1452.9316	SLC35E2|728661	2918.1156
SLC35E2|9906	37.8305	SLC35E2|9906	117.8978
SLC35E3|55508	240.1078	SLC35E3|55508	143.6348
SLC35E4|339665	82.8166	SLC35E4|339665	56.5369
SLC35F1|222553	6.0265	SLC35F1|222553	67.8392
SLC35F2|54733	944.8894	SLC35F2|54733	137.7722
lowly_expressed	lowly_expressed	SLC35F3|148641	35.5946
SLC35F5|80255	3361.827	SLC35F5|80255	821.1893
SLC36A1|206358	600.7454	SLC36A1|206358	399.0787
lowly_expressed	lowly_expressed	SLC36A2|153201	6.7002
SLC36A4|120103	298.1524	SLC36A4|120103	103.4338
SLC37A1|54020	363.4922	SLC37A1|54020	115.9966
SLC37A2|219855	203.6318	SLC37A2|219855	368.0905
SLC37A3|84255	772.0244	SLC37A3|84255	948.9112
SLC37A4|2542	485.925	SLC37A4|2542	346.3149
SLC38A10|124565	1953.5326	SLC38A10|124565	2067.0017
SLC38A1|81539	12471.0174	SLC38A1|81539	1681.7420000000002
SLC38A2|54407	10168.583	SLC38A2|54407	3328.7270000000003
SLC38A3|10991	233.1298	SLC38A3|10991	208.9615
SLC38A4|55089	98.9612	SLC38A4|55089	13.8191
SLC38A5|92745	503.6873	SLC38A5|92745	27.2194
SLC38A6|145389	118.9438	SLC38A6|145389	206.0302
SLC38A7|55238	232.8126	SLC38A7|55238	210.2178
SLC38A9|153129	126.8734	SLC38A9|153129	198.9112
SLC39A10|57181	556.0225	SLC39A10|57181	702.6801
SLC39A11|201266	2484.1805	SLC39A11|201266	511.3065
SLC39A13|91252	260.0904	SLC39A13|91252	592.1273
SLC39A14|23516	3414.1622	SLC39A14|23516	2298.995
SLC39A1|27173	2413.4486	SLC39A1|27173	2147.4037
SLC39A3|29985	267.0684	SLC39A3|29985	280.9883
SLC39A4|55630	66.6085	SLC39A4|55630	74.9581
SLC39A6|25800	3170.2482	SLC39A6|25800	3644.4724
SLC39A7|7922	5088.8907	SLC39A7|7922	2112.2278
SLC39A8|64116	323.2099	SLC39A8|64116	442.2111
SLC39A9|55334	3351.6771	SLC39A9|55334	2376.4657
SLC3A2|6520	4550.3132	SLC3A2|6520	2157.0352
SLC40A1|30061	586.7893	SLC40A1|30061	5263.4003
SLC41A1|254428	765.3636	SLC41A1|254428	1525.9631
SLC41A2|84102	1416.5411	SLC41A2|84102	359.2965
SLC41A3|54946	469.7486	SLC41A3|54946	1035.1759
SLC43A1|8501	79.2959	SLC43A1|8501	381.4908
SLC43A2|124935	537.9431	SLC43A2|124935	521.7755
SLC43A3|29015	1191.3409	SLC43A3|29015	1774.7069
SLC44A1|23446	3356.4349	SLC44A1|23446	2216.4992
SLC44A2|57153	3314.2495	SLC44A2|57153	4225.7119
SLC44A3|126969	162.7151	SLC44A3|126969	118.5092
SLC44A4|80736	15.8592	SLC44A4|80736	73.7018
SLC44A5|204962	7.6124	SLC44A5|204962	23.8693
SLC45A1|50651	30.1324	SLC45A1|50651	55.2764
SLC45A3|85414	107.9439	SLC45A3|85414	72.8643
SLC45A4|57210	274.3637	SLC45A4|57210	246.6499
SLC46A1|113235	381.0483	SLC46A1|113235	922.4958
SLC46A2|57864	16.1764	lowly_expressed	lowly_expressed
SLC46A3|283537	141.781	SLC46A3|283537	719.0117
SLC47A1|55244	74.5381	SLC47A1|55244	87.1022
lowly_expressed	lowly_expressed	SLC47A2|146802	6.2814
SLC48A1|55652	157.0058	SLC48A1|55652	1250.0
SLC4A11|83959	240.7422	SLC4A11|83959	66.5829
SLC4A1AP|22950	1575.6689	SLC4A1AP|22950	604.2714
SLC4A2|6522	1073.9196	SLC4A2|6522	1237.6173
SLC4A3|6508	53.604	SLC4A3|6508	79.5645
lowly_expressed	lowly_expressed	SLC4A4|8671	881.4908
SLC4A5|57835	369.9596	SLC4A5|57835	52.7638
SLC4A7|9497	703.1956	SLC4A7|9497	658.2915
SLC4A8|9498	204.2661	SLC4A8|9498	36.4322
lowly_expressed	lowly_expressed	SLC5A12|159963	5.4439
SLC5A1|6523	21.8857	SLC5A1|6523	129.8157
SLC5A3|6526	4547.7504	SLC5A3|6526	1868.5678
SLC5A5|6528	11.7358	lowly_expressed	lowly_expressed
SLC5A6|8884	2730.1499	SLC5A6|8884	1880.1759
lowly_expressed	lowly_expressed	SLC5A7|60482	5.4439
SLC5A8|160728	268.02	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC5A9|200010	5.4439
SLC6A10P|386757	6.3437	SLC6A10P|386757	7.5377
SLC6A11|6538	65.657	lowly_expressed	lowly_expressed
SLC6A12|6539	8.2468	SLC6A12|6539	8.3752
lowly_expressed	lowly_expressed	SLC6A14|11254	128.5595
lowly_expressed	lowly_expressed	SLC6A15|55117	17.1692
SLC6A16|28968	6.3437	SLC6A16|28968	75.3769
SLC6A17|388662	24.1059	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC6A20|54716	32.6633
SLC6A2|6530	5.7093	SLC6A2|6530	18.0067
SLC6A4|6532	5.0749	SLC6A4|6532	14.6566
SLC6A6|6533	1782.888	SLC6A6|6533	741.206
SLC6A8|6535	901.7524	SLC6A8|6535	1661.2228
SLC6A9|6536	124.6911	SLC6A9|6536	76.3861
lowly_expressed	lowly_expressed	SLC7A10|56301	2130.7454
SLC7A11|23657	92.9347	SLC7A11|23657	11.7253
lowly_expressed	lowly_expressed	SLC7A14|57709	6.2814
SLC7A1|6541	1940.8453	SLC7A1|6541	579.9832
SLC7A2|6542	69.146	SLC7A2|6542	1329.9832
lowly_expressed	lowly_expressed	SLC7A4|6545	61.5578
SLC7A5P2|387254	5.5412	lowly_expressed	lowly_expressed
SLC7A5|8140	2854.0163	SLC7A5|8140	109.2965
SLC7A6OS|84138	325.7125	SLC7A6OS|84138	258.7479
SLC7A6|9057	985.5237	SLC7A6|9057	2695.6072
SLC7A7|9056	184.6007	SLC7A7|9056	260.0503
SLC7A8|23428	1824.1218	SLC7A8|23428	884.4221
SLC8A1|6546	100.8643	SLC8A1|6546	329.5645
SLC8A2|6543	37.1105	lowly_expressed	lowly_expressed
SLC8A3|6547	9.5155	SLC8A3|6547	19.262999999999998
SLC9A1|6548	1911.0301	SLC9A1|6548	910.804
lowly_expressed	lowly_expressed	SLC9A2|6549	20.1005
SLC9A3R1|9368	11554.3573	SLC9A3R1|9368	813.6516
SLC9A3R2|9351	709.5393	SLC9A3R2|9351	1756.2814
SLC9A5|6553	27.9121	SLC9A5|6553	23.8693
SLC9A6|10479	393.9418	SLC9A6|10479	558.2077
SLC9A7|84679	166.5213	SLC9A7|84679	54.8576
SLC9A8|23315	184.6007	SLC9A8|23315	582.4958
SLC9A9|285195	37.4276	SLC9A9|285195	724.8744
lowly_expressed	lowly_expressed	SLCO1A2|6579	7.5377
lowly_expressed	lowly_expressed	SLCO1C1|53919	56.1139
SLCO2A1|6578	188.0898	SLCO2A1|6578	723.6181
SLCO2B1|11309	402.5057	SLCO2B1|11309	1157.0352
SLCO3A1|28232	63.1195	SLCO3A1|28232	706.0302
SLCO4A1|28231	293.7023	SLCO4A1|28231	112.2027
lowly_expressed	lowly_expressed	SLCO4C1|353189	20.5193
SLFN11|91607	563.6349	SLFN11|91607	1341.2898
lowly_expressed	lowly_expressed	SLFN12L|342615	20.938000000000002
SLFN12|55106	47.5775	SLFN12|55106	154.1039
SLFN13|146857	20.2997	SLFN13|146857	190.9548
SLFN5|162394	504.95599999999996	SLFN5|162394	1448.4925
lowly_expressed	lowly_expressed	SLIT1|6585	10.469000000000001
SLIT2|9353	169.3759	SLIT2|9353	1091.7085
SLIT3|6586	538.8946	SLIT3|6586	5617.6717
SLITRK1|114798	13.3217	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLITRK2|84631	24.7069
SLITRK4|139065	6.0265	SLITRK4|139065	125.2094
lowly_expressed	lowly_expressed	SLITRK5|26050	7.9564
SLITRK6|84189	328.9192	SLITRK6|84189	57.3702
SLK|9748	1776.2271	SLK|9748	2658.7102
SLMAP|7871	2109.5869	SLMAP|7871	1491.6248
SLMO1|10650	21.8857	SLMO1|10650	24.2881
SLMO2|51012	5673.1425	SLMO2|51012	1204.7739
SLPI|6590	16286.0994	SLPI|6590	448.0737
SLTM|79811	1899.9286	SLTM|79811	2043.9698
SLU7|10569	758.0684	SLU7|10569	1521.3568
SLURP1|57152	75.8068	lowly_expressed	lowly_expressed
SMAD1|4086	1376.8932	SMAD1|4086	759.6315
SMAD2|4087	1473.6341	SMAD2|4087	2613.0653
SMAD3|4088	261.0419	SMAD3|4088	1608.4589999999998
SMAD4|4089	1082.2298	SMAD4|4089	2310.1884
lowly_expressed	lowly_expressed	SMAD5OS|9597	5.4439
SMAD5|4090	1192.9268	SMAD5|4090	2394.4724
SMAD6|4091	102.1331	SMAD6|4091	255.4439
SMAD7|4092	450.7176	SMAD7|4092	925.0419
SMAD9|4093	17.7623	SMAD9|4093	62.8141
SMAGP|57228	211.5613	SMAGP|57228	173.3668
SMAP1|60682	1051.7421	SMAP1|60682	972.9229
SMAP2|64744	513.2028	SMAP2|64744	913.7353
SMARCA1|6594	1624.2962	SMARCA1|6594	1702.2613
SMARCA2|6595	2054.397	SMARCA2|6595	5801.0888
SMARCA4|6597	1142.4946	SMARCA4|6597	1163.3166
SMARCA5|8467	8935.653	SMARCA5|8467	1972.3618
SMARCAD1|56916	672.4288	SMARCAD1|56916	796.0637
SMARCAL1|50485	717.4689	SMARCAL1|50485	540.201
SMARCB1|6598	2264.0552	SMARCB1|6598	784.7571
SMARCC1|6599	2131.4725	SMARCC1|6599	1846.3149
SMARCC2|6601	2557.1327	SMARCC2|6601	3788.526
SMARCD1|6602	929.3474	SMARCD1|6602	1022.6131
SMARCD2|6603	3837.9193	SMARCD2|6603	2479.8995
SMARCD3|6604	392.3559	SMARCD3|6604	500.0
SMARCE1|6605	2577.1152	SMARCE1|6605	3213.9866
SMC1A|8243	4400.6026	SMC1A|8243	2129.397
SMC1B|27127	102.1331	lowly_expressed	lowly_expressed
SMC2|10592	2067.4015	SMC2|10592	541.876
SMC3|9126	1820.3156	SMC3|9126	1766.7504
SMC4|10051	7044.0092	SMC4|10051	642.7973
SMC5|23137	1767.346	SMC5|23137	824.9581
SMC6|79677	1949.4092	SMC6|79677	621.4405
SMCHD1|23347	2866.0693	SMCHD1|23347	1624.3719
SMCR7L|54471	1295.0599	SMCR7L|54471	1677.1357
SMCR7|125170	212.5129	SMCR7|125170	191.7923
SMCR8|140775	1705.4159	SMCR8|140775	999.2923
SMEK1|55671	3820.7914	SMEK1|55671	1438.0235
SMEK2|57223	4965.8235	SMEK2|57223	3164.9916
SMG1|23049	5126.6355	SMG1|23049	3128.5595
SMG5|23381	1416.8583	SMG5|23381	1618.5092
SMG6|23293	621.0451	SMG6|23293	1667.0854
SMG7|9887	2577.7496	SMG7|9887	1936.3484
SMN1|6606	5.2177	lowly_expressed	lowly_expressed
SMN2|6607	1253.3661	SMN2|6607	792.6256
SMNDC1|10285	857.0296	SMNDC1|10285	684.6734
SMOC1|64093	378.0826	SMOC1|64093	172.9481
SMOC2|64094	628.9747	SMOC2|64094	8301.5075
SMOX|54498	329.2364	SMOX|54498	66.5829
SMO|6608	278.487	SMO|6608	324.9581
SMPD1|6609	385.695	SMPD1|6609	822.0268
SMPD2|6610	270.8746	SMPD2|6610	94.6399
SMPD3|55512	24.1059	SMPD3|55512	59.0452
SMPD4|55627	2409.6424	SMPD4|55627	1100.5025
SMPDL3A|10924	1678.8518	SMPDL3A|10924	278.057
SMPDL3B|27293	47.5775	SMPDL3B|27293	19.6817
SMS|6611	1644.9132	SMS|6611	1005.4439
SMTNL2|342527	17.4451	SMTNL2|342527	24.7069
SMTN|6525	548.7273	SMTN|6525	723.6181
SMU1|55234	1751.4868	SMU1|55234	1694.7236
SMUG1|23583	384.4263	SMUG1|23583	402.0101
SMURF1|57154	1322.2679	SMURF1|57154	1079.1415
SMURF2|64750	519.2292	SMURF2|64750	633.1658
lowly_expressed	lowly_expressed	SMYD1|150572	326.2144
SMYD2|56950	844.9766	SMYD2|56950	510.8878
SMYD3|64754	388.8669	SMYD3|64754	123.9531
SMYD4|114826	255.967	SMYD4|114826	442.2111
SMYD5|10322	688.6052	SMYD5|10322	454.7739
SNAI1|6615	396.1621	SNAI1|6615	82.4958
SNAI2|6591	418.0477	SNAI2|6591	600.5025
lowly_expressed	lowly_expressed	SNAI3|333929	6.2814
SNAP23|8773	1393.0695	SNAP23|8773	1540.201
SNAP25|6616	5.7093	lowly_expressed	lowly_expressed
SNAP29|9342	1134.8822	SNAP29|9342	1131.9095
SNAP47|116841	708.8288	SNAP47|116841	430.7328
lowly_expressed	lowly_expressed	SNAP91|9892	7.5377
SNAPC1|6617	310.2054	SNAPC1|6617	174.6231
SNAPC2|6618	191.896	SNAPC2|6618	207.7052
SNAPC3|6619	481.4844	SNAPC3|6619	581.6583
SNAPC4|6621	168.1072	SNAPC4|6621	163.3166
SNAPC5|10302	80.9357	SNAPC5|10302	93.1658
SNAPIN|23557	578.8597	SNAPIN|23557	843.8023
SNCAIP|9627	20.9341	SNCAIP|9627	167.5042
SNCA|6622	7.6124	SNCA|6622	131.4908
SNCB|6620	5.3921	lowly_expressed	lowly_expressed
SNCG|6623	204.9005	SNCG|6623	1316.1642
SND1|27044	4073.9037	SND1|27044	3359.7152
SNED1|25992	159.8604	SNED1|25992	1667.0854
SNF8|11267	729.2047	SNF8|11267	780.5695
SNHG10|283596	165.8869	SNHG10|283596	36.4322
SNHG11|128439	170.1023	SNHG11|128439	115.335
SNHG12|85028	80.2474	SNHG12|85028	105.6407
SNHG1|23642	330.5051	SNHG1|23642	484.5059
SNHG3-RCC1|751867	168.7321	SNHG3-RCC1|751867	202.3157
SNHG3|8420	13.6389	SNHG3|8420	21.7755
SNHG5|387066	1419.0786	SNHG5|387066	2775.9631
SNHG6|641638	461.5019	SNHG6|641638	903.2663
SNHG7|84973	225.6348	SNHG7|84973	763.4422
SNHG8|100093630	144.6356	SNHG8|100093630	621.0218
SNHG9|735301	10.7842	SNHG9|735301	24.2881
SNIP1|79753	330.8223	SNIP1|79753	315.3266
SNN|8303	900.4837	SNN|8303	2619.7655
SNORA39|677821	7.5204	SNORA39|677821	8.6181
SNORA8|654320	177.9494	SNORA8|654320	235.7203
lowly_expressed	lowly_expressed	SNORD116-20|100033431	10.8878
lowly_expressed	lowly_expressed	SNORD116-28|100033820	31.5662
lowly_expressed	lowly_expressed	SNORD116-4|100033416	34.2881
SNORD1C|677850	14.6792	SNORD1C|677850	8.9992
SNPH|9751	12.6873	SNPH|9751	116.8342
SNRK|54861	463.405	SNRK|54861	2182.5796
SNRNP200|23020	17653.1599	SNRNP200|23020	5745.3936
SNRNP25|79622	552.2163	SNRNP25|79622	332.0771
SNRNP27|11017	785.3461	SNRNP27|11017	800.67
SNRNP35|11066	194.5191	SNRNP35|11066	272.2864
SNRNP40|9410	630.5606	SNRNP40|9410	553.6013
SNRNP48|154007	340.3378	SNRNP48|154007	343.8023
SNRNP70|6625	1047.0224	SNRNP70|6625	1520.5193
SNRPA1|6627	416.1446	SNRPA1|6627	224.0369
SNRPA|6626	842.7563	SNRPA|6626	988.2747
SNRPB2|6629	941.7175	SNRPB2|6629	798.1575
SNRPB|6628	1522.1632	SNRPB|6628	966.9179
SNRPC|6631	1238.9184	SNRPC|6631	678.3919999999999
SNRPD1|6632	999.1277	SNRPD1|6632	392.7973
SNRPD2|6633	1802.8705	SNRPD2|6633	1612.2278
SNRPD3|6634	2908.5402	SNRPD3|6634	1141.5285
SNRPE|6635	773.6103	SNRPE|6635	541.876
SNRPF|6636	735.2311	SNRPF|6636	404.1039
SNRPG|6637	1463.8014	SNRPG|6637	454.3551
SNRPN|6638	202.7468	SNRPN|6638	1241.2437
SNTA1|6640	873.8403	SNTA1|6640	1355.9464
SNTB1|6641	352.3908	SNTB1|6641	698.0737
SNTB2|6645	2086.7497	SNTB2|6645	2909.1290000000004
lowly_expressed	lowly_expressed	SNTG2|54221	61.138999999999996
SNUPN|10073	307.6679	SNUPN|10073	479.06199999999995
SNURF|8926	18.7868	SNURF|8926	77.8518
SNW1|22938	1852.9855	SNW1|22938	1468.1742
SNX10|29887	1215.4468	SNX10|29887	1310.7203
SNX11|29916	449.1317	SNX11|29916	757.1189
SNX12|29934	248.6718	SNX12|29934	166.6667
SNX13|23161	1208.786	SNX13|23161	1674.6231
SNX14|57231	1643.6444	SNX14|57231	1087.9397
SNX15|29907	369.2015	SNX15|29907	731.1558
SNX16|64089	244.2312	SNX16|64089	517.5879
SNX17|9784	3998.7313	SNX17|9784	2904.1039
SNX18|112574	1158.3538	SNX18|112574	1482.4121
SNX19|399979	1413.6865	SNX19|399979	3162.0603
SNX1|6642	1735.6276	SNX1|6642	5844.6399
SNX20|124460	24.7403	SNX20|124460	26.8007
SNX21|90203	733.6389	SNX21|90203	983.191
SNX22|79856	62.1235	SNX22|79856	95.6993
SNX24|28966	57.4102	SNX24|28966	139.866
SNX25|83891	104.6705	SNX25|83891	280.1508
SNX27|81609	1643.8506	SNX27|81609	1075.3601
SNX29|92017	1181.191	SNX29|92017	1462.7303
SNX2|6643	682.2615	SNX2|6643	2314.9079
SNX30|401548	1091.4281	SNX30|401548	625.2094
SNX33|257364	783.443	SNX33|257364	1790.6198
SNX3|8724	2593.9259	SNX3|8724	5467.7554
SNX4|8723	2115.6134	SNX4|8723	835.4271
SNX5|27131	1725.7949	SNX5|27131	3319.0955
SNX6|58533	2720.1649	SNX6|58533	2156.6164
SNX7|51375	999.7621	SNX7|51375	395.3099
SNX8|29886	490.0484	SNX8|29886	366.4154
SNX9|51429	1326.461	SNX9|51429	3429.2295
SOAT1|6646	1290.9365	SOAT1|6646	662.4791
SOBP|55084	24.1059	SOBP|55084	386.0972
SOCS1|8651	41.2338	SOCS1|8651	43.9698
SOCS2|8835	315.9147	SOCS2|8835	778.4757
SOCS3|9021	891.2854	SOCS3|9021	470.26800000000003
SOCS4|122809	917.9288	SOCS4|122809	654.1039
SOCS5|9655	1208.4688	SOCS5|9655	1153.6851
SOCS6|9306	475.4579	SOCS6|9306	788.5260000000001
SOCS7|30837	128.4593	SOCS7|30837	73.7018
