gene_id	TCGA-BH-A0DQ-01A-11R-A084-07	gene_id	TCGA-BH-A0DQ-11A-12R-A089-07
SBNO2|22904	1758.0711	SBNO2|22904	1134.1118
lowly_expressed	lowly_expressed	SBSN|374897	5.2223
SC4MOL|6307	847.9771	SC4MOL|6307	1045.9128
SC5DL|6309	758.0711	SC5DL|6309	2365.1266
SC65|10609	789.5382	SC65|10609	360.9197
SCAF1|58506	1400.0817	SCAF1|58506	1041.5609
SCAI|286205	299.5505	SCAI|286205	412.5626
SCAMP1|9522	1523.4982	SCAMP1|9522	2122.8694
SCAMP2|10066	2346.9555	SCAMP2|10066	1944.1503
SCAMP3|10067	1368.6146	SCAMP3|10067	891.5645
SCAMP4|113178	1866.7756	SCAMP4|113178	1663.0159
SCAMP5|192683	494.8917	SCAMP5|192683	337.7094
SCAND1|51282	1015.1206	SCAND1|51282	394.2845
SCAND2|54581	218.2264	SCAND2|54581	310.4374
SCAND3|114821	6.13	SCAND3|114821	130.5578
SCAPER|49855	189.2113	SCAPER|49855	532.0955
SCAP|22937	1748.8271	SCAP|22937	2034.003
SCARA3|51435	1047.8136	SCARA3|51435	998.0416
SCARA5|286133	185.1246	SCARA5|286133	831.5079
SCARB1|949	1568.4512	SCARB1|949	1271.9228
SCARB2|950	6095.6273	SCARB2|950	10753.8986
SCARF1|8578	243.1549	SCARF1|8578	199.0281
SCARF2|91179	595.0143	SCARF2|91179	179.2993
SCCPDH|51097	2478.9538	SCCPDH|51097	982.0846
SCD5|79966	774.8263	SCD5|79966	398.9265
SCD|6319	8483.8578	SCD|6319	5945.0207
SCFD1|23256	758.8884	SCFD1|23256	1186.6251
SCFD2|152579	252.5541	SCFD2|152579	340.9008
SCG2|7857	39.2317	SCG2|7857	5.5124
SCG5|6447	99.3053	SCG5|6447	227.7508
SCGB1D2|10647	143.0323	SCGB1D2|10647	14251.3962
SCGB2A1|4246	39.2317	SCGB2A1|4246	249.8005
SCGB2A2|4250	1477.3192	SCGB2A2|4250	26351.7807
lowly_expressed	lowly_expressed	SCGB3A1|92304	15214.3323
lowly_expressed	lowly_expressed	SCGBL|284402	8.7039
SCGN|10590	59.6649	SCGN|10590	9.8644
SCHIP1|29970	244.3809	SCHIP1|29970	212.0838
SCIN|85477	505.9215	SCIN|85477	35.9759
SCLT1|132320	134.859	SCLT1|132320	154.0582
SCLY|51540	183.49	SCLY|51540	185.8214
SCMH1|22955	744.5852	SCMH1|22955	1161.674
SCML1|6322	115.6518	SCML1|6322	200.1886
SCML2|10389	15.1206	SCML2|10389	62.3776
SCML4|256380	10.6253	SCML4|256380	35.6858
SCN11A|11280	23.7025	SCN11A|11280	27.2721
SCN1B|6324	248.0588	SCN1B|6324	89.3595
lowly_expressed	lowly_expressed	SCN2A|6326	287.5172
SCN2B|6327	15.1206	SCN2B|6327	199.3182
SCN3A|6328	6.13	SCN3A|6328	164.5028
SCN3B|55800	13.4859	SCN3B|55800	102.9956
SCN4A|6329	71.1075	SCN4A|6329	85.2977
SCN4B|6330	310.5844	SCN4B|6330	781.6059
SCN5A|6331	5.3126	SCN5A|6331	18.2781
SCN7A|6332	83.3674	SCN7A|6332	52.8034
SCN8A|6334	7.3559	SCN8A|6334	90.2299
SCN9A|6335	36.3711	SCN9A|6335	33.2661
SCNM1|79005	467.9199	SCNM1|79005	285.7765
SCNN1A|6337	1551.6960000000001	SCNN1A|6337	3278.7408
SCNN1B|6338	168.3694	SCNN1B|6338	327.5549
SCNN1D|6339	25.7458	SCNN1D|6339	29.8832
SCNN1G|6340	16.7552	SCNN1G|6340	231.2323
SCO1|6341	518.1855	SCO1|6341	495.5393
SCO2|9997	308.1324	SCO2|9997	223.1087
SCOC|60592	1695.1369	SCOC|60592	1797.3453
SCP2|6342	2658.3572	SCP2|6342	4287.8074
SCPEP1|59342	1711.8921	SCPEP1|59342	4008.994
lowly_expressed	lowly_expressed	SCRG1|11341	41.4884
SCRIB|23513	1744.9939	SCRIB|23513	1132.6612
SCRN1|9805	742.5419	SCRN1|9805	1760.2089
SCRN2|90507	419.2889	SCRN2|90507	567.7812
SCRN3|79634	266.04	SCRN3|79634	347.5738
SCT|6343	15.1206	lowly_expressed	lowly_expressed
SCUBE1|80274	38.823	SCUBE1|80274	466.5264
SCUBE2|57758	7796.8942	SCUBE2|57758	14050.6274
SCUBE3|222663	47.8136	SCUBE3|222663	13.636
SCYL1|57410	1870.7846	SCYL1|57410	1263.2103
SCYL2|55681	1524.3155	SCYL2|55681	1396.9682
SCYL3|57147	378.9702	SCYL3|57147	543.6455
SDAD1|55153	864.7323	SDAD1|55153	1186.6251
SDC1|6382	9703.7188	SDC1|6382	1722.7823
SDC2|6383	2659.9918	SDC2|6383	3014.724
SDC3|9672	2375.9706	SDC3|9672	3355.3347
SDC4|6385	5741.7246	SDC4|6385	6648.581999999999
SDCBP2|27111	141.3036	SDCBP2|27111	47.2793
SDCBP|6386	3599.1009	SDCBP|6386	3183.2886
SDCCAG1|9147	1064.9775	SDCCAG1|9147	1132.9513
SDCCAG3|10807	564.7732	SDCCAG3|10807	358.8888
SDCCAG8|10806	422.9669	SDCCAG8|10806	559.3675
SDF2L1|23753	314.2624	SDF2L1|23753	285.1962
SDF2|6388	995.9134	SDF2|6388	828.6067
SDF4|51150	2886.8002	SDF4|51150	2543.8457
SDHAF1|644096	178.58599999999998	SDHAF1|644096	203.6701
SDHAF2|54949	665.3045	SDHAF2|54949	511.4963
SDHAP1|255812	114.8345	SDHAP1|255812	210.6332
SDHAP2|727956	80.9154	SDHAP2|727956	134.9097
SDHAP3|728609	34.3277	SDHAP3|728609	80.9458
SDHA|6389	1747.0372	SDHA|6389	1799.0861
SDHB|6390	1516.9595	SDHB|6390	996.0107
SDHC|6391	2378.8312	SDHC|6391	1930.5143
SDHD|6392	1074.7855	SDHD|6392	1609.3421
SDK1|221935	152.4315	SDK1|221935	488.2861
SDK2|54549	359.2154	SDK2|54549	467.68699999999995
SDPR|8436	468.3286	SDPR|8436	1497.3526
SDR16C5|195814	136.9023	SDR16C5|195814	111.9896
SDR39U1|56948	345.4148	SDR39U1|56948	475.8715
SDR42E1|93517	210.8705	SDR42E1|93517	263.7267
SDSL|113675	564.7732	SDSL|113675	172.6264
SDS|10993	292.6032	SDS|10993	12.7656
SEC11A|23478	2488.3531	SEC11A|23478	2258.9396
SEC11C|90701	431.5488	SEC11C|90701	1098.1359
SEC13|6396	2074.7855	SEC13|6396	1456.4445
SEC14L1|6397	1780.1389	SEC14L1|6397	2157.1045
SEC14L2|23541	2249.3584	SEC14L2|23541	5743.7615
lowly_expressed	lowly_expressed	SEC14L4|284904	7.2532
SEC14L5|9717	6.5386	SEC14L5|9717	21.7596
SEC16A|9919	5123.0078	SEC16A|9919	4624.6464
SEC16B|89866	54.7855	SEC16B|89866	222.4008
SEC1|653677	5.3126	SEC1|653677	15.0867
SEC22A|26984	399.2644	SEC22A|26984	327.5549
SEC22B|9554	1702.9015	SEC22B|9554	1652.8614
SEC22C|9117	612.9955	SEC22C|9117	1182.8534
SEC23A|10484	1767.4704	SEC23A|10484	1154.1307
SEC23B|10483	1212.0964	SEC23B|10483	2231.3774
SEC23IP|11196	1129.5464	SEC23IP|11196	1497.6427
SEC24A|10802	826.7266	SEC24A|10802	1101.0372
SEC24B|10427	1125.4597	SEC24B|10427	1622.1078
SEC24C|9632	2845.5251	SEC24C|9632	3234.6413
SEC24D|9871	2512.4642	SEC24D|9871	1716.6896
SEC31A|22872	5623.0977	SEC31A|22872	5023.3902
SEC31B|25956	28.7495	SEC31B|25956	148.8968
SEC61A1|29927	7227.6911	SEC61A1|29927	8061.5797
SEC61A2|55176	118.0875	SEC61A2|55176	108.801
SEC61B|10952	1500.6129999999998	SEC61B|10952	1081.8887
SEC61G|23480	1088.2714	SEC61G|23480	625.5168
SEC62|7095	6366.1626	SEC62|7095	5177.0508
SEC63|11231	2228.0343	SEC63|11231	3860.7384
SECISBP2L|9728	1294.2378	SECISBP2L|9728	2157.3946
SECISBP2|79048	1217.0004	SECISBP2|79048	1272.5031
SECTM1|6398	398.0384	SECTM1|6398	156.9595
SEH1L|81929	899.0601	SEH1L|81929	885.7619
SEL1L2|80343	16.7552	SEL1L2|80343	6.672999999999999
SEL1L3|23231	314.2624	SEL1L3|23231	773.4823
SEL1L|6400	4620.3515	SEL1L|6400	4799.0136
SELENBP1|8991	3176.5427	SELENBP1|8991	2045.4051
SELE|6401	81.3241	SELE|6401	39.1673
SELK|58515	491.2137	SELK|58515	488.5762
SELL|6402	174.0907	SELL|6402	175.2375
SELM|140606	924.3972	SELM|140606	703.5613
SELO|83642	232.5296	SELO|83642	329.5858
SELPLG|6404	604.8222	SELPLG|6404	299.7026
SELP|6403	254.1888	SELP|6403	300.573
SELS|55829	1131.5897	SELS|55829	800.1741
SELT|51714	3461.7899	SELT|51714	1931.9649
SEMA3A|10371	45.7703	SEMA3A|10371	74.8531
SEMA3B|7869	1638.3327	SEMA3B|7869	912.7439
SEMA3C|10512	2856.5591	SEMA3C|10512	6970.3344
SEMA3D|223117	116.0605	SEMA3D|223117	440.1248
SEMA3E|9723	224.3564	SEMA3E|9723	877.6384
SEMA3F|6405	2562.7299	SEMA3F|6405	1470.6608
SEMA3G|56920	1450.3474	SEMA3G|56920	1391.7458
SEMA4A|64218	436.0441	SEMA4A|64218	902.2993
SEMA4B|10509	2269.718	SEMA4B|10509	2913.4692
SEMA4C|54910	1941.9698	SEMA4C|54910	981.2142
SEMA4D|10507	515.7336	SEMA4D|10507	667.8755
SEMA4F|10505	300.3678	SEMA4F|10505	273.0108
SEMA4G|57715	86.0564	SEMA4G|57715	141.1997
SEMA5A|9037	914.998	SEMA5A|9037	4279.1035
SEMA5B|54437	64.5689	SEMA5B|54437	39.7476
SEMA6A|57556	393.1345	SEMA6A|57556	1459.0556
SEMA6B|10501	394.3604	SEMA6B|10501	147.0951
SEMA6C|10500	202.2885	SEMA6C|10500	247.4795
SEMA6D|80031	112.7912	SEMA6D|80031	971.0597
SEMA7A|8482	274.622	SEMA7A|8482	84.1372
SENP1|29843	761.7491	SENP1|29843	606.9486
SENP2|59343	977.9322	SENP2|59343	1000.0725
SENP3|26168	937.6788	SENP3|26168	807.6478
SENP5|205564	861.4630000000001	SENP5|205564	716.0368
SENP6|26054	1003.678	SENP6|26054	2357.2931
SENP7|57337	265.6314	SENP7|57337	661.7828
SENP8|123228	86.6367	SENP8|123228	64.1184
SEP15|9403	3076.8288	SEP15|9403	3496.6273
SEPHS1|22929	894.1561	SEPHS1|22929	1331.9794
SEPHS2|22928	2511.2383	SEPHS2|22928	1735.8381
SEPN1|57190	3957.0903	SEPN1|57190	3193.4431
SEPP1|6414	4869.6159	SEPP1|6414	18884.7204
SEPSECS|51091	196.5672	SEPSECS|51091	547.1821
SEPT10|151011	1514.9162	SEPT10|151011	2005.9476
SEPT11|55752	3208.4185	SEPT11|55752	2323.9283
SEPT1|1731	33.1018	SEPT1|1731	82.6866
SEPT2|4735	8127.9117	SEPT2|4735	9958.6567
SEPT3|55964	37.5971	SEPT3|55964	260.2452
SEPT4|5414	303.2284	SEPT4|5414	309.2769
SEPT5|5413	242.7462	SEPT5|5413	609.5597
SEPT6|23157	700.0409	SEPT6|23157	1026.4742
SEPT7P2|641977	122.1904	SEPT7P2|641977	195.5465
SEPT7|989	3584.7977	SEPT7|989	3399.7244
SEPT8|23176	1955.8029999999999	SEPT8|23176	1243.2639
SEPT9|10801	6182.6727	SEPT9|10801	5474.4324
SEPW1|6415	3885.9828	SEPW1|6415	2271.9954
SEPX1|51734	748.6718	SEPX1|51734	255.313
SERAC1|84947	253.3715	SERAC1|84947	345.2528
SERBP1|26135	5361.6673	SERBP1|26135	6917.8211
SERF1A|8293	415.611	SERF1A|8293	527.4534
SERF2|10169	8905.517	SERF2|10169	5218.5682
SERGEF|26297	394.7691	SERGEF|26297	337.1292
SERHL2|253190	573.7515	SERHL2|253190	119.9681
SERHL|94009	210.0531	SERHL|94009	165.9534
SERINC1|57515	7503.8823	SERINC1|57515	9035.1781
SERINC2|347735	3769.5137	SERINC2|347735	2224.4143
SERINC3|10955	3376.7879	SERINC3|10955	3563.6469
lowly_expressed	lowly_expressed	SERINC4|619189	10.0704
SERINC5|256987	168.3694	SERINC5|256987	447.6681
SERP1|27230	8256.1545	SERP1|27230	6597.6297
SERP2|387923	44.1357	SERP2|387923	80.6557
lowly_expressed	lowly_expressed	SERPINA10|51156	6.3828
SERPINA11|256394	30.6498	SERPINA11|256394	484.8045
lowly_expressed	lowly_expressed	SERPINA12|145264	5.2223
SERPINA1|5265	5284.4299	SERPINA1|5265	31876.6954
SERPINA3|12	21141.8063	SERPINA3|12	46298.397000000004
lowly_expressed	lowly_expressed	SERPINA4|5267	41.7785
SERPINA5|5104	1784.6342	SERPINA5|5104	3980.8515
SERPINA6|866	471.1892	SERPINA6|866	2629.4335
lowly_expressed	lowly_expressed	SERPINA9|327657	5.8026
lowly_expressed	lowly_expressed	SERPINB13|5275	7.8335
SERPINB1|1992	882.7135	SERPINB1|1992	1001.5232
SERPINB5|5268	27.3805	SERPINB5|5268	734.8952
SERPINB6|5269	3437.2701	SERPINB6|5269	1765.1411
SERPINB8|5271	220.2697	SERPINB8|5271	166.8238
SERPINB9|5272	234.5729	SERPINB9|5272	277.0726
SERPINC1|462	5.7213	lowly_expressed	lowly_expressed
SERPINE1|5054	1727.83	SERPINE1|5054	201.05900000000003
SERPINE2|5270	959.1336	SERPINE2|5270	907.8117
SERPINF1|5176	8966.4896	SERPINF1|5176	2054.3991
SERPINF2|5345	250.1022	SERPINF2|5345	153.768
SERPING1|710	7989.3747	SERPING1|710	6382.5343
SERPINH1|871	9669.7998	SERPINH1|871	2477.9865
SERPINI1|5274	223.53900000000002	SERPINI1|5274	419.2355
SERTAD1|29950	697.9975	SERTAD1|29950	360.9197
SERTAD2|9792	845.9338	SERTAD2|9792	1560.8907
SERTAD3|29946	1202.2885	SERTAD3|29946	676.5794
SERTAD4|56256	214.5484	SERTAD4|56256	411.1119
SESN1|27244	765.4271	SESN1|27244	1293.6825
SESN2|83667	462.1986	SESN2|83667	344.9626
SESN3|143686	123.8251	SESN3|143686	473.4895
SESTD1|91404	1223.1304	SESTD1|91404	1489.5191
SETBP1|26040	261.5447	SETBP1|26040	1203.1624
SETD1A|9739	775.235	SETD1A|9739	809.7483
SETD1B|23067	1555.7826	SETD1B|23067	1121.3462
SETD2|29072	1941.1524	SETD2|29072	2958.7292
SETD3|84193	1265.6314	SETD3|84193	1536.2298
SETD4|54093	255.4148	SETD4|54093	333.9378
SETD5|55209	2098.8966	SETD5|55209	3015.3043
SETD6|79918	251.9738	SETD6|79918	372.3014
SETD7|80854	2544.34	SETD7|80854	4325.524
SETD8|387893	727.0127	SETD8|387893	687.3141
SETDB1|9869	920.7192	SETDB1|9869	1086.8209
SETDB2|83852	189.2113	SETDB2|83852	778.4144
SETMAR|6419	360.0327	SETMAR|6419	704.4317
SETX|23064	2416.0196	SETX|23064	3214.3323
SET|6418	8817.735999999999	SET|6418	6016.9725
SEZ6L2|26470	798.1201	SEZ6L2|26470	1134.402
SEZ6L|23544	5.7213	SEZ6L|23544	8.994
SF1|7536	4101.3486	SF1|7536	4475.2303
SF3A1|10291	2288.4798	SF3A1|10291	3882.0483
SF3A2|8175	973.0282	SF3A2|8175	843.9835
SF3A3|10946	1861.463	SF3A3|10946	1840.2843
SF3B14|51639	1152.8402	SF3B14|51639	1086.8209
SF3B1|23451	5882.3049	lowly_expressed	lowly_expressed
SF3B2|10992	5178.585999999999	SF3B2|10992	4102.9956
SF3B3|23450	4934.6138	SF3B3|23450	3859.2877
SF3B4|10262	2147.1189	SF3B4|10262	1149.1985
SF3B5|83443	1121.3731	SF3B5|83443	982.0846
SF4|57794	813.6494	SF4|57794	498.1504
SFI1|9814	248.8762	SFI1|9814	392.8338
SFMBT1|51460	344.5035	SFMBT1|51460	532.0955
SFMBT2|57713	34.3277	SFMBT2|57713	286.6468
SFN|2810	704.9367	SFN|2810	422.63
SFPQ|6421	5948.7291	SFPQ|6421	3779.0208
SFRP1|6422	1426.6449	SFRP1|6422	22127.2213
SFRP2|6423	23886.8002	SFRP2|6423	7450.786999999999
SFRP4|6424	6598.2836	SFRP4|6424	6265.6125
SFRS11|9295	2460.9726	SFRS11|9295	3747.5883
SFRS12IP1|285672	602.3702	SFRS12IP1|285672	574.7443
SFRS12|140890	1463.8333	SFRS12|140890	1853.05
SFRS13A|10772	1646.0973	SFRS13A|10772	1720.7514
SFRS13B|135295	10.2166	SFRS13B|135295	32.7845
SFRS14|10147	909.2767	SFRS14|10147	1459.9753
SFRS15|57466	654.6792	SFRS15|57466	874.7371
SFRS16|11129	289.7425	SFRS16|11129	394.5746
SFRS17A|8227	481.4058	SFRS17A|8227	987.3069
SFRS18|25957	823.0486	SFRS18|25957	2622.7606
SFRS1|6426	5008.1733	SFRS1|6426	4575.9048
SFRS2B|10929	796.8942	SFRS2B|10929	1706.245
SFRS2IP|9169	2762.5664	SFRS2IP|9169	3927.758
SFRS2|6427	2811.369	SFRS2|6427	2754.3628
SFRS3|6428	5224.765	SFRS3|6428	4822.2238
SFRS4|6429	1779.7303	SFRS4|6429	1581.7799
SFRS5|6430	2435.2268	SFRS5|6430	4713.1356
SFRS6|6431	3756.0278	SFRS6|6431	3992.7468
SFRS7|6432	1966.8982	SFRS7|6432	1890.7667
SFRS8|6433	984.4708	SFRS8|6433	802.7852
SFRS9|8683	2832.0392	SFRS9|8683	1817.3642
SFT2D1|113402	412.7503	SFT2D1|113402	454.341
SFT2D2|375035	62.1169	SFT2D2|375035	96.0325
SFT2D3|84826	304.4544	SFT2D3|84826	341.7712
lowly_expressed	lowly_expressed	SFTA2|389376	5.5124
lowly_expressed	lowly_expressed	SFTPA1|653509	6.9631
SFTPA2|729238	11.0339	SFTPA2|729238	23.5004
lowly_expressed	lowly_expressed	SFTPB|6439	23.5004
SFTPD|6441	22.4765	SFTPD|6441	29.0128
SFXN1|94081	451.5734	SFXN1|94081	454.341
SFXN2|118980	1565.5905	SFXN2|118980	467.9771
SFXN3|81855	2183.0813	SFXN3|81855	794.3715
SFXN4|119559	284.8386	SFXN4|119559	323.7833
SFXN5|94097	1520.6375	SFXN5|94097	391.3832
SGCA|6442	13.0772	lowly_expressed	lowly_expressed
SGCB|6443	1384.1438	SGCB|6443	1172.1187
SGCD|6444	830.4046	SGCD|6444	680.3511
SGCE|8910	1319.9837	SGCE|8910	1052.2956
SGCG|6445	21.6592	SGCG|6445	6.3828
lowly_expressed	lowly_expressed	SGCZ|137868	5.8026
SGEF|26084	739.6812	SGEF|26084	433.1617
SGIP1|84251	262.3621	SGIP1|84251	64.4085
SGK196|84197	42.0924	SGK196|84197	49.611999999999995
SGK1|6446	1000.4087	SGK1|6446	1193.298
SGK223|157285	1181.4467	SGK223|157285	1069.1231
SGK269|79834	1895.3821	SGK269|79834	1683.3249
SGK2|10110	57.2129	SGK2|10110	49.9021
SGK3|23678	1004.6261	SGK3|23678	3670.7709999999997
SGK494|124923	73.1508	SGK494|124923	46.1304
SGMS1|259230	497.7523	SGMS1|259230	668.4558
SGMS2|166929	374.3359	SGMS2|166929	465.0758
SGOL1|151648	86.228	SGOL1|151648	13.3459
SGOL2|151246	295.4638	SGOL2|151246	189.74400000000003
SGPL1|8879	2729.4647	SGPL1|8879	2354.3918
SGPP1|81537	432.7748	SGPP1|81537	638.8627
lowly_expressed	lowly_expressed	SGPP2|130367	35.6858
SGSH|6448	671.0257	SGSH|6448	865.453
SGSM1|129049	29.4238	SGSM1|129049	106.4771
SGSM2|9905	934.6138	SGSM2|9905	2282.7301
SGSM3|27352	867.1843	SGSM3|27352	1248.1323
SGTA|6449	1628.1161	SGTA|6449	1200.2611
SGTB|54557	214.3441	SGTB|54557	201.2185
SH2B1|25970	625.2554	SH2B1|25970	968.4485
SH2B2|10603	26.9718	SH2B2|10603	27.2721
SH2B3|10019	1017.9812	SH2B3|10019	814.6805
SH2D1A|4068	17.9812	SH2D1A|4068	37.7167
lowly_expressed	lowly_expressed	SH2D1B|117157	5.2223
SH2D2A|9047	21.2505	SH2D2A|9047	15.9571
SH2D3A|10045	127.5031	SH2D3A|10045	220.2074
SH2D3C|10044	491.6224	SH2D3C|10044	313.6288
SH2D4A|63898	183.0813	SH2D4A|63898	393.4141
SH3BGRL2|83699	454.0253	SH3BGRL2|83699	1741.3505
SH3BGRL3|83442	3668.1651	SH3BGRL3|83442	1224.0516
SH3BGRL|6451	11946.4651	SH3BGRL|6451	7299.6156
SH3BGR|6450	107.8872	SH3BGR|6450	135.49
SH3BP1|23616	260.4291	SH3BP1|23616	195.7525
SH3BP2|6452	853.2897	SH3BP2|6452	1095.2346
SH3BP4|23677	1957.0903	SH3BP4|23677	2536.5924
SH3BP5L|80851	1195.3412	SH3BP5L|80851	880.2495
SH3BP5|9467	1613.2611	SH3BP5|9467	1999.6896
SH3D19|152503	1789.9469	SH3D19|152503	2761.4419
SH3D20|201175	5.7213	SH3D20|201175	12.7656
SH3GL1|6455	1997.1394	SH3GL1|6455	1026.1841
lowly_expressed	lowly_expressed	SH3GL3|6457	11.0249
SH3GLB1|51100	3327.7483	SH3GLB1|51100	3208.5298
SH3GLB2|56904	1655.9052	SH3GLB2|56904	1257.4164
SH3KBP1|30011	879.0356	SH3KBP1|30011	998.9119999999999
SH3PXD2A|9644	4015.5292	SH3PXD2A|9644	2949.4451
SH3PXD2B|285590	3205.9665	SH3PXD2B|285590	2487.2706
SH3RF1|57630	661.2178	SH3RF1|57630	993.1095
SH3RF2|153769	67.4295	SH3RF2|153769	346.7034
SH3RF3|344558	232.12099999999998	SH3RF3|344558	140.4221
SH3TC1|54436	282.3866	SH3TC1|54436	141.2925
SH3TC2|79628	18.3899	SH3TC2|79628	104.4462
SH3YL1|26751	728.6473	SH3YL1|26751	2060.2016
SHANK1|50944	8.5819	SHANK1|50944	24.951
SHANK2|22941	409.8897	SHANK2|22941	1524.6246
SHANK3|85358	593.7883	SHANK3|85358	647.2764
SHARPIN|81858	1162.6481	SHARPIN|81858	536.4474
SHB|6461	310.5844	SHB|6461	376.8768
SHC1|6464	3795.6682	SHC1|6464	2587.3649
SHC2|25759	351.0421	SHC2|25759	389.6424
lowly_expressed	lowly_expressed	SHC3|53358	19.4386
SHC4|399694	40.8664	SHC4|399694	399.2167
SHCBP1|79801	132.8157	SHCBP1|79801	38.0068
SHE|126669	346.5468	SHE|126669	460.4337
SHFM1|7979	1421.3322	SHFM1|7979	967.8683
SHF|90525	144.2583	SHF|90525	171.75599999999997
SHISA2|387914	284.4299	SHISA2|387914	107.6376
SHISA4|149345	436.4528	SHISA4|149345	194.6761
SHISA5|51246	4827.9526	SHISA5|51246	1973.7434
SHISA6|388336	10.2166	SHISA6|388336	18.2781
SHISA9|729993	12.6686	SHISA9|729993	35.3957
SHKBP1|92799	883.9395	SHKBP1|92799	576.195
SHMT1|6470	1032.4683	SHMT1|6470	828.1396
SHMT2|6472	1984.8794	SHMT2|6472	1029.3755
SHOC2|8036	1458.9293	SHOC2|8036	1413.7956
SHOX2|6474	153.6575	SHOX2|6474	107.0574
SHPK|23729	273.302	SHPK|23729	492.9281
SHPRH|257218	213.2203	SHPRH|257218	758.9149
SHQ1|55164	550.0613	SHQ1|55164	532.0955
SHROOM1|134549	224.765	SHROOM1|134549	236.1645
SHROOM2|357	645.2799	SHROOM2|357	362.3703
SHROOM3|57619	2902.3294	SHROOM3|57619	7539.8564
SHROOM4|57477	454.8427	SHROOM4|57477	394.5746
SIAE|54414	470.2207	SIAE|54414	1474.5833
SIAH1|6477	531.1688	SIAH1|6477	622.6619
SIAH2|6478	4812.4234	SIAH2|6478	1587.2924
SIDT1|54847	780.1389	SIDT1|54847	715.1665
SIDT2|51092	1859.7139	SIDT2|51092	1756.8434
SIGIRR|59307	1259.9101	SIGIRR|59307	478.1316
SIGLEC10|89790	140.1716	SIGLEC10|89790	113.4402
SIGLEC14|100049587	22.8852	SIGLEC14|100049587	9.8644
lowly_expressed	lowly_expressed	SIGLEC15|284266	9.5742
SIGLEC16|400709	7.7646	SIGLEC16|400709	9.2841
SIGLEC1|6614	404.1684	SIGLEC1|6614	137.811
SIGLEC5|8778	25.3371	SIGLEC5|8778	15.6669
SIGLEC6|946	16.7552	SIGLEC6|946	10.1545
SIGLEC7|27036	42.9097	SIGLEC7|27036	13.3459
SIGLEC8|27181	72.7421	SIGLEC8|27181	43.2291
SIGLEC9|27180	45.3617	SIGLEC9|27180	16.8274
SIGLECP3|284367	33.9191	SIGLECP3|284367	11.315
SIGMAR1|10280	1024.1112	SIGMAR1|10280	999.2021
SIK1|150094	588.4757	SIK1|150094	497.28
SIK2|23235	587.2497	SIK2|23235	1106.5496
SIK3|23387	784.6342	SIK3|23387	1605.2803
SIKE1|80143	703.7188	SIKE1|80143	923.4786
SIL1|64374	1062.1169	SIL1|64374	881.41
SILV|6490	123.8251	SILV|6490	50.1922
lowly_expressed	lowly_expressed	SIM1|6492	35.9759
SIM2|6493	32.6931	SIM2|6493	37.4266
SIN3A|25942	2567.6338	SIN3A|25942	2778.2694
SIN3B|23309	976.7062	SIN3B|23309	1211.5761
SIP1|8487	145.8929	SIP1|8487	97.4831
SIPA1L1|26037	872.4969	SIPA1L1|26037	1471.5312
SIPA1L2|57568	1179.4034	SIPA1L2|57568	947.2692
SIPA1L3|23094	886.3915	SIPA1L3|23094	1884.9641
SIPA1|6494	903.9639999999999	SIPA1|6494	510.9161
SIRPA|140885	917.8586	SIRPA|140885	1468.0496
SIRPB1|10326	53.1263	SIRPB1|10326	100.3844
SIRPB2|284759	40.8664	SIRPB2|284759	12.7656
SIRPG|55423	9.8079	SIRPG|55423	24.0807
SIRT1|23411	805.8848	SIRT1|23411	1016.9
SIRT2|22933	817.7360000000001	SIRT2|22933	786.538
SIRT3|23410	562.0474	SIRT3|23410	694.753
SIRT4|23409	40.049	SIRT4|23409	44.3896
SIRT5|23408	440.9481	SIRT5|23408	385.8707
SIRT6|51548	259.9101	SIRT6|51548	148.8359
SIRT7|51547	313.445	SIRT7|51547	230.6521
SIT1|27240	24.1112	SIT1|27240	29.5931
SIVA1|10572	848.3858	SIVA1|10572	550.9538
SIX1|6495	859.0110000000001	SIX1|6495	35.1055
SIX2|10736	33.1018	SIX2|10736	7.8335
SIX4|51804	416.4283	SIX4|51804	208.6023
SIX5|147912	678.7904	SIX5|147912	757.8153
SKA1|220134	60.0736	SKA1|220134	16.2472
SKA2|348235	613.8128	SKA2|348235	367.8828
SKA3|221150	120.8459	SKA3|221150	32.535
SKAP1|8631	65.7949	SKAP1|8631	299.7026
SKAP2|8935	883.9395	SKAP2|8935	1128.8895
SKIL|6498	1110.7479	SKIL|6498	675.1287
SKIV2L2|23517	1469.6853	SKIV2L2|23517	1787.3272
SKIV2L|6499	793.4001	SKIV2L|6499	804.6479
SKI|6497	2073.5595	SKI|6497	2703.9965
SKP1|6500	6374.7446	SKP1|6500	6268.2237
SKP2|6502	111.9738	SKP2|6502	185.392
SLA2|84174	26.9718	SLA2|84174	31.624000000000002
SLAIN1|122060	17.1639	SLAIN1|122060	330.1661
SLAIN2|57606	1557.0086	SLAIN2|57606	1728.5849
SLAMF1|6504	13.4859	SLAMF1|6504	42.6489
SLAMF6|114836	49.4483	SLAMF6|114836	75.1433
SLAMF7|57823	107.8872	SLAMF7|57823	286.0666
SLAMF8|56833	232.7299	SLAMF8|56833	137.7762
SLA|6503	344.0948	SLA|6503	185.6822
SLBP|7884	909.6853	SLBP|7884	771.7415
SLC10A3|8273	934.2051	SLC10A3|8273	403.5686
lowly_expressed	lowly_expressed	SLC10A4|201780	5.2223
SLC10A5|347051	6.5386	SLC10A5|347051	8.7039
