gene_id	TCGA-BH-A0BV-01A-11R-A00Z-07	gene_id	TCGA-BH-A0BV-11A-31R-A089-07
SEC61B|10952	973.9064	SEC61B|10952	889.6926
SEC61G|23480	661.5503	SEC61G|23480	477.8658
SEC62|7095	5431.6961	SEC62|7095	3867.8699
SEC63|11231	3739.4474	SEC63|11231	3081.8219
SECISBP2L|9728	1217.5748	SECISBP2L|9728	2233.4037
SECISBP2|79048	1170.7598	SECISBP2|79048	1093.9245
SECTM1|6398	714.1213	SECTM1|6398	165.4033
SEH1L|81929	780.5065	SEH1L|81929	790.6341
SEL1L3|23231	528.0123	SEL1L3|23231	464.4134
SEL1L|6400	4571.3738	SEL1L|6400	3656.3004
SELENBP1|8991	1622.0261	SELENBP1|8991	3157.3388
SELE|6401	59.0944	SELE|6401	428.6423
SELK|58515	503.0698	SELK|58515	379.7245
SELL|6402	189.9463	SELL|6402	59.0071
SELM|140606	889.1021	SELM|140606	747.2195
SELO|83642	123.1773	SELO|83642	332.3354
SELPLG|6404	884.1136	SELPLG|6404	187.4164
SELP|6403	82.1182	SELP|6403	331.1124
SELS|55829	1177.6669	SELS|55829	662.5306
SELT|51714	2102.4559	SELT|51714	1545.8027
SEMA3A|10371	47.1988	SEMA3A|10371	74.9054
SEMA3B|7869	3247.5058	SEMA3B|7869	535.3443
SEMA3C|10512	215.2724	SEMA3C|10512	6783.3713
SEMA3D|223117	39.5242	SEMA3D|223117	402.0432
SEMA3E|9723	18.8028	SEMA3E|9723	567.7523
SEMA3F|6405	2501.1512	SEMA3F|6405	1032.1658
SEMA3G|56920	331.5426	SEMA3G|56920	2057.911
SEMA4A|64218	207.2141	SEMA4A|64218	830.0741
SEMA4B|10509	1469.6853	SEMA4B|10509	1970.1647
SEMA4C|54910	943.2080000000001	SEMA4C|54910	1111.0457
SEMA4D|10507	775.9018	SEMA4D|10507	506.2993
SEMA4F|10505	227.9355	SEMA4F|10505	371.1639
SEMA4G|57715	18.1274	SEMA4G|57715	277.6147
SEMA5A|9037	708.3653	SEMA5A|9037	3934.8262
SEMA5B|54437	23.7913	SEMA5B|54437	18.3442
SEMA6A|57556	188.0276	SEMA6A|57556	1341.8766
SEMA6B|10501	154.2594	SEMA6B|10501	223.1875
SEMA6C|10500	244.4359	SEMA6C|10500	313.3797
SEMA6D|80031	118.1888	SEMA6D|80031	758.5318
SEMA7A|8482	108.5955	SEMA7A|8482	95.084
SENP1|29843	679.2018	SENP1|29843	544.2106
SENP2|59343	1149.6546	SENP2|59343	886.0238
SENP3|26168	945.5564	SENP3|26168	816.8632
SENP5|205564	783.5764	SENP5|205564	718.4803
SENP6|26054	1815.8097	SENP6|26054	2231.2635
SENP7|57337	399.4628	SENP7|57337	497.1272
SENP8|123228	41.4428	SENP8|123228	80.4086
SEP15|9403	2073.6761	SEP15|9403	2812.7740000000003
SEPHS1|22929	753.6454	SEPHS1|22929	1090.2556
SEPHS2|22928	1790.8672	SEPHS2|22928	1363.2782
SEPN1|57190	7785.1113	SEPN1|57190	3619.6121
SEPP1|6414	2285.0384	SEPP1|6414	13779.7766
SEPSECS|51091	306.2164	SEPSECS|51091	471.7511
SEPT10|151011	598.6186	SEPT10|151011	2381.9915
SEPT11|55752	2315.8097	SEPT11|55752	2614.9626
SEPT1|1731	102.8396	SEPT1|1731	44.9432
SEPT2|4735	9097.4674	SEPT2|4735	9168.1145
SEPT3|55964	133.53799999999998	SEPT3|55964	234.4997
SEPT4|5414	272.0645	SEPT4|5414	387.6736
SEPT5|5413	244.0522	SEPT5|5413	819.9848
SEPT6|23157	1206.0629	SEPT6|23157	660.3904
SEPT7P2|641977	95.9325	SEPT7P2|641977	188.945
SEPT7|989	2998.8488	SEPT7|989	3006.9165
SEPT8|23176	2602.8089	SEPT8|23176	1294.8727
SEPT9|10801	8810.0537	SEPT9|10801	5180.3959
SEPW1|6415	3973.1389	SEPW1|6415	1790.3918
SEPX1|51734	361.4735	SEPX1|51734	291.9782
SERAC1|84947	281.6577	SERAC1|84947	246.1177
SERBP1|26135	3290.0998	SERBP1|26135	7044.1644
SERF1A|8293	558.7107	SERF1A|8293	406.6293
SERF2|10169	8267.0261	SERF2|10169	4478.7953
SERGEF|26297	349.1942	SERGEF|26297	302.6789
SERHL2|253190	172.1911	SERHL2|253190	198.2822
SERHL|94009	71.3738	SERHL|94009	215.8498
SERINC1|57515	9217.5748	SERINC1|57515	8401.3278
SERINC2|347735	4677.2832	SERINC2|347735	2489.305
SERINC3|10955	3431.6961	SERINC3|10955	3038.1016
lowly_expressed	lowly_expressed	SERINC4|619189	7.2215
SERINC5|256987	190.7137	SERINC5|256987	394.7056
SERP1|27230	4325.3645	SERP1|27230	4296.5887
SERP2|387923	5.3722	SERP2|387923	71.5423
SERPINA11|256394	768.9946	SERPINA11|256394	295.0355
SERPINA12|145264	11.8956	SERPINA12|145264	5.5033
SERPINA1|5265	8491.1742	SERPINA1|5265	9735.8668
SERPINA3|12	85252.1105	SERPINA3|12	17303.146
SERPINA4|5267	166.9225	lowly_expressed	lowly_expressed
SERPINA5|5104	13194.551000000001	SERPINA5|5104	2177.4539
SERPINA6|866	10451.2663	SERPINA6|866	737.436
SERPINA9|327657	13.8143	lowly_expressed	lowly_expressed
SERPINB1|1992	1465.0806	SERPINB1|1992	818.7618
lowly_expressed	lowly_expressed	SERPINB2|5055	12.5352
SERPINB5|5268	11.1282	SERPINB5|5268	1451.3302
SERPINB6|5269	3119.7237	SERPINB6|5269	1629.8802
lowly_expressed	lowly_expressed	SERPINB7|8710	7.9491
SERPINB8|5271	183.8066	SERPINB8|5271	214.9326
SERPINB9|5272	320.0307	SERPINB9|5272	331.1124
SERPINE1|5054	1004.6048	SERPINE1|5054	1873.5521
SERPINE2|5270	468.1504	SERPINE2|5270	698.6074
SERPINF1|5176	3645.8173	SERPINF1|5176	3925.3484
SERPINF2|5345	34.5357	SERPINF2|5345	120.1544
SERPING1|710	5147.736	SERPING1|710	6616.4393
SERPINH1|871	4766.3085	SERPINH1|871	4568.6175
SERPINI1|5274	76.3622	SERPINI1|5274	159.2886
SERTAD1|29950	351.4965	SERTAD1|29950	539.6246
SERTAD2|9792	1177.2832	SERTAD2|9792	1303.3539
SERTAD3|29946	949.3477	SERTAD3|29946	832.5199
SERTAD4|56256	68.3039	SERTAD4|56256	203.6204
SESN1|27244	359.1711	SESN1|27244	905.5909
SESN2|83667	498.0814	SESN2|83667	480.9232
SESN3|143686	91.7114	SESN3|143686	485.2035
SESTD1|91404	1144.2824	SESTD1|91404	1624.6827
SETBP1|26040	908.6723	SETBP1|26040	924.2408
SETD1A|9739	800.8442	SETD1A|9739	906.2024
SETD1B|23067	1062.9317	SETD1B|23067	1053.873
SETD2|29072	2429.01	SETD2|29072	3030.1525
SETD3|84193	1452.0338	SETD3|84193	1520.1209
SETD4|54093	188.4114	SETD4|54093	320.4116
SETD5|55209	2384.881	SETD5|55209	3156.7273
SETD6|79918	319.9271	SETD6|79918	473.6253
SETD7|80854	2018.4189999999999	SETD7|80854	3969.6801
SETD8|387893	782.8089	SETD8|387893	887.8582
SETDB1|9869	1509.977	SETDB1|9869	1237.9263
SETDB2|83852	219.8772	SETDB2|83852	657.0273
SETMAR|6419	321.9493	SETMAR|6419	588.5424
SETX|23064	2686.8764	SETX|23064	3005.0821
SET|6418	5700.6907	SET|6418	6035.5403
SEZ6L2|26470	1701.0744	SEZ6L2|26470	1091.1729
SEZ6L|23544	117.4213	SEZ6L|23544	13.4524
SF1|7536	4620.1074	SF1|7536	4885.0546
SF3A1|10291	2616.6002	SF3A1|10291	3774.4247
SF3A2|8175	970.0691	SF3A2|8175	964.9038
SF3A3|10946	1367.9969	SF3A3|10946	1589.8288
SF3B14|51639	807.7513	SF3B14|51639	904.9795
SF3B1|23451	7597.8511	SF3B1|23451	7393.9267
SF3B2|10992	5127.3983	SF3B2|10992	3639.1792
SF3B3|23450	3643.515	SF3B3|23450	3869.3986
SF3B4|10262	2459.7084	SF3B4|10262	1051.4271
SF3B5|83443	1071.7575	SF3B5|83443	831.9085
SF4|57794	661.1665	SF4|57794	473.2798
SFI1|9814	362.6247	SFI1|9814	433.8398
SFMBT1|51460	530.6984	SFMBT1|51460	418.8587
SFMBT2|57713	103.6071	SFMBT2|57713	167.8492
SFN|2810	560.2955	SFN|2810	530.4831
SFPQ|6421	5130.5986	SFPQ|6421	4083.8207
SFRP1|6422	255.1804	SFRP1|6422	38771.0318
SFRP2|6423	15423.253999999999	SFRP2|6423	3849.8315
SFRP4|6424	1616.6539	SFRP4|6424	1434.5147
SFRS11|9295	2092.8626	SFRS11|9295	3032.2926
SFRS12IP1|285672	578.6646	SFRS12IP1|285672	630.1225
SFRS12|140890	1812.7398	SFRS12|140890	1769.296
SFRS13A|10772	1237.5288	SFRS13A|10772	1611.536
SFRS13B|135295	6.5234	SFRS13B|135295	57.1727
SFRS14|10147	1509.2095	SFRS14|10147	1560.5759
SFRS15|57466	1288.9486	SFRS15|57466	1001.5921
SFRS16|11129	438.6032	SFRS16|11129	471.7511
SFRS17A|8227	596.3162	SFRS17A|8227	981.7193
SFRS18|25957	1184.5741	SFRS18|25957	2496.3369
SFRS1|6426	3988.1044	SFRS1|6426	3698.492
SFRS2B|10929	587.8741	SFRS2B|10929	1501.471
SFRS2IP|9169	3170.3761	SFRS2IP|9169	3445.9538
SFRS2|6427	2158.9754	SFRS2|6427	2216.1724
SFRS3|6428	3687.6439	SFRS3|6428	5609.3439
SFRS4|6429	1817.3446	SFRS4|6429	1941.7312
SFRS5|6430	1838.066	SFRS5|6430	5114.3568
SFRS6|6431	3183.8066	SFRS6|6431	5416.4243
SFRS7|6432	1363.0084	SFRS7|6432	2181.7342
SFRS8|6433	889.4858	SFRS8|6433	903.7565
SFRS9|8683	2403.6838	SFRS9|8683	1688.8873
SFT2D1|113402	505.3722	SFT2D1|113402	427.4193
SFT2D2|375035	69.8388	SFT2D2|375035	104.51899999999999
SFT2D3|84826	266.3085	SFT2D3|84826	303.2904
lowly_expressed	lowly_expressed	SFTA1P|207107	18.0384
lowly_expressed	lowly_expressed	SFTPA1|653509	5.5033
SFTPA2|729238	6.9071	SFTPA2|729238	41.2744
lowly_expressed	lowly_expressed	SFTPB|6439	33.9367
SFTPD|6441	24.9424	SFTPD|6441	14.3696
SFXN1|94081	749.8081	SFXN1|94081	449.7381
SFXN2|118980	1327.3216	SFXN2|118980	416.1071
SFXN3|81855	1327.3216	SFXN3|81855	777.4874
SFXN4|119559	315.8097	SFXN4|119559	310.9338
SFXN5|94097	814.6585	SFXN5|94097	350.9853
SGCB|6443	849.5779	SGCB|6443	1611.8418
SGCD|6444	511.1282	SGCD|6444	1155.989
SGCE|8910	611.6654	SGCE|8910	1021.465
SGCG|6445	80.967	SGCG|6445	36.6884
lowly_expressed	lowly_expressed	SGCZ|137868	15.2868
SGEF|26084	457.0223	SGEF|26084	380.0302
SGIP1|84251	103.6071	SGIP1|84251	72.7652
SGK196|84197	486.5695	SGK196|84197	47.3891
SGK1|6446	1018.0353	SGK1|6446	2544.0318
SGK223|157285	171.91099999999997	SGK223|157285	1383.151
SGK269|79834	1347.6592	SGK269|79834	1666.2628
lowly_expressed	lowly_expressed	SGK2|10110	119.8853
SGK3|23678	957.4444	SGK3|23678	1699.9183
SGK494|124923	43.7452	SGK494|124923	33.9918
SGMS1|259230	596.3162	SGMS1|259230	576.6187
SGMS2|166929	295.8557	SGMS2|166929	544.5164
SGOL1|151648	69.0714	SGOL1|151648	22.013
SGOL2|151246	169.9923	SGOL2|151246	130.8551
SGPL1|8879	2766.3085	SGPL1|8879	1863.1570000000002
SGPP1|81537	160.7828	SGPP1|81537	441.789
SGPP2|130367	226.4006	SGPP2|130367	55.9497
SGSH|6448	606.2932	SGSH|6448	893.0557
SGSM1|129049	25.7099	SGSM1|129049	100.5872
SGSM2|9905	597.4674	SGSM2|9905	1699.5881
SGSM3|27352	708.7489999999999	SGSM3|27352	1318.6407
SGTA|6449	1649.6546	SGTA|6449	1181.3651
SGTB|54557	200.6907	SGTB|54557	198.7439
SH2B1|25970	647.736	SH2B1|25970	1048.0639999999999
SH2B2|10603	16.1167	SH2B2|10603	38.5228
SH2B3|10019	1053.3384	SH2B3|10019	812.6471
SH2D1A|4068	67.5365	SH2D1A|4068	5.5033
lowly_expressed	lowly_expressed	SH2D1B|117157	9.1721
SH2D2A|9047	32.617	SH2D2A|9047	15.2868
SH2D3A|10045	170.3761	SH2D3A|10045	385.2277
SH2D3C|10044	338.4497	SH2D3C|10044	347.6222
SH2D4A|63898	73.6761	SH2D4A|63898	151.6452
SH3BGRL2|83699	693.7836	SH3BGRL2|83699	1665.0399
SH3BGRL3|83442	3020.3377	SH3BGRL3|83442	1224.7796
SH3BGRL|6451	6272.4405	SH3BGRL|6451	3592.9947
SH3BGR|6450	656.9455	SH3BGR|6450	239.3915
SH3BP1|23616	289.4091	SH3BP1|23616	199.7039
SH3BP2|6452	595.5487	SH3BP2|6452	1617.6508
SH3BP4|23677	2266.3085	SH3BP4|23677	2440.6929
SH3BP5L|80851	1223.3308	SH3BP5L|80851	769.8439999999999
SH3BP5|9467	1186.0169	SH3BP5|9467	1768.7151
SH3D19|152503	943.2080000000001	SH3D19|152503	3181.1862
lowly_expressed	lowly_expressed	SH3D20|201175	16.5098
SH3GL1|6455	1616.2701	SH3GL1|6455	1196.3461
lowly_expressed	lowly_expressed	SH3GL3|6457	21.7073
SH3GLB1|51100	2311.5886	SH3GLB1|51100	3934.2147
SH3GLB2|56904	884.4973	SH3GLB2|56904	1166.6897
SH3KBP1|30011	1149.2709	SH3KBP1|30011	984.7766
SH3PXD2A|9644	2148.5035	SH3PXD2A|9644	3703.3838
SH3PXD2B|285590	1778.5879	SH3PXD2B|285590	4169.6317
SH3RF1|57630	1138.9102	SH3RF1|57630	1268.1942
SH3RF2|153769	94.0138	SH3RF2|153769	595.8801
SH3RF3|344558	175.3645	SH3RF3|344558	194.1426
SH3TC1|54436	257.8665	SH3TC1|54436	133.9125
SH3TC2|79628	11.1282	SH3TC2|79628	101.8102
SH3YL1|26751	1013.4305	SH3YL1|26751	2839.9845
SHANK1|50944	10.3607	SHANK1|50944	41.2744
SHANK2|22941	2712.5863	SHANK2|22941	1942.3427
SHANK3|85358	405.9862	SHANK3|85358	1015.3503
SHARPIN|81858	1051.8035	SHARPIN|81858	547.268
SHB|6461	313.5073	SHB|6461	393.1769
SHC1|6464	2780.8903	SHC1|6464	2699.9573
SHC2|25759	120.4912	SHC2|25759	408.7694
lowly_expressed	lowly_expressed	SHC3|53358	27.5163
SHC4|399694	7.2909	SHC4|399694	291.9782
SHCBP1|79801	146.9685	SHCBP1|79801	57.4784
SHE|126669	158.4804	SHE|126669	451.5725
SHFM1|7979	1226.0169	SHFM1|7979	798.2775
SHF|90525	56.0246	SHF|90525	244.58900000000003
SHISA2|387914	61.3968	SHISA2|387914	71.848
lowly_expressed	lowly_expressed	SHISA3|152573	10.7008
SHISA4|149345	508.0583	SHISA4|149345	188.0278
SHISA5|51246	6030.6984	SHISA5|51246	1943.8714
SHISA6|388336	8.0583	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SHISA9|729993	64.2046
SHKBP1|92799	1221.0284	SHKBP1|92799	512.1083
SHMT1|6470	594.3477	SHMT1|6470	929.1724
SHMT2|6472	1130.8519	SHMT2|6472	1363.5839
SHOC2|8036	4659.2479	SHOC2|8036	1342.1824
SHOX2|6474	51.4198	SHOX2|6474	111.8995
SHPK|23729	377.2064	SHPK|23729	540.8475
SHPRH|257218	475.3108	SHPRH|257218	848.5008
SHQ1|55164	651.957	SHQ1|55164	454.3241
SHROOM1|134549	1683.4229	SHROOM1|134549	225.9391
SHROOM2|357	1652.7245	SHROOM2|357	384.0048
SHROOM3|57619	2691.4812	SHROOM3|57619	4969.4378
SHROOM4|57477	297.7744	SHROOM4|57477	494.6813
SIAE|54414	665.7713	SIAE|54414	1290.5129
SIAH1|6477	480.7559	SIAH1|6477	541.4468
SIAH2|6478	3852.264	SIAH2|6478	754.5572
SIDT1|54847	384.881	SIDT1|54847	520.6689
SIDT2|51092	1260.0921	SIDT2|51092	1827.5693
SIGIRR|59307	972.7552	SIGIRR|59307	385.2277
SIGLEC10|89790	210.6677	SIGLEC10|89790	74.9054
SIGLEC11|114132	5.3722	lowly_expressed	lowly_expressed
SIGLEC12|89858	21.8726	SIGLEC12|89858	6.7262
SIGLEC14|100049587	110.8979	SIGLEC14|100049587	9.4778
SIGLEC15|284266	8.0583	SIGLEC15|284266	7.6434
lowly_expressed	lowly_expressed	SIGLEC16|400709	8.5606
SIGLEC1|6614	549.5012	SIGLEC1|6614	148.8936
SIGLEC5|8778	37.2218	SIGLEC5|8778	10.7008
SIGLEC7|27036	76.74600000000001	SIGLEC7|27036	11.3122
SIGLEC8|27181	123.561	SIGLEC8|27181	27.5163
SIGLEC9|27180	107.0606	SIGLEC9|27180	14.9811
SIGLECP3|284367	5.7559	SIGLECP3|284367	20.4843
SIGMAR1|10280	1618.5725	SIGMAR1|10280	998.2289999999999
SIK1|150094	1396.7767	SIK1|150094	3571.9172
SIK2|23235	464.3131	SIK2|23235	1592.8861
SIK3|23387	1006.5234	SIK3|23387	1513.089
SIKE1|80143	587.4904	SIKE1|80143	909.5655
SIL1|64374	1031.4658	SIL1|64374	640.2118
SILV|6490	23.0238	SILV|6490	39.1342
lowly_expressed	lowly_expressed	SIM1|6492	28.4335
SIM2|6493	26.4774	SIM2|6493	52.2809
SIN3A|25942	3366.462	SIN3A|25942	2471.8779999999997
SIN3B|23309	1047.1988	SIN3B|23309	1407.6099
SIP1|8487	99.7698	SIP1|8487	101.1987
SIPA1L1|26037	1191.0975	SIPA1L1|26037	1405.4698
SIPA1L2|57568	842.2869999999999	SIPA1L2|57568	831.6027
SIPA1L3|23094	2420.1842	SIPA1L3|23094	1543.6626
SIPA1|6494	796.6232	SIPA1|6494	529.841
SIRPA|140885	1090.1765	SIRPA|140885	3019.4517
SIRPB1|10326	41.4428	SIRPB1|10326	160.8173
SIRPB2|284759	106.2932	SIRPB2|284759	23.5417
SIRPG|55423	26.4774	lowly_expressed	lowly_expressed
SIRT1|23411	867.9969	SIRT1|23411	998.8405
SIRT2|22933	1247.122	SIRT2|22933	1029.7199
SIRT3|23410	718.4305	SIRT3|23410	696.9137
SIRT4|23409	17.2678	SIRT4|23409	40.0515
SIRT5|23408	371.8342	SIRT5|23408	401.126
SIRT6|51548	241.7498	SIRT6|51548	135.4412
SIRT7|51547	313.5073	SIRT7|51547	220.4359
SIT1|27240	44.8964	SIT1|27240	5.1975
SIVA1|10572	724.482	SIVA1|10572	515.7771
SIX1|6495	250.5756	SIX1|6495	28.7392
SIX2|10736	18.8028	SIX2|10736	10.395
SIX4|51804	612.0491	SIX4|51804	160.8173
SIX5|147912	867.9969	SIX5|147912	708.6967
SKA1|220134	75.2111	SKA1|220134	25.6818
SKA2|348235	538.7567	SKA2|348235	394.7056
SKA3|221150	74.1059	SKA3|221150	40.3878
SKAP1|8631	409.056	SKAP1|8631	96.3069
SKAP2|8935	460.4758	SKAP2|8935	1206.1297
SKIL|6498	1386.7997	SKIL|6498	848.7239999999999
SKIV2L2|23517	1678.1312	SKIV2L2|23517	1674.2915
SKIV2L|6499	1289.8312	SKIV2L|6499	836.1888
SKI|6497	1259.0177	SKI|6497	2971.4511
SKP1|6500	6775.1343	SKP1|6500	4988.6992
SKP2|6502	129.7007	SKP2|6502	198.1171
SLA2|84174	54.4896	SLA2|84174	7.9491
SLAIN1|122060	7.2909	SLAIN1|122060	170.2951
SLAIN2|57606	1361.4735	SLAIN2|57606	1489.2415
SLAMF1|6504	29.5472	SLAMF1|6504	5.1975
SLAMF6|114836	113.9678	SLAMF6|114836	18.3442
SLAMF7|57823	325.7866	SLAMF7|57823	144.91899999999998
SLAMF8|56833	394.8887	SLAMF8|56833	50.1255
SLA|6503	470.4528	SLA|6503	84.689
SLBP|7884	743.2847	SLBP|7884	769.2325
SLC10A3|8273	663.0852	SLC10A3|8273	468.0823
lowly_expressed	lowly_expressed	SLC10A5|347051	7.6434
SLC10A6|345274	11.8956	SLC10A6|345274	26.2933
SLC10A7|84068	224.0982	SLC10A7|84068	236.6399
SLC11A1|6556	195.7022	SLC11A1|6556	14.0639
SLC11A2|4891	877.5902	SLC11A2|4891	1768.3788
lowly_expressed	lowly_expressed	SLC12A1|6557	54.4211
SLC12A2|6558	2973.9064	SLC12A2|6558	8296.4603
SLC12A4|6560	606.2203	SLC12A4|6560	1195.7347
SLC12A6|9990	728.3346	SLC12A6|9990	841.903
SLC12A7|10723	1972.3715	SLC12A7|10723	1391.1002
SLC12A8|84561	709.5165	SLC12A8|84561	363.2147
SLC12A9|56996	952.0338	SLC12A9|56996	750.5826
SLC13A2|9058	198.0046	SLC13A2|9058	1566.8985
SLC13A3|64849	174.2134	SLC13A3|64849	146.4477
SLC13A4|26266	70.99	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC13A5|284111	13.4524
SLC14A1|6563	19.954	SLC14A1|6563	263.23900000000003
SLC14A2|8170	33.3845	SLC14A2|8170	28.4335
SLC15A2|6565	5.7559	SLC15A2|6565	219.5187
SLC15A3|51296	722.947	SLC15A3|51296	185.8877
SLC15A4|121260	507.2909	SLC15A4|121260	642.352
SLC16A10|117247	6.9071	SLC16A10|117247	20.4843
lowly_expressed	lowly_expressed	SLC16A11|162515	87.7463
lowly_expressed	lowly_expressed	SLC16A12|387700	79.7972
SLC16A13|201232	166.155	SLC16A13|201232	84.9947
SLC16A14|151473	242.90099999999998	SLC16A14|151473	238.1686
SLC16A1|6566	439.3707	SLC16A1|6566	686.9895
SLC16A2|6567	251.3431	SLC16A2|6567	750.2769
SLC16A3|9123	648.5035	SLC16A3|9123	122.6003
SLC16A4|9122	182.6554	SLC16A4|9122	412.1325
SLC16A5|9121	32.2333	SLC16A5|9121	257.1242
SLC16A6|9120	273.2157	SLC16A6|9120	105.479
SLC16A7|9194	19.1865	SLC16A7|9194	134.524
SLC16A8|23539	6.9071	SLC16A8|23539	10.7008
SLC16A9|220963	117.8051	SLC16A9|220963	151.6452
SLC17A5|26503	899.4628	SLC17A5|26503	764.035
lowly_expressed	lowly_expressed	SLC17A7|57030	207.5949
SLC17A9|63910	156.1781	SLC17A9|63910	25.6818
SLC18A1|6570	11.5119	lowly_expressed	lowly_expressed
SLC18A2|6571	5.3722	lowly_expressed	lowly_expressed
SLC19A1|6573	236.7613	SLC19A1|6573	199.0343
SLC19A2|10560	2270.1458	SLC19A2|10560	799.8062
lowly_expressed	lowly_expressed	SLC19A3|80704	911.7056
SLC1A1|6505	599.0023	SLC1A1|6505	328.3608
SLC1A2|6506	145.4336	SLC1A2|6506	180.6902
SLC1A3|6507	522.6401	SLC1A3|6507	447.5979
SLC1A4|6509	2318.112	SLC1A4|6509	1277.672
SLC1A5|6510	6606.2932	SLC1A5|6510	3232.5499
SLC1A7|6512	11.1282	SLC1A7|6512	15.2868
SLC20A1|6574	1075.9785	SLC20A1|6574	840.4691
SLC20A2|6575	4125.4797	SLC20A2|6575	1078.6377
lowly_expressed	lowly_expressed	SLC22A12|116085	20.4843
SLC22A15|55356	164.6201	SLC22A15|55356	65.1218
lowly_expressed	lowly_expressed	SLC22A16|85413	8.5606
SLC22A17|51310	363.7759	SLC22A17|51310	1130.9186
SLC22A18AS|5003	9.2095	SLC22A18AS|5003	10.395
SLC22A18|5002	572.5249	SLC22A18|5002	267.825
SLC22A20|440044	6.1397	lowly_expressed	lowly_expressed
SLC22A23|63027	1180.353	SLC22A23|63027	946.7919
lowly_expressed	lowly_expressed	SLC22A3|6581	240.9202
SLC22A4|6583	62.1642	SLC22A4|6583	87.8992
SLC22A5|6584	708.3653	SLC22A5|6584	534.4271
SLC23A1|9963	14.9655	SLC23A1|9963	7.3377
SLC23A2|9962	475.825	SLC23A2|9962	1088.1155
lowly_expressed	lowly_expressed	SLC23A3|151295	10.3369
SLC24A1|9187	447.1374	SLC24A1|9187	608.7577
SLC24A2|25769	70.2226	lowly_expressed	lowly_expressed
SLC24A3|57419	1352.6477	SLC24A3|57419	700.1361
SLC24A5|283652	8.4497	SLC24A5|283652	6.8363
SLC24A6|80024	726.4006	SLC24A6|80024	531.3697
SLC25A10|1468	721.4121	SLC25A10|1468	501.4075
SLC25A11|8402	1009.5932	SLC25A11|8402	686.9895
SLC25A12|8604	285.8787	SLC25A12|8604	680.2633
SLC25A13|10165	368.7644	SLC25A13|10165	535.9557
SLC25A14|9016	259.7851	SLC25A14|9016	114.9568
SLC25A15|10166	255.9517	SLC25A15|10166	375.1935
SLC25A16|8034	219.8772	SLC25A16|8034	283.4176
SLC25A17|10478	564.4666	SLC25A17|10478	598.6317
lowly_expressed	lowly_expressed	SLC25A18|83733	28.7392
SLC25A19|60386	181.888	SLC25A19|60386	122.906
SLC25A1|6576	1026.8611	SLC25A1|6576	952.98
SLC25A20|788	270.5295	SLC25A20|788	471.1396
SLC25A21|89874	17.6055	SLC25A21|89874	8.4077
SLC25A22|79751	456.6385	SLC25A22|79751	296.5642
SLC25A23|79085	1608.5955	SLC25A23|79085	1196.0404
SLC25A24|29957	3076.3622	SLC25A24|29957	1264.8311
SLC25A25|114789	537.9893	SLC25A25|114789	2048.4332
SLC25A26|115286	267.1297	SLC25A26|115286	431.6416
SLC25A27|9481	5.7559	SLC25A27|9481	285.8634
SLC25A28|81894	411.3584	SLC25A28|81894	461.6618
SLC25A29|123096	817.7283	SLC25A29|123096	903.7565
SLC25A30|253512	285.495	SLC25A30|253512	834.9658
SLC25A32|81034	422.2256	SLC25A32|81034	543.2139
SLC25A33|84275	108.9793	SLC25A33|84275	273.634
SLC25A34|284723	12.6631	SLC25A34|284723	22.3187
SLC25A35|399512	139.7276	SLC25A35|399512	125.9481
SLC25A36|55186	912.1259	SLC25A36|55186	1888.8389
SLC25A37|51312	160.7828	SLC25A37|51312	677.8174
SLC25A38|54977	986.5695	SLC25A38|54977	751.8056
SLC25A39|51629	3188.7951	SLC25A39|51629	1282.8695
SLC25A3|5250	5067.9202	SLC25A3|5250	6284.1039
SLC25A40|55972	279.7391	SLC25A40|55972	197.5057
SLC25A41|284427	7.6746	lowly_expressed	lowly_expressed
SLC25A42|284439	244.4359	SLC25A42|284439	340.2845
SLC25A43|203427	734.8427	SLC25A43|203427	439.0373
SLC25A44|9673	1592.0952	SLC25A44|9673	690.3526
SLC25A45|283130	111.6654	SLC25A45|283130	151.3395
SLC25A46|91137	580.1995	SLC25A46|91137	616.0586
SLC25A4|291	795.472	SLC25A4|291	610.8611
SLC25A5|292	6805.8327	SLC25A5|292	3924.4312
SLC25A6|293	5652.7245	SLC25A6|293	10210.981
SLC26A10|65012	7.9624	SLC26A10|65012	12.5535
SLC26A11|284129	479.2786	SLC26A11|284129	405.7121
SLC26A1|10861	46.8726	SLC26A1|10861	43.8793
SLC26A2|1836	628.9332	SLC26A2|1836	1240.6779
lowly_expressed	lowly_expressed	SLC26A3|1811	21.0958
lowly_expressed	lowly_expressed	SLC26A4|5172	46.3221
SLC26A5|375611	13.0468	SLC26A5|375611	32.408
SLC26A6|65010	262.2371	SLC26A6|65010	152.0702
lowly_expressed	lowly_expressed	SLC26A7|115111	37.6056
SLC26A9|115019	75.5948	lowly_expressed	lowly_expressed
SLC27A1|376497	895.6255	SLC27A1|376497	1287.7613
SLC27A2|11001	1742.901	SLC27A2|11001	109.7593
SLC27A3|11000	178.4344	SLC27A3|11000	531.3697
SLC27A4|10999	814.2748	SLC27A4|10999	427.7251
SLC27A5|10998	55.3876	SLC27A5|10998	87.9726
lowly_expressed	lowly_expressed	SLC27A6|28965	293.2011
SLC28A3|64078	82.8856	SLC28A3|64078	465.6364
