gene_id	TCGA-BH-A1FH-01A-12R-A13Q-07	gene_id	TCGA-BH-A1FH-11B-42R-A13Q-07
SLC25A29|123096	474.6497	SLC25A29|123096	628.8344
SLC25A30|253512	443.9972	SLC25A30|253512	397.2393
SLC25A32|81034	783.9957	SLC25A32|81034	800.0409
SLC25A33|84275	147.3798	SLC25A33|84275	400.3067
SLC25A34|284723	14.8618	SLC25A34|284723	37.8323
SLC25A35|399512	90.5767	SLC25A35|399512	122.8783
SLC25A36|55186	2064.5561	SLC25A36|55186	1271.9836
SLC25A37|51312	296.927	SLC25A37|51312	703.4765
SLC25A38|54977	460.4072	SLC25A38|54977	571.5746
SLC25A39|51629	1161.0806	SLC25A39|51629	1423.3129
SLC25A3|5250	5122.9971	SLC25A3|5250	7322.5971
SLC25A40|55972	229.1199	SLC25A40|55972	185.5828
SLC25A42|284439	188.5595	SLC25A42|284439	269.9387
SLC25A43|203427	456.6917	SLC25A43|203427	644.683
SLC25A44|9673	851.1495	SLC25A44|9673	828.2209
SLC25A45|283130	166.5764	SLC25A45|283130	134.9693
SLC25A46|91137	624.1969	SLC25A46|91137	670.2454
SLC25A4|291	722.6566	SLC25A4|291	815.4397
SLC25A5|292	3065.2527	SLC25A5|292	4073.6196
SLC25A6|293	7015.4037	SLC25A6|293	7706.544
SLC26A10|65012	11.5489	SLC26A10|65012	14.9233
SLC26A11|284129	315.5043	SLC26A11|284129	325.1534
SLC26A1|10861	25.6986	SLC26A1|10861	13.8037
SLC26A2|1836	2082.8237	SLC26A2|1836	1496.9325
SLC26A3|1811	22.2927	SLC26A3|1811	5.1125
SLC26A4|5172	30.0333	SLC26A4|5172	70.5521
SLC26A5|375611	11.7656	lowly_expressed	lowly_expressed
SLC26A6|65010	130.041	SLC26A6|65010	119.1769
SLC26A7|115111	29.414	SLC26A7|115111	25.0511
SLC26A9|115019	25.389	SLC26A9|115019	5.1125
SLC27A1|376497	868.1787	SLC27A1|376497	1099.6933
SLC27A2|11001	48.9202	SLC27A2|11001	5.1125
SLC27A3|11000	407.4619	SLC27A3|11000	633.4356
SLC27A4|10999	609.3351	SLC27A4|10999	396.728
SLC27A5|10998	67.1228	SLC27A5|10998	86.5746
SLC27A6|28965	226.9526	SLC27A6|28965	291.9223
lowly_expressed	lowly_expressed	SLC28A1|9154	5.6237
SLC28A3|64078	43.9663	SLC28A3|64078	223.4151
SLC29A1|2030	2426.8132	SLC29A1|2030	3114.5194
SLC29A2|3177	152.2037	SLC29A2|3177	118.4151
SLC29A3|55315	227.2622	SLC29A3|55315	177.9141
SLC29A4|222962	148.6183	SLC29A4|222962	421.2679
SLC2A10|81031	2392.1356	SLC2A10|81031	607.362
SLC2A11|66035	158.5262	SLC2A11|66035	116.5644
SLC2A12|154091	304.6675	SLC2A12|154091	269.4274
SLC2A13|114134	418.2986	SLC2A13|114134	172.8016
SLC2A14|144195	48.301	SLC2A14|144195	46.0123
SLC2A1|6513	937.5339	SLC2A1|6513	937.1166
SLC2A3|6515	2663.9833	SLC2A3|6515	2639.5706
SLC2A4RG|56731	844.6474	SLC2A4RG|56731	1017.8937
SLC2A4|6517	38.0834	SLC2A4|6517	337.4233
SLC2A5|6518	40.87	SLC2A5|6518	58.7935
SLC2A6|11182	36.5353	SLC2A6|11182	42.4335
SLC2A8|29988	194.4423	SLC2A8|29988	309.816
SLC2A9|56606	82.3593	SLC2A9|56606	116.0532
SLC30A1|7779	479.9133	SLC30A1|7779	232.1063
SLC30A2|7780	24.7697	SLC30A2|7780	10.2249
SLC30A4|7782	200.9443	SLC30A4|7782	118.6094
SLC30A5|64924	1520.5511	SLC30A5|64924	1185.5828
SLC30A6|55676	456.0725	SLC30A6|55676	308.2822
SLC30A7|148867	1511.8817	SLC30A7|148867	657.9755
SLC30A8|169026	200.0155	lowly_expressed	lowly_expressed
SLC30A9|10463	2037.619	SLC30A9|10463	1624.2331
SLC31A1|1317	1495.4718	SLC31A1|1317	1126.2781
SLC31A2|1318	247.3876	SLC31A2|1318	817.4847
SLC33A1|9197	625.745	SLC33A1|9197	536.8098
SLC34A2|10568	11814.5367	SLC34A2|10568	3879.3456
SLC35A1|10559	733.5862	SLC35A1|10559	691.1196
SLC35A2|7355	554.8417	SLC35A2|7355	508.18
SLC35A3|23443	601.9042	SLC35A3|23443	248.9775
SLC35A4|113829	1676.2907	SLC35A4|113829	2368.6094
SLC35A5|55032	952.0861	SLC35A5|55032	866.0532
SLC35B1|10237	538.1221	SLC35B1|10237	736.1963
SLC35B2|347734	1404.7527	SLC35B2|347734	1166.1554
SLC35B3|51000	525.7373	SLC35B3|51000	465.2352
SLC35B4|84912	607.4774	SLC35B4|84912	461.6564
SLC35C1|55343	466.29	SLC35C1|55343	689.6728
SLC35C2|51006	1006.8891	SLC35C2|51006	1042.9448
SLC35D1|23169	1031.3492	SLC35D1|23169	501.0225
SLC35D2|11046	364.1149	SLC35D2|11046	495.91
SLC35E1|79939	2349.4078	SLC35E1|79939	1964.2127
SLC35E2|728661	3167.2018	SLC35E2|728661	2602.817
SLC35E2|9906	126.242	SLC35E2|9906	80.7209
SLC35E3|55508	459.4783	SLC35E3|55508	219.8364
SLC35E4|339665	65.3456	SLC35E4|339665	70.5982
SLC35F1|222553	20.1254	SLC35F1|222553	9.2025
SLC35F2|54733	269.9899	SLC35F2|54733	171.2679
SLC35F3|148641	68.1167	SLC35F3|148641	130.8793
SLC35F5|80255	1665.7636	SLC35F5|80255	593.5583
SLC36A1|206358	762.2881	SLC36A1|206358	315.4397
SLC36A4|120103	215.1869	SLC36A4|120103	163.0879
SLC37A1|54020	588.2808	SLC37A1|54020	369.1207
SLC37A2|219855	250.7934	SLC37A2|219855	497.955
SLC37A3|84255	1017.4162	SLC37A3|84255	1148.7730000000001
SLC37A4|2542	443.0683	SLC37A4|2542	481.5951
SLC38A10|124565	1987.77	SLC38A10|124565	1597.1370000000002
SLC38A11|151258	11.7656	SLC38A11|151258	7.6687
SLC38A1|81539	6354.0522	SLC38A1|81539	3143.6605
SLC38A2|54407	5491.1371	SLC38A2|54407	3449.8978
SLC38A3|10991	89.171	SLC38A3|10991	179.4479
SLC38A4|55089	48.9202	SLC38A4|55089	25.0511
SLC38A5|92745	168.4341	SLC38A5|92745	55.2147
SLC38A6|145389	127.8737	SLC38A6|145389	188.6503
SLC38A7|55238	319.2198	SLC38A7|55238	109.40700000000001
SLC38A9|153129	171.2207	SLC38A9|153129	220.8589
SLC39A10|57181	986.1444	SLC39A10|57181	653.3742
SLC39A11|201266	947.4418	SLC39A11|201266	469.3252
SLC39A13|91252	892.3291	SLC39A13|91252	776.5849
SLC39A14|23516	1588.6679	SLC39A14|23516	1609.4070000000002
SLC39A1|27173	2604.2263	SLC39A1|27173	2354.8057
SLC39A2|29986	14.2426	SLC39A2|29986	21.9836
SLC39A3|29985	329.7469	SLC39A3|29985	269.9387
SLC39A4|55630	62.5435	SLC39A4|55630	128.8344
SLC39A6|25800	9432.309000000001	SLC39A6|25800	4063.3947
SLC39A7|7922	4216.735	SLC39A7|7922	1626.7894
SLC39A8|64116	897.2831	SLC39A8|64116	796.0123
SLC39A9|55334	2488.4279	SLC39A9|55334	1844.0695
SLC3A1|6519	5.5206	SLC3A1|6519	5.2914
SLC3A2|6520	2818.1748	SLC3A2|6520	3040.8998
SLC40A1|30061	4002.7866	SLC40A1|30061	4370.1431
SLC41A1|254428	913.0738	SLC41A1|254428	797.546
SLC41A2|84102	645.8704	SLC41A2|84102	276.5849
SLC41A3|54946	867.5594	SLC41A3|54946	1433.0266
SLC43A1|8501	492.2982	SLC43A1|8501	299.0798
SLC43A2|124935	425.1103	SLC43A2|124935	665.6442
SLC43A3|29015	1230.2686	SLC43A3|29015	2439.9693
SLC44A1|23446	3614.2116	SLC44A1|23446	2246.9325
SLC44A2|57153	4661.6611	SLC44A2|57153	4762.7812
SLC44A3|126969	287.3287	SLC44A3|126969	248.4663
SLC44A4|80736	2066.4138	SLC44A4|80736	206.0327
SLC44A5|204962	37.4642	SLC44A5|204962	47.54600000000001
SLC45A1|50651	42.4181	SLC45A1|50651	69.5297
SLC45A2|51151	6.5021	lowly_expressed	lowly_expressed
SLC45A3|85414	123.539	SLC45A3|85414	183.5378
SLC45A4|57210	301.2617	SLC45A4|57210	284.7648
SLC46A1|113235	1186.8318	SLC46A1|113235	837.7761
SLC46A2|57864	10.2175	SLC46A2|57864	11.7587
SLC46A3|283537	444.9261	SLC46A3|283537	463.1902
SLC47A1|55244	59.1377	SLC47A1|55244	87.9346
lowly_expressed	lowly_expressed	SLC47A2|146802	10.2249
SLC48A1|55652	705.6274	SLC48A1|55652	983.6401
SLC4A10|57282	5.8828	lowly_expressed	lowly_expressed
SLC4A11|83959	103.7232	SLC4A11|83959	117.5869
SLC4A1AP|22950	629.3026	SLC4A1AP|22950	712.9499
lowly_expressed	lowly_expressed	SLC4A1|6521	7.6687
SLC4A2|6522	1891.2269	SLC4A2|6522	1241.5082
SLC4A3|6508	244.2914	SLC4A3|6508	221.8814
SLC4A4|8671	19.1965	SLC4A4|8671	101.227
SLC4A5|57835	148.1601	SLC4A5|57835	99.3456
SLC4A7|9497	808.4217	SLC4A7|9497	771.9836
SLC4A8|9498	481.77099999999996	SLC4A8|9498	113.4969
SLC5A1|6523	518.9256	SLC5A1|6523	962.6789
SLC5A3|6526	872.179	SLC5A3|6526	599.8415
SLC5A4|6527	8.979	SLC5A4|6527	13.2924
SLC5A6|8884	842.0002	SLC5A6|8884	2788.6912
SLC5A9|200010	12.0752	SLC5A9|200010	10.2249
SLC6A10P|386757	8.979	lowly_expressed	lowly_expressed
SLC6A12|6539	85.7652	SLC6A12|6539	17.3824
SLC6A14|11254	166.2667	SLC6A14|11254	1034.2536
lowly_expressed	lowly_expressed	SLC6A15|55117	26.0736
SLC6A16|28968	18.2677	SLC6A16|28968	25.0511
SLC6A17|388662	15.1715	SLC6A17|388662	5.1125
SLC6A1|6529	13.0041	SLC6A1|6529	8.18
SLC6A20|54716	7.7405	SLC6A20|54716	44.4785
lowly_expressed	lowly_expressed	SLC6A2|6530	32.2086
lowly_expressed	lowly_expressed	SLC6A4|6532	9.2025
SLC6A6|6533	851.1495	SLC6A6|6533	894.1718
SLC6A8|6535	2179.116	SLC6A8|6535	622.1881
SLC6A9|6536	232.696	SLC6A9|6536	128.8548
lowly_expressed	lowly_expressed	SLC7A10|56301	199.1616
SLC7A11|23657	70.9033	SLC7A11|23657	30.6748
SLC7A14|57709	14.8618	SLC7A14|57709	7.6687
SLC7A1|6541	817.0911	SLC7A1|6541	1194.274
SLC7A2|6542	2846.0407	SLC7A2|6542	1205.5215
SLC7A3|84889	71.2129	SLC7A3|84889	56.2372
SLC7A4|6545	13.3137	SLC7A4|6545	24.0286
SLC7A5|8140	838.7646	SLC7A5|8140	660.5317
SLC7A6OS|84138	165.8952	SLC7A6OS|84138	124.816
SLC7A6|9057	941.6209	SLC7A6|9057	779.5808
SLC7A7|9056	208.0656	SLC7A7|9056	496.9325
SLC7A8|23428	3297.1592	SLC7A8|23428	1025.5624
SLC8A1|6546	201.8732	SLC8A1|6546	200.40900000000002
SLC8A2|6543	5.5732	lowly_expressed	lowly_expressed
SLC8A3|6547	17.3388	SLC8A3|6547	19.4274
SLC9A1|6548	3237.4023	SLC9A1|6548	1265.8487
SLC9A2|6549	52.9453	SLC9A2|6549	14.8262
SLC9A3R1|9368	1813.4531	SLC9A3R1|9368	1292.9448
SLC9A3R2|9351	1100.3948	SLC9A3R2|9351	1260.7362
SLC9A5|6553	27.8659	SLC9A5|6553	11.7587
SLC9A6|10479	393.5289	SLC9A6|10479	436.6053
SLC9A7|84679	152.0242	SLC9A7|84679	106.8507
SLC9A8|23315	421.7045	SLC9A8|23315	479.5501
SLC9A9|285195	280.2074	SLC9A9|285195	421.2679
SLCO1A2|6579	33.7487	SLCO1A2|6579	24.0286
SLCO1C1|53919	19.1965	lowly_expressed	lowly_expressed
SLCO2A1|6578	1027.3241	SLCO2A1|6578	615.0307
SLCO2B1|11309	1458.6268	SLCO2B1|11309	2046.0123
SLCO3A1|28232	613.0505	SLCO3A1|28232	697.8528
SLCO4A1|28231	50.7191	SLCO4A1|28231	87.3211
SLCO4C1|353189	18.5773	SLCO4C1|353189	11.2474
SLCO5A1|81796	8.979	lowly_expressed	lowly_expressed
SLFN11|91607	1501.045	SLFN11|91607	1314.9284
SLFN12L|342615	22.2927	SLFN12L|342615	9.7137
SLFN12|55106	226.9526	SLFN12|55106	124.2331
SLFN13|146857	323.5545	SLFN13|146857	473.9264
SLFN5|162394	1512.8106	SLFN5|162394	862.4744
SLFNL1|200172	6.1924	lowly_expressed	lowly_expressed
SLIT1|6585	110.5349	SLIT1|6585	18.9162
SLIT2|9353	1291.1216	SLIT2|9353	651.3292
SLIT3|6586	2140.723	SLIT3|6586	3781.1861
lowly_expressed	lowly_expressed	SLITRK2|84631	11.7587
SLITRK3|22865	26.6274	lowly_expressed	lowly_expressed
SLITRK4|139065	26.3178	SLITRK4|139065	50.6135
SLITRK5|26050	59.1377	SLITRK5|26050	21.4724
SLITRK6|84189	628.222	SLITRK6|84189	130.3681
SLK|9748	2872.6682	SLK|9748	2541.9223
SLMAP|7871	1230.7454	SLMAP|7871	1763.8037
SLMO1|10650	46.1336	SLMO1|10650	35.2761
SLMO2|51012	1358.6191	SLMO2|51012	1644.683
SLPI|6590	612.7409	SLPI|6590	4987.7301
SLTM|79811	2750.0581	SLTM|79811	1898.2618
SLU7|10569	1458.0076	SLU7|10569	1542.9448
SMAD1|4086	1141.5744	SMAD1|4086	915.1329
SMAD2|4087	2573.2642	SMAD2|4087	2233.1288
SMAD3|4088	1531.6975	SMAD3|4088	1679.4479
SMAD4|4089	2264.0421	SMAD4|4089	2199.0133
SMAD5OS|9597	5.2636	SMAD5OS|9597	5.1125
SMAD5|4090	2627.1383	SMAD5|4090	1809.3047
SMAD6|4091	74.6188	SMAD6|4091	98.6708
SMAD7|4092	702.5312	SMAD7|4092	865.0307
SMAD9|4093	111.7734	SMAD9|4093	56.2372
SMAGP|57228	181.7478	SMAGP|57228	329.7546
SMAP1|60682	798.2413	SMAP1|60682	783.6503
SMAP2|64744	1118.0432	SMAP2|64744	1119.6319
SMARCA1|6594	2113.4763	SMARCA1|6594	1540.8998
SMARCA2|6595	4259.4628	SMARCA2|6595	4245.3988
SMARCA4|6597	2942.6426	SMARCA4|6597	1646.7279999999998
SMARCA5|8467	3038.3157	SMARCA5|8467	2405.4192
SMARCAD1|56916	1335.3975	SMARCAD1|56916	838.9571
SMARCAL1|50485	600.0464	SMARCAL1|50485	592.5358
SMARCB1|6598	1503.8316	SMARCB1|6598	1317.4847
SMARCC1|6599	3182.9089	SMARCC1|6599	2491.3088
SMARCC2|6601	2622.1844	SMARCC2|6601	2666.6667
SMARCD1|6602	1260.4691	SMARCD1|6602	1500.0
SMARCD2|6603	3744.2527	SMARCD2|6603	2458.0777
SMARCD3|6604	506.5408	SMARCD3|6604	849.182
SMARCE1|6605	2802.0745	SMARCE1|6605	3207.0552
SMC1A|8243	3402.1209	SMC1A|8243	1677.4029
SMC2|10592	700.0542	SMC2|10592	563.3947
SMC3|9126	1642.2324	SMC3|9126	1530.1636
SMC4|10051	983.6675	SMC4|10051	644.683
SMC5|23137	1410.0163	SMC5|23137	1304.7035
SMC6|79677	770.6479	SMC6|79677	585.8896
SMCHD1|23347	1919.3436	SMCHD1|23347	1376.2781
SMCR7L|54471	1315.5817	SMCR7L|54471	1021.9836
SMCR7|125170	255.1281	SMCR7|125170	354.8057
SMCR8|140775	1326.1088	SMCR8|140775	789.9949
SMEK1|55671	1541.6054	SMEK1|55671	1838.9571
SMEK2|57223	2271.0736	SMEK2|57223	1781.1861
SMG1|23049	4135.3046	SMG1|23049	2149.2843
SMG5|23381	1705.3952	SMG5|23381	1261.7587
SMG6|23293	1571.3291	SMG6|23293	1257.6687
SMG7|9887	2409.784	SMG7|9887	1241.82
lowly_expressed	lowly_expressed	SMN1|6606	6.3088
SMN2|6607	588.9806	SMN2|6607	1102.5869
SMNDC1|10285	610.5736	SMNDC1|10285	797.546
SMOC1|64093	34.368	SMOC1|64093	252.5562
SMOC2|64094	2250.3289999999997	SMOC2|64094	3549.591
SMOX|54498	200.9443	SMOX|54498	143.1493
SMO|6608	918.0277	SMO|6608	556.2372
SMPD1|6609	647.4185	SMPD1|6609	768.9162
SMPD2|6610	180.1997	SMPD2|6610	158.4867
SMPD3|55512	103.4136	SMPD3|55512	57.2597
SMPD4|55627	1192.662	SMPD4|55627	1324.6421
SMPDL3A|10924	387.3365	SMPDL3A|10924	440.184
SMPDL3B|27293	180.5093	SMPDL3B|27293	189.1616
lowly_expressed	lowly_expressed	SMR3B|10879	18.4049
SMS|6611	1277.1886	SMS|6611	1358.3845
SMTNL1|219537	5.5732	SMTNL1|219537	5.6237
SMTNL2|342527	40.5604	SMTNL2|342527	21.9836
SMTN|6525	1311.247	SMTN|6525	964.7239
SMU1|55234	1531.3879	SMU1|55234	2019.9387
SMUG1|23583	398.7925	SMUG1|23583	383.9468
SMURF1|57154	1050.8429	SMURF1|57154	772.1626
SMURF2|64750	598.1887	SMURF2|64750	765.3374
SMYD1|150572	200.9443	SMYD1|150572	219.8364
SMYD2|56950	705.0081	SMYD2|56950	777.6074
SMYD3|64754	257.9147	SMYD3|64754	191.2065
SMYD4|114826	322.0063	SMYD4|114826	380.3681
SMYD5|10322	576.8248	SMYD5|10322	574.6421
SNAI1|6615	170.6014	SNAI1|6615	377.8119
SNAI2|6591	1462.6519	SNAI2|6591	518.4049
SNAI3|333929	15.7907	SNAI3|333929	18.4049
SNAP23|8773	1479.9907	SNAP23|8773	1550.6135
SNAP25|6616	68.736	SNAP25|6616	10.7362
SNAP29|9342	1256.1344	SNAP29|9342	1104.8057
SNAP47|116841	677.6624	SNAP47|116841	597.817
SNAP91|9892	5.5732	lowly_expressed	lowly_expressed
SNAPC1|6617	193.5134	SNAPC1|6617	289.8773
SNAPC2|6618	376.4997	SNAPC2|6618	299.0798
SNAPC3|6619	360.709	SNAPC3|6619	300.1022
SNAPC4|6621	270.2996	SNAPC4|6621	234.1513
SNAPC5|10302	77.9658	SNAPC5|10302	78.5327
SNAPIN|23557	402.8176	SNAPIN|23557	611.9632
SNCAIP|9627	210.8522	SNCAIP|9627	210.1227
SNCA|6622	78.6439	SNCA|6622	241.82
SNCG|6623	293.5212	SNCG|6623	700.409
SND1|27044	3768.4031	SND1|27044	3051.1247
SNED1|25992	758.5726	SNED1|25992	716.7689
SNF8|11267	533.7874	SNF8|11267	662.5767
SNHG10|283596	53.2549	SNHG10|283596	47.0348
SNHG11|128439	111.4018	SNHG11|128439	136.4519
SNHG12|85028	80.192	SNHG12|85028	149.3303
SNHG1|23642	282.0652	SNHG1|23642	382.9703
SNHG3-RCC1|751867	172.1155	SNHG3-RCC1|751867	119.5348
SNHG3|8420	12.0752	SNHG3|8420	24.5399
lowly_expressed	lowly_expressed	SNHG4|724102	23.5378
SNHG5|387066	1050.5457	SNHG5|387066	2505.6237
SNHG6|641638	434.0893	SNHG6|641638	943.7628
SNHG7|84973	359.195	SNHG7|84973	586.5593
SNHG8|100093630	399.4117	SNHG8|100093630	945.2965
SNHG9|735301	16.7196	SNHG9|735301	45.501000000000005
SNIP1|79753	510.8755	SNIP1|79753	465.7464
SNN|8303	1206.9046	SNN|8303	1415.1329
SNORA8|654320	177.088	SNORA8|654320	149.09
SNORD116-20|100033431	17.6484	lowly_expressed	lowly_expressed
SNORD116-28|100033820	50.4126	SNORD116-28|100033820	10.0204
SNORD116-4|100033416	89.8893	SNORD116-4|100033416	21.7025
SNORD1C|677850	12.1031	SNORD1C|677850	7.1881
SNPH|9751	158.8358	SNPH|9751	169.2229
SNRK|54861	1832.34	SNRK|54861	1731.0838
SNRNP200|23020	8013.3137	SNRNP200|23020	5118.0982
SNRNP25|79622	497.2521	SNRNP25|79622	272.4949
SNRNP27|11017	594.7829	SNRNP27|11017	539.3661
SNRNP35|11066	269.2685	SNRNP35|11066	263.4714
SNRNP40|9410	732.2548	SNRNP40|9410	803.681
SNRNP48|154007	342.4414	SNRNP48|154007	336.4008
SNRNP70|6625	1721.8051	SNRNP70|6625	1444.274
SNRPA1|6627	333.1527	SNRPA1|6627	283.2311
SNRPA|6626	591.9963	SNRPA|6626	990.7975
SNRPB2|6629	2102.0203	SNRPB2|6629	1048.5685
SNRPB|6628	3712.6713	SNRPB|6628	1917.6892
SNRPC|6631	722.9662	SNRPC|6631	932.0041
SNRPD1|6632	513.9717	SNRPD1|6632	706.544
SNRPD2|6633	1562.0404	SNRPD2|6633	2242.8425
SNRPD3|6634	1316.4734	SNRPD3|6634	1293.0879
SNRPE|6635	597.2598	SNRPE|6635	739.7751
SNRPF|6636	478.6748	SNRPF|6636	660.0204
SNRPG|6637	422.94300000000004	SNRPG|6637	580.7771
SNRPN|6638	1632.2997	SNRPN|6638	1526.8763
SNTA1|6640	320.7679	SNTA1|6640	528.1186
SNTB1|6641	270.6092	SNTB1|6641	284.2536
SNTB2|6645	1871.0427	SNTB2|6645	1677.4029
SNTG2|54221	5.2636	SNTG2|54221	22.4949
SNUPN|10073	415.2024	SNUPN|10073	452.9652
SNURF|8926	121.3035	SNURF|8926	63.5429
SNW1|22938	1210.9296	SNW1|22938	1543.4560000000001
SNX10|29887	271.538	SNX10|29887	290.3885
SNX11|29916	460.7168	SNX11|29916	528.1186
SNX12|29934	261.9398	SNX12|29934	231.0838
SNX13|23161	1578.4503	SNX13|23161	1167.6892
SNX14|57231	1390.5101	SNX14|57231	1177.9141
SNX15|29907	454.834	SNX15|29907	628.8344
SNX16|64089	316.4332	SNX16|64089	251.5337
SNX17|9784	2178.1872	SNX17|9784	2397.2393
SNX18|112574	1332.3013	SNX18|112574	1656.953
SNX19|399979	2449.106	SNX19|399979	1590.4908
SNX1|6642	4000.9289	SNX1|6642	3633.9468
SNX20|124460	44.0498	SNX20|124460	33.7423
SNX21|90203	507.6523	SNX21|90203	922.4182
SNX22|79856	228.4233	SNX22|79856	94.2996
SNX24|28966	156.3589	SNX24|28966	206.544
SNX25|83891	464.7419	SNX25|83891	306.2372
SNX27|81609	1197.8605	SNX27|81609	865.1636
SNX29|92017	1073.4577	SNX29|92017	1048.5685
SNX2|6643	1541.6054	SNX2|6643	2290.8998
SNX30|401548	1238.486	SNX30|401548	745.3988
SNX32|254122	7.4309	SNX32|254122	7.6687
SNX33|257364	1068.5038	SNX33|257364	1058.2822
SNX3|8724	2783.4972	SNX3|8724	3559.816
SNX4|8723	985.8348	SNX4|8723	865.5419
SNX5|27131	1692.7007	SNX5|27131	2225.9714
SNX6|58533	1552.4421	SNX6|58533	1691.2065
SNX7|51375	795.1080000000001	SNX7|51375	774.0286
SNX8|29886	342.4414	SNX8|29886	416.1554
SNX9|51429	3082.2819	SNX9|51429	3173.8241
SOAT1|6646	757.9534	SOAT1|6646	503.0675
SOAT2|8435	5.2636	SOAT2|8435	8.18
SOBP|55084	239.0278	SOBP|55084	287.8323
SOCS1|8651	31.891	SOCS1|8651	51.636
SOCS2|8835	680.8577	SOCS2|8835	834.3558
SOCS3|9021	4372.7843	SOCS3|9021	9558.7935
SOCS4|122809	681.1673	SOCS4|122809	760.2249
SOCS5|9655	1476.5849	SOCS5|9655	1404.3967
SOCS6|9306	1210.9296	SOCS6|9306	1145.7055
SOCS7|30837	167.5052	SOCS7|30837	64.4172
SOD1|6647	2480.3777	SOD1|6647	2669.2229
SOD2|6648	2717.2382	SOD2|6648	9600.2045
SOD3|6649	254.1992	SOD3|6649	1861.4519
SOHLH2|54937	5.8828	SOHLH2|54937	7.1575
SOLH|6650	414.5832	SOLH|6650	462.1677
SON|6651	8997.9101	SON|6651	6795.501
SORBS1|10580	1372.8617	SORBS1|10580	6073.6196
SORBS2|8470	996.6716	SORBS2|8470	2488.2413
SORBS3|10174	2059.2925	SORBS3|10174	3345.6033
SORCS1|114815	74.6188	SORCS1|114815	66.4622
SORCS2|57537	1144.9803	SORCS2|57537	99.182
SORD|6652	452.0474	SORD|6652	243.865
SORL1|6653	2496.7877	SORL1|6653	2032.7198
SORT1|6272	7778.311	SORT1|6272	2428.4254
SOS1|6654	2039.7864	SOS1|6654	1703.4765
SOS2|6655	1193.5908	SOS2|6655	1349.182
SOSTDC1|25928	233.145	SOSTDC1|25928	1638.0368
SOX10|6663	1160.1517	SOX10|6663	1457.0552
SOX11|6664	20.1254	SOX11|6664	76.6871
SOX12|6666	3324.7155	SOX12|6666	252.045
SOX13|9580	1201.641	SOX13|9580	1059.3047
SOX15|6665	30.3429	SOX15|6665	56.2372
SOX17|64321	248.9357	SOX17|64321	446.8303
SOX18|54345	245.5298	SOX18|54345	512.2699
SOX30|11063	5.2636	lowly_expressed	lowly_expressed
SOX4|6659	3183.2185	SOX4|6659	1792.4335
SOX5|6660	53.8741	SOX5|6660	55.2147
SOX6|55553	27.8659	SOX6|55553	91.5133
SOX7|83595	430.3739	SOX7|83595	872.1319
SOX8|30812	33.7487	SOX8|30812	74.6421
SOX9|6662	3925.6908	SOX9|6662	4177.4029
SP100|6672	1740.3824	SP100|6672	2077.1984
SP110|3431	528.5239	SP110|3431	557.2597
SP140L|93349	235.0027	SP140L|93349	322.0859
SP140|11262	30.0333	SP140|11262	26.0736
SP1|6667	3975.5399	SP1|6667	3023.5174
SP2|6668	639.0588	SP2|6668	845.092
SP3|6670	2871.1201	SP3|6670	2276.0736
SP4|6671	415.51199999999994	SP4|6671	308.7935
SP5|389058	8.6694	SP5|389058	23.5174
SP6|80320	106.2002	SP6|80320	75.1534
SPA17|53340	118.585	SPA17|53340	104.2945
SPAG16|79582	379.9056	SPAG16|79582	422.8016
SPAG17|200162	20.1254	SPAG17|200162	17.8937
SPAG1|6674	238.0989	SPAG1|6674	176.3804
SPAG4|6676	15.1715	SPAG4|6676	10.7362
SPAG5|10615	1166.694	SPAG5|10615	105.8282
SPAG6|9576	7.4309	SPAG6|9576	6.135
SPAG7|9552	484.8672	SPAG7|9552	706.544
SPAG8|26206	13.6233	SPAG8|26206	32.2086
SPAG9|9043	3842.7123	SPAG9|9043	2556.7485
SPARCL1|8404	26262.0946	SPARCL1|8404	16026.0736
SPARC|6678	163673.9686	SPARC|6678	47631.3906
SPAST|6683	714.916	SPAST|6683	629.8569
SPATA13|221178	613.2611	SPATA13|221178	318.7014
SPATA17|128153	29.1044	SPATA17|128153	9.7137
SPATA18|132671	621.4103	SPATA18|132671	488.2413
SPATA20|64847	1624.2743	SPATA20|64847	989.2638
SPATA24|202051	16.7196	SPATA24|202051	27.6074
SPATA2L|124044	158.8358	SPATA2L|124044	256.6462
SPATA2|9825	452.9762	SPATA2|9825	454.499
SPATA5L1|79029	152.953	SPATA5L1|79029	168.7117
SPATA5|166378	304.9772	SPATA5|166378	209.6115
SPATA6|54558	169.6726	SPATA6|54558	147.7505
SPATA7|55812	163.4801	SPATA7|55812	236.7076
lowly_expressed	lowly_expressed	SPATA9|83890	9.7137
SPATS2L|26010	2409.784	SPATS2L|26010	1907.9755
SPATS2|65244	793.5599	SPATS2|65244	392.1268
SPC24|147841	6.5021	lowly_expressed	lowly_expressed
SPC25|57405	34.0584	SPC25|57405	29.1411
SPCS1|28972	1287.9015	SPCS1|28972	1752.045
SPCS2|9789	634.1048	SPCS2|9789	616.0532
SPCS3|60559	3143.2773	SPCS3|60559	3001.5337
SPDEF|25803	2540.1347	SPDEF|25803	423.8241
lowly_expressed	lowly_expressed	SPDYA|245711	6.999
SPDYE1|285955	10.3383	SPDYE1|285955	5.6237
SPDYE3|441272	83.5637	SPDYE3|441272	88.0266
SPDYE5|442590	7.4309	lowly_expressed	lowly_expressed
