gene_id	TCGA-BH-A18R-01A-11R-A12D-07	gene_id	TCGA-BH-A18R-11A-42R-A12D-07
SATL1|340562	33.8782	SATL1|340562	37.7179
SAV1|60485	674.2942	SAV1|60485	2007.6070000000002
SBDSP1|155370	512.9272	SBDSP1|155370	482.0919
SBDS|51119	1920.0594	SBDS|51119	2677.6545
SBF1|6305	1144.7251	SBF1|6305	1675.4358
SBF2|81846	679.7415	SBF2|81846	2103.6418
SBK1|388228	42.4963	SBK1|388228	129.0016
SBNO1|55206	1643.3878	SBNO1|55206	876.3867
SBNO2|22904	1187.5186	SBNO2|22904	806.9731
SC4MOL|6307	601.4859	SC4MOL|6307	676.3867
SC5DL|6309	573.2541	SC5DL|6309	2186.6878
SC65|10609	459.4354	SC65|10609	246.2758
SCAF1|58506	984.5468	SCAF1|58506	888.4311
SCAI|286205	416.3447	SCAI|286205	617.1157
SCAMP1|9522	3052.3031	SCAMP1|9522	1681.775
SCAMP2|10066	1629.1233	SCAMP2|10066	1851.981
SCAMP3|10067	2098.9599	SCAMP3|10067	877.0206
SCAMP4|113178	1214.5617	SCAMP4|113178	1240.5705
SCAMP5|192683	164.0416	SCAMP5|192683	267.8288
SCAND1|51282	252.0059	SCAND1|51282	225.0396
SCAND2|54581	246.9539	SCAND2|54581	348.6529
SCAND3|114821	249.9257	SCAND3|114821	131.2203
SCAPER|49855	476.9688	SCAPER|49855	637.0840000000001
SCAP|22937	1491.0253	SCAP|22937	1751.3376
SCARA3|51435	517.3848	SCARA3|51435	1167.9873
SCARA5|286133	99.5542	SCARA5|286133	3100.4754
SCARB1|949	2650.5201	SCARB1|949	1771.7908
SCARB2|950	13066.2704	SCARB2|950	7912.5198
SCARF1|8578	69.2422	SCARF1|8578	264.6593
SCARF2|91179	129.2719	SCARF2|91179	105.2298
SCARNA10|692148	11.8871	lowly_expressed	lowly_expressed
SCARNA12|677777	5.052	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SCARNA17|677769	8.8748
SCARNA2|677766	5.052	lowly_expressed	lowly_expressed
SCARNA5|677775	5.6464	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SCARNA9|619383	12.6783
SCCPDH|51097	1373.5513	SCCPDH|51097	990.8082
SCD5|79966	112.63	SCD5|79966	257.6862
SCD|6319	5158.3952	SCD|6319	52756.2599
lowly_expressed	lowly_expressed	SCEL|8796	28.8431
SCFD1|23256	972.3626	SCFD1|23256	1061.1727
SCFD2|152579	506.3893	SCFD2|152579	406.6561
SCG2|7857	8.0238	lowly_expressed	lowly_expressed
SCG3|29106	7.7266	SCG3|29106	48.8114
SCG5|6447	46.3596	SCG5|6447	59.271
SCGB1D2|10647	42.4963	SCGB1D2|10647	401.2678
SCGB2A1|4246	37.4443	SCGB2A1|4246	76.3867
SCGB2A2|4250	280.2377	SCGB2A2|4250	1460.5388
lowly_expressed	lowly_expressed	SCGB3A1|92304	88.4311
lowly_expressed	lowly_expressed	SCGN|10590	47.2266
SCHIP1|29970	78.1575	SCHIP1|29970	248.5198
SCIN|85477	28.8262	SCIN|85477	81.4517
SCLT1|132320	265.9733	SCLT1|132320	171.4739
SCLY|51540	178.9004	SCLY|51540	156.5769
SCMH1|22955	503.7147	SCMH1|22955	1383.2013
SCML1|6322	166.1218	SCML1|6322	259.27099999999996
SCML2|10389	57.6523	SCML2|10389	67.1949
SCML4|256380	17.5334	SCML4|256380	38.0349
lowly_expressed	lowly_expressed	SCN11A|11280	24.7227
SCN1B|6324	35.6612	SCN1B|6324	109.6672
SCN2A|6326	20.8024	SCN2A|6326	228.2092
SCN2B|6327	19.9108	SCN2B|6327	133.439
SCN3A|6328	13.373	SCN3A|6328	231.3788
SCN3B|55800	25.5572	SCN3B|55800	210.4596
SCN4A|6329	17.5334	SCN4A|6329	445.9588
SCN4B|6330	87.6672	SCN4B|6330	879.2393
SCN5A|6331	8.321	SCN5A|6331	117.9081
SCN7A|6332	70.7281	SCN7A|6332	491.9176
SCN8A|6334	50.8172	SCN8A|6334	63.7084
SCN9A|6335	23.6701	SCN9A|6335	73.8415
SCNM1|79005	433.58099999999996	SCNM1|79005	304.9128
SCNN1A|6337	1265.6761	SCNN1A|6337	1334.7068
SCNN1B|6338	148.2912	SCNN1B|6338	497.3059
SCNN1D|6339	10.4012	SCNN1D|6339	70.0475
SCNN1G|6340	144.1308	SCNN1G|6340	98.5737
SCO1|6341	641.9019	SCO1|6341	409.8257
SCO2|9997	601.7831	SCO2|9997	192.0761
SCOC|60592	2172.9569	SCOC|60592	1535.9746
SCP2|6342	3320.6538	SCP2|6342	3190.4913
SCPEP1|59342	1285.5869	SCPEP1|59342	2911.252
lowly_expressed	lowly_expressed	SCRG1|11341	14.58
SCRIB|23513	1964.0416	SCRIB|23513	828.5261
SCRN1|9805	1115.6018	SCRN1|9805	1664.9762
SCRN2|90507	205.05200000000002	SCRN2|90507	1334.3899
SCRN3|79634	358.9896	SCRN3|79634	388.9065
lowly_expressed	lowly_expressed	SCTR|6344	8.2409
lowly_expressed	lowly_expressed	SCUBE1|80274	60.2219
SCUBE2|57758	179.792	SCUBE2|57758	3819.9683
SCUBE3|222663	170.2823	SCUBE3|222663	12.9952
SCYL1|57410	1802.6122	SCYL1|57410	1326.6181
SCYL2|55681	2192.2734	SCYL2|55681	1017.4326
SCYL3|57147	723.9465	SCYL3|57147	572.5705
SDAD1|55153	1148.8856	SDAD1|55153	1152.7734
SDC1|6382	1595.2452	SDC1|6382	1639.3027
SDC2|6383	738.4844	SDC2|6383	2622.187
SDC3|9672	899.2571	SDC3|9672	2747.7021
SDC4|6385	3011.2927	SDC4|6385	6700.7924
SDCBP2|27111	24.0149	SDCBP2|27111	47.0428
SDCBP|6386	1108.7667	SDCBP|6386	3541.046
SDCCAG1|9147	1171.1738	SDCCAG1|9147	1163.8669
SDCCAG3|10807	667.1619999999999	SDCCAG3|10807	476.3867
SDCCAG8|10806	556.0178	SDCCAG8|10806	555.626
SDF2L1|23753	233.2838	SDF2L1|23753	115.6894
SDF2|6388	371.1738	SDF2|6388	617.1157
SDF4|51150	1128.9747	SDF4|51150	1659.588
SDHAF1|644096	132.838	SDHAF1|644096	164.1838
SDHAF2|54949	399.7028	SDHAF2|54949	481.775
SDHAP1|255812	138.4844	SDHAP1|255812	248.4945
SDHAP2|727956	106.3893	SDHAP2|727956	249.7623
SDHAP3|728609	75.7801	SDHAP3|728609	103.962
SDHA|6389	3685.2897	SDHA|6389	2261.8067
SDHB|6390	1059.4354	SDHB|6390	1115.0555
SDHC|6391	2984.844	SDHC|6391	1614.58
SDHD|6392	1069.8366	SDHD|6392	1876.0697
SDK1|221935	188.4101	SDK1|221935	461.8067
SDK2|54549	37.7415	SDK2|54549	481.458
SDPR|8436	195.2452	SDPR|8436	2828.5261
SDR16C5|195814	9.2125	SDR16C5|195814	55.4675
SDR39U1|56948	417.2095	SDR39U1|56948	556.317
SDR42E1|93517	635.9584	SDR42E1|93517	223.7718
SDSL|113675	438.9302	SDSL|113675	75.7528
SDS|10993	197.3254	SDS|10993	6.0222
SEC11A|23478	1805.9435	SEC11A|23478	2194.9287
SEC11C|90701	919.4651	SEC11C|90701	704.2789
SEC13|6396	2768.2021	SEC13|6396	1164.5008
SEC14L1|6397	1700.4458	SEC14L1|6397	2742.3138
SEC14L2|23541	186.1724	SEC14L2|23541	1170.0539
SEC14L5|9717	8.6181	SEC14L5|9717	43.7401
SEC16A|9919	12671.9168	SEC16A|9919	3210.7765
SEC16B|89866	56.4963	SEC16B|89866	365.8352
SEC1|653677	6.5379	SEC1|653677	21.87
SEC22A|26984	440.1189	SEC22A|26984	370.523
SEC22B|9554	1246.0624	SEC22B|9554	1357.8447
SEC22C|9117	523.0312	SEC22C|9117	808.8748
SEC23A|10484	1249.0342	SEC23A|10484	1673.2171
SEC23B|10483	2822.8826	SEC23B|10483	1350.2377
SEC23IP|11196	1705.4978	SEC23IP|11196	1188.9065
SEC24A|10802	1504.9034	SEC24A|10802	931.8542
SEC24B|10427	1803.8633	SEC24B|10427	1728.0507
SEC24C|9632	1953.6404	SEC24C|9632	2771.7908
SEC24D|9871	1134.6211	SEC24D|9871	919.4929
SEC31A|22872	4534.3091	SEC31A|22872	4527.1759
SEC31B|25956	58.8499	SEC31B|25956	273.0174
SEC61A1|29927	11267.0698	SEC61A1|29927	5451.0586
SEC61A2|55176	148.1932	SEC61A2|55176	91.6133
SEC61B|10952	1275.1857	SEC61B|10952	750.2377
SEC61G|23480	767.3105	SEC61G|23480	433.5975
SEC62|7095	6874.5914	SEC62|7095	4564.1838
SEC63|11231	6915.899	SEC63|11231	3411.4105
SECISBP2L|9728	1377.7117	SECISBP2L|9728	2873.8509999999997
SECISBP2|79048	1441.3076	SECISBP2|79048	1113.1537
SECTM1|6398	87.0728	SECTM1|6398	202.5357
SEH1L|81929	1059.4354	SEH1L|81929	732.4881
lowly_expressed	lowly_expressed	SEL1L2|80343	6.0222
SEL1L3|23231	627.6374	SEL1L3|23231	807.29
SEL1L|6400	3698.0684	SEL1L|6400	4576.5452
SELENBP1|8991	6780.3863	SELENBP1|8991	3117.2742
SELE|6401	232.3923	SELE|6401	156.8938
SELK|58515	238.3358	SELK|58515	422.504
SELL|6402	204.7548	SELL|6402	52.6149
SELM|140606	199.1085	SELM|140606	543.5816
SELO|83642	236.5527	SELO|83642	251.3471
SELPLG|6404	374.74	SELPLG|6404	301.1094
SELP|6403	133.4324	SELP|6403	365.1347
SELS|55829	974.1456	SELS|55829	664.6593
SELT|51714	3546.8053	SELT|51714	1515.6894
SEMA3A|10371	40.7132	SEMA3A|10371	176.5452
SEMA3B|7869	59.4354	SEMA3B|7869	187.9556
SEMA3C|10512	8846.3596	SEMA3C|10512	6390.4913
SEMA3D|223117	119.4651	SEMA3D|223117	906.1807
SEMA3E|9723	82.6152	SEMA3E|9723	330.2694
SEMA3F|6405	1343.5364	SEMA3F|6405	779.7147
SEMA3G|56920	124.5171	SEMA3G|56920	2670.3645
SEMA4A|64218	1044.2793	SEMA4A|64218	733.439
SEMA4B|10509	1282.318	SEMA4B|10509	1575.9113
SEMA4C|54910	1669.2422	SEMA4C|54910	1065.6101
SEMA4D|10507	433.2838	SEMA4D|10507	599.683
SEMA4F|10505	59.4354	SEMA4F|10505	313.1537
SEMA4G|57715	340.7459	SEMA4G|57715	164.2504
SEMA5A|9037	681.4264	SEMA5A|9037	2923.2964
SEMA5B|54437	20.208	SEMA5B|54437	17.4326
SEMA6A|57556	115.0074	SEMA6A|57556	1110.3011
SEMA6B|10501	427.6374	SEMA6B|10501	117.9081
SEMA6C|10500	55.8692	SEMA6C|10500	282.4089
SEMA6D|80031	152.1545	SEMA6D|80031	815.2139
SEMA7A|8482	201.7831	SEMA7A|8482	48.8114
SENP1|29843	878.7519	SENP1|29843	509.9842
SENP2|59343	1149.7771	SENP2|59343	1117.9081
SENP3|26168	1146.9212	SENP3|26168	873.1759
SENP5|205564	926.003	SENP5|205564	765.7686
SENP6|26054	2301.3373	SENP6|26054	2380.6656
SENP7|57337	431.2036	SENP7|57337	730.2694
SENP8|123228	60.6241	SENP8|123228	52.2979
SEP15|9403	3065.0817	SEP15|9403	2699.5246
SEPHS1|22929	1210.6984	SEPHS1|22929	1118.859
SEPHS2|22928	3712.63	SEPHS2|22928	1236.4501
SEPN1|57190	2482.6152	SEPN1|57190	3299.2076
SEPP1|6414	22109.1441	SEPP1|6414	20909.5087
SEPSECS|51091	512.9272	SEPSECS|51091	428.8431
SEPT10|151011	642.7935	SEPT10|151011	2658.954
SEPT11|55752	2637.7415	SEPT11|55752	3386.3708
SEPT1|1731	81.4264	SEPT1|1731	78.9223
SEPT2|4735	8512.63	SEPT2|4735	9779.7147
SEPT3|55964	70.4309	SEPT3|55964	135.3407
SEPT4|5414	113.2244	SEPT4|5414	488.74800000000005
SEPT5|5413	163.1501	SEPT5|5413	609.5087
SEPT6|23157	597.0282	SEPT6|23157	1004.1204
SEPT7P2|641977	113.2244	SEPT7P2|641977	201.5848
SEPT7|989	2673.9970000000003	SEPT7|989	3632.9635
SEPT8|23176	3573.1055	SEPT8|23176	1575.0238
SEPT9|10801	7817.8306	SEPT9|10801	3738.5103
SEPW1|6415	1979.1976	SEPW1|6415	2168.9382
SEPX1|51734	272.8083	SEPX1|51734	324.2472
SERAC1|84947	206.2407	SERAC1|84947	241.5214
SERBP1|26135	10822.2883	SERBP1|26135	6083.9937
SERF1A|8293	206.8351	SERF1A|8293	464.0254
SERF2|10169	5583.5721	SERF2|10169	3760.7956
SERGEF|26297	129.8663	SERGEF|26297	309.9842
SERHL2|253190	182.101	SERHL2|253190	166.3328
SERHL|94009	228.8262	SERHL|94009	167.3534
SERINC1|57515	7716.7905	SERINC1|57515	9866.2441
SERINC2|347735	678.1575	SERINC2|347735	1090.9667
SERINC3|10955	2563.7444	SERINC3|10955	3591.7591
SERINC4|619189	7.8098	SERINC4|619189	7.4295
SERINC5|256987	436.2556	SERINC5|256987	283.3597
SERP1|27230	5408.6805	SERP1|27230	3748.9667
SERP2|387923	32.0951	SERP2|387923	80.8241
lowly_expressed	lowly_expressed	SERPINA11|256394	6.9731
SERPINA1|5265	185.7355	SERPINA1|5265	288.4311
SERPINA3|12	508.7667	SERPINA3|12	1414.8970000000002
SERPINA5|5104	55.2749	SERPINA5|5104	616.7987
SERPINB1|1992	462.4071	SERPINB1|1992	830.1109
SERPINB5|5268	80.2377	SERPINB5|5268	806.9731
SERPINB6|5269	1402.0802	SERPINB6|5269	2347.7021
SERPINB8|5271	97.7712	SERPINB8|5271	160.0634
SERPINB9|5272	192.8678	SERPINB9|5272	319.1759
lowly_expressed	lowly_expressed	SERPIND1|3053	15.5309
SERPINE1|5054	1278.7519	SERPINE1|5054	188.5895
SERPINE2|5270	241.6048	SERPINE2|5270	718.225
SERPINF1|5176	1210.6984	SERPINF1|5176	6983.8352
SERPINF2|5345	68.6478	SERPINF2|5345	60.2219
SERPING1|710	2106.0921	SERPING1|710	14109.9842
SERPINH1|871	3032.6895	SERPINH1|871	1944.8494
SERPINI1|5274	119.7623	SERPINI1|5274	412.9952
SERTAD1|29950	154.5319	SERTAD1|29950	381.9334
SERTAD2|9792	1393.4621	SERTAD2|9792	1796.1965
SERTAD3|29946	1112.0357	SERTAD3|29946	781.6165
SERTAD4|56256	1084.9926	SERTAD4|56256	388.2726
SESN1|27244	889.153	SESN1|27244	962.2821
SESN2|83667	550.0743	SESN2|83667	350.2377
SESN3|143686	222.8826	SESN3|143686	505.8637
SESTD1|91404	805.052	SESTD1|91404	2619.0174
SETBP1|26040	209.8068	SETBP1|26040	1848.8114
SETD1A|9739	1024.0713	SETD1A|9739	956.2599
SETD1B|23067	1402.9718	SETD1B|23067	1086.8463
SETD2|29072	3188.1129	SETD2|29072	3208.8748
SETD3|84193	1605.6464	SETD3|84193	1668.7797
SETD4|54093	225.26	SETD4|54093	359.7464
SETD5|55209	4238.9302	SETD5|55209	3227.2583
SETD6|79918	745.1114	SETD6|79918	370.6149
SETD7|80854	3230.6092	SETD7|80854	4224.4057
SETD8|387893	1273.997	SETD8|387893	685.8954
SETDB1|9869	1772.6597	SETDB1|9869	1069.0967
SETDB2|83852	387.8158	SETDB2|83852	716.0063
SETMAR|6419	424.3685	SETMAR|6419	697.9398
SETX|23064	2271.9168	SETX|23064	3406.9731
SET|6418	8863.893	SET|6418	5216.7987
SEZ6L2|26470	936.4042	SEZ6L2|26470	331.5372
SF1|7536	3093.0163	SF1|7536	4549.9208
SF3A1|10291	2813.6404	SF3A1|10291	3628.8209
SF3A2|8175	671.3224	SF3A2|8175	884.3106
SF3A3|10946	1651.4116	SF3A3|10946	1812.9952
SF3B14|51639	1266.5676	SF3B14|51639	843.7401
SF3B1|23451	7365.8247	SF3B1|23451	9574.0095
SF3B2|10992	6802.0802	SF3B2|10992	4494.1363
SF3B3|23450	10452.8975	SF3B3|23450	3213.9461
SF3B4|10262	2178.3061	SF3B4|10262	1194.2948
SF3B5|83443	1790.7875	SF3B5|83443	850.3962
SF4|57794	389.0045	SF4|57794	398.0983
SFI1|9814	400.2972	SFI1|9814	401.9017
SFMBT1|51460	208.321	SFMBT1|51460	375.5943
SFMBT2|57713	97.47399999999999	SFMBT2|57713	230.7448
SFN|2810	423.8782	SFN|2810	364.8177
SFPQ|6421	4495.3343	SFPQ|6421	2906.6403
SFRP1|6422	3258.2467	SFRP1|6422	22132.1712
SFRP2|6423	4630.0149	SFRP2|6423	3469.7306
SFRP4|6424	107.2808	SFRP4|6424	503.3281
SFRS11|9295	2945.6166	SFRS11|9295	3787.9556
SFRS12IP1|285672	667.7563	SFRS12IP1|285672	730.9033
SFRS12|140890	1540.5646	SFRS12|140890	1703.9620000000002
SFRS13A|10772	2064.4874	SFRS13A|10772	1643.7401
lowly_expressed	lowly_expressed	SFRS13B|135295	26.9414
SFRS14|10147	1802.0802	SFRS14|10147	1432.3455
SFRS15|57466	819.3165	SFRS15|57466	825.0396
SFRS16|11129	269.2422	SFRS16|11129	406.3391
SFRS17A|8227	577.4146	SFRS17A|8227	761.9651
SFRS18|25957	1056.1575	SFRS18|25957	3737.5594
SFRS1|6426	6206.8351	SFRS1|6426	3576.8621
SFRS2B|10929	1031.2036	SFRS2B|10929	1690.3328
SFRS2IP|9169	4145.6166	SFRS2IP|9169	3882.4089
SFRS2|6427	4788.4933	SFRS2|6427	2745.2013
SFRS3|6428	6841.9019	SFRS3|6428	4803.4865
SFRS4|6429	884.9926	SFRS4|6429	1558.7956
SFRS5|6430	2562.2585	SFRS5|6430	8527.7338
SFRS6|6431	4258.840999999999	SFRS6|6431	5477.6545
SFRS7|6432	2922.1397	SFRS7|6432	2286.8463
SFRS8|6433	988.7073	SFRS8|6433	1029.4769999999999
SFRS9|8683	3846.9539	SFRS9|8683	1146.7512
SFT2D1|113402	276.6716	SFT2D1|113402	412.9952
SFT2D2|375035	72.4993	SFT2D2|375035	120.4311
SFT2D3|84826	280.8321	SFT2D3|84826	334.0729
SFTPA2|729238	10.4012	lowly_expressed	lowly_expressed
SFTPD|6441	14.8588	SFTPD|6441	23.4548
SFXN1|94081	2118.2764	SFXN1|94081	448.1775
SFXN2|118980	938.4844	SFXN2|118980	237.40099999999998
SFXN3|81855	505.4978	SFXN3|81855	926.7829
SFXN4|119559	427.3403	SFXN4|119559	339.4612
SFXN5|94097	170.8767	SFXN5|94097	222.50400000000002
lowly_expressed	lowly_expressed	SGCA|6442	8.2409
SGCB|6443	310.2526	SGCB|6443	1701.1094
SGCD|6444	172.3626	SGCD|6444	804.1204
SGCE|8910	225.5572	SGCE|8910	1427.2583
SGCG|6445	14.5617	SGCG|6445	154.0412
lowly_expressed	lowly_expressed	SGCZ|137868	6.0222
SGEF|26084	737.5929	SGEF|26084	439.6197
SGIP1|84251	49.0342	SGIP1|84251	103.645
SGK196|84197	95.9881	SGK196|84197	45.0079
SGK1|6446	900.4458	SGK1|6446	1333.7559
SGK223|157285	437.1471	SGK223|157285	740.4119999999999
SGK269|79834	969.3908	SGK269|79834	2169.8891
SGK2|10110	9.5097	SGK2|10110	257.6862
SGK3|23678	195.6018	SGK3|23678	1140.897
SGK494|124923	17.9881	SGK494|124923	42.7892
SGMS1|259230	562.2585	SGMS1|259230	728.3677
SGMS2|166929	131.3522	SGMS2|166929	451.0301
SGOL1|151648	297.474	lowly_expressed	lowly_expressed
SGOL2|151246	471.3224	SGOL2|151246	140.72899999999998
SGPL1|8879	1659.7325	SGPL1|8879	1826.9414
SGPP1|81537	329.5691	SGPP1|81537	474.4849
SGPP2|130367	37.1471	SGPP2|130367	23.1379
SGSH|6448	961.6642	SGSH|6448	777.4960000000001
SGSM1|129049	25.8544	SGSM1|129049	223.1379
SGSM2|9905	1729.5691	SGSM2|9905	1946.7512
SGSM3|27352	1329.8663	SGSM3|27352	990.4913
SGTA|6449	1178.0089	SGTA|6449	1230.7448
SGTB|54557	90.0892	SGTB|54557	301.1886
SH2B1|25970	304.0119	SH2B1|25970	1139.7781
SH2B2|10603	13.373	SH2B2|10603	12.3613
SH2B3|10019	691.2333	SH2B3|10019	1173.6926
SH2D1A|4068	42.7935	SH2D1A|4068	25.0396
lowly_expressed	lowly_expressed	SH2D1B|117157	8.5578
SH2D2A|9047	31.5007	SH2D2A|9047	19.9683
SH2D3A|10045	330.1634	SH2D3A|10045	212.6783
SH2D3C|10044	167.0134	SH2D3C|10044	491.6006
SH2D4A|63898	328.9747	SH2D4A|63898	350.8716
SH3BGRL2|83699	487.37	SH3BGRL2|83699	1650.0792
SH3BGRL3|83442	1031.7979	SH3BGRL3|83442	1238.3518
SH3BGRL|6451	3716.1753	SH3BGRL|6451	4696.9889
SH3BGR|6450	225.8544	SH3BGR|6450	188.9065
SH3BP1|23616	939.3016	SH3BP1|23616	151.7052
SH3BP2|6452	920.3566	SH3BP2|6452	1347.3851
SH3BP4|23677	4238.0386	SH3BP4|23677	2670.0475
SH3BP5L|80851	1414.2645	SH3BP5L|80851	744.5325
SH3BP5|9467	642.523	SH3BP5|9467	2759.2583
SH3D19|152503	686.1813	SH3D19|152503	4292.5515
SH3GL1|6455	2108.4695	SH3GL1|6455	1040.5705
SH3GLB1|51100	2493.6107	SH3GLB1|51100	4589.5404
SH3GLB2|56904	1629.1233	SH3GLB2|56904	1329.6355
SH3KBP1|30011	402.6746	SH3KBP1|30011	1564.1838
SH3PXD2A|9644	1961.9614	SH3PXD2A|9644	2811.4105
SH3PXD2B|285590	1382.7637	SH3PXD2B|285590	2647.5436
SH3RF1|57630	499.8514	SH3RF1|57630	827.8922
SH3RF2|153769	49.9257	SH3RF2|153769	440.2536
SH3RF3|344558	69.2422	SH3RF3|344558	194.6117
SH3TC1|54436	427.0431	SH3TC1|54436	123.6133
SH3TC2|79628	52.3328	SH3TC2|79628	163.8669
SH3YL1|26751	978.0089	SH3YL1|26751	1530.9033
SHANK2|22941	1152.1545	SHANK2|22941	1629.1601
SHANK3|85358	339.9703	SHANK3|85358	1204.1204
SHARPIN|81858	1244.8737	SHARPIN|81858	607.9239
SHB|6461	659.4354	SHB|6461	298.8906
SHC1|6464	3046.3596	SHC1|6464	2545.8003
SHC2|25759	149.7771	SHC2|25759	229.794
lowly_expressed	lowly_expressed	SHC3|53358	17.7496
SHC4|399694	12.7786	SHC4|399694	122.6624
SHCBP1|79801	672.2139999999999	SHCBP1|79801	14.897
SHE|126669	108.4695	SHE|126669	665.6101
SHFM1|7979	1025.5572	SHFM1|7979	711.5689
SHF|90525	54.0862	SHF|90525	162.599
SHISA2|387914	876.9688	SHISA2|387914	645.9588
lowly_expressed	lowly_expressed	SHISA3|152573	14.2631
SHISA4|149345	139.0788	SHISA4|149345	156.2599
SHISA5|51246	5986.3299	SHISA5|51246	1996.5135
SHISA6|388336	9.2125	SHISA6|388336	17.1157
SHISA9|729993	49.9257	SHISA9|729993	43.7401
SHKBP1|92799	383.6553	SHKBP1|92799	443.4231
SHMT1|6470	443.6731	SHMT1|6470	1347.5784
SHMT2|6472	3814.8588	SHMT2|6472	867.1949
SHOC2|8036	1839.8217	SHOC2|8036	1409.5087
SHOX2|6474	52.3031	SHOX2|6474	208.8748
SHPK|23729	618.0535	SHPK|23729	342.6307
SHPRH|257218	797.1649	SHPRH|257218	931.5658
SHQ1|55164	313.8187	SHQ1|55164	403.1696
SHROOM1|134549	43.685	SHROOM1|134549	358.1616
SHROOM2|357	534.6211	SHROOM2|357	152.1395
SHROOM3|57619	4041.3076	SHROOM3|57619	3217.4326
SHROOM4|57477	166.7162	SHROOM4|57477	641.2044
SIAE|54414	630.9064	SIAE|54414	771.8510000000001
SIAH1|6477	554.7667	SIAH1|6477	595.9968
SIAH2|6478	724.5171	SIAH2|6478	552.1395
SIDT1|54847	1125.4086	SIDT1|54847	519.8098
SIDT2|51092	1015.4473	SIDT2|51092	2020.7227
SIGIRR|59307	817.2363	SIGIRR|59307	300.1585
SIGLEC10|89790	79.04899999999999	SIGLEC10|89790	62.4406
SIGLEC14|100049587	31.5007	SIGLEC14|100049587	13.6292
lowly_expressed	lowly_expressed	SIGLEC15|284266	22.186999999999998
lowly_expressed	lowly_expressed	SIGLEC16|400709	7.607
SIGLEC1|6614	185.7355	SIGLEC1|6614	225.3566
SIGLEC5|8778	20.208	SIGLEC5|8778	7.29
SIGLEC6|946	18.7221	SIGLEC6|946	48.4945
SIGLEC7|27036	21.9911	SIGLEC7|27036	7.29
SIGLEC8|27181	31.7979	SIGLEC8|27181	81.141
SIGLEC9|27180	23.476999999999997	SIGLEC9|27180	11.4105
SIGLECP3|284367	7.7266	SIGLECP3|284367	65.6101
SIGMAR1|10280	1380.6835	SIGMAR1|10280	957.8447
SIK1|150094	2910.847	SIK1|150094	1628.5261
SIK2|23235	495.3938	SIK2|23235	4593.9778
SIK3|23387	767.0134	SIK3|23387	1914.4216
SIKE1|80143	722.1397	SIKE1|80143	912.8368
SIL1|64374	720.6538	SIL1|64374	580.3487
SILV|6490	140.8618	SILV|6490	65.2932
lowly_expressed	lowly_expressed	SIM1|6492	155.309
SIM2|6493	31.2036	SIM2|6493	39.6197
SIN3A|25942	3203.8633	SIN3A|25942	2685.2615
SIN3B|23309	649.3314	SIN3B|23309	1330.2694
SIP1|8487	140.8618	SIP1|8487	121.0777
SIPA1L1|26037	815.4532	SIPA1L1|26037	1079.5563
SIPA1L2|57568	1178.3061	SIPA1L2|57568	730.5864
SIPA1L3|23094	1713.8187	SIPA1L3|23094	1143.2647
SIPA1|6494	309.0639	SIPA1|6494	474.4849
SIRPA|140885	770.2823	SIRPA|140885	2659.5879999999997
SIRPB1|10326	49.9257	SIRPB1|10326	147.0681
SIRPB2|284759	36.8499	SIRPB2|284759	25.9905
SIRPG|55423	30.311999999999998	SIRPG|55423	16.4818
SIRT1|23411	827.3403	SIRT1|23411	1190.1743
SIRT2|22933	589.5988	SIRT2|22933	1145.8003
SIRT3|23410	642.0921	SIRT3|23410	807.9968
SIRT4|23409	17.5334	SIRT4|23409	34.2314
SIRT5|23408	419.3165	SIRT5|23408	417.4326
SIRT6|51548	161.0698	SIRT6|51548	116.3233
SIRT7|51547	163.4473	SIRT7|51547	179.7147
SIT1|27240	24.9629	SIT1|27240	31.3788
SIVA1|10572	567.3105	SIVA1|10572	578.13
SIX1|6495	567.6077	SIX1|6495	240.5705
SIX2|10736	30.311999999999998	SIX2|10736	25.6735
SIX4|51804	788.7073	SIX4|51804	176.2282
SIX5|147912	161.0698	SIX5|147912	550.2377
SKA1|220134	208.321	SKA1|220134	12.3613
SKA2|348235	8376.2259	SKA2|348235	370.8399
SKA3|221150	516.2496	SKA3|221150	13.0079
SKAP1|8631	49.9257	SKAP1|8631	163.5499
SKAP2|8935	303.1204	SKAP2|8935	1453.2488
SKIL|6498	1659.7325	SKIL|6498	614.2631
SKIV2L2|23517	2486.7489	SKIV2L2|23517	1788.8019
SKIV2L|6499	672.7132	SKIV2L|6499	810.4596
SKI|6497	1165.8247	SKI|6497	2911.8859
SKP1|6500	5650.5201	SKP1|6500	5613.9461
SKP2|6502	226.7459	SKP2|6502	179.7147
SLA2|84174	47.8455	SLA2|84174	32.3296
SLAIN1|122060	295.6909	SLAIN1|122060	164.5008
SLAIN2|57606	1740.2675	SLAIN2|57606	1447.2266
SLAMF1|6504	31.5007	SLAMF1|6504	79.5563
SLAMF6|114836	61.5156	SLAMF6|114836	56.1014
SLAMF7|57823	252.8975	SLAMF7|57823	602.2187
SLAMF8|56833	250.6895	SLAMF8|56833	71.7718
SLA|6503	167.9049	SLA|6503	118.225
SLBP|7884	1223.1798	SLBP|7884	661.1727
SLC10A3|8273	323.3284	SLC10A3|8273	530.5864
lowly_expressed	lowly_expressed	SLC10A5|347051	6.3391
SLC10A6|345274	6.2407	SLC10A6|345274	33.2805
