gene_id	TCGA-BH-A0B8-01A-21R-A056-07	gene_id	TCGA-BH-A0B8-11A-41R-A089-07
SERPINA12|145264	31.2236	lowly_expressed	lowly_expressed
SERPINA1|5265	334.7349	SERPINA1|5265	142.1925
SERPINA3|12	39448.2154	SERPINA3|12	375.999
SERPINA4|5267	7.3467	lowly_expressed	lowly_expressed
SERPINA5|5104	6325.0671	SERPINA5|5104	117.8576
SERPINA9|327657	50.0495	lowly_expressed	lowly_expressed
SERPINB13|5275	48.672	lowly_expressed	lowly_expressed
SERPINB1|1992	2022.1848	SERPINB1|1992	1026.3629
SERPINB2|5055	92.2932	SERPINB2|5055	71.5734
SERPINB3|6317	47.8731	SERPINB3|6317	8.1117
SERPINB4|6318	7.2273	lowly_expressed	lowly_expressed
SERPINB5|5268	206.1673	SERPINB5|5268	86.3653
SERPINB6|5269	4285.4339	SERPINB6|5269	4555.8869
SERPINB7|8710	14.2343	SERPINB7|8710	17.1776
SERPINB8|5271	158.8728	SERPINB8|5271	159.8473
SERPINB9|5272	160.2503	SERPINB9|5272	583.562
lowly_expressed	lowly_expressed	SERPIND1|3053	9.5431
SERPINE1|5054	960.5837	SERPINE1|5054	371.7046
SERPINE2|5270	439.4257	SERPINE2|5270	323.98900000000003
SERPINF1|5176	2044.225	SERPINF1|5176	20204.2228
SERPINF2|5345	25.7135	SERPINF2|5345	41.5126
SERPING1|710	3019.9613	SERPING1|710	17963.4976
SERPINH1|871	3094.3468	SERPINH1|871	5426.2197
SERPINI1|5274	508.7604	SERPINI1|5274	212.8116
SERTAD1|29950	403.1513	SERTAD1|29950	559.227
SERTAD2|9792	1805.4565	SERTAD2|9792	1395.2046
SERTAD3|29946	1123.1299	SERTAD3|29946	734.8205
SERTAD4|56256	86.7831	SERTAD4|56256	204.7
SESN1|27244	393.5087	SESN1|27244	828.8202
SESN2|83667	185.0455	SESN2|83667	734.3433
SESN3|143686	47.7537	SESN3|143686	295.8368
SESTD1|91404	1730.1527	SESTD1|91404	4542.5265
SETBP1|26040	1912.4432	SETBP1|26040	697.1251
SETD1A|9739	974.3588	SETD1A|9739	703.8053
SETD1B|23067	1412.8662	SETD1B|23067	1079.3272
SETD2|29072	1777.9063	SETD2|29072	2511.75
SETD3|84193	1561.1781	SETD3|84193	2772.2772
SETD4|54093	230.5034	SETD4|54093	219.4918
SETD5|55209	1937.2383	SETD5|55209	2133.3651
SETD6|79918	225.0071	SETD6|79918	240.8303
SETD7|80854	2161.7725	SETD7|80854	8916.1398
SETD8|387893	618.0429	SETD8|387893	667.5415
SETDB1|9869	1078.5904	SETDB1|9869	815.4599
SETDB2|83852	363.2035	SETDB2|83852	343.5524
SETMAR|6419	409.5797	SETMAR|6419	506.2627
SETX|23064	1732.4485	SETX|23064	2847.6679
SET|6418	5811.715	SET|6418	3383.0371
SEZ6L2|26470	4472.3161	SEZ6L2|26470	38.1725
SEZ6L|23544	2624.1567	lowly_expressed	lowly_expressed
SEZ6|124925	509.6787	lowly_expressed	lowly_expressed
SF1|7536	4923.221	SF1|7536	4334.9636
SF3A1|10291	4327.9392	SF3A1|10291	3487.0476
SF3A2|8175	1563.4739	SF3A2|8175	651.3181
SF3A3|10946	1333.4298	SF3A3|10946	1605.1533
SF3B14|51639	1484.4967	SF3B14|51639	873.1958
SF3B1|23451	6996.8329	SF3B1|23451	5454.3719
SF3B2|10992	5423.7164	SF3B2|10992	5205.7736
SF3B3|23450	3591.1688	SF3B3|23450	3163.0681
SF3B4|10262	2255.9023	SF3B4|10262	944.2919999999999
SF3B5|83443	839.822	SF3B5|83443	813.0741
SF4|57794	457.3333	SF4|57794	401.7655
SFI1|9814	648.3481	SFI1|9814	128.355
SFMBT1|51460	364.1218	SFMBT1|51460	209.4715
SFMBT2|57713	18.826	SFMBT2|57713	59.1674
SFN|2810	1320.6097	SFN|2810	187.27900000000002
SFPQ|6421	4024.9237	SFPQ|6421	2718.0198
SFRP1|6422	336.5716	SFRP1|6422	8887.0333
SFRP2|6423	7650.2318	SFRP2|6423	2311.3444
SFRP4|6424	1985.9104	SFRP4|6424	999.6421
SFRP5|6425	9.1834	lowly_expressed	lowly_expressed
SFRS11|9295	1637.8595	SFRS11|9295	2331.3849
SFRS12IP1|285672	675.4391	SFRS12IP1|285672	699.0338
SFRS12|140890	1502.4043	SFRS12|140890	1205.7736
SFRS13A|10772	1459.7015	SFRS13A|10772	1315.9967
lowly_expressed	lowly_expressed	SFRS13B|135295	12.4061
SFRS14|10147	1293.1054	SFRS14|10147	941.4291
SFRS15|57466	1023.49	SFRS15|57466	851.2466
SFRS16|11129	386.162	SFRS16|11129	219.0147
SFRS17A|8227	526.2089	SFRS17A|8227	517.2373
SFRS18|25957	900.8916	SFRS18|25957	1616.1279
SFRS1|6426	4664.2491	SFRS1|6426	3264.2252
SFRS2B|10929	184.1272	SFRS2B|10929	1024.4543
SFRS2IP|9169	2592.474	SFRS2IP|9169	3199.8091
SFRS2|6427	2876.9114	SFRS2|6427	2369.0612
SFRS3|6428	5094.4915	SFRS3|6428	3765.2392
SFRS4|6429	989.5114	SFRS4|6429	2445.9024
SFRS5|6430	3156.7939	SFRS5|6430	2896.815
SFRS6|6431	4165.5905	SFRS6|6431	1875.2237
SFRS7|6432	1492.7618	SFRS7|6432	1484.4328
SFRS8|6433	914.2075	SFRS8|6433	703.3282
SFRS9|8683	2182.8943	SFRS9|8683	1305.9764
SFT2D1|113402	54.1821	SFT2D1|113402	408.4457
SFT2D2|375035	44.0803	SFT2D2|375035	42.424
SFT2D3|84826	357.2343	SFT2D3|84826	299.6541
lowly_expressed	lowly_expressed	SFTA1P|207107	68.2333
SFTPA1|653509	95.5074	SFTPA1|653509	15.269
SFTPA2|729238	303.9706	SFTPA2|729238	37.2182
SFTPB|6439	442.6399	SFTPB|6439	74.9135
SFTPC|6440	5.51	lowly_expressed	lowly_expressed
SFTPD|6441	31.2236	SFTPD|6441	7.1573
SFXN1|94081	2595.229	SFXN1|94081	280.5678
SFXN2|118980	971.1446	SFXN2|118980	100.2028
SFXN3|81855	1606.6359	SFXN3|81855	1129.4286
SFXN4|119559	747.5288	SFXN4|119559	374.0904
SFXN5|94097	770.4873	SFXN5|94097	114.9946
SGCA|6442	7.8059	SGCA|6442	43.4212
SGCB|6443	619.8795	SGCB|6443	3291.4231
SGCD|6444	1104.7631	SGCD|6444	711.9169999999999
SGCE|8910	219.9424	SGCE|8910	1028.2715
lowly_expressed	lowly_expressed	SGCG|6445	605.034
SGEF|26084	143.261	SGEF|26084	503.8769
SGIP1|84251	25.2544	SGIP1|84251	46.7613
SGK196|84197	71.6305	SGK196|84197	27.1979
SGK1|6446	763.1406	SGK1|6446	1807.9446
SGK223|157285	158.8728	SGK223|157285	791.1249
SGK269|79834	1033.5917	SGK269|79834	4105.9287
SGK2|10110	11.4793	SGK2|10110	992.9619
SGK3|23678	803.2719999999999	SGK3|23678	409.9248
SGK494|124923	37.4958	SGK494|124923	23.8578
SGMS1|259230	677.2758	SGMS1|259230	885.6018
SGMS2|166929	134.996	SGMS2|166929	345.4611
SGOL1|151648	57.8554	SGOL1|151648	5.2487
SGOL2|151246	309.4806	SGOL2|151246	45.3298
SGPL1|8879	4574.710999999999	SGPL1|8879	1792.1985
SGPP1|81537	213.0549	SGPP1|81537	666.11
SGPP2|130367	21.581	lowly_expressed	lowly_expressed
SGSH|6448	793.905	SGSH|6448	632.2319
SGSM1|129049	80.3548	SGSM1|129049	60.5988
SGSM2|9905	1980.8595	SGSM2|9905	743.4093
SGSM3|27352	964.2571	SGSM3|27352	520.5774
SGTA|6449	1601.5851	SGTA|6449	1006.7995
SGTB|54557	175.1596	SGTB|54557	282.1377
SH2B1|25970	650.6439	SH2B1|25970	734.8205
SH2B2|10603	14.6934	SH2B2|10603	10.9746
SH2B3|10019	609.7778	SH2B3|10019	1538.8286
SH2D1A|4068	23.8768	SH2D1A|4068	31.9695
lowly_expressed	lowly_expressed	SH2D1B|117157	16.2233
SH2D2A|9047	12.8568	SH2D2A|9047	5.2487
SH2D3A|10045	262.1861	SH2D3A|10045	10.0203
SH2D3C|10044	210.75900000000001	SH2D3C|10044	874.6272
SH2D4A|63898	266.7778	SH2D4A|63898	225.2177
SH3BGRL2|83699	128.5676	SH3BGRL2|83699	1566.5036
SH3BGRL3|83442	1956.0643	SH3BGRL3|83442	2101.3957
SH3BGRL|6451	2800.0188	SH3BGRL|6451	2733.6276
SH3BGR|6450	96.8849	SH3BGR|6450	127.8778
SH3BP1|23616	364.6315	SH3BP1|23616	70.1086
SH3BP2|6452	529.423	SH3BP2|6452	1109.8652
SH3BP4|23677	2320.6453	SH3BP4|23677	1054.0379
SH3BP5L|80851	765.8956	SH3BP5L|80851	655.1354
SH3BP5|9467	1222.1683	SH3BP5|9467	3915.9155
SH3D19|152503	974.818	SH3D19|152503	11027.0786
lowly_expressed	lowly_expressed	SH3D20|201175	8.5888
SH3GL1|6455	1503.7818	SH3GL1|6455	1076.9414
SH3GLB1|51100	1692.9599	SH3GLB1|51100	7938.924
SH3GLB2|56904	1156.6493	SH3GLB2|56904	542.0494
SH3KBP1|30011	586.8193	SH3KBP1|30011	3985.6853
SH3PXD2A|9644	2974.5034	SH3PXD2A|9644	2366.6945
SH3PXD2B|285590	1314.6038	SH3PXD2B|285590	1294.5246
SH3RF1|57630	950.9411	SH3RF1|57630	643.6836
SH3RF2|153769	15.6118	SH3RF2|153769	133.6037
SH3RF3|344558	108.3641	SH3RF3|344558	394.131
SH3TC1|54436	180.91299999999998	SH3TC1|54436	120.2433
SH3TC2|79628	11.0201	SH3TC2|79628	64.4161
SH3YL1|26751	1245.7283	SH3YL1|26751	439.93800000000005
SHANK1|50944	127.1901	lowly_expressed	lowly_expressed
SHANK2|22941	1096.5945	SHANK2|22941	106.883
SHANK3|85358	544.5757	SHANK3|85358	2929.7388
SHARPIN|81858	855.4338	SHARPIN|81858	730.5261
lowly_expressed	lowly_expressed	SHBG|6462	6.202999999999999
SHB|6461	359.5301	SHB|6461	293.45099999999996
SHC1|6464	2658.5945	SHC1|6464	3349.6362
SHC2|25759	343.0	SHC2|25759	307.2886
lowly_expressed	lowly_expressed	SHC3|53358	9.066
lowly_expressed	lowly_expressed	SHC4|399694	10.4974
SHCBP1|79801	168.5154	SHCBP1|79801	7.6345
SHE|126669	108.8233	SHE|126669	1443.8745
SHFM1|7979	665.3374	SHFM1|7979	996.302
SHF|90525	96.4257	SHF|90525	53.9186
SHISA2|387914	3302.3508	SHISA2|387914	55.3501
lowly_expressed	lowly_expressed	SHISA3|152573	49.1471
SHISA4|149345	266.7778	SHISA4|149345	104.9744
SHISA5|51246	2809.2022	SHISA5|51246	2383.395
lowly_expressed	lowly_expressed	SHISA6|388336	20.5177
SHISA9|729993	413.7122	lowly_expressed	lowly_expressed
SHKBP1|92799	891.7082	SHKBP1|92799	434.6893
SHMT1|6470	742.4779	SHMT1|6470	2402.5719
SHMT2|6472	2001.5221	SHMT2|6472	613.1457
SHOC2|8036	3244.4954	SHOC2|8036	2115.2332
SHOX2|6474	56.4779	SHOX2|6474	177.0249
lowly_expressed	lowly_expressed	SHOX|6473	15.269
SHPK|23729	567.851	SHPK|23729	453.7755
SHPRH|257218	333.8855	SHPRH|257218	570.3734
SHQ1|55164	373.3052	SHQ1|55164	285.3394
SHROOM1|134549	352.6426	SHROOM1|134549	177.0249
SHROOM2|357	1071.2437	SHROOM2|357	51.5329
SHROOM3|57619	2719.6641	SHROOM3|57619	244.7811
SHROOM4|57477	238.3092	SHROOM4|57477	1203.3878
SIAE|54414	656.6131	SIAE|54414	1122.7484
SIAH1|6477	745.5314	SIAH1|6477	690.8982
SIAH2|6478	4940.6695	SIAH2|6478	610.7599
SIDT1|54847	459.6292	SIDT1|54847	94.4769
SIDT2|51092	2382.1006	SIDT2|51092	3559.3177
SIGIRR|59307	511.5154	SIGIRR|59307	240.0095
SIGLEC10|89790	85.4056	SIGLEC10|89790	28.6294
lowly_expressed	lowly_expressed	SIGLEC11|114132	22.4263
SIGLEC14|100049587	17.9076	SIGLEC14|100049587	9.066
lowly_expressed	lowly_expressed	SIGLEC16|400709	6.202999999999999
SIGLEC1|6614	218.1058	SIGLEC1|6614	612.6685
SIGLEC5|8778	21.1218	SIGLEC5|8778	9.066
SIGLEC6|946	10.5609	SIGLEC6|946	5.7259
SIGLEC7|27036	20.6627	SIGLEC7|27036	10.9746
SIGLEC8|27181	115.2517	SIGLEC8|27181	10.0203
SIGLEC9|27180	26.6319	SIGLEC9|27180	15.7462
SIGLECP3|284367	9.1834	SIGLECP3|284367	10.0203
SIGMAR1|10280	1095.5797	SIGMAR1|10280	934.2717
SIK1|150094	1438.5797	SIK1|150094	1032.5659
SIK2|23235	663.0415	SIK2|23235	9603.2447
SIK3|23387	1127.7216	SIK3|23387	1141.3575
SIKE1|80143	587.2785	SIKE1|80143	1016.3426
SIL1|64374	900.8916	SIL1|64374	993.4391
SILV|6490	32.1419	SILV|6490	5.2487
lowly_expressed	lowly_expressed	SIM1|6492	432.3035
SIM2|6493	41.7845	SIM2|6493	26.2436
SIN3A|25942	2215.4954	SIN3A|25942	1759.7519
SIN3B|23309	1093.2838	SIN3B|23309	1118.454
SIP1|8487	120.3025	SIP1|8487	120.7205
SIPA1L1|26037	2187.486	SIPA1L1|26037	731.9575
SIPA1L2|57568	3049.3482	SIPA1L2|57568	522.486
SIPA1L3|23094	2513.4967	SIPA1L3|23094	294.8825
SIPA1|6494	506.4645	SIPA1|6494	464.7501
SIRPA|140885	530.3414	SIRPA|140885	3164.9767
SIRPB1|10326	41.3253	SIRPB1|10326	148.3956
SIRPB2|284759	26.1727	SIRPB2|284759	54.3958
SIRPG|55423	5.0509	lowly_expressed	lowly_expressed
SIRT1|23411	1120.3749	SIRT1|23411	1088.3932
SIRT2|22933	1324.7055	SIRT2|22933	2036.0253
SIRT3|23410	438.3099	SIRT3|23410	592.0983
SIRT4|23409	18.826	SIRT4|23409	33.8781
SIRT5|23408	558.3508	SIRT5|23408	452.344
SIRT6|51548	196.0656	SIRT6|51548	91.1368
SIRT7|51547	292.4913	SIRT7|51547	138.8524
SIT1|27240	14.2343	SIT1|27240	15.7462
SIVA1|10572	619.8795	SIVA1|10572	657.044
SIX1|6495	736.5087	SIX1|6495	397.4711
SIX2|10736	622.1754	SIX2|10736	73.482
SIX4|51804	1259.5034	SIX4|51804	63.9389
SIX5|147912	317.7457	SIX5|147912	567.8158
SKA1|220134	131.3226	lowly_expressed	lowly_expressed
SKA2|348235	663.9599	SKA2|348235	574.9732
SKA3|221150	140.428	lowly_expressed	lowly_expressed
SKAP1|8631	1107.5181	SKAP1|8631	5.2487
SKAP2|8935	593.2477	SKAP2|8935	1953.9544
SKIL|6498	854.0563	SKIL|6498	810.6883
SKIV2L2|23517	1592.7047	SKIV2L2|23517	1589.369
SKIV2L|6499	1068.1259	SKIV2L|6499	710.6907
SKI|6497	1362.8166	SKI|6497	4924.7286
SKP1|6500	9894.6549	SKP1|6500	6041.274
SKP2|6502	106.9866	SKP2|6502	182.7508
SLA2|84174	17.4485	SLA2|84174	16.2233
SLAIN1|122060	9.1834	SLAIN1|122060	47.2385
SLAIN2|57606	804.9251	SLAIN2|57606	2304.6642
SLAMF1|6504	6.4284	lowly_expressed	lowly_expressed
SLAMF6|114836	32.1419	SLAMF6|114836	33.4009
SLAMF7|57823	112.4967	SLAMF7|57823	42.9441
SLAMF8|56833	103.7357	SLAMF8|56833	66.0002
SLA|6503	141.8835	SLA|6503	135.0352
SLBP|7884	709.8769	SLBP|7884	781.5818
SLC10A3|8273	534.9331	SLC10A3|8273	491.94800000000004
lowly_expressed	lowly_expressed	SLC10A6|345274	24.335
SLC10A7|84068	138.2102	SLC10A7|84068	221.4005
SLC11A1|6556	54.6412	SLC11A1|6556	29.5837
SLC11A2|4891	2073.6118	SLC11A2|4891	731.9575
SLC12A2|6558	2686.6038	SLC12A2|6558	791.6021
SLC12A4|6560	472.486	SLC12A4|6560	2120.6679999999997
SLC12A5|57468	173.1071	lowly_expressed	lowly_expressed
SLC12A6|9990	298.9197	SLC12A6|9990	860.0406
SLC12A7|10723	2175.0884	SLC12A7|10723	930.9316
SLC12A8|84561	642.8380000000001	SLC12A8|84561	30.0608
SLC12A9|56996	526.668	SLC12A9|56996	416.0802
SLC13A2|9058	10.5609	SLC13A2|9058	18.1319
SLC13A3|64849	15.1526	SLC13A3|64849	25.2893
SLC14A1|6563	14.2343	SLC14A1|6563	151.2585
lowly_expressed	lowly_expressed	SLC14A2|8170	359.7757
SLC15A2|6565	22.9585	SLC15A2|6565	41.0354
SLC15A3|51296	414.6305	SLC15A3|51296	487.1764
SLC15A4|121260	391.67199999999997	SLC15A4|121260	591.1965
lowly_expressed	lowly_expressed	SLC16A11|162515	17.6548
lowly_expressed	lowly_expressed	SLC16A12|387700	51.5329
SLC16A13|201232	41.3253	SLC16A13|201232	26.2436
SLC16A14|151473	459.17	SLC16A14|151473	338.7809
SLC16A1|6566	688.755	SLC16A1|6566	948.1093
SLC16A2|6567	717.6828	SLC16A2|6567	2519.8616
SLC16A3|9123	417.3856	SLC16A3|9123	103.0657
SLC16A4|9122	58.7738	SLC16A4|9122	145.5326
SLC16A5|9121	214.8916	SLC16A5|9121	85.411
SLC16A6|9120	1495.9759	SLC16A6|9120	12.8832
SLC16A7|9194	22.0402	SLC16A7|9194	1936.7768
lowly_expressed	lowly_expressed	SLC16A8|23539	5.2487
SLC16A9|220963	162.5462	SLC16A9|220963	40.5583
SLC17A5|26503	277.7979	SLC17A5|26503	742.9321
SLC17A7|57030	5.0509	SLC17A7|57030	111.1774
SLC17A8|246213	44.0803	lowly_expressed	lowly_expressed
SLC17A9|63910	62.4471	SLC17A9|63910	15.269
SLC18A1|6570	50.0495	lowly_expressed	lowly_expressed
SLC18A2|6571	13.7751	SLC18A2|6571	6.202999999999999
SLC19A1|6573	545.494	SLC19A1|6573	607.8969
SLC19A2|10560	1531.7912	SLC19A2|10560	647.9781
SLC19A3|80704	82.6506	SLC19A3|80704	7986.6396
SLC1A1|6505	27.090999999999998	SLC1A1|6505	259.0958
SLC1A2|6506	2600.739	SLC1A2|6506	21.471999999999998
SLC1A3|6507	234.1767	SLC1A3|6507	3009.4238
SLC1A4|6509	3757.8475	SLC1A4|6509	465.7044
SLC1A5|6510	2697.6239	SLC1A5|6510	6277.9435
SLC1A6|6511	9.6426	lowly_expressed	lowly_expressed
SLC1A7|6512	11.4793	SLC1A7|6512	112.6089
SLC20A1|6574	2352.328	SLC20A1|6574	597.3995
SLC20A2|6575	1186.4954	SLC20A2|6575	777.2874
SLC22A10|387775	9.1834	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC22A12|116085	51.5329
SLC22A15|55356	560.1874	SLC22A15|55356	25.2893
SLC22A17|51310	359.5301	SLC22A17|51310	198.9741
lowly_expressed	lowly_expressed	SLC22A18AS|5003	9.066
SLC22A18|5002	248.8702	SLC22A18|5002	126.4464
SLC22A23|63027	1402.2639	SLC22A23|63027	693.2506
lowly_expressed	lowly_expressed	SLC22A25|387601	6.6802
SLC22A3|6581	18.3668	SLC22A3|6581	898.0079
SLC22A4|6583	100.2781	SLC22A4|6583	8.5888
SLC22A5|6584	819.6185	SLC22A5|6584	241.44099999999997
SLC23A1|9963	9.6426	lowly_expressed	lowly_expressed
SLC23A2|9962	1674.5931	SLC23A2|9962	1114.1596
SLC23A3|151295	7.8059	lowly_expressed	lowly_expressed
SLC24A1|9187	306.7256	SLC24A1|9187	444.2324
SLC24A2|25769	7.3467	lowly_expressed	lowly_expressed
SLC24A3|57419	1090.5288	SLC24A3|57419	1048.3121
lowly_expressed	lowly_expressed	SLC24A4|123041	8.5888
SLC24A6|80024	697.0201	SLC24A6|80024	652.7496
SLC25A10|1468	1170.4244	SLC25A10|1468	1171.8955
SLC25A11|8402	1272.8193	SLC25A11|8402	1064.0582
SLC25A12|8604	556.0549	SLC25A12|8604	453.7755
SLC25A13|10165	435.2932	SLC25A13|10165	389.3594
SLC25A14|9016	178.158	SLC25A14|9016	83.5023
SLC25A15|10166	603.0877	SLC25A15|10166	123.1683
SLC25A16|8034	237.8501	SLC25A16|8034	1301.682
SLC25A17|10478	1070.3253	SLC25A17|10478	402.2426
SLC25A18|83733	7.3467	SLC25A18|83733	188.9538
SLC25A19|60386	255.7577	SLC25A19|60386	167.0047
SLC25A1|6576	1566.6881	SLC25A1|6576	3879.7567
SLC25A20|788	238.3092	SLC25A20|788	978.6473
SLC25A21|89874	35.2413	SLC25A21|89874	16.9915
SLC25A22|79751	215.3507	SLC25A22|79751	150.7813
SLC25A23|79085	1758.162	SLC25A23|79085	2164.8574
SLC25A24|29957	952.7778	SLC25A24|29957	1416.1995
SLC25A25|114789	397.6412	SLC25A25|114789	2349.5169
SLC25A26|115286	248.18599999999998	SLC25A26|115286	497.3446
SLC25A27|9481	83.1098	SLC25A27|9481	208.0401
SLC25A28|81894	650.6439	SLC25A28|81894	665.1557
SLC25A29|123096	571.2075	SLC25A29|123096	256.71
SLC25A30|253512	268.6145	SLC25A30|253512	805.9167
SLC25A32|81034	483.1157	SLC25A32|81034	555.6865
SLC25A33|84275	109.7416	SLC25A33|84275	839.7948
SLC25A34|284723	8.2651	SLC25A34|284723	80.6394
SLC25A35|399512	530.2128	SLC25A35|399512	163.7314
SLC25A36|55186	1846.3227	SLC25A36|55186	1711.082
SLC25A37|51312	98.2624	SLC25A37|51312	492.4251
SLC25A38|54977	860.9438	SLC25A38|54977	690.9221
SLC25A39|51629	3078.735	SLC25A39|51629	1157.1037
SLC25A3|5250	8112.1569	SLC25A3|5250	10471.1917
SLC25A40|55972	124.8942	SLC25A40|55972	129.3093
SLC25A42|284439	191.0147	SLC25A42|284439	531.0748
SLC25A43|203427	708.9585	SLC25A43|203427	673.2673
SLC25A44|9673	1129.0991	SLC25A44|9673	854.1095
SLC25A45|283130	275.502	SLC25A45|283130	126.9235
SLC25A46|91137	1036.8059	SLC25A46|91137	1028.7487
SLC25A4|291	818.2410000000001	SLC25A4|291	1016.3426
SLC25A5|292	9249.521	SLC25A5|292	4314.4459
SLC25A6|293	11552.2587	SLC25A6|293	10059.4059
SLC26A10|65012	8.761000000000001	SLC26A10|65012	6.4273
SLC26A11|284129	249.7885	SLC26A11|284129	156.0301
SLC26A1|10861	32.2613	SLC26A1|10861	10.5356
SLC26A2|1836	964.2571	SLC26A2|1836	683.7648
SLC26A4|5172	5.51	SLC26A4|5172	80.9305
SLC26A5|375611	8.7242	lowly_expressed	lowly_expressed
SLC26A6|65010	79.4226	SLC26A6|65010	97.81700000000001
lowly_expressed	lowly_expressed	SLC26A7|115111	63.4618
SLC27A1|376497	1216.3414	SLC27A1|376497	1211.4995
SLC27A2|11001	7104.7378	SLC27A2|11001	549.6839
SLC27A3|11000	669.9291	SLC27A3|11000	719.5515
SLC27A4|10999	789.3133	SLC27A4|10999	463.7958
SLC27A5|10998	165.7374	SLC27A5|10998	55.0352
SLC27A6|28965	7.8059	SLC27A6|28965	13.8375
lowly_expressed	lowly_expressed	SLC28A3|64078	17.1776
SLC29A1|2030	2918.4847	SLC29A1|2030	5335.5601
SLC29A2|3177	392.0715	SLC29A2|3177	123.0013
SLC29A3|55315	2119.988	SLC29A3|55315	163.1874
SLC29A4|222962	75.3039	SLC29A4|222962	3712.2748
SLC2A10|81031	2232.9438	SLC2A10|81031	278.6592
SLC2A11|66035	170.8113	SLC2A11|66035	153.1671
SLC2A12|154091	53.7229	SLC2A12|154091	55.8273
SLC2A13|114134	95.5074	SLC2A13|114134	246.2126
lowly_expressed	lowly_expressed	SLC2A14|144195	24.335
SLC2A1|6513	1737.4994	SLC2A1|6513	599.7853
SLC2A3|6515	394.4271	SLC2A3|6515	1223.4284
SLC2A4RG|56731	1158.486	SLC2A4RG|56731	1914.8276
SLC2A4|6517	27.090999999999998	SLC2A4|6517	3022.7842
SLC2A5|6518	11.4793	SLC2A5|6518	63.9389
SLC2A6|11182	24.336	SLC2A6|11182	39.1268
SLC2A8|29988	157.9545	SLC2A8|29988	376.9534
SLC2A9|56606	69.7938	SLC2A9|56606	25.7664
SLC30A1|7779	263.5636	SLC30A1|7779	316.3545
SLC30A4|7782	111.1191	SLC30A4|7782	210.4259
SLC30A5|64924	1653.4713	SLC30A5|64924	1427.6512
SLC30A6|55676	444.4766	SLC30A6|55676	467.61300000000006
SLC30A7|148867	373.7644	SLC30A7|148867	570.6788
SLC30A8|169026	47.7537	lowly_expressed	lowly_expressed
SLC30A9|10463	1024.4083	SLC30A9|10463	1259.2151
SLC31A1|1317	635.9505	SLC31A1|1317	1034.9517
SLC31A2|1318	117.5475	SLC31A2|1318	495.7652
SLC33A1|9197	993.6439	SLC33A1|9197	455.6841
SLC34A2|10568	67.9572	SLC34A2|10568	135.9895
SLC34A3|142680	5.51	lowly_expressed	lowly_expressed
SLC35A1|10559	620.7979	SLC35A1|10559	421.806
SLC35A2|7355	718.1419	SLC35A2|7355	309.6743
SLC35A3|23443	451.3641	SLC35A3|23443	369.796
SLC35A4|113829	2074.9894	SLC35A4|113829	2087.5582
SLC35A5|55032	480.2918	SLC35A5|55032	900.8708
SLC35B1|10237	865.5355	SLC35B1|10237	437.075
SLC35B2|347734	1235.6265	SLC35B2|347734	614.5771
SLC35B3|51000	602.8902	SLC35B3|51000	584.9934
SLC35B4|84912	275.502	SLC35B4|84912	710.4855
SLC35C1|55343	516.5663	SLC35C1|55343	1137.5403
SLC35C2|51006	674.0616	SLC35C2|51006	472.3846
SLC35D1|23169	499.1178	SLC35D1|23169	580.6990000000001
SLC35D2|11046	379.7336	SLC35D2|11046	289.6338
SLC35E1|79939	3066.2915	SLC35E1|79939	1980.6752
SLC35E2|728661	1410.8826	SLC35E2|728661	2463.6049
SLC35E2|9906	58.4615	SLC35E2|9906	92.9977
SLC35E3|55508	584.0643	SLC35E3|55508	154.1214
SLC35E4|339665	149.7675	SLC35E4|339665	43.9031
SLC35F1|222553	9.6426	SLC35F1|222553	47.2385
SLC35F2|54733	290.1955	SLC35F2|54733	52.01
SLC35F3|148641	15.6118	lowly_expressed	lowly_expressed
SLC35F5|80255	1120.3749	SLC35F5|80255	818.3228
SLC36A1|206358	429.7831	SLC36A1|206358	246.2126
SLC36A4|120103	50.5087	SLC36A4|120103	111.1774
SLC37A1|54020	559.2691	SLC37A1|54020	158.4158
SLC37A2|219855	524.3722	SLC37A2|219855	357.8671
SLC37A3|84255	323.2557	SLC37A3|84255	754.8610000000001
SLC37A4|2542	352.1834	SLC37A4|2542	347.3697
SLC38A10|124565	2080.9586	SLC38A10|124565	2723.6073
lowly_expressed	lowly_expressed	SLC38A11|151258	6.202999999999999
SLC38A1|81539	4084.7766	SLC38A1|81539	755.3382
SLC38A2|54407	4261.0979	SLC38A2|54407	4747.7037
SLC38A3|10991	5.9692	SLC38A3|10991	135.5123
SLC38A4|55089	5.9692	SLC38A4|55089	34.3552
SLC38A5|92745	71.6305	SLC38A5|92745	14.3147
SLC38A6|145389	166.6787	SLC38A6|145389	180.8422
SLC38A7|55238	309.9398	SLC38A7|55238	253.8471
SLC38A9|153129	185.0455	SLC38A9|153129	199.9284
SLC39A10|57181	2098.8662	SLC39A10|57181	550.161
SLC39A11|201266	2183.3535	SLC39A11|201266	352.1412
SLC39A13|91252	689.2142	SLC39A13|91252	515.3286
SLC39A14|23516	1472.5583	SLC39A14|23516	1225.8141
SLC39A1|27173	1841.2718	SLC39A1|27173	1998.8071
SLC39A3|29985	879.3106	SLC39A3|29985	410.8314
SLC39A4|55630	564.32	SLC39A4|55630	55.3501
SLC39A6|25800	163947.1174	SLC39A6|25800	2243.5882
SLC39A7|7922	2672.3696	SLC39A7|7922	2181.0808
