gene_id	TCGA-BH-A18L-01A-32R-A12D-07	gene_id	TCGA-BH-A18L-11A-42R-A12D-07
SEMA3C|10512	137.5723	SEMA3C|10512	6975.1892
SEMA3D|223117	9.8266	SEMA3D|223117	341.4634
SEMA3E|9723	104.0462	SEMA3E|9723	348.6123
SEMA3F|6405	1684.104	SEMA3F|6405	1305.2986
SEMA3G|56920	219.9422	SEMA3G|56920	4949.1169
SEMA4A|64218	186.4162	SEMA4A|64218	459.2094
SEMA4B|10509	1375.4335	SEMA4B|10509	1671.9933
SEMA4C|54910	3793.0636	SEMA4C|54910	1095.8789
SEMA4D|10507	716.185	SEMA4D|10507	444.0706
SEMA4F|10505	414.1618	SEMA4F|10505	335.5761
SEMA4G|57715	115.3006	SEMA4G|57715	86.12700000000001
SEMA5A|9037	179.1908	SEMA5A|9037	1614.3818
SEMA5B|54437	30.0578	SEMA5B|54437	13.4567
SEMA6A|57556	1268.4971	SEMA6A|57556	1214.4659
SEMA6B|10501	173.4104	SEMA6B|10501	558.4525
SEMA6C|10500	121.9653	SEMA6C|10500	290.1598
SEMA6D|80031	85.2601	SEMA6D|80031	642.1362
SEMA7A|8482	29.1908	SEMA7A|8482	74.8528
SENP1|29843	672.8324	SENP1|29843	457.9479
SENP2|59343	878.3237	SENP2|59343	782.1699
SENP3|26168	682.5723	SENP3|26168	896.3204
SENP5|205564	643.3526	SENP5|205564	674.9369
SENP6|26054	1016.4739999999999	SENP6|26054	1921.3625
SENP7|57337	295.3757	SENP7|57337	479.815
SENP8|123228	54.9133	SENP8|123228	48.7805
SEP15|9403	2834.9711	SEP15|9403	2814.1295
SEPHS1|22929	942.7746	SEPHS1|22929	994.9537
SEPHS2|22928	9982.0809	SEPHS2|22928	1306.9807
SEPN1|57190	3192.7746	SEPN1|57190	3870.8999
SEPP1|6414	6937.8006	SEPP1|6414	16509.6888
SEPSECS|51091	728.0347	SEPSECS|51091	338.0992
SEPT10|151011	961.8497	SEPT10|151011	2113.5408
SEPT11|55752	498.5549	SEPT11|55752	4229.1842
SEPT1|1731	36.1272	SEPT1|1731	39.9495
SEPT2|4735	7098.5549	SEPT2|4735	10145.5004
SEPT3|55964	667.341	SEPT3|55964	182.9268
SEPT4|5414	152.3121	SEPT4|5414	657.6955
SEPT5|5413	341.0405	SEPT5|5413	407.9058
SEPT6|23157	279.4798	SEPT6|23157	670.3112
SEPT7P2|641977	151.4451	SEPT7P2|641977	178.3011
SEPT7|989	3175.1445	SEPT7|989	3436.0807
SEPT8|23176	1973.1561	SEPT8|23176	1380.8284
SEPT9|10801	13537.8613	SEPT9|10801	4476.4508
SEPW1|6415	4067.9191	SEPW1|6415	2460.471
SEPX1|51734	921.9653	SEPX1|51734	358.2843
SERAC1|84947	112.7168	SERAC1|84947	273.7595
SERBP1|26135	4967.052	SERBP1|26135	4925.5677
SERF1A|8293	543.3526	SERF1A|8293	365.0126
SERF2|10169	6225.4017	SERF2|10169	5973.4315
SERGEF|26297	402.6012	SERGEF|26297	319.1758
SERHL2|253190	113.7139	SERHL2|253190	214.7981
SERHL|94009	91.9075	SERHL|94009	170.3112
SERINC1|57515	4305.4913	SERINC1|57515	9372.582
SERINC2|347735	1927.4566	SERINC2|347735	1713.6249
SERINC3|10955	8389.5954	SERINC3|10955	2801.5139
lowly_expressed	lowly_expressed	SERINC4|619189	5.8368
SERINC5|256987	665.0289	SERINC5|256987	199.3272
SERP1|27230	2871.5491	SERP1|27230	3350.9672
SERP2|387923	62.7168	SERP2|387923	60.1346
lowly_expressed	lowly_expressed	SERPINA10|51156	7.5694
SERPINA11|256394	350.0	SERPINA11|256394	229.6047
SERPINA1|5265	635.2601	SERPINA1|5265	15910.0084
SERPINA3|12	12261.2775	SERPINA3|12	11356.1817
lowly_expressed	lowly_expressed	SERPINA4|5267	45.4163
SERPINA5|5104	11311.2659	SERPINA5|5104	1437.3423
lowly_expressed	lowly_expressed	SERPINA6|866	756.0976
SERPINA9|327657	6.3584	lowly_expressed	lowly_expressed
SERPINB1|1992	1443.0636	SERPINB1|1992	1119.4281
SERPINB2|5055	5.2023	SERPINB2|5055	22.7082
lowly_expressed	lowly_expressed	SERPINB5|5268	802.3549
SERPINB6|5269	2402.3121	SERPINB6|5269	1945.7527
SERPINB8|5271	99.711	SERPINB8|5271	268.2927
SERPINB9|5272	142.7746	SERPINB9|5272	411.6905
lowly_expressed	lowly_expressed	SERPIND1|3053	28.5955
SERPINE1|5054	972.5434	SERPINE1|5054	945.3322
SERPINE2|5270	137.2832	SERPINE2|5270	523.9697
SERPINF1|5176	445.3757	SERPINF1|5176	12455.0042
SERPINF2|5345	30.3468	SERPINF2|5345	94.6173
SERPING1|710	1359.5376	SERPING1|710	17918.4188
SERPINH1|871	1165.896	SERPINH1|871	4291.0008
SERPINI1|5274	247.6879	SERPINI1|5274	227.5021
SERTAD1|29950	292.1965	SERTAD1|29950	658.9571
SERTAD2|9792	650.289	SERTAD2|9792	1362.4895
SERTAD3|29946	945.9538	SERTAD3|29946	993.6922
SERTAD4|56256	796.8208	SERTAD4|56256	229.1842
SESN1|27244	439.8844	SESN1|27244	904.9622
SESN2|83667	295.9538	SESN2|83667	507.1489
SESN3|143686	875.7225	SESN3|143686	209.4197
SESTD1|91404	2901.4451	SESTD1|91404	2337.6787
SETBP1|26040	601.1561	SETBP1|26040	906.6442
SETD1A|9739	1358.0925	SETD1A|9739	810.3448
SETD1B|23067	1428.3237	SETD1B|23067	939.8654
SETD2|29072	2538.4393	SETD2|29072	2346.5097
SETD3|84193	2003.7572	SETD3|84193	1704.3734
SETD4|54093	233.815	SETD4|54093	366.6947
SETD5|55209	2243.0636	SETD5|55209	2248.9487
SETD6|79918	215.6474	SETD6|79918	296.926
SETD7|80854	3773.4104	SETD7|80854	5028.5955
SETD8|387893	773.9884	SETD8|387893	712.3633
SETDB1|9869	1709.5376	SETDB1|9869	894.4491
SETDB2|83852	178.6127	SETDB2|83852	472.6661
SETMAR|6419	204.3353	SETMAR|6419	534.0622
SETX|23064	2334.6821	SETX|23064	2658.5366
SET|6418	7669.6532	SET|6418	4224.979
SEZ6L2|26470	4651.4451	SEZ6L2|26470	625.7359
lowly_expressed	lowly_expressed	SEZ6L|23544	15.9798
SEZ6|124925	579.4798	SEZ6|124925	7.1489
SF1|7536	4849.710999999999	SF1|7536	4287.2161
SF3A1|10291	2757.4566	SF3A1|10291	3432.6493
SF3A2|8175	552.0231	SF3A2|8175	788.8982
SF3A3|10946	1983.526	SF3A3|10946	1549.6215
SF3B14|51639	978.9017	SF3B14|51639	871.7410000000001
SF3B1|23451	6828.0347	SF3B1|23451	7174.5164
SF3B2|10992	4965.6069	SF3B2|10992	4783.852
SF3B3|23450	3078.0347	SF3B3|23450	2771.6569
SF3B4|10262	2986.7052	SF3B4|10262	1219.5122
SF3B5|83443	591.0405	SF3B5|83443	1001.2616
SF4|57794	371.6763	SF4|57794	495.7948
SFI1|9814	236.1272	SFI1|9814	408.3263
SFMBT1|51460	588.4393	SFMBT1|51460	347.3507
SFMBT2|57713	171.9653	SFMBT2|57713	116.4844
SFN|2810	521.6763	SFN|2810	626.6022
SFPQ|6421	5412.6358	SFPQ|6421	3349.0496
SFRP1|6422	185.2601	SFRP1|6422	19513.0362
SFRP2|6423	478.9017	SFRP2|6423	8010.513000000001
SFRP4|6424	259.8266	SFRP4|6424	3962.5736
lowly_expressed	lowly_expressed	SFRP5|6425	13.8772
SFRS11|9295	2122.2543	SFRS11|9295	2659.3776
SFRS12IP1|285672	745.3757	SFRS12IP1|285672	595.8789
SFRS12|140890	1562.7168	SFRS12|140890	1444.4912
SFRS13A|10772	2031.2139	SFRS13A|10772	1610.5971
lowly_expressed	lowly_expressed	SFRS13B|135295	24.8108
SFRS14|10147	930.3468	SFRS14|10147	1337.2582
SFRS15|57466	883.815	SFRS15|57466	847.7712
SFRS16|11129	316.185	SFRS16|11129	494.9537
SFRS17A|8227	425.1445	SFRS17A|8227	815.3911
SFRS18|25957	731.5029	SFRS18|25957	2131.6148
SFRS1|6426	6340.4624	SFRS1|6426	3375.9462
SFRS2B|10929	3166.763	SFRS2B|10929	1221.1943
SFRS2IP|9169	3398.8439	SFRS2IP|9169	3104.2893
SFRS2|6427	3083.2832	SFRS2|6427	2375.1051
SFRS3|6428	3997.3988	SFRS3|6428	4978.5534
SFRS4|6429	1059.5376	SFRS4|6429	2037.4264
SFRS5|6430	2756.6474	SFRS5|6430	4956.6863
SFRS6|6431	4715.0289	SFRS6|6431	3539.5290000000005
SFRS7|6432	2135.8382	SFRS7|6432	2084.1043
SFRS8|6433	872.5434	SFRS8|6433	808.2422
SFRS9|8683	2330.6358	SFRS9|8683	1392.3465
SFT2D1|113402	160.6936	SFT2D1|113402	410.8495
SFT2D2|375035	115.0231	SFT2D2|375035	82.0017
SFT2D3|84826	273.9884	SFT2D3|84826	253.5744
lowly_expressed	lowly_expressed	SFTA1P|207107	6.7283
lowly_expressed	lowly_expressed	SFTPA2|729238	7.1489
lowly_expressed	lowly_expressed	SFTPD|6441	35.3238
SFXN1|94081	1700.578	SFXN1|94081	400.3364
SFXN2|118980	523.9884	SFXN2|118980	268.7132
SFXN3|81855	1369.0751	SFXN3|81855	1140.0336
SFXN4|119559	514.4509	SFXN4|119559	285.5341
SFXN5|94097	763.2948	SFXN5|94097	237.1741
lowly_expressed	lowly_expressed	SGCA|6442	9.2515
SGCB|6443	630.0578	SGCB|6443	1860.8074
SGCD|6444	23.6994	SGCD|6444	608.4945
SGCE|8910	214.7399	SGCE|8910	1364.5921
lowly_expressed	lowly_expressed	SGCG|6445	180.4037
SGEF|26084	311.2717	SGEF|26084	272.4979
SGIP1|84251	17.6301	SGIP1|84251	52.1447
SGK196|84197	40.1734	SGK196|84197	27.3339
SGK1|6446	419.0751	SGK1|6446	2223.7174
SGK223|157285	141.0405	SGK223|157285	801.5139
SGK269|79834	599.1329	SGK269|79834	1970.984
lowly_expressed	lowly_expressed	SGK2|10110	470.14300000000003
SGK3|23678	3686.8757	SGK3|23678	1051.5517
SGK494|124923	47.659	SGK494|124923	38.8141
SGMS1|259230	446.8208	SGMS1|259230	741.7998
SGMS2|166929	54.9133	SGMS2|166929	550.4626
SGOL1|151648	155.2023	lowly_expressed	lowly_expressed
SGOL2|151246	255.2023	SGOL2|151246	119.0076
SGPL1|8879	1814.1618	SGPL1|8879	1326.3246
SGPP1|81537	434.9711	SGPP1|81537	438.1833
SGPP2|130367	131.5029	SGPP2|130367	14.2977
SGSH|6448	776.3006	SGSH|6448	1096.2994
SGSM1|129049	17.9191	SGSM1|129049	149.2851
SGSM2|9905	609.8266	SGSM2|9905	1545.8368
SGSM3|27352	646.8208	SGSM3|27352	1162.3213
SGTA|6449	1000.0	SGTA|6449	1318.3347
SGTB|54557	166.5289	SGTB|54557	227.9226
SH2B1|25970	1177.4566	SH2B1|25970	1060.9756
SH2B2|10603	10.6936	SH2B2|10603	15.1388
SH2B3|10019	497.1098	SH2B3|10019	1225.3995
SH2D1A|4068	8.0925	SH2D1A|4068	12.1951
lowly_expressed	lowly_expressed	SH2D1B|117157	6.7283
SH2D2A|9047	27.1676	SH2D2A|9047	8.831
SH2D3A|10045	142.4855	SH2D3A|10045	216.148
SH2D3C|10044	219.3642	SH2D3C|10044	648.0235
SH2D4A|63898	272.5434	SH2D4A|63898	302.7754
SH3BGRL2|83699	119.0751	SH3BGRL2|83699	1275.8621
SH3BGRL3|83442	1306.0694	SH3BGRL3|83442	2417.9983
SH3BGRL|6451	6130.0578	SH3BGRL|6451	3953.7426
SH3BGR|6450	33.525999999999996	SH3BGR|6450	121.5307
SH3BP1|23616	125.2948	SH3BP1|23616	182.0858
SH3BP2|6452	780.9249	SH3BP2|6452	1185.45
SH3BP4|23677	760.6936	SH3BP4|23677	2127.8385
SH3BP5L|80851	1074.5665	SH3BP5L|80851	708.1581
SH3BP5|9467	439.8092	SH3BP5|9467	2950.4878
SH3D19|152503	992.7746	SH3D19|152503	4908.3263
SH3D20|201175	6.6474	lowly_expressed	lowly_expressed
SH3GL1|6455	910.6936	SH3GL1|6455	1423.8856
SH3GLB1|51100	2085.2601	SH3GLB1|51100	4581.1606
SH3GLB2|56904	1595.9538	SH3GLB2|56904	1430.614
SH3KBP1|30011	196.2428	SH3KBP1|30011	1547.0984
SH3PXD2A|9644	1275.1445	SH3PXD2A|9644	1933.5576
SH3PXD2B|285590	488.4393	SH3PXD2B|285590	1559.714
SH3RF1|57630	788.4393	SH3RF1|57630	648.4441
lowly_expressed	lowly_expressed	SH3RF2|153769	316.2321
SH3RF3|344558	126.3006	SH3RF3|344558	319.5963
SH3TC1|54436	107.5145	SH3TC1|54436	242.2204
SH3TC2|79628	18.2081	SH3TC2|79628	108.4945
SH3YL1|26751	1963.2948	SH3YL1|26751	961.312
lowly_expressed	lowly_expressed	SHANK1|50944	8.4104
SHANK2|22941	1672.5434	SHANK2|22941	697.6451
SHANK3|85358	268.2081	SHANK3|85358	1847.3507
SHARPIN|81858	3906.3584	SHARPIN|81858	739.2767
SHB|6461	405.2023	SHB|6461	434.8192
SHC1|6464	2899.1329	SHC1|6464	3270.8158
SHC2|25759	22.5434	SHC2|25759	394.0286
lowly_expressed	lowly_expressed	SHC3|53358	10.9336
lowly_expressed	lowly_expressed	SHC4|399694	140.4542
SHCBP1|79801	264.7399	SHCBP1|79801	31.9596
SHE|126669	113.8728	SHE|126669	776.7031
SHFM1|7979	917.9191	SHFM1|7979	877.2077
SHF|90525	29.1908	SHF|90525	145.0799
SHISA2|387914	37.8613	SHISA2|387914	185.0294
lowly_expressed	lowly_expressed	SHISA3|152573	49.6215
SHISA4|149345	309.8266	SHISA4|149345	210.2607
SHISA5|51246	6043.9306	SHISA5|51246	3600.0841
lowly_expressed	lowly_expressed	SHISA6|388336	16.4003
SHISA9|729993	5.4913	SHISA9|729993	37.8469
SHKBP1|92799	1068.2081	SHKBP1|92799	698.0656
SHMT1|6470	410.841	SHMT1|6470	1139.5921
SHMT2|6472	1795.3757	SHMT2|6472	812.0269
SHOC2|8036	1782.9479999999999	SHOC2|8036	1523.5492
SHOX2|6474	25.1445	SHOX2|6474	218.2506
lowly_expressed	lowly_expressed	SHOX|6473	9.672
SHPK|23729	331.7919	SHPK|23729	462.9941
SHPRH|257218	299.9827	SHPRH|257218	630.9209
SHQ1|55164	456.6474	SHQ1|55164	378.8898
SHROOM1|134549	438.7283	SHROOM1|134549	295.6266
SHROOM2|357	253.7572	SHROOM2|357	290.5803
SHROOM3|57619	1032.3699	SHROOM3|57619	2521.0261
SHROOM4|57477	164.7399	SHROOM4|57477	648.0235
SIAE|54414	497.1098	SIAE|54414	1314.55
SIAH1|6477	299.4335	SIAH1|6477	582.3759
SIAH2|6478	2073.1214	SIAH2|6478	760.7233
SIDT1|54847	422.8324	SIDT1|54847	454.5837
SIDT2|51092	1712.1734	SIDT2|51092	2519.8066
SIGIRR|59307	1142.4855	SIGIRR|59307	475.6098
SIGLEC10|89790	75.7225	SIGLEC10|89790	74.8528
lowly_expressed	lowly_expressed	SIGLEC11|114132	15.1388
SIGLEC14|100049587	36.9942	SIGLEC14|100049587	18.9235
lowly_expressed	lowly_expressed	SIGLEC16|400709	18.0824
SIGLEC1|6614	362.7168	SIGLEC1|6614	975.6098
SIGLEC5|8778	22.2543	SIGLEC5|8778	10.9336
lowly_expressed	lowly_expressed	SIGLEC6|946	14.2977
SIGLEC7|27036	26.3006	SIGLEC7|27036	29.016
SIGLEC8|27181	44.5087	SIGLEC8|27181	38.2675
SIGLEC9|27180	23.9884	SIGLEC9|27180	36.5854
SIGLECP3|284367	5.2023	SIGLECP3|284367	41.6316
SIGMAR1|10280	1180.0578	SIGMAR1|10280	940.7065
SIK1|150094	1033.526	SIK1|150094	2378.8898
SIK2|23235	665.6069	SIK2|23235	3269.9748
SIK3|23387	1064.7399	SIK3|23387	1436.0807
SIKE1|80143	775.7225	SIKE1|80143	805.2986
SIL1|64374	1007.2254	SIL1|64374	959.2094
SILV|6490	22.2543	SILV|6490	37.8469
lowly_expressed	lowly_expressed	SIM1|6492	156.434
SIM2|6493	12.4277	SIM2|6493	26.0723
SIN3A|25942	2138.4393	SIN3A|25942	1916.7368
SIN3B|23309	379.4798	SIN3B|23309	1243.9024
SIP1|8487	139.8844	SIP1|8487	112.2792
SIPA1L1|26037	727.7457	SIPA1L1|26037	931.8755
SIPA1L2|57568	1522.8324	SIPA1L2|57568	640.4542
SIPA1L3|23094	2477.1676	SIPA1L3|23094	1002.1026
SIPA1|6494	385.2601	SIPA1|6494	600.5046
SIRPA|140885	520.2312	SIRPA|140885	2974.3482
SIRPB1|10326	40.4624	SIRPB1|10326	157.275
SIRPB2|284759	25.4335	SIRPB2|284759	49.201
SIRPG|55423	5.7803	SIRPG|55423	5.4668
SIRT1|23411	1352.6012	SIRT1|23411	856.6022
SIRT2|22933	878.0347	SIRT2|22933	1388.1413
SIRT3|23410	501.3208	SIRT3|23410	745.2229
SIRT4|23409	18.2081	SIRT4|23409	38.688
SIRT5|23408	674.2775	SIRT5|23408	362.4895
SIRT6|51548	140.1734	SIRT6|51548	182.5063
SIRT7|51547	491.9075	SIRT7|51547	229.6047
SIT1|27240	8.3815	SIT1|27240	10.0925
SIVA1|10572	746.5318	SIVA1|10572	627.8385
SIX1|6495	1037.8613	SIX1|6495	338.9403
SIX2|10736	1103.4682	SIX2|10736	47.0984
SIX3|6496	104.3353	SIX3|6496	5.8873
SIX4|51804	1072.2543	SIX4|51804	109.3356
SIX5|147912	182.94799999999998	SIX5|147912	640.0336
SKA1|220134	350.289	SKA1|220134	12.1951
SKA2|348235	1436.1272	SKA2|348235	378.4693
SKA3|221150	237.4191	SKA3|221150	11.3541
SKAP1|8631	1072.8324	SKAP1|8631	68.545
SKAP2|8935	132.94799999999998	SKAP2|8935	1272.4979
SKIL|6498	612.4277	SKIL|6498	716.9891
SKIV2L2|23517	1796.7775	SKIV2L2|23517	1364.529
SKIV2L|6499	1777.5896	SKIV2L|6499	933.1371
SKI|6497	1189.0173	SKI|6497	3298.5702
SKP1|6500	9641.6185	SKP1|6500	5637.5105
SKP2|6502	282.3699	SKP2|6502	144.2389
SLA2|84174	10.4046	SLA2|84174	20.6056
SLAIN1|122060	98.5549	SLAIN1|122060	97.9815
SLAIN2|57606	1604.6243	SLAIN2|57606	1453.7426
SLAMF1|6504	7.8035	SLAMF1|6504	10.513
SLAMF6|114836	21.6763	SLAMF6|114836	29.016
SLAMF7|57823	128.3237	SLAMF7|57823	121.9512
SLAMF8|56833	120.3237	SLAMF8|56833	92.5357
lowly_expressed	lowly_expressed	SLAMF9|89886	10.9336
SLA|6503	113.5838	SLA|6503	169.8907
SLBP|7884	1226.0116	SLBP|7884	629.9411
SLC10A3|8273	399.42199999999997	SLC10A3|8273	556.3499
SLC10A5|347051	8.9595	SLC10A5|347051	7.1489
lowly_expressed	lowly_expressed	SLC10A6|345274	42.0521
SLC10A7|84068	360.1156	SLC10A7|84068	201.8503
SLC11A1|6556	44.5087	SLC11A1|6556	47.0984
SLC11A2|4891	1506.9364	SLC11A2|4891	1262.8259
SLC12A1|6557	6.3584	lowly_expressed	lowly_expressed
SLC12A2|6558	6331.2139	SLC12A2|6558	2814.9706
SLC12A4|6560	303.4682	SLC12A4|6560	1856.1144
SLC12A6|9990	221.6965	SLC12A6|9990	801.1144
SLC12A7|10723	5753.1792	SLC12A7|10723	1508.4104
SLC12A8|84561	70.2312	SLC12A8|84561	169.4701
SLC12A9|56996	497.1098	SLC12A9|56996	619.8486
lowly_expressed	lowly_expressed	SLC13A2|9058	276.2826
SLC13A3|64849	143.6416	SLC13A3|64849	75.2733
lowly_expressed	lowly_expressed	SLC13A5|284111	8.831
SLC14A1|6563	5.7803	SLC14A1|6563	30.6981
lowly_expressed	lowly_expressed	SLC14A2|8170	79.058
lowly_expressed	lowly_expressed	SLC15A2|6565	75.6939
SLC15A3|51296	429.4798	SLC15A3|51296	619.4281
SLC15A4|121260	556.0694	SLC15A4|121260	558.873
lowly_expressed	lowly_expressed	SLC16A10|117247	5.4668
SLC16A11|162515	9.5376	SLC16A11|162515	39.9495
lowly_expressed	lowly_expressed	SLC16A12|387700	29.4365
SLC16A13|201232	30.9249	SLC16A13|201232	64.3398
SLC16A14|151473	39.8844	SLC16A14|151473	266.6106
SLC16A1|6566	679.4798	SLC16A1|6566	640.0336
SLC16A2|6567	952.6012	SLC16A2|6567	1279.6468
SLC16A3|9123	234.104	SLC16A3|9123	155.1724
SLC16A4|9122	103.7572	SLC16A4|9122	390.2439
SLC16A5|9121	277.7457	SLC16A5|9121	226.6611
SLC16A6|9120	529.7688	SLC16A6|9120	58.4525
SLC16A7|9194	59.8266	SLC16A7|9194	358.7048
lowly_expressed	lowly_expressed	SLC16A8|23539	6.7283
lowly_expressed	lowly_expressed	SLC16A9|220963	101.3457
SLC17A5|26503	482.3699	SLC17A5|26503	859.5458
lowly_expressed	lowly_expressed	SLC17A7|57030	95.8789
SLC17A9|63910	393.9306	SLC17A9|63910	44.9958
SLC18A1|6570	98.5549	lowly_expressed	lowly_expressed
SLC18A2|6571	7.5145	SLC18A2|6571	16.8209
SLC19A1|6573	455.4913	SLC19A1|6573	249.7897
SLC19A2|10560	4328.9017	SLC19A2|10560	624.0538
SLC19A3|80704	101.1561	SLC19A3|80704	3354.0791
SLC1A1|6505	148.8439	SLC1A1|6505	217.4096
SLC1A2|6506	111.2717	SLC1A2|6506	117.74600000000001
SLC1A3|6507	110.9827	SLC1A3|6507	1247.2666
SLC1A4|6509	1833.526	SLC1A4|6509	1486.5433
SLC1A5|6510	7012.7168	SLC1A5|6510	3751.0513
lowly_expressed	lowly_expressed	SLC1A7|6512	68.3558
SLC20A1|6574	1820.8092	SLC20A1|6574	716.5685
SLC20A2|6575	1043.6416	SLC20A2|6575	999.159
SLC22A10|387775	7.2254	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC22A11|55867	9.2515
lowly_expressed	lowly_expressed	SLC22A12|116085	68.545
SLC22A15|55356	263.8728	SLC22A15|55356	72.3297
SLC22A17|51310	143.9306	SLC22A17|51310	859.1253
SLC22A18AS|5003	10.6936	SLC22A18AS|5003	10.513
SLC22A18|5002	334.9711	SLC22A18|5002	267.4516
SLC22A23|63027	823.9133	SLC22A23|63027	919.6384
SLC22A3|6581	6.3584	SLC22A3|6581	306.1396
SLC22A4|6583	218.1185	SLC22A4|6583	53.688
SLC22A5|6584	1411.8497	SLC22A5|6584	411.6905
lowly_expressed	lowly_expressed	SLC23A1|9963	6.3078
SLC23A2|9962	636.9942	SLC23A2|9962	880.9924
lowly_expressed	lowly_expressed	SLC23A3|151295	7.5694
SLC24A1|9187	371.7803	SLC24A1|9187	388.1581
SLC24A3|57419	173.4104	SLC24A3|57419	721.6148
lowly_expressed	lowly_expressed	SLC24A4|123041	11.3541
SLC24A5|283652	19.9653	lowly_expressed	lowly_expressed
SLC24A6|80024	232.65900000000002	SLC24A6|80024	646.3415
SLC25A10|1468	1560.6936	SLC25A10|1468	744.7435
SLC25A11|8402	982.948	SLC25A11|8402	849.4533
SLC25A12|8604	316.763	SLC25A12|8604	621.9512
SLC25A13|10165	465.3179	SLC25A13|10165	431.8755
SLC25A14|9016	124.5665	SLC25A14|9016	123.6333
SLC25A15|10166	301.60400000000004	SLC25A15|10166	234.4743
SLC25A16|8034	261.2717	SLC25A16|8034	608.0740000000001
SLC25A17|10478	588.1503	SLC25A17|10478	485.2817
lowly_expressed	lowly_expressed	SLC25A18|83733	87.0479
SLC25A19|60386	380.3468	SLC25A19|60386	154.7519
SLC25A1|6576	1514.4509	SLC25A1|6576	1570.6476
SLC25A20|788	532.659	SLC25A20|788	747.6871
SLC25A21|89874	5.6127	SLC25A21|89874	6.6821
SLC25A22|79751	584.6821	SLC25A22|79751	230.4458
SLC25A23|79085	1845.6647	SLC25A23|79085	1554.2473
SLC25A24|29957	987.2832	SLC25A24|29957	1071.0681
SLC25A25|114789	567.341	SLC25A25|114789	2436.0807
SLC25A26|115286	271.0838	SLC25A26|115286	460.6602
SLC25A27|9481	7.2254	SLC25A27|9481	203.9529
SLC25A28|81894	465.3179	SLC25A28|81894	705.2145
SLC25A29|123096	148.5549	SLC25A29|123096	557.1909
SLC25A30|253512	346.8208	SLC25A30|253512	732.5484
SLC25A32|81034	1594.2341	SLC25A32|81034	525.0631
SLC25A33|84275	142.4855	SLC25A33|84275	300.6728
lowly_expressed	lowly_expressed	SLC25A34|284723	41.2111
SLC25A35|399512	195.1936	SLC25A35|399512	189.1463
SLC25A36|55186	682.0809	SLC25A36|55186	1475.1892
SLC25A37|51312	192.1965	SLC25A37|51312	656.8545
SLC25A38|54977	797.9769	SLC25A38|54977	617.3255
SLC25A39|51629	5517.340999999999	SLC25A39|51629	1411.27
SLC25A3|5250	5069.9422	SLC25A3|5250	5471.8251
SLC25A40|55972	260.6936	SLC25A40|55972	169.2935
SLC25A42|284439	72.5434	SLC25A42|284439	291.0008
SLC25A43|203427	467.341	SLC25A43|203427	512.6156
SLC25A44|9673	2230.9249	SLC25A44|9673	870.0589
SLC25A45|283130	166.763	SLC25A45|283130	162.7418
SLC25A46|91137	710.1156	SLC25A46|91137	683.7679
SLC25A4|291	1227.7457	SLC25A4|291	643.8183
SLC25A5|292	4433.237	SLC25A5|292	2713.6249
SLC25A6|293	5366.474	SLC25A6|293	7566.8629
SLC26A10|65012	7.9364	SLC26A10|65012	16.4971
SLC26A11|284129	520.8092	SLC26A11|284129	354.0791
SLC26A1|10861	112.2746	SLC26A1|10861	34.0622
SLC26A2|1836	590.4624	SLC26A2|1836	862.069
lowly_expressed	lowly_expressed	SLC26A3|1811	11.3541
lowly_expressed	lowly_expressed	SLC26A4|5172	34.0622
SLC26A6|65010	359.4624	SLC26A6|65010	123.6333
SLC26A7|115111	9.2486	SLC26A7|115111	40.3701
SLC26A8|116369	14.1618	lowly_expressed	lowly_expressed
SLC27A1|376497	145.6647	SLC27A1|376497	1289.3188
SLC27A2|11001	263.2948	SLC27A2|11001	52.5652
SLC27A3|11000	663.5838	SLC27A3|11000	812.0269
SLC27A4|10999	1386.4162	SLC27A4|10999	596.7199
SLC27A5|10998	162.211	SLC27A5|10998	81.6442
SLC27A6|28965	8.6705	SLC27A6|28965	193.4399
lowly_expressed	lowly_expressed	SLC28A1|9154	11.7746
SLC28A3|64078	34.9711	SLC28A3|64078	143.3978
SLC29A1|2030	2889.3064	SLC29A1|2030	3769.1337
SLC29A2|3177	866.9191	SLC29A2|3177	177.3675
SLC29A3|55315	1275.4335	SLC29A3|55315	316.2321
SLC29A4|222962	23.9884	SLC29A4|222962	1369.6384
SLC2A10|81031	226.5896	SLC2A10|81031	864.1716
SLC2A11|66035	82.3699	SLC2A11|66035	189.6552
SLC2A12|154091	25.4335	SLC2A12|154091	185.0294
SLC2A13|114134	482.659	SLC2A13|114134	168.6291
SLC2A14|144195	12.1387	SLC2A14|144195	37.0059
SLC2A1|6513	4352.0231	SLC2A1|6513	848.6123
SLC2A3|6515	486.1272	SLC2A3|6515	2550.4626
SLC2A4RG|56731	1487.2832	SLC2A4RG|56731	1136.2489
SLC2A4|6517	15.895999999999999	SLC2A4|6517	645.5004
SLC2A5|6518	14.7399	SLC2A5|6518	72.3297
SLC2A6|11182	136.4162	SLC2A6|11182	50.0421
SLC2A8|29988	285.5491	SLC2A8|29988	285.1135
SLC2A9|56606	61.8497	SLC2A9|56606	101.3457
SLC30A1|7779	532.0809	SLC30A1|7779	326.7452
SLC30A2|7780	14.7399	lowly_expressed	lowly_expressed
SLC30A4|7782	201.1561	SLC30A4|7782	128.259
SLC30A5|64924	2866.763	SLC30A5|64924	1147.1825
SLC30A6|55676	563.5838	SLC30A6|55676	327.5862
