gene_id	TCGA-BH-A1F0-01A-11R-A137-07	gene_id	TCGA-BH-A1F0-11B-23R-A137-07
SLK|9748	1782.1271	SLK|9748	2376.377
SLMAP|7871	1384.0198	SLMAP|7871	1902.3868
SLMO1|10650	64.308	SLMO1|10650	36.1077
SLMO2|51012	2089.472	SLMO2|51012	1481.3341
SLN|6588	5.8071	lowly_expressed	lowly_expressed
SLPI|6590	2793.2036	SLPI|6590	2151.1628
SLTM|79811	2073.9865	SLTM|79811	2537.9437
SLU7|10569	1206.3663	SLU7|10569	1840.2693
SLURP1|57152	6.4523	lowly_expressed	lowly_expressed
SMAD1|4086	955.3715	SMAD1|4086	925.9486
SMAD2|4087	1822.5616	SMAD2|4087	2451.9584
SMAD3|4088	730.186	SMAD3|4088	1566.0955
SMAD4|4089	1602.4325	SMAD4|4089	2260.2968
SMAD5|4090	1067.4266	SMAD5|4090	1942.4725
SMAD6|4091	87.9664	SMAD6|4091	195.8384
SMAD7|4092	707.6030000000001	SMAD7|4092	896.2668
SMAD9|4093	38.4988	SMAD9|4093	64.8715
SMAGP|57228	283.0412	SMAGP|57228	227.9682
SMAP1|60682	1071.8615	SMAP1|60682	799.6542
SMAP2|64744	2457.8987	SMAP2|64744	1146.2668
SMARCA1|6594	975.3737	SMARCA1|6594	1605.5692
SMARCA2|6595	5156.0383	SMARCA2|6595	4765.2999
SMARCA4|6597	1910.9582	SMARCA4|6597	1743.88
SMARCA5|8467	2976.8792	SMARCA5|8467	2320.3794
SMARCAD1|56916	1016.6685	SMARCAD1|56916	931.4565
SMARCAL1|50485	864.3939999999999	SMARCAL1|50485	539.7797
SMARCB1|6598	1039.2515	SMARCB1|6598	1175.0306
SMARCC1|6599	3816.7545	SMARCC1|6599	2463.2803
SMARCC2|6601	1918.9160000000002	SMARCC2|6601	3313.9535
SMARCD1|6602	1151.0915	SMARCD1|6602	1296.2056
SMARCD2|6603	1433.0573	SMARCD2|6603	2343.3293
SMARCD3|6604	241.3163	SMARCD3|6604	735.3121
SMARCE1|6605	2977.3094	SMARCE1|6605	3124.847
SMC1A|8243	4432.9498	SMC1A|8243	2074.3574
SMC1B|27127	18.0665	lowly_expressed	lowly_expressed
SMC2|10592	1335.6275	SMC2|10592	591.7993
SMC3|9126	2115.9264	SMC3|9126	1776.3158
SMC4|10051	3398.2149	SMC4|10051	616.5851
SMC5|23137	1608.1299	SMC5|23137	1327.1114
SMC6|79677	1234.3263	SMC6|79677	551.7136
SMCHD1|23347	2727.6051	SMCHD1|23347	1435.1285
SMCR7L|54471	1181.2023	SMCR7L|54471	1060.8935
SMCR7|125170	292.7196	SMCR7|125170	312.7295
SMCR8|140775	2303.7918	SMCR8|140775	1117.3776
SMEK1|55671	1925.5834	SMEK1|55671	1981.3341
SMEK2|57223	4945.478	SMEK2|57223	2314.5655
SMG1|23049	4813.2057	SMG1|23049	2787.3317
SMG5|23381	3875.9006	SMG5|23381	1669.2166
SMG6|23293	1103.5595	SMG6|23293	1254.896
SMG7|9887	3654.5865	SMG7|9887	1609.8531
SMN2|6607	844.7381	SMN2|6607	1451.9706
SMNDC1|10285	895.3651	SMNDC1|10285	727.0502
SMOC1|64093	349.9301	SMOC1|64093	353.7332
SMOC2|64094	1039.4666	SMOC2|64094	2774.1738
SMOX|54498	165.6092	SMOX|54498	152.9988
SMO|6608	809.5494	SMO|6608	369.339
SMPD1|6609	407.5707	SMPD1|6609	660.3427
SMPD2|6610	231.2077	SMPD2|6610	153.9168
SMPD3|55512	90.1172	SMPD3|55512	89.0453
SMPD4|55627	1564.0391	SMPD4|55627	1223.3782
SMPDL3A|10924	365.4156	SMPDL3A|10924	248.77599999999998
SMPDL3B|27293	446.9298	SMPDL3B|27293	144.4308
SMR3A|26952	51.9153	lowly_expressed	lowly_expressed
SMR3B|10879	50.6764	SMR3B|10879	11.6279
SMS|6611	3191.3109	SMS|6611	1358.9351
lowly_expressed	lowly_expressed	SMTNL1|219537	5.507999999999999
SMTNL2|342527	7.7428	SMTNL2|342527	7.6499
SMTN|6525	577.6965	SMTN|6525	1431.4565
SMU1|55234	2732.1217	SMU1|55234	1805.3856
SMUG1|23583	334.8747	SMUG1|23583	339.3513
SMURF1|57154	1179.7548	SMURF1|57154	1081.3709
SMURF2|64750	709.3236	SMURF2|64750	514.3819
SMYD1|150572	6.2372	SMYD1|150572	166.7687
SMYD2|56950	1099.6881	SMYD2|56950	736.5361
SMYD3|64754	219.8086	SMYD3|64754	200.4284
SMYD4|114826	274.4381	SMYD4|114826	466.0343
SMYD5|10322	897.7309	SMYD5|10322	650.2448
SNAI1|6615	144.5317	SNAI1|6615	196.7564
SNAI2|6591	391.4399	SNAI2|6591	671.3586
SNAI3|333929	29.4655	SNAI3|333929	12.5459
SNAP23|8773	1611.7862	SNAP23|8773	1633.1089
SNAP25|6616	31.6163	SNAP25|6616	19.8898
SNAP29|9342	989.5688	SNAP29|9342	1134.6389
SNAP47|116841	814.9521	SNAP47|116841	569.3635
lowly_expressed	lowly_expressed	SNAP91|9892	8.8739
SNAPC1|6617	213.3563	SNAPC1|6617	231.9461
SNAPC2|6618	167.9751	SNAPC2|6618	280.5998
SNAPC3|6619	996.8814	SNAPC3|6619	423.8066
SNAPC4|6621	320.6796	SNAPC4|6621	279.9878
SNAPC5|10302	97.9546	SNAPC5|10302	97.5306
SNAPIN|23557	613.1842	SNAPIN|23557	638.6169
SNCAIP|9627	76.1372	SNCAIP|9627	189.1065
SNCA|6622	187.1169	SNCA|6622	233.1701
SNCG|6623	173.352	SNCG|6623	1224.2962
SND1|27044	5309.173000000001	SND1|27044	3426.5606
SNED1|25992	638.7784	SNED1|25992	744.798
SNF8|11267	675.7716	SNF8|11267	710.5263
SNHG10|283596	28.8203	SNHG10|283596	58.1395
SNHG11|128439	81.3335	SNHG11|128439	138.9688
SNHG12|85028	145.6071	SNHG12|85028	142.2889
SNHG1|23642	622.4927	SNHG1|23642	387.0869
SNHG3-RCC1|751867	132.0572	SNHG3-RCC1|751867	255.5477
SNHG3|8420	35.4877	SNHG3|8420	22.9498
SNHG4|724102	15.5221	SNHG4|724102	9.6083
SNHG5|387066	1193.0315	SNHG5|387066	2485.0061
SNHG6|641638	827.8309	SNHG6|641638	1016.5239
SNHG7|84973	413.139	SNHG7|84973	707.451
SNHG8|100093630	344.12300000000005	SNHG8|100093630	802.6316
SNHG9|735301	11.3991	SNHG9|735301	22.3378
SNIP1|79753	365.4156	SNIP1|79753	462.9743
SNN|8303	808.2589999999999	SNN|8303	1695.8384
SNORA7B|677797	7.8396	lowly_expressed	lowly_expressed
SNORA8|654320	405.022	SNORA8|654320	199.082
SNORD116-20|100033431	5.1618	SNORD116-20|100033431	7.0379
SNORD116-28|100033820	20.6022	SNORD116-28|100033820	15.6701
SNORD116-4|100033416	31.483	SNORD116-4|100033416	54.8562
SNORD1C|677850	23.5638	SNORD1C|677850	13.4639
SNPH|9751	146.0372	SNPH|9751	158.8127
SNRK|54861	1644.9081	SNRK|54861	2020.5018
SNRNP200|23020	5564.0391	SNRNP200|23020	5535.1897
SNRNP25|79622	294.6553	SNRNP25|79622	330.4774
SNRNP27|11017	631.6808	SNRNP27|11017	656.9767
SNRNP35|11066	233.9757	SNRNP35|11066	381.38
SNRNP40|9410	1183.138	SNRNP40|9410	742.3501
SNRNP48|154007	392.3002	SNRNP48|154007	458.6903
SNRNP70|6625	1592.4293	SNRNP70|6625	1848.2252
SNRPA1|6627	485.2135	SNRPA1|6627	239.2901
SNRPA|6626	951.2851	SNRPA|6626	921.6646
SNRPB2|6629	953.8660000000001	SNRPB2|6629	1029.6818
SNRPB|6628	1374.7715	SNRPB|6628	1468.4823
SNRPC|6631	1076.0297	SNRPC|6631	712.0563
SNRPD1|6632	848.2633	SNRPD1|6632	567.6255
SNRPD2|6633	2088.3966	SNRPD2|6633	1791.0037
SNRPD3|6634	1379.7075	SNRPD3|6634	1163.8831
SNRPE|6635	875.3629	SNRPE|6635	628.825
SNRPF|6636	644.5854	SNRPF|6636	507.3439
SNRPG|6637	921.6045	SNRPG|6637	492.0441
SNRPN|6638	1100.7184	SNRPN|6638	1627.4602
SNTA1|6640	255.2963	SNTA1|6640	768.0539
SNTB1|6641	782.0196	SNTB1|6641	298.3476
SNTB2|6645	1017.5288	SNTB2|6645	1437.5765
SNTG2|54221	5.1618	SNTG2|54221	21.7258
SNUPN|10073	398.5375	SNUPN|10073	484.3941
SNURF|8926	59.6537	SNURF|8926	98.77600000000001
SNW1|22938	1498.8708	SNW1|22938	1593.9412
SNX10|29887	1187.6546	SNX10|29887	414.0147
SNX11|29916	572.7498	SNX11|29916	585.9853
SNX12|29934	158.7267	SNX12|29934	219.4002
SNX13|23161	1075.1694	SNX13|23161	1244.798
SNX14|57231	1477.3632	SNX14|57231	1206.5483
SNX15|29907	361.3292	SNX15|29907	566.7075
SNX16|64089	354.2316	SNX16|64089	417.0747
SNX17|9784	1930.3151	SNX17|9784	2329.8654
SNX18|112574	1257.3395	SNX18|112574	1378.519
SNX19|399979	2620.2818	SNX19|399979	2359.8531
SNX1|6642	2882.4605	SNX1|6642	4666.7687
SNX20|124460	192.9433	SNX20|124460	25.0918
SNX21|90203	246.9319	SNX21|90203	719.4767
SNX22|79856	438.6558	SNX22|79856	92.3929
SNX24|28966	259.8129	SNX24|28966	155.7528
SNX25|83891	258.9526	SNX25|83891	436.9645
SNX27|81609	1682.6777	SNX27|81609	1026.7258
SNX29|92017	761.5873	SNX29|92017	920.4406
SNX2|6643	1969.244	SNX2|6643	1780.2938
SNX30|401548	817.5073	SNX30|401548	586.9033
SNX31|169166	5.3769	SNX31|169166	9.1799
lowly_expressed	lowly_expressed	SNX32|254122	5.507999999999999
SNX33|257364	784.8156	SNX33|257364	1191.5545
SNX3|8724	5870.9539	SNX3|8724	3482.2521
SNX4|8723	893.8596	SNX4|8723	979.8042
SNX5|27131	1462.5229	SNX5|27131	2179.0086
SNX6|58533	2028.3901	SNX6|58533	1522.3378
SNX7|51375	214.6467	SNX7|51375	617.8091
SNX8|29886	529.0891	SNX8|29886	324.0514
SNX9|51429	1639.7462	SNX9|51429	2867.5031
SOAT1|6646	1263.5767	SOAT1|6646	511.9339
SOBP|55084	66.2437	SOBP|55084	167.3807
SOCS1|8651	81.9443	SOCS1|8651	37.9437
SOCS2|8835	323.2606	SOCS2|8835	820.9914
SOCS3|9021	3523.8198	SOCS3|9021	8534.8837
SOCS4|122809	741.37	SOCS4|122809	735.0061
SOCS5|9655	1287.2352	SOCS5|9655	1507.6499
SOCS6|9306	711.9045	SOCS6|9306	1215.4223
SOCS7|30837	224.9704	SOCS7|30837	74.9694
SOD1|6647	1510.2699	SOD1|6647	3320.0734
SOD2|6648	13071.7281	SOD2|6648	8604.9572
SOD3|6649	324.9812	SOD3|6649	2365.3611
SOHLH2|54937	246.8416	SOHLH2|54937	8.5679
SOLH|6650	466.7169	SOLH|6650	332.6193
SON|6651	6451.0162	SON|6651	6885.2509
SORBS1|10580	1008.0654	SORBS1|10580	13985.3121
SORBS2|8470	1028.9278	SORBS2|8470	2037.3317
SORBS3|10174	1260.1355	SORBS3|10174	2736.2301
SORCS1|114815	23.0132	SORCS1|114815	64.5655
SORCS2|57537	129.2612	SORCS2|57537	151.1628
SORD|6652	458.9741	SORD|6652	232.8641
SORL1|6653	2959.0279	SORL1|6653	2272.6438
SORT1|6272	3428.1105	SORT1|6272	3563.6475
SOS1|6654	2044.736	SOS1|6654	2061.5055
SOS2|6655	1178.4063	SOS2|6655	1717.2583
SOSTDC1|25928	429.2935	SOSTDC1|25928	967.2583
SOX10|6663	1643.8327	SOX10|6663	1442.7785
SOX11|6664	53.123999999999995	SOX11|6664	26.0098
SOX12|6666	267.5557	SOX12|6666	227.6622
SOX13|9580	747.8223	SOX13|9580	1348.5312
SOX15|6665	112.2701	SOX15|6665	29.3758
SOX17|64321	85.3855	SOX17|64321	287.9437
SOX18|54345	222.6046	SOX18|54345	467.5643
SOX30|11063	5.3769	lowly_expressed	lowly_expressed
SOX4|6659	4608.2374	SOX4|6659	2544.3696
SOX5|6660	42.3701	SOX5|6660	77.7234
SOX6|55553	124.7446	SOX6|55553	156.9767
SOX7|83595	273.8531	SOX7|83595	511.0802
SOX8|30812	74.6317	SOX8|30812	50.1836
SOX9|6662	2087.1061	SOX9|6662	2470.3182
SP100|6672	3481.0195	SP100|6672	2269.8898
SP110|3431	1342.2949	SP110|3431	507.6499
SP140L|93349	457.2169	SP140L|93349	343.3293
SP140|11262	486.7556	SP140|11262	75.8874
SP1|6667	3178.4063	SP1|6667	3448.5924
SP2|6668	447.1449	SP2|6668	704.4064
SP3|6670	3115.3888	SP3|6670	2454.4064
SP4|6671	522.2067	SP4|6671	343.0233
SP5|389058	11.3991	SP5|389058	29.6818
SP6|80320	145.6071	SP6|80320	90.5753
SPA17|53340	105.6028	SPA17|53340	108.6291
SPAG16|79582	112.9154	SPAG16|79582	479.1922
lowly_expressed	lowly_expressed	SPAG17|200162	5.202000000000001
SPAG1|6674	201.9572	SPAG1|6674	131.5789
SPAG4|6676	64.0929	SPAG4|6676	29.9878
SPAG5|10615	1155.6081	SPAG5|10615	80.1714
lowly_expressed	lowly_expressed	SPAG6|9576	12.2399
SPAG7|9552	723.5187	SPAG7|9552	839.9633
SPAG8|26206	6.6674	SPAG8|26206	16.5239
SPAG9|9043	2173.9972	SPAG9|9043	2368.7271
SPARCL1|8404	11528.9816	SPARCL1|8404	20618.7271
SPARC|6678	28915.7974	SPARC|6678	36897.7968
SPAST|6683	850.414	SPAST|6683	523.8678
SPATA12|353324	8.388	lowly_expressed	lowly_expressed
SPATA13|221178	698.3826	SPATA13|221178	400.9761
SPATA17|128153	19.572	SPATA17|128153	16.5239
SPATA18|132671	328.6375	SPATA18|132671	340.8813
SPATA20|64847	368.2116	SPATA20|64847	803.6077
lowly_expressed	lowly_expressed	SPATA22|84690	6.3158
SPATA24|202051	18.9268	SPATA24|202051	32.7417
SPATA2L|124044	111.6249	SPATA2L|124044	176.2546
SPATA2|9825	250.7797	SPATA2|9825	412.4847
lowly_expressed	lowly_expressed	SPATA4|132851	5.507999999999999
SPATA5L1|79029	198.516	SPATA5L1|79029	201.0404
SPATA5|166378	303.9036	SPATA5|166378	301.1016
SPATA6|54558	82.3744	SPATA6|54558	135.5569
SPATA7|55812	150.984	SPATA7|55812	252.75400000000002
SPATA9|83890	5.1618	SPATA9|83890	7.3745
SPATC1|375686	6.6674	lowly_expressed	lowly_expressed
SPATS2L|26010	2897.5159	SPATS2L|26010	1308.4455
SPATS2|65244	606.947	SPATS2|65244	420.7466
SPC24|147841	17.8514	lowly_expressed	lowly_expressed
SPC25|57405	175.9329	SPC25|57405	13.1579
SPCS1|28972	1728.3579	SPCS1|28972	1751.224
SPCS2|9789	1185.0737	SPCS2|9789	677.4786
SPCS3|60559	3342.9401	SPCS3|60559	2991.7381
SPDEF|25803	229.7021	SPDEF|25803	837.8213
SPDYA|245711	7.9664	SPDYA|245711	5.8752
SPDYE1|285955	9.5193	SPDYE1|285955	6.7319
SPDYE3|441272	91.3001	SPDYE3|441272	83.9504
SPDYE5|442590	7.3126	lowly_expressed	lowly_expressed
SPDYE6|729597	23.8735	SPDYE6|729597	14.9939
SPDYE7P|441251	5.3769	lowly_expressed	lowly_expressed
SPDYE8P|389517	16.9911	SPDYE8P|389517	11.6279
lowly_expressed	lowly_expressed	SPEF1|25876	5.507999999999999
SPEF2|79925	118.9375	SPEF2|79925	222.4602
SPEG|10290	255.7264	SPEG|10290	626.377
SPEN|23013	2211.6357	SPEN|23013	2375.459
SPESP1|246777	12.2551	SPESP1|246777	55.9976
SPG11|80208	1536.2942	SPG11|80208	1863.2191
SPG20|23111	1511.1302	SPG20|23111	2222.1542
SPG21|51324	2050.9732	SPG21|51324	1680.8446
SPG7|6687	701.5808	SPG7|6687	947.0624
SPHAR|10638	131.1001	SPHAR|10638	188.7974
SPHK1|8877	594.6446	SPHK1|8877	315.8905
SPHK2|56848	156.8018	SPHK2|56848	210.5906
lowly_expressed	lowly_expressed	SPHKAP|80309	19.8898
SPI1|6688	1026.562	SPI1|6688	159.7307
SPIB|6689	142.1658	SPIB|6689	20.5018
SPIN1|10927	2427.3578	SPIN1|10927	2737.4541
lowly_expressed	lowly_expressed	SPIN2A|54466	5.814
SPIN2B|474343	105.2608	SPIN2B|474343	104.0698
SPIN3|169981	325.4113	SPIN3|169981	358.0171
SPIN4|139886	290.784	SPIN4|139886	187.8825
SPINK5|11005	58.5009	SPINK5|11005	58.4455
lowly_expressed	lowly_expressed	SPINK8|646424	10.0979
SPINT1|6692	2366.2759	SPINT1|6692	2154.5288
SPINT2|10653	6397.4621	SPINT2|10653	4304.4676
SPIRE1|56907	1327.0244	SPIRE1|56907	873.317
SPIRE2|84501	73.5563	SPIRE2|84501	68.2375
SPNS1|83985	683.1186	SPNS1|83985	479.9663
SPNS2|124976	893.2315	SPNS2|124976	649.5869
SPNS3|201305	13.7649	SPNS3|201305	8.2619
SPN|6693	569.5236	SPN|6693	150.8568
SPOCD1|90853	31.1861	SPOCD1|90853	6.7319
SPOCK1|6695	350.7904	SPOCK1|6695	652.3868
SPOCK2|9806	1956.2534	SPOCK2|9806	458.6903
lowly_expressed	lowly_expressed	SPOCK3|50859	90.2693
SPON1|10418	677.9224	SPON1|10418	1615.6671
SPON2|10417	390.1495	SPON2|10417	490.5141
SPOPL|339745	1033.4445	SPOPL|339745	1453.7944
SPOP|8405	1016.8835	SPOP|8405	1420.1346
SPP1|6696	22249.2741	SPP1|6696	158.2007
SPPL2A|84888	1029.1429	SPPL2A|84888	593.9412
SPPL2B|56928	448.8655	SPPL2B|56928	541.3097
SPPL3|121665	1381.869	SPPL3|121665	1419.5226
SPRED1|161742	1743.8434	SPRED1|161742	1320.3794
SPRED2|200734	964.1897	SPRED2|200734	1314.8715
SPRN|503542	45.8114	SPRN|503542	46.2056
SPRY1|10252	1875.4705	SPRY1|10252	2787.3317
SPRY2|10253	535.5415	SPRY2|10253	1467.5643
SPRY3|10251	128.4009	SPRY3|10251	87.8213
SPRY4|81848	682.8691	SPRY4|81848	779.9878
SPRYD3|84926	720.9377	SPRYD3|84926	1450.4284
SPRYD4|283377	324.336	SPRYD4|283377	312.4235
SPR|6697	481.9873	SPR|6697	542.8397
SPSB1|80176	882.0303	SPSB1|80176	1052.3256
SPSB2|84727	87.3212	SPSB2|84727	80.7834
SPSB3|90864	470.3732	SPSB3|90864	671.0526
lowly_expressed	lowly_expressed	SPSB4|92369	6.4259
lowly_expressed	lowly_expressed	SPTA1|6708	9.7919
SPTAN1|6709	6056.3501	SPTAN1|6709	8241.1261
SPTBN1|6711	9546.1878	SPTBN1|6711	21331.0894
SPTBN2|6712	1170.4484	SPTBN2|6712	477.9682
lowly_expressed	lowly_expressed	SPTBN4|57731	44.9816
SPTBN5|51332	51.313	SPTBN5|51332	115.713
SPTB|6710	132.0572	SPTB|6710	270.8078
SPTLC1|10558	1986.2351	SPTLC1|10558	1981.0282
SPTLC2|9517	2658.9956	SPTLC2|9517	1723.3782
SPTLC3|55304	150.5538	SPTLC3|55304	354.0392
SPTY2D1|144108	1034.2015	SPTY2D1|144108	1204.131
SQLE|6713	1159.4795	SQLE|6713	267.1359
SQRDL|58472	2114.8511	SQRDL|58472	1500.0
SQSTM1|8878	7609.7494	SQSTM1|8878	8168.1089
SR140|23350	2285.6221	SR140|23350	2378.519
SRA1|10011	435.3156	SRA1|10011	483.4761
SRBD1|55133	448.0052	SRBD1|55133	452.8764
SRCAP|10847	3390.9022	SRCAP|10847	2848.2252
SRCIN1|80725	377.8901	SRCIN1|80725	124.84700000000001
SRCRB4D|136853	30.3732	SRCRB4D|136853	21.1138
SRC|6714	1067.8568	SRC|6714	680.8446
SRD5A1|6715	604.151	SRD5A1|6715	105.2632
SRD5A2|6716	22.5831	lowly_expressed	lowly_expressed
SRD5A3|79644	708.3772	SRD5A3|79644	500.8782
SREBF1|6720	2649.7473	SREBF1|6720	2127.601
SREBF2|6721	2216.3674	SREBF2|6721	2016.8299
SRFBP1|153443	235.2941	SRFBP1|153443	331.7013
SRF|6722	1298.8493	SRF|6722	2014.0759
SRGAP1|57522	389.2892	SRGAP1|57522	432.0685
SRGAP2|23380	1308.3127	SRGAP2|23380	622.705
SRGAP3|9901	189.9129	SRGAP3|9901	243.88
SRGN|5552	5127.218	SRGN|5552	1690.0245
SRI|6717	1333.9069	SRI|6717	1607.4051
SRL|6345	61.2969	SRL|6345	70.0734
lowly_expressed	lowly_expressed	SRMS|6725	7.3439
SRM|6723	976.0189	SRM|6723	683.5985
SRP14|6727	2776.8577	SRP14|6727	4009.7919
SRP19|6728	578.8881	SRP19|6728	656.0404
SRP54|6729	1391.3324	SRP54|6729	1068.5435
SRP68|6730	2276.1587	SRP68|6730	1954.4064
SRP72|6731	4275.2984	SRP72|6731	2422.5826
SRP9|6726	4608.4525	SRP9|6726	3981.6401
SRPK1|6732	2398.9676	SRPK1|6732	800.4896
SRPK2|6733	2302.8283	SRPK2|6733	1069.1554
SRPK3|26576	8.0331	SRPK3|26576	13.4517
SRPRB|58477	1644.0477	SRPRB|58477	940.0245
SRPR|6734	4472.9541	SRPR|6734	3410.6487
SRPX2|27286	200.0215	SRPX2|27286	689.7185
SRPX|8406	1139.9075	SRPX|8406	2693.6965
SRRD|402055	281.5356	SRRD|402055	260.4039
SRRM1|10250	1858.6945	SRRM1|10250	2424.1126
SRRM2|23524	9938.488000000001	SRRM2|23524	10912.4847
SRRM3|222183	19.3569	SRRM3|222183	99.1432
SRRM5|100170229	16.533	SRRM5|100170229	13.0049
SRRT|51593	1270.2441	SRRT|51593	1288.2497
SRR|63826	162.6906	SRR|63826	301.2852
SRXN1|140809	1103.452	SRXN1|140809	661.5667
SS18L1|26039	358.7483	SS18L1|26039	429.9266
SS18L2|51188	303.2584	SS18L2|51188	314.8715
SS18|6760	1371.3303	SS18|6760	2179.0086
SSBP1|6742	1575.2231	SSBP1|6742	965.4223
SSBP2|23635	225.6157	SSBP2|23635	682.6805
SSBP3|23648	517.6901	SSBP3|23648	779.3758
SSBP4|170463	207.3341	SSBP4|170463	349.4492
SSB|6741	3493.0466	SSB|6741	2854.6236
SSC5D|284297	343.4778	SSC5D|284297	652.3868
SSFA2|6744	4164.1037	SSFA2|6744	3620.563
SSH1|54434	1280.998	SSH1|54434	1078.0294
SSH2|85464	1203.5703	SSH2|85464	873.623
SSH3|54961	572.3196	SSH3|54961	982.8641
SSNA1|8636	635.1221	SSNA1|8636	508.2619
SSPN|8082	519.6258	SSPN|8082	2466.6463
lowly_expressed	lowly_expressed	SSPO|23145	15.6059
SSR1|6745	5545.5425	SSR1|6745	4004.8959999999997
SSR2|6746	7093.8811	SSR2|6746	3963.5863
SSR3|6747	4692.1174	SSR3|6747	3843.6353
SSR4|6748	2944.4026	SSR4|6748	1719.0942
SSRP1|6749	3879.5569	SSRP1|6749	3033.0477
SSSCA1|10534	217.2277	SSSCA1|10534	266.5239
SSTR1|6751	11.6142	SSTR1|6751	61.1995
SSTR2|6752	46.2415	SSTR2|6752	24.1738
SSTR3|6753	7.5277	lowly_expressed	lowly_expressed
SSU72|29101	1943.6499	SSU72|29101	2319.1554
SSX2IP|117178	799.4408	SSX2IP|117178	276.3158
SSX2|6757	107.9686	lowly_expressed	lowly_expressed
SSX4|6759	29.8957	lowly_expressed	lowly_expressed
ST13|6767	3465.5339	ST13|6767	7572.5214
ST14|6768	3710.0764	ST14|6768	1385.5569
ST18|9705	7.9578	lowly_expressed	lowly_expressed
ST20|400410	41.6905	ST20|400410	29.8929
ST3GAL1|6482	2338.3159	ST3GAL1|6482	1866.8911
ST3GAL2|6483	462.8455	ST3GAL2|6483	429.9266
ST3GAL3|6487	294.0101	ST3GAL3|6487	367.5031
ST3GAL4|6484	1040.3269	ST3GAL4|6484	362.6071
ST3GAL5|8869	582.2131	ST3GAL5|8869	325.8874
ST3GAL6|10402	310.7861	ST3GAL6|10402	202.5704
ST5|6764	1150.4463	ST5|6764	1919.5226
ST6GAL1|6480	3927.7342	ST6GAL1|6480	2431.4565
ST6GAL2|84620	53.7692	ST6GAL2|84620	68.8494
ST6GALNAC1|55808	13.1197	ST6GALNAC1|55808	56.9155
ST6GALNAC2|10610	580.4925	ST6GALNAC2|10610	636.4749
ST6GALNAC3|256435	158.5117	ST6GALNAC3|256435	251.53
ST6GALNAC4|27090	242.6067	ST6GALNAC4|27090	211.1383
ST6GALNAC5|81849	96.5695	ST6GALNAC5|81849	406.0588
ST6GALNAC6|30815	730.8313	ST6GALNAC6|30815	2764.6879
ST7L|54879	206.90400000000002	ST7L|54879	358.3231
ST7OT1|93653	35.8641	ST7OT1|93653	105.9119
ST7|7982	516.6599	ST7|7982	570.8935
ST8SIA1|6489	226.9061	ST8SIA1|6489	284.8837
ST8SIA2|8128	6.6674	ST8SIA2|8128	46.8176
ST8SIA4|7903	1054.3069	ST8SIA4|7903	242.9621
lowly_expressed	lowly_expressed	ST8SIA6|338596	61.5055
STAB1|23166	2039.5118	STAB1|23166	1388.3109
STAB2|55576	42.5852	STAB2|55576	108.6291
STAC2|342667	1537.5847	STAC2|342667	10783.6597
STAC3|246329	168.2805	STAC3|246329	24.4798
STAC|6769	256.3717	STAC|6769	162.4847
STAG1|10274	1351.184	STAG1|10274	1219.1248
STAG2|10735	3091.0851	STAG2|10735	3297.1236
STAG3L1|54441	130.1215	STAG3L1|54441	78.0294
STAG3L2|442582	122.1637	STAG3L2|442582	91.1873
STAG3L3|442578	263.1079	STAG3L3|442578	194.645
STAG3L4|64940	84.5252	STAG3L4|64940	124.235
STAG3|10734	82.9078	STAG3|10734	16.3892
STAM2|10254	888.4826	STAM2|10254	1224.9082
STAMBPL1|57559	192.2787	STAMBPL1|57559	100.0612
STAMBP|10617	992.3648	STAMBP|10617	567.3195
STAM|8027	723.5187	STAM|8027	513.4639
STAP1|26228	127.9707	STAP1|26228	18.9718
STAP2|55620	348.6396	STAP2|55620	287.0257
STARD10|10809	590.3861	STARD10|10809	743.2681
STARD13|90627	502.8498	STARD13|90627	1208.6903
STARD3NL|83930	646.3061	STARD3NL|83930	686.3525
STARD3|10948	731.4765	STARD3|10948	737.1481
STARD4|134429	131.1969	STARD4|134429	33.3537
STARD5|80765	95.2791	STARD5|80765	86.2913
STARD7|56910	4697.9095	STARD7|56910	3273.011
STARD8|9754	356.3824	STARD8|9754	467.5643
STAR|6770	11.184000000000001	STAR|6770	8.2619
STAT1|6772	19371.1152	STAT1|6772	5417.0747
STAT2|6773	3662.9745	STAT2|6773	2246.634
STAT3|6774	17057.7481	STAT3|6774	7132.4969
STAT4|6775	258.9526	STAT4|6775	113.5251
STAT5A|6776	4303.2584	STAT5A|6776	3001.53
STAT5B|6777	2368.4267	STAT5B|6777	3760.0979
STAT6|6778	2963.5445	STAT6|6778	3994.798
STAU1|6780	3470.9109	STAU1|6780	2635.2509
STAU2|27067	799.8710000000001	STAU2|27067	964.1983
STBD1|8987	849.1386	STBD1|8987	1882.0135
STC1|6781	269.7064	STC1|6781	1317.0135
STC2|8614	403.0541	STC2|8614	9935.1285
STEAP1|26872	435.7458	STEAP1|26872	589.0453
STEAP2|261729	377.675	STEAP2|261729	822.2154
STEAP3|55240	2527.7987	STEAP3|55240	1288.5557
STEAP4|79689	1530.7022	STEAP4|79689	2517.4419
STIL|6491	840.3054	STIL|6491	65.7895
STIM1|6786	1443.1659	STIM1|6786	1945.5324
STIM2|57620	533.3907	STIM2|57620	642.9009
STIP1|10963	2740.7248	STIP1|10963	1742.3501
STK10|6793	1299.7096	STK10|6793	749.694
STK11IP|114790	280.4603	STK11IP|114790	293.4517
STK11|6794	556.4039	STK11|6794	729.4982
