gene_id	TCGA-BH-A1EO-01A-11R-A137-07	gene_id	TCGA-BH-A1EO-11A-31R-A137-07
SHC3|53358	17.739	SHC3|53358	22.2541
SHC4|399694	13.1612	SHC4|399694	12.4432
SHCBP1|79801	524.7309	SHCBP1|79801	46.4226
SHE|126669	357.64099999999996	SHE|126669	1628.1407
SHFM1|7979	790.2436	SHFM1|7979	1656.6164
SHF|90525	86.4061	SHF|90525	128.7389
SHISA2|387914	4122.8854	SHISA2|387914	99.3061
lowly_expressed	lowly_expressed	SHISA3|152573	79.6841
SHISA4|149345	222.0235	SHISA4|149345	313.7114
SHISA5|51246	3359.5365	SHISA5|51246	3678.6313
SHISA6|388336	34.3335	SHISA6|388336	9.5717
SHISA9|729993	221.4513	lowly_expressed	lowly_expressed
SHKBP1|92799	777.6546	SHKBP1|92799	848.5284
SHMT1|6470	363.2889	SHMT1|6470	1578.4374
SHMT2|6472	921.2832	SHMT2|6472	955.4917
SHOC2|8036	1551.8758	SHOC2|8036	1673.8454
SHOX2|6474	183.1122	SHOX2|6474	311.5578
SHPK|23729	429.1692	SHPK|23729	429.7679
SHPRH|257218	408.4947	SHPRH|257218	240.1292
SHQ1|55164	649.4761	SHQ1|55164	396.9849
SHROOM1|134549	452.6304	SHROOM1|134549	172.29
SHROOM2|357	434.3192	SHROOM2|357	44.0297
SHROOM3|57619	2497.7647	SHROOM3|57619	27.5185
SHROOM4|57477	494.9751	SHROOM4|57477	820.5312
SIAE|54414	951.0389	SIAE|54414	813.7401
SIAH1|6477	2534.5932	SIAH1|6477	724.8337
SIAH2|6478	2324.3804	SIAH2|6478	756.8796
SIDT1|54847	1553.0203	SIDT1|54847	161.2826
SIDT2|51092	995.5352	SIDT2|51092	1979.5549
SIGIRR|59307	399.4135	SIGIRR|59307	396.5063
SIGLEC10|89790	144.2009	SIGLEC10|89790	57.1907
SIGLEC11|114132	8.5834	SIGLEC11|114132	39.7224
SIGLEC14|100049587	81.8283	SIGLEC14|100049587	63.173
lowly_expressed	lowly_expressed	SIGLEC15|284266	5.2644
SIGLEC16|400709	5.15	SIGLEC16|400709	57.6693
SIGLEC1|6614	557.3477	SIGLEC1|6614	1377.6023
SIGLEC5|8778	56.6503	SIGLEC5|8778	47.619
SIGLEC6|946	100.1395	SIGLEC6|946	11.7253
SIGLEC7|27036	72.1004	SIGLEC7|27036	86.3843
SIGLEC8|27181	87.5505	SIGLEC8|27181	21.296999999999997
SIGLEC9|27180	108.7229	SIGLEC9|27180	134.4819
SIGLECP3|284367	57.2226	SIGLECP3|284367	43.3118
SIGMAR1|10280	784.5213	SIGMAR1|10280	989.7105
SIK1|150094	1296.6632	SIK1|150094	804.0201
SIK2|23235	653.4816	SIK2|23235	3135.1998
SIK3|23387	563.6422	SIK3|23387	879.8756
SIKE1|80143	894.9608	SIKE1|80143	751.6152
SIL1|64374	545.331	SIL1|64374	973.6779
SILV|6490	12.0167	SILV|6490	36.6116
SIM1|6492	40.0558	SIM1|6492	59.3443
SIM2|6493	245.4848	SIM2|6493	26.3221
SIN3A|25942	1500.9477	SIN3A|25942	1329.5047
SIN3B|23309	1611.9595	SIN3B|23309	645.8483
SIP1|8487	149.3509	SIP1|8487	193.3477
SIPA1L1|26037	1504.3811	SIPA1L1|26037	411.1031
SIPA1L2|57568	1761.3104	SIPA1L2|57568	809.0452
SIPA1L3|23094	1591.9316	SIPA1L3|23094	213.2089
SIPA1|6494	604.2702	SIPA1|6494	766.9299
SIRPA|140885	1964.4505	SIRPA|140885	3981.5745
SIRPB1|10326	191.6956	SIRPB1|10326	276.6212
SIRPB2|284759	136.7619	SIRPB2|284759	183.5367
SIRPG|55423	25.7502	SIRPG|55423	9.5717
SIRT1|23411	646.0427	SIRT1|23411	865.9966
SIRT2|22933	1262.3297	SIRT2|22933	1749.9402
SIRT3|23410	630.1291	SIRT3|23410	561.9048
SIRT4|23409	12.589	SIRT4|23409	24.1685
SIRT5|23408	318.7297	SIRT5|23408	378.0809
SIRT6|51548	186.5455	SIRT6|51548	171.5721
SIRT7|51547	136.1897	SIRT7|51547	182.3403
SIT1|27240	26.3224	SIT1|27240	33.2615
SIVA1|10572	295.8406	SIVA1|10572	756.8796
SIX1|6495	580.809	SIX1|6495	383.5846
SIX2|10736	45.778	SIX2|10736	135.9177
SIX3|6496	12.589	lowly_expressed	lowly_expressed
SIX4|51804	589.3924	SIX4|51804	61.2587
SIX5|147912	386.2523	SIX5|147912	342.1871
SKA1|220134	64.6615	SKA1|220134	13.161
SKA2|348235	505.8474	SKA2|348235	644.6518
SKA3|221150	107.0062	SKA3|221150	13.6396
SKAP1|8631	113.8729	SKAP1|8631	48.3369
SKAP2|8935	1304.1021	SKAP2|8935	2004.7858
SKIL|6498	1765.316	SKIL|6498	406.3173
SKIV2L2|23517	1846.3145	SKIV2L2|23517	1371.6535
SKIV2L|6499	1048.2944	SKIV2L|6499	621.273
SKI|6497	2032.5453	SKI|6497	2673.3668
SKP1|6500	8956.4751	SKP1|6500	6821.967
SKP2|6502	132.7563	SKP2|6502	116.0565
SLA2|84174	26.3224	SLA2|84174	24.1685
SLAIN1|122060	16.0223	SLAIN1|122060	33.0223
SLAIN2|57606	1442.5807	SLAIN2|57606	1680.067
SLAMF1|6504	21.1723	SLAMF1|6504	16.0325
SLAMF6|114836	97.2784	SLAMF6|114836	76.8126
SLAMF7|57823	191.1234	SLAMF7|57823	225.8914
SLAMF8|56833	499.7074	SLAMF8|56833	309.0883
SLAMF9|89886	5.7223	SLAMF9|89886	53.1228
SLA|6503	658.6317	SLA|6503	440.0574
SLBP|7884	960.7668	SLBP|7884	1142.1393
SLC10A3|8273	466.3639	SLC10A3|8273	749.2223
SLC10A5|347051	8.0112	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC10A6|345274	30.8686
SLC10A7|84068	223.168	SLC10A7|84068	206.748
SLC11A1|6556	210.0068	SLC11A1|6556	150.9931
SLC11A2|4891	1530.1313	SLC11A2|4891	700.4068
SLC12A2|6558	2525.2316	SLC12A2|6558	576.693
SLC12A4|6560	802.8325	SLC12A4|6560	1547.8583
SLC12A5|57468	5.15	lowly_expressed	lowly_expressed
SLC12A6|9990	671.9187	SLC12A6|9990	859.0141
SLC12A7|10723	1483.781	SLC12A7|10723	1051.4477
SLC12A8|84561	619.7203	SLC12A8|84561	88.2986
SLC12A9|56996	421.7303	SLC12A9|56996	423.7856
SLC13A3|64849	43.4891	SLC13A3|64849	55.755
SLC14A1|6563	160.2232	SLC14A1|6563	38.525999999999996
lowly_expressed	lowly_expressed	SLC14A2|8170	48.3369
SLC15A2|6565	11.4445	SLC15A2|6565	21.296999999999997
SLC15A3|51296	837.1661	SLC15A3|51296	897.8224
SLC15A4|121260	573.9423	SLC15A4|121260	756.1618
SLC16A10|117247	68.6671	SLC16A10|117247	44.0297
SLC16A11|162515	11.4445	SLC16A11|162515	7.6573
SLC16A12|387700	5.7223	SLC16A12|387700	6.9395
SLC16A13|201232	38.9113	SLC16A13|201232	37.3295
SLC16A14|151473	307.2851	SLC16A14|151473	408.9495
SLC16A1|6566	793.1047	SLC16A1|6566	1070.3518
SLC16A2|6567	1222.2739	SLC16A2|6567	954.056
SLC16A3|9123	422.3025	SLC16A3|9123	361.809
SLC16A4|9122	119.0229	SLC16A4|9122	216.3197
SLC16A5|9121	187.69	SLC16A5|9121	117.0136
SLC16A6|9120	137.3341	SLC16A6|9120	22.7327
SLC16A7|9194	54.3614	SLC16A7|9194	180.1866
SLC16A9|220963	7.4389	SLC16A9|220963	21.5363
SLC17A5|26503	914.4165	SLC17A5|26503	954.056
SLC17A7|57030	31.4724	SLC17A7|57030	340.2728
SLC17A9|63910	58.367	SLC17A9|63910	49.0548
SLC18A2|6571	121.8841	SLC18A2|6571	28.2364
SLC19A1|6573	251.7793	SLC19A1|6573	210.81599999999997
SLC19A2|10560	786.8102	SLC19A2|10560	490.0694
SLC19A3|80704	66.9504	SLC19A3|80704	3689.1601
SLC1A1|6505	34.3335	SLC1A1|6505	152.9074
SLC1A2|6506	72.6727	SLC1A2|6506	13.4003
SLC1A3|6507	651.765	SLC1A3|6507	1298.636
SLC1A4|6509	1167.3402	SLC1A4|6509	578.8466
SLC1A5|6510	634.5982	SLC1A5|6510	2595.597
SLC1A7|6512	27.4668	SLC1A7|6512	89.9737
SLC20A1|6574	1916.9558	SLC20A1|6574	1220.1484
SLC20A2|6575	2923.5006	SLC20A2|6575	486.7193
lowly_expressed	lowly_expressed	SLC22A12|116085	8.1359
SLC22A15|55356	98.995	SLC22A15|55356	39.2438
SLC22A17|51310	517.2919	SLC22A17|51310	202.2015
SLC22A18AS|5003	5.7223	SLC22A18AS|5003	12.4432
SLC22A18|5002	189.4067	SLC22A18|5002	103.1347
SLC22A23|63027	766.0956	SLC22A23|63027	496.1665
SLC22A3|6581	38.9113	SLC22A3|6581	405.3601
SLC22A4|6583	102.39399999999999	SLC22A4|6583	32.2063
SLC22A5|6584	557.92	SLC22A5|6584	131.1318
SLC23A1|9963	120.1674	lowly_expressed	lowly_expressed
SLC23A2|9962	829.1549	SLC23A2|9962	755.2046
SLC24A1|9187	282.1644	SLC24A1|9187	268.4709
SLC24A2|25769	102.4284	lowly_expressed	lowly_expressed
SLC24A3|57419	926.4332	SLC24A3|57419	606.8437
SLC24A4|123041	6.8667	SLC24A4|123041	41.6368
SLC24A5|283652	5.9397	lowly_expressed	lowly_expressed
SLC24A6|80024	611.1369	SLC24A6|80024	903.0869
SLC25A10|1468	458.3527	SLC25A10|1468	500.5982
SLC25A11|8402	655.1983	SLC25A11|8402	983.7282
SLC25A12|8604	379.3856	SLC25A12|8604	463.2687
SLC25A13|10165	454.9194	SLC25A13|10165	398.8993
SLC25A14|9016	119.0229	SLC25A14|9016	121.0816
SLC25A15|10166	421.158	SLC25A15|10166	186.3747
SLC25A16|8034	223.168	SLC25A16|8034	641.5409999999999
SLC25A17|10478	629.4482	SLC25A17|10478	469.4903
SLC25A18|83733	11.4445	SLC25A18|83733	76.5733
SLC25A19|60386	170.5232	SLC25A19|60386	251.017
SLC25A1|6576	832.5882	SLC25A1|6576	1502.7519
SLC25A20|788	569.3645	SLC25A20|788	1036.3723
SLC25A21|89874	5.8939	SLC25A21|89874	5.5085
SLC25A22|79751	297.5573	SLC25A22|79751	137.1141
SLC25A23|79085	2922.3561	SLC25A23|79085	1265.3745
SLC25A24|29957	2373.0196	SLC25A24|29957	1146.4465
SLC25A25|114789	251.7793	SLC25A25|114789	1434.3144
SLC25A26|115286	258.6002	SLC25A26|115286	476.9634
SLC25A27|9481	14.3056	SLC25A27|9481	86.3843
SLC25A28|81894	220.8791	SLC25A28|81894	761.4262
SLC25A29|123096	273.5238	SLC25A29|123096	221.1055
SLC25A30|253512	529.3087	SLC25A30|253512	687.7243
SLC25A32|81034	1201.6852	SLC25A32|81034	729.4209
SLC25A33|84275	111.584	SLC25A33|84275	328.7868
SLC25A34|284723	6.8667	SLC25A34|284723	23.4506
SLC25A35|399512	200.2675	SLC25A35|399512	118.9088
SLC25A36|55186	1430.5639999999999	SLC25A36|55186	1086.145
SLC25A37|51312	209.4346	SLC25A37|51312	309.8827
SLC25A38|54977	583.0979	SLC25A38|54977	510.4092
SLC25A39|51629	1855.7276	SLC25A39|51629	1487.6765
SLC25A3|5250	4019.3126	SLC25A3|5250	8552.2852
SLC25A40|55972	211.7235	SLC25A40|55972	98.5882
SLC25A42|284439	138.4786	SLC25A42|284439	235.463
SLC25A43|203427	616.8592	SLC25A43|203427	762.3833
SLC25A44|9673	1258.8963	SLC25A44|9673	746.1115
SLC25A45|283130	113.3007	SLC25A45|283130	114.3814
SLC25A46|91137	1136.44	SLC25A46|91137	687.2458
SLC25A4|291	360.5021	SLC25A4|291	613.7832
SLC25A5|292	3926.6121	SLC25A5|292	3886.815
SLC25A6|293	4403.8482	SLC25A6|293	9002.8715
SLC26A10|65012	6.9125	lowly_expressed	lowly_expressed
SLC26A11|284129	248.9181	SLC26A11|284129	286.6715
SLC26A1|10861	18.3112	SLC26A1|10861	9.0931
SLC26A2|1836	1012.8393	SLC26A2|1836	843.9818
SLC26A4|5172	5.7223	SLC26A4|5172	28.9543
SLC26A6|65010	108.7229	SLC26A6|65010	99.0668
lowly_expressed	lowly_expressed	SLC26A7|115111	41.876000000000005
SLC27A1|376497	680.9485	SLC27A1|376497	1027.2793
SLC27A2|11001	116.734	SLC27A2|11001	60.3015
SLC27A3|11000	212.8679	SLC27A3|11000	1164.1541
SLC27A4|10999	909.8387	SLC27A4|10999	620.7227
SLC27A5|10998	72.85	SLC27A5|10998	80.2106
SLC27A6|28965	5.7223	lowly_expressed	lowly_expressed
SLC28A3|64078	302.7073	SLC28A3|64078	5.5037
SLC29A1|2030	1557.5981	SLC29A1|2030	3802.8236
SLC29A2|3177	113.2206	SLC29A2|3177	38.5236
SLC29A3|55315	474.9472	SLC29A3|55315	422.3498
SLC29A4|222962	49.7836	SLC29A4|222962	862.168
SLC2A10|81031	1626.2652	SLC2A10|81031	673.8454
SLC2A11|66035	148.7787	SLC2A11|66035	101.4597
SLC2A12|154091	116.734	SLC2A12|154091	61.0194
SLC2A13|114134	446.336	SLC2A13|114134	222.5413
SLC2A14|144195	12.0167	SLC2A14|144195	46.6619
SLC2A1|6513	1357.3191	SLC2A1|6513	158.4111
SLC2A3|6515	754.1933	SLC2A3|6515	2688.2029
SLC2A4RG|56731	636.8871	SLC2A4RG|56731	1308.6863
SLC2A4|6517	10.3001	SLC2A4|6517	518.3058
SLC2A5|6518	166.5176	SLC2A5|6518	91.88799999999999
SLC2A6|11182	66.9504	SLC2A6|11182	66.5231
SLC2A8|29988	203.7123	SLC2A8|29988	381.9095
SLC2A9|56606	65.2337	SLC2A9|56606	50.2513
SLC30A1|7779	612.2814	SLC30A1|7779	324.4795
SLC30A2|7780	368.5133	lowly_expressed	lowly_expressed
SLC30A4|7782	198.5623	SLC30A4|7782	110.7921
SLC30A5|64924	1915.2391	SLC30A5|64924	1169.8971
SLC30A6|55676	517.8642	SLC30A6|55676	261.3065
SLC30A7|148867	1338.4357	SLC30A7|148867	722.4216
SLC30A9|10463	2027.3953	SLC30A9|10463	1029.6722
SLC31A1|1317	1811.094	SLC31A1|1317	1057.43
SLC31A2|1318	641.4649	SLC31A2|1318	1177.0759
SLC33A1|9197	456.63599999999997	SLC33A1|9197	446.0397
SLC35A1|10559	1519.7969	SLC35A1|10559	659.6985
SLC35A2|7355	1038.5895	SLC35A2|7355	352.9553
SLC35A3|23443	607.1314	SLC35A3|23443	233.5487
SLC35A4|113829	2148.1349	SLC35A4|113829	1775.3051
SLC35A5|55032	736.4543	SLC35A5|55032	932.2804
SLC35B1|10237	549.3366	SLC35B1|10237	746.8294
SLC35B2|347734	1233.1462	SLC35B2|347734	925.1017
SLC35B3|51000	627.1593	SLC35B3|51000	801.8665
SLC35B4|84912	707.8431	SLC35B4|84912	747.7866
SLC35C1|55343	515.003	SLC35C1|55343	902.8476
SLC35C2|51006	851.4717	SLC35C2|51006	879.1577
SLC35D1|23169	921.8554	SLC35D1|23169	402.7279
SLC35D2|11046	303.2796	SLC35D2|11046	425.2213
SLC35D3|340146	6.8667	lowly_expressed	lowly_expressed
SLC35E1|79939	4833.5896	SLC35E1|79939	1561.8569
SLC35E2|728661	1855.9508	SLC35E2|728661	1306.3412
SLC35E2|9906	19.2325	SLC35E2|9906	27.4707
SLC35E3|55508	405.1357	SLC35E3|55508	141.1821
SLC35E4|339665	60.1009	SLC35E4|339665	138.0928
SLC35F1|222553	10.8723	SLC35F1|222553	35.8938
SLC35F2|54733	223.7402	SLC35F2|54733	162.2398
SLC35F5|80255	1317.8356	SLC35F5|80255	807.6095
SLC36A1|206358	997.9614	SLC36A1|206358	451.0648
SLC36A4|120103	149.3509	SLC36A4|120103	190.9548
SLC37A1|54020	338.7576	SLC37A1|54020	169.8971
SLC37A2|219855	746.7544	SLC37A2|219855	818.3776
SLC37A3|84255	1152.4624	SLC37A3|84255	972.0029
SLC37A4|2542	330.1742	SLC37A4|2542	362.7662
SLC38A10|124565	1267.4797	SLC38A10|124565	2274.4676
SLC38A11|151258	5.15	SLC38A11|151258	6.7002
SLC38A1|81539	7749.0791	SLC38A1|81539	381.431
SLC38A2|54407	4639.6052	SLC38A2|54407	4102.1776
lowly_expressed	lowly_expressed	SLC38A3|10991	10.7681
SLC38A4|55089	41.2002	SLC38A4|55089	15.554
SLC38A5|92745	399.4135	SLC38A5|92745	106.4848
SLC38A6|145389	247.2015	SLC38A6|145389	346.4944
SLC38A7|55238	381.6745	SLC38A7|55238	181.6224
SLC38A9|153129	303.2796	SLC38A9|153129	250.2991
SLC39A10|57181	1521.5479	SLC39A10|57181	705.6712
SLC39A11|201266	4251.6362	SLC39A11|201266	447.7148
SLC39A13|91252	847.4661	SLC39A13|91252	894.7117
SLC39A14|23516	2378.7418	SLC39A14|23516	1646.0876
SLC39A1|27173	2993.3121	SLC39A1|27173	3213.2089
SLC39A2|29986	12.589	lowly_expressed	lowly_expressed
SLC39A3|29985	337.0409	SLC39A3|29985	374.4915
SLC39A4|55630	489.2529	SLC39A4|55630	96.4346
SLC39A6|25800	8263.5099	SLC39A6|25800	1681.9813
SLC39A7|7922	3237.6524	SLC39A7|7922	3044.2690000000002
SLC39A8|64116	1054.6118	SLC39A8|64116	605.1687
SLC39A9|55334	4021.6015	SLC39A9|55334	1698.971
SLC3A2|6520	2097.779	SLC3A2|6520	2276.8605
SLC40A1|30061	32349.6298	SLC40A1|30061	9256.9993
SLC41A1|254428	593.9702	SLC41A1|254428	786.5518
SLC41A2|84102	450.3415	SLC41A2|84102	339.7942
SLC41A3|54946	897.822	SLC41A3|54946	1045.2261
SLC43A1|8501	227.1736	SLC43A1|8501	508.2556
SLC43A2|124935	489.8251	SLC43A2|124935	664.513
SLC43A3|29015	1191.5854	SLC43A3|29015	2591.0122
SLC44A1|23446	8776.7963	SLC44A1|23446	1853.5535
SLC44A2|57153	6992.0246	SLC44A2|57153	4298.3967
SLC44A3|126969	248.9181	SLC44A3|126969	72.0268
SLC44A4|80736	383.9634	SLC44A4|80736	46.9012
SLC44A5|204962	67.5226	SLC44A5|204962	10.5288
SLC45A1|50651	15.4501	SLC45A1|50651	47.8583
SLC45A3|85414	139.0508	SLC45A3|85414	118.4494
SLC45A4|57210	461.2138	SLC45A4|57210	209.1409
SLC46A1|113235	676.7197	SLC46A1|113235	666.3699
SLC46A2|57864	26.8946	SLC46A2|57864	11.485999999999999
SLC46A3|283537	612.2814	SLC46A3|283537	553.2424
SLC47A1|55244	41.7725	SLC47A1|55244	92.6059
SLC48A1|55652	510.4252	SLC48A1|55652	1119.6458
SLC4A11|83959	28.6113	SLC4A11|83959	15.554
SLC4A1AP|22950	486.964	SLC4A1AP|22950	625.7478
lowly_expressed	lowly_expressed	SLC4A1|6521	10.7681
SLC4A2|6522	1425.6829	SLC4A2|6522	1382.9265
SLC4A3|6508	66.9504	SLC4A3|6508	46.1833
SLC4A4|8671	19.4557	SLC4A4|8671	241.206
SLC4A5|57835	125.9697	SLC4A5|57835	82.369
SLC4A7|9497	835.4494	SLC4A7|9497	542.7136
SLC4A8|9498	691.2485	SLC4A8|9498	18.6648
SLC5A12|159963	6.2945	lowly_expressed	lowly_expressed
SLC5A3|6526	1906.6385	SLC5A3|6526	1245.2668
lowly_expressed	lowly_expressed	SLC5A4|6527	5.0251
SLC5A6|8884	1905.8717	SLC5A6|8884	557.0519
lowly_expressed	lowly_expressed	SLC5A9|200010	5.0251
SLC6A10P|386757	8.5834	lowly_expressed	lowly_expressed
SLC6A12|6539	59.5115	SLC6A12|6539	26.8007
SLC6A14|11254	743.3211	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC6A15|55117	13.161
lowly_expressed	lowly_expressed	SLC6A16|28968	36.8509
SLC6A17|388662	14.8779	lowly_expressed	lowly_expressed
SLC6A1|6529	12.589	SLC6A1|6529	20.3398
SLC6A20|54716	63.516999999999996	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC6A2|6530	31.8258
SLC6A4|6532	25.1779	lowly_expressed	lowly_expressed
SLC6A6|6533	1474.0531	SLC6A6|6533	732.7112
SLC6A8|6535	1104.9676	SLC6A8|6535	726.7289
SLC6A9|6536	292.1326	SLC6A9|6536	120.8615
lowly_expressed	lowly_expressed	SLC7A10|56301	645.7526
SLC7A11|23657	55.5059	SLC7A11|23657	10.2895
SLC7A13|157724	12.589	lowly_expressed	lowly_expressed
SLC7A1|6541	859.4829	SLC7A1|6541	540.0814
SLC7A2|6542	3408.7479	SLC7A2|6542	860.4929
SLC7A4|6545	56.0781	SLC7A4|6545	56.7121
SLC7A5|8140	587.1035	SLC7A5|8140	129.4568
SLC7A6OS|84138	113.7642	SLC7A6OS|84138	186.5111
SLC7A6|9057	1056.4372	SLC7A6|9057	969.2678
SLC7A7|9056	890.9553	SLC7A7|9056	734.6255
SLC7A8|23428	1797.3606	SLC7A8|23428	893.7545
SLC8A1|6546	750.76	SLC8A1|6546	360.6126
SLC8A2|6543	5.15	lowly_expressed	lowly_expressed
SLC8A3|6547	9.7278	SLC8A3|6547	16.9897
SLC9A1|6548	2331.8193	SLC9A1|6548	689.3994
SLC9A3R1|9368	2164.7294	SLC9A3R1|9368	510.6485
SLC9A3R2|9351	723.8654	SLC9A3R2|9351	2290.5001
lowly_expressed	lowly_expressed	SLC9A5|6553	9.0931
SLC9A6|10479	343.3354	SLC9A6|10479	543.91
SLC9A7|84679	133.9008	lowly_expressed	lowly_expressed
SLC9A8|23315	490.9696	SLC9A8|23315	334.7691
SLC9A9|285195	173.9566	SLC9A9|285195	886.815
lowly_expressed	lowly_expressed	SLCO1C1|53919	28.715
SLCO2A1|6578	464.075	SLCO2A1|6578	604.2115
SLCO2B1|11309	1851.1498	SLCO2B1|11309	1665.9488
SLCO3A1|28232	256.9293	SLCO3A1|28232	880.3542
SLCO4A1|28231	8.0112	SLCO4A1|28231	116.291
lowly_expressed	lowly_expressed	SLCO4C1|353189	12.9218
SLFN11|91607	1150.1735	SLFN11|91607	1933.2376
SLFN12L|342615	14.3056	SLFN12L|342615	16.7504
SLFN12|55106	167.0899	SLFN12|55106	128.9782
SLFN13|146857	69.2393	SLFN13|146857	83.2735
SLFN5|162394	1239.4406	SLFN5|162394	771.2371
SLIT1|6585	8.5834	SLIT1|6585	21.5363
SLIT2|9353	578.5201	SLIT2|9353	551.5674
SLIT3|6586	1491.7921	SLIT3|6586	4062.2158
lowly_expressed	lowly_expressed	SLITRK2|84631	44.0297
SLITRK4|139065	163.0843	SLITRK4|139065	152.1895
SLITRK6|84189	758.1989	SLITRK6|84189	5.5037
SLK|9748	2249.4188	SLK|9748	1930.8447
SLMAP|7871	1601.6595	SLMAP|7871	877.0041
SLMO1|10650	29.7557	SLMO1|10650	25.8435
SLMO2|51012	1894.639	SLMO2|51012	1257.2386
SLN|6588	6.8667	SLN|6588	5.9823
lowly_expressed	lowly_expressed	SLPI|6590	271.1175
SLTM|79811	1477.4865	SLTM|79811	1573.3429
SLU7|10569	1377.3470000000002	SLU7|10569	1444.3647
SMAD1|4086	914.9887	SMAD1|4086	932.0412
SMAD2|4087	2153.2849	SMAD2|4087	2486.2407
SMAD3|4088	666.0706	SMAD3|4088	1746.3508
SMAD4|4089	1561.0028	SMAD4|4089	1929.5741
lowly_expressed	lowly_expressed	SMAD5OS|9597	12.4432
SMAD5|4090	2857.6946	SMAD5|4090	1778.1766
SMAD6|4091	80.6838	SMAD6|4091	242.4025
SMAD7|4092	772.5046	SMAD7|4092	681.9813
SMAD9|4093	39.4836	SMAD9|4093	61.498000000000005
SMAGP|57228	193.9845	SMAGP|57228	241.6846
SMAP1|60682	960.1259	SMAP1|60682	1056.961
SMAP2|64744	1281.7853	SMAP2|64744	1175.1615
SMARCA1|6594	1585.0649	SMARCA1|6594	1439.1003
SMARCA2|6595	2841.6723	SMARCA2|6595	3492.9409
SMARCA4|6597	2288.3302	SMARCA4|6597	940.4164
SMARCA5|8467	2973.2213	SMARCA5|8467	1794.2091
SMARCAD1|56916	1048.8895	SMARCAD1|56916	605.8866
SMARCAL1|50485	707.2708	SMARCAL1|50485	636.0373
SMARCB1|6598	1035.7283	SMARCB1|6598	946.3987
SMARCC1|6599	4996.1017	SMARCC1|6599	1302.704
SMARCC2|6601	1821.9663	SMARCC2|6601	2455.8507
SMARCD1|6602	949.3223	SMARCD1|6602	1077.0519
SMARCD2|6603	1388.2193	SMARCD2|6603	1928.6911
SMARCD3|6604	396.5523	SMARCD3|6604	366.5949
SMARCE1|6605	2826.7945	SMARCE1|6605	2849.9641
SMC1A|8243	2639.6767	SMC1A|8243	1538.8849
SMC2|10592	879.5107	SMC2|10592	454.8935
SMC3|9126	1400.8083	SMC3|9126	1446.9969
SMC4|10051	2358.7139	SMC4|10051	632.2087
SMC5|23137	1221.7017	SMC5|23137	587.4611
SMC6|79677	1071.7785	SMC6|79677	690.8351
SMCHD1|23347	1524.4089999999999	SMCHD1|23347	1129.4568
SMCR7L|54471	1203.3904	SMCR7L|54471	972.96
SMCR7|125170	224.3124	SMCR7|125170	173.7258
SMCR8|140775	1187.4425	SMCR8|140775	588.3489
SMEK1|55671	1937.5559	SMEK1|55671	1433.118
SMEK2|57223	2399.3419	SMEK2|57223	2068.1981
SMG1|23049	4436.4651	SMG1|23049	1450.3470000000002
SMG5|23381	1979.9006	SMG5|23381	1516.6308
SMG6|23293	872.0718	SMG6|23293	1081.3592
SMG7|9887	3351.5253	SMG7|9887	1312.9935
SMN1|6606	6.3689	SMN1|6606	9.0045
SMN2|6607	1077.9986	SMN2|6607	1054.1685
SMNDC1|10285	582.5257	SMNDC1|10285	821.4884
SMOC1|64093	8.5834	SMOC1|64093	302.9433
SMOC2|64094	1705.8045	SMOC2|64094	5588.179
SMOX|54498	62.9448	SMOX|54498	131.6104
SMO|6608	750.76	SMO|6608	520.6987
SMPD1|6609	843.4605	SMPD1|6609	1037.8081
SMPD2|6610	141.9119	SMPD2|6610	155.5396
SMPD3|55512	139.0508	SMPD3|55512	20.3398
SMPD4|55627	1447.7308	SMPD4|55627	936.827
SMPDL3A|10924	200.27900000000002	SMPDL3A|10924	543.4314
SMPDL3B|27293	52.6448	lowly_expressed	lowly_expressed
SMS|6611	2623.6544	SMS|6611	1243.1204
lowly_expressed	lowly_expressed	SMTNL2|342527	14.8361
SMTN|6525	710.7042	SMTN|6525	1012.6825
SMU1|55234	1710.9545	SMU1|55234	1885.3793
SMUG1|23583	338.1853	SMUG1|23583	506.1019
SMURF1|57154	932.9738	SMURF1|57154	821.7636
SMURF2|64750	536.1754	SMURF2|64750	775.0658
SMYD2|56950	1726.9769	SMYD2|56950	688.6815
SMYD3|64754	883.5163	SMYD3|64754	188.3226
SMYD4|114826	206.5734	SMYD4|114826	360.8519
SMYD5|10322	556.2033	SMYD5|10322	494.6159
SNAI1|6615	125.3174	SNAI1|6615	298.8753
SNAI2|6591	900.6831	SNAI2|6591	891.6009
SNAI3|333929	17.739	SNAI3|333929	20.3398
SNAP23|8773	1547.8702	SNAP23|8773	1769.0835
lowly_expressed	lowly_expressed	SNAP25|6616	9.811
SNAP29|9342	1507.8145	SNAP29|9342	956.4489
SNAP47|116841	797.1045	SNAP47|116841	480.7777
SNAP91|9892	5.7223	lowly_expressed	lowly_expressed
SNAPC1|6617	179.6788	SNAPC1|6617	333.094
SNAPC2|6618	294.124	SNAPC2|6618	392.917
SNAPC3|6619	607.7036	SNAPC3|6619	441.9718
SNAPC4|6621	159.0787	SNAPC4|6621	177.5544
SNAPC5|10302	47.0026	SNAPC5|10302	121.6918
SNAPIN|23557	690.6763	SNAPIN|23557	990.4283
