gene_id	TCGA-BH-A0H5-01A-21R-A115-07	gene_id	TCGA-BH-A0H5-11A-62R-A115-07
CAPN14|440854	6.7737	lowly_expressed	lowly_expressed
CAPN1|823	3782.3609	CAPN1|823	3369.7549
CAPN2|824	3628.8236	CAPN2|824	3959.2854
CAPN3|825	105.7714	CAPN3|825	247.7939
CAPN5|726	228.8007	CAPN5|726	266.3066
CAPN6|827	209.2322	CAPN6|827	545.4923
CAPN7|23473	838.8103	CAPN7|23473	1331.9485
CAPN8|388743	546.0358	CAPN8|388743	460.3241
CAPN9|10753	36.5027	CAPN9|10753	7.4782
CAPNS1|826	6541.8925	CAPNS1|826	4569.5887
CAPRIN1|4076	6802.6801	CAPRIN1|4076	6321.9776
CAPRIN2|65981	278.0982	CAPRIN2|65981	376.4022
CAPS2|84698	58.3291	CAPS2|84698	110.0956
CAPSL|133690	7.15	lowly_expressed	lowly_expressed
CAPS|828	184.019	CAPS|828	163.6892
CAPZA1|829	4305.4414	CAPZA1|829	2029.9128
CAPZA2|830	2374.9358	CAPZA2|830	2054.4246
lowly_expressed	lowly_expressed	CAPZA3|93661	18.6955
CAPZB|832	5607.8741	CAPZB|832	2734.5243
CARD10|29775	381.5853	CARD10|29775	544.6614
CARD11|84433	948.6948	CARD11|84433	103.8637
CARD14|79092	319.1167	CARD14|79092	295.8039
CARD16|114769	406.0459	CARD16|114769	97.6319
CARD6|84674	311.2141	CARD6|84674	353.9676
CARD8|22900	1029.9793	CARD8|22900	784.7943
CARD9|64170	105.745	CARD9|64170	95.1392
CARHSP1|23589	860.5276	CARHSP1|23589	946.3274
CARKD|55739	1126.6927	CARKD|55739	1248.442
CARM1|10498	997.9923	CARM1|10498	668.8824
CARNS1|57571	62.4686	CARNS1|57571	34.8982
CARS2|79587	656.6089999999999	CARS2|79587	529.0777
CARS|833	967.5107	CARS|833	741.99
CASC1|55259	66.6081	CASC1|55259	66.8882
CASC2|255082	62.0923	CASC2|255082	56.0864
CASC3|22794	2346.3357	CASC3|22794	3348.9821
CASC4|113201	2404.2885	CASC4|113201	3176.5683
CASC5|57082	135.4741	CASC5|57082	20.7727
CASD1|64921	988.9607	CASD1|64921	1038.2219
CASKIN1|57524	13.284	CASKIN1|57524	35.0104
CASKIN2|57513	473.9372	CASKIN2|57513	820.3781
CASK|8573	1194.8061	CASK|8573	1613.2115
CASP10|843	508.4041	CASP10|843	206.8966
lowly_expressed	lowly_expressed	CASP12|120329	11.6327
CASP1|834	1255.7694	CASP1|834	585.376
CASP2|835	939.2869	CASP2|835	1019.5264
CASP3|836	971.6502	CASP3|836	603.656
CASP4|837	1711.1128	CASP4|837	838.388
CASP5|838	6.0211	lowly_expressed	lowly_expressed
CASP6|839	763.5469	CASP6|839	449.1068
CASP7|840	1026.2161	CASP7|840	840.4653
CASP8AP2|9994	519.3173	CASP8AP2|9994	830.0789
CASP8|841	1155.2928	CASP8|841	660.5733
CASP9|842	381.209	CASP9|842	419.194
CASQ1|844	25.2132	CASQ1|844	66.0573
CASQ2|845	21.0737	CASQ2|845	65.2264
CASS4|57091	169.3426	CASS4|57091	43.6228
CAST|831	4556.8135	CAST|831	5241.0262
CASZ1|54897	968.6396	CASZ1|54897	1573.3278
CATSPER2P1|440278	22.8048	CATSPER2P1|440278	31.4209
CATSPER2|117155	22.5564	CATSPER2|117155	45.725
CATSPER3|347732	9.4079	CATSPER3|347732	13.3776
CATSPERB|79820	88.8108	CATSPERB|79820	51.101000000000006
CATSPERG|57828	16.9343	CATSPERG|57828	35.3137
CAT|847	2220.6459	CAT|847	3532.6132
CAV1|857	1844.7053	CAV1|857	7399.2522
CAV2|858	495.9856	CAV2|858	2686.7470000000003
CBARA1|10367	924.9869	CBARA1|10367	1170.3365
CBFA2T2|9139	830.155	CBFA2T2|9139	1132.9456
CBFA2T3|863	404.5406	CBFA2T3|863	151.2256
CBFB|865	1089.0610000000001	CBFB|865	925.6336
CBLB|868	695.0573	CBLB|868	588.2842
CBLC|23624	232.9401	CBLC|23624	179.892
CBLL1|79872	913.6974	CBLL1|79872	1292.8957
CBLN1|869	13.5474	CBLN1|869	15.7873
CBLN2|147381	21.8264	lowly_expressed	lowly_expressed
CBLN3|643866	71.8765	CBLN3|643866	58.1637
lowly_expressed	lowly_expressed	CBLN4|140689	8.3091
CBL|867	1042.7741	CBL|867	1101.371
CBR1|873	626.6278	CBR1|873	624.8567
CBR3|874	171.87900000000002	CBR3|874	169.9211
CBR4|84869	516.3068	CBR4|84869	820.5442
CBS|875	222.02700000000002	CBS|875	195.2638
CBWD1|55871	764.2996	CBWD1|55871	1053.1782
CBWD2|150472	547.5411	CBWD2|150472	509.7632
CBWD3|445571	636.7282	CBWD3|445571	386.6764
lowly_expressed	lowly_expressed	CBWD5|220869	8.0058
CBWD6|644019	116.2819	CBWD6|644019	140.0083
CBX1|10951	1764.1735	CBX1|10951	1702.9497
CBX2|84733	71.8765	CBX2|84733	46.531000000000006
CBX3|11335	3559.5813	CBX3|11335	2732.447
CBX4|8535	838.8103	CBX4|8535	715.8288
CBX5|23468	2671.8498	CBX5|23468	3569.1732
CBX6|23466	698.0678	CBX6|23466	761.9443
CBX7|23492	1429.2515	CBX7|23492	2057.3328
CBX8|57332	97.8424	CBX8|57332	108.0183
CBY1|25776	515.7122	CBY1|25776	563.4483
CC2D1A|54862	788.7602	CC2D1A|54862	1044.4537
CC2D1B|200014	792.8997	CC2D1B|200014	732.0316
CC2D2A|57545	208.8559	CC2D2A|57545	615.7042
lowly_expressed	lowly_expressed	CC2D2B|387707	11.1508
CCAR1|55749	1464.6253	CCAR1|55749	1360.6149
CCBE1|147372	16.9343	CCBE1|147372	20.3573
CCBL1|883	87.6818	CCBL1|883	95.9701
CCBL2|56267	916.7832	CCBL2|56267	914.5035
CCBP2|1238	38.3843	CCBP2|1238	63.5646
CCDC101|112869	285.2482	CCDC101|112869	340.673
CCDC102A|92922	162.1926	CCDC102A|92922	255.0893
CCDC102B|79839	116.6582	CCDC102B|79839	63.9801
CCDC103|388389	212.2427	CCDC103|388389	194.0174
CCDC104|112942	721.0231	CCDC104|112942	813.0453
CCDC106|29903	310.4614	CCDC106|29903	207.312
CCDC107|203260	279.4905	CCDC107|203260	235.5089
lowly_expressed	lowly_expressed	CCDC108|255101	8.7246
CCDC109A|90550	402.6591	CCDC109A|90550	427.0877
CCDC109B|55013	720.6468	CCDC109B|55013	146.2401
CCDC110|256309	57.2002	CCDC110|256309	97.2165
CCDC111|201973	210.0714	CCDC111|201973	313.44
CCDC112|153733	167.8373	CCDC112|153733	245.9493
CCDC113|29070	282.9903	CCDC113|29070	346.074
CCDC114|93233	15.8053	CCDC114|93233	19.9418
CCDC115|84317	1151.5296	CCDC115|84317	1048.1928
lowly_expressed	lowly_expressed	CCDC116|164592	7.0627
CCDC117|150275	885.4736	CCDC117|150275	967.5945
CCDC11|220136	29.3527	CCDC11|220136	44.0382
CCDC120|90060	365.4037	CCDC120|90060	617.366
CCDC121|79635	91.0687	CCDC121|79635	202.3265
CCDC122|160857	85.4239	CCDC122|160857	130.8683
CCDC123|84902	384.2195	CCDC123|84902	515.1641
CCDC124|115098	640.115	CCDC124|115098	464.4786
CCDC125|202243	321.7509	CCDC125|202243	704.6115
CCDC126|90693	143.3767	CCDC126|90693	298.7121
CCDC127|133957	295.7851	CCDC127|133957	373.9094
CCDC129|223075	20.6974	CCDC129|223075	27.8355
CCDC12|151903	561.8411	CCDC12|151903	421.2713
CCDC130|81576	328.9009	CCDC130|81576	439.5513
CCDC132|55610	585.1727	CCDC132|55610	782.7171
CCDC134|79879	60.9633	CCDC134|79879	70.2119
CCDC136|64753	25.9659	CCDC136|64753	157.4574
CCDC137|339230	428.2486	CCDC137|339230	322.393
CCDC138|165055	49.2975	CCDC138|165055	84.3373
CCDC13|152206	7.9027	CCDC13|152206	6.2318
CCDC141|285025	33.8685	CCDC141|285025	18.6955
CCDC142|84865	163.6978	CCDC142|84865	133.7931
CCDC144A|9720	10.6761	CCDC144A|9720	54.0258
CCDC144B|284047	14.9285	CCDC144B|284047	72.4595
lowly_expressed	lowly_expressed	CCDC144NL|339184	5.8164
CCDC146|57639	153.9136	CCDC146|57639	188.2011
lowly_expressed	lowly_expressed	CCDC147|159686	12.0482
CCDC148|130940	27.4711	CCDC148|130940	56.0864
CCDC149|91050	711.2389	CCDC149|91050	743.2489
CCDC14|64770	520.8226	CCDC14|64770	1833.4026
CCDC150|284992	11.6658	CCDC150|284992	16.2027
CCDC151|115948	18.0632	CCDC151|115948	8.7246
CCDC152|100129792	116.9743	CCDC152|100129792	123.1824
CCDC153|283152	25.5895	CCDC153|283152	9.14
lowly_expressed	lowly_expressed	CCDC154|645811	6.2318
CCDC157|550631	50.5243	CCDC157|550631	55.1807
CCDC158|339965	11.6658	CCDC158|339965	139.1774
CCDC159|126075	257.7771	CCDC159|126075	186.1238
CCDC15|80071	94.8319	CCDC15|80071	124.6365
CCDC160|347475	61.716	CCDC160|347475	83.9219
CCDC163P|126661	44.7817	CCDC163P|126661	31.99
CCDC17|149483	7.5263	CCDC17|149483	10.3864
CCDC18|343099	66.6156	CCDC18|343099	57.7565
CCDC19|25790	69.2423	CCDC19|25790	15.7873
CCDC21|64793	299.9245	CCDC21|64793	282.5093
CCDC22|28952	594.0726	CCDC22|28952	387.4574
CCDC23|374969	223.5322	CCDC23|374969	208.5584
CCDC24|149473	259.4592	CCDC24|149473	187.42
CCDC25|55246	1116.9085	CCDC25|55246	1250.1039
CCDC28A|25901	650.6519	CCDC28A|25901	638.1305
CCDC28B|79140	127.1951	CCDC28B|79140	58.5791
CCDC30|728621	102.7345	CCDC30|728621	141.6701
CCDC34|91057	291.6456	CCDC34|91057	354.7985
CCDC36|339834	14.3	CCDC36|339834	22.4346
CCDC39|339829	16.1816	CCDC39|339829	57.7482
CCDC3|83643	219.7691	CCDC3|83643	693.3943
CCDC40|55036	168.2136	CCDC40|55036	193.1865
CCDC41|51134	148.6452	CCDC41|51134	266.7221
CCDC43|124808	508.0278	CCDC43|124808	462.4013
CCDC45|90799	432.3881	CCDC45|90799	976.3191
CCDC46|201134	96.3371	CCDC46|201134	314.9148
CCDC47|57003	2356.8726	CCDC47|57003	3168.6747
CCDC48|79825	199.8243	CCDC48|79825	78.9364
CCDC50|152137	1599.3467	CCDC50|152137	2535.9369
CCDC51|79714	311.9667	CCDC51|79714	216.0366
CCDC52|152185	313.0956	CCDC52|152185	597.4242
CCDC53|51019	418.4644	CCDC53|51019	359.3685
CCDC55|84081	777.0943	CCDC55|84081	956.3772
CCDC56|28958	933.1868	CCDC56|28958	639.9792
CCDC57|284001	450.075	CCDC57|284001	696.7179
CCDC58|131076	171.9768	CCDC58|131076	124.221
CCDC59|29080	377.0695	CCDC59|29080	510.5941
CCDC61|729440	159.18200000000002	CCDC61|729440	139.5929
lowly_expressed	lowly_expressed	CCDC62|84660	5.4009
CCDC64B|146439	260.7876	CCDC64B|146439	735.3552
CCDC64|92558	617.9123	CCDC64|92558	115.4965
CCDC65|85478	52.6844	CCDC65|85478	29.4973
CCDC66|285331	335.2231	CCDC66|285331	584.8442
CCDC68|80323	18.0632	CCDC68|80323	65.2264
CCDC69|26112	1816.4816	CCDC69|26112	1036.56
CCDC6|8030	2367.4095	CCDC6|8030	3205.6502
CCDC71|64925	591.9464	CCDC71|64925	584.1296
CCDC72|51372	1299.4222	CCDC72|51372	842.5426
CCDC73|493860	22.6881	CCDC73|493860	49.6967
CCDC74A|90557	593.4517	CCDC74A|90557	335.2721
CCDC74B|91409	116.6582	CCDC74B|91409	89.7383
CCDC75|253635	79.0265	CCDC75|253635	82.6755
CCDC76|54482	252.407	CCDC76|54482	468.2468
CCDC77|84318	176.1163	CCDC77|84318	198.5875
CCDC78|124093	25.2132	CCDC78|124093	19.1109
CCDC7|221016	31.065	CCDC7|221016	58.5791
CCDC80|151887	3138.1064	CCDC80|151887	2185.2929
CCDC81|60494	5.6448	CCDC81|60494	7.8936
CCDC82|79780	315.7299	CCDC82|79780	599.086
CCDC84|338657	117.0345	CCDC84|338657	127.5447
CCDC85A|114800	36.435	CCDC85A|114800	157.6776
CCDC85B|11007	304.064	CCDC85B|11007	285.83299999999997
CCDC85C|317762	550.8414	CCDC85C|317762	844.3457
CCDC86|79080	533.0905	CCDC86|79080	463.5521
CCDC87|55231	51.9317	CCDC87|55231	15.7873
CCDC88A|55704	550.5516	CCDC88A|55704	611.5496
CCDC88B|283234	983.6923	CCDC88B|283234	287.9103
CCDC88C|440193	2072.0007	CCDC88C|440193	1134.1919
CCDC89|220388	17.3106	CCDC89|220388	35.3137
CCDC8|83987	296.1614	CCDC8|83987	1520.9805
CCDC90A|63933	291.6456	CCDC90A|63933	282.5093
CCDC90B|60492	625.0397	CCDC90B|60492	673.4192
CCDC91|55297	527.9726	CCDC91|55297	566.6805
CCDC92|80212	807.1997	CCDC92|80212	705.0269999999999
CCDC93|54520	678.8756	CCDC93|54520	1220.6066
CCDC94|55702	398.1433	CCDC94|55702	351.0594
CCDC96|257236	159.18200000000002	CCDC96|257236	79.3519
CCDC97|90324	1271.5747	CCDC97|90324	1034.4828
CCDC99|54908	183.2663	CCDC99|54908	215.6211
CCDC9|26093	425.2381	CCDC9|26093	439.5513
CCHCR1|54535	342.8247	CCHCR1|54535	537.5987
CCIN|881	5.2684	lowly_expressed	lowly_expressed
CCL11|6356	85.8002	lowly_expressed	lowly_expressed
CCL13|6357	49.2975	CCL13|6357	12.0482
CCL14|6358	427.4772	CCL14|6358	936.8176
CCL17|6361	47.7922	CCL17|6361	6.6473
CCL18|6362	297.2903	CCL18|6362	47.7773
CCL19|6363	4211.3621	CCL19|6363	51.101000000000006
CCL21|6366	862.8946	CCL21|6366	728.7079
CCL22|6367	201.3295	CCL22|6367	100.5401
CCL23|6368	6.3974	lowly_expressed	lowly_expressed
CCL25|6370	13.5474	lowly_expressed	lowly_expressed
CCL28|56477	246.1112	CCL28|56477	1714.9979
CCL2|6347	558.8306	CCL2|6347	127.1292
CCL3L1|6349	29.4995	CCL3L1|6349	8.3299
CCL3L3|414062	10.0138	lowly_expressed	lowly_expressed
CCL3|6348	184.3953	CCL3|6348	46.1155
CCL4L2|388372	184.019	CCL4L2|388372	28.6664
CCL4|6351	465.504	CCL4|6351	45.7
CCL5|6352	5879.9512	CCL5|6352	521.3959
CCL8|6355	55.3186	CCL8|6355	53.5937
CCM2|83605	1055.9451	CCM2|83605	609.0569
CCNA1|8900	10.9132	CCNA1|8900	23.2655
CCNA2|890	252.3656	CCNA2|890	43.2073
CCNB1IP1|57820	398.8959	CCNB1IP1|57820	997.0918
CCNB1|891	455.3434	CCNB1|891	167.8438
CCNB2|9133	210.7374	CCNB2|9133	36.56
CCNB3|85417	13.1711	CCNB3|85417	25.7582
CCNC|892	1306.9485	CCNC|892	1285.0021
CCND1|595	4106.1176	CCND1|595	3362.9788
CCND2|894	1471.0227	CCND2|894	1057.3328
CCND3|896	2544.6547	CCND3|896	2275.4466
CCNDBP1|23582	1152.6586	CCNDBP1|23582	1216.452
CCNE1|898	51.5554	CCNE1|898	15.3718
CCNE2|9134	90.0112	CCNE2|9134	56.343999999999994
CCNF|899	358.63	CCNF|899	255.5048
CCNG1|900	1951.5793	CCNG1|900	2830.4944
CCNG2|901	4258.7781	CCNG2|901	5119.651
CCNH|902	517.6954	CCNH|902	625.2638
CCNI2|645121	155.7989	CCNI2|645121	8.5251
CCNI|10983	7334.7922	CCNI|10983	8033.2364
CCNJL|79616	91.445	CCNJL|79616	148.7329
CCNJ|54619	167.0847	CCNJ|54619	217.6984
CCNK|8812	1195.2689	CCNK|8812	761.3876
CCNL1|57018	952.8343	CCNL1|57018	2743.2489
CCNL2|81669	1320.4959	CCNL2|81669	3053.5937
CCNO|10309	155.4189	CCNO|10309	86.4146
CCNT1|904	125.6898	CCNT1|904	336.103
CCNT2|905	690.1651	CCNT2|905	1173.2447
CCNYL1|151195	445.9355	CCNYL1|151195	319.4848
CCNY|219771	1877.0686	CCNY|219771	1815.1226
CCPG1|9236	2089.8795	CCPG1|9236	2346.6639
CCR10|2826	24.0843	CCR10|2826	24.0964
CCR1|1230	499.7488	CCR1|1230	82.6755
CCR2|729230	809.0813	CCR2|729230	85.9992
CCR3|1232	7.5263	lowly_expressed	lowly_expressed
CCR4|1233	303.6877	CCR4|1233	12.0482
CCR5|1234	1312.5933	CCR5|1234	122.5592
CCR6|1235	489.94199999999995	CCR6|1235	86.1944
CCR7|1236	1690.7917	CCR7|1236	54.84
CCR8|1237	59.4581	lowly_expressed	lowly_expressed
CCR9|10803	7.5263	lowly_expressed	lowly_expressed
CCRL1|51554	19.1922	CCRL1|51554	84.7528
CCRL2|9034	134.7214	CCRL2|9034	23.6809
CCRN4L|25819	91.0687	CCRN4L|25819	118.8201
CCS|9973	485.4488	CCS|9973	368.5085
CCT2|10576	2620.2944	CCT2|10576	2199.8338
CCT3|7203	6769.1879	CCT3|7203	3651.8488
CCT4|10575	3740.5897	CCT4|10575	3619.0278
CCT5|22948	3293.5253	CCT5|22948	2139.1774
CCT6A|908	3394.3782	CCT6A|908	2552.9705
CCT6B|10693	65.1028	CCT6B|10693	144.5783
CCT6P1|643253	68.4897	CCT6P1|643253	98.4628
CCT7|10574	4248.2412	CCT7|10574	3043.6228
CCT8|10694	3734.1923	CCT8|10694	3132.1147
CD101|9398	123.8083	CD101|9398	36.1446
CD109|135228	331.1588	CD109|135228	869.0361
CD14|929	1865.4027	CD14|929	1129.2065
CD151|977	3928.7482	CD151|977	4602.8251
CD160|11126	66.2318	CD160|11126	23.6809
CD163L1|283316	279.6034	CD163L1|283316	174.9065
CD163|9332	1585.0467	CD163|9332	288.7412
CD164L2|388611	11.6658	CD164L2|388611	83.9219
CD164|8763	10694.5492	CD164|8763	12348.5667
CD177|57126	9.7842	lowly_expressed	lowly_expressed
CD180|4064	629.2018	CD180|4064	174.0756
CD19|930	542.6489	lowly_expressed	lowly_expressed
CD1A|909	27.4711	CD1A|909	9.9709
CD1B|910	197.19	CD1B|910	5.4009
CD1C|911	398.1433	CD1C|911	67.7192
CD1D|912	146.3873	CD1D|912	26.5891
CD1E|913	473.4066	CD1E|913	68.9655
CD200R1|131450	98.2187	CD200R1|131450	16.2027
CD200|4345	340.1905	CD200|4345	564.6032
CD207|50489	69.9949	CD207|50489	48.1928
CD209|30835	118.1635	CD209|30835	130.0374
CD226|10666	126.0662	CD226|10666	25.7582
CD22|933	1375.8145	CD22|933	18.6955
CD244|51744	87.6818	CD244|51744	9.9709
CD247|919	1009.2819	CD247|919	85.9992
CD248|57124	782.3628	CD248|57124	794.3498
CD24|100133941	16582.0267	CD24|100133941	19731.6161
CD274|29126	128.3241	CD274|29126	23.6809
CD276|80381	1293.7774	CD276|80381	1336.1029999999998
CD27|939	1638.0622	CD27|939	73.5231
CD28|940	485.0725	CD28|940	29.0818
CD2AP|23607	2018.1874	CD2AP|23607	2033.2364
CD2BP2|10421	1533.1149	CD2BP2|10421	1255.9202
CD2|914	2280.8566	CD2|914	169.5056
CD300A|11314	195.3085	CD300A|11314	71.0428
CD300C|10871	48.1686	CD300C|10871	9.5555
CD300LB|124599	26.7185	lowly_expressed	lowly_expressed
CD300LF|146722	144.882	CD300LF|146722	14.5409
CD300LG|146894	218.6401	CD300LG|146894	1017.8646
CD302|9936	1301.6801	CD302|9936	1659.5762
CD320|51293	410.5617	CD320|51293	386.3731
CD33|945	136.60299999999998	CD33|945	33.6518
CD34|947	1327.2696	CD34|947	2099.2937
CD36|948	1973.0294	CD36|948	10121.3128
CD37|951	3037.2535	CD37|951	145.8247
CD38|952	435.3986	CD38|952	18.6955
CD3D|915	1092.8242	CD3D|915	61.9028
CD3EAP|10849	311.6732	CD3EAP|10849	480.2659
CD3E|916	3094.0773	CD3E|916	186.5393
CD3G|917	415.4538	CD3G|917	34.0673
CD40LG|959	218.2638	CD40LG|959	27.0046
CD40|958	773.7075	CD40|958	284.5866
CD44|960	13860.8794	CD44|960	9353.9676
CD46|4179	5037.754	CD46|4179	6369.3394
CD47|961	2949.5717	CD47|961	3416.7013
CD48|962	2471.2729	CD48|962	143.7474
CD4|920	5012.1644	CD4|920	621.5206
CD52|1043	3189.6618	CD52|1043	134.6074
CD53|963	4103.3592	CD53|963	352.3058
CD55|1604	680.3809	CD55|1604	1549.2314
CD58|965	214.1243	CD58|965	196.0947
CD59|966	11831.7788	CD59|966	18843.3735
CD5|921	1313.3459	CD5|921	63.1491
CD63|967	9757.5202	CD63|967	5388.4504
CD68|968	5061.8383	CD68|968	718.737
CD69|969	1192.5482	CD69|969	89.3228
CD6|923	1516.557	CD6|923	115.4965
CD70|970	18.4395	lowly_expressed	lowly_expressed
CD72|971	429.7539	CD72|971	44.0382
CD74|972	171668.6078	CD74|972	22122.9747
CD79A|973	2599.2206	CD79A|973	66.0573
CD79B|974	961.8659	CD79B|974	51.101000000000006
CD7|924	823.7576	CD7|924	51.5164
CD80|941	56.4475	lowly_expressed	lowly_expressed
CD81|975	10206.4663	CD81|975	8501.8695
CD82|3732	1944.4293	CD82|3732	1591.6078
CD83|9308	555.4437	CD83|9308	196.0947
CD84|8832	502.38300000000004	CD84|8832	51.101000000000006
CD86|942	640.4913	CD86|942	88.9074
CD8A|925	2947.6901	CD8A|925	281.6784
CD8B|926	675.1125	CD8B|926	66.0573
CD93|22918	1847.3395	CD93|22918	2021.6037
CD96|10225	1304.6906	CD96|10225	126.7138
CD97|976	3164.0723	CD97|976	525.9659
CD99L2|83692	1116.5322	CD99L2|83692	949.3145
CD99|4267	2878.4478	CD99|4267	1530.1205
CD9|928	4760.0321	CD9|928	5795.1807
CDADC1|81602	154.2899	CDADC1|81602	273.3693
CDAN1|146059	385.3485	CDAN1|146059	487.7441
CDA|978	22.579	CDA|978	18.28
CDC123|8872	1063.6709	CDC123|8872	738.4213
CDC14A|8556	1034.4951	CDC14A|8556	610.3033
CDC14B|8555	337.9326	CDC14B|8555	896.5517
lowly_expressed	lowly_expressed	CDC14C|168448	12.4636
CDC16|8881	1378.0724	CDC16|8881	1562.9414
CDC20B|166979	20.3211	lowly_expressed	lowly_expressed
CDC20|991	279.2271	CDC20|991	58.1637
CDC23|8697	826.0155	CDC23|8697	923.9717
CDC25A|993	74.5107	CDC25A|993	29.9128
CDC25B|994	1264.8010000000002	CDC25B|994	480.2659
CDC25C|995	39.516999999999996	CDC25C|995	5.8164
CDC26|246184	166.3321	CDC26|246184	110.0956
CDC27|996	1372.8039999999999	CDC27|996	1413.7931
CDC34|997	517.4357	CDC34|997	526.7968
CDC37L1|55664	571.6253	CDC37L1|55664	519.7341
CDC37|11140	2689.1604	CDC37|11140	2228.5002
CDC40|51362	879.4525	CDC40|51362	843.3735
CDC42BPA|8476	1083.7926	CDC42BPA|8476	1921.0636
CDC42BPB|9578	2742.2211	CDC42BPB|9578	3109.6801
CDC42BPG|55561	359.0063	CDC42BPG|55561	1216.8675
CDC42EP1|11135	684.8967	CDC42EP1|11135	1742.0025
CDC42EP2|10435	153.5373	CDC42EP2|10435	160.7811
CDC42EP3|10602	611.8912	CDC42EP3|10602	968.01
CDC42EP4|23580	2078.0218	CDC42EP4|23580	4950.1454
CDC42EP5|148170	62.0923	CDC42EP5|148170	189.032
CDC42SE1|56882	4703.5282	CDC42SE1|56882	2648.6913
CDC42SE2|56990	3527.9707	CDC42SE2|56990	1759.8671
CDC42|998	7277.2157	CDC42|998	4597.4242
CDC45|8318	84.6713	CDC45|8318	14.1255
CDC5L|988	1008.1529	CDC5L|988	1401.3295
CDC6|990	198.31900000000002	CDC6|990	50.27
CDC73|79577	1169.2165	CDC73|79577	1267.9684
CDC7|8317	136.2267	CDC7|8317	66.0573
CDCA2|157313	101.2292	CDCA2|157313	17.8646
CDCA3|83461	81.5629	CDCA3|83461	18.2634
CDCA4|55038	229.17700000000002	CDCA4|55038	210.6356
CDCA5|113130	286.3771	CDCA5|113130	58.1637
CDCA7L|55536	398.4706	CDCA7L|55536	1010.7146
CDCA7|83879	126.8188	CDCA7|83879	174.4911
CDCA8|55143	223.5322	CDCA8|55143	36.1446
CDCP1|64866	720.2705	CDCP1|64866	966.3482
CDH11|1009	1664.4495	CDH11|1009	969.2563
lowly_expressed	lowly_expressed	CDH12|1010	79.7673
CDH13|1012	136.9793	CDH13|1012	750.3116
lowly_expressed	lowly_expressed	CDH17|1015	7.4782
lowly_expressed	lowly_expressed	CDH19|28513	10.8018
CDH1|999	4894.3773	CDH1|999	12732.8625
lowly_expressed	lowly_expressed	CDH20|28316	10.8018
lowly_expressed	lowly_expressed	CDH22|64405	15.7873
CDH23|64072	106.1214	CDH23|64072	290.8184
CDH24|64403	68.1134	CDH24|64403	89.3228
CDH26|60437	9.4079	CDH26|60437	9.9709
CDH2|1000	15.429	CDH2|1000	9.5555
CDH3|1001	242.3481	CDH3|1001	1992.1064
lowly_expressed	lowly_expressed	CDH4|1002	27.8355
CDH5|1003	957.7264	CDH5|1003	1580.806
CDH6|1004	46.287	CDH6|1004	93.8928
CDH8|1006	8.6553	CDH8|1006	23.6809
CDHR1|92211	54.5659	CDHR1|92211	24.0964
CDHR3|222256	22.2591	CDHR3|222256	82.2019
lowly_expressed	lowly_expressed	CDHR5|53841	5.8164
CDIPT|10423	1452.9594	CDIPT|10423	1969.2563
CDK10|8558	462.1171	CDK10|8558	730.7852
CDK11A|728642	543.8757	CDK11A|728642	462.015
CDK11B|984	995.2603	CDK11B|984	700.8434
CDK12|51755	1538.0071	CDK12|51755	1693.3943
CDK13|8621	1079.2768	CDK13|8621	1383.4649
CDK14|5218	573.5069	CDK14|5218	835.4799
CDK16|5127	1606.8731	CDK16|5127	1335.6876
CDK17|5128	865.1525	CDK17|5128	1046.531
CDK18|5129	247.2402	CDK18|5129	362.2767
CDK19|23097	604.0488	CDK19|23097	934.4578
CDK1|983	393.2511	CDK1|983	62.3182
CDK20|23552	185.5242	CDK20|23552	214.3747
CDK2AP1|8099	1077.7715	CDK2AP1|8099	1696.7179
CDK2AP2|10263	992.7239	CDK2AP2|10263	369.7549
CDK2|1017	524.5857	CDK2|1017	524.7196
CDK3|1018	73.8522	CDK3|1018	189.19400000000002
CDK4|1019	1849.5974	CDK4|1019	1439.5513
CDK5R1|8851	349.5984	CDK5R1|8851	95.5546
CDK5RAP1|51654	493.3514	CDK5RAP1|51654	452.8459
CDK5RAP2|55755	1897.766	CDK5RAP2|55755	2027.42
CDK5RAP3|80279	1783.3657	CDK5RAP3|80279	2410.4695
CDK5|1020	243.477	CDK5|1020	134.6074
CDK6|1021	734.9469	CDK6|1021	994.1836
CDK7|1022	460.6119	CDK7|1022	466.9713
CDK8|1024	175.74	CDK8|1024	137.1001
CDK9|1025	1099.2216	CDK9|1025	1033.2364
CDKAL1|54901	346.9642	CDKAL1|54901	358.5376
CDKL1|8814	20.6974	CDKL1|8814	12.4636
lowly_expressed	lowly_expressed	CDKL2|8999	119.65100000000001
CDKL3|51265	23.6929	CDKL3|51265	45.9202
CDKL5|6792	28.6001	CDKL5|6792	136.2692
CDKN1A|1026	1241.4694	CDKN1A|1026	914.0008
CDKN1B|1027	2245.1065	CDKN1B|1027	2284.1712
CDKN1C|1028	200.5769	CDKN1C|1028	727.0461
CDKN2AIPNL|91368	294.2798	CDKN2AIPNL|91368	277.1084
CDKN2AIP|55602	599.8491	CDKN2AIP|55602	786.0407
CDKN2A|1029	120.0451	CDKN2A|1029	34.4828
CDKN2BAS|100048912	7.5263	lowly_expressed	lowly_expressed
CDKN2B|1030	330.4062	CDKN2B|1030	214.3747
CDKN2C|1031	309.7088	CDKN2C|1031	394.2667
CDKN2D|1032	196.0611	CDKN2D|1032	49.8546
CDKN3|1033	89.5634	CDKN3|1033	9.5555
