gene_id	TCGA-BH-A0DG-01A-21R-A12P-07	gene_id	TCGA-BH-A0DG-11A-43R-A12P-07
SATB2|23314	116.7333	SATB2|23314	70.0421
SATL1|340562	27.5157	SATL1|340562	29.4045
SAV1|60485	766.2707	SAV1|60485	2544.974
SBDSP1|155370	275.1571	SBDSP1|155370	361.7742
SBDS|51119	1397.0475	SBDS|51119	2219.5424
SBF1|6305	1035.1742	SBF1|6305	1054.9269
SBF2|81846	896.1907	SBF2|81846	1840.7797
SBK1|388228	1680.5426	SBK1|388228	232.9231
SBNO1|55206	607.4301	SBNO1|55206	958.1234
SBNO2|22904	1419.5603	SBNO2|22904	777.7319
SC4MOL|6307	2754.9059	SC4MOL|6307	730.8169
SC5DL|6309	1009.3262	SC5DL|6309	2309.7382
SC65|10609	432.3301	SC65|10609	271.248
SCAF1|58506	1251.5478	SCAF1|58506	692.1616
SCAI|286205	268.4866	SCAI|286205	642.6035
SCAMP1|9522	1149.823	SCAMP1|9522	2256.5458
SCAMP2|10066	3675.4314	SCAMP2|10066	1932.4358
SCAMP3|10067	3241.8506	SCAMP3|10067	804.1629
SCAMP4|113178	2183.7466	SCAMP4|113178	1152.3912
SCAMP5|192683	608.6808	SCAMP5|192683	428.18199999999996
SCAND1|51282	576.5791	SCAND1|51282	148.3439
SCAND2|54581	205.9509	SCAND2|54581	290.7409
SCAND3|114821	90.8852	SCAND3|114821	172.7926
SCAPER|49855	263.9006	SCAPER|49855	642.2731
SCAP|22937	1172.6777	SCAP|22937	1657.5964
SCARA3|51435	766.6877	SCARA3|51435	1584.2075
SCARA5|286133	197.1959	SCARA5|286133	1121.9955
SCARB1|949	1331.5935	SCARB1|949	1271.3306
SCARB2|950	6621.2796	SCARB2|950	8938.3002
SCARF1|8578	183.855	SCARF1|8578	156.6036
SCARF2|91179	453.1754	SCARF2|91179	74.3372
SCCPDH|51097	3239.7659999999996	SCCPDH|51097	1017.9235
SCD5|79966	238.8864	SCD5|79966	449.9876
SCD|6319	8248.4585	lowly_expressed	lowly_expressed
SCFD1|23256	895.0943	SCFD1|23256	1053.6054
SCFD2|152579	351.8675	SCFD2|152579	369.0427
SCG2|7857	37.9383	SCG2|7857	16.8498
lowly_expressed	lowly_expressed	SCG3|29106	8.5901
SCG5|6447	65.8709	SCG5|6447	89.8654
SCGB1D2|10647	5923.7982	SCGB1D2|10647	207.1529
SCGB2A1|4246	172.1816	SCGB2A1|4246	24.1183
SCGB2A2|4250	20492.1142	SCGB2A2|4250	641.9427
SCGB3A1|92304	235.968	SCGB3A1|92304	63.7648
SCHIP1|29970	135.8442	SCHIP1|29970	279.1773
SCIN|85477	226.3792	SCIN|85477	98.7858
SCLT1|132320	156.7561	SCLT1|132320	215.4126
SCLY|51540	228.8807	SCLY|51540	128.937
SCMH1|22955	1204.0206	SCMH1|22955	1159.9901
SCML1|6322	45.4426	SCML1|6322	212.1087
SCML2|10389	20.4283	SCML2|10389	69.051
SCML4|256380	47.5271	SCML4|256380	69.051
SCN11A|11280	16.6762	SCN11A|11280	47.9062
SCN1B|6324	155.9223	SCN1B|6324	91.8477
SCN2A|6326	29.1833	SCN2A|6326	319.815
SCN2B|6327	26.265	SCN2B|6327	275.5431
SCN3A|6328	19.1776	SCN3A|6328	189.6424
SCN3B|55800	25.0143	SCN3B|55800	121.2522
SCN4A|6329	42.9412	SCN4A|6329	48.5669
SCN4B|6330	211.7876	SCN4B|6330	864.6238
lowly_expressed	lowly_expressed	SCN5A|6331	57.4874
SCN7A|6332	61.7019	SCN7A|6332	238.5397
SCN8A|6334	135.494	SCN8A|6334	82.2665
SCN9A|6335	28.7664	SCN9A|6335	35.0211
SCNM1|79005	701.6505	SCNM1|79005	314.8592
SCNN1A|6337	1251.5478	SCNN1A|6337	1681.6718
SCNN1B|6338	50.0286	SCNN1B|6338	182.3738
SCNN1D|6339	76.2936	SCNN1D|6339	37.9945
SCNN1G|6340	15.8424	SCNN1G|6340	113.3229
SCO1|6341	454.0092	SCO1|6341	412.9842
SCO2|9997	626.6077	SCO2|9997	150.987
SCOC|60592	1295.3227	SCOC|60592	1893.1197
SCP2|6342	3725.8769	SCP2|6342	3081.1927
SCPEP1|59342	2852.8785	SCPEP1|59342	3520.2775
lowly_expressed	lowly_expressed	SCRG1|11341	6.6077
SCRIB|23513	814.6317	SCRIB|23513	674.6510000000001
SCRN1|9805	3011.3023	SCRN1|9805	2084.0836
SCRN2|90507	158.4238	SCRN2|90507	518.7082
SCRN3|79634	345.61400000000003	SCRN3|79634	528.2894
SCT|6343	14.5917	lowly_expressed	lowly_expressed
SCUBE1|80274	24.1805	SCUBE1|80274	21.8056
SCUBE2|57758	2034.9116	SCUBE2|57758	3887.0075
SCUBE3|222663	47.5271	SCUBE3|222663	14.2067
SCYL1|57410	2686.7629	SCYL1|57410	1092.5481
SCYL2|55681	1228.618	SCYL2|55681	1402.4944
SCYL3|57147	888.6031	SCYL3|57147	655.5381
SDAD1|55153	913.0212	SDAD1|55153	1251.177
SDC1|6382	11436.1114	SDC1|6382	1537.9533
SDC2|6383	2151.228	SDC2|6383	1941.0259
SDC3|9672	2092.0275	SDC3|9672	3054.4313
SDC4|6385	4337.0591	SDC4|6385	8376.6416
SDCBP2|27111	54.9188	SDCBP2|27111	41.1795
SDCBP|6386	3887.6359	SDCBP|6386	3302.2219
SDCCAG1|9147	751.2622	SDCCAG1|9147	1355.5794
SDCCAG3|10807	500.7025	SDCCAG3|10807	424.2174
SDCCAG8|10806	501.9532	SDCCAG8|10806	663.7482
SDF2L1|23753	208.0354	SDF2L1|23753	89.2046
SDF2|6388	945.9567	SDF2|6388	642.2731
SDF4|51150	7316.2597	SDF4|51150	1490.7079
SDHAF1|644096	111.7304	SDHAF1|644096	143.3881
SDHAF2|54949	772.5243	SDHAF2|54949	453.2915
SDHAP1|255812	78.795	SDHAP1|255812	211.4479
SDHAP2|727956	95.0543	SDHAP2|727956	197.5717
SDHAP3|728609	49.6117	SDHAP3|728609	129.8422
SDHA|6389	1580.9024	SDHA|6389	1536.9621
SDHB|6390	785.8653	SDHB|6390	937.6394
SDHC|6391	2636.505	SDHC|6391	1629.8009
SDHD|6392	960.5483	SDHD|6392	1626.4971
SDK1|221935	306.008	SDK1|221935	391.8394
SDK2|54549	431.4963	SDK2|54549	400.0991
SDPR|8436	258.064	SDPR|8436	1825.0599
SDR16C5|195814	740.0058	SDR16C5|195814	74.3372
SDR39U1|56948	440.9809	SDR39U1|56948	363.4261
SDR42E1|93517	435.6654	SDR42E1|93517	313.5376
SDSL|113675	229.2976	SDSL|113675	112.3317
SDS|10993	529.052	SDS|10993	33.3691
SEC11A|23478	1868.1497	SEC11A|23478	2307.0951
SEC11C|90701	845.0657	SEC11C|90701	728.8346
SEC13|6396	3164.7232	SEC13|6396	1175.5183
SEC14L1|6397	2233.7751	SEC14L1|6397	2527.7938
SEC14L2|23541	1594.8479	SEC14L2|23541	1902.9388
SEC14L5|9717	7.5043	SEC14L5|9717	18.8321
SEC16A|9919	8722.4791	SEC16A|9919	3575.7826
SEC16B|89866	86.8954	SEC16B|89866	237.8227
SEC1|653677	6.2536	SEC1|653677	7.2685
SEC22A|26984	292.2502	SEC22A|26984	361.7742
SEC22B|9554	1289.903	SEC22B|9554	1362.5176
SEC22C|9117	672.0503	SEC22C|9117	844.4701
SEC23A|10484	1323.6723	SEC23A|10484	1180.1437
SEC23B|10483	2158.3154	SEC23B|10483	2067.2338
SEC23IP|11196	1732.2388	SEC23IP|11196	1405.4679
SEC24A|10802	1060.1885	SEC24A|10802	958.1234
SEC24B|10427	1181.5078	SEC24B|10427	1814.8179
SEC24C|9632	3722.9585	SEC24C|9632	3016.1064
SEC24D|9871	3289.3777	SEC24D|9871	1330.8004
SEC31A|22872	8644.5179	SEC31A|22872	4183.1007
SEC31B|25956	47.1102	SEC31B|25956	222.5589
SEC61A1|29927	9463.573	SEC61A1|29927	6007.7608
SEC61A2|55176	194.1775	SEC61A2|55176	92.3961
SEC61B|10952	1575.4827	SEC61B|10952	801.8502
SEC61G|23480	903.0155	SEC61G|23480	484.6783
SEC62|7095	3168.0584	SEC62|7095	4628.3968
SEC63|11231	2772.8328	SEC63|11231	3566.5318
SECISBP2L|9728	1077.2816	SECISBP2L|9728	2476.9142
SECISBP2|79048	954.2947	SECISBP2|79048	1143.8011
SECTM1|6398	669.9658	SECTM1|6398	223.3419
SEH1L|81929	508.2068	SEH1L|81929	782.3573
SEL1L3|23231	1045.5969	SEL1L3|23231	637.9780000000001
SEL1L|6400	3467.8129	SEL1L|6400	4970.6781
SELENBP1|8991	3798.0014	SELENBP1|8991	2364.5825
SELE|6401	174.2661	SELE|6401	112.9925
SELK|58515	307.6756	SELK|58515	477.4098
SELL|6402	605.3456	SELL|6402	80.2841
SELM|140606	675.3855	SELM|140606	389.1963
SELO|83642	188.024	SELO|83642	206.8225
SELPLG|6404	822.1360000000001	SELPLG|6404	346.246
SELP|6403	228.0468	SELP|6403	369.3731
SELS|55829	1025.5854	SELS|55829	666.061
SELT|51714	1474.5917	SELT|51714	1649.2938
SEMA3A|10371	90.4683	SEMA3A|10371	163.2114
SEMA3B|7869	102.1416	SEMA3B|7869	176.0965
SEMA3C|10512	3119.2806	SEMA3C|10512	6347.4023
SEMA3D|223117	117.984	SEMA3D|223117	596.6796
SEMA3E|9723	441.9189	SEMA3E|9723	354.836
SEMA3F|6405	1574.6489	SEMA3F|6405	862.3111
SEMA3G|56920	505.2884	SEMA3G|56920	1289.5019
SEMA4A|64218	449.0063	SEMA4A|64218	642.2731
SEMA4B|10509	2250.8682	SEMA4B|10509	2251.2596
SEMA4C|54910	920.9424	SEMA4C|54910	787.9739
SEMA4D|10507	819.6345	SEMA4D|10507	757.2479
SEMA4F|10505	277.6585	SEMA4F|10505	299.33099999999996
SEMA4G|57715	51.1292	SEMA4G|57715	231.6412
SEMA5A|9037	1221.1137	SEMA5A|9037	6092.3433
SEMA5B|54437	60.0343	SEMA5B|54437	33.0387
SEMA6A|57556	340.6111	SEMA6A|57556	1050.9623
SEMA6B|10501	255.1456	SEMA6B|10501	136.1196
SEMA6C|10500	243.0554	SEMA6C|10500	232.9231
SEMA6D|80031	199.2804	SEMA6D|80031	767.8203
SEMA7A|8482	159.2576	SEMA7A|8482	60.1305
SENP1|29843	423.1582	SENP1|29843	633.3526
SENP2|59343	654.5403	SENP2|59343	1234.6576
SENP3|26168	793.8823	SENP3|26168	821.3232
SENP5|205564	617.4358	SENP5|205564	799.5375
SENP6|26054	1406.2194	SENP6|26054	2546.9563
SENP7|57337	265.9852	SENP7|57337	744.3628
SENP8|123228	50.8624	SENP8|123228	95.1516
SEP15|9403	3324.8146	SEP15|9403	3211.6957
SEPHS1|22929	1236.1223	SEPHS1|22929	1333.7738
SEPHS2|22928	1826.8762	SEPHS2|22928	1318.9064
SEPN1|57190	4130.6913	SEPN1|57190	2913.3559
SEPP1|6414	5588.7694	SEPP1|6414	17884.7212
SEPSECS|51091	321.0166	SEPSECS|51091	637.9780000000001
SEPT10|151011	624.9401	SEPT10|151011	2760.7169
SEPT11|55752	2659.0179	SEPT11|55752	1917.8987
SEPT1|1731	117.984	SEPT1|1731	83.588
SEPT2|4735	7423.8211	SEPT2|4735	8851.0779
SEPT3|55964	61.7019	SEPT3|55964	306.5995
SEPT4|5414	328.10400000000004	SEPT4|5414	400.4295
SEPT5|5413	603.261	SEPT5|5413	446.3533
SEPT6|23157	1133.9806	SEPT6|23157	1013.2981
SEPT7P2|641977	121.3193	SEPT7P2|641977	216.0733
SEPT7|989	2896.2366	SEPT7|989	3520.6079
SEPT8|23176	2314.7672	SEPT8|23176	1657.7814
SEPT9|10801	7971.2169	SEPT9|10801	3906.8308
SEPW1|6415	3612.8957	SEPW1|6415	1787.3957
SEPX1|51734	573.6608	SEPX1|51734	234.575
SERAC1|84947	271.4049	SERAC1|84947	336.004
SERBP1|26135	3128.8694	SERBP1|26135	7505.4101
SERF1A|8293	415.6539	SERF1A|8293	415.6273
SERF2|10169	11760.8426	SERF2|10169	4207.1759999999995
SERGEF|26297	188.8578	SERGEF|26297	334.6824
SERHL2|253190	82.4471	SERHL2|253190	57.0546
SERHL|94009	106.7276	SERHL|94009	160.2379
SERINC1|57515	5985.9169999999995	SERINC1|57515	9456.0172
SERINC2|347735	10677.345	SERINC2|347735	1935.0789
SERINC3|10955	2544.786	SERINC3|10955	3507.7228
SERINC4|619189	38.9097	SERINC4|619189	8.5339
SERINC5|256987	368.5437	SERINC5|256987	401.4207
SERP1|27230	3366.7343	SERP1|27230	4421.8254
SERP2|387923	63.3695	SERP2|387923	65.7471
SERPINA11|256394	176.3507	SERPINA11|256394	272.2392
SERPINA1|5265	2467.6586	SERPINA1|5265	763.1948
SERPINA3|12	3237.2646	SERPINA3|12	10951.3505
SERPINA4|5267	23.7636	lowly_expressed	lowly_expressed
SERPINA5|5104	412.3187	SERPINA5|5104	742.7108
SERPINA6|866	696.6477	SERPINA6|866	36.673
SERPINB1|1992	1012.6614	SERPINB1|1992	851.7387
SERPINB2|5055	22.0959	lowly_expressed	lowly_expressed
SERPINB5|5268	142.1645	SERPINB5|5268	1353.2667
SERPINB6|5269	2618.1612	SERPINB6|5269	1676.3856
SERPINB7|8710	35.4369	lowly_expressed	lowly_expressed
SERPINB8|5271	185.9395	SERPINB8|5271	212.1087
SERPINB9|5272	322.6842	SERPINB9|5272	316.5111
SERPINC1|462	9.1719	lowly_expressed	lowly_expressed
SERPINE1|5054	838.3953	SERPINE1|5054	319.1542
SERPINE2|5270	1080.6169	SERPINE2|5270	485.9998
SERPINF1|5176	9855.209	SERPINF1|5176	2577.0216
SERPINF2|5345	52.53	SERPINF2|5345	119.2698
SERPING1|710	12870.2634	SERPING1|710	8423.886999999999
SERPINH1|871	10652.7476	SERPINH1|871	1849.8389
SERPINI1|5274	196.77900000000002	SERPINI1|5274	373.6681
SERTAD1|29950	310.1771	SERTAD1|29950	245.8082
SERTAD2|9792	1226.9504	SERTAD2|9792	1569.6704
SERTAD3|29946	699.9829	SERTAD3|29946	499.8761
SERTAD4|56256	491.1137	SERTAD4|56256	385.8925
SESN1|27244	484.8601	SESN1|27244	1129.2641
SESN2|83667	271.4049	SESN2|83667	314.8592
SESN3|143686	157.59	SESN3|143686	545.8
SESTD1|91404	1557.1389	SESTD1|91404	2509.6225
SETBP1|26040	796.7048	SETBP1|26040	1320.2279999999998
SETD1A|9739	874.666	SETD1A|9739	814.7353
SETD1B|23067	1061.0223	SETD1B|23067	983.8936
SETD2|29072	1514.6146	SETD2|29072	3543.4046
SETD3|84193	1256.1337	SETD3|84193	1624.1844
SETD4|54093	269.3204	SETD4|54093	372.67699999999996
SETD5|55209	2706.545	SETD5|55209	3351.4496
SETD6|79918	200.2935	SETD6|79918	468.8924
SETD7|80854	2917.0818	SETD7|80854	4034.3603
SETD8|387893	853.4038	SETD8|387893	672.3383
SETDB1|9869	1381.622	SETDB1|9869	1330.1396
SETDB2|83852	313.9292	SETDB2|83852	777.4015
SETMAR|6419	586.1679	SETMAR|6419	641.6123
SETX|23064	2521.8562	SETX|23064	3552.6555
SET|6418	5158.7781	SET|6418	7172.0492
SEZ6L2|26470	235.5511	SEZ6L2|26470	970.6781
SF1|7536	5158.3612	SF1|7536	4324.4404
SF3A1|10291	3602.4397	SF3A1|10291	3936.2319
SF3A2|8175	1497.5215	SF3A2|8175	865.6149
SF3A3|10946	1881.4907	SF3A3|10946	1964.1529999999998
SF3B14|51639	1061.8561	SF3B14|51639	1091.2695
SF3B1|23451	6020.937	SF3B1|23451	9136.5326
SF3B2|10992	5796.2253	SF3B2|10992	4011.5636
SF3B3|23450	3910.9825	SF3B3|23450	4004.295
SF3B4|10262	3112.1932	SF3B4|10262	1156.6862
SF3B5|83443	1633.8493	SF3B5|83443	787.9739
SF4|57794	439.8344	SF4|57794	392.5002
SFI1|9814	383.9692	SFI1|9814	378.6239
SFMBT1|51460	224.7116	SFMBT1|51460	444.371
SFMBT2|57713	120.9023	SFMBT2|57713	305.2779
SFN|2810	515.2941	SFN|2810	401.2852
SFPQ|6421	4383.0103	SFPQ|6421	3662.4399
SFRP1|6422	3118.8637	SFRP1|6422	41138.8453
SFRP2|6423	27080.4584	SFRP2|6423	4267.2834
SFRP4|6424	3503.6667	SFRP4|6424	2011.7288
lowly_expressed	lowly_expressed	SFRP5|6425	5.6166
SFRS11|9295	2765.7454	SFRS11|9295	4174.4445
SFRS12IP1|285672	449.8401	SFRS12IP1|285672	834.5585
SFRS12|140890	1143.1525	SFRS12|140890	2038.8205
SFRS13A|10772	1194.0149	SFRS13A|10772	1929.7927
SFRS13B|135295	6.6705	SFRS13B|135295	39.3161
SFRS14|10147	1239.0406	SFRS14|10147	1546.5433
SFRS15|57466	1027.2531	SFRS15|57466	950.8549
SFRS16|11129	263.4837	SFRS16|11129	418.6008
SFRS17A|8227	389.8058	SFRS17A|8227	654.1669999999999
SFRS18|25957	1221.9475	SFRS18|25957	3364.9955
SFRS1|6426	5722.8501	SFRS1|6426	3938.5479
SFRS2B|10929	717.4929	SFRS2B|10929	1771.8675
SFRS2IP|9169	2110.7882	SFRS2IP|9169	4307.920999999999
SFRS2|6427	2890.6001	SFRS2|6427	2202.7686
SFRS3|6428	3913.9009	SFRS3|6428	4816.7176
SFRS4|6429	1082.2845	SFRS4|6429	1590.8152
SFRS5|6430	2702.7928	SFRS5|6430	6167.6716
SFRS6|6431	3086.3451	SFRS6|6431	4955.1499
SFRS7|6432	1673.0384	SFRS7|6432	1861.0721
SFRS8|6433	630.3598	SFRS8|6433	888.7421
SFRS9|8683	1818.5381	SFRS9|8683	1470.2238
SFT2D1|113402	528.2182	SFT2D1|113402	444.7014
SFT2D2|375035	140.0675	SFT2D2|375035	138.4323
SFT2D3|84826	345.61400000000003	SFT2D3|84826	367.3908
SFTA1P|207107	10.0057	lowly_expressed	lowly_expressed
SFTPA2|729238	6.6705	lowly_expressed	lowly_expressed
SFTPD|6441	11.2564	SFTPD|6441	19.8232
SFXN1|94081	722.4958	SFXN1|94081	477.0794
SFXN2|118980	557.8184	SFXN2|118980	371.3554
SFXN3|81855	1139.4004	SFXN3|81855	983.5632
SFXN4|119559	448.5894	SFXN4|119559	348.5587
SFXN5|94097	240.1371	SFXN5|94097	458.5777
lowly_expressed	lowly_expressed	SGCA|6442	6.2774
SGCB|6443	848.4010000000001	SGCB|6443	1464.9376
SGCD|6444	722.0789	SGCD|6444	799.5375
SGCE|8910	516.128	SGCE|8910	1507.2272
SGCG|6445	5.0029	SGCG|6445	10.242
SGEF|26084	376.4649	SGEF|26084	340.9598
SGIP1|84251	284.7459	SGIP1|84251	106.3847
SGK196|84197	62.5357	SGK196|84197	51.8708
SGK1|6446	1245.7111	SGK1|6446	3839.7621
SGK223|157285	561.1537	SGK223|157285	839.5143
SGK269|79834	2031.1595	SGK269|79834	2120.7566
SGK2|10110	5.8492	SGK2|10110	50.2189
SGK3|23678	425.939	SGK3|23678	1272.259
SGK494|124923	29.4918	SGK494|124923	34.7667
SGMS1|259230	628.6922	SGMS1|259230	627.0752
SGMS2|166929	410.6511	SGMS2|166929	515.0739
SGOL1|151648	71.2907	SGOL1|151648	17.1801
SGOL2|151246	189.2747	SGOL2|151246	177.418
SGPL1|8879	3651.6678	SGPL1|8879	1816.1394
SGPP1|81537	219.7088	SGPP1|81537	440.07599999999996
SGPP2|130367	15.0086	SGPP2|130367	30.3956
SGSH|6448	1201.1023	SGSH|6448	913.5211
SGSM1|129049	215.9566	SGSM1|129049	154.6213
SGSM2|9905	1279.4804	SGSM2|9905	2050.7145
SGSM3|27352	1131.8961	SGSM3|27352	1052.9446
SGTA|6449	1684.2948	SGTA|6449	1000.413
SGTB|54557	155.5054	SGTB|54557	263.7515
SH2B1|25970	504.0377	SH2B1|25970	914.8427
SH2B2|10603	22.9298	SH2B2|10603	8.5901
SH2B3|10019	1207.7728	SH2B3|10019	833.5674
SH2D1A|4068	66.7047	SH2D1A|4068	38.6553
SH2D1B|117157	5.4198	SH2D1B|117157	12.5547
SH2D2A|9047	61.7019	SH2D2A|9047	20.1536
SH2D3A|10045	235.5511	SH2D3A|10045	221.3595
SH2D3C|10044	588.6694	SH2D3C|10044	244.817
SH2D4A|63898	306.008	SH2D4A|63898	201.2059
SH3BGRL2|83699	383.9692	SH3BGRL2|83699	1245.8908
SH3BGRL3|83442	3220.5884	SH3BGRL3|83442	1170.2321
SH3BGRL|6451	4599.709	SH3BGRL|6451	5385.6447
SH3BGR|6450	100.47399999999999	SH3BGR|6450	197.90200000000002
SH3BP1|23616	360.6684	SH3BP1|23616	194.0828
SH3BP2|6452	1051.4335	SH3BP2|6452	1920.5418
SH3BP4|23677	3692.1076	SH3BP4|23677	2652.6803
SH3BP5L|80851	1464.1691	SH3BP5L|80851	723.2180000000001
SH3BP5|9467	1181.8913	SH3BP5|9467	2129.7828
SH3D19|152503	1531.2908	SH3D19|152503	3331.9567
SH3GL1|6455	2235.8596	SH3GL1|6455	886.7597
SH3GLB1|51100	2474.746	SH3GLB1|51100	3704.9641
SH3GLB2|56904	1790.6055	SH3GLB2|56904	1264.0621
SH3KBP1|30011	884.2548	SH3KBP1|30011	737.755
SH3PXD2A|9644	3373.5924	SH3PXD2A|9644	2549.9298
SH3PXD2B|285590	3562.4502	SH3PXD2B|285590	1944.3297
SH3RF1|57630	1359.5261	SH3RF1|57630	1020.8969999999999
SH3RF2|153769	53.3638	SH3RF2|153769	301.9741
SH3RF3|344558	294.3347	SH3RF3|344558	116.2964
SH3TC1|54436	236.8018	SH3TC1|54436	88.5438
SH3TC2|79628	32.9355	SH3TC2|79628	279.1773
SH3YL1|26751	1116.4707	SH3YL1|26751	2543.9828
SHANK1|50944	25.4312	lowly_expressed	lowly_expressed
SHANK2|22941	1233.6209	SHANK2|22941	2118.1135
SHANK3|85358	588.2525	SHANK3|85358	562.3193
SHARPIN|81858	926.3621	SHARPIN|81858	417.94
SHB|6461	518.2125	SHB|6461	271.248
SHC1|6464	4381.251	SHC1|6464	2111.1754
SHC2|25759	576.5791	SHC2|25759	330.7178
SHC3|53358	5.8367	SHC3|53358	9.5812
SHC4|399694	28.7664	SHC4|399694	229.9496
SHCBP1|79801	194.6945	SHCBP1|79801	29.7349
SHE|126669	228.0468	SHE|126669	545.1392
SHFM1|7979	1328.2582	SHFM1|7979	897.6625
SHF|90525	101.7247	SHF|90525	161.8898
SHISA2|387914	1575.0658	SHISA2|387914	400.7599
SHISA4|149345	200.94799999999998	SHISA4|149345	161.5594
SHISA5|51246	4039.8061	SHISA5|51246	1750.0619
SHISA6|388336	19.1776	lowly_expressed	lowly_expressed
SHISA9|729993	94.2205	SHISA9|729993	71.6941
SHKBP1|92799	1013.4952	SHKBP1|92799	416.9489
SHMT1|6470	634.5289	SHMT1|6470	895.8256
SHMT2|6472	1525.4541	SHMT2|6472	1186.4211
SHOC2|8036	1184.843	SHOC2|8036	1446.4359
SHOX2|6474	105.8938	SHOX2|6474	81.9361
SHPK|23729	912.6043	SHPK|23729	529.535
SHPRH|257218	311.1151	SHPRH|257218	1080.9449
SHQ1|55164	331.0223	SHQ1|55164	451.9699
SHROOM1|134549	189.2747	SHROOM1|134549	195.2589
SHROOM2|357	515.7111	SHROOM2|357	278.5166
SHROOM3|57619	5116.6708	SHROOM3|57619	5357.8921
SHROOM4|57477	398.5608	SHROOM4|57477	463.8639
SIAE|54414	464.4318	SIAE|54414	1132.6836
SIAH1|6477	575.7495	SIAH1|6477	615.8553
SIAH2|6478	1018.915	SIAH2|6478	630.7095
lowly_expressed	lowly_expressed	SIAH3|283514	5.6166
SIDT1|54847	1799.7774	SIDT1|54847	780.375
SIDT2|51092	1355.332	SIDT2|51092	1356.6631
SIGIRR|59307	822.1360000000001	SIGIRR|59307	258.0325
SIGLEC10|89790	265.1514	SIGLEC10|89790	156.2732
SIGLEC11|114132	5.4198	lowly_expressed	lowly_expressed
SIGLEC12|89858	10.0057	SIGLEC12|89858	11.5636
SIGLEC14|100049587	39.189	SIGLEC14|100049587	9.2508
SIGLEC15|284266	24.1805	SIGLEC15|284266	6.6077
SIGLEC1|6614	1056.8533	SIGLEC1|6614	181.0523
SIGLEC5|8778	61.285	SIGLEC5|8778	16.5194
SIGLEC6|946	10.4226	SIGLEC6|946	6.6077
SIGLEC7|27036	58.3667	SIGLEC7|27036	14.8674
SIGLEC8|27181	117.984	SIGLEC8|27181	31.3868
SIGLEC9|27180	57.5328	SIGLEC9|27180	22.136
SIGLECP3|284367	10.4226	SIGLECP3|284367	19.4929
SIGMAR1|10280	1283.6494	SIGMAR1|10280	897.6625
SIK1|150094	925.9452	SIK1|150094	1827.0422
SIK2|23235	747.51	SIK2|23235	1673.0817
SIK3|23387	1048.9321	SIK3|23387	2183.1998
SIKE1|80143	518.2125	SIKE1|80143	1085.3225
SIL1|64374	1052.6842	SIL1|64374	471.7932
SILV|6490	187.1902	SILV|6490	560.0066
SIM1|6492	5.8367	SIM1|6492	13.5459
SIM2|6493	12.924000000000001	SIM2|6493	44.6023
SIN3A|25942	2282.553	SIN3A|25942	3288.676
SIN3B|23309	1075.1971	SIN3B|23309	1048.3192
SIP1|8487	66.7047	SIP1|8487	134.4677
SIPA1L1|26037	1706.3907	SIPA1L1|26037	1731.5603
SIPA1L2|57568	1999.0578	SIPA1L2|57568	988.5189999999999
SIPA1L3|23094	1921.5135	SIPA1L3|23094	1263.4013
SIPA1|6494	709.1548	SIPA1|6494	398.4472
SIRPA|140885	1510.0286	SIRPA|140885	2651.6891
SIRPB1|10326	115.4826	SIRPB1|10326	217.3949
SIRPB2|284759	102.5585	SIRPB2|284759	48.8973
SIRPG|55423	53.7807	SIRPG|55423	13.8763
SIRT1|23411	608.2639	SIRT1|23411	1221.1118
SIRT2|22933	905.9338	SIRT2|22933	863.6326
SIRT3|23410	808.1488	SIRT3|23410	833.7028
SIRT4|23409	34.6031	SIRT4|23409	33.3691
SIRT5|23408	348.1154	SIRT5|23408	394.4825
SIRT6|51548	298.5037	SIRT6|51548	108.0367
SIRT7|51547	352.2844	SIRT7|51547	183.365
SIT1|27240	62.1188	SIT1|27240	32.0476
SIVA1|10572	765.02	SIVA1|10572	393.8218
SIX1|6495	928.8636	SIX1|6495	56.1659
SIX2|10736	93.8035	SIX2|10736	7.9293
SIX3|6496	35.4369	lowly_expressed	lowly_expressed
SIX4|51804	637.4472	SIX4|51804	297.67900000000003
SIX5|147912	638.281	SIX5|147912	405.7157
SKA1|220134	96.7219	SKA1|220134	19.8232
SKA2|348235	2039.4975	SKA2|348235	448.9964
SKA3|221150	139.7965	SKA3|221150	41.9592
SKAP1|8631	80.4626	SKAP1|8631	206.1617
SKAP2|8935	773.3581	SKAP2|8935	1308.9948
SKIL|6498	1029.7545	SKIL|6498	745.3539
SKIV2L2|23517	1155.7139	SKIV2L2|23517	1922.4184
SKIV2L|6499	842.9812	SKIV2L|6499	757.9846
SKI|6497	4371.2453	SKI|6497	2574.0481
SKP1|6500	5107.082	SKP1|6500	6070.8681
SKP2|6502	95.0543	SKP2|6502	182.3738
SLA2|84174	67.1216	SLA2|84174	50.8797
SLAIN1|122060	23.3467	SLAIN1|122060	155.9428
SLAIN2|57606	1113.5523	SLAIN2|57606	1424.6304
SLAMF1|6504	40.0228	SLAMF1|6504	55.5051
SLAMF6|114836	120.9023	SLAMF6|114836	81.2753
SLAMF7|57823	311.0109	SLAMF7|57823	338.6471
SLAMF8|56833	432.99300000000005	SLAMF8|56833	116.8745
SLAMF9|89886	18.7607	lowly_expressed	lowly_expressed
SLA|6503	439.4175	SLA|6503	234.9054
SLBP|7884	856.3222	SLBP|7884	742.0501
SLC10A3|8273	617.8527	SLC10A3|8273	358.1399
