gene_id	TCGA-AC-A2FM-01A-11R-A19W-07	gene_id	TCGA-AC-A2FM-11B-32R-A19W-07
SERPINH1|871	2239.8931	SERPINH1|871	3254.8940000000002
SERPINI1|5274	149.3485	SERPINI1|5274	255.3018
SERTAD1|29950	344.1363	SERTAD1|29950	2996.3295
SERTAD2|9792	391.5804	SERTAD2|9792	768.7602
SERTAD3|29946	699.6325	SERTAD3|29946	1897.2268
SERTAD4|56256	266.288	SERTAD4|56256	70.9625
SESN1|27244	670.5647	SESN1|27244	793.23
SESN2|83667	381.8911	SESN2|83667	573.0016
SESN3|143686	159.0378	SESN3|143686	44.8613
SESTD1|91404	1325.4260000000002	SESTD1|91404	810.3589
SETBP1|26040	181.4233	SETBP1|26040	317.6998
SETD1A|9739	1001.3365	SETD1A|9739	944.5351
SETD1B|23067	2363.849	SETD1B|23067	705.9543
SETD2|29072	2133.6452	SETD2|29072	1103.9967
SETD3|84193	2449.716	SETD3|84193	1477.5693
SETD4|54093	398.5967	SETD4|54093	358.8907
SETD5|55209	2463.0805	SETD5|55209	1250.8157
SETD6|79918	266.6756	SETD6|79918	264.5718
SETD7|80854	2258.2693	SETD7|80854	1557.5041
SETD8|387893	1573.6719	SETD8|387893	926.9984
SETDB1|9869	1057.8015	SETDB1|9869	730.832
SETDB2|83852	375.2088	SETDB2|83852	303.4258
SETMAR|6419	331.1059	SETMAR|6419	798.9396
SETX|23064	2365.8537	SETX|23064	1088.0914
SET|6418	6866.0207	SET|6418	5357.6672
SEZ6L2|26470	1412.2954	SEZ6L2|26470	1267.1289
lowly_expressed	lowly_expressed	SEZ6L|23544	15.9054
SF1|7536	3773.1373	SF1|7536	5914.3556
SF3A1|10291	1852.2118	SF3A1|10291	2892.6876
SF3A2|8175	898.7638	SF3A2|8175	2172.1044
SF3A3|10946	969.2616	SF3A3|10946	1823.8173
SF3B14|51639	676.5787	SF3B14|51639	1495.5139
SF3B1|23451	4248.9141	SF3B1|23451	3527.3246
SF3B2|10992	9166.0541	SF3B2|10992	5878.0587
SF3B3|23450	2707.6512	SF3B3|23450	2717.7814
SF3B4|10262	2003.6752	SF3B4|10262	2323.4095
SF3B5|83443	1292.6829	SF3B5|83443	2759.3801
SF4|57794	461.0758	SF4|57794	862.9689999999999
SFI1|9814	424.3234	SFI1|9814	814.0294
SFMBT1|51460	509.1881	SFMBT1|51460	175.36700000000002
SFMBT2|57713	122.6194	SFMBT2|57713	34.2577
SFN|2810	406.5787	SFN|2810	3395.4568
SFPQ|6421	3956.1042	SFPQ|6421	4019.0824
SFRP1|6422	270.6315	SFRP1|6422	16682.3002
SFRP2|6423	1569.9967	SFRP2|6423	7058.7276
SFRP4|6424	672.2352	SFRP4|6424	2705.5465
lowly_expressed	lowly_expressed	SFRP5|6425	8.5644
SFRS11|9295	1768.4597	SFRS11|9295	1546.4927
SFRS12IP1|285672	320.4143	SFRS12IP1|285672	428.2219
SFRS12|140890	1168.7269999999999	SFRS12|140890	641.5171
SFRS13A|10772	1340.4611	SFRS13A|10772	1121.1256
lowly_expressed	lowly_expressed	SFRS13B|135295	30.5873
SFRS14|10147	1591.4434	SFRS14|10147	913.54
SFRS15|57466	736.7189999999999	SFRS15|57466	615.4159999999999
SFRS16|11129	511.861	SFRS16|11129	825.8564
SFRS17A|8227	1547.6078	SFRS17A|8227	1246.7374
SFRS18|25957	1272.302	SFRS18|25957	1382.9527
SFRS1|6426	4495.4895	SFRS1|6426	3004.4861
SFRS2B|10929	568.3261	SFRS2B|10929	1526.509
SFRS2IP|9169	2381.2229	SFRS2IP|9169	1233.279
SFRS2|6427	4208.8974	SFRS2|6427	3726.3051
SFRS3|6428	4631.8076	SFRS3|6428	6922.9201
SFRS4|6429	1497.4942	SFRS4|6429	1977.1615
SFRS5|6430	7371.5336	SFRS5|6430	6522.8385
SFRS6|6431	4344.4704	SFRS6|6431	3908.2382
SFRS7|6432	1712.3288	SFRS7|6432	2754.8940000000002
SFRS8|6433	1283.3278	SFRS8|6433	939.2333
SFRS9|8683	3626.7959	SFRS9|8683	2695.7586
SFT2D1|113402	409.2883	SFT2D1|113402	551.3866
SFT2D2|375035	51.1193	SFT2D2|375035	57.9119
SFT2D3|84826	164.0494	SFT2D3|84826	352.3654
lowly_expressed	lowly_expressed	SFTA1P|207107	5.7096
SFTPA2|729238	283.3278	SFTPA2|729238	11.0114
SFTPD|6441	20.3809	SFTPD|6441	54.2414
SFXN1|94081	1061.1427	SFXN1|94081	353.9967
SFXN2|118980	570.6649	SFXN2|118980	317.6998
SFXN3|81855	1410.6248	SFXN3|81855	1328.7113
SFXN4|119559	411.6271	SFXN4|119559	500.4078
SFXN5|94097	551.9546	SFXN5|94097	639.8858
lowly_expressed	lowly_expressed	SGCA|6442	11.0114
SGCB|6443	873.7053	SGCB|6443	1001.6313
SGCD|6444	160.0401	SGCD|6444	192.0881
SGCE|8910	1191.4467	SGCE|8910	1496.3295
SGCG|6445	384.2299	SGCG|6445	64.4372
SGEF|26084	2440.0267	SGEF|26084	304.6493
SGIP1|84251	19.7127	SGIP1|84251	33.4421
SGK196|84197	59.138000000000005	lowly_expressed	lowly_expressed
SGK1|6446	531.5737	SGK1|6446	1944.5351
SGK223|157285	1981.9579	SGK223|157285	1057.5041
SGK269|79834	606.7491	SGK269|79834	510.1958
SGK2|10110	18.7103	SGK2|10110	72.186
SGK3|23678	2375.3358	SGK3|23678	614.9184
SGK494|124923	55.9238	SGK494|124923	32.6264
SGMS1|259230	419.98	SGMS1|259230	433.9315
SGMS2|166929	73.5048	SGMS2|166929	271.615
SGOL1|151648	58.4698	lowly_expressed	lowly_expressed
SGOL2|151246	154.6943	SGOL2|151246	75.8564
SGPL1|8879	817.5743	SGPL1|8879	1026.509
SGPP1|81537	578.3495	SGPP1|81537	311.9902
lowly_expressed	lowly_expressed	SGPP2|130367	20.3915
SGSH|6448	748.7471	SGSH|6448	1244.2904
SGSM1|129049	50.1169	SGSM1|129049	152.9364
SGSM2|9905	2845.3057	SGSM2|9905	3053.8336
SGSM3|27352	1413.9659	SGSM3|27352	2203.5073
SGTA|6449	1612.0949	SGTA|6449	3053.8336
SGTB|54557	138.7404	SGTB|54557	115.2325
SH2B1|25970	1210.4911	SH2B1|25970	1966.5579
SH2B2|10603	70.1637	SH2B2|10603	44.4535
SH2B3|10019	661.2095	SH2B3|10019	530.5873
SH2D1A|4068	7.6846	SH2D1A|4068	23.6542
SH2D2A|9047	12.6963	SH2D2A|9047	30.5873
SH2D3A|10045	313.732	SH2D3A|10045	659.4617
SH2D3C|10044	363.849	SH2D3C|10044	407.4225
SH2D4A|63898	972.9369	SH2D4A|63898	169.2496
SH3BGRL2|83699	210.8253	SH3BGRL2|83699	737.7651
SH3BGRL3|83442	1627.13	SH3BGRL3|83442	3975.938
SH3BGRL|6451	730.3709	SH3BGRL|6451	4510.1958
SH3BGR|6450	88.5399	SH3BGR|6450	225.1223
SH3BP1|23616	143.5383	SH3BP1|23616	494.2414
SH3BP2|6452	1817.5743	SH3BP2|6452	1236.1338
SH3BP4|23677	976.6121	SH3BP4|23677	1743.0669
SH3BP5L|80851	1542.9335	SH3BP5L|80851	1078.3034
SH3BP5|9467	917.8416	SH3BP5|9467	1251.1175
SH3D19|152503	867.0231	SH3D19|152503	1661.0929999999998
SH3D20|201175	13.6986	SH3D20|201175	6.5253
SH3GL1|6455	3288.3395	SH3GL1|6455	2246.7374
lowly_expressed	lowly_expressed	SH3GL2|6456	5.7096
SH3GLB1|51100	1300.0334	SH3GLB1|51100	1886.6232
SH3GLB2|56904	3275.6432	SH3GLB2|56904	3928.2219
SH3KBP1|30011	331.1059	SH3KBP1|30011	712.0718
SH3PXD2A|9644	1275.6432	SH3PXD2A|9644	895.5954
SH3PXD2B|285590	587.0364	SH3PXD2B|285590	1117.0473
SH3RF1|57630	1023.0538	SH3RF1|57630	497.1452
lowly_expressed	lowly_expressed	SH3RF2|153769	228.7928
SH3RF3|344558	59.8062	SH3RF3|344558	142.3328
SH3TC1|54436	316.0708	SH3TC1|54436	411.093
SH3TC2|79628	12.3622	SH3TC2|79628	67.6998
SH3YL1|26751	733.712	SH3YL1|26751	1224.7145
SHANK1|50944	20.0468	SHANK1|50944	6.1175
SHANK2|22941	226.1945	SHANK2|22941	441.6803
SHANK3|85358	695.289	SHANK3|85358	627.2431
SHARPIN|81858	2932.5092	SHARPIN|81858	1501.2235
lowly_expressed	lowly_expressed	SHBG|6462	6.1175
SHB|6461	403.9425	SHB|6461	810.3589
SHC1|6464	2183.0939	SHC1|6464	3335.6444
SHC2|25759	385.2322	SHC2|25759	1171.6966
SHC3|53358	6.3481	SHC3|53358	9.3801
SHC4|399694	19.3785	SHC4|399694	110.9299
SHCBP1|79801	106.58200000000001	SHCBP1|79801	17.1289
SHE|126669	188.4397	SHE|126669	207.1778
SHFM1|7979	974.2733	SHFM1|7979	1501.2235
SHF|90525	71.5002	SHF|90525	360.9299
SHISA2|387914	23.721999999999998	SHISA2|387914	1639.0701
lowly_expressed	lowly_expressed	SHISA3|152573	13.4584
SHISA4|149345	251.58700000000002	SHISA4|149345	563.6215
SHISA5|51246	3150.3508	SHISA5|51246	4528.956
SHISA7|729956	36.0842	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SHISA9|729993	23.6542
SHKBP1|92799	951.5536	SHKBP1|92799	1376.4274
SHMT1|6470	809.5155	SHMT1|6470	1164.1436
SHMT2|6472	1857.6679	SHMT2|6472	1371.1256
SHOC2|8036	947.2102	SHOC2|8036	677.814
SHOX2|6474	49.4487	SHOX2|6474	81.9739
SHPK|23729	1053.3979	SHPK|23729	515.0897
SHPRH|257218	468.0421	SHPRH|257218	65.3589
SHQ1|55164	677.9151	SHQ1|55164	336.46
SHROOM1|134549	295.0217	SHROOM1|134549	391.925
SHROOM2|357	413.2977	SHROOM2|357	157.0147
SHROOM3|57619	2324.4237	SHROOM3|57619	2342.5775
SHROOM4|57477	148.6803	SHROOM4|57477	146.0033
SIAE|54414	374.5406	SIAE|54414	818.1077
SIAH1|6477	326.6823	SIAH1|6477	513.646
SIAH2|6478	16063.8156	SIAH2|6478	649.2659
SIDT1|54847	39.0912	SIDT1|54847	418.8418
SIDT2|51092	1244.4003	SIDT2|51092	1629.1354
SIGIRR|59307	2332.1083	SIGIRR|59307	1396.8189
SIGLEC10|89790	38.423	SIGLEC10|89790	159.4617
lowly_expressed	lowly_expressed	SIGLEC11|114132	14.6819
SIGLEC12|89858	6.3481	SIGLEC12|89858	5.3018
SIGLEC14|100049587	13.0304	SIGLEC14|100049587	36.2969
lowly_expressed	lowly_expressed	SIGLEC15|284266	10.6036
lowly_expressed	lowly_expressed	SIGLEC16|400709	22.0228
SIGLEC1|6614	131.9746	SIGLEC1|6614	217.7814
SIGLEC5|8778	12.6963	SIGLEC5|8778	17.1289
SIGLEC6|946	10.0234	lowly_expressed	lowly_expressed
SIGLEC7|27036	23.3879	SIGLEC7|27036	24.4698
SIGLEC8|27181	37.7548	SIGLEC8|27181	95.0245
SIGLEC9|27180	16.3715	SIGLEC9|27180	43.6378
SIGLECP3|284367	31.7407	SIGLECP3|284367	37.5204
SIGMAR1|10280	1083.1941	SIGMAR1|10280	1184.3393
SIK1|150094	5396.592	SIK1|150094	1453.0995
SIK2|23235	646.1744	SIK2|23235	752.8548
SIK3|23387	844.9716	SIK3|23387	1130.5057
SIKE1|80143	520.2138	SIKE1|80143	397.6346
SIL1|64374	705.3124	SIL1|64374	1314.0294
SILV|6490	171.3999	SILV|6490	78.7113
SIM2|6493	74.1731	SIM2|6493	40.3752
SIN3A|25942	2433.0104	SIN3A|25942	1423.3279
SIN3B|23309	2852.9903	SIN3B|23309	1316.4763
SIP1|8487	200.1336	SIP1|8487	165.5791
SIPA1L1|26037	623.1206	SIPA1L1|26037	854.4046
SIPA1L2|57568	1563.9826	SIPA1L2|57568	254.0783
SIPA1L3|23094	6770.1303	SIPA1L3|23094	871.9413
SIPA1|6494	598.7304	SIPA1|6494	1169.6574
SIRPA|140885	345.1387	SIRPA|140885	2339.7227
SIRPB1|10326	21.7173	SIRPB1|10326	92.1697
SIRPB2|284759	19.3785	SIRPB2|284759	42.4144
SIRPG|55423	6.3481	SIRPG|55423	26.509
SIRT1|23411	819.579	SIRT1|23411	407.0147
SIRT2|22933	700.3007	SIRT2|22933	1826.2643
SIRT3|23410	905.1754	SIRT3|23410	1240.0449
SIRT4|23409	16.3715	SIRT4|23409	32.2186
SIRT5|23408	502.84	SIRT5|23408	384.1762
SIRT6|51548	557.9686	SIRT6|51548	515.0897
SIRT7|51547	840.6281	SIRT7|51547	433.9315
SIT1|27240	11.3598	SIT1|27240	47.7162
SIVA1|10572	1809.8897	SIVA1|10572	2010.6036
SIX1|6495	1224.1898	SIX1|6495	79.1191
SIX2|10736	266.288	SIX2|10736	17.1289
SIX4|51804	485.13199999999995	SIX4|51804	73.4095
SIX5|147912	430.0033	SIX5|147912	1170.4731
SKA1|220134	70.4978	SKA1|220134	10.1958
SKA2|348235	858.6702	SKA2|348235	372.7569
SKA3|221150	146.4283	SKA3|221150	7.3409
SKAP1|8631	382.2252	SKAP1|8631	221.4519
SKAP2|8935	571.6672	SKAP2|8935	746.7374
SKIL|6498	402.9402	SKIL|6498	121.5334
SKIV2L2|23517	899.1012	SKIV2L2|23517	1016.7088
SKIV2L|6499	1129.6158	SKIV2L|6499	1058.854
SKI|6497	1127.6311	SKI|6497	2141.1093
SKP1|6500	7425.994000000001	SKP1|6500	8592.9853
SKP2|6502	113.5984	SKP2|6502	41.5987
SLA2|84174	14.700999999999999	SLA2|84174	35.0734
SLAIN1|122060	277.6478	SLAIN1|122060	112.1533
SLAIN2|57606	1000.0	SLAIN2|57606	691.6803
SLAMF1|6504	7.6846	SLAMF1|6504	15.9054
SLAMF6|114836	19.3785	SLAMF6|114836	24.8777
SLAMF7|57823	35.416	SLAMF7|57823	170.4731
SLAMF8|56833	63.7922	SLAMF8|56833	95.4445
SLA|6503	88.874	SLA|6503	183.1158
SLBP|7884	1467.7581	SLBP|7884	690.4568
SLC10A3|8273	412.6295	SLC10A3|8273	1187.6019999999999
SLC10A5|347051	7.6846	lowly_expressed	lowly_expressed
SLC10A6|345274	12.6963	SLC10A6|345274	28.1403
SLC10A7|84068	125.2923	SLC10A7|84068	106.4437
SLC11A1|6556	17.3739	SLC11A1|6556	99.5106
SLC11A2|4891	1430.6716	SLC11A2|4891	1295.677
SLC12A2|6558	3353.1574	SLC12A2|6558	3648.8581
SLC12A4|6560	509.4621	SLC12A4|6560	1724.4984
SLC12A5|57468	5.6799	lowly_expressed	lowly_expressed
SLC12A6|9990	313.4247	SLC12A6|9990	332.4225
SLC12A7|10723	2742.0648	SLC12A7|10723	1579.1191
SLC12A8|84561	264.9516	SLC12A8|84561	198.2871
SLC12A9|56996	1229.2015	SLC12A9|56996	1168.0261
SLC13A2|9058	11.3598	SLC13A2|9058	334.8287
SLC13A3|64849	28.3996	SLC13A3|64849	75.8564
lowly_expressed	lowly_expressed	SLC13A5|284111	5.7096
SLC14A1|6563	31.7407	SLC14A1|6563	52.6101
lowly_expressed	lowly_expressed	SLC14A2|8170	17.1289
SLC15A2|6565	23.721999999999998	SLC15A2|6565	74.633
SLC15A3|51296	222.8533	SLC15A3|51296	630.5057
SLC15A4|121260	555.9639	SLC15A4|121260	609.7064
SLC16A11|162515	48.4464	SLC16A11|162515	139.0701
SLC16A12|387700	32.0748	SLC16A12|387700	57.5041
SLC16A13|201232	85.867	SLC16A13|201232	91.354
SLC16A14|151473	225.5262	SLC16A14|151473	121.9413
SLC16A1|6566	113.5984	SLC16A1|6566	624.3883
SLC16A2|6567	1061.4768	SLC16A2|6567	641.925
SLC16A3|9123	240.8954	SLC16A3|9123	460.8483
SLC16A4|9122	23.0538	SLC16A4|9122	429.8532
SLC16A5|9121	590.3775	SLC16A5|9121	243.0669
SLC16A6|9120	515.5363	SLC16A6|9120	48.5318
SLC16A7|9194	8.3528	SLC16A7|9194	11.8271
SLC16A8|23539	9.3552	SLC16A8|23539	17.9445
SLC16A9|220963	58.4698	SLC16A9|220963	118.2708
SLC17A5|26503	700.9689	SLC17A5|26503	652.1207
SLC17A7|57030	9.021	SLC17A7|57030	72.5938
SLC17A9|63910	467.0899	SLC17A9|63910	69.73899999999999
SLC18A1|6570	730.0368	lowly_expressed	lowly_expressed
SLC18A2|6571	35.416	lowly_expressed	lowly_expressed
SLC19A1|6573	1023.0538	SLC19A1|6573	415.1713
SLC19A2|10560	1028.7337	SLC19A2|10560	429.8532
SLC19A3|80704	73.1707	SLC19A3|80704	863.7847
SLC1A1|6505	272.6362	SLC1A1|6505	120.7178
SLC1A2|6506	116.2713	SLC1A2|6506	103.1811
SLC1A3|6507	122.6194	SLC1A3|6507	309.1354
SLC1A4|6509	1857.3338	SLC1A4|6509	1383.7684
SLC1A5|6510	2637.4875	SLC1A5|6510	4519.9837
SLC1A7|6512	9.5857	SLC1A7|6512	48.9396
SLC20A1|6574	766.7892	SLC20A1|6574	850.7341
SLC20A2|6575	1632.8099	SLC20A2|6575	1438.0098
lowly_expressed	lowly_expressed	SLC22A11|55867	17.1289
lowly_expressed	lowly_expressed	SLC22A12|116085	9.3801
SLC22A15|55356	264.2833	SLC22A15|55356	32.6264
SLC22A17|51310	20979.9532	SLC22A17|51310	2077.0799
lowly_expressed	lowly_expressed	SLC22A18AS|5003	13.4584
SLC22A18|5002	547.9452	SLC22A18|5002	599.1028
SLC22A23|63027	505.152	SLC22A23|63027	673.7561
SLC22A3|6581	11.3598	SLC22A3|6581	52.2023
SLC22A4|6583	251.1694	SLC22A4|6583	97.6672
SLC22A5|6584	1136.9863	SLC22A5|6584	389.478
SLC23A1|9963	5.3458	lowly_expressed	lowly_expressed
SLC23A2|9962	1989.9766	SLC23A2|9962	626.8352
lowly_expressed	lowly_expressed	SLC23A3|151295	10.6036
SLC24A1|9187	580.3709	SLC24A1|9187	315.3711
SLC24A3|57419	44.7711	SLC24A3|57419	386.2153
SLC24A5|283652	11.2563	SLC24A5|283652	8.3075
SLC24A6|80024	589.7093	SLC24A6|80024	1019.5759
SLC25A10|1468	1484.4637	SLC25A10|1468	1112.969
SLC25A11|8402	1814.9014	SLC25A11|8402	1886.6232
SLC25A12|8604	212.8299	SLC25A12|8604	643.1485
SLC25A13|10165	398.2626	SLC25A13|10165	378.8744
SLC25A14|9016	196.1243	SLC25A14|9016	161.5008
SLC25A15|10166	749.0778	SLC25A15|10166	292.8793
SLC25A16|8034	332.4424	SLC25A16|8034	192.9038
SLC25A17|10478	755.4293	SLC25A17|10478	668.0261
SLC25A18|83733	14.0327	SLC25A18|83733	38.3361
SLC25A19|60386	265.9539	SLC25A19|60386	160.6852
SLC25A1|6576	954.5606	SLC25A1|6576	2017.1289
SLC25A20|788	415.6365	SLC25A20|788	506.1175
SLC25A21|89874	17.5042	SLC25A21|89874	12.5408
SLC25A22|79751	941.5302	SLC25A22|79751	593.3931
SLC25A23|79085	2137.6545	SLC25A23|79085	1367.8629999999998
SLC25A24|29957	1672.2352	SLC25A24|29957	563.6215
SLC25A25|114789	2575.0084	SLC25A25|114789	2140.2936
SLC25A26|115286	414.7077	SLC25A26|115286	559.1925
SLC25A27|9481	6.3481	SLC25A27|9481	126.0196
SLC25A28|81894	559.6392	SLC25A28|81894	953.5073
SLC25A29|123096	1966.9228	SLC25A29|123096	1477.1615
SLC25A30|253512	315.7367	SLC25A30|253512	332.7896
SLC25A32|81034	712.6161	SLC25A32|81034	431.8352
SLC25A33|84275	71.5002	SLC25A33|84275	283.0343
SLC25A34|284723	7.6846	SLC25A34|284723	46.9005
SLC25A35|399512	204.9014	SLC25A35|399512	330.5791
SLC25A36|55186	1542.2653	SLC25A36|55186	755.7096
SLC25A37|51312	280.3207	SLC25A37|51312	688.4176
SLC25A38|54977	1052.1216	SLC25A38|54977	904.1599
SLC25A39|51629	4845.6398	SLC25A39|51629	3413.54
SLC25A3|5250	5394.2533	SLC25A3|5250	9748.3687
SLC25A40|55972	309.7227	SLC25A40|55972	48.123999999999995
SLC25A41|284427	5.0117	lowly_expressed	lowly_expressed
SLC25A42|284439	301.3699	SLC25A42|284439	371.5334
SLC25A43|203427	324.7578	SLC25A43|203427	351.5498
SLC25A44|9673	1140.9957	SLC25A44|9673	723.0832
SLC25A45|283130	159.0378	SLC25A45|283130	177.4062
SLC25A46|91137	567.992	SLC25A46|91137	238.5808
SLC25A4|291	1124.6241	SLC25A4|291	1159.0538
SLC25A5|292	4244.2366	SLC25A5|292	5133.3605
SLC25A6|293	9193.1173	SLC25A6|293	18828.3034
SLC26A10|65012	9.021	SLC26A10|65012	22.9976
SLC26A11|284129	1416.3047	SLC26A11|284129	575.4486
SLC26A1|10861	127.6311	SLC26A1|10861	27.7529
SLC26A2|1836	851.3197	SLC26A2|1836	797.7162
SLC26A3|1811	9.3552	SLC26A3|1811	44.0457
SLC26A4|5172	9.3552	SLC26A4|5172	29.8532
SLC26A6|65010	391.2563	SLC26A6|65010	141.925
SLC26A7|115111	5.6799	SLC26A7|115111	11.4192
SLC27A1|376497	1837.9552	SLC27A1|376497	2177.814
SLC27A2|11001	210.157	SLC27A2|11001	91.354
SLC27A3|11000	859.0043	SLC27A3|11000	888.6623
SLC27A4|10999	3231.2061	SLC27A4|10999	925.7749
SLC27A5|10998	372.4156	SLC27A5|10998	234.3108
SLC27A6|28965	14.0327	SLC27A6|28965	326.2643
lowly_expressed	lowly_expressed	SLC28A1|9154	5.7096
lowly_expressed	lowly_expressed	SLC28A3|64078	90.9462
SLC29A1|2030	2415.6365	SLC29A1|2030	4171.6966
SLC29A2|3177	564.8179	SLC29A2|3177	350.2773
SLC29A3|55315	444.7043	SLC29A3|55315	553.8336
SLC29A4|222962	125.2923	SLC29A4|222962	584.0131
SLC2A10|81031	1766.1209	SLC2A10|81031	532.6264
SLC2A11|66035	159.0378	SLC2A11|66035	198.6134
SLC2A12|154091	44.7711	SLC2A12|154091	165.9869
SLC2A13|114134	139.3251	SLC2A13|114134	63.6215
SLC2A14|144195	10.3575	SLC2A14|144195	13.0506
SLC2A1|6513	8426.6622	SLC2A1|6513	1524.4698
SLC2A3|6515	483.4614	SLC2A3|6515	789.1517
SLC2A4RG|56731	2563.3144	SLC2A4RG|56731	2141.5171
SLC2A4|6517	28.3996	SLC2A4|6517	159.4617
SLC2A5|6518	10.0234	SLC2A5|6518	114.1925
SLC2A6|11182	41.43	SLC2A6|11182	65.6607
SLC2A8|29988	768.7939	SLC2A8|29988	578.7113
SLC2A9|56606	25.7267	SLC2A9|56606	156.19899999999998
SLC30A1|7779	299.3652	SLC30A1|7779	156.6069
lowly_expressed	lowly_expressed	SLC30A2|7780	82.3817
SLC30A4|7782	159.3719	SLC30A4|7782	18.7602
SLC30A5|64924	1355.8303	SLC30A5|64924	775.6933
SLC30A6|55676	236.55200000000002	SLC30A6|55676	78.3034
SLC30A7|148867	408.9542	SLC30A7|148867	433.9315
SLC30A8|169026	6.3481	SLC30A8|169026	38.3361
SLC30A9|10463	1981.9579	SLC30A9|10463	1053.0179
SLC31A1|1317	1830.6047	SLC31A1|1317	937.602
SLC31A2|1318	379.2182	SLC31A2|1318	542.0065
SLC33A1|9197	733.712	SLC33A1|9197	300.9788
SLC34A2|10568	14.3669	SLC34A2|10568	1103.9967
SLC34A3|142680	13.3645	lowly_expressed	lowly_expressed
SLC35A1|10559	349.8162	SLC35A1|10559	560.4853
SLC35A2|7355	1530.5713	SLC35A2|7355	810.3589
SLC35A3|23443	578.0154	SLC35A3|23443	163.1321
SLC35A4|113829	1722.3522	SLC35A4|113829	2689.2333
SLC35A5|55032	703.6418	SLC35A5|55032	429.0375
SLC35B1|10237	1202.8065	SLC35B1|10237	873.9804
SLC35B2|347734	1558.9709	SLC35B2|347734	1923.7357
SLC35B3|51000	445.0384	SLC35B3|51000	396.4111
SLC35B4|84912	155.6966	SLC35B4|84912	216.1501
SLC35C1|55343	459.0712	SLC35C1|55343	742.2512
SLC35C2|51006	1460.0735	SLC35C2|51006	1592.1697
SLC35D1|23169	339.7928	SLC35D1|23169	284.6656
SLC35D2|11046	379.8864	SLC35D2|11046	550.571
SLC35E1|79939	4230.1771	SLC35E1|79939	1836.46
SLC35E2|728661	3527.1099	SLC35E2|728661	2151.2765
SLC35E2|9906	143.7888	SLC35E2|9906	30.6158
SLC35E3|55508	403.9425	SLC35E3|55508	157.8303
SLC35E4|339665	33.4113	SLC35E4|339665	137.8711
SLC35F1|222553	13.0304	SLC35F1|222553	16.721
SLC35F2|54733	182.0915	SLC35F2|54733	177.4062
lowly_expressed	lowly_expressed	SLC35F3|148641	185.9706
SLC35F5|80255	404.9449	SLC35F5|80255	485.7259
SLC36A1|206358	262.9469	SLC36A1|206358	132.9527
SLC36A4|120103	73.5048	SLC36A4|120103	102.7732
SLC37A1|54020	1277.6478	SLC37A1|54020	539.9674
SLC37A2|219855	110.5914	SLC37A2|219855	181.4845
SLC37A3|84255	882.3922	SLC37A3|84255	523.6542
SLC37A4|2542	513.8657	SLC37A4|2542	697.3899
SLC38A10|124565	4504.1764	SLC38A10|124565	4200.2447
SLC38A1|81539	13187.7715	SLC38A1|81539	3357.2594
SLC38A2|54407	3445.7066	SLC38A2|54407	2171.6966
SLC38A3|10991	87.2035	SLC38A3|10991	57.9119
lowly_expressed	lowly_expressed	SLC38A4|55089	6.1175
SLC38A5|92745	9.021	SLC38A5|92745	82.3817
SLC38A6|145389	119.2783	SLC38A6|145389	126.0196
SLC38A7|55238	309.7227	SLC38A7|55238	100.7341
SLC38A9|153129	148.3461	SLC38A9|153129	129.69
SLC39A10|57181	489.4754	SLC39A10|57181	293.6378
SLC39A11|201266	1348.1457	SLC39A11|201266	759.7879
SLC39A13|91252	1528.5667	SLC39A13|91252	1574.6329999999998
SLC39A14|23516	1307.718	SLC39A14|23516	1073.8173
SLC39A1|27173	3027.3973	SLC39A1|27173	3617.4551
lowly_expressed	lowly_expressed	SLC39A2|29986	38.7439
SLC39A3|29985	588.0388	SLC39A3|29985	782.2186
SLC39A4|55630	298.0287	SLC39A4|55630	389.478
SLC39A6|25800	76445.7066	SLC39A6|25800	6029.3638
SLC39A7|7922	3693.9526	SLC39A7|7922	3802.6101
SLC39A8|64116	159.0378	SLC39A8|64116	653.752
SLC39A9|55334	6015.7033	SLC39A9|55334	1483.279
SLC3A2|6520	3920.4811	SLC3A2|6520	5963.2953
SLC40A1|30061	1177.7481	SLC40A1|30061	3478.7928
SLC41A1|254428	162.713	SLC41A1|254428	560.7667
SLC41A2|84102	63.1473	SLC41A2|84102	110.1142
SLC41A3|54946	799.8664	SLC41A3|54946	1505.3018
SLC43A1|8501	124.29	SLC43A1|8501	280.5873
SLC43A2|124935	1283.6619	SLC43A2|124935	1125.2039
SLC43A3|29015	266.288	SLC43A3|29015	1695.6036
SLC44A1|23446	1710.6582	SLC44A1|23446	2230.8320000000003
SLC44A2|57153	3979.6191	SLC44A2|57153	5610.522
SLC44A3|126969	18.0421	SLC44A3|126969	397.2268
SLC44A4|80736	750.4176	SLC44A4|80736	610.9299
lowly_expressed	lowly_expressed	SLC44A5|204962	38.7439
SLC45A1|50651	62.8132	SLC45A1|50651	97.4715
SLC45A3|85414	73.5048	SLC45A3|85414	96.24799999999999
SLC45A4|57210	582.3588	SLC45A4|57210	390.7015
SLC46A1|113235	2074.9516	SLC46A1|113235	1012.5693
SLC46A2|57864	6.013999999999999	lowly_expressed	lowly_expressed
SLC46A3|283537	605.0785	SLC46A3|283537	532.2186
SLC47A1|55244	10.3575	SLC47A1|55244	114.1925
lowly_expressed	lowly_expressed	SLC47A2|146802	10.1958
SLC48A1|55652	594.721	SLC48A1|55652	1350.7341
