gene_id	TCGA-BH-A0BT-01A-11R-A12P-07	gene_id	TCGA-BH-A0BT-11A-21R-A12P-07
lowly_expressed	lowly_expressed	SHISA6|388336	10.4372
SHISA9|729993	538.7828	SHISA9|729993	67.4404
SHKBP1|92799	1157.7119	SHKBP1|92799	619.8096
SHMT1|6470	669.9735	SHMT1|6470	853.005
SHMT2|6472	1742.8952	SHMT2|6472	1094.3012
SHOC2|8036	1072.1969	SHOC2|8036	1499.7466
SHOX2|6474	47.9344	SHOX2|6474	28.5016
SHPK|23729	523.8272	SHPK|23729	475.6959
SHPRH|257218	100.6929	SHPRH|257218	567.5152
SHQ1|55164	741.6412	SHQ1|55164	585.688
SHROOM1|134549	171.4135	SHROOM1|134549	226.8086
SHROOM2|357	593.2363	SHROOM2|357	402.6354
SHROOM3|57619	1156.5615	SHROOM3|57619	4127.916
SHROOM4|57477	168.3456	lowly_expressed	lowly_expressed
SIAE|54414	1205.6463	SIAE|54414	1666.7419
SIAH1|6477	366.9628	SIAH1|6477	807.3462
SIAH2|6478	3562.1019	SIAH2|6478	1069.8139
lowly_expressed	lowly_expressed	SIAH3|283514	5.62
SIDT1|54847	384.2422	SIDT1|54847	1010.0007
SIDT2|51092	1721.5893	SIDT2|51092	1985.7472
SIGIRR|59307	531.1133	SIGIRR|59307	554.7778
SIGLEC10|89790	77.462	SIGLEC10|89790	103.9707
SIGLEC14|100049587	39.498000000000005	SIGLEC14|100049587	16.4587
SIGLEC15|284266	122.7121	SIGLEC15|284266	14.853
SIGLEC1|6614	266.1318	SIGLEC1|6614	50.5803
SIGLEC5|8778	20.7077	SIGLEC5|8778	12.4444
SIGLEC7|27036	29.1441	SIGLEC7|27036	22.0787
SIGLEC8|27181	37.9641	SIGLEC8|27181	43.3546
SIGLEC9|27180	30.2945	SIGLEC9|27180	16.4587
SIGMAR1|10280	3667.5576	SIGMAR1|10280	1053.3552
SIK1|150094	424.8906	SIK1|150094	1124.0071
SIK2|23235	466.6894	SIK2|23235	944.166
SIK3|23387	164.8944	SIK3|23387	1881.9089999999999
SIKE1|80143	1137.0042	SIKE1|80143	835.3781
SIL1|64374	980.1628	SIL1|64374	600.9424
SILV|6490	61.7395	SILV|6490	93.132
SIM2|6493	1145.0572	SIM2|6493	64.229
SIN3A|25942	1723.3379	SIN3A|25942	2448.7297
SIN3B|23309	826.3892	SIN3B|23309	1089.0826
SIP1|8487	356.2485	SIP1|8487	124.4436
SIPA1L1|26037	1426.9115	SIPA1L1|26037	1473.6536
SIPA1L2|57568	160.6761	SIPA1L2|57568	470.4773
SIPA1L3|23094	1784.694	SIPA1L3|23094	1326.7298
SIPA1|6494	251.5598	SIPA1|6494	442.7785
SIRPA|140885	541.0836	SIRPA|140885	1887.529
SIRPB1|10326	59.4387	SIRPB1|10326	106.7807
SIRPB2|284759	21.0911	SIRPB2|284759	16.4587
SIRPG|55423	42.1823	SIRPG|55423	9.2329
SIRT1|23411	321.3523	SIRT1|23411	872.7112
SIRT2|22933	878.9253	SIRT2|22933	1060.1795
SIRT3|23410	2485.5871	SIRT3|23410	1074.9923
SIRT4|23409	52.9196	SIRT4|23409	30.5088
SIRT5|23408	894.6478	SIRT5|23408	416.6855
SIRT6|51548	294.509	SIRT6|51548	167.7982
SIRT7|51547	468.9903	SIRT7|51547	206.3356
SIT1|27240	39.8814	SIT1|27240	15.6558
SIVA1|10572	1593.3398	SIVA1|10572	678.0171
SIX1|6495	470.1407	SIX1|6495	295.4533
lowly_expressed	lowly_expressed	SIX2|10736	7.2258
SIX4|51804	518.4586	SIX4|51804	249.2887
SIX5|147912	1479.4476	SIX5|147912	571.6379
SKA1|220134	43.7162	SKA1|220134	12.4444
SKA2|348235	678.7513	SKA2|348235	398.2197
SKA3|221150	162.6434	SKA3|221150	20.473
SKAP1|8631	153.3901	SKAP1|8631	121.6336
SKAP2|8935	235.0703	SKAP2|8935	1054.9609
SKIL|6498	626.9821	SKIL|6498	645.5012
SKIV2L2|23517	580.6851	SKIV2L2|23517	1445.9468
SKIV2L|6499	1967.7651	SKIV2L|6499	956.1005
SKI|6497	974.7942	SKI|6497	2724.5129
SKP1|6500	4358.1966	SKP1|6500	7831.1179
SKP2|6502	70.176	SKP2|6502	124.8451
SLA2|84174	52.1526	SLA2|84174	24.8887
SLAIN1|122060	336.3078	SLAIN1|122060	193.4898
SLAIN2|57606	1533.9011	SLAIN2|57606	1453.582
SLAMF1|6504	24.1589	SLAMF1|6504	12.0429
SLAMF6|114836	65.9577	SLAMF6|114836	19.2687
SLAMF7|57823	154.1571	SLAMF7|57823	89.1177
SLAMF8|56833	239.2234	SLAMF8|56833	65.7745
SLAMF9|89886	17.2564	SLAMF9|89886	8.8315
SLA|6503	202.4749	SLA|6503	118.4222
SLBP|7884	1364.0216	SLBP|7884	686.4472
SLC10A3|8273	883.5271	SLC10A3|8273	612.9853
SLC10A5|347051	7.2860000000000005	SLC10A5|347051	13.6487
lowly_expressed	lowly_expressed	SLC10A6|345274	13.2472
SLC10A7|84068	227.0174	SLC10A7|84068	222.7943
SLC11A1|6556	72.0934	SLC11A1|6556	29.7059
SLC11A2|4891	1928.4972	SLC11A2|4891	2244.8027
SLC12A2|6558	309.848	SLC12A2|6558	5137.5152
SLC12A3|6559	6.1356	lowly_expressed	lowly_expressed
SLC12A4|6560	480.46	SLC12A4|6560	1052.0666
SLC12A6|9990	161.8572	SLC12A6|9990	594.1983
SLC12A7|10723	513.8569	SLC12A7|10723	1525.4382
SLC12A8|84561	274.1848	SLC12A8|84561	234.4358
SLC12A9|56996	1236.7078	SLC12A9|56996	652.727
lowly_expressed	lowly_expressed	SLC13A2|9058	276.586
SLC13A3|64849	23.392	SLC13A3|64849	71.8562
lowly_expressed	lowly_expressed	SLC13A4|26266	11.2401
SLC14A1|6563	19.9407	SLC14A1|6563	36.1288
SLC15A1|6564	313.2993	lowly_expressed	lowly_expressed
SLC15A2|6565	230.4686	SLC15A2|6565	159.7696
SLC15A3|51296	922.6415	SLC15A3|51296	243.2672
SLC15A4|121260	663.4122	SLC15A4|121260	643.8955
SLC16A10|117247	10.3538	SLC16A10|117247	6.0215
lowly_expressed	lowly_expressed	SLC16A11|162515	39.7417
SLC16A12|387700	9.2034	SLC16A12|387700	82.2934
SLC16A13|201232	86.2819	SLC16A13|201232	87.9134
SLC16A14|151473	236.2208	SLC16A14|151473	257.7188
SLC16A1|6566	160.6761	SLC16A1|6566	407.4526
SLC16A2|6567	1243.6103	SLC16A2|6567	1295.8196
SLC16A3|9123	331.3226	SLC16A3|9123	89.9206
SLC16A4|9122	245.0407	SLC16A4|9122	633.0568
SLC16A5|9121	244.6572	SLC16A5|9121	281.0018
SLC16A6|9120	87.8158	SLC16A6|9120	153.7481
lowly_expressed	lowly_expressed	SLC16A7|9194	24.4873
SLC16A8|23539	8.052999999999999	SLC16A8|23539	7.6272
SLC16A9|220963	451.7339	SLC16A9|220963	256.5145
SLC17A5|26503	457.1025	SLC17A5|26503	935.3345
SLC17A7|57030	7.6695	SLC17A7|57030	36.1288
SLC17A9|63910	22.2416	SLC17A9|63910	26.093000000000004
SLC18A2|6571	7.2860000000000005	lowly_expressed	lowly_expressed
SLC19A1|6573	393.8291	SLC19A1|6573	148.9309
SLC19A2|10560	760.4315	SLC19A2|10560	828.9552
SLC19A3|80704	17.2564	SLC19A3|80704	28.903000000000002
SLC1A1|6505	124.6295	SLC1A1|6505	149.7338
SLC1A2|6506	169.4961	SLC1A2|6506	429.9327
SLC1A3|6507	218.1974	SLC1A3|6507	152.9452
SLC1A4|6509	1920.0607	SLC1A4|6509	1665.9391
SLC1A5|6510	4260.7939	SLC1A5|6510	3140.3955
SLC1A7|6512	6.1356	SLC1A7|6512	13.2472
SLC20A1|6574	1350.9834	SLC20A1|6574	996.7534
SLC20A2|6575	1768.2045	SLC20A2|6575	1542.6997
lowly_expressed	lowly_expressed	SLC22A11|55867	12.0429
SLC22A15|55356	19.1738	SLC22A15|55356	62.2218
SLC22A17|51310	506.9543	SLC22A17|51310	1377.7115
lowly_expressed	lowly_expressed	SLC22A18AS|5003	10.4372
SLC22A18|5002	653.0584	SLC22A18|5002	378.95099999999996
SLC22A23|63027	1752.1714	SLC22A23|63027	952.9252
SLC22A3|6581	11.5043	SLC22A3|6581	48.9746
SLC22A4|6583	30.678	SLC22A4|6583	97.9492
SLC22A5|6584	476.2763	SLC22A5|6584	588.0966
SLC23A1|9963	124.6295	SLC23A1|9963	6.8243
SLC23A2|9962	414.5368	SLC23A2|9962	1214.7305
lowly_expressed	lowly_expressed	SLC23A3|151295	12.0429
SLC24A1|9187	352.47900000000004	SLC24A1|9187	551.189
SLC24A2|25769	15.7225	lowly_expressed	lowly_expressed
SLC24A3|57419	898.4826	SLC24A3|57419	588.498
SLC24A5|283652	16.7234	lowly_expressed	lowly_expressed
SLC24A6|80024	953.3196	SLC24A6|80024	753.8876
SLC25A10|1468	1358.6529	SLC25A10|1468	494.1617
SLC25A11|8402	1450.3035	SLC25A11|8402	965.4418
SLC25A12|8604	433.7105	SLC25A12|8604	707.7230000000001
SLC25A13|10165	852.4656	SLC25A13|10165	464.4558
SLC25A14|9016	159.5257	SLC25A14|9016	155.7553
SLC25A15|10166	431.1949	SLC25A15|10166	318.6721
SLC25A16|8034	524.5942	SLC25A16|8034	214.3642
SLC25A17|10478	569.4608	SLC25A17|10478	766.7334
SLC25A18|83733	15.339	SLC25A18|83733	7.2258
SLC25A19|60386	161.8266	SLC25A19|60386	114.4079
SLC25A1|6576	2530.9369	SLC25A1|6576	847.0196
SLC25A20|788	537.2489	SLC25A20|788	462.4486
SLC25A21|89874	21.3787	SLC25A21|89874	22.6809
SLC25A22|79751	930.6945	SLC25A22|79751	297.8619
SLC25A23|79085	1705.3146	SLC25A23|79085	1288.9953
SLC25A24|29957	1530.8333	SLC25A24|29957	1445.5534
SLC25A25|114789	254.2441	SLC25A25|114789	738.6332
SLC25A26|115286	543.8101	SLC25A26|115286	495.9842
SLC25A27|9481	15.7225	SLC25A27|9481	251.6973
SLC25A28|81894	708.6623	SLC25A28|81894	589.7023
SLC25A29|123096	1795.0478	SLC25A29|123096	739.8375
SLC25A30|253512	645.7724	SLC25A30|253512	716.5545
SLC25A32|81034	478.8456	SLC25A32|81034	522.4867
SLC25A33|84275	102.3879	SLC25A33|84275	200.3141
SLC25A34|284723	10.3538	SLC25A34|284723	28.5016
SLC25A35|399512	519.8928	SLC25A35|399512	217.5034
SLC25A36|55186	1603.3102	lowly_expressed	lowly_expressed
SLC25A37|51312	166.4283	SLC25A37|51312	822.5323
SLC25A38|54977	1062.2265	SLC25A38|54977	978.689
SLC25A39|51629	5588.3853	SLC25A39|51629	1862.2389
SLC25A3|5250	6058.526	SLC25A3|5250	7146.6779
SLC25A40|55972	60.9726	SLC25A40|55972	240.8587
SLC25A41|284427	5.3687	lowly_expressed	lowly_expressed
SLC25A42|284439	208.99400000000003	SLC25A42|284439	241.6615
SLC25A43|203427	441.3801	SLC25A43|203427	421.5027
SLC25A44|9673	1470.2442	SLC25A44|9673	919.6787
SLC25A45|283130	337.8417	SLC25A45|283130	153.3467
SLC25A46|91137	335.1574	SLC25A46|91137	600.9424
SLC25A4|291	401.4986	SLC25A4|291	792.0236
SLC25A5|292	4809.1635	SLC25A5|292	3971.7593
SLC25A6|293	6225.7212	SLC25A6|293	7224.1541
lowly_expressed	lowly_expressed	SLC26A10|65012	15.712
SLC26A11|284129	503.50300000000004	SLC26A11|284129	366.5066
SLC26A1|10861	59.0859	SLC26A1|10861	27.7188
SLC26A2|1836	231.2356	SLC26A2|1836	844.2096
SLC26A3|1811	10.3538	SLC26A3|1811	79.0819
lowly_expressed	lowly_expressed	SLC26A4|5172	38.6739
SLC26A6|65010	185.9855	SLC26A6|65010	116.2906
lowly_expressed	lowly_expressed	SLC26A7|115111	11.6415
SLC26A8|116369	7.6695	lowly_expressed	lowly_expressed
SLC27A1|376497	1114.3792	SLC27A1|376497	1141.6701
SLC27A2|11001	60.9726	SLC27A2|11001	77.4762
SLC27A3|11000	580.1981	SLC27A3|11000	568.025
SLC27A4|10999	830.6075	SLC27A4|10999	721.3717
SLC27A5|10998	372.7073	SLC27A5|10998	113.0872
SLC27A6|28965	7.6695	SLC27A6|28965	615.3939
SLC28A3|64078	8.4365	SLC28A3|64078	394.2053
SLC29A1|2030	1410.8056	SLC29A1|2030	3836.0756
SLC29A2|3177	884.8462	SLC29A2|3177	248.0403
SLC29A3|55315	279.17	SLC29A3|55315	311.1091
SLC29A4|222962	27.2267	SLC29A4|222962	23.6844
SLC2A10|81031	1384.7292	SLC2A10|81031	1135.2472
SLC2A11|66035	117.3434	SLC2A11|66035	214.7656
SLC2A12|154091	220.8818	SLC2A12|154091	371.7252
SLC2A13|114134	271.117	SLC2A13|114134	139.69799999999998
SLC2A14|144195	6.9026	lowly_expressed	lowly_expressed
SLC2A1|6513	2665.1532	SLC2A1|6513	2286.1501
SLC2A3|6515	386.1596	SLC2A3|6515	380.1553
SLC2A4RG|56731	2912.1113	SLC2A4RG|56731	758.3034
SLC2A4|6517	22.625	SLC2A4|6517	66.6376
SLC2A5|6518	18.0233	SLC2A5|6518	29.7059
SLC2A6|11182	91.6506	SLC2A6|11182	18.0644
SLC2A8|29988	270.3501	SLC2A8|29988	273.3746
SLC2A9|56606	20.7077	SLC2A9|56606	148.5295
SLC30A1|7779	247.725	SLC30A1|7779	338.8078
SLC30A2|7780	8.4365	SLC30A2|7780	42.1503
SLC30A4|7782	21.4746	SLC30A4|7782	77.4762
SLC30A5|64924	719.3996	SLC30A5|64924	1453.9835
SLC30A6|55676	194.8054	SLC30A6|55676	344.8293
SLC30A7|148867	1097.1228	SLC30A7|148867	834.9767
SLC30A8|169026	786.8913	SLC30A8|169026	21.6773
SLC30A9|10463	1204.8793	SLC30A9|10463	1765.8954
SLC31A1|1317	1340.6296	SLC31A1|1317	1683.602
SLC31A2|1318	399.5812	SLC31A2|1318	534.7062
SLC33A1|9197	557.5731	SLC33A1|9197	753.4862
SLC34A2|10568	46.4005	SLC34A2|10568	2373.6621
SLC34A3|142680	5.3687	lowly_expressed	lowly_expressed
SLC35A1|10559	1576.7507	SLC35A1|10559	965.0404
SLC35A2|7355	1171.517	SLC35A2|7355	682.8343
SLC35A3|23443	220.4983	SLC35A3|23443	498.176
SLC35A4|113829	1743.6621	SLC35A4|113829	2567.9548
SLC35A5|55032	492.3823	SLC35A5|55032	813.7008
SLC35B1|10237	1137.0042	SLC35B1|10237	687.25
SLC35B2|347734	2409.3752	SLC35B2|347734	1448.7648
SLC35B3|51000	592.8528	SLC35B3|51000	513.4304
SLC35B4|84912	383.0918	SLC35B4|84912	371.7252
SLC35C1|55343	646.1559	SLC35C1|55343	421.5027
SLC35C2|51006	1678.4713	SLC35C2|51006	1025.255
SLC35D1|23169	400.3482	SLC35D1|23169	714.5474
SLC35D2|11046	225.4835	SLC35D2|11046	510.6204
SLC35E1|79939	1754.0159	SLC35E1|79939	2285.7487
SLC35E2|728661	1250.6855	SLC35E2|728661	3720.6521
SLC35E2|9906	30.5055	SLC35E2|9906	99.7677
SLC35E3|55508	279.17	SLC35E3|55508	290.2347
SLC35E4|339665	103.1549	SLC35E4|339665	57.4046
lowly_expressed	lowly_expressed	SLC35F1|222553	8.4301
SLC35F2|54733	1216.0001	SLC35F2|54733	266.5503
SLC35F3|148641	7.6695	SLC35F3|148641	282.2061
SLC35F5|80255	826.3892	SLC35F5|80255	1056.5667
SLC36A1|206358	158.7588	SLC36A1|206358	194.2927
SLC36A4|120103	103.1549	SLC36A4|120103	117.6193
SLC37A1|54020	671.8487	SLC37A1|54020	415.4812
SLC37A2|219855	130.3816	SLC37A2|219855	85.5048
SLC37A3|84255	839.8109	SLC37A3|84255	911.65
SLC37A4|2542	492.3823	SLC37A4|2542	573.2436
SLC38A10|124565	2979.6029	SLC38A10|124565	1676.7777
SLC38A1|81539	5915.8732	SLC38A1|81539	8378.67
SLC38A2|54407	2334.981	SLC38A2|54407	3880.2329999999997
SLC38A3|10991	21.4746	SLC38A3|10991	92.7306
SLC38A4|55089	23.0085	SLC38A4|55089	14.4515
SLC38A5|92745	204.3923	SLC38A5|92745	65.4333
SLC38A6|145389	230.4686	SLC38A6|145389	116.0136
SLC38A7|55238	219.3479	SLC38A7|55238	164.9882
SLC38A9|153129	190.9707	SLC38A9|153129	215.1671
SLC39A10|57181	684.5034	SLC39A10|57181	769.9449
SLC39A11|201266	2705.8016	SLC39A11|201266	850.2311
lowly_expressed	lowly_expressed	SLC39A12|221074	6.0215
SLC39A13|91252	969.0419999999999	SLC39A13|91252	662.3613
SLC39A14|23516	424.1237	SLC39A14|23516	1711.7022
SLC39A1|27173	5321.103	SLC39A1|27173	2448.7297
SLC39A2|29986	20.7077	SLC39A2|29986	27.2973
SLC39A3|29985	561.7913	SLC39A3|29985	354.8651
SLC39A4|55630	638.4863	SLC39A4|55630	126.0494
SLC39A6|25800	5487.9148	SLC39A6|25800	22599.3667
SLC39A7|7922	9074.9426	SLC39A7|7922	2385.705
SLC39A8|64116	206.3097	SLC39A8|64116	1115.1756
SLC39A9|55334	6183.5389	SLC39A9|55334	3303.778
SLC3A2|6520	4044.8973	SLC3A2|6520	3002.3032
SLC40A1|30061	8635.8634	SLC40A1|30061	4429.3908
SLC41A1|254428	328.6383	SLC41A1|254428	694.4758
SLC41A2|84102	84.74799999999999	SLC41A2|84102	192.6869
SLC41A3|54946	782.6731	SLC41A3|54946	1466.0264
SLC43A1|8501	130.7651	SLC43A1|8501	210.3499
SLC43A2|124935	2691.2295	SLC43A2|124935	590.1037
SLC43A3|29015	380.791	SLC43A3|29015	1654.2976
SLC44A1|23446	5096.003	SLC44A1|23446	5554.6022
SLC44A2|57153	7340.1004	SLC44A2|57153	6036.3195
SLC44A3|126969	304.8629	SLC44A3|126969	443.5814
SLC44A4|80736	124.24600000000001	SLC44A4|80736	830.9624
SLC44A5|204962	78.9959	SLC44A5|204962	63.0247
SLC45A1|50651	9.9704	SLC45A1|50651	27.6987
SLC45A3|85414	31.8284	SLC45A3|85414	75.8705
SLC45A4|57210	184.4516	SLC45A4|57210	364.098
SLC46A1|113235	366.031	SLC46A1|113235	1161.9423
lowly_expressed	lowly_expressed	SLC46A2|57864	7.2258
SLC46A3|283537	898.0991	SLC46A3|283537	787.2064
SLC47A1|55244	31.8284	SLC47A1|55244	77.8776
lowly_expressed	lowly_expressed	SLC47A2|146802	10.8386
SLC48A1|55652	1503.6066	SLC48A1|55652	983.9076
lowly_expressed	lowly_expressed	SLC4A10|57282	12.8458
SLC4A11|83959	240.43900000000002	SLC4A11|83959	173.0168
SLC4A1AP|22950	616.6283	SLC4A1AP|22950	626.634
SLC4A2|6522	1054.093	SLC4A2|6522	1388.3414
SLC4A3|6508	87.4324	SLC4A3|6508	389.7896
lowly_expressed	lowly_expressed	SLC4A4|8671	22.4801
SLC4A5|57835	198.3066	SLC4A5|57835	174.4539
SLC4A7|9497	236.6042	SLC4A7|9497	2868.2252
SLC4A8|9498	324.4201	SLC4A8|9498	386.5782
SLC5A11|115584	5.3687	lowly_expressed	lowly_expressed
SLC5A1|6523	9.2034	SLC5A1|6523	637.4726
SLC5A3|6526	1051.2093	SLC5A3|6526	990.8885
lowly_expressed	lowly_expressed	SLC5A4|6527	5.62
SLC5A6|8884	3046.8415	SLC5A6|8884	2118.3078
lowly_expressed	lowly_expressed	SLC5A8|160728	16.0572
lowly_expressed	lowly_expressed	SLC5A9|200010	17.2615
lowly_expressed	lowly_expressed	SLC6A10P|386757	5.62
lowly_expressed	lowly_expressed	SLC6A11|6538	11.2401
SLC6A12|6539	12.6547	SLC6A12|6539	14.853
SLC6A14|11254	39.8814	SLC6A14|11254	607.7667
lowly_expressed	lowly_expressed	SLC6A15|55117	29.3045
SLC6A16|28968	14.1886	SLC6A16|28968	20.473
SLC6A17|388662	5.7521	SLC6A17|388662	19.6701
SLC6A1|6529	20.3242	SLC6A1|6529	16.0572
SLC6A20|54716	11.5043	SLC6A20|54716	18.8673
lowly_expressed	lowly_expressed	SLC6A2|6530	40.1431
SLC6A6|6533	435.2444	SLC6A6|6533	1177.7989
SLC6A8|6535	479.3441	SLC6A8|6535	658.347
SLC6A9|6536	763.3421	SLC6A9|6536	354.5118
SLC7A11|23657	20.7077	SLC7A11|23657	90.7234
SLC7A13|157724	28.3772	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC7A14|57709	10.4372
SLC7A1|6541	604.7405	SLC7A1|6541	1233.5978
SLC7A2|6542	36.8136	SLC7A2|6542	798.4465
lowly_expressed	lowly_expressed	SLC7A3|84889	83.8991
lowly_expressed	lowly_expressed	SLC7A4|6545	71.0533
SLC7A5|8140	720.1666	SLC7A5|8140	450.4057
SLC7A6OS|84138	212.1347	SLC7A6OS|84138	152.9733
SLC7A6|9057	598.1486	SLC7A6|9057	639.8531
SLC7A7|9056	201.3245	SLC7A7|9056	142.50799999999998
SLC7A8|23428	6235.6916	SLC7A8|23428	2655.8682
SLC8A1|6546	86.2819	SLC8A1|6546	156.9596
lowly_expressed	lowly_expressed	SLC8A2|6543	18.8673
SLC9A1|6548	1246.2947	SLC9A1|6548	2186.1938
SLC9A2|6549	15.7225	SLC9A2|6549	152.9452
SLC9A3R1|9368	5966.1085	SLC9A3R1|9368	5411.2913
SLC9A3R2|9351	4126.194	SLC9A3R2|9351	948.9831
SLC9A5|6553	12.6547	SLC9A5|6553	32.1145
SLC9A6|10479	92.801	SLC9A6|10479	351.2522
SLC9A7|84679	74.0107	SLC9A7|84679	164.1853
SLC9A8|23315	406.1003	SLC9A8|23315	664.3685
SLC9A9|285195	45.6336	SLC9A9|285195	123.2393
lowly_expressed	lowly_expressed	SLCO1A2|6579	42.9531
lowly_expressed	lowly_expressed	SLCO1C1|53919	7.6272
SLCO2A1|6578	345.8947	SLCO2A1|6578	523.4662
SLCO2B1|11309	264.2145	SLCO2B1|11309	765.5291
SLCO3A1|28232	113.5087	SLCO3A1|28232	610.5767
SLCO4A1|28231	5.7521	SLCO4A1|28231	12.4444
SLCO4C1|353189	9.5869	SLCO4C1|353189	23.283
SLCO5A1|81796	6.5191	lowly_expressed	lowly_expressed
SLFN11|91607	292.9751	SLFN11|91607	431.9399
SLFN12L|342615	8.4365	lowly_expressed	lowly_expressed
SLFN12|55106	78.6124	SLFN12|55106	98.3506
SLFN13|146857	58.6717	SLFN13|146857	606.5624
SLFN5|162394	139.9685	SLFN5|162394	462.8501
SLFNL1|200172	5.7521	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLIT1|6585	5.62
SLIT2|9353	50.6187	SLIT2|9353	137.2894
SLIT3|6586	348.1956	SLIT3|6586	701.7016
SLITRK1|114798	5.3687	lowly_expressed	lowly_expressed
SLITRK4|139065	133.8329	SLITRK4|139065	31.7131
SLITRK5|26050	87.4324	SLITRK5|26050	169.0025
SLITRK6|84189	42.9492	SLITRK6|84189	673.6014
SLK|9748	921.8746	SLK|9748	2105.5061
SLMAP|7871	1034.6163	SLMAP|7871	1933.6936
lowly_expressed	lowly_expressed	SLMO1|10650	31.3116
SLMO2|51012	1118.9809	SLMO2|51012	1586.4557
SLN|6588	14.1886	lowly_expressed	lowly_expressed
SLPI|6590	61.7395	SLPI|6590	1983.0696
SLTM|79811	1392.0153	SLTM|79811	1733.7809
SLU7|10569	711.7301	SLU7|10569	1470.0407
SMAD1|4086	481.645	SMAD1|4086	1020.4379
SMAD2|4087	1734.4587	SMAD2|4087	2241.9927
SMAD3|4088	622.7639	SMAD3|4088	1738.9995
SMAD4|4089	1144.3056	SMAD4|4089	2358.9336
SMAD5|4090	794.9443	SMAD5|4090	2213.0897
SMAD6|4091	59.4387	SMAD6|4091	50.9817
SMAD7|4092	607.8083	SMAD7|4092	685.2429
SMAD9|4093	5.7521	SMAD9|4093	28.903000000000002
SMAGP|57228	227.4008	SMAGP|57228	291.8404
SMAP1|60682	604.683	SMAP1|60682	714.3266
SMAP2|64744	1090.6037	SMAP2|64744	969.8575
SMARCA1|6594	5097.5369	SMARCA1|6594	2197.0324
SMARCA2|6595	2022.8321	SMARCA2|6595	5147.5509999999995
SMARCA4|6597	3578.2079	SMARCA4|6597	2166.1222
SMARCA5|8467	1838.3805	SMARCA5|8467	2777.4657
SMARCAD1|56916	589.018	SMARCAD1|56916	989.9291
SMARCAL1|50485	699.0754	SMARCAL1|50485	623.4225
SMARCB1|6598	1387.4136	SMARCB1|6598	1398.586
SMARCC1|6599	4662.6759999999995	SMARCC1|6599	3828.4484
SMARCC2|6601	2784.0306	SMARCC2|6601	3278.8892
SMARCD1|6602	2433.5341	SMARCD1|6602	1537.4811
SMARCD2|6603	4843.2928	SMARCD2|6603	2966.5758
SMARCD3|6604	114.6591	SMARCD3|6604	778.7763
SMARCE1|6605	6182.772	SMARCE1|6605	3296.5522
SMC1A|8243	1988.7028	SMC1A|8243	2512.5573
lowly_expressed	lowly_expressed	SMC1B|27127	6.0215
SMC2|10592	262.6806	SMC2|10592	558.7921
SMC3|9126	966.7412	SMC3|9126	1528.6496
SMC4|10051	783.8235	SMC4|10051	724.9846
SMC5|23137	269.5831	SMC5|23137	1158.5302
SMC6|79677	491.9988	SMC6|79677	507.8103
SMCHD1|23347	817.9528	SMCHD1|23347	1382.1273
SMCR7L|54471	551.4375	SMCR7L|54471	1329.9412
SMCR7|125170	918.4233	SMCR7|125170	431.13699999999994
SMCR8|140775	838.2348	SMCR8|140775	1390.9949
SMEK1|55671	2584.6234	SMEK1|55671	1813.2643
SMEK2|57223	1558.4436	SMEK2|57223	2319.8703
SMG1|23049	2887.9524	SMG1|23049	2829.6878
SMG5|23381	1869.8255	SMG5|23381	1947.7437
SMG6|23293	1334.8775	SMG6|23293	1279.3609
SMG7|9887	2181.2074	SMG7|9887	2064.9616
SMN1|6606	11.65	lowly_expressed	lowly_expressed
SMN2|6607	1084.3224	SMN2|6607	987.5847
SMNDC1|10285	632.3507	SMNDC1|10285	583.6808
SMOC1|64093	14.5721	SMOC1|64093	156.9596
SMOC2|64094	793.0269	SMOC2|64094	2471.6113
SMOX|54498	68.6421	SMOX|54498	112.4007
SMO|6608	1146.5911	SMO|6608	662.3613
SMPD1|6609	983.2306	SMPD1|6609	759.5076
SMPD2|6610	188.6698	SMPD2|6610	234.8372
SMPD3|55512	88.5828	SMPD3|55512	143.3109
SMPD4|55627	1871.3594	SMPD4|55627	1580.8357
SMPDL3A|10924	49.0848	SMPDL3A|10924	250.8944
SMPDL3B|27293	237.3712	SMPDL3B|27293	441.1728
lowly_expressed	lowly_expressed	SMR3B|10879	22.0787
SMS|6611	2307.7543	SMS|6611	1459.6035
SMTNL1|219537	6.9026	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SMTNL2|342527	8.4301
SMTN|6525	583.6494	SMTN|6525	933.3273
SMU1|55234	2235.2774	SMU1|55234	2001.134
SMUG1|23583	1568.0304	SMUG1|23583	545.5449
SMURF1|57154	521.1237	SMURF1|57154	1074.9964
SMURF2|64750	366.6024	SMURF2|64750	647.1069
lowly_expressed	lowly_expressed	SMYD1|150572	818.1166
SMYD2|56950	781.9061	SMYD2|56950	732.6118
SMYD3|64754	490.4649	SMYD3|64754	255.3102
SMYD4|114826	314.8332	SMYD4|114826	366.5066
SMYD5|10322	1189.5403	SMYD5|10322	806.4751
SNAI1|6615	56.3709	SNAI1|6615	160.9739
SNAI2|6591	248.8755	SNAI2|6591	912.0515
SNAI3|333929	14.5721	SNAI3|333929	12.8458
SNAP23|8773	1203.7289	SNAP23|8773	1635.0289
SNAP25|6616	6.5191	SNAP25|6616	13.6487
SNAP29|9342	887.3618	SNAP29|9342	1135.6486
SNAP47|116841	1293.0902	SNAP47|116841	693.8817
