gene_id	TCGA-BH-A18M-01A-11R-A12D-07	gene_id	TCGA-BH-A18M-11A-33R-A12D-07
SLC7A9|11136	13.2232	SLC7A9|11136	9.6959
SLC8A1|6546	268.5052	SLC8A1|6546	196.1216
SLC8A3|6547	7.3462	SLC8A3|6547	15.866
SLC9A1|6548	1749.1405	SLC9A1|6548	1357.8669
SLC9A2|6549	53.2603	SLC9A2|6549	45.8352
SLC9A3R1|9368	7497.2084	SLC9A3R1|9368	2140.1498
SLC9A3R2|9351	1382.1956	SLC9A3R2|9351	1185.985
SLC9A5|6553	15.7944	SLC9A5|6553	36.1393
SLC9A6|10479	188.0638	SLC9A6|10479	442.045
SLC9A7|84679	119.3765	SLC9A7|84679	93.4332
SLC9A8|23315	494.7695	SLC9A8|23315	600.7052
SLC9A9|285195	114.6014	SLC9A9|285195	252.0934
SLCO1A2|6579	5.877000000000001	SLCO1A2|6579	33.9357
lowly_expressed	lowly_expressed	SLCO1C1|53919	19.8325
SLCO2A1|6578	571.1704	SLCO2A1|6578	800.7933
SLCO2B1|11309	932.6056	SLCO2B1|11309	1330.5421
SLCO3A1|28232	336.8252	SLCO3A1|28232	625.3856
SLCO4A1|28231	34.149	SLCO4A1|28231	124.7069
SLCO4C1|353189	32.6908	SLCO4C1|353189	10.1366
SLCO5A1|81796	9.1828	lowly_expressed	lowly_expressed
SLFN11|91607	1148.9524	SLFN11|91607	1148.9643
SLFN12L|342615	16.8964	SLFN12L|342615	26.8841
SLFN12|55106	390.4528	SLFN12|55106	150.2865
SLFN13|146857	890.732	SLFN13|146857	449.5372
SLFN5|162394	801.1078	SLFN5|162394	987.2189999999999
SLFNL1|200172	5.5097	lowly_expressed	lowly_expressed
SLIT1|6585	5.1424	SLIT1|6585	11.4588
SLIT2|9353	716.9933	SLIT2|9353	1046.2759
SLIT3|6586	1544.9149	SLIT3|6586	4320.4055
lowly_expressed	lowly_expressed	SLITRK2|84631	6.1701
SLITRK4|139065	52.5256	SLITRK4|139065	45.8352
SLITRK5|26050	23.8753	SLITRK5|26050	57.7347
SLITRK6|84189	215.6122	SLITRK6|84189	138.387
SLK|9748	2369.1634	SLK|9748	2629.3521
SLMAP|7871	1534.9975	SLMAP|7871	1491.4059
SLMO1|10650	58.7699	SLMO1|10650	45.8352
SLMO2|51012	1440.5983	SLMO2|51012	1057.2939999999999
SLPI|6590	204.2256	SLPI|6590	327.457
SLTM|79811	2107.6372	SLTM|79811	2345.5267
SLU7|10569	1303.5908	SLU7|10569	1434.9934
SMAD1|4086	1397.6228	SMAD1|4086	898.193
SMAD2|4087	1903.0443	SMAD2|4087	2025.1212
SMAD3|4088	1990.4646	SMAD3|4088	1830.3217
SMAD4|4089	1687.961	SMAD4|4089	2026.7695
SMAD5|4090	2342.3496	SMAD5|4090	2152.4901
SMAD6|4091	107.2551	SMAD6|4091	94.7554
SMAD7|4092	693.4854	SMAD7|4092	770.8242
SMAD9|4093	37.8332	SMAD9|4093	103.5699
SMAGP|57228	134.4362	SMAGP|57228	181.5778
SMAP1|60682	755.3774	SMAP1|60682	645.8131
SMAP2|64744	1262.0846	SMAP2|64744	1088.1446
SMARCA1|6594	932.2383	SMARCA1|6594	1445.13
SMARCA2|6595	3450.8977	SMARCA2|6595	4718.3781
SMARCA4|6597	3134.2746	SMARCA4|6597	1843.5434
SMARCA5|8467	2695.3366	SMARCA5|8467	2493.1688
SMARCAD1|56916	1005.3334	SMARCAD1|56916	958.1313
SMARCAL1|50485	876.0395	SMARCAL1|50485	629.3521
SMARCB1|6598	1129.8522	SMARCB1|6598	1082.8559
SMARCC1|6599	4104.7133	SMARCC1|6599	2484.7951
SMARCC2|6601	2627.7512	SMARCC2|6601	3226.0908
SMARCD1|6602	1566.5863	SMARCD1|6602	1155.1344
SMARCD2|6603	2037.8478	SMARCD2|6603	2130.8947
SMARCD3|6604	979.9888	SMARCD3|6604	577.7876
SMARCE1|6605	3067.4238	SMARCE1|6605	2718.3781
SMC1A|8243	3232.7143	SMC1A|8243	2574.2618
SMC1B|27127	9.1828	SMC1B|27127	11.0181
SMC2|10592	852.1642	SMC2|10592	572.0582
SMC3|9126	1816.3586	SMC3|9126	1675.1873
SMC4|10051	1606.9907	SMC4|10051	884.5306
SMC5|23137	1114.0578	SMC5|23137	1143.2349
SMC6|79677	927.0959	SMC6|79677	730.2777
SMCHD1|23347	1768.9753	SMCHD1|23347	1846.6285
SMCR7L|54471	781.6403	SMCR7L|54471	1063.4641
SMCR7|125170	414.3281	SMCR7|125170	298.81
SMCR8|140775	1546.5935	SMCR8|140775	1376.4786
SMEK1|55671	1856.3956	SMEK1|55671	1900.3967
SMEK2|57223	2316.6378	SMEK2|57223	2408.1093
SMG1|23049	5478.0935	SMG1|23049	4196.1216
SMG5|23381	1866.3131	SMG5|23381	1903.0410000000002
SMG6|23293	1590.829	SMG6|23293	1580.8726
SMG7|9887	2353.369	SMG7|9887	1800.3526
SMN2|6607	1155.3473	SMN2|6607	780.6214
SMNDC1|10285	621.4922	SMNDC1|10285	607.7567
SMOC1|64093	9.1828	SMOC1|64093	158.2195
SMOC2|64094	3173.9443	SMOC2|64094	3791.9788
SMOX|54498	121.9476	SMOX|54498	184.6628
SMO|6608	372.0872	SMO|6608	621.8599
SMPD1|6609	961.9905	SMPD1|6609	703.3936
SMPD2|6610	233.9778	SMPD2|6610	136.1833
SMPD3|55512	94.3992	SMPD3|55512	110.6214
SMPD4|55627	1874.7612	SMPD4|55627	1379.4623
SMPDL3A|10924	170.0655	SMPDL3A|10924	258.2636
SMPDL3B|27293	252.3435	SMPDL3B|27293	85.9409
SMS|6611	2244.2773	SMS|6611	886.2935
SMTNL1|219537	6.6116	SMTNL1|219537	6.1701
SMTNL2|342527	8.4482	SMTNL2|342527	31.732
SMTN|6525	691.6488	SMTN|6525	1287.792
SMU1|55234	1595.2367	SMU1|55234	1638.6073
SMUG1|23583	463.9153	SMUG1|23583	344.2045
SMURF1|57154	949.7223	SMURF1|57154	891.1106
SMURF2|64750	479.3424	SMURF2|64750	584.8391
SMYD1|150572	19.8349	SMYD1|150572	163.0674
SMYD2|56950	1589.3597	SMYD2|56950	766.4169
SMYD3|64754	649.7752	SMYD3|64754	192.5959
SMYD4|114826	297.8902	SMYD4|114826	451.7409
SMYD5|10322	718.4626	SMYD5|10322	476.4213
SNAI1|6615	89.2569	SNAI1|6615	287.3513
SNAI2|6591	541.4181	SNAI2|6591	647.8625
SNAI3|333929	23.508000000000003	SNAI3|333929	19.3918
SNAP23|8773	1313.141	SNAP23|8773	1349.9339
SNAP25|6616	12.8559	SNAP25|6616	25.1212
SNAP29|9342	1077.6939	SNAP29|9342	998.6778
SNAP47|116841	1206.1686	SNAP47|116841	691.6703
SNAPC1|6617	191.0023	SNAPC1|6617	312.4725
SNAPC2|6618	606.4324	SNAPC2|6618	313.3539
SNAPC3|6619	697.8931	SNAPC3|6619	530.6302
SNAPC4|6621	311.1134	SNAPC4|6621	375.9365
SNAPC5|10302	72.6139	SNAPC5|10302	80.6346
SNAPIN|23557	524.5218	SNAPIN|23557	493.6095
SNCAIP|9627	81.176	SNCAIP|9627	211.5469
SNCA|6622	41.5063	SNCA|6622	120.3173
SNCG|6623	180.3503	SNCG|6623	1138.8277
SND1|27044	4520.5107	SND1|27044	3202.2918
SNED1|25992	939.5845	SNED1|25992	1210.2248
SNF8|11267	694.9546	SNF8|11267	654.4733
SNHG10|283596	44.0775	SNHG10|283596	55.0903
SNHG11|128439	148.2802	SNHG11|128439	133.32299999999998
SNHG12|85028	191.0023	SNHG12|85028	151.3706
SNHG1|23642	919.5586	SNHG1|23642	409.4755
SNHG3-RCC1|751867	197.3605	SNHG3-RCC1|751867	238.3825
SNHG3|8420	73.0951	SNHG3|8420	29.9691
SNHG4|724102	8.327	lowly_expressed	lowly_expressed
SNHG5|387066	2908.0103	SNHG5|387066	2141.472
SNHG6|641638	559.4164	SNHG6|641638	587.4835
SNHG7|84973	339.9107	SNHG7|84973	369.9956
SNHG8|100093630	949.1346	SNHG8|100093630	603.7902
SNHG9|735301	26.8138	SNHG9|735301	18.5104
SNIP1|79753	301.19599999999997	SNIP1|79753	479.5064
SNN|8303	974.4792	SNN|8303	1789.3345
SNORA39|677821	5.6235	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SNORA7B|677797	9.3477
SNORA8|654320	327.3192	SNORA8|654320	228.528
SNORD116-20|100033431	5.5097	SNORD116-20|100033431	15.4253
SNORD116-28|100033820	37.5577	SNORD116-28|100033820	52.6179
SNORD116-4|100033416	29.0838	SNORD116-4|100033416	80.5068
lowly_expressed	lowly_expressed	SNORD17|692086	5.7294
SNORD1C|677850	7.4271	SNORD1C|677850	14.5527
SNPH|9751	112.3975	SNPH|9751	157.7788
SNRK|54861	1195.6011	SNRK|54861	1955.0463
SNRNP200|23020	7765.7136	SNRNP200|23020	6763.3319
SNRNP25|79622	733.5224	SNRNP25|79622	343.7638
SNRNP27|11017	513.5024	SNRNP27|11017	458.7924
SNRNP35|11066	220.1632	SNRNP35|11066	296.6329
SNRNP40|9410	1059.6956	SNRNP40|9410	648.3032
SNRNP48|154007	315.5211	SNRNP48|154007	434.1119
SNRNP70|6625	1918.1041	SNRNP70|6625	2487.4394
SNRPA1|6627	289.8093	SNRPA1|6627	191.2737
SNRPA|6626	1022.9644	SNRPA|6626	767.2984
SNRPB2|6629	855.8373	SNRPB2|6629	750.5509
SNRPB|6628	2048.4999	SNRPB|6628	1360.0705
SNRPC|6631	1029.576	SNRPC|6631	640.3702
SNRPD1|6632	726.1761	SNRPD1|6632	513.442
SNRPD2|6633	1935.3678	SNRPD2|6633	1653.5919
SNRPD3|6634	1258.1837	SNRPD3|6634	1079.2816
SNRPE|6635	1203.6819	SNRPE|6635	504.1869
SNRPF|6636	623.3287	SNRPF|6636	407.6686
SNRPG|6637	593.5764	SNRPG|6637	362.7149
SNRPN|6638	1459.8307	SNRPN|6638	1636.6064
SNTA1|6640	303.0325	SNTA1|6640	643.896
SNTB1|6641	248.6703	SNTB1|6641	379.4623
SNTB2|6645	787.8846	SNTB2|6645	1531.0710000000001
SNTG2|54221	5.877000000000001	SNTG2|54221	23.3583
SNUPN|10073	410.655	SNUPN|10073	395.3283
SNURF|8926	43.5779	SNURF|8926	92.1067
SNW1|22938	1080.6324	SNW1|22938	1306.3023
SNX10|29887	322.8674	SNX10|29887	365.7999
SNX11|29916	549.1317	SNX11|29916	563.2437
SNX12|29934	257.1185	SNX12|29934	222.565
SNX13|23161	933.3402	SNX13|23161	1201.4103
SNX14|57231	1307.6313	SNX14|57231	1043.1908
SNX15|29907	640.9597	SNX15|29907	575.5840000000001
SNX16|64089	201.2871	SNX16|64089	264.8744
SNX17|9784	2394.5079	SNX17|9784	2138.387
SNX18|112574	1057.4917	SNX18|112574	1179.3742
SNX19|399979	1736.2846	SNX19|399979	2276.3332
SNX1|6642	3917.7515	SNX1|6642	4317.3204
SNX20|124460	44.0738	SNX20|124460	31.1503
SNX21|90203	296.6707	SNX21|90203	675.7735
SNX22|79856	140.1222	SNX22|79856	99.8149
SNX24|28966	340.4984	SNX24|28966	161.3045
SNX25|83891	378.3315	SNX25|83891	376.3773
SNX27|81609	1530.6265	SNX27|81609	1153.5346
SNX29|92017	967.1329	SNX29|92017	1030.4099
SNX2|6643	2024.9919	SNX2|6643	1654.9141
SNX30|401548	677.3236	SNX30|401548	802.9969
lowly_expressed	lowly_expressed	SNX31|169166	11.8995
SNX33|257364	1018.9239	SNX33|257364	1479.9471
SNX3|8724	2723.2523	SNX3|8724	2882.7677
SNX4|8723	943.2576	SNX4|8723	674.3059
SNX5|27131	1595.9713	SNX5|27131	1738.6514
SNX6|58533	1529.1205	SNX6|58533	1282.5033
SNX7|51375	562.3549	SNX7|51375	430.5862
SNX8|29886	198.3486	SNX8|29886	385.6324
SNX9|51429	2046.296	SNX9|51429	2590.1278
SOAT1|6646	605.3304	SOAT1|6646	578.2283
SOBP|55084	92.5627	SOBP|55084	278.5368
SOCS1|8651	31.9562	SOCS1|8651	37.0207
SOCS2|8835	210.8372	SOCS2|8835	807.8449
SOCS3|9021	2145.103	SOCS3|9021	7103.1291
SOCS4|122809	697.8931	SOCS4|122809	722.7854
SOCS5|9655	762.54	SOCS5|9655	971.7937
SOCS6|9306	755.9284	SOCS6|9306	781.8422
SOCS7|30837	61.3411	SOCS7|30837	137.9462
SOD1|6647	3720.5048	SOD1|6647	2744.8215
SOD2|6648	2852.1789	SOD2|6648	5180.6963
SOD3|6649	229.9374	SOD3|6649	1105.7735
SOHLH2|54937	46.1564	SOHLH2|54937	18.0035
SOLH|6650	612.3094	SOLH|6650	397.0912
SON|6651	8026.1379	SON|6651	7542.5297
SORBS1|10580	2535.1885	SORBS1|10580	10557.5143
SORBS2|8470	441.8765	SORBS2|8470	1516.5271
SORBS3|10174	1678.9839	SORBS3|10174	2736.4478
SORCS1|114815	8.4482	SORCS1|114815	52.0053
SORCS2|57537	368.4141	SORCS2|57537	216.3949
SORD|6652	882.2838	SORD|6652	347.7303
SORL1|6653	1451.6176	SORL1|6653	2042.7501
SORT1|6272	3286.3419	SORT1|6272	3545.1741
SOS1|6654	1301.387	SOS1|6654	2492.2874
SOS2|6655	1228.6592	SOS2|6655	1537.6818
SOSTDC1|25928	30.4869	SOSTDC1|25928	178.05200000000002
SOX10|6663	223.3258	SOX10|6663	1052.0053
SOX11|6664	16.529	SOX11|6664	46.7166
SOX12|6666	829.0235	SOX12|6666	347.2896
SOX13|9580	1320.1199	SOX13|9580	1281.1811
SOX15|6665	13.5905	SOX15|6665	34.3764
SOX17|64321	103.2147	SOX17|64321	261.7893
SOX18|54345	142.8844	SOX18|54345	304.0987
SOX4|6659	3782.2133	SOX4|6659	2292.6399
SOX5|6660	50.6891	SOX5|6660	101.3662
SOX6|55553	36.3639	SOX6|55553	102.6884
SOX7|83595	153.9038	SOX7|83595	725.4297
SOX8|30812	8.0809	SOX8|30812	24.6805
SOX9|6662	882.2838	SOX9|6662	1575.1432
SP100|6672	2498.09	SP100|6672	1907.4482
SP110|3431	960.154	SP110|3431	584.8391
SP140L|93349	432.6643	SP140L|93349	313.7946
SP140|11262	49.2492	SP140|11262	33.4949
SP1|6667	4041.903	SP1|6667	3893.3451
SP2|6668	721.7684	SP2|6668	759.3654
SP3|6670	2509.1093	SP3|6670	2281.1811
SP4|6671	244.6299	SP4|6671	333.1864
SP5|389058	23.8753	SP5|389058	15.4253
SP6|80320	209.7352	SP6|80320	147.6421
SPA17|53340	102.1128	SPA17|53340	77.5672
SPAG16|79582	360.3332	SPAG16|79582	309.3874
lowly_expressed	lowly_expressed	SPAG17|200162	15.866
SPAG1|6674	213.4084	SPAG1|6674	141.472
SPAG4|6676	19.4675	SPAG4|6676	18.0696
SPAG5|10615	430.8572	SPAG5|10615	167.9154
lowly_expressed	lowly_expressed	SPAG6|9576	6.1701
SPAG7|9552	820.5754	SPAG7|9552	706.0379
SPAG8|26206	16.8964	SPAG8|26206	19.3918
SPAG9|9043	1715.7151	SPAG9|9043	2713.9709
SPARCL1|8404	11383.0037	SPARCL1|8404	23003.5258
SPARC|6678	91612.4269	SPARC|6678	64728.9555
SPAST|6683	549.1317	SPAST|6683	545.6148
SPATA13|221178	576.1328	SPATA13|221178	629.8149
SPATA17|128153	114.9687	SPATA17|128153	24.6805
SPATA18|132671	530.7661	SPATA18|132671	561.4808
SPATA20|64847	983.2946	SPATA20|64847	1037.9022
lowly_expressed	lowly_expressed	SPATA22|84690	17.6818
SPATA24|202051	26.4465	SPATA24|202051	25.5619
SPATA2L|124044	109.459	SPATA2L|124044	234.9052
SPATA2|9825	404.4107	SPATA2|9825	434.9934
SPATA4|132851	6.2443	lowly_expressed	lowly_expressed
SPATA5L1|79029	167.8617	SPATA5L1|79029	140.1498
SPATA5|166378	441.5092	SPATA5|166378	228.7351
SPATA6|54558	198.7159	SPATA6|54558	171.0004
SPATA7|55812	177.4118	SPATA7|55812	217.2763
SPATA9|83890	7.3646	SPATA9|83890	29.1274
SPATS2L|26010	1866.6804	SPATS2L|26010	1429.7047
SPATS2|65244	778.7018	SPATS2|65244	465.844
SPC24|147841	11.3867	lowly_expressed	lowly_expressed
SPC25|57405	86.3184	SPC25|57405	14.1031
SPCS1|28972	2035.2069	SPCS1|28972	1289.8986
SPCS2|9789	711.4836	SPCS2|9789	407.2279
SPCS3|60559	2139.9606	SPCS3|60559	2090.3482
SPDEF|25803	2723.6196	SPDEF|25803	1238.8717
SPDYA|245711	7.5997	SPDYA|245711	7.3424
SPDYE1|285955	8.5694	SPDYE1|285955	8.8145
SPDYE3|441272	66.7663	SPDYE3|441272	65.2049
SPDYE5|442590	6.2443	SPDYE5|442590	11.0181
SPDYE6|729597	12.8559	SPDYE6|729597	18.0696
SPDYE7P|441251	5.5097	lowly_expressed	lowly_expressed
SPDYE8P|389517	14.3252	SPDYE8P|389517	18.9511
SPEF1|25876	35.262	SPEF1|25876	7.4923
SPEF2|79925	459.8748	SPEF2|79925	272.8074
SPEG|10290	237.2837	SPEG|10290	610.8418
SPEN|23013	2691.6635	SPEN|23013	3337.5937
SPESP1|246777	22.7734	SPESP1|246777	81.9524
SPG11|80208	2562.0023	SPG11|80208	1899.9559
SPG20|23111	1414.1518	SPG20|23111	1871.7497
SPG21|51324	2079.3541	SPG21|51324	1610.8418
SPG7|6687	700.097	SPG7|6687	1092.5518
SPHAR|10638	130.6272	SPHAR|10638	119.0216
SPHK1|8877	385.4353	SPHK1|8877	282.2212
SPHK2|56848	259.7081	SPHK2|56848	223.9136
lowly_expressed	lowly_expressed	SPHKAP|80309	50.2424
SPI1|6688	280.9938	SPI1|6688	297.9286
SPIB|6689	13.2232	SPIB|6689	20.714000000000002
SPIN1|10927	3717.199	SPIN1|10927	3337.5937
SPIN2B|474343	64.6212	SPIN2B|474343	72.4857
SPIN3|169981	267.4032	SPIN3|169981	320.4055
SPIN4|139886	169.6982	SPIN4|139886	164.3896
SPINK5|11005	15.0598	SPINK5|11005	74.4822
SPINT1|6692	3537.9507	SPINT1|6692	1970.0309
SPINT2|10653	7071.1263	SPINT2|10653	4319.524
SPIRE1|56907	749.6841	SPIRE1|56907	710.8859
SPIRE2|84501	55.4641	SPIRE2|84501	59.9383
SPNS1|83985	885.0607	SPNS1|83985	648.9599
SPNS2|124976	280.4869	SPNS2|124976	748.9511
SPNS3|201305	8.0809	SPNS3|201305	7.4923
SPN|6693	166.3924	SPN|6693	214.1913
SPOCD1|90853	114.2341	SPOCD1|90853	13.6624
SPOCK1|6695	1207.3551	SPOCK1|6695	813.5743
SPOCK2|9806	380.9027	SPOCK2|9806	447.7743
SPOCK3|50859	9.9174	SPOCK3|50859	42.3094
SPON1|10418	2247.2158	SPON1|10418	1995.5928
SPON2|10417	920.8516	SPON2|10417	1188.6294
SPOPL|339745	2092.5774	SPOPL|339745	1468.4883
SPOP|8405	1468.1467	SPOP|8405	1297.0472
SPP1|6696	3066.6892	SPP1|6696	949.3169
SPPL2A|84888	800.0059	SPPL2A|84888	686.6461
SPPL2B|56928	662.6311	SPPL2B|56928	558.3958
SPPL3|121665	1200.0088	SPPL3|121665	1379.9029999999998
SPRED1|161742	829.3908	SPRED1|161742	1345.0859
SPRED2|200734	1153.7275	SPRED2|200734	1328.3385
SPRN|503542	57.3007	SPRN|503542	76.245
SPRY1|10252	1432.8847	SPRY1|10252	3438.9599
SPRY2|10253	308.5422	SPRY2|10253	1206.2583
SPRY3|10251	62.0758	SPRY3|10251	114.1472
SPRY4|81848	519.3794	SPRY4|81848	940.9431
SPRYD3|84926	1464.8409	SPRYD3|84926	1416.0423
SPRYD4|283377	228.1008	SPRYD4|283377	249.8898
SPR|6697	1562.1786	SPR|6697	550.9035
SPSB1|80176	879.3453	SPSB1|80176	689.7312
SPSB2|84727	99.1743	SPSB2|84727	98.2812
SPSB3|90864	730.2166	SPSB3|90864	739.5328
SPSB4|92369	11.754000000000001	SPSB4|92369	6.1701
lowly_expressed	lowly_expressed	SPTA1|6708	5.7294
SPTAN1|6709	11237.9154	SPTAN1|6709	9801.6747
SPTBN1|6711	6632.9229	SPTBN1|6711	24214.632
SPTBN2|6712	370.61800000000005	SPTBN2|6712	347.2896
SPTBN4|57731	51.0564	SPTBN4|57731	73.16
SPTBN5|51332	244.5675	SPTBN5|51332	167.5892
SPTB|6710	51.0564	SPTB|6710	118.5544
SPTLC1|10558	1760.5272	SPTLC1|10558	1527.9859
SPTLC2|9517	2636.934	SPTLC2|9517	2006.1701
SPTLC3|55304	348.9465	SPTLC3|55304	303.2173
SPTY2D1|144108	1854.5297	SPTY2D1|144108	1366.7122
SQLE|6713	1365.2993	SQLE|6713	359.6298
SQRDL|58472	1976.1394	SQRDL|58472	1076.245
SQSTM1|8878	10011.596	SQSTM1|8878	8134.5703
SR140|23350	2109.4737	SR140|23350	2104.0106
SRA1|10011	604.5958	SRA1|10011	456.5888
SRBD1|55133	567.4973	SRBD1|55133	394.4469
SRCAP|10847	6528.9736	SRCAP|10847	4357.4262
SRCIN1|80725	240.5895	SRCIN1|80725	163.5082
SRCRB4D|136853	13.2379	SRCRB4D|136853	30.4451
SRC|6714	739.7667	SRC|6714	696.7827
SRD5A1|6715	244.9972	SRD5A1|6715	141.0313
SRD5A3|79644	417.9608	SRD5A3|79644	303.658
SREBF1|6720	9953.0575	SREBF1|6720	2656.677
SREBF2|6721	3020.7752	SREBF2|6721	2271.4852
SRFBP1|153443	414.6954	SRFBP1|153443	258.2636
SRF|6722	1527.6513	SRF|6722	3701.19
SRGAP1|57522	539.2142	SRGAP1|57522	576.4654
SRGAP2|23380	964.5617	SRGAP2|23380	858.0873
SRGAP3|9901	186.9619	SRGAP3|9901	303.658
SRGN|5552	1164.7468	SRGN|5552	2266.6373
SRI|6717	1769.3427	SRI|6717	1261.3486
SRL|6345	22.7734	SRL|6345	81.9744
SRMS|6725	24.2426	SRMS|6725	7.933
SRM|6723	912.0361	SRM|6723	725.8704
SRP14|6727	3860.8181	SRP14|6727	3469.8105
SRP19|6728	871.5436	SRP19|6728	515.4297
SRP54|6729	1471.8198	SRP54|6729	1035.6985
SRP68|6730	2043.7248	SRP68|6730	1743.9401
SRP72|6731	3137.2131	SRP72|6731	2172.7633
SRP9|6726	7074.0648	SRP9|6726	3138.387
SRPK1|6732	1392.8477	SRPK1|6732	821.948
SRPK2|6733	1537.9360000000001	SRPK2|6733	1090.3482
SRPRB|58477	1192.2953	SRPRB|58477	800.3526
SRPR|6734	2596.5296	SRPR|6734	3092.9925
SRPX2|27286	768.0497	SRPX2|27286	422.2124
SRPX|8406	432.3264	SRPX|8406	1363.1556
SRRD|402055	228.1008	SRRD|402055	238.43099999999998
SRRM1|10250	2047.398	SRRM1|10250	2154.6937
SRRM2|23524	16754.5767	SRRM2|23524	15907.8889
SRRM3|222183	66.4835	SRRM3|222183	110.1807
SRRM5|100170229	114.8512	SRRM5|100170229	26.2186
SRRT|51593	1922.5118	SRRT|51593	1566.3288
SRR|63826	409.8175	SRR|63826	325.368
SRXN1|140809	834.9005	SRXN1|140809	595.8572
SS18L1|26039	303.0325	SS18L1|26039	477.7435
SS18L2|51188	224.4277	SS18L2|51188	240.6346
SS18|6760	2119.0238	SS18|6760	1862.9352
SSBP1|6742	1085.7747	SSBP1|6742	759.8061
SSBP2|23635	769.1517	SSBP2|23635	666.8136
SSBP3|23648	668.1408	SSBP3|23648	701.19
SSBP4|170463	484.1174	SSBP4|170463	348.171
SSB|6741	2299.0656	SSB|6741	2037.1353
SSC5D|284297	987.7024	SSC5D|284297	680.4760000000001
SSFA2|6744	2330.5956	SSFA2|6744	2858.9687
SSH1|54434	1338.1182	SSH1|54434	1351.2561
SSH2|85464	876.4068	SSH2|85464	836.4918
SSH3|54961	1987.8934	SSH3|54961	1059.9383
SSNA1|8636	643.8982	SSNA1|8636	452.6223
SSPN|8082	1024.0663	SSPN|8082	2000.8814
SSPO|23145	11.0194	SSPO|23145	30.4099
SSR1|6745	3830.6985	SSR1|6745	3358.7483
SSR2|6746	4537.4071	SSR2|6746	3528.4266
SSR3|6747	4159.4429	SSR3|6747	2977.0824
SSR4|6748	1878.8017	SSR4|6748	1223.0057
SSRP1|6749	5254.0331	SSRP1|6749	3126.0467
SSSCA1|10534	434.163	SSSCA1|10534	229.6166
SSTR1|6751	16.8964	SSTR1|6751	90.3482
SSTR2|6752	186.5946	SSTR2|6752	83.7373
SSU72|29101	1883.2094	SSU72|29101	2071.8378
SSX2IP|117178	781.273	SSX2IP|117178	323.4905
ST13|6767	4593.9731	ST13|6767	5375.9365
ST14|6768	1848.3148	ST14|6768	1599.8237
ST20|400410	44.3272	ST20|400410	45.583999999999996
ST3GAL1|6482	1918.8387	ST3GAL1|6482	1410.3129
ST3GAL2|6483	476.7712	ST3GAL2|6483	600.7052
ST3GAL3|6487	181.4522	ST3GAL3|6487	286.4698
ST3GAL4|6484	444.4477	ST3GAL4|6484	371.97
ST3GAL5|8869	174.106	ST3GAL5|8869	383.8695
ST3GAL6|10402	70.5239	ST3GAL6|10402	144.1164
ST5|6764	2556.1253	ST5|6764	2303.2173
ST6GAL1|6480	1509.6529999999998	ST6GAL1|6480	1703.3936
ST6GAL2|84620	527.0929	ST6GAL2|84620	218.1578
ST6GALNAC1|55808	20.5695	ST6GALNAC1|55808	117.67299999999999
ST6GALNAC2|10610	318.4596	ST6GALNAC2|10610	620.5377
ST6GALNAC3|256435	55.4641	ST6GALNAC3|256435	188.6294
ST6GALNAC4|27090	408.4511	ST6GALNAC4|27090	243.7197
ST6GALNAC5|81849	64.6469	ST6GALNAC5|81849	43.6316
ST6GALNAC6|30815	1099.7326	ST6GALNAC6|30815	1808.2856
ST7L|54879	377.9642	ST7L|54879	449.978
ST7OT1|93653	12.7053	ST7OT1|93653	45.50899999999999
ST7|7982	462.9382	ST7|7982	484.6496
ST8SIA1|6489	56.9334	ST8SIA1|6489	94.7554
ST8SIA2|8128	78.9721	ST8SIA2|8128	193.4773
ST8SIA4|7903	262.2609	ST8SIA4|7903	286.9105
ST8SIA6|338596	22.0387	ST8SIA6|338596	87.2631
STAB1|23166	1008.0221	STAB1|23166	2302.6223
STAB2|55576	11.0194	STAB2|55576	162.186
STAC2|342667	519.0121	STAC2|342667	2784.9273
STAC3|246329	63.0748	STAC3|246329	38.3429
STAC|6769	20.9368	STAC|6769	99.1626
STAG1|10274	1065.4073	STAG1|10274	1262.5430000000001
STAG2|10735	2910.5815	STAG2|10735	3180.2556
STAG3L1|54441	66.1162	STAG3L1|54441	79.7708
STAG3L2|442582	68.3201	STAG3L2|442582	114.5879
STAG3L3|442578	101.5434	STAG3L3|442578	187.8757
STAG3L4|64940	109.0917	STAG3L4|64940	92.1111
STAG3|10734	11.3536	STAG3|10734	22.3226
STAM2|10254	1201.4781	STAM2|10254	1089.026
STAMBPL1|57559	88.5222	STAMBPL1|57559	118.1137
STAMBP|10617	818.3715	STAMBP|10617	581.3134
STAM|8027	493.6675	STAM|8027	583.9577
STAP1|26228	14.3252	STAP1|26228	11.8995
STAP2|55620	609.7382	STAP2|55620	277.2146
STARD10|10809	3310.9518	STARD10|10809	1384.751
STARD13|90627	695.6892	STARD13|90627	955.0463
STARD3NL|83930	565.2934	STARD3NL|83930	558.3958
STARD3|10948	688.3430000000001	STARD3|10948	791.5381
STARD4|134429	84.8491	STARD4|134429	76.6858
STARD5|80765	88.1549	STARD5|80765	85.0595
STARD7|56910	3846.9851	STARD7|56910	3144.3103
STARD8|9754	255.6493	STARD8|9754	521.3751
lowly_expressed	lowly_expressed	STAR|6770	9.6959
STAT1|6772	10265.6402	STAT1|6772	4025.5619
STAT2|6773	2468.705	STAT2|6773	2619.2155
STAT3|6774	8321.0896	STAT3|6774	7071.3971
