gene_id	TCGA-E9-A1RD-01A-11R-A157-07	gene_id	TCGA-E9-A1RD-11A-33R-A157-07
SLC38A11|151258	54.8016	SLC38A11|151258	13.3665
SLC38A1|81539	1872.2583	SLC38A1|81539	1607.7089999999998
SLC38A2|54407	1551.682	SLC38A2|54407	4278.2095
SLC38A3|10991	14.6652	SLC38A3|10991	47.248999999999995
SLC38A4|55089	15.9516	SLC38A4|55089	23.9353
SLC38A5|92745	78.4717	SLC38A5|92745	38.2344
SLC38A6|145389	178.5553	SLC38A6|145389	274.7902
SLC38A7|55238	221.7791	SLC38A7|55238	251.4765
SLC38A9|153129	362.77099999999996	SLC38A9|153129	272.3034
SLC39A10|57181	1509.7446	SLC39A10|57181	800.1243
SLC39A11|201266	2769.6662	SLC39A11|201266	437.0532
SLC39A13|91252	614.9096	SLC39A13|91252	660.5533
SLC39A14|23516	1020.1325	SLC39A14|23516	1532.4837
SLC39A1|27173	2655.4319	SLC39A1|27173	2297.4821
removed	removed	SLC39A2|29986	10.8797
SLC39A3|29985	502.4764	SLC39A3|29985	257.3827
SLC39A4|55630	78.4717	SLC39A4|55630	65.8999
SLC39A6|25800	120588.9239	SLC39A6|25800	6328.8778
SLC39A7|7922	2624.0432	SLC39A7|7922	2440.4725
SLC39A8|64116	414.7424	SLC39A8|64116	622.0081
SLC39A9|55334	3482.3439	SLC39A9|55334	2093.8763
SLC3A1|6519	6.4861	removed	removed
SLC3A2|6520	2232.4564	SLC3A2|6520	1766.5527
SLC40A1|30061	1618.3186	SLC40A1|30061	5130.5564
SLC41A1|254428	929.3111	SLC41A1|254428	1204.8492
SLC41A2|84102	113.977	SLC41A2|84102	353.4349
SLC41A3|54946	743.0372	SLC41A3|54946	1013.0556
SLC43A1|8501	155.3998	SLC43A1|8501	299.3472
SLC43A2|124935	373.5769	SLC43A2|124935	631.6444
SLC43A3|29015	813.227	SLC43A3|29015	1785.6233
SLC44A1|23446	5055.1232	SLC44A1|23446	2233.7582
SLC44A2|57153	5912.3947	SLC44A2|57153	5017.0967
SLC44A3|126969	554.1905	SLC44A3|126969	131.1781
SLC44A4|80736	4916.9615	SLC44A4|80736	245.8813
SLC44A5|204962	78.4717	SLC44A5|204962	21.1377
SLC45A1|50651	29.845	SLC45A1|50651	33.5717
SLC45A3|85414	454.3642	SLC45A3|85414	113.7706
SLC45A4|57210	182.6719	SLC45A4|57210	256.4501
SLC46A1|113235	921.2195	SLC46A1|113235	1107.8769
SLC46A2|57864	15.9516	SLC46A2|57864	17.0967
SLC46A3|283537	384.1256	SLC46A3|283537	693.5033
SLC47A1|55244	14.1506	SLC47A1|55244	48.4924
removed	removed	SLC47A2|146802	6.2170000000000005
SLC48A1|55652	1157.0078	SLC48A1|55652	1163.8172
SLC4A11|83959	246.7357	SLC4A11|83959	41.6537
SLC4A1AP|22950	675.2428	SLC4A1AP|22950	623.7022
SLC4A2|6522	1020.4901	SLC4A2|6522	1337.0065
SLC4A3|6508	199.1381	SLC4A3|6508	132.7324
SLC4A4|8671	2236.8303	SLC4A4|8671	367.7339
SLC4A5|57835	242.0403	SLC4A5|57835	79.3255
SLC4A7|9497	2398.1476	SLC4A7|9497	873.7955
SLC4A8|9498	601.0163	SLC4A8|9498	126.5154
SLC5A1|6523	21.3546	SLC5A1|6523	343.7986
SLC5A3|6526	815.5554	SLC5A3|6526	2412.9158
SLC5A4|6527	9.5195	SLC5A4|6527	9.6363
SLC5A6|8884	1027.1178	SLC5A6|8884	1321.719
SLC5A7|60482	12.0924	removed	removed
SLC5A8|160728	47.083	removed	removed
SLC5A9|200010	27.0149	SLC5A9|200010	13.6773
SLC6A10P|386757	5.1457	removed	removed
SLC6A12|6539	17.2381	SLC6A12|6539	14.9207
removed	removed	SLC6A14|11254	131.7998
removed	removed	SLC6A15|55117	25.1787
removed	removed	SLC6A16|28968	53.7768
SLC6A17|388662	10.8059	SLC6A17|388662	8.0821
SLC6A1|6529	41.6801	SLC6A1|6529	16.7858
SLC6A20|54716	11.0632	SLC6A20|54716	21.1377
removed	removed	SLC6A2|6530	37.6127
SLC6A4|6532	5.403	SLC6A4|6532	9.9472
SLC6A6|6533	1141.0562	SLC6A6|6533	855.1445
SLC6A8|6535	725.7992	SLC6A8|6535	988.4986
SLC6A9|6536	668.0414	SLC6A9|6536	138.0168
removed	removed	SLC7A10|56301	756.3009
SLC7A11|23657	353.7609	SLC7A11|23657	26.4221
SLC7A13|157724	18.0099	removed	removed
SLC7A1|6541	375.6352	SLC7A1|6541	583.1519999999999
SLC7A2|6542	13320.6406	SLC7A2|6542	1305.875
removed	removed	SLC7A3|84889	25.1787
SLC7A4|6545	8.7477	SLC7A4|6545	46.3164
SLC7A5|8140	1034.7977	SLC7A5|8140	121.8527
SLC7A6OS|84138	108.6615	SLC7A6OS|84138	248.8654
SLC7A6|9057	763.7898	SLC7A6|9057	1891.0165
SLC7A7|9056	296.1343	SLC7A7|9056	311.4703
SLC7A8|23428	5103.4926	SLC7A8|23428	1035.7476
SLC7A9|11136	6.9467	removed	removed
SLC8A1|6546	170.8368	SLC8A1|6546	329.4995
removed	removed	SLC8A3|6547	23.0028
SLC9A1|6548	2125.1688	SLC9A1|6548	907.0563
SLC9A2|6549	26.7576	SLC9A2|6549	16.1641
SLC9A3R1|9368	5418.9233	SLC9A3R1|9368	963.0089999999999
SLC9A3R2|9351	1463.9479999999999	SLC9A3R2|9351	1602.1138
SLC9A5|6553	44.5102	SLC9A5|6553	11.5014
SLC9A6|10479	125.8121	SLC9A6|10479	566.3662
SLC9A7|84679	267.0612	SLC9A7|84679	82.3749
SLC9A8|23315	720.1389	SLC9A8|23315	622.3189
SLC9A9|285195	81.0446	SLC9A9|285195	648.7411
removed	removed	SLCO1A2|6579	8.0821
removed	removed	SLCO1C1|53919	22.6919
SLCO2A1|6578	878.6261	SLCO2A1|6578	589.369
SLCO2B1|11309	660.7062	SLCO2B1|11309	1286.2916
SLCO3A1|28232	228.7258	SLCO3A1|28232	713.0867
SLCO4A1|28231	9.2391	SLCO4A1|28231	73.6276
removed	removed	SLCO4C1|353189	5.2844
SLFN11|91607	365.8584	SLFN11|91607	1455.3932
SLFN12L|342615	5.1457	SLFN12L|342615	27.3547
SLFN12|55106	242.1046	SLFN12|55106	168.7908
SLFN13|146857	612.0795	SLFN13|146857	311.4703
SLFN5|162394	394.6742	SLFN5|162394	1747.9018
removed	removed	SLFNL1|200172	5.5953
removed	removed	SLIT1|6585	11.5014
SLIT2|9353	188.5894	SLIT2|9353	930.6808
SLIT3|6586	592.0113	SLIT3|6586	7235.0016
removed	removed	SLITRK2|84631	56.8853
SLITRK3|22865	5.1457	SLITRK3|22865	8.0821
SLITRK4|139065	31.9033	SLITRK4|139065	96.6739
removed	removed	SLITRK5|26050	26.733
SLITRK6|84189	825.8828	SLITRK6|84189	130.2456
SLK|9748	2140.0913	SLK|9748	2597.451
SLMAP|7871	1854.5057	SLMAP|7871	1318.309
SLMO1|10650	32.4178	SLMO1|10650	26.733
SLMO2|51012	1467.8073	SLMO2|51012	1143.3012
SLN|6588	6.4321	SLN|6588	8.0821
SLPI|6590	768.5084	SLPI|6590	1736.4004
SLTM|79811	2488.7116	SLTM|79811	2518.1846
SLU7|10569	1643.7898	SLU7|10569	1649.6736
SMAD1|4086	949.3793	SMAD1|4086	950.5751
SMAD2|4087	2521.3868	SMAD2|4087	2835.2502
SMAD3|4088	1067.2155	SMAD3|4088	2048.8032
SMAD4|4089	2108.5766	SMAD4|4089	2047.9888
removed	removed	SMAD5OS|9597	7.1495
SMAD5|4090	2284.6851	SMAD5|4090	2173.1427
SMAD6|4091	66.3794	SMAD6|4091	199.5648
SMAD7|4092	749.9839	SMAD7|4092	640.659
SMAD9|4093	8.7477	SMAD9|4093	85.4834
SMAGP|57228	55.3161	SMAGP|57228	175.0078
SMAP1|60682	894.1146	SMAP1|60682	979.5772
SMAP2|64744	1099.6334	SMAP2|64744	878.1473
SMARCA1|6594	520.4863	SMARCA1|6594	1297.7930000000001
SMARCA2|6595	4987.2001	SMARCA2|6595	5447.3112
SMARCA4|6597	2850.4535	SMARCA4|6597	1318.9307
SMARCA5|8467	3098.7329	SMARCA5|8467	2100.0933
SMARCAD1|56916	1218.4987	SMARCAD1|56916	893.3789
SMARCAL1|50485	851.6112	SMARCAL1|50485	598.6944
SMARCB1|6598	871.1649	SMARCB1|6598	834.6285
SMARCC1|6599	3955.2325	SMARCC1|6599	1960.8331
SMARCC2|6601	3073.5190000000002	SMARCC2|6601	3771.2154
SMARCD1|6602	1376.2141	SMARCD1|6602	1285.359
SMARCD2|6603	2240.175	SMARCD2|6603	2364.0037
SMARCD3|6604	249.5658	SMARCD3|6604	428.0385
SMARCE1|6605	3160.4811	SMARCE1|6605	3189.3068
SMC1A|8243	3149.9325	SMC1A|8243	2273.8576
SMC1B|27127	6.1748	removed	removed
SMC2|10592	864.99	SMC2|10592	580.9761
SMC3|9126	1886.9235	SMC3|9126	1718.3712
SMC4|10051	1299.5433	SMC4|10051	666.4594
SMC5|23137	994.9186	SMC5|23137	795.1508
SMC6|79677	987.2001	SMC6|79677	702.8287
SMCHD1|23347	1350.7429	SMCHD1|23347	1630.0901
SMCR7L|54471	656.0751	SMCR7L|54471	1260.4911
SMCR7|125170	350.164	SMCR7|125170	165.3715
SMCR8|140775	1159.1098	SMCR8|140775	1009.6954
SMEK1|55671	1991.6383	SMEK1|55671	1540.2549
SMEK2|57223	2344.8897	SMEK2|57223	2637.8614
SMG1|23049	4186.7884	SMG1|23049	3610.1958
SMG5|23381	1647.1345	SMG5|23381	1599.9378
SMG6|23293	1165.4982	SMG6|23293	1405.0357
SMG7|9887	3648.8068	SMG7|9887	1946.8449
SMN2|6607	1266.4771	SMN2|6607	864.7591
SMNDC1|10285	668.1675	SMNDC1|10285	588.1256
SMOC1|64093	10.5487	SMOC1|64093	207.0252
SMOC2|64094	1833.6657	SMOC2|64094	4279.1421
SMOX|54498	79.7582	SMOX|54498	93.8763
SMO|6608	409.5967	SMO|6608	319.8632
SMPD1|6609	902.5535	SMPD1|6609	874.1063
SMPD2|6610	346.56199999999995	SMPD2|6610	139.2602
SMPD3|55512	156.4289	SMPD3|55512	43.8297
SMPD4|55627	2019.6823	SMPD4|55627	1108.1753
SMPDL3A|10924	367.6594	SMPDL3A|10924	244.6379
SMPDL3B|27293	400.5918	SMPDL3B|27293	60.9263
removed	removed	SMR3B|10879	5.5953
SMS|6611	1442.8507	SMS|6611	1029.2198
SMTNL1|219537	6.4321	removed	removed
removed	removed	SMTNL2|342527	11.1906
SMTN|6525	318.7753	SMTN|6525	709.3565
SMU1|55234	2019.6823	SMU1|55234	1682.0019
SMUG1|23583	698.7843	SMUG1|23583	491.7625
SMURF1|57154	888.4261	SMURF1|57154	1099.7171
SMURF2|64750	456.93699999999995	SMURF2|64750	630.0901
removed	removed	SMYD1|150572	118.4333
SMYD2|56950	588.9239	SMYD2|56950	842.0889
SMYD3|64754	193.4778	SMYD3|64754	137.7059
SMYD4|114826	315.1733	SMYD4|114826	583.7737
SMYD5|10322	585.5792	SMYD5|10322	488.0323
SNAI1|6615	75.127	SNAI1|6615	211.3771
SNAI2|6591	380.5236	SNAI2|6591	582.8412
SNAI3|333929	10.0341	SNAI3|333929	11.8122
SNAP23|8773	1947.8999	SNAP23|8773	1411.8744
removed	removed	SNAP25|6616	5.5953
SNAP29|9342	1253.4894	SNAP29|9342	1133.6649
SNAP47|116841	982.4172	SNAP47|116841	426.4128
SNAPC1|6617	151.5405	SNAPC1|6617	234.6907
SNAPC2|6618	326.2366	SNAPC2|6618	219.4591
SNAPC3|6619	654.0169	SNAPC3|6619	551.4454
SNAPC4|6621	187.303	SNAPC4|6621	158.5328
SNAPC5|10302	85.6911	SNAPC5|10302	93.3261
SNAPIN|23557	1112.4976	SNAPIN|23557	809.7606
SNCAIP|9627	25.9857	SNCAIP|9627	251.1657
SNCA|6622	17.2381	SNCA|6622	153.2484
SNCG|6623	6.1748	SNCG|6623	4082.6857
SND1|27044	3274.2008	SND1|27044	3533.7271
SNED1|25992	834.3732	SNED1|25992	1812.2474
SNF8|11267	642.4391	SNF8|11267	767.1744
SNHG10|283596	70.2386	SNHG10|283596	49.4249
SNHG11|128439	136.8856	SNHG11|128439	115.3559
SNHG12|85028	202.7401	SNHG12|85028	149.829
SNHG1|23642	543.5724	SNHG1|23642	441.0942
SNHG3-RCC1|751867	203.8747	SNHG3-RCC1|751867	182.9406
SNHG3|8420	65.0929	SNHG3|8420	26.1113
SNHG4|724102	6.4192	SNHG4|724102	5.6699
SNHG5|387066	916.7042	SNHG5|387066	1823.4379999999999
SNHG6|641638	417.05800000000005	SNHG6|641638	786.447
SNHG7|84973	327.4998	SNHG7|84973	567.8738
SNHG8|100093630	863.7036	SNHG8|100093630	676.4066
SNHG9|735301	43.2238	SNHG9|735301	33.5717
SNIP1|79753	337.2998	SNIP1|79753	289.0892
SNN|8303	642.9536	SNN|8303	2780.8517
SNORA39|677821	10.2811	SNORA39|677821	6.1859
SNORA7B|677797	5.7632	removed	removed
SNORA8|654320	252.2828	SNORA8|654320	293.1644
SNORD116-20|100033431	11.5778	SNORD116-20|100033431	13.3665
SNORD116-28|100033820	137.0219	SNORD116-28|100033820	42.8753
SNORD116-4|100033416	41.6363	SNORD116-4|100033416	46.6304
SNORD1C|677850	26.0809	SNORD1C|677850	9.6736
SNPH|9751	862.1599	SNPH|9751	166.304
SNRK|54861	1052.8076	SNRK|54861	2212.3096
SNRNP200|23020	5677.2368	SNRNP200|23020	5077.7122
SNRNP25|79622	597.1569999999999	SNRNP25|79622	355.9217
SNRNP27|11017	569.8849	SNRNP27|11017	631.6444
SNRNP35|11066	242.7118	SNRNP35|11066	351.3242
SNRNP40|9410	662.5072	SNRNP40|9410	555.7973
SNRNP48|154007	456.1652	SNRNP48|154007	428.0385
SNRNP70|6625	2339.744	SNRNP70|6625	1723.6556
SNRPA1|6627	266.032	SNRPA1|6627	225.6761
SNRPA|6626	823.31	SNRPA|6626	709.3565
SNRPB2|6629	944.7482	SNRPB2|6629	797.3267
SNRPB|6628	1645.0762	SNRPB|6628	1001.2434
SNRPC|6631	1045.0891	SNRPC|6631	645.6326
SNRPD1|6632	902.8108	SNRPD1|6632	390.115
SNRPD2|6633	2209.8154	SNRPD2|6633	1627.6034
SNRPD3|6634	1141.5193	SNRPD3|6634	1047.3112
SNRPE|6635	1305.2036	SNRPE|6635	517.2521
SNRPF|6636	673.0559	SNRPF|6636	360.5844
SNRPG|6637	855.9851	SNRPG|6637	415.9154
SNRPN|6638	2184.7996	SNRPN|6638	1187.3609
SNTA1|6640	407.5384	SNTA1|6640	1420.2673
SNTB1|6641	296.9062	SNTB1|6641	459.4343
SNTB2|6645	1041.7444	SNTB2|6645	2055.3311
removed	removed	SNTG2|54221	52.5334
SNTN|132203	9.5195	removed	removed
SNUPN|10073	668.4248	SNUPN|10073	465.9621
SNURF|8926	115.7342	SNURF|8926	67.7743
SNW1|22938	1837.7822	SNW1|22938	1634.7529
SNX10|29887	186.0166	SNX10|29887	1306.1859
SNX11|29916	585.0646	SNX11|29916	704.0721
SNX12|29934	236.7016	SNX12|29934	178.4271
SNX13|23161	1074.9341	SNX13|23161	1363.382
SNX14|57231	2310.1563	SNX14|57231	1302.4557
SNX15|29907	336.2707	SNX15|29907	709.9782
SNX16|64089	353.2514	SNX16|64089	420.5782
SNX17|9784	1794.0439	SNX17|9784	2621.0755
SNX18|112574	815.5914	SNX18|112574	1221.3242
SNX19|399979	3297.3564	SNX19|399979	3783.9602
SNX1|6642	4467.7429999999995	SNX1|6642	6158.5328
SNX20|124460	28.2189	SNX20|124460	24.2462
SNX21|90203	384.5629	SNX21|90203	1118.8405
SNX22|79856	220.2174	SNX22|79856	95.7352
SNX24|28966	355.0524	SNX24|28966	157.2894
SNX25|83891	716.7942	SNX25|83891	339.4467
SNX27|81609	2612.1207	SNX27|81609	1048.4768
SNX29|92017	803.7564	SNX29|92017	1456.0149
SNX2|6643	1858.365	SNX2|6643	2197.078
SNX30|401548	803.7564	SNX30|401548	674.5415
SNX33|257364	730.6876	SNX33|257364	1733.6027
SNX3|8724	2552.7755	SNX3|8724	5340.6901
SNX4|8723	999.807	SNX4|8723	806.0305
SNX5|27131	2023.5415	SNX5|27131	3370.2207
SNX6|58533	1485.3026	SNX6|58533	2037.6127
SNX7|51375	246.993	SNX7|51375	536.5247
SNX8|29886	156.6862	SNX8|29886	325.4585
SNX9|51429	1918.5695	SNX9|51429	3608.9524
SOAT1|6646	571.9431	SOAT1|6646	650.2953
SOBP|55084	44.5102	SOBP|55084	271.6817
SOCS1|8651	33.9615	SOCS1|8651	38.2344
SOCS2|8835	120.6664	SOCS2|8835	715.8844
SOCS3|9021	254.197	SOCS3|9021	870.3761
SOCS4|122809	696.7261	SOCS4|122809	666.7703
SOCS5|9655	687.9784	SOCS5|9655	1089.8353
SOCS6|9306	1349.9711	SOCS6|9306	762.8225
SOCS7|30837	64.3211	SOCS7|30837	92.9437
SOD1|6647	5032.4822	SOD1|6647	4299.9689
SOD2|6648	1925.2589	SOD2|6648	6794.2182
SOD3|6649	95.4525	SOD3|6649	3235.3124
SOHLH2|54937	29.9402	SOHLH2|54937	24.557
SOLH|6650	336.0134	SOLH|6650	244.9487
SON|6651	8540.8117	SON|6651	6839.6021
SORBS1|10580	1570.4638	SORBS1|10580	33648.7411
SORBS2|8470	2120.795	SORBS2|8470	1171.5884
SORBS3|10174	1845.5007	SORBS3|10174	2691.949
SORCS1|114815	469.2867	SORCS1|114815	87.3485
SORCS2|57537	212.0023	SORCS2|57537	111.5947
SORD|6652	2406.3807	SORD|6652	254.2742
SORL1|6653	1185.8236	SORL1|6653	1322.9717
SORT1|6272	4320.0617	SORT1|6272	7981.3491
SOS1|6654	1213.6103	SOS1|6654	3039.7886
SOS2|6655	1299.286	SOS2|6655	1674.2306
SOSTDC1|25928	9.7768	SOSTDC1|25928	592.1666
SOX10|6663	22.3837	SOX10|6663	603.0463
SOX11|6664	57.3744	SOX11|6664	18.3401
SOX12|6666	1008.2974	SOX12|6666	237.1775
SOX13|9580	1642.7607	SOX13|9580	1150.7616
removed	removed	SOX15|6665	14.299000000000001
SOX17|64321	74.0979	SOX17|64321	331.9863
SOX18|54345	90.5641	SOX18|54345	398.5079
SOX2OT|347689	5.9175	removed	removed
SOX4|6659	2526.0179	SOX4|6659	1546.161
SOX5|6660	9.7768	SOX5|6660	234.06900000000002
SOX6|55553	163.3756	SOX6|55553	224.4327
SOX7|83595	90.0315	SOX7|83595	676.4252
SOX8|30812	9.2622	SOX8|30812	28.9089
SOX9|6662	133.5306	SOX9|6662	705.0047
SP100|6672	2808.7734	SP100|6672	2131.7998
SP110|3431	1246.5427	SP110|3431	535.903
SP140L|93349	591.7103	SP140L|93349	345.9745
SP140|11262	53.0443	SP140|11262	30.1523
SP1|6667	4224.8665	SP1|6667	3725.5207
SP2|6668	521.2581	SP2|6668	594.6534
SP3|6670	2691.7090000000003	SP3|6670	2202.9841
SP4|6671	139.7054	SP4|6671	188.3743
SP5|389058	31.9033	SP5|389058	27.0438
SP6|80320	140.7345	SP6|80320	54.7094
SPA17|53340	366.6302	SPA17|53340	106.9319
SPAG16|79582	178.2981	SPAG16|79582	353.4349
SPAG17|200162	14.1506	SPAG17|200162	75.2254
SPAG1|6674	489.8694	SPAG1|6674	91.3895
SPAG4|6676	23.9274	SPAG4|6676	9.6363
SPAG5|10615	447.4175	SPAG5|10615	101.9583
SPAG7|9552	565.2537	SPAG7|9552	650.9169999999999
SPAG8|26206	16.9808	SPAG8|26206	19.2726
SPAG9|9043	1488.39	SPAG9|9043	3521.9148
SPARCL1|8404	8241.8473	SPARCL1|8404	26182.779
SPARC|6678	65462.9189	SPARC|6678	84060.9263
SPAST|6683	590.9822	SPAST|6683	530.6186
SPATA13|221178	329.8205	SPATA13|221178	334.1623
SPATA17|128153	168.7785	SPATA17|128153	22.3811
SPATA18|132671	72.2969	SPATA18|132671	313.3354
SPATA1|64173	12.239	removed	removed
SPATA20|64847	1518.2633	SPATA20|64847	994.0939
removed	removed	SPATA22|84690	19.5586
SPATA24|202051	52.486000000000004	SPATA24|202051	24.8679
SPATA2L|124044	62.2628	SPATA2L|124044	59.0612
SPATA2|9825	460.0244	SPATA2|9825	294.6845
SPATA4|132851	34.2188	removed	removed
SPATA5L1|79029	208.1431	SPATA5L1|79029	158.2219
SPATA5|166378	305.9111	SPATA5|166378	213.2422
SPATA6|54558	272.9787	SPATA6|54558	147.9639
SPATA7|55812	202.2255	SPATA7|55812	243.3945
SPATA9|83890	6.6894	SPATA9|83890	21.4486
SPATS2L|26010	1247.5719	SPATS2L|26010	1812.2474
SPATS2|65244	956.326	SPATS2|65244	295.9279
SPC24|147841	12.0924	removed	removed
SPC25|57405	120.1518	SPC25|57405	10.8797
SPCS1|28972	2756.7582	SPCS1|28972	1358.0976
SPCS2|9789	681.5463	SPCS2|9789	474.6658
SPCS3|60559	2850.4535	SPCS3|60559	2157.2894
SPDEF|25803	3336.4636	SPDEF|25803	276.9661
SPDYA|245711	11.6678	SPDYA|245711	11.345999999999998
SPDYE1|285955	16.4662	SPDYE1|285955	8.9711
SPDYE3|441272	91.7347	SPDYE3|441272	96.8325
SPDYE5|442590	15.6943	SPDYE5|442590	5.9061
SPDYE6|729597	51.4569	SPDYE6|729597	13.0556
SPDYE7P|441251	7.9758	SPDYE7P|441251	5.5953
SPDYE8P|389517	35.5052	SPDYE8P|389517	12.7448
SPEF1|25876	29.3304	removed	removed
SPEF2|79925	760.7899	SPEF2|79925	198.3214
SPEG|10290	126.8412	SPEG|10290	219.4591
SPEN|23013	2244.5488	SPEN|23013	2769.972
SPESP1|246777	136.5511	SPESP1|246777	65.5704
SPG11|80208	3055.2518	SPG11|80208	1947.1557
SPG20|23111	1026.5646	SPG20|23111	2121.5418
SPG21|51324	2336.9139	SPG21|51324	1901.7718
SPG7|6687	702.1289999999999	SPG7|6687	986.0118
SPHAR|10638	118.9914	SPHAR|10638	115.0047
SPHK1|8877	122.3027	SPHK1|8877	181.1066
SPHK2|56848	240.6303	SPHK2|56848	162.5832
removed	removed	SPHKAP|80309	26.4221
SPI1|6688	292.7896	SPI1|6688	354.9891
SPIN1|10927	3816.8135	SPIN1|10927	2696.6118
removed	removed	SPIN2A|54466	7.4604
SPIN2B|474343	159.4751	SPIN2B|474343	106.4159
SPIN3|169981	683.8618	SPIN3|169981	333.8514
SPIN4|139886	189.6186	SPIN4|139886	123.7177
removed	removed	SPINK1|6690	26.1113
SPINK5|11005	6.6894	SPINK5|11005	15.8533
SPINK8|646424	18.7818	SPINK8|646424	6.2170000000000005
SPINT1|6692	4721.4254	SPINT1|6692	955.2378
SPINT2|10653	8713.9641	SPINT2|10653	1586.8822
SPIRE1|56907	948.6074	SPIRE1|56907	1131.489
SPIRE2|84501	143.5647	SPIRE2|84501	35.4367
SPNS1|83985	482.3567	SPNS1|83985	486.5776
SPNS2|124976	125.3592	SPNS2|124976	788.1815
SPNS3|201305	7.204	removed	removed
SPN|6693	96.4816	SPN|6693	182.1573
SPOCD1|90853	161.8319	SPOCD1|90853	73.6711
SPOCK1|6695	673.0559	SPOCK1|6695	1601.8029
SPOCK2|9806	62.8211	SPOCK2|9806	288.051
SPON1|10418	747.4111	SPON1|10418	1828.7224
SPON2|10417	244.9347	SPON2|10417	991.9179
SPOPL|339745	2107.6735	SPOPL|339745	905.8129
SPOP|8405	1895.1566	SPOP|8405	1394.4669
SPP1|6696	1977.7449	SPP1|6696	3874.4172
SPPL2A|84888	1074.4195	SPPL2A|84888	909.2322
SPPL2B|56928	585.3219	SPPL2B|56928	394.7777
SPPL3|121665	1462.1470000000002	SPPL3|121665	1231.2714
SPRED1|161742	680.2599	SPRED1|161742	1316.7547
SPRED2|200734	1772.1747	SPRED2|200734	1008.7038
SPRN|503542	42.1946	SPRN|503542	48.4924
SPRY1|10252	575.0306	SPRY1|10252	1825.3031
SPRY2|10253	95.4525	SPRY2|10253	1054.0877
SPRY3|10251	84.6466	SPRY3|10251	130.8673
SPRY4|81848	1032.9967	SPRY4|81848	556.419
SPRYD3|84926	1454.6858	SPRYD3|84926	1867.8893
SPRYD4|283377	469.2867	SPRYD4|283377	316.133
SPR|6697	1652.0229	SPR|6697	851.1035
SPSB1|80176	449.2185	SPSB1|80176	815.3559
SPSB2|84727	66.8939	SPSB2|84727	70.5626
SPSB3|90864	444.0728	SPSB3|90864	525.0233
SPSB4|92369	14.6652	SPSB4|92369	12.7448
removed	removed	SPTA1|6708	7.1495
SPTAN1|6709	6173.0237	SPTAN1|6709	9775.5673
SPTBN1|6711	5216.6978	SPTBN1|6711	60577.2459
SPTBN2|6712	571.6859	SPTBN2|6712	231.8931
SPTBN4|57731	77.4426	SPTBN4|57731	65.5891
SPTBN5|51332	91.8505	SPTBN5|51332	40.7989
SPTB|6710	39.1072	SPTB|6710	97.2956
SPTLC1|10558	1872.2583	SPTLC1|10558	1745.7258
SPTLC2|9517	4169.8077	SPTLC2|9517	2112.5272
SPTLC3|55304	404.7083	SPTLC3|55304	259.2477
SPTY2D1|144108	1437.3088	SPTY2D1|144108	834.6876
SQLE|6713	687.2065	SQLE|6713	191.4827
SQRDL|58472	2672.67	SQRDL|58472	1278.8312
SQSTM1|8878	9081.1321	SQSTM1|8878	11800.2331
SR140|23350	2213.9319	SR140|23350	2208.5794
SRA1|10011	788.062	SRA1|10011	448.2437
SRBD1|55133	796.8097	SRBD1|55133	490.83
SRCAP|10847	4584.0355	SRCAP|10847	2919.4902
SRCIN1|80725	525.1174	SRCIN1|80725	85.4834
SRCRB4D|136853	15.4576	SRCRB4D|136853	63.6152
SRC|6714	648.0993	SRC|6714	525.9559
SRD5A1|6715	118.3508	SRD5A1|6715	103.2017
SRD5A2|6716	10.5487	removed	removed
SRD5A3|79644	1250.3403	SRD5A3|79644	502.2785
SREBF1|6720	4618.5116	SREBF1|6720	1393.8452
SREBF2|6721	2415.9002	SREBF2|6721	1716.8169
SRFBP1|153443	368.4312	SRFBP1|153443	226.2978
SRF|6722	624.1719	SRF|6722	1151.3833
SRGAP1|57522	609.2494	SRGAP1|57522	440.7833
SRGAP2|23380	852.3831	SRGAP2|23380	1024.8679
SRGAP3|9901	278.1244	SRGAP3|9901	184.0224
SRGN|5552	566.5402	SRGN|5552	1701.5853
SRI|6717	771.0812	SRI|6717	1635.9963
SRL|6345	11.8351	SRL|6345	47.5598
SRMS|6725	21.3546	removed	removed
SRM|6723	672.0268	SRM|6723	653.0929
SRP14|6727	4791.4067	SRP14|6727	4337.2707
SRP19|6728	1094.0657	SRP19|6728	554.5912
SRP54|6729	1711.1983	SRP54|6729	825.6139
SRP68|6730	1746.7035	SRP68|6730	1976.9972
SRP72|6731	2965.7169	SRP72|6731	2252.0982
SRP9|6726	7870.8432	SRP9|6726	3097.6065
SRPK1|6732	1368.2382	SRPK1|6732	701.5853
SRPK2|6733	1828.52	SRPK2|6733	1092.6329
SRPK3|26576	8.0813	SRPK3|26576	11.9179
SRPRB|58477	1286.9364	SRPRB|58477	954.3053
SRPR|6734	4448.4466	SRPR|6734	3382.9655
SRPX2|27286	295.3624	SRPX2|27286	1345.0420000000001
SRPX|8406	113.7197	SRPX|8406	3131.489
SRRD|402055	235.9298	SRRD|402055	235.6233
SRRM1|10250	2307.8407	SRRM1|10250	1582.2195
SRRM2|23524	17730.7468	SRRM2|23524	11975.7538
SRRM3|222183	31.9033	SRRM3|222183	58.4395
SRRM5|100170229	49.1027	SRRM5|100170229	19.3752
SRRT|51593	1251.9457	SRRT|51593	940.3171
SRR|63826	777.1043	SRR|63826	399.2384
SRXN1|140809	1001.0935	SRXN1|140809	718.3712
