gene_id	TCGA-BH-A0HA-01A-11R-A12P-07	gene_id	TCGA-BH-A0HA-11A-31R-A12P-07
SEPP1|6414	4297.2515	SEPP1|6414	13456.0016
SEPSECS|51091	303.3747	SEPSECS|51091	534.8743
SEPT10|151011	973.6751	SEPT10|151011	2473.236
SEPT11|55752	4324.713	SEPT11|55752	1256.691
SEPT1|1731	131.2768	SEPT1|1731	123.6821
SEPT2|4735	9361.4751	SEPT2|4735	6887.2668
SEPT3|55964	97.8778	SEPT3|55964	397.4047
SEPT4|5414	472.2254	SEPT4|5414	458.23199999999997
SEPT5|5413	547.3733	SEPT5|5413	850.7705
SEPT6|23157	1142.9897	SEPT6|23157	892.5385
SEPT7P2|641977	81.6421	SEPT7P2|641977	319.1403
SEPT7|989	4316.8271	SEPT7|989	3064.0714
SEPT8|23176	1839.1743	SEPT8|23176	1315.8191
SEPT9|10801	6353.2413	SEPT9|10801	4355.2311
SEPW1|6415	4858.6339	SEPW1|6415	1439.1727
SEPX1|51734	813.6379	SEPX1|51734	165.8556
SERAC1|84947	128.9574	SERAC1|84947	274.1281
SERBP1|26135	5341.0646	SERBP1|26135	8358.4753
SERF1A|8293	864.6643	SERF1A|8293	553.1225
SERF2|10169	19471.2188	SERF2|10169	3672.9278
SERGEF|26297	425.8379	SERGEF|26297	285.077
SERHL2|253190	644.3836	SERHL2|253190	132.8994
SERHL|94009	276.006	SERHL|94009	201.541
SERINC1|57515	5776.6439	SERINC1|57515	7564.4769
SERINC2|347735	6909.8921	SERINC2|347735	2520.6813
SERINC3|10955	1515.0179999999998	SERINC3|10955	2605.8394
lowly_expressed	lowly_expressed	SERINC4|619189	8.677999999999999
SERINC5|256987	28.7603	SERINC5|256987	245.3366
SERP1|27230	7253.9534	SERP1|27230	4438.3577
SERP2|387923	33.8629	SERP2|387923	75.8313
SERPINA11|256394	523.7156	SERPINA11|256394	51.0949
lowly_expressed	lowly_expressed	SERPINA12|145264	9.7324
SERPINA1|5265	995.9411	SERPINA1|5265	348.3374
SERPINA3|12	7154.3546	SERPINA3|12	2972.0195
SERPINA5|5104	2049.4028	SERPINA5|5104	486.61800000000005
lowly_expressed	lowly_expressed	SERPINA6|866	21.4923
SERPINA9|327657	12.0608	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SERPINB13|5275	19.0592
SERPINB1|1992	1146.7007	SERPINB1|1992	726.6829
SERPINB2|5055	20.8744	lowly_expressed	lowly_expressed
SERPINB5|5268	160.501	SERPINB5|5268	2159.3674
SERPINB6|5269	4472.2254	SERPINB6|5269	1329.6837
SERPINB7|8710	18.555	lowly_expressed	lowly_expressed
SERPINB8|5271	231.0101	SERPINB8|5271	175.588
SERPINB9|5272	448.5678	SERPINB9|5272	201.541
SERPINE1|5054	1847.6168	SERPINE1|5054	83.1306
SERPINE2|5270	1718.6594	SERPINE2|5270	334.5499
SERPINF1|5176	7152.963000000001	SERPINF1|5176	2516.6261
SERPINF2|5345	91.3835	SERPINF2|5345	200.7299
SERPING1|710	13085.933	SERPING1|710	5372.6683
SERPINH1|871	10343.9638	SERPINH1|871	1639.9027
SERPINI1|5274	448.5678	SERPINI1|5274	551.5004
SERTAD1|29950	615.0992	SERTAD1|29950	185.7259
SERTAD2|9792	1234.3732	SERTAD2|9792	1366.5856
SERTAD3|29946	1542.3866	SERTAD3|29946	369.4242
SERTAD4|56256	114.5773	SERTAD4|56256	265.2068
SESN1|27244	348.8345	SESN1|27244	1838.1995
SESN2|83667	395.2221	SESN2|83667	221.8167
SESN3|143686	51.9541	SESN3|143686	380.3731
SESTD1|91404	773.2808	SESTD1|91404	1313.8686
SETBP1|26040	889.7136	SETBP1|26040	1550.2839
SETD1A|9739	831.2652	SETD1A|9739	1196.2693
SETD1B|23067	725.5016	lowly_expressed	lowly_expressed
SETD2|29072	1186.1301	SETD2|29072	3961.8816
SETD3|84193	1839.2671	SETD3|84193	1501.6221
SETD4|54093	263.9453	SETD4|54093	603.0008
SETD5|55209	1438.0146	SETD5|55209	3783.455
SETD6|79918	371.9077	SETD6|79918	762.7494
SETD7|80854	2078.6269	SETD7|80854	2731.1436
SETD8|387893	925.8959	SETD8|387893	847.1208
SETDB1|9869	925.8959	lowly_expressed	lowly_expressed
SETDB2|83852	339.55699999999996	SETDB2|83852	793.5929
SETMAR|6419	384.5529	SETMAR|6419	1099.7567
SETX|23064	1601.2989	SETX|23064	3276.9667
SET|6418	8107.6192	SET|6418	7272.5061
SEZ6L2|26470	2022.4979999999998	SEZ6L2|26470	497.9724
SEZ6L|23544	8.3498	SEZ6L|23544	10.9489
SF1|7536	3584.8313	SF1|7536	6024.7364
SF3A1|10291	1698.6339	SF3A1|10291	4171.8978
SF3A2|8175	1766.9025	SF3A2|8175	1585.9692
SF3A3|10946	1644.9032	SF3A3|10946	1979.7242
SF3B14|51639	2032.7032	SF3B14|51639	1012.1655
SF3B1|23451	5245.0423	SF3B1|23451	11025.5474
SF3B2|10992	4955.5839	SF3B2|10992	4390.9165
SF3B3|23450	3416.9083	SF3B3|23450	4525.1419
SF3B4|10262	2077.2353	SF3B4|10262	1373.0738
SF3B5|83443	1194.9438	SF3B5|83443	914.4363
SF4|57794	762.6116	SF4|57794	558.3942
SFI1|9814	356.7204	SFI1|9814	514.193
SFMBT1|51460	299.6637	SFMBT1|51460	336.983
SFMBT2|57713	40.8211	SFMBT2|57713	247.7697
SFN|2810	1381.5099	SFN|2810	488.8402
SFPQ|6421	6052.418000000001	SFPQ|6421	4634.266
SFRP1|6422	541.8068	SFRP1|6422	48062.4493
SFRP2|6423	32673.5475	SFRP2|6423	731.5491
SFRP4|6424	2595.8483	SFRP4|6424	539.335
lowly_expressed	lowly_expressed	SFRP5|6425	5.2717
SFRS11|9295	2115.737	SFRS11|9295	4393.3496
SFRS12IP1|285672	1001.9715	SFRS12IP1|285672	641.1192
SFRS12|140890	1223.2402	SFRS12|140890	2150.8516
SFRS13A|10772	1518.729	SFRS13A|10772	2422.5466
SFRS13B|135295	9.2775	SFRS13B|135295	71.7762
SFRS14|10147	974.6028	SFRS14|10147	1522.7088
SFRS15|57466	753.3341	SFRS15|57466	1154.0957
SFRS16|11129	420.2714	SFRS16|11129	789.1322
SFRS17A|8227	721.7906	SFRS17A|8227	1087.9968
SFRS18|25957	1065.5224	SFRS18|25957	3888.8889
SFRS1|6426	4676.7946	SFRS1|6426	4130.9813
SFRS2B|10929	1479.7634	SFRS2B|10929	2167.4777
SFRS2IP|9169	1636.0895	SFRS2IP|9169	4580.292
SFRS2|6427	2923.159	SFRS2|6427	3140.2352
SFRS3|6428	5056.7088	SFRS3|6428	6600.9732
SFRS4|6429	2214.5425	SFRS4|6429	1921.3301
SFRS5|6430	4254.2039	SFRS5|6430	8206.0016
SFRS6|6431	3614.5193	SFRS6|6431	6733.9822
SFRS7|6432	1836.4838	SFRS7|6432	3066.5045
SFRS8|6433	998.7243	SFRS8|6433	1404.704
SFRS9|8683	2382.0016	SFRS9|8683	1416.4639
SFT2D1|113402	347.9068	SFT2D1|113402	400.2433
SFT2D2|375035	40.8211	SFT2D2|375035	116.7518
SFT2D3|84826	504.6967	SFT2D3|84826	337.3885
SFTA1P|207107	8.3498	lowly_expressed	lowly_expressed
SFTPA2|729238	79.7866	lowly_expressed	lowly_expressed
SFTPD|6441	91.3835	SFTPD|6441	34.0633
SFXN1|94081	718.5434	SFXN1|94081	454.1768
SFXN2|118980	793.6913	SFXN2|118980	341.4436
SFXN3|81855	1654.1807	SFXN3|81855	761.9627
SFXN4|119559	523.7156	SFXN4|119559	374.6959
SFXN5|94097	1657.4278	SFXN5|94097	213.3009
SGCA|6442	6.0304	lowly_expressed	lowly_expressed
SGCB|6443	682.825	SGCB|6443	1365.369
SGCD|6444	820.5961	SGCD|6444	684.9148
SGCE|8910	576.1336	SGCE|8910	1141.5247
SGCG|6445	12.0608	lowly_expressed	lowly_expressed
SGEF|26084	490.3166	SGEF|26084	366.18
SGIP1|84251	85.81700000000001	SGIP1|84251	178.8321
SGK196|84197	16.2356	SGK196|84197	36.9019
SGK1|6446	945.3786	SGK1|6446	11101.3788
SGK223|157285	770.0336	SGK223|157285	1170.3163
SGK269|79834	969.0363	SGK269|79834	1248.9862
lowly_expressed	lowly_expressed	SGK2|10110	22.3033
SGK3|23678	1347.5681	SGK3|23678	984.7121
SGK494|124923	41.7488	SGK494|124923	42.9846
SGMS1|259230	445.3207	SGMS1|259230	508.1103
SGMS2|166929	305.6941	SGMS2|166929	434.1038
SGOL1|151648	18.0912	SGOL1|151648	15.4096
SGOL2|151246	97.8778	lowly_expressed	lowly_expressed
SGPL1|8879	2584.2514	SGPL1|8879	1651.2571
SGPP1|81537	358.5759	SGPP1|81537	311.841
SGPP2|130367	10.2053	SGPP2|130367	31.2247
SGSH|6448	721.7906	SGSH|6448	1051.0949
SGSM1|129049	14.3801	SGSM1|129049	358.0697
SGSM2|9905	689.3193	SGSM2|9905	2453.7713
SGSM3|27352	751.9425	SGSM3|27352	1384.8337
SGTA|6449	2687.6957	SGTA|6449	1332.1168
SGTB|54557	120.3804	SGTB|54557	216.2368
SH2B1|25970	761.22	lowly_expressed	lowly_expressed
SH2B2|10603	22.7299	SH2B2|10603	7.2993
SH2B3|10019	952.3368	SH2B3|10019	634.631
SH2D1A|4068	114.5773	SH2D1A|4068	51.0949
SH2D1B|117157	6.4943	SH2D1B|117157	13.382
SH2D2A|9047	102.0526	SH2D2A|9047	33.2522
SH2D3A|10045	248.1735	SH2D3A|10045	526.3585
SH2D3C|10044	499.5941	SH2D3C|10044	309.8135
SH2D4A|63898	102.0526	SH2D4A|63898	206.8127
SH2D5|400745	7.8859	lowly_expressed	lowly_expressed
SH3BGRL2|83699	249.1012	SH3BGRL2|83699	1186.5369
SH3BGRL3|83442	6060.0719	SH3BGRL3|83442	862.5304
SH3BGRL|6451	11197.4301	lowly_expressed	lowly_expressed
SH3BGR|6450	224.05200000000002	SH3BGR|6450	390.1054
SH3BP1|23616	333.8931	SH3BP1|23616	274.8865
SH3BP2|6452	914.7628	SH3BP2|6452	1221.8167
SH3BP4|23677	2948.3938	SH3BP4|23677	3531.2247
SH3BP5L|80851	1188.9134	SH3BP5L|80851	779.8054
SH3BP5|9467	1275.2499	SH3BP5|9467	1768.6821
SH3D19|152503	1264.5251	SH3D19|152503	2593.2685
SH3GL1|6455	2647.3385	SH3GL1|6455	1075.8313
lowly_expressed	lowly_expressed	SH3GL2|6456	7.7048
SH3GLB1|51100	2944.6828	SH3GLB1|51100	3365.7745
SH3GLB2|56904	1953.3805	SH3GLB2|56904	1639.0916
SH3KBP1|30011	1030.2679	SH3KBP1|30011	475.6691
SH3PXD2A|9644	2309.1731	SH3PXD2A|9644	2210.8678
SH3PXD2B|285590	1558.6223	SH3PXD2B|285590	1518.2482
SH3RF1|57630	1160.1531	SH3RF1|57630	992.7007
SH3RF2|153769	91.8474	SH3RF2|153769	502.0276
SH3RF3|344558	199.9304	SH3RF3|344558	187.7534
SH3TC1|54436	277.3977	SH3TC1|54436	151.2571
SH3TC2|79628	8.3498	SH3TC2|79628	108.678
SH3YL1|26751	1239.4758	SH3YL1|26751	2873.0738
SHANK1|50944	11.5969	SHANK1|50944	6.0827
SHANK2|22941	831.2652	SHANK2|22941	2567.721
SHANK3|85358	307.0857	SHANK3|85358	544.6067
SHARPIN|81858	1377.7108	SHARPIN|81858	599.3512
SHB|6461	712.9769	SHB|6461	521.4923
SHC1|6464	3781.9784	SHC1|6464	2162.6115
SHC2|25759	497.7386	SHC2|25759	316.3017
SHC3|53358	6.4943	SHC3|53358	5.6772
SHC4|399694	19.0189	SHC4|399694	745.3366
SHCBP1|79801	98.3416	SHCBP1|79801	64.8824
SHE|126669	185.0864	SHE|126669	304.9473
SHFM1|7979	3114.4613	SHFM1|7979	761.9627
SHF|90525	153.079	SHF|90525	182.4818
SHISA2|387914	210.5996	SHISA2|387914	80.6975
SHISA4|149345	458.3092	SHISA4|149345	171.5328
SHISA5|51246	5671.3441	SHISA5|51246	1710.4623
SHISA6|388336	19.9467	SHISA6|388336	13.382
SHISA9|729993	132.2046	SHISA9|729993	50.2839
SHKBP1|92799	1159.2253	SHKBP1|92799	366.18
SHMT1|6470	443.7899	SHMT1|6470	1029.9432
SHMT2|6472	1214.4265	lowly_expressed	lowly_expressed
SHOC2|8036	1197.2631	SHOC2|8036	1442.8224
SHOX2|6474	124.7826	SHOX2|6474	19.8702
SHPK|23729	242.1431	SHPK|23729	462.6926
SHPRH|257218	73.2738	SHPRH|257218	1341.2409
SHQ1|55164	392.4388	SHQ1|55164	469.1809
SHROOM1|134549	121.0716	SHROOM1|134549	154.5012
SHROOM2|357	332.135	SHROOM2|357	276.5612
SHROOM3|57619	2923.3445	SHROOM3|57619	4291.1598
SHROOM4|57477	282.5003	SHROOM4|57477	500.4055
SIAE|54414	631.5018	SIAE|54414	759.9351
SIAH1|6477	868.3103	SIAH1|6477	598.8240000000001
SIAH2|6478	2710.4256	SIAH2|6478	714.1119
SIDT1|54847	953.2645	SIDT1|54847	382.8062
SIDT2|51092	1545.0168	SIDT2|51092	1586.1719
SIGIRR|59307	1334.5703	SIGIRR|59307	311.4355
SIGLEC10|89790	223.5881	SIGLEC10|89790	123.6821
SIGLEC14|100049587	50.0986	SIGLEC14|100049587	11.3544
SIGLEC15|284266	18.555	SIGLEC15|284266	6.8938
SIGLEC16|400709	11.5969	SIGLEC16|400709	8.1103
SIGLEC1|6614	409.6022	SIGLEC1|6614	13.382
SIGLEC5|8778	6.4943	lowly_expressed	lowly_expressed
SIGLEC6|946	10.2053	lowly_expressed	lowly_expressed
SIGLEC7|27036	35.7184	SIGLEC7|27036	10.1379
SIGLEC8|27181	138.6988	SIGLEC8|27181	45.8232
SIGLEC9|27180	40.8211	SIGLEC9|27180	8.9213
SIGLECP3|284367	20.4105	SIGLECP3|284367	7.2993
SIGMAR1|10280	1908.3846	SIGMAR1|10280	1085.9692
SIK1|150094	1308.5933	SIK1|150094	3111.1111
SIK2|23235	326.5685	SIK2|23235	1380.3731
SIK3|23387	1181.4914	SIK3|23387	1609.8946
SIKE1|80143	757.9729	SIKE1|80143	853.6091
SIL1|64374	3795.8947	SIL1|64374	481.7518
SILV|6490	97.8778	SILV|6490	24.7364
lowly_expressed	lowly_expressed	SIM1|6492	6.4882
SIM2|6493	46.8514	SIM2|6493	45.8232
SIN3A|25942	2893.6565	SIN3A|25942	2995.1338
SIN3B|23309	879.0444	SIN3B|23309	1554.339
SIP1|8487	140.0905	SIP1|8487	139.9027
SIPA1L1|26037	714.3685	SIPA1L1|26037	1768.8564
SIPA1L2|57568	492.1721	SIPA1L2|57568	876.7234
SIPA1L3|23094	1672.2718	SIPA1L3|23094	1256.691
SIPA1|6494	875.3334	SIPA1|6494	462.2871
SIRPA|140885	1026.093	SIRPA|140885	3489.0511
SIRPB1|10326	122.4632	SIRPB1|10326	193.8362
SIRPB2|284759	38.9656	SIRPB2|284759	16.6261
SIRPG|55423	84.8892	SIRPG|55423	28.7916
SIRT1|23411	605.3578	SIRT1|23411	1194.6472
SIRT2|22933	1124.8985	SIRT2|22933	996.7559
SIRT3|23410	971.0078	SIRT3|23410	850.5312
SIRT4|23409	49.1708	SIRT4|23409	30.8191
SIRT5|23408	339.0931	SIRT5|23408	381.9951
SIRT6|51548	439.7541	SIRT6|51548	145.1744
SIRT7|51547	319.1465	SIRT7|51547	257.502
SIT1|27240	79.3227	SIT1|27240	34.8743
SIVA1|10572	825.2348	SIVA1|10572	557.9886
SIX1|6495	76.0756	SIX1|6495	23.5199
SIX2|10736	58.4483	lowly_expressed	lowly_expressed
SIX3|6496	6.9581	lowly_expressed	lowly_expressed
SIX4|51804	239.3599	SIX4|51804	122.87100000000001
SIX5|147912	976.4583	SIX5|147912	633.82
SKA1|220134	110.4024	SKA1|220134	28.7916
SKA2|348235	656.8480000000001	SKA2|348235	392.5385
SKA3|221150	156.9848	SKA3|221150	48.7591
SKAP1|8631	620.6657	SKAP1|8631	204.7851
SKAP2|8935	469.4422	SKAP2|8935	1098.1346
SKIL|6498	470.3699	SKIL|6498	579.4809
SKIV2L2|23517	1134.4265	SKIV2L2|23517	1857.1817
SKIV2L|6499	854.9229	SKIV2L|6499	759.5296
SKI|6497	2211.7592	SKI|6497	3126.9262
SKP1|6500	6176.0408	SKP1|6500	5140.7137
SKP2|6502	36.6462	SKP2|6502	197.0803
SLA2|84174	99.2694	SLA2|84174	56.3666
SLAIN1|122060	20.4105	SLAIN1|122060	198.7024
SLAIN2|57606	1379.1024	SLAIN2|57606	1527.9805
SLAMF1|6504	58.9122	SLAMF1|6504	63.2603
SLAMF6|114836	124.3187	SLAMF6|114836	109.0835
SLAMF7|57823	284.8197	SLAMF7|57823	243.30900000000003
SLAMF8|56833	328.0714	SLAMF8|56833	61.6707
SLA|6503	450.8872	SLA|6503	259.1241
SLBP|7884	951.409	SLBP|7884	842.2547
SLC10A3|8273	619.274	SLC10A3|8273	377.5345
SLC10A5|347051	10.2053	SLC10A5|347051	8.9213
SLC10A6|345274	5.5665	SLC10A6|345274	29.6026
SLC10A7|84068	214.7744	SLC10A7|84068	299.2701
SLC11A1|6556	44.0682	SLC11A1|6556	7.7048
SLC11A2|4891	785.3415	SLC11A2|4891	1937.9562
lowly_expressed	lowly_expressed	SLC12A1|6557	68.9376
SLC12A2|6558	991.3023	SLC12A2|6558	8850.365
SLC12A4|6560	843.326	SLC12A4|6560	1349.3431
SLC12A6|9990	359.5825	SLC12A6|9990	794.0998
SLC12A7|10723	1618.9261	SLC12A7|10723	1284.6715
SLC12A8|84561	358.6919	SLC12A8|84561	292.7818
SLC12A9|56996	713.4408	SLC12A9|56996	733.5766
lowly_expressed	lowly_expressed	SLC13A2|9058	1552.3114
SLC13A3|64849	23.6577	SLC13A3|64849	142.7413
SLC13A4|26266	6.4943	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC13A5|284111	8.1103
SLC14A1|6563	47.3153	SLC14A1|6563	513.382
SLC14A2|8170	5.1026	lowly_expressed	lowly_expressed
SLC15A2|6565	15.7718	SLC15A2|6565	236.4152
SLC15A3|51296	932.3901	SLC15A3|51296	187.3479
SLC15A4|121260	435.1154	SLC15A4|121260	676.3989999999999
lowly_expressed	lowly_expressed	SLC16A10|117247	26.3585
lowly_expressed	lowly_expressed	SLC16A11|162515	68.532
SLC16A12|387700	5.5665	SLC16A12|387700	18.6537
SLC16A13|201232	54.7373	SLC16A13|201232	78.6699
SLC16A14|151473	231.47400000000002	SLC16A14|151473	217.7616
SLC16A1|6566	354.401	SLC16A1|6566	470.3974
SLC16A2|6567	322.8575	SLC16A2|6567	958.232
SLC16A3|9123	528.3544	SLC16A3|9123	49.0673
SLC16A4|9122	317.291	SLC16A4|9122	396.9992
SLC16A5|9121	209.2079	SLC16A5|9121	248.1752
SLC16A6|9120	54.2735	SLC16A6|9120	50.2839
SLC16A7|9194	14.3801	SLC16A7|9194	55.5556
SLC16A8|23539	7.422000000000001	SLC16A8|23539	10.5434
SLC16A9|220963	84.8892	SLC16A9|220963	188.5645
SLC17A5|26503	423.9824	SLC17A5|26503	609.4891
SLC17A7|57030	15.3079	SLC17A7|57030	21.8978
SLC17A9|63910	103.4443	SLC17A9|63910	55.15
SLC18A2|6571	8.8136	lowly_expressed	lowly_expressed
SLC19A1|6573	369.245	SLC19A1|6573	184.1038
SLC19A2|10560	2907.1089	SLC19A2|10560	686.5369
SLC19A3|80704	10.6691	SLC19A3|80704	34.4688
SLC1A1|6505	979.2416	SLC1A1|6505	128.9538
SLC1A2|6506	25.976999999999997	SLC1A2|6506	154.0957
SLC1A3|6507	192.9723	SLC1A3|6507	130.1703
SLC1A4|6509	1434.3036	SLC1A4|6509	761.1517
SLC1A5|6510	3085.2372	SLC1A5|6510	2830.4947
SLC1A7|6512	15.3079	SLC1A7|6512	9.7324
SLC20A1|6574	1495.5352	SLC20A1|6574	545.0122
SLC20A2|6575	1063.6669	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC22A11|55867	18.6537
SLC22A15|55356	64.9426	SLC22A15|55356	89.2133
SLC22A17|51310	1556.3029	SLC22A17|51310	958.232
SLC22A18AS|5003	9.7414	lowly_expressed	lowly_expressed
SLC22A18|5002	417.4881	SLC22A18|5002	99.3512
SLC22A23|63027	350.2772	SLC22A23|63027	789.0349
SLC22A3|6581	22.7299	SLC22A3|6581	68.9376
SLC22A4|6583	120.2459	SLC22A4|6583	92.4574
SLC22A5|6584	654.9925	SLC22A5|6584	480.5353
SLC23A1|9963	6.0304	SLC23A1|9963	7.7048
SLC23A2|9962	256.0594	SLC23A2|9962	1365.7745
lowly_expressed	lowly_expressed	SLC23A3|151295	10.8151
SLC24A1|9187	372.0283	lowly_expressed	lowly_expressed
SLC24A2|25769	32.9352	lowly_expressed	lowly_expressed
SLC24A3|57419	806.6798	SLC24A3|57419	623.2766
SLC24A4|123041	6.0304	lowly_expressed	lowly_expressed
SLC24A5|283652	35.8483	lowly_expressed	lowly_expressed
SLC24A6|80024	519.5408	SLC24A6|80024	553.1225
SLC25A10|1468	1737.6783	SLC25A10|1468	467.1533
SLC25A11|8402	696.2774	SLC25A11|8402	712.4899
SLC25A12|8604	379.9142	SLC25A12|8604	837.794
SLC25A13|10165	254.2039	SLC25A13|10165	631.7924
SLC25A14|9016	150.7596	SLC25A14|9016	119.2214
SLC25A15|10166	422.0619	SLC25A15|10166	383.9092
SLC25A16|8034	213.8467	SLC25A16|8034	237.6318
SLC25A17|10478	610.4604	SLC25A17|10478	520.2758
SLC25A18|83733	6.0304	SLC25A18|83733	5.6772
SLC25A19|60386	268.584	SLC25A19|60386	118.8159
SLC25A1|6576	852.1396	SLC25A1|6576	614.3552
SLC25A20|788	138.235	SLC25A20|788	343.8767
SLC25A21|89874	9.1755	SLC25A21|89874	8.6618
SLC25A22|79751	711.5853	SLC25A22|79751	261.5572
SLC25A23|79085	1935.2893	SLC25A23|79085	1215.734
SLC25A24|29957	876.2612	SLC25A24|29957	1131.3869
SLC25A25|114789	347.4429	SLC25A25|114789	699.5134
SLC25A26|115286	239.6475	SLC25A26|115286	553.232
SLC25A27|9481	13.4524	SLC25A27|9481	724.2498
SLC25A28|81894	963.9337	SLC25A28|81894	533.2522
SLC25A29|123096	1062.2753	SLC25A29|123096	995.1338
SLC25A30|253512	453.2065	SLC25A30|253512	615.1663
SLC25A32|81034	392.1837	SLC25A32|81034	550.7299
SLC25A33|84275	236.1127	SLC25A33|84275	269.6675
SLC25A34|284723	13.9163	SLC25A34|284723	30.8191
SLC25A35|399512	179.7982	SLC25A35|399512	112.0397
SLC25A36|55186	890.1774	SLC25A36|55186	2839.0105
SLC25A37|51312	279.717	SLC25A37|51312	932.279
SLC25A38|54977	633.1903	SLC25A38|54977	791.1598
SLC25A39|51629	3691.9865	SLC25A39|51629	1251.4193
SLC25A3|5250	5986.3157	SLC25A3|5250	5914.8418
SLC25A40|55972	80.7144	SLC25A40|55972	260.665
SLC25A41|284427	6.9581	lowly_expressed	lowly_expressed
SLC25A42|284439	366.4618	SLC25A42|284439	375.1014
SLC25A43|203427	414.7049	SLC25A43|203427	454.9878
SLC25A44|9673	866.0559	lowly_expressed	lowly_expressed
SLC25A45|283130	399.8608	SLC25A45|283130	224.2498
SLC25A46|91137	499.5941	SLC25A46|91137	646.3909
SLC25A4|291	1004.7547	SLC25A4|291	579.0754
SLC25A5|292	3001.2757	SLC25A5|292	3789.5377
SLC25A6|293	8408.6745	SLC25A6|293	11132.6034
SLC26A10|65012	6.267	SLC26A10|65012	68.6253
SLC26A11|284129	303.8386	SLC26A11|284129	468.3698
SLC26A1|10861	63.718	SLC26A1|10861	33.2522
SLC26A2|1836	643.8594	SLC26A2|1836	791.1598
SLC26A3|1811	10.2053	SLC26A3|1811	34.4688
SLC26A4|5172	9.2775	SLC26A4|5172	77.1817
lowly_expressed	lowly_expressed	SLC26A5|375611	8.1103
SLC26A6|65010	114.5773	SLC26A6|65010	167.575
lowly_expressed	lowly_expressed	SLC26A7|115111	33.2522
SLC27A1|376497	681.4334	SLC27A1|376497	1789.9432
SLC27A2|11001	171.1701	lowly_expressed	lowly_expressed
SLC27A3|11000	593.7609	SLC27A3|11000	497.1614
SLC27A4|10999	598.8635	lowly_expressed	lowly_expressed
SLC27A5|10998	139.9838	SLC27A5|10998	130.6367
SLC27A6|28965	17.6273	SLC27A6|28965	668.2887
lowly_expressed	lowly_expressed	SLC28A3|64078	99.7567
SLC29A1|2030	1352.1976	SLC29A1|2030	3227.8994
SLC29A2|3177	225.7961	SLC29A2|3177	413.9376
SLC29A3|55315	488.925	SLC29A3|55315	197.4858
SLC29A4|222962	123.3909	SLC29A4|222962	24.7364
SLC2A10|81031	1368.4333	SLC2A10|81031	567.3155
SLC2A11|66035	108.083	SLC2A11|66035	257.502
SLC2A12|154091	61.6955	SLC2A12|154091	584.3471
SLC2A13|114134	222.6603	SLC2A13|114134	134.2255
SLC2A14|144195	10.2053	lowly_expressed	lowly_expressed
SLC2A1|6513	1495.9991	SLC2A1|6513	875.5069
SLC2A3|6515	507.0161	SLC2A3|6515	173.5604
SLC2A4RG|56731	2287.371	SLC2A4RG|56731	639.9027
SLC2A4|6517	10.6691	SLC2A4|6517	62.8548
SLC2A5|6518	13.4524	SLC2A5|6518	13.7875
SLC2A6|11182	52.418	SLC2A6|11182	13.382
SLC2A8|29988	493.0998	SLC2A8|29988	218.1671
SLC2A9|56606	64.9426	lowly_expressed	lowly_expressed
SLC30A1|7779	204.1053	SLC30A1|7779	195.4582
lowly_expressed	lowly_expressed	SLC30A2|7780	15.4096
SLC30A4|7782	44.0682	SLC30A4|7782	113.5442
SLC30A5|64924	980.6332	SLC30A5|64924	1236.4152
SLC30A6|55676	157.2539	lowly_expressed	lowly_expressed
SLC30A7|148867	949.5535	SLC30A7|148867	707.6237
SLC30A8|169026	100.1971	SLC30A8|169026	39.7405
SLC30A9|10463	1167.5751	SLC30A9|10463	1905.515
SLC31A1|1317	751.9425	SLC31A1|1317	1209.2457
SLC31A2|1318	381.7697	SLC31A2|1318	491.8897
SLC33A1|9197	629.4793	SLC33A1|9197	783.455
SLC34A2|10568	19.0189	lowly_expressed	lowly_expressed
SLC35A1|10559	720.3897	SLC35A1|10559	926.6504
SLC35A2|7355	1162.9363	SLC35A2|7355	441.6058
SLC35A3|23443	367.8534	SLC35A3|23443	406.7315
SLC35A4|113829	2701.1481	SLC35A4|113829	2036.0908
SLC35A5|55032	691.6386	SLC35A5|55032	706.0016
SLC35B1|10237	1605.4737	SLC35B1|10237	507.2993
SLC35B2|347734	1583.6716	SLC35B2|347734	1181.6707
SLC35B3|51000	546.9094	SLC35B3|51000	461.0706
SLC35B4|84912	236.1127	SLC35B4|84912	363.74699999999996
SLC35C1|55343	483.8223	SLC35C1|55343	306.5693
SLC35C2|51006	1498.3185	SLC35C2|51006	1116.7883
SLC35D1|23169	501.9135	SLC35D1|23169	523.5199
SLC35D2|11046	478.7197	SLC35D2|11046	558.7997
lowly_expressed	lowly_expressed	SLC35D3|340146	28.7916
SLC35E1|79939	2463.6437	SLC35E1|79939	2283.8605
SLC35E2|728661	3761.8277	SLC35E2|728661	3510.073
SLC35E2|9906	23.8618	SLC35E2|9906	118.8808
SLC35E3|55508	166.5314	SLC35E3|55508	358.4753
SLC35E4|339665	45.9654	SLC35E4|339665	78.3171
SLC35F1|222553	9.2775	SLC35F1|222553	7.2993
SLC35F2|54733	255.1316	SLC35F2|54733	227.4939
SLC35F3|148641	13.9163	SLC35F3|148641	244.9311
SLC35F5|80255	521.3963	SLC35F5|80255	686.9424
SLC36A1|206358	274.1505	SLC36A1|206358	240.4704
SLC36A4|120103	127.5658	SLC36A4|120103	134.2255
